Team A,Team B,Score A,Score B,Date,Competition,SourceURL
ONE FC B2015 BLACK,kbsc elite 2015,2.0,1.0,2024-10-26,Legends Cup- 2024,https://rankings.gotsport.com/teams/398246/game-history
ONE FC B2015 BLACK,barça pro miami - b2015 de jong,2.0,1.0,2024-10-13,EDP Florida League 2024-25,https://rankings.gotsport.com/teams/398246/game-history
ONE FC B2015 BLACK,doral elite 2015,8.0,1.0,2024-10-12,EDP Florida League 2024-25,https://rankings.gotsport.com/teams/398246/game-history
Chelsea 15B,15/16b valenzuela nogales,7.0,0.0,2025-09-28,2025 FC Sonora Socctoberfest,https://rankings.gotsport.com/teams/334055/game-history
Chelsea 15B,pima surf 15,3.0,2.0,2025-09-28,2025 FC Sonora Socctoberfest,https://rankings.gotsport.com/teams/334055/game-history
Chelsea 15B,renegades 15b,8.0,0.0,2025-09-27,2025 FC Sonora Socctoberfest,https://rankings.gotsport.com/teams/334055/game-history
Chelsea 15B,15/16b valenzuela nogales,9.0,2.0,2025-09-27,2025 FC Sonora Socctoberfest,https://rankings.gotsport.com/teams/334055/game-history
Chelsea 15B,15 pre-mls next #1,3.0,0.0,2025-09-21,46th Annual Wolfgang Weber FC Tucson Cup,https://rankings.gotsport.com/teams/334055/game-history
Chelsea 15B,15b hermanson,14.0,0.0,2025-09-21,46th Annual Wolfgang Weber FC Tucson Cup,https://rankings.gotsport.com/teams/334055/game-history
Chelsea 15B,prfc scottsdale 15b predator,3.0,3.0,2025-09-20,46th Annual Wolfgang Weber FC Tucson Cup,https://rankings.gotsport.com/teams/334055/game-history
Chelsea 15B,15 national league #1,16.0,1.0,2025-09-20,46th Annual Wolfgang Weber FC Tucson Cup,https://rankings.gotsport.com/teams/334055/game-history
Chelsea 15B,northwest 2015,3.0,4.0,2025-08-31,Phoenix Rising Cup 2025,https://rankings.gotsport.com/teams/334055/game-history
Chelsea 15B,prfc scottsdale 15b predator,5.0,2.0,2025-08-31,Phoenix Rising Cup 2025,https://rankings.gotsport.com/teams/334055/game-history
Chelsea 15B,prfc scottsdale 16b predator,5.0,4.0,2025-08-30,Phoenix Rising Cup 2025,https://rankings.gotsport.com/teams/334055/game-history
Chelsea 15B,14b hinds,,,2025-08-01,PCJSL 2025/26 - Fall Session U9 - U19,https://rankings.gotsport.com/teams/334055/game-history
Chelsea 15B,fcda 15b pre -,5.0,3.0,2025-03-30,Tuzos Challenge 2025,https://rankings.gotsport.com/teams/334055/game-history
Chelsea 15B,fcda 15b pre -,4.0,2.0,2025-03-30,Tuzos Challenge 2025,https://rankings.gotsport.com/teams/334055/game-history
Chelsea 15B,rslaz southern rayados az 2015,5.0,0.0,2025-03-29,Tuzos Challenge 2025,https://rankings.gotsport.com/teams/334055/game-history
Chelsea 15B,tuzos mesa 2015,2.0,1.0,2025-03-29,Tuzos Challenge 2025,https://rankings.gotsport.com/teams/334055/game-history
Chelsea 15B,az arsenal 16 teal 1,3.0,2.0,2025-03-16,2025 Pima County Surf Challenge,https://rankings.gotsport.com/teams/334055/game-history
Chelsea 15B,rysc 2015,8.0,2.0,2025-03-16,2025 Pima County Surf Challenge,https://rankings.gotsport.com/teams/334055/game-history
Chelsea 15B,az arsenal 16 teal 1,4.0,5.0,2025-03-15,2025 Pima County Surf Challenge,https://rankings.gotsport.com/teams/334055/game-history
Chelsea 15B,phoenix 15/16b,7.0,0.0,2025-03-15,2025 Pima County Surf Challenge,https://rankings.gotsport.com/teams/334055/game-history
Chelsea 15B,15 soul warriors,7.0,0.0,2025-03-08,PCJSL 2024/25 - Winter Session U9 - U15,https://rankings.gotsport.com/teams/334055/game-history
Chelsea 15B,15 soul warriors,6.0,2.0,2025-03-01,PCJSL 2024/25 - Winter Session U9 - U15,https://rankings.gotsport.com/teams/334055/game-history
Chelsea 15B,rsl-az yuma 14 quinonez,3.0,0.0,2025-02-16,2025 RSL Jacobs Classic,https://rankings.gotsport.com/teams/334055/game-history
Chelsea 15B,cdo 15b premier,3.0,1.0,2025-02-16,2025 RSL Jacobs Classic,https://rankings.gotsport.com/teams/334055/game-history
Chelsea 15B,14b hermanson 1,4.0,1.0,2025-02-15,2025 RSL Jacobs Classic,https://rankings.gotsport.com/teams/334055/game-history
Chelsea 15B,rsl-az yuma 14 quinonez,5.0,1.0,2025-02-15,2025 RSL Jacobs Classic,https://rankings.gotsport.com/teams/334055/game-history
Chelsea 15B,15b blue montoya #1,4.0,1.0,2025-02-08,PCJSL 2024/25 - Winter Session U9 - U15,https://rankings.gotsport.com/teams/334055/game-history
Chelsea 15B,15b blue arviso #1,4.0,2.0,2025-02-01,PCJSL 2024/25 - Winter Session U9 - U15,https://rankings.gotsport.com/teams/334055/game-history
Chelsea 15B,phoenix premier 15b,3.0,8.0,2025-01-26,2025 AZ Soccer Clash hosted by Phoenix Premier FC,https://rankings.gotsport.com/teams/334055/game-history
Chelsea 15B,phoenix premier 15b cg,5.0,0.0,2025-01-25,2025 AZ Soccer Clash hosted by Phoenix Premier FC,https://rankings.gotsport.com/teams/334055/game-history
Chelsea 15B,vr 2015,6.0,2.0,2025-01-25,2025 AZ Soccer Clash hosted by Phoenix Premier FC,https://rankings.gotsport.com/teams/334055/game-history
Chelsea 15B,legends az 15b,5.0,1.0,2025-01-25,2025 AZ Soccer Clash hosted by Phoenix Premier FC,https://rankings.gotsport.com/teams/334055/game-history
Chelsea 15B,state 48 15 copper,3.0,2.0,2025-01-19,North Scottsdale Sandsharks Invitational 2025,https://rankings.gotsport.com/teams/334055/game-history
Chelsea 15B,2015 yellow,6.0,2.0,2025-01-19,North Scottsdale Sandsharks Invitational 2025,https://rankings.gotsport.com/teams/334055/game-history
Chelsea 15B,fdi 2015,5.0,2.0,2025-01-18,North Scottsdale Sandsharks Invitational 2025,https://rankings.gotsport.com/teams/334055/game-history
Chelsea 15B,scottsdale 15 sandsharks select,0.0,5.0,2025-01-18,North Scottsdale Sandsharks Invitational 2025,https://rankings.gotsport.com/teams/334055/game-history
Chelsea 15B,15b blue montoya #1,5.0,1.0,2025-01-11,PCJSL 2024/25 - Winter Session U9 - U15,https://rankings.gotsport.com/teams/334055/game-history
Chelsea 15B,15b blue arviso #1,,,2024-12-28,PCJSL 2024/25 - Winter Session U9 - U15,https://rankings.gotsport.com/teams/334055/game-history
Chelsea 15B,15,2.0,7.0,2024-12-14,TFC Winter Festival 2024,https://rankings.gotsport.com/teams/334055/game-history
Chelsea 15B,2015,12.0,3.0,2024-12-14,TFC Winter Festival 2024,https://rankings.gotsport.com/teams/334055/game-history
Chelsea 15B,synergy 15/16b,8.0,1.0,2024-12-14,TFC Winter Festival 2024,https://rankings.gotsport.com/teams/334055/game-history
Chelsea 15B,15b bernal/garza 2,4.0,3.0,2024-12-10,PCJSL 2024/25 - Fall Session U9 - U19,https://rankings.gotsport.com/teams/334055/game-history
Chelsea 15B,15 soul warriors,3.0,2.0,2024-11-23,PCJSL 2024/25 - Fall Session U9 - U19,https://rankings.gotsport.com/teams/334055/game-history
Chelsea 15B,cdo 15b elite,10.0,0.0,2024-11-16,PCJSL 2024/25 - Fall Session U9 - U19,https://rankings.gotsport.com/teams/334055/game-history
Chelsea 15B,uac 15b,0.0,8.0,2024-11-11,Arizona Select Clubs Showcase 2024,https://rankings.gotsport.com/teams/334055/game-history
Chelsea 15B,15b garza/bernal 2,6.0,3.0,2024-11-11,Arizona Select Clubs Showcase 2024,https://rankings.gotsport.com/teams/334055/game-history
Chelsea 15B,pima surf 15,2.0,2.0,2024-11-09,Arizona Select Clubs Showcase 2024,https://rankings.gotsport.com/teams/334055/game-history
Chelsea 15B,rslaz southern 15b rayados,4.0,3.0,2024-11-09,Arizona Select Clubs Showcase 2024,https://rankings.gotsport.com/teams/334055/game-history
Chelsea 15B,pima surf 15,5.0,1.0,2024-11-02,PCJSL 2024/25 - Fall Session U9 - U19,https://rankings.gotsport.com/teams/334055/game-history
Chelsea 15B,15b blue west #1,7.0,3.0,2024-10-12,PCJSL 2024/25 - Fall Session U9 - U19,https://rankings.gotsport.com/teams/334055/game-history
2015 Boys White,stovi stars 2015 prodigy,2.0,2.0,2025-05-25,"2025 Dreams Cup, hosted by Inter Miami CF",https://rankings.gotsport.com/teams/284015/game-history
2015 Boys White,one b2015,1.0,1.0,2025-05-24,"2025 Dreams Cup, hosted by Inter Miami CF",https://rankings.gotsport.com/teams/284015/game-history
2015 Boys White,fort lauderdale 15,2.0,1.0,2025-05-24,"2025 Dreams Cup, hosted by Inter Miami CF",https://rankings.gotsport.com/teams/284015/game-history
2015 Boys White,2015,2.0,1.0,2025-04-06,2025 Sharks Soccer Cup & Showcase,https://rankings.gotsport.com/teams/284015/game-history
2015 Boys White,weston 2015,2.0,0.0,2025-04-06,2025 Sharks Soccer Cup & Showcase,https://rankings.gotsport.com/teams/284015/game-history
2015 Boys White,2015,2.0,1.0,2025-04-06,2025 Sharks Soccer Cup & Showcase,https://rankings.gotsport.com/teams/284015/game-history
2015 Boys White,2015,5.0,0.0,2025-04-05,2025 Sharks Soccer Cup & Showcase,https://rankings.gotsport.com/teams/284015/game-history
2015 Boys White,fhfc 2015 b,6.0,4.0,2025-03-09,2025 Palm Beach Gardens Classic Spring,https://rankings.gotsport.com/teams/284015/game-history
2015 Boys White,barça pro miami - b2015 cubarsi,5.0,4.0,2025-03-09,2025 Palm Beach Gardens Classic Spring,https://rankings.gotsport.com/teams/284015/game-history
2015 Boys White,one b2015,9.0,0.0,2025-03-08,2025 Palm Beach Gardens Classic Spring,https://rankings.gotsport.com/teams/284015/game-history
2015 Boys White,pbg 15 elite,5.0,2.0,2025-03-07,2025 Palm Beach Gardens Classic Spring,https://rankings.gotsport.com/teams/284015/game-history
2015 Boys White,azzurri storm 2015 select,1.0,6.0,2025-02-16,2025 Weston Cup & Showcase,https://rankings.gotsport.com/teams/284015/game-history
2015 Boys White,all stars 2015,5.0,1.0,2025-02-15,2025 Weston Cup & Showcase,https://rankings.gotsport.com/teams/284015/game-history
2015 Boys White,labelle heat 15/16,9.0,5.0,2025-02-15,2025 Weston Cup & Showcase,https://rankings.gotsport.com/teams/284015/game-history
2015 Boys White,anwsc wellington 2015b elite,5.0,4.0,2025-01-20,18th ANNUAL WELLINGTON SOCCER SHOOTOUT,https://rankings.gotsport.com/teams/284015/game-history
2015 Boys White,strikers miami 2015,7.0,0.0,2025-01-19,18th ANNUAL WELLINGTON SOCCER SHOOTOUT,https://rankings.gotsport.com/teams/284015/game-history
2015 Boys White,lions u10 red (2015),7.0,1.0,2025-01-18,18th ANNUAL WELLINGTON SOCCER SHOOTOUT,https://rankings.gotsport.com/teams/284015/game-history
2015 Boys White,2015 elite,1.0,4.0,2025-01-17,18th ANNUAL WELLINGTON SOCCER SHOOTOUT,https://rankings.gotsport.com/teams/284015/game-history
2015 Boys White,springs 2015 elite,3.0,1.0,2024-12-15,2024 Springs Holiday Cup,https://rankings.gotsport.com/teams/284015/game-history
2015 Boys White,cssa 2015w,3.0,3.0,2024-12-15,2024 Springs Holiday Cup,https://rankings.gotsport.com/teams/284015/game-history
2015 Boys White,ballaz 2015,1.0,2.0,2024-12-14,2024 Springs Holiday Cup,https://rankings.gotsport.com/teams/284015/game-history
2015 Boys White,galacticos soccer 2015 elite,4.0,3.0,2024-12-15,2024 Springs Holiday Cup,https://rankings.gotsport.com/teams/284015/game-history
2015 Boys White,jam - nedved,6.0,0.0,2024-11-17,EDP Florida League 2024-25,https://rankings.gotsport.com/teams/284015/game-history
2015 Boys White,anwsc wellington 2015b elite,8.0,0.0,2024-11-09,EDP Florida League 2024-25,https://rankings.gotsport.com/teams/284015/game-history
2015 Boys White,florida prep 2015,5.0,3.0,2024-11-03,EDP Florida League 2024-25,https://rankings.gotsport.com/teams/284015/game-history
2015 Boys White,elite 2015,6.0,2.0,2024-10-26,EDP Florida League 2024-25,https://rankings.gotsport.com/teams/284015/game-history
2015 Boys White,coerfontaine 16b premier,4.0,3.0,2024-10-20,2024 Palm Beach Gardens Classic Fall,https://rankings.gotsport.com/teams/284015/game-history
2015 Boys White,anwsc wellington 2015b elite,2.0,3.0,2024-10-19,2024 Palm Beach Gardens Classic Fall,https://rankings.gotsport.com/teams/284015/game-history
2015 Boys White,pbg 15 elite,2.0,4.0,2024-10-18,2024 Palm Beach Gardens Classic Fall,https://rankings.gotsport.com/teams/284015/game-history
2015 Boys White,psg fl2 u10 ronaldinho,12.0,2.0,2024-10-12,EDP Florida League 2024-25,https://rankings.gotsport.com/teams/284015/game-history
Ajax United 15B Academy Pre-MLS Next,ccsa 2015b premier,11.0,0.0,2025-10-05,2025-26 NorCal State Cup U9-U19,https://rankings.gotsport.com/teams/95643/game-history
Ajax United 15B Academy Pre-MLS Next,stanislaus united pre npl 14b,1.0,3.0,2025-09-21,2025-26 NorCal Premier Fall League U8-U19,https://rankings.gotsport.com/teams/95643/game-history
Ajax United 15B Academy Pre-MLS Next,valley surf 15 pre-ecnl,2.0,3.0,2025-09-14,2025-26 NorCal State Cup U9-U19,https://rankings.gotsport.com/teams/95643/game-history
Ajax United 15B Academy Pre-MLS Next,cvfa 14b,3.0,3.0,2025-09-13,2025-26 NorCal Premier Fall League U8-U19,https://rankings.gotsport.com/teams/95643/game-history
Ajax United 15B Academy Pre-MLS Next,cosc pre-ecnl 2015 ii,3.0,2.0,2025-09-07,2025-26 NorCal State Cup U9-U19,https://rankings.gotsport.com/teams/95643/game-history
Ajax United 15B Academy Pre-MLS Next,select 2014,2.0,3.0,2025-09-06,2025-26 NorCal Premier Fall League U8-U19,https://rankings.gotsport.com/teams/95643/game-history
Ajax United 15B Academy Pre-MLS Next,15b,2.0,0.0,2025-08-31,2025 Modesto Ajax Labor Day Cup,https://rankings.gotsport.com/teams/95643/game-history
Ajax United 15B Academy Pre-MLS Next,mvla nevada 2015b,14.0,0.0,2025-08-31,2025 Modesto Ajax Labor Day Cup,https://rankings.gotsport.com/teams/95643/game-history
Ajax United 15B Academy Pre-MLS Next,five59 elite 2015,3.0,0.0,2025-08-30,2025 Modesto Ajax Labor Day Cup,https://rankings.gotsport.com/teams/95643/game-history
Ajax United 15B Academy Pre-MLS Next,mustang 15b pre-ecnl,2.0,2.0,2025-08-30,2025 Modesto Ajax Labor Day Cup,https://rankings.gotsport.com/teams/95643/game-history
Ajax United 15B Academy Pre-MLS Next,forza mis,3.0,1.0,2025-08-23,2025-26 NorCal Premier Fall League U8-U19,https://rankings.gotsport.com/teams/95643/game-history
Ajax United 15B Academy Pre-MLS Next,cvfa 15b,0.0,1.0,2025-06-29,CVFA Summer Invitational,https://rankings.gotsport.com/teams/95643/game-history
Ajax United 15B Academy Pre-MLS Next,diablo valley 15b delta,6.0,1.0,2025-06-29,CVFA Summer Invitational,https://rankings.gotsport.com/teams/95643/game-history
Ajax United 15B Academy Pre-MLS Next,ecfc 15b black pre-ecnl,2.0,0.0,2025-06-28,CVFA Summer Invitational,https://rankings.gotsport.com/teams/95643/game-history
Ajax United 15B Academy Pre-MLS Next,south valley united 2015,5.0,0.0,2025-06-28,CVFA Summer Invitational,https://rankings.gotsport.com/teams/95643/game-history
Ajax United 15B Academy Pre-MLS Next,2015b,0.0,0.0,2025-06-28,CVFA Summer Invitational,https://rankings.gotsport.com/teams/95643/game-history
Ajax United 15B Academy Pre-MLS Next,ajax united 15b green pre-mls next,6.0,1.0,2025-05-02,2024-25 NorCal Premier Spring League U8-U19,https://rankings.gotsport.com/teams/95643/game-history
Ajax United 15B Academy Pre-MLS Next,ajax united 15b green pre-mls next,1.0,3.0,2025-04-30,2024-25 NorCal Premier Spring League U8-U19,https://rankings.gotsport.com/teams/95643/game-history
Ajax United 15B Academy Pre-MLS Next,stanislaus united susc 2014b,3.0,1.0,2025-04-27,2024-25 NorCal Premier Spring League U8-U19,https://rankings.gotsport.com/teams/95643/game-history
Ajax United 15B Academy Pre-MLS Next,ajax united 15b green pre-mls next,8.0,1.0,2025-04-17,2024-25 NorCal Premier Spring League U8-U19,https://rankings.gotsport.com/teams/95643/game-history
Ajax United 15B Academy Pre-MLS Next,ajax united 15b green pre-mls next,7.0,0.0,2025-04-06,2025 Ajax Spring Cup,https://rankings.gotsport.com/teams/95643/game-history
Ajax United 15B Academy Pre-MLS Next,ajax united 15b green pre-mls next,2.0,1.0,2025-04-05,2025 Ajax Spring Cup,https://rankings.gotsport.com/teams/95643/game-history
Ajax United 15B Academy Pre-MLS Next,2014b platinum 2,3.0,1.0,2025-04-05,2025 Ajax Spring Cup,https://rankings.gotsport.com/teams/95643/game-history
Ajax United 15B Academy Pre-MLS Next,mufc 2015/14b,0.0,3.0,2025-03-29,2024-25 NorCal Premier Spring League U8-U19,https://rankings.gotsport.com/teams/95643/game-history
Ajax United 15B Academy Pre-MLS Next,ajax united 15b green pre-mls next,2.0,2.0,2025-03-28,2024-25 NorCal Premier Spring League U8-U19,https://rankings.gotsport.com/teams/95643/game-history
Ajax United 15B Academy Pre-MLS Next,valley surf 14b ii,3.0,2.0,2025-03-23,2024-25 NorCal Premier Spring League U8-U19,https://rankings.gotsport.com/teams/95643/game-history
Ajax United 15B Academy Pre-MLS Next,albion merced 2014,2.0,3.0,2025-03-22,2024-25 NorCal Premier Spring League U8-U19,https://rankings.gotsport.com/teams/95643/game-history
Ajax United 15B Academy Pre-MLS Next,los banos valley 2014,1.0,3.0,2025-03-15,2024-25 NorCal Premier Spring League U8-U19,https://rankings.gotsport.com/teams/95643/game-history
Ajax United 15B Academy Pre-MLS Next,ajax united 15b green pre-mls next,2.0,3.0,2025-02-24,San Mateo County Winter Classic - 2025,https://rankings.gotsport.com/teams/95643/game-history
Ajax United 15B Academy Pre-MLS Next,ajax united 15b green pre-mls next,1.0,0.0,2025-02-23,San Mateo County Winter Classic - 2025,https://rankings.gotsport.com/teams/95643/game-history
Ajax United 15B Academy Pre-MLS Next,ajax united 15b green pre-mls next,4.0,1.0,2025-02-23,San Mateo County Winter Classic - 2025,https://rankings.gotsport.com/teams/95643/game-history
Ajax United 15B Academy Pre-MLS Next,ebusc bay oaks 14b premier,0.0,0.0,2025-02-22,San Mateo County Winter Classic - 2025,https://rankings.gotsport.com/teams/95643/game-history
Ajax United 15B Academy Pre-MLS Next,ajax united 15b green pre-mls next,3.0,1.0,2025-02-16,2025 NorCal Supercopa Invitational,https://rankings.gotsport.com/teams/95643/game-history
Ajax United 15B Academy Pre-MLS Next,ajax united 15b green pre-mls next,3.0,1.0,2025-02-16,2025 NorCal Supercopa Invitational,https://rankings.gotsport.com/teams/95643/game-history
Ajax United 15B Academy Pre-MLS Next,esjfc 15b,1.0,9.0,2025-02-15,2025 NorCal Supercopa Invitational,https://rankings.gotsport.com/teams/95643/game-history
Ajax United 15B Academy Pre-MLS Next,ajax united 15b green pre-mls next,4.0,0.0,2025-02-15,2025 NorCal Supercopa Invitational,https://rankings.gotsport.com/teams/95643/game-history
Ajax United 15B Academy Pre-MLS Next,albion merced 2015 pre-mls next,4.0,0.0,2024-11-24,2024-25 NorCal Premier Fall League U8-U19,https://rankings.gotsport.com/teams/95643/game-history
Ajax United 15B Academy Pre-MLS Next,mexico 15 elite,7.0,0.0,2024-11-23,2024-25 NorCal Premier Fall League U8-U19,https://rankings.gotsport.com/teams/95643/game-history
Ajax United 15B Academy Pre-MLS Next,valley surf 15b pre-ecnl ii,6.0,0.0,2024-11-14,2024-25 NorCal Premier Fall League U8-U19,https://rankings.gotsport.com/teams/95643/game-history
Ajax United 15B Academy Pre-MLS Next,ajax united 15b green pre-mls next,3.0,1.0,2024-11-03,2024-25 U9-U10 NorCal State Cup RD 2 and 3,https://rankings.gotsport.com/teams/95643/game-history
Ajax United 15B Academy Pre-MLS Next,ajax united 15b green pre-mls next,1.0,2.0,2024-11-03,2024-25 U9-U10 NorCal State Cup RD 2 and 3,https://rankings.gotsport.com/teams/95643/game-history
Ajax United 15B Academy Pre-MLS Next,ajax united 15b green pre-mls next,7.0,0.0,2024-11-02,2024-25 U9-U10 NorCal State Cup RD 2 and 3,https://rankings.gotsport.com/teams/95643/game-history
Ajax United 15B Academy Pre-MLS Next,ajax united 15b green pre-mls next,9.0,1.0,2024-11-02,2024-25 U9-U10 NorCal State Cup RD 2 and 3,https://rankings.gotsport.com/teams/95643/game-history
Ajax United 15B Academy Pre-MLS Next,force 15b elite,0.0,10.0,2024-10-27,MVLA Bay Area Fall Cup 2024,https://rankings.gotsport.com/teams/95643/game-history
Ajax United 15B Academy Pre-MLS Next,sf glens pre- 15b i,2.0,3.0,2024-10-27,MVLA Bay Area Fall Cup 2024,https://rankings.gotsport.com/teams/95643/game-history
Ajax United 15B Academy Pre-MLS Next,stanford strikers 15b black south,2.0,4.0,2024-10-26,MVLA Bay Area Fall Cup 2024,https://rankings.gotsport.com/teams/95643/game-history
Ajax United 15B Academy Pre-MLS Next,ajax united 15b green pre-mls next,8.0,2.0,2024-10-26,MVLA Bay Area Fall Cup 2024,https://rankings.gotsport.com/teams/95643/game-history
Ajax United 15B Academy Pre-MLS Next,cvfa 15b,4.0,7.0,2024-10-20,2024-25 NorCal Premier Fall League U8-U19,https://rankings.gotsport.com/teams/95643/game-history
Ajax United 15B Academy Pre-MLS Next,valley surf 16b i,6.0,0.0,2024-10-12,2024-25 NorCal Premier Fall League U8-U19,https://rankings.gotsport.com/teams/95643/game-history
Phoenix United 2015 Elite,tuzos mesa 2015,8.0,2.0,2025-10-05,2025-2026 ASA Advanced Leagues,https://rankings.gotsport.com/teams/367030/game-history
Phoenix United 2015 Elite,az arsenal pre-ecnl 2015,1.0,3.0,2025-09-28,The Derby 2025,https://rankings.gotsport.com/teams/367030/game-history
Phoenix United 2015 Elite,phoenix premier 15b,6.0,0.0,2025-09-28,The Derby 2025,https://rankings.gotsport.com/teams/367030/game-history
Phoenix United 2015 Elite,cdo 15b premier,,,2025-09-27,2025-2026 ASA Advanced Leagues,https://rankings.gotsport.com/teams/367030/game-history
Phoenix United 2015 Elite,brazas 2015,8.0,3.0,2025-09-27,The Derby 2025,https://rankings.gotsport.com/teams/367030/game-history
Phoenix United 2015 Elite,15b achacon pre-mls next,0.0,0.0,2025-09-27,The Derby 2025,https://rankings.gotsport.com/teams/367030/game-history
Phoenix United 2015 Elite,prfc west valley 15b pre-,4.0,1.0,2025-09-21,2025-2026 ASA Advanced Leagues,https://rankings.gotsport.com/teams/367030/game-history
Phoenix United 2015 Elite,14b gsa,3.0,4.0,2025-09-07,Tuzos Challenge 2025,https://rankings.gotsport.com/teams/367030/game-history
Phoenix United 2015 Elite,dynamos 14b,1.0,5.0,2025-09-06,Tuzos Challenge 2025,https://rankings.gotsport.com/teams/367030/game-history
Phoenix United 2015 Elite,tuzos royals 2014,0.0,1.0,2025-09-06,Tuzos Challenge 2025,https://rankings.gotsport.com/teams/367030/game-history
Phoenix United 2015 Elite,14 pre-mlsn #2,4.0,1.0,2025-09-01,Phoenix Rising Cup 2025,https://rankings.gotsport.com/teams/367030/game-history
Phoenix United 2015 Elite,14b gsa,2.0,4.0,2025-08-31,Phoenix Rising Cup 2025,https://rankings.gotsport.com/teams/367030/game-history
Phoenix United 2015 Elite,prfc scottsdale 14b pre-,3.0,5.0,2025-08-30,Phoenix Rising Cup 2025,https://rankings.gotsport.com/teams/367030/game-history
Phoenix United 2015 Elite,tuzos gta 2016,6.0,2.0,2025-05-24,2025 Copa Univision Arizona,https://rankings.gotsport.com/teams/367030/game-history
Phoenix United 2015 Elite,tuzos mesa a,8.0,2.0,2025-05-24,2025 Copa Univision Arizona,https://rankings.gotsport.com/teams/367030/game-history
Phoenix United 2015 Elite,arizona brown's a,4.0,0.0,2025-05-24,2025 Copa Univision Arizona,https://rankings.gotsport.com/teams/367030/game-history
Phoenix United 2015 Elite,juaritos mx,9.0,0.0,2025-05-24,2025 Copa Univision Arizona,https://rankings.gotsport.com/teams/367030/game-history
Phoenix United 2015 Elite,tuzos legends,7.0,0.0,2025-05-24,2025 Copa Univision Arizona,https://rankings.gotsport.com/teams/367030/game-history
Phoenix United 2015 Elite,huracan,3.0,1.0,2025-05-24,2025 Copa Univision Arizona,https://rankings.gotsport.com/teams/367030/game-history
Phoenix United 2015 Elite,excel soccer 14,1.0,2.0,2025-03-30,Tuzos Challenge 2025,https://rankings.gotsport.com/teams/367030/game-history
Phoenix United 2015 Elite,tuzos mesa 2014,0.0,1.0,2025-03-29,Tuzos Challenge 2025,https://rankings.gotsport.com/teams/367030/game-history
Phoenix United 2015 Elite,2014 tuzos fv,0.0,3.0,2025-03-29,Tuzos Challenge 2025,https://rankings.gotsport.com/teams/367030/game-history
Phoenix United 2015 Elite,madison 14 gold storm,0.0,4.0,2025-03-23,2025 Phoenix Cup - Boys Weekend,https://rankings.gotsport.com/teams/367030/game-history
Phoenix United 2015 Elite,2014,3.0,3.0,2025-03-22,2025 Phoenix Cup - Boys Weekend,https://rankings.gotsport.com/teams/367030/game-history
Phoenix United 2015 Elite,eastside 2014,2.0,2.0,2025-03-21,2025 Phoenix Cup - Boys Weekend,https://rankings.gotsport.com/teams/367030/game-history
Phoenix United 2015 Elite,next level soccer northwest 2015,4.0,3.0,2025-02-22,2025 Max Shacknai Invitational,https://rankings.gotsport.com/teams/367030/game-history
Phoenix United 2015 Elite,ccv stars 15 orange peo,2.0,0.0,2025-02-22,2025 Max Shacknai Invitational,https://rankings.gotsport.com/teams/367030/game-history
Phoenix United 2015 Elite,prfc north valley 14b preacademy,3.0,3.0,2025-02-22,2025 Max Shacknai Invitational,https://rankings.gotsport.com/teams/367030/game-history
Phoenix United 2015 Elite,az inferno 14,9.0,0.0,2025-02-09,Desert Classic 2025,https://rankings.gotsport.com/teams/367030/game-history
Phoenix United 2015 Elite,az arsenal 15 teal 1 jz,4.0,7.0,2025-02-09,Desert Classic 2025,https://rankings.gotsport.com/teams/367030/game-history
Phoenix United 2015 Elite,hawaii 14b,5.0,0.0,2025-02-08,Desert Classic 2025,https://rankings.gotsport.com/teams/367030/game-history
Phoenix United 2015 Elite,15b chacon,2.0,3.0,2025-01-05,New Year's Futures Cup 2025,https://rankings.gotsport.com/teams/367030/game-history
Phoenix United 2015 Elite,bvb 14b puma (f: ayses 14b black),1.0,8.0,2025-01-04,New Year's Futures Cup 2025,https://rankings.gotsport.com/teams/367030/game-history
Phoenix United 2015 Elite,14b velasco pre-mls next,0.0,1.0,2025-01-03,New Year's Futures Cup 2025,https://rankings.gotsport.com/teams/367030/game-history
Phoenix United 2015 Elite,albion santa ana 2015,2.0,2.0,2024-12-08,The Open (2024) SuperCopa & SuperCopa+ Qualifier,https://rankings.gotsport.com/teams/367030/game-history
Phoenix United 2015 Elite,tfa-sela b2015,1.0,5.0,2024-12-07,The Open (2024) SuperCopa & SuperCopa+ Qualifier,https://rankings.gotsport.com/teams/367030/game-history
Phoenix United 2015 Elite,premier touch ie 2015,0.0,8.0,2024-12-07,The Open (2024) SuperCopa & SuperCopa+ Qualifier,https://rankings.gotsport.com/teams/367030/game-history
Phoenix United 2015 Elite,northwest united 2015 blk,2.0,2.0,2024-12-01,2024 Desert Super Cup,https://rankings.gotsport.com/teams/367030/game-history
Phoenix United 2015 Elite,northwest united 2015 blk,0.0,2.0,2024-12-01,2024 Desert Super Cup,https://rankings.gotsport.com/teams/367030/game-history
Phoenix United 2015 Elite,2015 elite,2.0,0.0,2024-12-01,2024 Desert Super Cup,https://rankings.gotsport.com/teams/367030/game-history
Phoenix United 2015 Elite,next level soccer northwest 2015,0.0,8.0,2024-11-30,2024 Desert Super Cup,https://rankings.gotsport.com/teams/367030/game-history
Phoenix United 2015 Elite,2015,0.0,4.0,2024-10-27,City of Las Vegas Mayor's Cup International Tournament 2024,https://rankings.gotsport.com/teams/367030/game-history
