Team A,Team B,Score A,Score B,Date
15B Bernal/Garza 2,CDO 15B Elite,1.0,12.0,2024-11-02
15B Blue West #1,CDO 15B Elite,8.0,3.0,2024-10-26
CDO 15B Elite,CDO 16B Premier,6.0,0.0,2024-10-20
15B Bernal/Garza 2,CDO 15B Elite,3.0,2.0,2024-10-19
AZ Arsenal Pre-ECNL RL B15,Carlsbad B15 Premier - O’Mahoney,0.0,5.0,2025-07-20
AZ Arsenal Pre-ECNL RL B15,B15 Green,1.0,2.0,2025-07-19
AZ Arsenal Pre-ECNL RL B15,SD Surf Academy Boys 2015 (Ericson),4.0,2.0,2025-07-19
Brazas 2015 Boys Gold Diego Rangel,Select 15B,5.0,1.0,2025-04-05
Brazas 2015 Boys Gold Diego Rangel,Next Level Soccer Southeast 2015 Boys Green,4.0,2.0,2025-04-05
Brazas 2015 Boys Gold Diego Rangel,ESC - Boys Chandler 15/16,1.0,5.0,2025-04-04
Brazas 2015 Boys Gold Diego Rangel,State 48 FC 15 Copper,0.0,0.0,2025-03-29
Brazas 2015 Boys Gold Diego Rangel,PRFC Scottsdale 15B Copa,0.0,0.0,2025-03-29
Brazas 2015 Boys Gold Diego Rangel,Sun Warriors 15/16 Boys Sixtos,1.0,0.0,2025-03-23
Brazas 2015 Boys Gold Diego Rangel,Union Maricopa 2016 Net Ninjas Selects,9.0,2.0,2025-03-23
15B Tesensky,Brazas 2015 Boys Gold Diego Rangel,2.0,8.0,2025-03-22
Brazas 2015 Boys Gold Diego Rangel,Sun Warriors 15/16 Boys Sixtos,3.0,6.0,2025-03-22
Brazas 2015 Boys Gold Diego Rangel,EV-NSFC 15 Boys Smith(3),0.0,0.0,2025-03-01
AZEV B2015 (NAVY),Brazas 2015 Boys Gold Diego Rangel,0.0,0.0,2025-03-01
AZ Arsenal 15 Boys Teal 2 BD,Brazas 2015 Boys Gold Diego Rangel,2.0,1.0,2025-01-26
AZ Arsenal 15 Boys Teal 2 CC,Brazas 2015 Boys Gold Diego Rangel,0.0,1.0,2025-01-26
AYSO 1079 2015 Boys,Brazas 2015 Boys Gold Diego Rangel,4.0,4.0,2025-01-25
Brazas 2015 Boys Gold Diego Rangel,Phoenix Premier FC 15B SW,13.0,0.0,2025-01-24
Atletico Tuzos Mesa 2015,Brazas 2015 Boys Gold Diego Rangel,1.0,6.0,2024-11-24
Brazas 2015 Boys Gold Diego Rangel,State 48 FC Verrado 15 White,5.0,6.0,2024-11-23
Brazas 2015 Boys Gold Diego Rangel,Next Level Soccer Southeast 2015 Boys Green,4.0,1.0,2024-11-23
2016 Boys (Pena),Brazas 2015 Boys Gold Diego Rangel,9.0,0.0,2024-10-26
15B Echanove,Renegades 15B,0.0,0.0,2025-10-11
15B Echanove,Northwest 2015 Boys Blue,2.0,2.0,2025-09-14
15B Echanove,15B Simbron,1.0,6.0,2025-09-13
15B Echanove,RSL-AZ Yuma 15 Boys Guzman,1.0,5.0,2025-09-13
15B Hinds,Rangers 15B,7.0,1.0,2025-09-21
15B Hinds,VSC 2015 Boys White,2.0,0.0,2025-09-20
15B Hinds,Freedom Roadrunners,0.0,0.0,2025-08-01
15B Laroussi,CCV Stars 15 Boys North Navy,2.0,0.0,2025-10-04
CCV Stars 15 Boys North Navy,Sun Warriors 15/16 Boys,3.0,7.0,2025-09-20
CCV Stars 15 Boys North Navy,NOS Santos 15 Boys White,1.0,6.0,2025-09-13
AZ Arsenal 15 Boys Flagstaff,CCV Stars 15 Boys North Navy,8.0,2.0,2025-09-07
15B Laroussi,CCV Stars 15 Boys North Navy,6.0,1.0,2025-09-06
CCV Stars 15 Boys North Navy,PRFC North Valley 16B Predator,4.0,3.0,2025-09-06
AYSO 216 10UB PSP Gila Valley Ninjas,Deportivo Mexico 15B,2.0,8.0,2025-04-06
Deportivo Mexico 15B,Freedom Roadrunners,0.0,3.0,2025-04-06
Deportivo Mexico 15B,Freedom Roadrunners,0.0,5.0,2025-04-05
Deportivo Mexico 15B,Rangers 15B,6.0,0.0,2025-04-05
Deportivo Mexico 15B,VSC 2015 Boys Black,3.0,3.0,2025-03-08
Chelsea 15B2,Deportivo Mexico 15B,3.0,1.0,2025-03-01
15B Becerra,Deportivo Mexico 15B,7.0,3.0,2025-02-01
Deportivo Mexico 15B,VSC 2015 Boys White,2.0,1.0,2025-01-25
15B Blue Bennett,Deportivo Mexico 15B,3.0,1.0,2025-01-11
15B Blue Arviso #2,Deportivo Mexico 15B,0.0,7.0,2025-01-11
Deportivo Mexico 15B,Pima Surf Academy Boys 15/16,0.0,4.0,2024-11-23
15B Becerra,Deportivo Mexico 15B,10.0,2.0,2024-11-16
Deportivo Mexico 15B,Santos 15B,3.0,1.0,2024-11-11
Deportivo Mexico 15B,RSLAZ Southern 15B Rayados Red,9.0,0.0,2024-11-10
15B Garza/Bernal-3,Deportivo Mexico 15B,3.0,4.0,2024-11-10
15B Becerra,Deportivo Mexico 15B,9.0,0.0,2024-11-09
Chelsea 15B2,Deportivo Mexico 15B,0.0,3.0,2024-11-02
Deportivo Mexico 15B,RSLAZ Southern 15B Rayados Red,5.0,1.0,2024-10-26
Deportivo Mexico 15B,Pima Surf Academy Boys 15/16,3.0,5.0,2024-10-19
Phoenix Premier FC 15B White,Tuzos Royals 2015,6.0,1.0,2025-09-27
Playmaker Futbol Academy 15B Gold,Tuzos Royals 2015,0.0,7.0,2025-09-27
Phoenix Premier FC 15B X-Factor,Tuzos Royals 2015,3.0,2.0,2025-09-07
La Piedad FC 2015 Blue,Tuzos Royals 2015,0.0,7.0,2025-09-07
State 48 FC Buckeye 15 Black,Tuzos Royals 2015,0.0,4.0,2025-09-06
Phoenix Premier FC 15B X-Factor,Tuzos Royals 2015,2.0,3.0,2025-09-06
Tuzos Royals 2015,Worldwide Soccer Club B2015,0.0,9.0,2025-08-09
City SC Central Valley AV-B2015,Tuzos Royals 2015,2.0,6.0,2025-08-09
B2016 WH - Blue,Tuzos Royals 2015,3.0,3.0,2025-08-08
2015 Rush Boys,AZ Arsenal 15 Boys Flagstaff,0.0,0.0,2025-10-12
2015 Rush Boys,AZ Arsenal 16 Boys Teal DB,1.0,1.0,2025-10-11
15B Overlin,2015 Rush Boys,1.0,4.0,2025-10-10
15B IGerman,2015 Rush Boys,1.0,4.0,2025-09-20
2015 Rush Boys,AZ Arsenal 15 Boys Teal BD,0.0,7.0,2025-08-30
2015 Rush Boys,AZ Arsenal 15 Boys Teal 2 BD,0.0,1.0,2025-04-13
2015 Rush Boys,RYSC 2015,6.0,3.0,2025-04-13
2015 Rush Boys,El Paso Football Club U10 BLUE,0.0,6.0,2025-04-12
15B Blue Arviso #2,2015 Rush Boys,2.0,11.0,2025-04-12
2015 Rush Boys,State 48 FC 15 Black,0.0,0.0,2025-03-29
2015 Rush Boys,PRFC Scottsdale 15B Samba,0.0,0.0,2025-03-29
2015 Rush Boys,U-10 (2015) Boys Pre Academy,3.0,3.0,2025-03-22
2015 Rush Boys,Next Level Soccer Southeast 2015 Boys Green,6.0,3.0,2025-03-22
2015 Rush Boys,PRFC Southeast Valley 15B Copa,0.0,0.0,2025-03-01
2015 Rush Boys,State 48 FC Verrado 15 White,1.0,4.0,2025-01-25
2015 Rush Boys,Next Level Soccer Southeast 2015 Boys Green,3.0,2.0,2025-01-24
2015 Rush Boys,Atletico Tuzos Mesa 2015,3.0,1.0,2025-01-12
2015 Rush Boys,AZ Arsenal 15 Boys Teal 1 OC,3.0,2.0,2025-01-11
2015 Rush Boys,State 48 FC Verrado 15/16 Black,5.0,1.0,2024-11-02
2015 Rush Boys,PRFC Scottsdale 15B Copa,1.0,1.0,2024-10-13
Chelsea 15B2,Tuzos Mesa A,3.0,2.0,2025-05-24
Chelsea 15B2,Club Inter B U10,15.0,0.0,2025-05-24
Chelsea 15B2,La Piedad,6.0,2.0,2025-05-24
Chelsea 15B2,VSC 2015 Boys Black,3.0,6.0,2025-03-08
Chelsea 15B2,Santos 15B,0.0,0.0,2025-02-15
Chelsea 15B2,RSLAZ Southern 15B Rayados Blue,0.0,4.0,2025-02-13
15B Blue Bennett,Chelsea 15B2,0.0,12.0,2025-02-08
15B Blue Arviso #2,Chelsea 15B2,1.0,2.0,2025-02-08
Chelsea 15B2,VSC 2015 Boys White,2.0,4.0,2025-02-01
15B Becerra,Chelsea 15B2,2.0,3.0,2025-01-11
Chelsea 15B2,Pima Surf Academy Boys 15/16,6.0,0.0,2024-12-07
Chelsea 15B2,RSLAZ Southern 15B Rayados Red,8.0,0.0,2024-11-23
Chelsea 15B2,Pima Surf Academy Boys 15/16,2.0,10.0,2024-11-16
Chelsea 15B2,RSLAZ Southern 15B Rayados Red,0.0,4.0,2024-10-19
BRAZAS FC 2015 Boys Black Pacifico,PRFC North Valley 15B PreAcademy,0.0,4.0,2025-09-20
15B Overlin,RSL-AZ Yuma 15 Boys Guzman,0.0,0.0,2025-10-12
15B Overlin,AZ Arsenal 16 Boys Teal DB,3.0,3.0,2025-10-11
15B Overlin,BRAZAS FC 2015 Boys Gold,0.0,0.0,2025-09-20
15B Overlin,Playmaker Futbol Academy 15B Gold,1.0,2.0,2025-09-13
15B Overlin,2015 Boys Yellow,13.0,1.0,2025-09-06
15B Rayados White,Renegades 15B,0.0,0.0,2025-10-11
CAC 15/16B (Conroy),Renegades 15B,2.0,0.0,2025-09-28
15 Boys National League #2,Renegades 15B,0.0,4.0,2025-09-20
BVBIA ARIZONA BLACK & YELLOW 2015,Renegades 15B,6.0,1.0,2025-09-20
CDO 16B Premier,Renegades 15B,0.0,0.0,2025-08-01
AZ Arsenal 15 Boys Teal SH,PRFC Southeast Valley 15B Predator,1.0,3.0,2025-09-12
RSL-AZ Yuma 15 Boys Guzman,Tuzos Legacy 2015,0.0,2.0,2025-10-11
AZ Arsenal 15 Boys Flagstaff,RSL-AZ Yuma 15 Boys Guzman,2.0,5.0,2025-10-11
15B Simbron,RSL-AZ Yuma 15 Boys Guzman,0.0,8.0,2025-09-14
Northwest 2015 Boys Blue,RSL-AZ Yuma 15 Boys Guzman,7.0,1.0,2025-09-14
Northwest 2015 Boys Blue,RSL-AZ Yuma 15 Boys Guzman,3.0,1.0,2025-09-13
ALBION SC San Diego B15 academy IIII,RSL-AZ Yuma 15 Boys Guzman,2.0,1.0,2025-08-31
Fallbrook Villa FC B2015 Blue,RSL-AZ Yuma 15 Boys Guzman,2.0,3.0,2025-08-30
15B Sanchez,RSL-AZ Yuma 15 Boys Guzman,0.0,3.0,2025-03-09
EXCEL25WU9U10B2LVaras,RSL-AZ Yuma 15 Boys Guzman,6.0,10.0,2025-03-09
EXCEL25WrU9U10B1Overlin,RSL-AZ Yuma 15 Boys Guzman,11.0,0.0,2025-03-08
15B Sanchez,RSL-AZ Yuma 15 Boys Guzman,1.0,2.0,2025-03-08
PRFC Scottsdale 15B Samba,RSL-AZ Yuma 15 Boys Guzman,2.0,2.0,2024-10-26
RSL-AZ Yuma 15 Boys Guzman,State 48 FC Verrado 15 White,4.0,0.0,2024-10-26
RSL-AZ Yuma 15 Boys Guzman,Salsa 2015,3.0,0.0,2024-10-13
15B Laroussi,AZ Arsenal 15 Boys Teal CE,0.0,0.0,2025-10-12
2015B Locomotive EPPL Collopy,AZ Arsenal 15 Boys Teal CE,0.0,5.0,2025-10-11
AZ Arsenal 15 Boys Teal CE,La Piedad FC 2015 Blue,0.0,8.0,2025-10-11
AZ Arsenal 15 Boys Teal CE,Tuzos 2015 Nava,0.0,0.0,2025-10-04
AZ Arsenal 15 Boys Teal CE,Madison FC 15 Blue Boys,1.0,0.0,2025-09-20
AZ Arsenal 15 Boys Teal CE,Playmaker Futbol Academy 15B Gold,5.0,1.0,2025-09-13
AZ Arsenal 15 Boys Teal CE,PRFC Desert Foothills 16B Predator,5.0,2.0,2025-09-07
AZ Arsenal 15 Boys Teal CE,NM Rapids ROMA 2015,1.0,2.0,2025-09-06
AZ Arsenal 15 Boys Teal CE,NOS Santos 15 Boys Blue,0.0,0.0,2025-08-09
AZ Arsenal 15 Boys Teal CE,EV-NSFC 16 Boys Aguirre(1),0.0,0.0,2025-08-08
Dorados Reserve 2015,OJB FC 2015 Boys,6.0,4.0,2025-09-27
16B GSA,Dorados Reserve 2015,1.0,7.0,2025-09-07
Dorados Reserve 2015,Tuzos Legacy 2015,3.0,5.0,2025-09-06
24/25 U10B Thunderbirds,Dorados Reserve 2015,9.0,2.0,2025-05-25
Dorados Reserve 2015,Synergy FC 15/16B,3.0,2.0,2025-04-05
Dorados Reserve 2015,Scottsdale 15 Sandsharks Black,1.0,0.0,2025-04-05
Dorados Reserve 2015,Verde Valley United FC - U10 Boys,7.0,3.0,2025-03-29
Atletico Tuzos Mesa 2015,Dorados Reserve 2015,3.0,1.0,2025-03-29
CCV STARS 15 Boys Orange EAV,Dorados Reserve 2015,0.0,0.0,2025-03-01
15B Blue Montoya #2,Dorados Reserve 2015,0.0,0.0,2025-03-01
Blythe FC,Dorados Reserve 2015,2.0,3.0,2025-02-23
Dorados Reserve 2015,FC Elite Arizona 2015 Boys,3.0,1.0,2025-02-23
Blythe FC,Dorados Reserve 2015,4.0,3.0,2025-02-22
Dorados Reserve 2015,Excel Soccer Academy 16 Red,5.0,2.0,2025-02-22
Dorados Reserve 2015,PRFC North Valley 15B Copa,1.0,1.0,2024-12-08
Dorados Reserve 2015,Playmaker Futbol Academy 15B Black,0.0,9.0,2024-12-07
Dorados Reserve 2015,Phoenix Premier FC 15B White,7.0,1.0,2024-12-06
Dorados Reserve 2015,Grey B2015,1.0,0.0,2024-11-30
Dorados Reserve 2015,Magnifico FC B15P,8.0,0.0,2024-11-30
Dorados Reserve 2015,Players 15 Boys Junior Academy,1.0,4.0,2024-11-29
Dorados Reserve 2015,TFA-SGV B2015,9.0,0.0,2024-11-29
La Piedad FC 2015 Blue,Scottsdale 15 Sandsharks Black,3.0,4.0,2025-09-20
Scottsdale 15 Sandsharks Black,State 48 FC Laveen 15/16 Black,5.0,1.0,2025-09-13
AZ Arsenal 15 Boys Teal BD,Scottsdale 15 Sandsharks Black,3.0,2.0,2025-09-06
Scottsdale 15 Sandsharks Black,Synergy FC 15/16B,1.0,0.0,2025-04-06
2015 Locomotive Blue,Scottsdale 15 Sandsharks Black,3.0,0.0,2025-03-22
Next Level Soccer Northwest 2015 Girls Black,Scottsdale 15 Sandsharks Black,3.0,0.0,2025-03-22
Scottsdale 15 Sandsharks Black,State 48 FC 15 Copper,0.0,0.0,2025-03-21
AYSO 1079 2015 Boys,Scottsdale 15 Sandsharks Black,1.0,7.0,2025-01-19
Playmaker Futbol Academy 15B Black,Scottsdale 15 Sandsharks Black,9.0,1.0,2025-01-18
AYSO 1079 2015 Boys,Scottsdale 15 Sandsharks Black,1.0,4.0,2025-01-18
AYSO 1079 2015/16 Boys,Scottsdale 15 Sandsharks Black,7.0,2.0,2025-01-17
Scottsdale 15 Sandsharks Black,Synergy FC 15/16B,1.0,0.0,2025-01-12
CCV STARS 15 Boys LAV,Scottsdale 15 Sandsharks Black,7.0,0.0,2025-01-11
BVB IA LV 2015 Black,Scottsdale 15 Sandsharks Black,3.0,5.0,2025-01-11
RYSC 2015,Scottsdale 15 Sandsharks Black,5.0,0.0,2024-12-08
Madison FC 2015 Boys Blue,Scottsdale 15 Sandsharks Black,4.0,3.0,2024-12-08
Havasu Lions 15B Schwing,Scottsdale 15 Sandsharks Black,3.0,7.0,2024-12-07
Scottsdale 15 Sandsharks Black,Select 15B,3.0,9.0,2024-12-07
RSL-AZ South 15B Corral,Scottsdale 15 Sandsharks Black,3.0,8.0,2024-11-10
PRFC Southeast Valley 15B Predator-Central,Scottsdale 15 Sandsharks Black,7.0,4.0,2024-11-09
Next Level Soccer Southeast 2015 Boys Green,Scottsdale 15 Sandsharks Black,4.0,13.0,2024-11-09
Salsa 2015,Scottsdale 15 Sandsharks Black,5.0,3.0,2024-11-03
Scottsdale 15 Sandsharks Black,State 48 FC Verrado 15 White,6.0,0.0,2024-11-02
15B Rayados Red,VSC 2015 Boys White,1.0,6.0,2025-10-11
Rangers 15B,VSC 2015 Boys White,3.0,4.0,2025-09-20
15B Blue Arviso #2,VSC 2015 Boys White,7.0,2.0,2025-03-05
VSC 2015 Boys Black,VSC 2015 Boys White,0.0,4.0,2025-03-01
VSC 2015 Boys White,Wolves 15B,2.0,1.0,2025-02-16
AYSO 216 10UB PSP Gila Valley Ninjas,VSC 2015 Boys White,6.0,1.0,2025-02-16
Freedom Roadrunners,VSC 2015 Boys White,4.0,0.0,2025-02-15
15B Garza/Bernal-3,VSC 2015 Boys White,2.0,2.0,2025-02-13
15B Blue Bennett,VSC 2015 Boys White,4.0,1.0,2025-02-08
VSC 2015 Boys White,Vanguardia Cougars Hermosillo 2015,2.0,0.0,2025-01-19
BVB International Academy - BVB15 - Black,VSC 2015 Boys White,3.0,1.0,2025-01-18
Prime FC 2015 Boys,VSC 2015 Boys White,0.0,13.0,2025-01-18
15B Becerra,VSC 2015 Boys White,0.0,0.0,2024-12-28
15B Garza/Bernal-3,VSC 2015 Boys White,3.0,2.0,2024-12-07
Freedom Roadrunners,VSC 2015 Boys White,3.0,5.0,2024-11-23
SASC 2015B Cardinals Jimenez,VSC 2015 Boys White,3.0,2.0,2024-11-16
RSLAZ Southern 15B Rayados White,VSC 2015 Boys White,2.0,2.0,2024-11-02
15B Blue East #1,VSC 2015 Boys White,4.0,1.0,2024-10-26
Freedom Roadrunners,VSC 2015 Boys Black,5.0,1.0,2025-04-06
AYSO 216 10UB PSP Gila Valley Ninjas,VSC 2015 Boys Black,4.0,3.0,2025-04-05
VSC 2015 Boys Black,Wolves 15B,2.0,1.0,2025-04-03
16B Bernal,VSC 2015 Boys Black,0.0,7.0,2025-02-16
Pima Surf Academy Boys 15/16,VSC 2015 Boys Black,0.0,3.0,2025-02-15
Rangers 15B,VSC 2015 Boys Black,4.0,4.0,2025-02-15
15B Blue Arviso #2,VSC 2015 Boys Black,6.0,2.0,2025-02-08
15B Becerra,VSC 2015 Boys Black,1.0,6.0,2025-02-01
15B Blue Bennett,VSC 2015 Boys Black,1.0,0.0,2025-01-25
Douglas Cobras,VSC 2015 Boys Black,2.0,8.0,2025-01-19
VSC 2015 Boys Black,WMFC Highlanders 10U Coed (15-17),6.0,1.0,2025-01-18
PRFC Southeast Valley 15B Predator-Central,VSC 2015 Boys Black,3.0,6.0,2025-01-18
15B Tesensky,VSC 2015 Boys Black,2.0,4.0,2025-01-12
Havasu Lions 15B Schwing,VSC 2015 Boys Black,1.0,10.0,2025-01-11
PRFC Desert Foothills 15B Copa,VSC 2015 Boys Black,0.0,5.0,2025-01-11
CDO 15B Alliance,VSC 2015 Boys Black,3.0,5.0,2024-12-07
15B Blue 3rd #1,VSC 2015 Boys Black,3.0,0.0,2024-11-23
CDO 15B Alliance,VSC 2015 Boys Black,1.0,6.0,2024-11-02
Empire 15B,VSC 2015 Boys Black,4.0,11.0,2024-10-26
15B Blue 3rd #1,VSC 2015 Boys Black,3.0,2.0,2024-10-19
15B Rayados White,BVBIA ARIZONA BLACK & YELLOW 2015,0.0,0.0,2025-10-11
15B Rayados White,CDO 16B Premier,0.0,0.0,2025-08-01
15B Rayados White,Empire 15B,4.0,0.0,2025-03-01
15B Garza/Bernal 2,15B Rayados White,6.0,1.0,2025-02-08
15B Rayados White,VSC 2015 Boys Green,8.0,2.0,2025-02-01
15B Rayados White,SASC 2015B Cardinals Jimenez,1.0,2.0,2025-01-25
15B Garza/Bernal-3,15B Rayados White,2.0,1.0,2025-01-25
15B Rayados White,Freedom Roadrunners,4.0,0.0,2025-01-11
15B Rayados White,FCDA 15B Pre - Academy,8.0,1.0,2024-12-15
15B Rayados White,U-10 (2015) Boys Pre Academy,6.0,2.0,2024-12-14
15B Blue Arviso #2,15B Rayados White,2.0,2.0,2024-12-14
15B Garza/Bernal-3,15B Rayados White,3.0,1.0,2024-11-16
15B Rayados White,Pima Surf Academy Boys 15,1.0,2.0,2024-11-11
15B Rayados White,Chelsea 15B,3.0,4.0,2024-11-09
15B Garza/Bernal 2,15B Rayados White,6.0,1.0,2024-11-07
15B Rayados White,VSC 2015 Boys White,2.0,2.0,2024-11-02
15B Rayados White,Freedom Roadrunners,1.0,1.0,2024-10-26
15B Rayados White,SASC 2015B Cardinals Jimenez,5.0,1.0,2024-10-19
Atletico Tuzos Guerrero 2015,BRAZAS FC 2015 Boys Gold,0.0,0.0,2025-10-11
Atletico Tuzos Guerrero 2015,BRAZAS FC 2015 Boys Gold,6.0,2.0,2025-09-13
Atletico Tuzos Guerrero 2015,Tuzos Legacy 2015,1.0,2.0,2025-09-07
16B GSA,Atletico Tuzos Guerrero 2015,8.0,0.0,2025-09-06
Atletico Tuzos Guerrero 2015,Empire 15B,1.0,2.0,2025-05-24
Atletico Tuzos Guerrero 2015,State 48 FC 15 Copper,3.0,3.0,2025-05-24
15B Laroussi,Northwest 2015 Boys Blue,4.0,0.0,2025-10-11
15B Laroussi,Sun Warriors 15/16 Boys,1.0,2.0,2025-10-11
15B Laroussi,NOS Santos 15 Boys White,0.0,0.0,2025-09-27
15B Laroussi,PRFC Scottsdale 15B Gazelle,5.0,2.0,2025-09-20
15B Laroussi,2016 Boys Blue,1.0,0.0,2025-09-14
15B Laroussi,PSC 2015B,3.0,1.0,2025-09-14
15B Laroussi,NOS Santos 15 Boys Yellow,0.0,7.0,2025-09-13
15B Laroussi,EV-NSFC 16 Boys Aguirre(1),1.0,4.0,2025-09-13
15B Laroussi,PRFC North Valley 16B Predator,0.0,6.0,2025-09-07
15B Laroussi,AZ Arsenal 15 Boys Flagstaff,5.0,3.0,2025-09-06
Phoenix Premier FC 15B X-Factor,State 48 FC Buckeye 15 Black,4.0,8.0,2025-09-07
La Piedad FC 2015 Blue,Phoenix Premier FC 15B X-Factor,4.0,0.0,2025-09-06
15 Boys National League #2,Freedom Roadrunners,0.0,0.0,2025-08-01
Freedom Roadrunners,Rangers 15B,3.0,5.0,2025-04-04
2015/16B Valenzuela Nogales,Freedom Roadrunners,2.0,2.0,2025-03-22
Freedom Roadrunners,Rangers 15B,7.0,0.0,2025-03-22
15B Becerra,Freedom Roadrunners,2.0,2.0,2025-03-15
15B Garza/Bernal 2,Freedom Roadrunners,0.0,7.0,2025-03-15
15B Garza/Bernal-3,Freedom Roadrunners,4.0,2.0,2025-03-01
Freedom Roadrunners,SASC 2015B Cardinals Jimenez,3.0,0.0,2025-03-01
15B Garza/Bernal-3,Freedom Roadrunners,1.0,1.0,2025-02-16
Freedom Roadrunners,Wolves 15B,0.0,2.0,2025-02-15
Empire 15B,Freedom Roadrunners,0.0,4.0,2025-02-01
15B Garza/Bernal 2,Freedom Roadrunners,4.0,2.0,2025-01-25
Freedom Roadrunners,RSLAZ Southern Rayados Az 2015 White,1.0,4.0,2025-01-18
Freedom Roadrunners,SASC 2015B Cardinals Jimenez,1.0,1.0,2025-01-18
Freedom Roadrunners,RSLAZ Southern 15B Rayados White,4.0,0.0,2025-01-11
Freedom Roadrunners,SASC 2015B Cardinals Jimenez,2.0,1.0,2024-11-02
Freedom Roadrunners,RSLAZ Southern 15B Rayados White,1.0,1.0,2024-10-26
15B Blue East #1,Freedom Roadrunners,1.0,5.0,2024-10-19
Flagstaff Revolution 2015 Boys,Kingman SC B15/16-Gonzalez,2.0,3.0,2025-05-24
24/25 U10B Thunderbirds,Flagstaff Revolution 2015 Boys,2.0,3.0,2025-05-24
Flagstaff Revolution 2015 Boys,NM Rapids Durango 2015/2016 Blaze,3.0,5.0,2025-05-11
Flagstaff Revolution 2015 Boys,TYSC U10 Boys Red,2.0,3.0,2025-05-11
Flagstaff Revolution 2015 Boys,NM Rapids '16B Geckos,2.0,2.0,2025-05-10
Flagstaff Revolution 2015 Boys,TYSC U10 Boys Red,2.0,0.0,2025-05-10
Flagstaff Revolution 2015 Boys,Flagstaff SC United 15 Boys,3.0,3.0,2025-04-06
Flagstaff Revolution 2015 Boys,Rayitos Elite,3.0,1.0,2025-04-05
Flagstaff Revolution 2015 Boys,Prescott Predators 15B Leick,1.0,2.0,2025-04-05
AYSO 216 10UB PSP Gila Valley Ninjas,Flagstaff Revolution 2015 Boys,3.0,3.0,2025-01-19
Flagstaff Revolution 2015 Boys,Three Lions FA,9.0,5.0,2025-01-19
Flagstaff Revolution 2015 Boys,RSLAZ Southern Rayados Az 2015 Red,5.0,1.0,2025-01-18
Flagstaff Revolution 2015 Boys,The Big Green,0.0,4.0,2025-01-18
FC Deportivo AZ 2015B (Gallegos),Flagstaff Revolution 2015 Boys,2.0,2.0,2024-12-08
Flagstaff Revolution 2015 Boys,Synergy FC 15/16B,2.0,3.0,2024-12-07
Flagstaff Revolution 2015 Boys,Sun Warriors 15/16 Boys,0.0,6.0,2024-12-07
24/25 U10B Thunderbirds,Kingman SC B15/16-Gonzalez,5.0,0.0,2025-05-24
BVB IA LV 2015 Black,Kingman SC B15/16-Gonzalez,4.0,2.0,2025-03-30
Kingman SC B15/16-Gonzalez,Las Vegas Elite FC B15 Black,3.0,5.0,2025-03-29
Eliminators 2015 Yellow,Kingman SC B15/16-Gonzalez,1.0,1.0,2025-03-29
PRFC Southeast Valley 15B Predator-Central,RYSC 2015,0.0,0.0,2025-09-27
NOS Santos 15 Boys Blue,PRFC Southeast Valley 15B Predator-Central,0.0,0.0,2025-09-06
PRFC Southeast Valley 15B Predator-Central,PSG 15B Red,1.0,2.0,2025-08-31
PRFC Scottsdale 15B Samba,PRFC Southeast Valley 15B Predator-Central,3.0,1.0,2025-08-30
15 Pre-MLS Next Tier #2,PRFC Southeast Valley 15B Predator-Central,3.0,2.0,2025-08-30
AYSO 216 10UB PSP Gila Valley Ninjas,PRFC Southeast Valley 15B Predator-Central,0.0,1.0,2025-04-27
PRFC North Valley 16B Predator,PRFC Southeast Valley 15B Predator-Central,3.0,4.0,2025-04-27
PRFC Southeast Valley 15B Predator-Central,Verde Valley United FC - U10 Boys,5.0,3.0,2025-04-26
PRFC Southeast Valley 15B Predator-Central,Union Maricopa 2016 Net Ninjas Selects,2.0,3.0,2025-02-23
PRFC Southeast Valley 15B Predator-Central,RSL-AZ Yuma 15 Boys Patino WHITE,5.0,3.0,2025-02-23
FSC United 15 Boys,PRFC Southeast Valley 15B Predator-Central,0.0,9.0,2025-02-22
PRFC Scottsdale 15B Stars,PRFC Southeast Valley 15B Predator-Central,3.0,3.0,2025-02-20
PRFC Southeast Valley 15B Predator-Central,WMFC Highlanders 10U Coed (15-17),0.0,7.0,2025-01-19
Douglas Cobras,PRFC Southeast Valley 15B Predator-Central,1.0,5.0,2025-01-18
PRFC Southeast Valley 15B Predator-Central,Union Maricopa 2016 Net Ninjas Selects,0.0,3.0,2024-12-01
Jaguares FC 2015,PRFC Southeast Valley 15B Predator-Central,0.0,1.0,2024-11-30
B15 Pre Academy,PRFC Southeast Valley 15B Predator-Central,2.0,1.0,2024-11-30
Next Level Soccer Southeast 2015 Boys Green,PRFC Southeast Valley 15B Predator-Central,2.0,8.0,2024-11-10
PRFC Southeast Valley 15B Predator-Central,RSL-AZ South 15B Corral,2.0,9.0,2024-11-09
Phoenix Premier FC 15B White,Playmaker Futbol Academy 15B Gold,4.0,3.0,2025-09-28
FSC United 15 Boys,Playmaker Futbol Academy 15B Gold,1.0,3.0,2025-09-27
Phoenix Premier FC 15B White,Playmaker Futbol Academy 15B Gold,0.0,0.0,2025-09-26
15B IGerman,Playmaker Futbol Academy 15B Gold,1.0,5.0,2025-09-14
BVBIA ARIZONA BLACK & YELLOW 2015,Playmaker Futbol Academy 15B Gold,6.0,0.0,2025-08-31
AZ Arsenal 16 Boys Teal OC,Playmaker Futbol Academy 15B Gold,9.0,0.0,2025-08-30
