team_name,gotsport_team_id,state
RVSC Sting,355021,WV
MUSC 2015 Boys,431905,WV
FC Alliance South 2015B Gold,208004,WV
WVFC 2015 Boys - Gray,340211,WV
WVFC 2015 Boys - Black,266226,WV
FC Alliance 2015B,446668,WV
FC Alliance 2015B,446668,WV
FCR 2015 Boys,460954,WV
MUSC 2015 (2) Boys,532931,WV
WVFC 2015 Boys - Red,536123,WV
SHSA Patriots,439983,WV
FC Alliance Central 2015B Gold,336238,WV
WVFC 2015 Boys - White,410392,WV
SOS 2015-2016 Boys,568851,WV
EPIC SC 2015B Ambush Black,440097,WV
WVFC 2015 Boys - Blue,584842,WV
Legacy FC 15 Red,348766,WV
FC Alliance South 2015/2016B,445802,WV
Putnam United FC - 2015 Boys,511281,WV
MCSC Fall 24 U10B Langford,542301,WV
East River Soccer U10,295924,WV
Great Teays Black 2015/2014,673682,WV
Putnam United FC - 2015 Boys (Black),511282,WV
