team_name,gotsport_team_id,state
2015 Cook Inlet SC Boys RED,566715,AK
2015B Alaska Rush Goldstrikers,360268,AK
2015B AK Timbers,358777,AK
2015 Cook Inlet SC Boys Premier,566709,AK
Alaska Eclipse 15B,425269,AK
2015B CSC Riptide,435786,AK
KPSC 2015B,488305,AK
VR 2015 Boys,435907,AK
