team_id,display_name,club,state,state_code
a9e6806f318e,PRFC Scottsdale 15B Pre-Academy,Phoenix Rising FC,Alabama,AL
953a60753310,PRFC Southeast Valley 15B Pre-Academy,Phoenix Rising FC,Alabama,AL
75e9756f2b10,St Petersburg FC Boys 2015 SPFC,St. Petersburg Football Club,Alabama,AL
cbd28e74ccad,2015 CTC Hialeah City FC BLUE,CTC Bandits FC,Alabama,AL
148b4b74d0f1,B2015 Blue,Downey United Football Club,Alabama,AL
d3b981a1e9a9,PRFC Scottsdale 15B Predator,Phoenix Rising FC,Alabama,AL
c79649235af9,Sharks Academy B2015,Merrick/South Merrick PAL,Alabama,AL
c06b6f9306da,SK Sunblazer U10 Gold,"South Kendall Sunblazer Soccer Club, Inc.",Alabama,AL
18c361f2f5f4,PRFC Scottsdale 15B Copa,Phoenix Rising FC,Alabama,AL
c819ae7e1471,PRFC North Valley 15B Predator,Phoenix Rising FC North Valley,Alabama,AL
5ec965a92171,Benicia Arsenal 2015 Boys (Black),Benicia Soccer,Alabama,AL
04021f71d28a,S5A KENDALL U11 ELITE,Soccer 5 Academy ,Alabama,AL
d0ffc6131ab2,Dallas Cosmos 15B Black,Dallas Cosmos Soccer Club,Alabama,AL
ae1a0796390b,CF 15B Central Black,Concorde Fire ,Alabama,AL
9c2261c1133d,Doral SC Premier 2015,Doral SC,Alabama,AL
396003f6613f,HVAA 2015B Fury,Huntingdon Valley AA,Alabama,AL
a68fbd88e684,NINJA West Jrs.,NINJA West Football Academy,Alabama,AL
c34a0cea282c,FCA 15B Blue,Football Club Alliance,Alabama,AL
b14b539fe923,Beach FC Pre ECNL B15 - Caldwell,Beach Futbol Club,Alabama,AL
75958cd532af,ALBION SC Merced B15 Pre-MLS NEXT,ALBION SC Merced,Alabama,AL
989262716230,ALBION SC Santa Monica 2015 Boys EA,ALBION SC Santa Monica,Alabama,AL
a8e1ce470bec,2015B Green North,Baltimore Celtic Soccer Club,Alabama,AL
c019f954072c,JAM Doral - Cuadrado,,Alabama,AL
f44603200cc3,TFA-SELA B2015 Navy,TOTAL FUTBOL ACADEMY (CA),Alabama,AL
04968b560743,B15 Red,Albertson Soccer Club,Alabama,AL
5f8f3a0e89ff,West Valley 2015 Boys Valencia Pre-Premier,RSL-AZ West Valley,Alabama,AL
344ed2653af6,Avanti SA Pre ECNL B15 Falcon,Avanti Soccer Academy,Alabama,AL
c7d1ca3ee465,CASA 2015M Premier,Capital Area SA,Alabama,AL
6157e718820f,B15 Blue,Albertson Soccer Club,Alabama,AL
90527996bf54,South Valley United B15 Black,South Valley United Soccer Club,Alabama,AL
e965a8458a9e,PV United 15B,Pajaro Valley Youth Soccer Club,Alabama,AL
fefdf8e0bf81,FPFC 15B TRP REGIONAL,Florida Premier FC,Alabama,AL
c66080d81d89,TFA-OC B2015,TOTAL FUTBOL ACADEMY (CA),Alabama,AL
8053f8366020,Valley United 15B White,Scotts Valley San Lorenzo Valley Youth Soccer Club,Alabama,AL
d3b8f216d7e6,B15 Academy I,ALBION SC Silicon Valley,Alabama,AL
cb1403e267d9,WSA South Arsenal 2015B,West Side Alliance SC,Alabama,AL
dee3ae7bc387,ALL STARS 2015,Miami Stars Soccer,Alabama,AL
c78d5ce12e6f,Diablo Valley FC 15B Delta,Diablo Valley Futbol Club,Alabama,AL
688fd070a958,Bergen 2015 Boys NEAL White,Cedar Stars Academy North,Alabama,AL
98b19d646230,South Valley United B15 White,South Valley United Soccer Club,Alabama,AL
68e4eecae90a,Baltimore Bays Bolts 2015 Boys,Baltimore Bays Soccer Club,Alabama,AL
9ec16d383610,CLUB ALIANZA2015 COACHELLA VALLEY,,Alabama,AL
ab5852545f84,2015 Boys Blue,Earthquakes - East Valley,Alabama,AL
6ea8d4afdf07,California Rush B15 Nero - Huntington Beach,California Rush Soccer Club,Alabama,AL
4df0f8ff9311,Wall Elite Lazio,Wall Soccer Club,Alabama,AL
ae28bda201a2,BUSC 2015 Premier,Ballistic United,Alabama,AL
8784d88ebfd4,ALBION SC San Diego B15 Academy,ALBION SC San Diego,Alabama,AL
a93e5d6bf526,SLSG IL B 2015 Academy Red,St. Louis Scott Gallagher,Alabama,AL
95153e4752c9,Walnut Creek Surf 15B White,Walnut Creek Surf Soccer Club,Alabama,AL
975dfc14e2fc,TFA-SELA B2015 White,TOTAL FUTBOL ACADEMY (CA),Alabama,AL
9fd13c0572a3,Cal Magic 2015B East,California Magic Soccer Club,Alabama,AL
420c838f70f9,Alex 2015 Boys White,Alexandria SA,Alabama,AL
d323646b9b3e,Lightning 15 Teal,San Juan Soccer Club,Alabama,AL
7795b2278917,Diablo Valley FC 15B Delta 2,Diablo Valley Futbol Club,Alabama,AL
9546c60b419f,WP Academy National 2015,White Plains YS,Alabama,AL
97d988b2a23e,Palo Alto SC 15B Pre-MLS NEXT,Palo Alto SC,Alabama,AL
1850cd031e11,Alex 2015 Boys Red,Alexandria SA,Alabama,AL
6a01d9285940,24 APSC 2015B Arsenal,Arden Park Soccer Club,Alabama,AL
b7229655a2e3,Deportivo Cali Pembroke 2015 Mafla,Miami Stars Soccer,Alabama,AL
6785734387a5,East Valley NSFC 15 Boys Tiggs,East Valley/NSFC,Alabama,AL
4afc59db0ca6,West Valley 2015 Boys Rose,RSL-AZ West Valley,Alabama,AL
456f344b9772,Blast 2015,Auburndale SC ,Alabama,AL
afddf33de31a,Florida Royal FC 2015 Division 1 Elite,Florida Royal FC,Alabama,AL
a47400d3b140,FPFC 15B WC REGIONAL,Florida Premier FC,Alabama,AL
89a6c64e5300,CFA OC SC B15 Pre NPL Goicochea,California Football Academy,Alabama,AL
02c087b22961,Sporting CA USA Pre-ECNL B15 I,Sporting California USA,Alabama,AL
e1623c5f7429,APSC 2015B Arsenal,Arden Park Soccer Club,Alabama,AL
a21e240e0015,ABSC Lightning Thunder 2015B,Albany Berkeley Soccer Club,Alabama,AL
3cac6ea1e296,Real POB,Plainview Old Bethpage (LIJSL),Alabama,AL
742a4f066f33,S5A KENDALL U11 BLACK,Soccer 5 Academy ,Alabama,AL
7078d3ee2f6b,COSC Pre-ECNL B15 I,California Odyssey Soccer Club,Alabama,AL
67c2082454bd,Blackhawks 15,Capital Valley Futbol Club,Alabama,AL
16f29004dfad,15/16,Los Banos Valley Soccer Club,Alabama,AL
a6d089e6b49f,Doral West 2015 B,Doral West Soccer Academy,Alabama,AL
7b7437f3d629,Breakers 15B Purple,Ross Valley Breakers FC,Alabama,AL
3c97f1f0b9da,ALBION SC San Diego B15 Academy I,ALBION SC San Diego,Alabama,AL
ebcb0d978f1a,LAFC So Cal Pre ECNL 2 B2015,LAFC So Cal,Alabama,AL
137f4cf3b10c,2015 - NEAL RED,Ironbound SC,Alabama,AL
0fb730834d33,SLSG MO B 2015 Academy,St. Louis Scott Gallagher,Alabama,AL
dfa1d010328b,UST FC Real Madrid B2015,UST FC Academy,Alabama,AL
275179c9848d,Nido Aguila SD Cabrales B2015,Nido Aguila San Diego,Alabama,AL
8c5526071bbd,Old Line FC Boys 15 Black,Old Line Football Club,Alabama,AL
6a4ee821ce49,Walnut Creek Surf 15B Blue,Walnut Creek Surf Soccer Club,Alabama,AL
f3709aaa822d,FC Dallas 15B South Academy,FC Dallas Youth,Alabama,AL
c3b09f661518,Deportivo Cali Pembroke 2015 Willington,Miami Stars Soccer,Alabama,AL
b6e2c162cbdd,B2015 SB Caldwell,Beach Futbol Club,Alabama,AL
78eb3f271967,SLSG MO B 2015 Elite Blue,St. Louis Scott Gallagher,Alabama,AL
cae8535af099,15B Black DW,Utah Avalanche,Alabama,AL
46fa56735753,Castro Valley SC CVSC United 2015 Boys Green,Castro Valley Soccer Club,Alabama,AL
3182713727fc,PRFC West Valley 15B Predator,Phoenix Rising FC,Alabama,AL
ca0345c5e71e,B2015 GOLD,LAFC So Cal,Alabama,AL
a6a7b62b5e12,SF Seals 15B Black,San Francisco Seals,Alabama,AL
63c7a10d6c43,B2015 PRE-ECNL,LAFC So Cal,Alabama,AL
5da246b68170,ALBION SC San Diego B15 Academy II,ALBION SC San Diego,Alabama,AL
8decc2b22d7c,Alliance 2015B Navy,Eastshore Alliance FC,Alabama,AL
bf705ce7f402,ALBION SC Las Vegas B15 Academy III,ALBION SC Las Vegas,Alabama,AL
c7ebeb12b0a9,U11 Black 2015,International Soccer Club,Alabama,AL
c3c57f5f686a,West Valley 15/16B,Pima County Surf Soccer Club,Alabama,AL
a110744f55af,Central Coast FC 15Black,Real Atletico Futbol Club,Alabama,AL
6ae296c72a69,SVU Boys 15 Green,Sonoma Valley United,Alabama,AL
1cbab3f34a49,BUSC 2015 Elite 1,Ballistic United,Alabama,AL
85e67be08a83,CSSA 2015B Blue,Coral Springs Soccer Academy & Futsal,Alabama,AL
9b46a9292d9f,TSJFC 2015B North Pre-Academy,The St. James Football Club,Alabama,AL
d35cc3482500,Valley United 15 Boys Orange-RR,Valley United Soccer Club Association,Alabama,AL
2ff51d2a41c3,Tuzos Nogales 2015,FBSL,Alabama,AL
55faa2a85ea1,Elite B15,Central Valley Premier FC,Alabama,AL
94d68065a546,BVB 15B PreECNL Elite (Klassen),BVB International Academy Texas,Alabama,AL
4836e99d8b62,2015 - Boys Blue,Galt Futbol Club,Alabama,AL
ca8d27f6b324,MAFC 2015 Red,Matias Almeyda Futbol Club,Alabama,AL
ea081e2a5d75,City SC Central Valley AV-B2015,City SC Central Valley,Alabama,AL
af2820b8c563,15 Boys National League #1,FC Tucson Youth Soccer,Alabama,AL
2304b64c3fd4,PBG 15 BOYS PRE-ECNL SWOOSH,Palm Beach Kicks,Alabama,AL
12df52d2ef17,High Desert B15 EA2,SoCal Elite FC,Alabama,AL
eac0742f7c90,JAM Doral - Rugani,,Alabama,AL
fac716af6141,COSC Pre-ECNL RL B15,California Odyssey Soccer Club,Alabama,AL
fbd1a12482b8,Castro Valley SC CVSC United 2015 Boys Yellow,Castro Valley Soccer Club,Alabama,AL
f0a98a3f779c,2015 Maryland United FC PRE- ECNL,Maryland United Football Club,Alabama,AL
e7caef4d3eed,15B Blue,Sacramento Alliance SC,Alabama,AL
5776e406cac8,MVLA 15B Liverpool Green,Mountain View Los Altos Soccer Club,Alabama,AL
8ccc22dc6d7f,CCSA 2015B Premier,Central California Soccer Alliance,Alabama,AL
b7742f45945b,Real GP 15B Mancinas,Real GP,Alabama,AL
405bdf0aa8c7,Catalyst 15 S,HTX,Alabama,AL
0ea272bbd97a,ALBION SC Santa Monica B15 Academy,ALBION SC Santa Monica,Alabama,AL
5f95e4a37fb9,B15 EA,SoCal Elite FC,Alabama,AL
e8ff47c30681,Real Inmortales,Real Sacramento Futbol Club,Alabama,AL
c97a92da13bf,SLSG MO B 2015 Premier White,St. Louis Scott Gallagher,Alabama,AL
ab5852545f84,2015 Boys Blue,Philadelphia International FC,Alabama,AL
a7991a6441d1,ECFC 15B White,Monterey County Soccer-ECFC Salinas,Alabama,AL
3a2e9a2bfc80,FPFC 15B TRY REGIONAL,Florida Premier FC,Alabama,AL
c3ee968ef756,Real Inland Empire,,Alabama,AL
3a5a6eca34c3,FPFC 15B HERNANDO REGIONAL,Florida Premier FC,Alabama,AL
17ef510734ba,Fallston Phantoms 2015,Fallston Soccer,Alabama,AL
33293765f8bd,ALBION SC Antelope Valley B15 EA,ALBION SC Antelope Valley,Alabama,AL
dfd09fd4da1e,Bergen 2015 Boys NEAL Green,Cedar Stars Academy North,Alabama,AL
942670158cd5,Alevin 2015,Pro Touch Soccer NY Academy,Alabama,AL
be9d88658385,United Silicon Valley 15B Red,AYSO United Silicon Valley,Alabama,AL
1d80f37660c7,MVLA 15B Liverpool White,Mountain View Los Altos Soccer Club,Alabama,AL
1d2a3839b606,B2015 Green,Asphalt Green,Alabama,AL
0d48dcba2f10,Valley Surf 15B Pre-ECNL I,Valley Surf | America,Alabama,AL
4a2d0232af7a,2015 Academy,Real Colorado,Alabama,AL
22d79a5d3fab,Metro Alliance FC 2015B Premier,Metro Alliance FC ,Alabama,AL
8ef4d9aab984,Alliance FC 15B,Alliance FC,Alabama,AL
a1f3e784dbfa,Atletico Dallas Youth Pre ECNL B15 Luna,Atletico Dallas Youth,Alabama,AL
63a80201552e,2015 PICHI ALONSO,RCD Espanyol de Barcelona NJ,Alabama,AL
d1f3565fe73e,FBS-FC 2015 Teal,Futbol Beach Soccer Futsal Club,Alabama,AL
3768f0bbff29,Beachside South NEAL U11 (2015),Beachside Soccer Club CT,Alabama,AL
f5177ac6146f,B15 ACADEMY EA2 - SP,SoCal Reds FC,Alabama,AL
91bcaedc8298,15/16B Valenzuela Nogales,RSL-AZ Southern AZ,Alabama,AL
d363dcd4196b,TFA-NE B2015 White,TOTAL FUTBOL ACADEMY (CA),Alabama,AL
6a54ed5662f6,FPFC 15B CP REGIONAL GOLD,Florida Premier FC,Alabama,AL
9d10bde49dbf,PSG ACADEMY FL2 U10 RONALDINHO,PSG Academy FL,Alabama,AL
46a5a21f1210,PFCU 2015 Dortmund Boys,Central Illinois United,Alabama,AL
62c92f6cf4ae,BVB 15B Yellow South (Rivas),BVB International Academy Texas,Alabama,AL
f018d70f8685,Atchison Village Lightning Force 2015B,Albany Berkeley Soccer Club,Alabama,AL
41f9722a92a1,ABSC Lightning Bolts 2015B,Albany Berkeley Soccer Club,Alabama,AL
cb2be600ac81,Socal Blaze SC B15 Santa Fe Springs,Socal Blaze SC,Alabama,AL
453727e1b4c1,2015B Blue,Santa Cruz United Football Club,Alabama,AL
ca0345c5e71e,B2015 Gold,Valley United SC,Alabama,AL
d35f5a246025,Catalyst 15 W,HTX,Alabama,AL
5be9a46254e0,PFCU 2015 Schalke Boys,Central Illinois United,Alabama,AL
56defc05fa71,15B Red,Philadelphia Ukrainian Nationals,Alabama,AL
2f80d3f51b8a,AZ Arsenal Pre-ECNL RL B15,Arizona Arsenal Soccer Club,Alabama,AL
b04f2e831a2a,Quakes Lightning Black 2015B,Albany Berkeley Soccer Club,Alabama,AL
ba8ddd532f43,AHFC 15B Elite,Albion Hurricanes FC,Alabama,AL
b6f538152d17,Sol SC Florida 2015B FAL,Sol SC Florida ,Alabama,AL
c65fbbc7da4d,DORAL WEST 2015,Doral West Soccer Academy,Alabama,AL
f3552082234e,BUSC 2015 Elite 2,Ballistic United,Alabama,AL
f06aaee1d07f,ALBION SC IDAHO B15 Academy,ALBION SC Idaho,Alabama,AL
5f95e4a37fb9,B15 EA,ALBION SC San Diego,Alabama,AL
95dda49619a0,NINJA West Little Lion,NINJA West Football Academy,Alabama,AL
4ed66c060fcf,Real Reno,Independent Teams - Nevada Youth Soccer,Alabama,AL
d5ef9e0d112c,2015 Boys South Pre-ECNL Black,Delaware Football Club,Alabama,AL
26222e8c5ee8,B15 Gold,SoCal Elite FC,Alabama,AL
ddee222cdc09,Villarreal NTX 2015B,Villarreal NTX,Alabama,AL
c2c02defb34c,South Valley Chivas 2015 Navy,South Valley Chivas Academy,Alabama,AL
0864062ef88a,Sharks 2015 Academy White,Merrick/South Merrick PAL,Alabama,AL
e036de9daafc,B15 Academy,ALBION SC Silicon Valley,Alabama,AL
5cee408f5d95,California Rush B15 Azul - Huntington Beach,California Rush Soccer Club,Alabama,AL
92027ee45529,Stallions,Smithtown Kickers SC (LIJSL),Alabama,AL
4cac894e6546,Calexico Earthquakes 2015,Calexico Earthquakes,Alabama,AL
02a913339230,2015 Boys National,Real Colorado,Alabama,AL
bb0f54908d0b,Corona B15 Aguirre,Sporting California USA,Alabama,AL
1898ac6a1da4,Hodler U10 PRE ECNL 2,Tropical Soccer,Alabama,AL
0c3abbdcfc36,Sharks Select,Valencia Soccer Academy,Alabama,AL
30a9646934df,SPORTING BV Pre-MLS Next 15,Sporting Blue Valley,Alabama,AL
c282ad16a395,GSA U11B Academy Green,Global Sports Academy,Alabama,AL
6b404b197db1,Arsenal,Central Islip SC (LIJSL),Alabama,AL
89ccdd897d4f,Almaden FC Mercury B15 Green,Almaden FC,Alabama,AL
a5697b902d91,WP Academy 2015 Pre-National,White Plains YS,Alabama,AL
8c6df0a986be,FC Central Illinois 2015B Select,FC Central Illinois,Alabama,AL
e8814ff0d54a,St Petersburg FC Boys 2015 SPFC Team 2,St. Petersburg Football Club,Alabama,AL
0ba1693b7934,B15 White,Albertson Soccer Club,Alabama,AL
2235debf879f,TFA-SGV B2015,TOTAL FUTBOL ACADEMY (CA),Alabama,AL
04af98f53036,Ball Masters Lions 2015,Ball Masters,Alabama,AL
86721a570d4e,Met Oval Academy 2015 White,Met Oval,Alabama,AL
ab5852545f84,2015 Boys Blue,Deep Run Valley,Alabama,AL
18a40981eaad,Dallas Texans Pre-ECNL 15B Mendoza,Dallas Texans,Alabama,AL
5137a010bc4e,Gavilanes 2015,Real Salinas,Alabama,AL
6b404b197db1,Arsenal,Madison SC Inc.,Alabama,AL
2d2236e1438a,CVSJ 15B Ultras,Central Valley San Jose SC,Alabama,AL
0c7e67c531ed,TFA NE B2015 Evolve Navy,TOTAL FUTBOL ACADEMY (CA),Alabama,AL
ce4eb9e32a5b,Beachside North NEAL U11 (2015),Beachside Soccer Club CT,Alabama,AL
9d53e8021a77,Valley Surf 15B Academy II,Valley Surf | America,Alabama,AL
06311f9ab370,Walnut Creek Surf 15B Black,Walnut Creek Surf Soccer Club,Alabama,AL
a7e14aa337ba,CARBA Football Club B2015,,Alabama,AL
20e890221b4b,CES - Real Betis Academy Miami - Elite 2015,Coral Estates S.C.,Alabama,AL
6d2376826aeb,CUSE 15B Arsenal,Cincinnati United,Alabama,AL
3baa67efdfca,2015B Alliance - Lee Knights Squires,Mt Diablo Mustang Soccer,Alabama,AL
bbeb3b63b5fa,Lemoore B15,Central Valley Premier FC,Alabama,AL
4ec1a09c3fe2,TFA-NE B2015 Red,TOTAL FUTBOL ACADEMY (CA),Alabama,AL
ab5852545f84,2015 Boys Blue,Lehigh Valley United,Alabama,AL
0f9d64a357cb,B2015,South Valley Surf SC,Alabama,AL
3169ea1251c3,Catalyst 15 NW,HTX,Alabama,AL
1baf4e451aec,2015B Navy,Islandia SC PAL,Alabama,AL
5e3db3ec8e5a,Metro Alliance FC 2015B Southern IL Navy,Metro Alliance FC ,Alabama,AL
261bd9a2dbb1,PFC 2015,Palacios Futbol Club (PFC),Alabama,AL
7f98c4f41572,B15,Apple Valley SC Storm,Alabama,AL
b29e32bb1f2f,Evolution 2015 Boys Mercurial South,Evolution SC,Alabama,AL
1d3310179a8c,Valley Surf 15B Academy I,Valley Surf | America,Alabama,AL
ee8285b842bf,SLSG IL B 2015 Academy Black,St. Louis Scott Gallagher,Alabama,AL
b912f1264558,ALBION SC IDAHO MH B15 Academy,ALBION SC Idaho,Alabama,AL
1a4f3f8719dc,Catalyst 15 E,HTX,Alabama,AL
78848da8765b,JAM Doral - Bonucci,,Alabama,AL
0b53faee6f0e,DC Eleven Football Club - Boys 2015 Black,DC XI Project,Alabama,AL
3c44dfb70f15,Atletico Dallas Youth 15B Brandt,Atletico Dallas Youth,Alabama,AL
3842a8f645cc,South Shore 2015B AT Sky Blue Real,Select,Alabama,AL
8f2ff141fefa,Ocala Premier 2015/2016 Boys Grey,Big Sun YSL,Alabama,AL
e05dd817dd58,Miami Beach Football MBFC 2015,City of Miami Beach Soccer,Alabama,AL
c274022c255c,TFA-SW B2015 LAX,TOTAL FUTBOL ACADEMY (CA),Alabama,AL
e7c159a400d0,ALBION SC Riverside B15 Premier I Fall Only,ALBION SC Riverside,Alabama,AL
a90e4d9642a1,W P B FC LIONS BOYS 2015,West Palm Beach FC Lions,Alabama,AL
c1e56c898cee,305 FC 2015,Tropical Soccer,Alabama,AL
24a49c2e7a68,B2015 MARC BERNAL,Barca Academy Pro NY,Alabama,AL
ee4b2fdc426c,SPORTING BV Academy 15,Sporting Blue Valley,Alabama,AL
526c97d5c116,FORCE BOYS 2015 BLACK,Indialantic Youth Soccer Association,Alabama,AL
240bdbe4f99b,B15 Premier,ALBION SC Silicon Valley,Alabama,AL
5342db7dee7c,Nationals Oakland Pre-Academy 15 Boys Blue,Nationals,Alabama,AL
68dc0912e356,PBG 15 BOYS PREMIER SWOOSH,Palm Beach Kicks,Alabama,AL
eb0a1dc62141,Metro Alliance FC 2015B Elite,Metro Alliance FC ,Alabama,AL
12c2b8af8a49,ALBION SC Central Cal AV B15 Academy,Central Cal Aztecs,Alabama,AL
48793cf4ebba,SLSG MO B 2015 Premier Green,St. Louis Scott Gallagher,Alabama,AL
293670da1707,PRFC North Valley 15B PreAcademy,Phoenix Rising FC North Valley,Alabama,AL
0f0ce0f44417,PFCU 2015 Leipzig Boys,Central Illinois United,Alabama,AL
40487f67a568,ALBION SC Boulder County B15 Academy,ALBION SC Colorado,Alabama,AL
d512f4336f62,SLSG MO B 2015 Academy Elite Gold,St. Louis Scott Gallagher,Alabama,AL
3bf1e29d7ab4,SLSG MO B 2015 Academy Green,St. Louis Scott Gallagher,Alabama,AL
82c3ae184f21,Almaden FC 15B Pre-MLS Next,Almaden FC,Alabama,AL
a08ab3092daa,2014 PRE-MLS NEXT BLUE,Valeo FC,Alabama,AL
6eae7f41efd4,HVAA 2015B Fire,Huntingdon Valley AA,Alabama,AL
513c5e7c28c2,ID Houston Allstars 15B EDPL,Inwood SC,Alabama,AL
5da58c13e7f9,CJFA Venom 15B,Central Jersey Futbol Alliance,Alabama,AL
f011fb7f0159,2015 Maryland United FC Pre-ECNL RL,Maryland United Football Club,Alabama,AL
7a62d22b5678,Hilal Nablus 2015,Ittihad Soccer Club,Alabama,AL
6dc26727e1f6,Central MD 2015 Boys red,Liverpool FC International Academy Maryland,Alabama,AL
cc6f4b23b949,Dix Hills EST Adrenaline B2015,Dix Hills SC,Alabama,AL
15b3f02464ce,Bergen Football Academy 2015,Fort Lee Soccer League,Alabama,AL
8261db5f2504,SLSG MO B 2015 Premier Blue,St. Louis Scott Gallagher,Alabama,AL
c732e1a42041,Old Line FC Boys 15 Red,Old Line Football Club,Alabama,AL
1aaaa404b55c,Alliance FC Wolf Pack 15,Alliance FC,Alabama,AL
1ac0b2615bae,MVSC Fusion 2015,Mill Valley Soccer Club,Alabama,AL
de67a12145f7,2015B Gray,Santa Cruz United Football Club,Alabama,AL
ee6a558365e9,LC B2015 - SOCAL,LA Surf Soccer Club,Alabama,AL
881dcde97e8d,PRFC Southeast Valley 15B Predator,Phoenix Rising FC,Alabama,AL
946fcfa9d1fd,City FC,Bethpage PAL Soccer Club,Alabama,AL
4a8b61ba1161,FC Dallas Youth Pre ECNL B15 Bailey,FC Dallas Youth,Alabama,AL
333f47aba0b1,B2015 PRE-ECNL II,LAFC So Cal,Alabama,AL
6dcc929590f7,Spartans,Wantagh Seaford PAL Soccer Club (LIJSL),Alabama,AL
6e95a80b6416,CFA OC SC B15 Miguel,California Football Academy,Alabama,AL
956f818e2855,2015B Warrington Galaxy,Warrington SC,Alabama,AL
a82e084e8837,B15 ACADEMY EA - MD,SoCal Reds FC,Alabama,AL
917dc64683e6,ALBION SC Las Vegas B15 Academy I,ALBION SC Las Vegas,Alabama,AL
4faed74abebd,"FC Dallas Youth Pre ECNL B15 Evans, J.",FC Dallas Youth,Alabama,AL
8a342d642a68,EFC 2015,Emerald Football Club,Alabama,AL
5635896812bc,2015 NEAL Green,Cedar Stars Academy Hudson Valley ,Alabama,AL
febf805dedd4,Nationals Macomb Pre-Academy 15 Boys,Nationals,Alabama,AL
d551361ea94c,South Valley Chivas 15B,South Valley Chivas Academy,Alabama,AL
09293c769afa,TFA-VC B2015,TOTAL FUTBOL ACADEMY (CA),Alabama,AL
d33e355df6e8,Colonial Cyclones Red 15,Colonial SC ,Alabama,AL
63a4e60b0c37,VALLEY FC 2014 BOYS EDP PREMIER,Valley FC,Alabama,AL
691185fc6581,15B_Black,Half Moon Bay Soccer Club,Alabama,AL
9a6cbd7c5363,2015 Boys Lightning,Alliance Soccer Club,Alabama,AL
8f17d87e67c2,PFCU 2015 Bayern Boys,Central Illinois United,Alabama,AL
4403975f417c,2015 Boys Red,NJ Nationals FC,Alabama,AL
d12b34acb7de,Alliance 2015B Orange,Eastshore Alliance FC,Alabama,AL
bd81785b2044,VILLARREAL LV U11 Blue-JorG,Villarreal Las Vegas Academy,Alabama,AL
7dfad27589b2,FCA 15B White,Football Club Alliance,Alabama,AL
339bd1a4b553,JAM Doral - Davids,,Alabama,AL
63da88ff7848,Delhi FC 15B Salazar,Delhi Futbol Club,Alabama,AL
63da88ff7848,Delhi FC 15B Salazar,Delhi Futbol Club,Alabama,AL
6e72e96e2750,2015B Pre-Regional North,Select,Alabama,AL
ab5852545f84,2015 Boys Blue,NJ Nationals FC,Alabama,AL
c58d4f82de94,ALBION SC Riverside B15 EA,ALBION SC Riverside,Alabama,AL
f8c4fd726ef6,AZ Arsenal 15 Boys Teal CE,Arizona Arsenal Soccer Club,Alabama,AL
cfbae7ba6c12,LAIFC B2015 EA,Los Angeles International FC,Alabama,AL
7b42ce7b3f9e,Liverpool FC Dallas 15B Rojas,Liverpool FC Texas,Alabama,AL
54ee4fbe9ad9,Alliance 2015B Red,Eastshore Alliance FC,Alabama,AL
c6a4f7673854,ALBION SC Miami B2015 Academy,ALBION SC Miami,Alabama,AL
13c79a6712ac,Elite 15B,Baltimore Union Soccer Club,Alabama,AL
d51613a56419,Palo Alto SC 15B Pre-MLS NEXT 2,Palo Alto SC,Alabama,AL
d80f8bc55471,North County B2015 Blue,United SoCal,Alabama,AL
7a52204625c0,Scottsdale 15 Sandsharks Black,North Scottsdale Soccer Club,Alabama,AL
eb0d85b29f78,FC Dallas Youth Pre ECNL B15 Malik,FC Dallas Youth,Alabama,AL
34cf8a972f0f,Almaden FC Mercury B15 Black,Almaden FC,Alabama,AL
a0cb1058e963,Corte Madera FC Boys Red 2015,Corte Madera Football Club,Alabama,AL
5b53f51168d6,REAL B2015 Black,Real Billings FC,Alabama,AL
c73420ac5a1d,SMC Seals 14/15B Academy,San Mateo County FC,Alabama,AL
3aa887e74acf,DC Metro 2015 Boys Red,Liverpool FC International Academy Maryland,Alabama,AL
3278bedb3dc6,NV/SJ United 15B Green,North Valley Youth Soccer League,Alabama,AL
6157e718820f,B15 Blue,ALBION SC Brooklyn,Alabama,AL
d95bd13fc0d8,FC Dallas Youth 15B Central,FC Dallas Youth,Alabama,AL
c491459ba25c,Dallas Texans Pre ECNL B15 Mitchell,Dallas Texans,Alabama,AL
874f68a6f162,B15 PREMIER - CM*,SoCal Reds FC,Alabama,AL
458ce76389c9,SF Seals 15B Red,San Francisco Seals,Alabama,AL
0e5f4b21c98b,TKFC 2015 Academy Blue Pre-NAL,Touch Kings Football Club,Alabama,AL
0ecb1755d15e,MVLA 15B Liverpool Gold,Mountain View Los Altos Soccer Club,Alabama,AL
5038434392b0,South Valley Soccer Club Scorpions,South Valley Soccer Club,Alabama,AL
723db5473a53,ECFC 15B Green,Monterey County Soccer-ECFC Salinas,Alabama,AL
428819a54cf6,TFA-AV B2015,TOTAL FUTBOL ACADEMY (CA),Alabama,AL
e712dae1dae1,VALUSC 2015 Boys,Vallejo United Soccer Club,Alabama,AL
a93cc6dbcde9,BSA Celtic 15B White,Ohio Galaxies FC,Alabama,AL
39141695b36c,TFA-VC B2015 Gold,TOTAL FUTBOL ACADEMY (CA),Alabama,AL
e67b8255735e,Guadalajara 2015 boys,GUADALAJARA NM,Alabama,AL
26075a812349,Dallas Hornets 15B Pre-MLS (Prev. Forms Academy),Dallas Hornets,Alabama,AL
148b4b74d0f1,B2015 Blue,California Athletic SC,Alabama,AL
f5aa1e6929c7,Bloomingdale Lightning Select 15b,BLFC,Alabama,AL
e5618045c5bc,Virginia Valor FC 2015B Pre-ECNL,Virginia Valor FC,Alabama,AL
ff982db27ab4,QUSC Arsenal,Queens United (LIJSL),Alabama,AL
