team_name,gotsport_team_id,state
NMSA 2015 Boys,420137,NM
Vamos DUKES,437103,NM
SuperSonics,492270,NM
South Valley Soccer Club Scorpions,237828,NM
Guadalajara 2015 boys,331107,NM
RSL EP (LT 2015),221674,NM
Westside United Scorpions,435261,NM
Locomotive 2015,196233,NM
NM Rapids ROMA 2015,564578,NM
NMSA 2015 Boys Black,567950,NM
Corrales Commandos Elite,568125,NM
Lumbre,611128,NM
LC Strikers,334361,NM
Eagles Academy SC,489704,NM
Nido Aguila Hobbs,570312,NM
FC United Sockers,564681,NM
WSUSC Roadrunners,567024,NM
Rangers,564644,NM
AYSO United 15WhiteB,439999,NM
Juventus,491055,NM
Crash City FC,563895,NM
Ninja Strike F.C. U10,491704,NM
Atletico U11B,565444,NM
LC United,200634,NM
24/25 U10B Thunderbirds,437340,NM
SV Raptors,608855,NM
Rapids Scorpions,568161,NM
Alianza FC,434022,NM
NM Rapids Raptors,563527,NM
LAFC U10 Boys Comp,567473,NM
Nido Aguila Hobbs,515676,NM
ECFC Crew,566585,NM
Roadrunners,606477,NM
Zia elite fc,645693,NM
U10 Thunder,564642,NM
Outlaws Obsidian 2015B,565413,NM
AYSO United 15BlueB,596160,NM
GSC Guadalajara 15,568106,NM
NM Rapids Barracudas,662518,NM
