Team,State,Games_Played,Total_Games_History,Wins,Losses,Ties,Win_Percentage,Goals_For,Goals_Against,Goal_Differential,Recent_Win_Pct,Cross_Age_Games,Cross_Age_Pct,Cross_State_Games,Cross_State_Pct,Last_Game_Date,SOS_Score,Opponents_Count,Cross_Age_Opponents,Offense,Defense,Offense_Adj,Defense_Adj,Offense_Norm,Defense_Norm,SOS_Norm,Power_Score,Games_Penalty,Power_Score_Adj,National_Rank,Status,State_Rank
Carolina United Soccer Association,NC,21,21,6,11,0,0.2857142857142857,54,46,7,0.22499999999999998,5,0.23809523809523808,16,0.7619047619047619,2025-10-11,-0.10504240389057046,21,5,2.5714285714285716,2.1904761904761907,2.773738005605783,2.534960772965934,0.39872957204877324,0.6429631709704025,0.5296014340028063,0.5260994090055189,1.0,0.5260994090055189,1058,Active,1
2015B TUSA Arsenal Elite,NC,3,3,1,2,0,0.3333333333333333,9,21,-9,0.16666666666666666,0,0.0,0,0.0,2025-08-31,-0.14790764194424866,3,0,3.0,7.0,3.221672923869792,4.410351128728369,0.4799405526091787,0.33658226314092454,0.32983996856857295,0.36120854429116445,0.3872983346207417,0.13989546765475042,3165,Provisional,2
