Team,State,Games_Played,Total_Games_History,Wins,Losses,Ties,Win_Percentage,Goals_For,Goals_Against,Goal_Differential,Recent_Win_Pct,Cross_Age_Games,Cross_Age_Pct,Cross_State_Games,Cross_State_Pct,Last_Game_Date,SOS_Score,Opponents_Count,Cross_Age_Opponents,Offense,Defense,Offense_Norm,Defense_Norm,SOS_Norm,Power_Score,Games_Penalty,Power_Score_Adj,National_Rank,Status
Rush 16B Gray,MD,29,30,5,20,0,0.1724137931034483,61,115,-46,0.175,0,0.0,8,0.27586206896551724,2025-10-05,0.3665906767333917,29,0,2.103448275862069,3.9655172413793105,0.08919215304008773,0.7836990595611285,0.566853906336093,0.514690586321899,1.2041594578792296,0.6197695374009208,1460,Active
MCSFC B16 Yellow,CA,27,27,14,13,0,0.5185185185185185,102,120,-18,0.52,0,0.0,4,0.14814814814814814,2025-10-11,0.37701590666683166,27,0,3.7777777777777777,4.444444444444445,0.160188457008245,0.7575757575757576,0.5829742898790718,0.5333374168442436,1.161895003862225,0.6196820800041116,1461,Active
Chelsea 16B,AZ,24,24,16,8,0,0.6666666666666666,116,60,46,0.5933333333333333,2,0.08333333333333333,2,0.08333333333333333,2025-10-11,0.37937013909965855,24,2,4.833333333333333,2.5,0.20494699646643108,0.8636363636363636,0.5866146057290617,0.5656854354579959,1.0954451150103321,0.6196773469049541,1462,Active
Imperial SC 16B Black,TX,24,24,11,6,0,0.4583333333333333,94,70,22,0.42,4,0.16666666666666666,11,0.4583333333333333,2025-08-30,0.39263100900548287,24,4,3.9166666666666665,2.9166666666666665,0.16607773851590107,0.8409090909090909,0.6071196986968189,0.5656691851030897,1.0954451150103321,0.619659545533055,1463,Active
NEFC Blackstone Valley Boys U10 Red,MA,29,29,11,13,0,0.3793103448275862,93,116,-13,0.405,0,0.0,12,0.41379310344827586,2025-10-05,0.3566835485850531,29,0,3.206896551724138,4.0,0.1359814792250518,0.7818181818181817,0.5515346561535734,0.5144807259007909,1.2041594578792296,0.6195168319900088,1464,Active
Lions EDP,NJ,27,29,10,12,0,0.37037037037037035,94,84,8,0.39,1,0.037037037037037035,21,0.7777777777777778,2025-10-12,0.3637143331307627,27,1,3.4814814814814814,3.111111111111111,0.14762465645857872,0.8303030303030303,0.562406257471578,0.5330292918352686,1.161895003862225,0.6193240710956185,1465,Active
B16 Premier 1,CA,30,33,4,19,0,0.13333333333333333,59,133,-64,0.13,0,0.0,12,0.4,2025-10-11,0.3635213981954454,30,0,1.9666666666666666,4.433333333333334,0.0833922261484099,0.7581818181818182,0.562107924947882,0.5055795638347748,1.224744871391589,0.6192059778870368,1466,Active
Coppermine SC 2016 Boys Blue,MD,30,36,12,16,0,0.4,90,135,-25,0.4,0,0.0,13,0.43333333333333335,2025-10-12,0.35458705316940464,30,0,3.0,4.5,0.12720848056537104,0.7545454545454545,0.5482928753571668,0.5053265122364652,1.224744871391589,0.6188960542398098,1467,Active
Dutch Lions 16B Ajax,TX,30,35,2,28,0,0.06666666666666667,40,211,-126,0.06,10,0.3333333333333333,9,0.3,2025-10-05,0.39956274078918624,30,10,1.3333333333333333,7.033333333333333,0.05653710247349823,0.6163636363636363,0.6178381361494002,0.505283029457067,1.224744871391589,0.618842798928748,1468,Active
Dutch Lions 16B PSV,TX,28,28,11,15,0,0.39285714285714285,79,90,-6,0.3966666666666666,0,0.0,11,0.39285714285714285,2025-10-04,0.3599919488241478,28,0,2.8214285714285716,3.2142857142857144,0.11963654719838467,0.8246753246753247,0.5566503879991436,0.522852607174228,1.1832159566199232,0.6186475477688751,1469,Active
ELI7E FC- ACADEMY 2016,CA,30,32,7,22,0,0.23333333333333334,72,212,-93,0.24,2,0.06666666666666667,11,0.36666666666666664,2025-10-11,0.39003241343258366,30,2,2.4,7.066666666666666,0.10176678445229682,0.6145454545454545,0.603101527627627,0.5051233643761265,1.224744871391589,0.6186472499397258,1470,Active
APD F.C. 2016B,NV,30,36,6,17,0,0.2,78,102,-29,0.22999999999999998,1,0.03333333333333333,17,0.5666666666666667,2025-10-04,0.3450727987837553,30,1,2.6,3.4,0.11024734982332156,0.8145454545454546,0.533581120239884,0.5051072330176856,1.224744871391589,0.6186274931412067,1471,Active
2016 Timbers Elite 2,ID,30,36,3,26,0,0.1,49,181,-110,0.12,0,0.0,8,0.26666666666666666,2025-10-05,0.38479134168240947,30,0,1.6333333333333333,6.033333333333333,0.06925795053003533,0.6709090909090909,0.5949973335399671,0.5050318084118055,1.224744871391589,0.6185351172419783,1472,Active
Steelers,OK,18,19,13,3,0,0.7222222222222222,120,34,60,0.6399999999999999,8,0.4444444444444444,13,0.7222222222222222,2025-10-12,0.44791996711635806,18,8,6.666666666666667,1.8888888888888888,0.2826855123674912,0.896969696969697,0.6926122217518862,0.6514983749185693,0.9486832980505138,0.6180656269922985,1473,Active
BUSC 2016 Elite 2,CA,30,46,8,20,0,0.26666666666666666,95,139,-36,0.23,0,0.0,18,0.6,2025-10-12,0.35377062564103917,30,0,3.1666666666666665,4.633333333333334,0.13427561837455831,0.7472727272727273,0.5470304451780412,0.5045279362362819,1.224744871391589,0.6179180023791688,1474,Active
WSU Boys 2016/2017 Green,IN,22,22,7,11,0,0.3181818181818182,64,80,-15,0.29142857142857137,7,0.3181818181818182,12,0.5454545454545454,2025-08-31,0.43544948726487004,22,7,2.909090909090909,3.6363636363636362,0.12335367812399615,0.8016528925619835,0.6733292975905537,0.5889988926915282,1.0488088481701516,0.6177472502172964,1475,Active
OKC 405 FC 2016 B - Pumas,OK,24,25,18,5,0,0.75,121,43,51,0.6799999999999999,0,0.0,15,0.625,2025-10-11,0.36706017912141015,24,0,5.041666666666667,1.7916666666666667,0.21378091872791521,0.9022727272727272,0.567579891145783,0.5637586638875983,1.0954451150103321,0.6175666744004213,1476,Active
Revolution 16B Yellow,CA,30,49,4,25,0,0.13333333333333333,79,142,-66,0.16,0,0.0,6,0.2,2025-10-11,0.3593953095086554,30,0,2.6333333333333333,4.733333333333333,0.11166077738515902,0.7418181818181818,0.5557278131817088,0.5041324797496934,1.224744871391589,0.6174336690753611,1477,Active
Inter-America Dragons F.C.,CA,19,19,12,6,0,0.631578947368421,69,35,29,0.5499999999999999,14,0.7368421052631579,3,0.15789473684210525,2025-08-24,0.45563553755276653,19,14,3.6315789473684212,1.8421052631578947,0.15398921331597545,0.8995215311004785,0.7045426976725004,0.6334277674867911,0.9746794344808963,0.6173890181985222,1478,Active
Whetstone Park Rangers Hoops 2016,OH,26,26,12,14,0,0.46153846153846156,79,95,-14,0.42,0,0.0,3,0.11538461538461539,2025-10-12,0.3829805628284372,26,0,3.0384615384615383,3.6538461538461537,0.12883935852133732,0.8006993006993007,0.5921973521655595,0.5412261431434633,1.140175425099138,0.6170927478333652,1479,Active
Colts Neck Strikers,NJ,30,38,6,22,0,0.2,46,125,-79,0.19,2,0.06666666666666667,8,0.26666666666666666,2025-10-08,0.3624152195683072,30,2,1.5333333333333334,4.166666666666667,0.06501766784452298,0.7727272727272727,0.5603974567999023,0.5037874621943005,1.224744871391589,0.6170111105938535,1480,Active
Sherman Oaks Extreme SC B2016,CA,24,24,13,9,0,0.5416666666666666,98,75,21,0.47333333333333333,0,0.0,8,0.3333333333333333,2025-08-24,0.390923679297643,24,0,4.083333333333333,3.125,0.17314487632508835,0.8295454545454546,0.6044796792535624,0.563225873726246,1.0954451150103321,0.6169830320208424,1481,Active
Lions U10 White (2016),FL,30,34,3,22,0,0.1,47,138,-84,0.1,1,0.03333333333333333,17,0.5666666666666667,2025-10-12,0.36689386422209885,30,1,1.5666666666666667,4.6,0.06643109540636043,0.749090909090909,0.5673227208020182,0.5034980333806648,1.224744871391589,0.6166566341387203,1482,Active
24 APSC 2016B Republic,CA,25,29,14,6,0,0.56,77,57,19,0.49,0,0.0,14,0.56,2025-09-14,0.37751439984779855,25,0,3.08,2.28,0.13060070671378093,0.8756363636363637,0.5837451027361552,0.551494475711722,1.118033988749895,0.6165895684535087,1483,Active
Midland Fusion 16 Green,MI,25,26,12,9,0,0.48,112,72,31,0.42,0,0.0,15,0.6,2025-10-05,0.3716228890976496,25,0,4.48,2.88,0.1899646643109541,0.8429090909090909,0.5746351441504605,0.5513558375342853,1.118033988749895,0.6164345662589961,1484,Active
Diablo Valley FC 16B Black,CA,26,26,14,10,0,0.5384615384615384,88,83,13,0.6,0,0.0,6,0.23076923076923078,2025-10-11,0.37371282121136573,26,0,3.3846153846153846,3.1923076923076925,0.143517260125034,0.8258741258741258,0.5778667762072102,0.5405983429241581,1.140175425099138,0.6163769454514416,1485,Active
Naples Elite SC 2016 Red,FL,30,43,5,20,0,0.16666666666666666,50,108,-52,0.18,2,0.06666666666666667,10,0.3333333333333333,2025-10-05,0.3538301617796604,30,2,1.6666666666666667,3.6,0.0706713780918728,0.8036363636363636,0.5471225050554128,0.503135051378895,1.224744871391589,0.6162120737936453,1486,Active
ROMA FC 2016 Orange,IL,25,29,13,8,0,0.52,83,74,11,0.45999999999999996,0,0.0,11,0.44,2025-09-28,0.3829015065863292,25,0,3.32,2.96,0.1407773851590106,0.8385454545454545,0.5920751086320947,0.5511096331201498,1.118033988749895,0.6161593013558123,1487,Active
16B Silver,NV,30,50,11,18,0,0.36666666666666664,96,141,-30,0.35,0,0.0,14,0.4666666666666667,2025-10-12,0.3525542332408409,30,0,3.2,4.7,0.13568904593639577,0.7436363636363637,0.5451495550533003,0.502954814946532,1.224744871391589,0.6159913301474708,1488,Active
Hoosier FC 2016B Wolves Black 2,IN,25,25,18,4,0,0.72,98,60,38,0.6499999999999999,5,0.2,13,0.52,2025-10-12,0.3706627229274991,25,5,3.92,2.4,0.16621908127208482,0.8690909090909091,0.5731504529708279,0.5509522698550955,1.118033988749895,0.6159833638769009,1489,Active
WS 2016B Zico,FL,29,30,9,14,0,0.3103448275862069,53,95,-34,0.30500000000000005,11,0.3793103448275862,14,0.4827586206896552,2025-10-12,0.3574308905463973,29,11,1.8275862068965518,3.2758620689655173,0.07749482149384672,0.8213166144200627,0.5526902603111362,0.5113764433694636,1.2041594578792296,0.6157787808199819,1490,Active
Michigan Jaguars Jackson 2016 U10 Boys Green,MI,23,25,16,7,0,0.6956521739130435,85,75,7,0.6325000000000001,2,0.08695652173913043,8,0.34782608695652173,2025-10-05,0.4078604450700883,23,2,3.6956521739130435,3.260869565217391,0.1567060992471962,0.8221343873517787,0.6306687572856594,0.5741693516911907,1.0723805294763609,0.6157280333756979,1491,Active
SFC 2016B White,MA,30,33,8,17,0,0.26666666666666666,77,145,-65,0.25,0,0.0,15,0.5,2025-10-05,0.35951452435860076,30,0,2.566666666666667,4.833333333333333,0.10883392226148411,0.7363636363636363,0.5559121533945778,0.5025868037617708,1.224744871391589,0.6155406103363197,1492,Active
2016B Alliance,FL,28,28,9,15,0,0.32142857142857145,71,88,-20,0.30666666666666664,0,0.0,18,0.6428571428571429,2025-10-12,0.358927419817605,28,0,2.5357142857142856,3.142857142857143,0.10752145381120647,0.8285714285714285,0.5550043220622137,0.5202211697138552,1.1832159566199232,0.6155339889769146,1493,Active
SPIRE FC 2016/17 RED BOYS,OH,20,20,16,4,0,0.8,166,60,68,0.74,0,0.0,1,0.05,2025-09-13,0.4070262434159442,20,0,8.3,3.0,0.35194346289752654,0.8363636363636364,0.6293788432307325,0.6152887257906721,1.0,0.6152887257906721,1494,Active
Woodburn FC B16 Academy,OR,23,23,16,5,0,0.6956521739130435,65,44,21,0.6275,0,0.0,11,0.4782608695652174,2025-08-24,0.39947626630982724,23,0,2.8260869565217392,1.9130434782608696,0.11983407589491474,0.8956521739130434,0.6177044219020554,0.573719903102825,1.0723805294763609,0.6152460534605338,1495,Active
Mustang SC 16B Elite II,CA,27,27,4,18,0,0.14814814814814814,63,81,-18,0.14,0,0.0,5,0.18518518518518517,2025-10-12,0.36904316902685985,27,0,2.3333333333333335,3.0,0.09893992932862192,0.8363636363636364,0.5706461599994961,0.5294484091381493,1.161895003862225,0.6151634613804189,1496,Active
Kicks B2016 Solis,CA,30,30,8,21,0,0.26666666666666666,67,142,-55,0.28,0,0.0,7,0.23333333333333334,2025-10-11,0.36103710385793775,30,0,2.2333333333333334,4.733333333333333,0.09469964664310955,0.7418181818181818,0.5582664962398382,0.5022634634361611,1.224744871391589,0.6151446009308152,1497,Active
South OC B2016 White,CA,27,27,10,15,0,0.37037037037037035,90,108,-19,0.38999999999999996,0,0.0,6,0.2222222222222222,2025-10-11,0.3715853421946929,27,0,3.3333333333333335,4.0,0.1413427561837456,0.7818181818181817,0.5745770859128602,0.5293784391481016,1.161895003862225,0.6150821635985622,1498,Active
FCSC 16 GOLD,KY,26,33,5,17,0,0.19230769230769232,68,105,-40,0.16999999999999998,0,0.0,8,0.3076923076923077,2025-10-04,0.3893117564986685,26,0,2.6153846153846154,4.038461538461538,0.11089970100570808,0.7797202797202797,0.6019871861453009,0.539316307832378,1.140175425099138,0.6149152005456793,1499,Active
LB Soccer,CA,24,24,15,7,0,0.625,75,59,16,0.5466666666666666,2,0.08333333333333333,9,0.375,2025-10-12,0.3896579295543826,24,2,3.125,2.4583333333333335,0.13250883392226148,0.865909090909091,0.6025224685770539,0.5611970661125029,1.0954451150103321,0.6147605846310716,1500,Active
Sun Valley SC Boys 2016s - Orange,ID,25,25,13,10,0,0.52,66,83,-15,0.44999999999999996,0,0.0,8,0.32,2025-10-11,0.3919445886617203,25,0,2.64,3.32,0.11194346289752652,0.8189090909090909,0.6060582967628756,0.5498054888190489,1.118033988749895,0.6147012237009469,1501,Active
DCFC South Oakland 16B Rouge,MI,28,28,10,13,0,0.35714285714285715,59,74,-10,0.38666666666666666,0,0.0,16,0.5714285714285714,2025-10-11,0.356069737790109,28,0,2.107142857142857,2.642857142857143,0.08934881373043918,0.8558441558441559,0.5505855293237103,0.5193899115091452,1.1832159566199232,0.6145504310050305,1502,Active
GCKA 2016B Red,OH,28,28,14,11,0,0.5,91,92,1,0.4833333333333333,0,0.0,13,0.4642857142857143,2025-10-12,0.3531422360819975,28,0,3.25,3.2857142857142856,0.13780918727915195,0.8207792207792208,0.546058775414321,0.5193529468602671,1.1832159566199232,0.6145066938426471,1503,Active
KHPA3 New Albany B16,OH,29,33,7,19,0,0.2413793103448276,62,97,-35,0.245,0,0.0,19,0.6551724137931034,2025-10-10,0.35426326674812225,29,0,2.1379310344827585,3.3448275862068964,0.09065431948336786,0.8175548589341692,0.5477922090571997,0.5103171611178272,1.2041594578792296,0.6145032360781103,1504,Active
NB B2016 Blue,CA,29,30,7,20,0,0.2413793103448276,82,146,-53,0.255,0,0.0,6,0.20689655172413793,2025-10-11,0.3677380375884515,29,0,2.8275862068965516,5.0344827586206895,0.11989764834897039,0.7253918495297805,0.5686280539725339,0.5102347319592705,1.2041594578792296,0.6144039782272291,1505,Active
Javanon 2016 Boys Red,KY,25,30,10,13,0,0.4,90,84,-4,0.35,0,0.0,12,0.48,2025-10-12,0.38334530418073975,25,0,3.6,3.36,0.15265017667844524,0.8167272727272727,0.5927613464880485,0.5495322977739727,1.118033988749895,0.6143957868271297,1506,Active
REAL B2016 Black,MT,30,41,2,23,0,0.06666666666666667,30,165,-99,0.05,4,0.13333333333333333,14,0.4666666666666667,2025-10-12,0.3805618623055831,30,5,1.0,5.5,0.04240282685512368,0.7,0.5884573502324658,0.5015549755105042,1.224744871391589,0.614276883977424,1507,Active
B2016 EDP Championship White,CT,29,30,6,16,0,0.20689655172413793,78,127,-46,0.21,0,0.0,23,0.7931034482758621,2025-10-12,0.3611133707942162,29,0,2.689655172413793,4.379310344827586,0.11404898257584989,0.761128526645768,0.5583844267096989,0.5100661578701429,1.2041594578792296,0.6142009881434528,1508,Active
Southeast SC B16,CT,24,25,15,6,0,0.625,102,59,36,0.5533333333333333,0,0.0,14,0.5833333333333334,2025-10-05,0.3786326246318795,24,0,4.25,2.4583333333333335,0.18021201413427562,0.865909090909091,0.5854741976838674,0.5605087396189938,1.0954451150103321,0.6140065607362251,1509,Active
PRFC North Valley 16B Copa,AZ,30,49,4,20,0,0.13333333333333333,37,112,-66,0.13,0,0.0,13,0.43333333333333335,2025-09-28,0.3573639364445211,30,0,1.2333333333333334,3.7333333333333334,0.05229681978798587,0.7963636363636364,0.5525867301435609,0.5012841293164609,1.224744871391589,0.6139451664903336,1510,Active
B2016 White - Hernandez,CA,25,25,14,11,0,0.56,123,92,23,0.52,0,0.0,8,0.32,2025-10-11,0.37452699717979704,25,0,4.92,3.68,0.2086219081272085,0.7992727272727272,0.579125724831498,0.549054361978886,1.118033988749895,0.6138614383637826,1511,Active
Knights F.C U10 - 2016 Blue,MA,26,26,12,9,0,0.46153846153846156,99,90,10,0.39,2,0.07692307692307693,10,0.38461538461538464,2025-10-05,0.370533929654154,26,2,3.8076923076923075,3.4615384615384617,0.16145691764066322,0.8111888111888111,0.5729513017792154,0.5382999268334241,1.140175425099138,0.6137563479081343,1512,Active
Force SC 2016B White,MI,30,34,4,22,0,0.13333333333333333,10,91,-73,0.12000000000000001,2,0.06666666666666667,7,0.23333333333333334,2025-10-12,0.3571381153890134,30,2,0.3333333333333333,3.033333333333333,0.014134275618374558,0.8345454545454545,0.5522375462838182,0.5010784738030567,1.224744871391589,0.6136932909550183,1513,Active
VC Fusion 16B BLASI,KS,25,27,9,12,0,0.36,76,59,7,0.32999999999999996,0,0.0,5,0.2,2025-10-05,0.3758736097158377,25,0,3.04,2.36,0.128904593639576,0.8712727272727273,0.5812079724848691,0.5487602476733822,1.118033988749895,0.6135326085736517,1514,Active
16B FPFC CP BLACK,FL,30,39,7,21,0,0.23333333333333334,69,148,-63,0.21,0,0.0,15,0.5,2025-10-12,0.36131236779336706,30,0,2.3,4.933333333333334,0.09752650176678444,0.730909090909091,0.5586921329157677,0.5009023982846357,1.224744871391589,0.6134776433668546,1515,Active
Kolping SC B16 Black,OH,30,33,6,17,0,0.2,104,144,-48,0.24,0,0.0,9,0.3,2025-10-12,0.34895090465811573,30,0,3.466666666666667,4.8,0.14699646643109543,0.7381818181818182,0.5395777797393969,0.5007823247662209,1.224744871391589,0.613330583940986,1516,Active
Ridgefield B2016 Black (U10) - EDP,CT,29,30,6,18,0,0.20689655172413793,69,126,-51,0.215,0,0.0,19,0.6551724137931034,2025-10-12,0.36247294436134275,29,0,2.3793103448275863,4.344827586206897,0.10088948458632875,0.7630094043887147,0.5604867158195702,0.5090718072867508,1.2041594578792296,0.6130036314840135,1517,Active
Cap City 2016 Boys Black,MI,27,28,9,15,0,0.3333333333333333,93,87,-6,0.36,0,0.0,18,0.6666666666666666,2025-10-05,0.3593108068783428,27,0,3.4444444444444446,3.2222222222222223,0.14605418138987045,0.8242424242424242,0.5555971479762672,0.5274176099122193,1.161895003862225,0.6128038859059636,1518,Active
ID Texas Elite United 16B,TX,23,24,6,14,0,0.2608695652173913,54,82,-22,0.2375,6,0.2608695652173913,10,0.43478260869565216,2025-10-11,0.42073601610633526,23,6,2.347826086956522,3.5652173913043477,0.09955446305115995,0.8055335968379447,0.6505780681367711,0.5713644528598836,1.0723805294763609,0.6127201144818532,1519,Active
North B16 Serratos,CA,30,49,3,24,0,0.1,78,194,-93,0.11,0,0.0,10,0.3333333333333333,2025-10-11,0.37587014872234853,30,0,2.6,6.466666666666667,0.11024734982332156,0.6472727272727272,0.5812026208002692,0.5002255878993713,1.224744871391589,0.6126487233185975,1520,Active
VSA 16B MCKENNIE,VA,27,27,14,13,0,0.5185185185185185,89,126,-16,0.5499999999999999,0,0.0,8,0.2962962962962963,2025-10-12,0.3774207439468089,27,0,3.2962962962962963,4.666666666666667,0.1397722811150373,0.7454545454545454,0.5836002839595281,0.5272055356896334,1.161895003862225,0.612557477926293,1521,Active
ULETE FC 16B Rab,TX,26,26,12,10,0,0.46153846153846156,106,93,14,0.44,2,0.07692307692307693,19,0.7307692307692307,2025-10-11,0.3682869738666341,26,2,4.076923076923077,3.576923076923077,0.17287306333242727,0.8048951048951049,0.5694768662674622,0.5372397534059837,1.140175425099138,0.6125475642198236,1522,Active
GR SPURS 10U*,WY,30,36,11,19,0,0.36666666666666664,121,177,-52,0.39,2,0.06666666666666667,15,0.5,2025-09-28,0.35600652240950814,30,2,4.033333333333333,5.9,0.17102473498233217,0.6781818181818182,0.550487780287228,0.5001339788051669,1.224744871391589,0.6125365255502978,1523,Active
Freeport Storm,NY,30,37,2,27,0,0.06666666666666667,24,187,-138,0.08,23,0.7666666666666667,12,0.4,2025-10-04,0.3894556158607431,30,23,0.8,6.233333333333333,0.033922261484098944,0.6599999999999999,0.6022096338138605,0.5001102325851361,1.224744871391589,0.6125074424891002,1524,Active
Futevol Premier 2016 United,NJ,25,25,15,6,0,0.6,124,92,31,0.53,0,0.0,13,0.52,2025-08-24,0.3726626583910094,25,0,4.96,3.68,0.21031802120141344,0.7992727272727272,0.5762429244979622,0.5476639043936055,1.118033988749895,0.6123068595235238,1525,Active
CCV STARS 16 Boys South Orange,AZ,27,27,10,14,0,0.37037037037037035,79,95,-13,0.36,0,0.0,16,0.5925925925925926,2025-09-07,0.36699062522430825,27,0,2.925925925925926,3.5185185185185186,0.12406753042795447,0.8080808080808081,0.5674723409521326,0.5269130722730321,1.161895003862225,0.6122176661437315,1526,Active
B2016 CHRISTENSEN,NY,30,36,5,24,0,0.16666666666666666,67,156,-80,0.16999999999999998,0,0.0,12,0.4,2025-10-04,0.36390911345541477,30,0,2.2333333333333334,5.2,0.09469964664310955,0.7163636363636363,0.5627074434943385,0.49983712269795233,1.224744871391589,0.6121729525554455,1527,Active
16B_Orange,CA,27,27,11,12,0,0.4074074074074074,74,87,-8,0.39999999999999997,0,0.0,13,0.48148148148148145,2025-10-12,0.36507505809152424,27,0,2.740740740740741,3.2222222222222223,0.11621515508441305,0.8242424242424242,0.5645103269649155,0.5267977120443168,1.161895003862225,0.6120836296703428,1528,Active
Schwaben 2016 Boys Olympic,IL,30,34,4,26,0,0.13333333333333333,92,210,-104,0.12000000000000001,0,0.0,7,0.23333333333333334,2025-10-04,0.37721152941475644,30,0,3.066666666666667,7.0,0.13003533568904596,0.6181818181818182,0.5832767785288582,0.4996094978914877,1.224744871391589,0.6118941702411264,1529,Active
NBFC 2016 Boys Black,ID,20,20,18,0,0,0.9,101,19,67,0.8200000000000001,0,0.0,2,0.1,2025-10-11,0.40891733048540635,20,0,5.05,0.95,0.21413427561837456,0.9481818181818182,0.6323030040470914,0.6118450211882933,1.0,0.6118450211882933,1530,Active
16B Clay,AZ,23,23,12,5,0,0.5217391304347826,85,40,31,0.46749999999999997,3,0.13043478260869565,10,0.43478260869565216,2025-09-14,0.38579897215017367,23,3,3.6956521739130435,1.7391304347826086,0.1567060992471962,0.9051383399209486,0.5965554180823375,0.5703021386830315,1.0723805294763609,0.6115809094424103,1531,Active
CDO 16B Alliance,AZ,30,38,6,20,0,0.2,48,161,-85,0.19,4,0.13333333333333333,15,0.5,2025-04-06,0.3710206239931025,30,4,1.6,5.366666666666666,0.06784452296819789,0.7072727272727273,0.5737038702560872,0.4992457722018373,1.224744871391589,0.6114486990681337,1532,Inactive
Kernow Storm FC B16 ASA Vazquez,TX,30,34,4,22,0,0.13333333333333333,56,137,-64,0.13,1,0.03333333333333333,17,0.5666666666666667,2025-10-12,0.3588608662611269,30,1,1.8666666666666667,4.566666666666666,0.07915194346289753,0.750909090909091,0.5549014112522436,0.4989530536257438,1.224744871391589,0.6110901934933022,1533,Active
CWSC B16 Academy Elite,OH,30,43,0,30,0,0.0,38,161,-111,0.0,0,0.0,3,0.1,2025-10-04,0.37348593583262824,30,0,1.2666666666666666,5.366666666666666,0.05371024734982332,0.7072727272727273,0.5775159465997202,0.4987061628843422,1.224744871391589,0.6107878153239765,1534,Active
SWFL B16 WHITE,FL,30,43,9,19,0,0.3,72,126,-38,0.33999999999999997,0,0.0,21,0.7,2025-10-05,0.3492798127940117,30,0,2.4,4.2,0.10176678445229682,0.7709090909090909,0.5400863656732229,0.4985869944762113,1.224744871391589,0.6106418644272863,1535,Active
FC Dallas Youth Pre ECNL B16 Reyes,TX,25,25,15,8,0,0.6,112,72,28,0.5599999999999999,1,0.04,17,0.68,2025-08-10,0.3659511260371438,25,1,4.48,2.88,0.1899646643109541,0.8429090909090909,0.5658649782659672,0.5460937380035893,1.118033988749895,0.610551360131493,1536,Active
CITY SC SW B16 White TEM,CA,30,36,4,25,0,0.13333333333333333,78,144,-81,0.12,0,0.0,11,0.36666666666666664,2025-10-11,0.3540810991915831,30,0,2.6,4.8,0.11024734982332156,0.7381818181818182,0.5475105259768986,0.49819214918716714,1.224744871391589,0.6101582796845363,1537,Active
FC Hurst United 16B,TX,30,38,4,22,0,0.13333333333333333,64,138,-49,0.13,1,0.03333333333333333,12,0.4,2025-08-03,0.35580514465576984,30,1,2.1333333333333333,4.6,0.09045936395759718,0.749090909090909,0.5501763927544818,0.49801589026239035,1.224744871391589,0.609942407470379,1538,Active
Green Warriors GW 2015/16 White,CT,23,24,13,7,0,0.5652173913043478,57,71,-8,0.5149999999999999,13,0.5652173913043478,13,0.5652173913043478,2025-10-12,0.41092859007672033,23,13,2.4782608695652173,3.0869565217391304,0.10508526655400215,0.8316205533596838,0.6354129859106548,0.56858895552913,1.0723805294763609,0.6097437251847394,1539,Active
Titans 2016,NY,30,36,8,18,0,0.26666666666666666,51,115,-62,0.32,3,0.1,18,0.6,2025-10-04,0.35045228209475754,30,3,1.7,3.8333333333333335,0.07208480565371025,0.7909090909090909,0.5418993381391601,0.4977383821960564,1.224744871391589,0.6096025308893666,1540,Active
Michigan Jaguars GN 2016 Boys Green,MI,25,25,14,9,0,0.56,122,57,40,0.49,0,0.0,16,0.64,2025-10-04,0.3540751437561134,25,0,4.88,2.28,0.20692579505300354,0.8756363636363637,0.5475013171724358,0.545013222041335,1.118033988749895,0.6093433065603059,1541,Active
Back Mountain Surf 2016B,PA,28,29,9,19,0,0.32142857142857145,66,134,-61,0.3333333333333333,0,0.0,13,0.4642857142857143,2025-10-05,0.37416849965915655,28,0,2.357142857142857,4.785714285714286,0.0999495204442201,0.7389610389610389,0.5785713852563684,0.5149249430348728,1.1832159566199232,0.6092674090604665,1542,Active
Strikers FV 16B Premier,IL,27,27,4,22,0,0.14814814814814814,65,111,-46,0.16,0,0.0,5,0.18518518518518517,2025-09-27,0.3759343971796639,27,0,2.4074074074074074,4.111111111111111,0.10208087946603848,0.7757575757575758,0.5813019672684604,0.5243488714057991,1.161895003862225,0.6092383339671943,1543,Active
Academy Cruz B16,TX,23,24,15,8,0,0.6521739130434783,99,61,24,0.5874999999999999,4,0.17391304347826086,12,0.5217391304347826,2025-10-04,0.3885456668649571,23,4,4.304347826086956,2.652173913043478,0.1825165155937932,0.8553359683794466,0.6008025927308079,0.5680520524331327,1.0723805294763609,0.6091679607583764,1544,Active
AZSC 2016B Gold,AZ,26,26,12,13,0,0.46153846153846156,103,81,16,0.44,0,0.0,19,0.7307692307692307,2025-09-07,0.3605083313387084,26,0,3.9615384615384617,3.1153846153846154,0.16798042946452843,0.83006993006993,0.5574488628762208,0.5340793896326241,1.140175425099138,0.6089441951110655,1545,Active
B2016 ES I. Farias-Martinez,CA,26,26,13,7,0,0.5,90,86,4,0.5499999999999999,0,0.0,9,0.34615384615384615,2025-10-11,0.3672257150322838,26,0,3.4615384615384617,3.3076923076923075,0.14677901603696658,0.8195804195804196,0.5678358569508978,0.5339734012940159,1.140175425099138,0.6088233498120372,1546,Active
San Ramon FC 16B Navy,CA,30,61,1,29,0,0.03333333333333333,54,193,-124,0.020000000000000004,0,0.0,4,0.13333333333333333,2025-10-11,0.3794073259946857,30,0,1.8,6.433333333333334,0.07632508833922262,0.649090909090909,0.586672107291563,0.49708646386096417,1.224744871391589,0.6088040972518963,1547,Active
