Team,State,Games_Played,Total_Games_History,Wins,Losses,Ties,Win_Percentage,Goals_For,Goals_Against,Goal_Differential,Recent_Win_Pct,Cross_Age_Games,Cross_Age_Pct,Cross_State_Games,Cross_State_Pct,Last_Game_Date,SOS_Score,Opponents_Count,Cross_Age_Opponents,Offense,Defense,Offense_Adj,Defense_Adj,Offense_Norm,Defense_Norm,SOS_Norm,Power_Score,Games_Penalty,Power_Score_Adj,National_Rank,Status
Las Vegas Sports Academy U10 Boys Red 2016,NV,30,73,24,0,0,0.8,144,24,101,0.7916666666666666,16,0.5333333333333333,9,0.3,2025-10-12,0.17595399294225733,30,16,4.8,0.8,4.492455785991493,1.3487832382993161,0.6918878326609083,0.7924907108780967,0.7584530739511334,0.7519475530784809,1.0,0.7519475530784809,28,Active
PRFC Scottsdale 16B Predator,AZ,30,41,13,15,0,0.43333333333333335,99,95,4,0.42833333333333334,24,0.8,5,0.16666666666666666,2025-10-05,0.43998047828659925,30,24,3.3,3.1666666666666665,3.308245259675703,3.217204290930895,0.4908039730012743,0.5257200017088294,0.9128564113494666,0.7510186417517006,1.0,0.7510186417517006,29,Active
Cleveland Force 16B White West,OH,30,107,26,4,0,0.8666666666666667,232,49,122,0.8633333333333334,0,0.0,7,0.23333333333333334,2025-10-12,0.11721151369070693,30,0,7.733333333333333,1.6333333333333333,6.8082452596757035,2.006677975141421,0.9214973534841896,0.7118588949879066,0.705747150151318,0.7501195397852101,1.0,0.7501195397852101,30,Active
Bethesda McKennie 2016,MD,30,46,23,5,0,0.7666666666666667,138,52,84,0.7766666666666666,15,0.5,13,0.43333333333333335,2025-09-01,0.2498768912872677,30,15,4.6,1.7333333333333334,4.334561049149388,2.085625343562474,0.6673432883613991,0.7010201327800369,0.7940419914676939,0.7500978791089036,1.0,0.7500978791089036,31,Active
Solar Pre-ECNL B16 Paez,TX,30,84,25,4,0,0.8333333333333334,181,45,114,0.8383333333333333,8,0.26666666666666666,7,0.23333333333333334,2025-09-01,0.1504873354056667,30,8,6.033333333333333,1.5,5.466139996517808,1.9014148172466845,0.8182228027252377,0.7259402268891852,0.7347409648911132,0.7496771848575525,1.0,0.7496771848575525,32,Active
Walnut Creek Surf 16B Blue,CA,30,74,24,4,0,0.8,163,44,95,0.8033333333333333,8,0.26666666666666666,6,0.2,2025-10-04,0.16545792412778743,30,8,5.433333333333334,1.4666666666666666,4.992455785991493,1.8750990277730002,0.7624309526757215,0.72939287371498,0.7519519125785953,0.7495359128252974,1.0,0.7495359128252974,33,Active
SLSG MO B 2016 Manchester United,MO,30,36,24,6,0,0.8,166,72,86,0.795,19,0.6333333333333333,9,0.3,2025-05-19,0.16819618190009036,30,19,5.533333333333333,2.4,5.071403154412545,2.611941133036158,0.7724921067955646,0.6233284849372778,0.7721876897217836,0.7424767321796386,1.0,0.7424767321796386,34,Active
LFA Red Star Tango 2016B,MO,30,59,25,3,0,0.8333333333333334,192,65,93,0.83,5,0.16666666666666666,7,0.23333333333333334,2025-10-10,0.13772132647576077,30,5,6.4,2.1666666666666665,5.7556136807283345,2.4277306067203686,0.8469777876204853,0.6515050084751982,0.7342902538636981,0.7402707115373556,1.0,0.7402707115373556,35,Active
B2016 WH - Blue,CA,30,50,18,8,0,0.6,136,76,48,0.5883333333333334,11,0.36666666666666664,8,0.26666666666666666,2025-10-11,0.25471235762602007,30,11,4.533333333333333,2.533333333333333,4.2819294702020185,2.717204290930895,0.6589468878842994,0.6068303593895324,0.8092906477966737,0.7387298381327706,1.0,0.7387298381327706,36,Active
Celtic Harps B16,CA,30,65,22,7,0,0.7333333333333333,189,94,77,0.7366666666666666,0,0.0,1,0.03333333333333333,2025-10-11,0.19071402245523272,30,0,6.3,3.1333333333333333,5.676666312307282,3.1908885014572106,0.8395263576176397,0.5300621731732522,0.7738482335938103,0.7382266463144646,1.0,0.7382266463144646,37,Active
Chicago Raiders 2016,IL,26,26,20,4,0,0.7692307692307693,110,50,56,0.7999999999999999,12,0.46153846153846156,2,0.07692307692307693,2025-09-28,0.2419129455177704,26,12,4.230769230769231,1.9230769230769231,4.020979996108139,2.2721695016286474,0.6159132994802846,0.6745098884464624,0.7999016965092659,0.7380256554909089,1.0,0.7380256554909089,38,Active
PHENOM B2016,CA,30,35,24,4,0,0.8,168,58,75,0.7966666666666666,9,0.3,19,0.6333333333333333,2025-07-13,0.1804543886688626,30,9,5.6,1.9333333333333333,5.124034733359913,2.243520080404579,0.7790305262079638,0.6786603903211782,0.7409680906942314,0.7361190377223672,1.0,0.7361190377223672,39,Active
CVFA 16B Academy,CA,30,126,21,5,0,0.7,165,53,93,0.6933333333333334,0,0.0,6,0.2,2025-10-12,0.14611654464085364,30,0,5.5,1.7666666666666666,5.045087364938861,2.111941133036158,0.769172121784959,0.6973556865333592,0.7371099957793159,0.7355715591312532,1.0,0.7355715591312532,40,Active
LFA Blue Star Premier 2016B,MO,30,58,27,0,0,0.9,177,62,101,0.9,3,0.1,11,0.36666666666666664,2025-10-05,0.1452616868674802,30,3,5.9,2.066666666666667,5.360876838623072,2.3487832382993163,0.8067727868929485,0.6632765961587932,0.7344691267379667,0.7346913526531285,1.0,0.7346913526531285,41,Active
Cincy SC B16 Premier,OH,30,35,17,10,0,0.5666666666666667,136,92,34,0.5683333333333334,24,0.8,8,0.26666666666666666,2025-10-17,0.2312911689900307,30,24,4.533333333333333,3.066666666666667,4.2819294702020185,3.1382569225098425,0.6589468878842994,0.5387322275867664,0.8161748010311646,0.7292407037129119,1.0,0.7292407037129119,42,Active
SF Glens Pre-Academy 16B I,CA,30,53,25,4,0,0.8333333333333334,150,50,86,0.8383333333333333,4,0.13333333333333333,8,0.26666666666666666,2025-10-12,0.1410448134834612,30,4,5.0,1.6666666666666667,4.650350522833598,2.0329937646151053,0.7153937374553605,0.7082720107443605,0.7398729854898363,0.7286569409338459,1.0,0.7286569409338459,43,Active
Real Inland Empire X SLKTV,CA,30,36,24,4,0,0.8,153,69,78,0.7999999999999999,0,0.0,5,0.16666666666666666,2025-08-24,0.1667065512689237,30,0,5.1,2.3,4.72929789125465,2.5329937646151053,0.7267329580317653,0.6355193746292995,0.7587596282637296,0.7277062434904507,1.0,0.7277062434904507,44,Active
ALBION SC San Diego B16 Academy',CA,24,24,24,0,0,1.0,136,37,92,0.85,0,0.0,9,0.375,2025-10-11,0.13025140310159145,24,0,5.666666666666667,1.5416666666666667,5.084791245864897,2.0079300954804378,0.7741681607454498,0.7116888247694606,0.7149276542697459,0.7261279896648296,1.0,0.7261279896648296,45,Active
Rocklin FC 16B Navy,CA,30,89,24,6,0,0.8,108,40,64,0.7916666666666666,0,0.0,0,0.0,2025-10-12,0.1983051733695399,30,0,3.6,1.3333333333333333,3.545087364938861,1.7698358698782635,0.5330421202984004,0.7429267715173902,0.7829342731606568,0.7249543422595521,1.0,0.7249543422595521,46,Active
Napa Sport-Olympico 2015 Boys,CA,30,86,7,17,0,0.23333333333333334,93,101,-8,0.22166666666666665,27,0.9,1,0.03333333333333333,2025-10-12,0.36770571717772327,30,27,3.1,3.3666666666666667,3.1503505228335977,3.3750990277730004,0.46268086146502463,0.49960820696514263,0.8848463298058052,0.7233656115695165,1.0,0.7233656115695165,47,Active
FW All Stars FC 2016B White,TX,24,25,15,7,0,0.625,126,80,35,0.5277777777777778,18,0.75,6,0.25,2025-05-17,0.18204293761673648,24,18,5.25,3.3333333333333335,4.772291245864897,3.3516800954804378,0.7327881607943881,0.5034844194811583,0.793333657288,0.7232547104279092,1.0,0.7232547104279092,48,Active
Force 16B Elite,CA,30,77,24,6,0,0.8,145,53,72,0.8033333333333333,0,0.0,3,0.1,2025-10-11,0.13740136012889445,30,0,4.833333333333333,1.7666666666666666,4.518771575465177,2.111941133036158,0.6958798916394986,0.6973556865333592,0.7400541905849526,0.7226796299855431,1.0,0.7226796299855431,49,Active
Irvine 2016 Anaya,CA,20,22,19,1,0,0.95,125,37,68,0.8166666666666667,2,0.1,9,0.45,2025-08-17,0.11770211020607749,20,2,6.25,1.85,5.418332852417025,2.294777251977643,0.8130892526307025,0.6712151720416326,0.7069225419193529,0.7210144100860787,1.0,0.7210144100860787,50,Active
ALBION SC Santa Ana B16 Academy,CA,30,79,10,18,0,0.3333333333333333,75,104,-29,0.33666666666666667,18,0.6,10,0.3333333333333333,2025-10-11,0.4288422619726871,30,18,2.5,3.466666666666667,2.676666312307282,3.454046396194053,0.3803992478580166,0.4865441983897917,0.9116863937402879,0.7204005254937343,1.0,0.7204005254937343,51,Active
California Rush B16 Nero - HB,CA,30,51,20,10,0,0.6666666666666666,125,57,49,0.66,0,0.0,6,0.2,2025-10-11,0.15786339282967707,30,0,4.166666666666667,1.9,3.9924557859914933,2.217204290930895,0.6110828635595581,0.6824481223960763,0.7665294695926546,0.7186238789467196,1.0,0.7186238789467196,52,Active
RLFC U10 Boys A,MI,21,21,6,11,0,0.2857142857142857,49,38,5,0.22499999999999998,10,0.47619047619047616,9,0.42857142857142855,2025-10-13,0.3559228001416641,21,10,2.3333333333333335,1.8095238095238095,2.6108041333681626,2.2501297605301382,0.3693766531605455,0.6777053031717384,0.8470079687645881,0.7176211725252095,1.0,0.7176211725252095,53,Active
South Valley United B16 Black,CA,30,81,26,2,0,0.8666666666666667,135,38,83,0.86,15,0.5,6,0.2,2025-10-12,0.14620064435658928,30,15,4.5,1.2666666666666666,4.2556136807283345,1.7172042909308949,0.654710580203802,0.7495253692176274,0.7271864035055262,0.7171590319876016,1.0,0.7171590319876016,54,Active
Molano Futbol Academy Elite 2016B,TX,30,99,21,5,0,0.7,144,48,73,0.695,4,0.13333333333333333,9,0.3,2025-06-07,0.11657206844163852,30,4,4.8,1.6,4.492455785991493,1.9803621856677371,0.6918878326609083,0.7154193973234687,0.7256974267864992,0.7168799020687748,1.0,0.7168799020687748,55,Active
BH Rapids 2016 Boys Burgundy,SD,26,26,21,4,0,0.8076923076923077,139,56,74,0.71,18,0.6923076923076923,7,0.2692307692307692,2025-03-02,0.12249927472814702,26,18,5.346153846153846,2.1538461538461537,4.873921172578727,2.4486400898639413,0.7467583975279853,0.6483553077323366,0.72665034119802,0.7150129457708763,1.0,0.7150129457708763,56,Inactive
United FC 2016,NY,30,158,28,2,0,0.9333333333333333,145,61,81,0.9333333333333333,8,0.26666666666666666,5,0.16666666666666666,2025-10-11,0.15069608571152376,30,8,4.833333333333333,2.033333333333333,4.518771575465177,2.322467448825632,0.6958798916394986,0.6671567283324739,0.7365293384024819,0.7145249270358836,1.0,0.7145249270358836,57,Active
SPIRE FC 2016 BLACK BOYS,OH,30,50,30,0,0,1.0,228,47,139,1.0,2,0.06666666666666667,4,0.13333333333333333,2025-10-12,0.04952051781657815,30,2,7.6,1.5666666666666667,6.702982101780966,1.9540463961940528,0.9158837710406313,0.7189532733248771,0.643078856182775,0.7128147225827668,1.0,0.7128147225827668,58,Active
Inter-America Dragons F.C.,CA,19,19,12,6,0,0.631578947368421,69,35,29,0.5083333333333333,14,0.7368421052631579,3,0.15789473684210525,2025-08-24,0.18637536591797088,19,14,3.6315789473684212,1.8421052631578947,3.5449377728769154,2.3056949279768153,0.5330155276563431,0.6696180192503083,0.8179767310450006,0.7313127480083306,0.9746794344808963,0.7127954956574298,59,Active
B16 PRE ECNL I,CA,29,31,20,5,0,0.6896551724137931,160,71,70,0.6849999999999999,6,0.20689655172413793,13,0.4482758620689655,2025-07-13,0.12555593042775573,29,6,5.517241379310345,2.4482758620689653,5.046305942369641,2.655507109604703,0.7693266028812996,0.6165325148436612,0.7212757946473767,0.7099373003334182,1.0,0.7099373003334182,60,Active
2016 Nero Boys,PA,29,29,21,6,0,0.7241379310344828,98,58,40,0.7183333333333333,5,0.1724137931034483,6,0.20689655172413793,2025-10-12,0.18559531697495102,29,5,3.3793103448275863,2.0,3.3706302666939654,2.3041557582533514,0.5019415722764763,0.6698434232961394,0.7896786971040557,0.7081642173769566,1.0,0.7081642173769566,61,Active
SD Surf Academy Boys 2016 (Miller),CA,30,36,24,4,0,0.8,191,49,113,0.7966666666666666,7,0.23333333333333334,11,0.36666666666666664,2025-07-14,0.08052875783226487,30,7,6.366666666666666,1.6333333333333333,5.72929789125465,2.006677975141421,0.8445259956522752,0.7118588949879066,0.6592737499012401,0.7068412280687804,1.0,0.7068412280687804,62,Active
SLSG IL B 2016 Academy Red,IL,20,20,4,16,0,0.2,46,80,-34,0.20666666666666667,6,0.3,10,0.5,2025-10-05,0.42684163353379795,20,6,2.3,4.0,2.596904280988454,3.830491537691929,0.3670672726617531,0.4248069472501048,0.9124571894121023,0.705849157629633,1.0,0.705849157629633,63,Active
Pacific Stormers B2016,CA,30,101,15,11,0,0.5,131,100,22,0.5133333333333333,4,0.13333333333333333,4,0.13333333333333333,2025-10-12,0.18774672724754882,30,4,4.366666666666666,3.3333333333333335,4.150350522833598,3.348783238299316,0.6375237771049828,0.5039638766036371,0.7952213196979036,0.7054303225604661,1.0,0.7054303225604661,64,Active
FLS 16B Academy I,CA,30,81,20,6,0,0.6666666666666666,151,95,48,0.6699999999999999,0,0.0,0,0.0,2025-10-11,0.15529417771531623,30,0,5.033333333333333,3.1666666666666665,4.676666312307282,3.217204290930895,0.7192048420464696,0.5257200017088294,0.7598830546903292,0.7049148015652573,1.0,0.7049148015652573,65,Active
AHFC 16B Blue E,TX,23,23,16,2,0,0.6956521739130435,83,33,36,0.5645833333333333,9,0.391304347826087,7,0.30434782608695654,2025-05-18,0.13810686417435414,23,9,3.608695652173913,1.434782608695652,3.5391393505702164,1.9436697759798067,0.5319846121421508,0.7203393505704583,0.7569588482805395,0.7046401015108456,1.0,0.7046401015108456,66,Active
Midsouth Bartlett 2016 Navy,TN,30,32,20,7,0,0.6666666666666666,95,49,46,0.6733333333333333,8,0.26666666666666666,12,0.4,2025-09-21,0.15538975804494556,30,8,3.1666666666666665,1.6333333333333333,3.2029821017809663,2.006677975141421,0.4720377371689137,0.7118588949879066,0.7768905033218592,0.7029136284244795,1.0,0.7029136284244795,67,Active
CITY SC SW B16 Pre MLS MUR,CA,18,18,14,2,0,0.7777777777777778,51,34,16,0.7166666666666666,11,0.6111111111111112,6,0.3333333333333333,2025-08-24,0.25976556159199593,18,11,2.8333333333333335,1.8888888888888888,2.9889738410644893,2.355913963668231,0.43418219575450173,0.662221377190962,0.8688474058744781,0.7405891581137796,0.9486832980505138,0.7025845650198338,68,Active
STLDA 2016B Elite Navy,MO,30,69,16,9,0,0.5333333333333333,131,83,44,0.53,12,0.4,11,0.36666666666666664,2025-09-21,0.15489994015579223,30,12,4.366666666666666,2.7666666666666666,4.150350522833598,2.9014148172466845,0.6375237771049828,0.5773848382923354,0.7655138604862608,0.7022900393712201,1.0,0.7022900393712201,69,Active
Marin FC B16Blue,CA,30,78,22,2,0,0.7333333333333333,136,42,90,0.73,16,0.5333333333333333,2,0.06666666666666667,2025-10-11,0.15160497484268073,30,16,4.533333333333333,1.4,4.2819294702020185,1.8224674488256318,0.6589468878842994,0.7362155168951565,0.7047555148987439,0.7018857898951376,1.0,0.7018857898951376,70,Active
Storm B2016 Blue,CA,30,46,23,5,0,0.7666666666666667,145,70,67,0.7683333333333333,8,0.26666666666666666,5,0.16666666666666666,2025-10-11,0.13396107284827147,30,8,4.833333333333333,2.3333333333333335,4.518771575465177,2.55930955408879,0.6958798916394986,0.6314741551284355,0.7272167347780039,0.7018008502203892,1.0,0.7018008502203892,71,Active
MFA GR 16B Elite,MI,25,25,22,3,0,0.88,177,42,71,0.7483333333333333,17,0.68,7,0.28,2025-10-12,-0.0013724156578024602,25,17,7.08,1.68,6.173130905081113,2.098598880465879,0.8817676585301428,0.6992167601065649,0.6401170893389866,0.7002671373307334,1.0,0.7002671373307334,72,Active
TFA-Pro B2016,CA,30,101,24,4,0,0.8,135,29,88,0.795,11,0.36666666666666664,8,0.26666666666666666,2025-10-11,0.10249717609613601,30,11,4.5,0.9666666666666667,4.2556136807283345,1.4803621856677371,0.654710580203802,0.7777996680117334,0.6860843733059687,0.6981526736266883,1.0,0.6981526736266883,73,Active
Fire,NY,30,111,17,12,0,0.5666666666666667,82,81,1,0.5700000000000001,25,0.8333333333333334,3,0.1,2025-10-12,0.18052240574739936,30,25,2.7333333333333334,2.7,2.8608768386230716,2.848783238299316,0.41185718838092605,0.585863949104091,0.8306948411992789,0.6979611322165707,1.0,0.6979611322165707,74,Active
SBYSC SB Baby Cougars,TX,30,34,15,13,0,0.5,125,80,33,0.505,6,0.2,14,0.4666666666666667,2025-10-11,0.1356390305185233,30,6,4.166666666666667,2.6666666666666665,3.9924557859914933,2.822467448825632,0.6110828635595581,0.5900848274234214,0.7617419031634493,0.6972786800946654,1.0,0.6972786800946654,75,Active
Rayados Academy B16 E.Zaragoza,CA,26,26,23,3,0,0.8846153846153846,161,74,74,0.8966666666666666,1,0.038461538461538464,12,0.46153846153846156,2025-10-11,0.08603955734454355,26,1,6.1923076923076925,2.8461538461538463,5.520979996108139,2.9780518545698236,0.8239756968346011,0.5649577027426576,0.6965513660794692,0.6957174995631332,1.0,0.6957174995631332,76,Active
TFA-CENTRAL LA B2016,CA,30,121,24,4,0,0.8,143,40,84,0.795,0,0.0,2,0.06666666666666667,2025-10-11,0.0682909251074082,30,0,4.766666666666667,1.3333333333333333,4.466139996517808,1.7698358698782635,0.6878668762533571,0.7429267715173902,0.6821820873932753,0.6954679819901146,1.0,0.6954679819901146,77,Active
Manhattan Kickers FC - 2016's,NY,30,61,26,2,0,0.8666666666666667,220,49,128,0.8650000000000001,6,0.2,12,0.4,2025-10-11,0.02818818296019482,30,6,7.333333333333333,1.6333333333333333,6.492455785991493,2.006677975141421,0.9035524402361869,0.7118588949879066,0.6196730549337677,0.6948861000050792,1.0,0.6948861000050792,78,Active
Mustang SC Wolf Pack 16M,CA,30,53,26,2,0,0.8666666666666667,184,37,108,0.8633333333333334,0,0.0,4,0.13333333333333333,2025-10-12,0.01821487342577618,30,0,6.133333333333334,1.2333333333333334,5.545087364938861,1.6908885014572108,0.8264589592193492,0.7527820737621818,0.6314736250026907,0.6947323815979205,1.0,0.6947323815979205,79,Active
