Team,State,Games_Played,Total_Games_History,Wins,Losses,Ties,Win_Percentage,Goals_For,Goals_Against,Goal_Differential,Recent_Win_Pct,Cross_Age_Games,Cross_Age_Pct,Cross_State_Games,Cross_State_Pct,Last_Game_Date,SOS_Score,Opponents_Count,Cross_Age_Opponents,Offense,Defense,Offense_Adj,Defense_Adj,Offense_Norm,Defense_Norm,SOS_Norm,Power_Score,Games_Penalty,Power_Score_Adj,National_Rank,Status,State_Rank
ARFC 2016B Jurgenson,AR,24,24,21,3,0,0.875,94,29,64,0.7388888888888889,7,0.2916666666666667,19,0.7916666666666666,2025-10-12,0.31241251005044196,24,7,3.9166666666666665,1.2083333333333333,3.7722912458648974,1.7579300954804378,0.5731286495071397,0.7444293399143886,0.8263911551425949,0.7593462909698625,1.0954451150103321,0.8318221850441502,88,Active,1
2016B Paragould Predators,AR,18,18,12,6,0,0.6666666666666666,47,36,11,0.5666666666666667,0,0.0,10,0.5555555555555556,2025-09-21,-0.10195627419069055,18,0,2.611111111111111,2.0,2.835127687218335,2.4328370405913082,0.407409965158779,0.6507370090138453,0.5431161385920623,0.5374990779897623,0.9486832980505138,0.509916398006438,1605,Active,2
NEA SC 2016 Boys- Black,AR,18,18,7,7,0,0.3888888888888889,50,47,-1,0.31666666666666665,1,0.05555555555555555,18,1.0,2025-05-11,-0.3025938069611187,18,1,2.7777777777777777,2.611111111111111,2.9505123026029505,2.855913963668231,0.42744660457999933,0.5847180256446802,0.36208099891056583,0.4196815253912754,0.9486832980505138,0.3981448536390656,2235,Active,3
ARFC 2016 B Heckendorf,AR,6,6,4,2,0,0.6666666666666666,26,26,0,0.3333333333333333,0,0.0,3,0.5,2025-09-21,-0.13703939723798975,6,0,4.333333333333333,4.333333333333333,3.76523713340548,3.8038402182410005,0.5718956503229474,0.4291240867756696,0.5360440050460727,0.521830350447367,0.5477225575051661,0.28581825413084894,2795,Active,4
870FC 2016 Boys,AR,10,10,4,6,0,0.4,25,47,-18,0.2,0,0.0,6,0.6,2025-09-21,-0.4323133757784095,10,0,2.5,4.7,2.872962214870929,4.1252090586318895,0.4139495156743322,0.37796474757262244,0.2832595127655364,0.3283385603087128,0.7071067811865476,0.23217042251931902,3009,Active,5
