Team,State,Games_Played,Total_Games_History,Wins,Losses,Ties,Win_Percentage,Goals_For,Goals_Against,Goal_Differential,Recent_Win_Pct,Cross_Age_Games,Cross_Age_Pct,Cross_State_Games,Cross_State_Pct,Last_Game_Date,SOS_Score,Opponents_Count,Cross_Age_Opponents,Offense,Defense,Offense_Adj,Defense_Adj,Offense_Norm,Defense_Norm,SOS_Norm,Power_Score,Games_Penalty,Power_Score_Adj,National_Rank,Status
NEFC Metro West Boys 2016 MLS Futures Red,MA,30,31,26,2,0,0.8666666666666667,250,14,142,0.87,0,0.0,8,0.26666666666666666,2025-10-11,0.8987373792484936,30,0,8.333333333333334,0.4666666666666667,7.274694793751783,1.0924700635792648,0.9483378481269956,0.8267317254063526,0.8265159656853414,0.8509234941178745,1.0,0.8509234941178745,1,Active
LFA Blue Star Major 2016B,MO,30,46,26,2,0,0.8666666666666667,179,62,100,0.8666666666666666,0,0.0,7,0.23333333333333334,2025-10-12,0.7909755685710145,30,0,5.966666666666667,2.066666666666667,5.406273741120203,2.355627958316107,0.822224051564342,0.6702655514539455,0.8525593487320214,0.8100335298428704,1.0,0.8100335298428704,2,Active
Irvine 2016 Anaya,CA,20,22,19,1,0,0.95,121,37,64,0.8166666666666667,0,0.0,4,0.2,2025-08-17,0.5775422987186429,20,0,6.05,1.85,5.265657220091704,2.3040665148575736,0.8065495404087478,0.6779170210705263,0.8463231358702388,0.804687193817998,1.0,0.804687193817998,3,Active
CVFA 16B Academy,CA,30,126,21,5,0,0.7,162,55,93,0.695,0,0.0,1,0.03333333333333333,2025-10-12,0.6735953646422108,30,0,5.4,1.8333333333333333,4.958905320067571,2.1714174320003172,0.7687784252883808,0.6971618413250237,0.8509557434737133,0.8037614994069089,1.0,0.8037614994069089,4,Active
Stockton TLJ FC 16,CA,30,97,24,0,0,0.8,201,48,116,0.7999999999999999,0,0.0,3,0.1,2025-10-12,0.7670716366378727,30,0,6.7,1.6,5.985221109541255,1.9872069056845278,0.8763844635937524,0.7227716389325748,0.7969530583069088,0.7980030554894106,1.0,0.7980030554894106,5,Active
SD Surf Academy Boys 2016 (Miller),CA,30,34,24,4,0,0.8,182,50,105,0.7983333333333333,0,0.0,9,0.3,2025-07-14,0.7370408405141137,30,0,6.066666666666666,1.6666666666666667,5.485221109541255,2.0398384846318964,0.8305788466304002,0.7155918373664472,0.8133293203728009,0.7972317290230501,1.0,0.7972317290230501,6,Active
TFA-SELA B2016 White,CA,30,137,27,2,0,0.9,161,58,91,0.9033333333333333,0,0.0,2,0.06666666666666667,2025-10-12,0.7572744649817171,30,0,5.366666666666666,1.9333333333333333,4.932589530593887,2.25036480042137,0.7653091766772128,0.6857858719058847,0.8346045210952673,0.7909817223737798,1.0,0.7909817223737798,7,Active
Ajax United 16B Green Pre-MLS Next,CA,30,109,24,4,0,0.8,142,63,68,0.8016666666666666,0,0.0,2,0.06666666666666667,2025-10-12,0.686648265039333,30,0,4.733333333333333,2.1,4.432589530593887,2.381943747789791,0.6927734211592762,0.6663250392141937,0.8589173754538242,0.7871701173469885,1.0,0.7871701173469885,8,Active
LFA Blue Star Premier 2016B,MO,30,65,27,2,0,0.9,173,69,87,0.8983333333333333,0,0.0,7,0.23333333333333334,2025-10-05,0.7541017355818355,30,0,5.766666666666667,2.3,5.248379004278098,2.5398384846318964,0.804552783616843,0.6422064434337132,0.8249305955815467,0.7843102027590393,1.0,0.7843102027590393,9,Active
ALBION SC San Diego B16 Academy',CA,23,23,23,0,0,1.0,129,37,86,0.85,0,0.0,4,0.17391304347826086,2025-10-11,0.7119131062062682,23,0,5.608695652173913,1.608695652173913,5.0141420052441195,2.0810923360003892,0.7759431157625902,0.7098865074025973,0.8118818015338465,0.7842950055533453,1.0,0.7842950055533453,10,Active
