Team,State,Games_Played,Total_Games_History,Wins,Losses,Ties,Win_Percentage,Goals_For,Goals_Against,Goal_Differential,Recent_Win_Pct,Cross_Age_Games,Cross_Age_Pct,Cross_State_Games,Cross_State_Pct,Last_Game_Date,SOS_Score,Opponents_Count,Cross_Age_Opponents,Offense,Defense,Offense_Adj,Defense_Adj,Offense_Norm,Defense_Norm,SOS_Norm,Power_Score,Games_Penalty,Power_Score_Adj,National_Rank,Status
Worldwide Soccer Club B2015,CA,30,59,25,2,0,0.8333333333333334,128,22,79,0.8316666666666667,6,0.2,8,0.26666666666666666,2025-09-01,2.4154400695513454,30,6,4.266666666666667,0.7333333333333333,3.9894094294252884,1.2431599605343306,0.7008774379796614,0.7895787797226042,0.7927613843626349,0.773748074158034,1.0,0.773748074158034,11,Active
Sharks Select,NJ,30,33,25,4,0,0.8333333333333334,178,52,106,0.83,2,0.06666666666666667,8,0.26666666666666666,2025-08-10,2.293587143398752,30,2,5.933333333333334,1.7333333333333334,5.305198903109499,2.0326336447448567,0.874988795573894,0.6829131358005673,0.7694355407158961,0.7732417107044299,1.0,0.7732417107044299,12,Active
CUP 15B Silver,OH,21,21,20,0,0,0.9523809523809523,104,12,84,0.8166666666666667,0,0.0,5,0.23809523809523808,2025-10-12,2.2417813529013326,21,0,4.9523809523809526,0.5714285714285714,4.399915804074516,1.2841406379415365,0.7672581491839277,0.7847506112616455,0.7708876784336948,0.7729343591493314,1.0,0.7729343591493314,13,Active
2015 Boys Elite Red,MA,30,46,26,4,0,0.8666666666666667,149,29,107,0.86,3,0.1,9,0.3,2025-10-13,2.2719959044048776,30,3,4.966666666666667,0.9666666666666667,4.542041008372657,1.42737048685012,0.787696737478942,0.7672490507765892,0.7689265344717776,0.7723450783341728,1.0,0.7723450783341728,14,Active
Prime United,PA,30,56,22,6,0,0.7333333333333333,150,79,46,0.7366666666666666,2,0.06666666666666667,11,0.36666666666666664,2025-09-01,2.682744877143045,30,2,5.0,2.6333333333333333,4.5683567978463415,2.7431599605343306,0.7913337934060481,0.5664827854733938,0.829018653778162,0.7689745080427857,1.0,0.7689745080427857,15,Active
WCOB FC 2015,IL,26,26,21,3,0,0.8076923076923077,129,52,69,0.8316666666666667,2,0.07692307692307693,7,0.2692307692307692,2025-10-12,2.446069641306511,26,2,4.961538461538462,2.0,4.488163479945911,2.27176701471484,0.780106663352431,0.6454324493784624,0.8052571303515005,0.768262100757079,1.0,0.768262100757079,16,Active
Raiders FC 2015,IL,22,22,18,3,0,0.8181818181818182,114,32,68,0.7166666666666666,0,0.0,11,0.5,2025-06-14,2.1575550393746776,22,0,5.181818181818182,1.4545454545454546,4.586585277272032,1.9080026166768187,0.7938260983733413,0.701581147982409,0.775383140972618,0.7643113338547208,1.0,0.7643113338547208,17,Active
B2015 Pre-ECNL I,CT,21,22,17,3,0,0.8095238095238095,114,45,54,0.6916666666666667,3,0.14285714285714285,12,0.5714285714285714,2025-10-11,2.2560069348609786,21,3,5.428571428571429,2.142857142857143,4.744743390281412,2.422071672424295,0.8145246705504487,0.6208882546036316,0.7935195422836726,0.7631943104010196,1.0,0.7631943104010196,18,Active
MVLA 15B Liverpool Blue,CA,30,88,25,2,0,0.8333333333333334,145,41,94,0.8366666666666666,1,0.03333333333333333,7,0.23333333333333334,2025-10-12,2.2783605443668553,30,1,4.833333333333333,1.3666666666666667,4.43677785047792,1.7431599605343306,0.7726878877669824,0.72527173622213,0.7709196470458449,0.7621437130253295,1.0,0.7621437130253295,19,Active
Pre MLS NEXT Black '15,PA,29,29,17,4,0,0.5862068965517241,112,48,58,0.59,0,0.0,12,0.41379310344827586,2025-10-11,2.5837136901404545,29,0,3.8620689655172415,1.6551724137931034,3.66479887346381,1.9794615810893126,0.6414135179931673,0.6909544234798186,0.823693553817134,0.7606897205848775,1.0,0.7606897205848775,20,Active
Cleveland Force 15B Pre-ECNL Blue,OH,18,18,12,6,0,0.6666666666666666,76,26,36,0.5666666666666667,0,0.0,1,0.05555555555555555,2025-10-12,3.1318403646590944,18,0,4.222222222222222,1.4444444444444444,3.830675319929268,1.970772250011714,0.6724885724086224,0.6922577685441883,0.8790833686707965,0.8003992893930401,0.9486832980505138,0.7593254376186769,21,Active
Grasshoppers FC - 2015B Black,OH,30,37,20,8,0,0.6666666666666666,114,57,53,0.6683333333333333,0,0.0,3,0.1,2025-10-12,2.623275148236699,30,0,3.8,1.9,3.6209883767937097,2.164212592113278,0.6329905220972781,0.6625456429407388,0.8306585863163707,0.7575023847974258,1.0,0.7575023847974258,22,Active
2015 Boys Black - Mbappe,PA,30,31,23,5,0,0.7666666666666667,144,61,74,0.765,0,0.0,14,0.4666666666666667,2025-10-12,2.3809904507343393,30,0,4.8,2.033333333333333,4.410462061004236,2.2694757500080147,0.7688207779862243,0.6458011145835388,0.7893335968433101,0.7565245366199387,1.0,0.7565245366199387,23,Active
U11 Pre-MLS Blue,MA,26,26,22,2,0,0.8461538461538461,140,35,74,0.8633333333333334,0,0.0,11,0.4230769230769231,2025-10-12,1.9956863882984839,26,0,5.384615384615385,1.3461538461538463,4.811692891710616,1.77176701471484,0.822789779954395,0.7212450835829556,0.7448522139842663,0.75571830109803,1.0,0.75571830109803,24,Active
Midway Soccer Club 2015 Boys B,IL,20,20,16,4,0,0.8,145,36,77,0.7166666666666666,2,0.1,2,0.1,2025-06-15,1.795197154928233,20,2,7.25,1.8,6.021341368505749,2.187145660725163,0.9269946971624327,0.658930441347728,0.7296885946392009,0.7549981844855527,1.0,0.7549981844855527,25,Active
Bethesda Academy II 2015,MD,30,42,25,2,0,0.8333333333333334,178,52,108,0.8333333333333334,0,0.0,15,0.5,2025-10-12,2.0670888003520433,30,0,5.933333333333334,1.7333333333333334,5.305198903109499,2.0326336447448567,0.874988795573894,0.6829131358005673,0.7384575326183244,0.7546549058458869,1.0,0.7546549058458869,26,Active
SD Surf Academy Boys 2015 (Keith),CA,27,29,19,3,0,0.7037037037037037,156,42,91,0.7283333333333333,0,0.0,5,0.18518518518518517,2025-03-01,1.942479329003385,27,0,5.777777777777778,1.5555555555555556,5.1313588090903135,1.9211451000087019,0.8582982021750584,0.6996425071814263,0.7383870586672832,0.7546203770716668,1.0,0.7546203770716668,27,Inactive
SYC 2015B Pre-MLS Next,VA,30,97,20,6,0,0.6666666666666666,136,69,57,0.6666666666666666,0,0.0,13,0.43333333333333335,2025-10-11,2.450955061644302,30,0,4.533333333333333,2.3,4.199935745214762,2.4800020657974886,0.7362507920810528,0.6112526291295699,0.8079436041652117,0.7542668467412516,1.0,0.7542668467412516,28,Active
Las Vegas Sports Academy U11 Boys Red 2015,NV,30,115,25,0,0,0.8333333333333334,119,25,81,0.8316666666666667,1,0.03333333333333333,5,0.16666666666666666,2025-10-12,2.305748485313466,30,1,3.966666666666667,0.8333333333333334,3.7525673241621305,1.3221073289553833,0.6580239410095134,0.7802062401783012,0.7751296387649715,0.7527238194965458,1.0,0.7527238194965458,29,Active
CVFA 15B Academy,CA,30,121,23,7,0,0.7666666666666667,162,40,81,0.7616666666666666,7,0.23333333333333334,9,0.3,2025-10-11,1.8238730489469412,30,7,5.4,1.3333333333333333,4.884146271530551,1.7168441710606464,0.8314057116133685,0.7289438007149625,0.7329647816519314,0.751848771456825,1.0,0.751848771456825,30,Active
B2015 EA,CA,22,24,19,2,0,0.8636363636363636,91,19,63,0.7166666666666667,0,0.0,5,0.22727272727272727,2025-08-17,2.163121752056406,22,0,4.136363636363637,0.8636363636363636,3.8199186106053653,1.4746692833434853,0.6705151515223884,0.7612563254576805,0.7754889792312084,0.7516476829347387,1.0,0.7516476829347387,31,Active
Indy Eleven 2015B IDP,IN,30,35,24,3,0,0.8,183,32,119,0.8033333333333333,0,0.0,10,0.3333333333333333,2025-10-11,1.8418814003665989,30,0,6.1,1.0666666666666667,5.43677785047792,1.5063178552711727,0.8864760740671976,0.7571877674911575,0.7029249301208801,0.7504877263841991,1.0,0.7504877263841991,32,Active
Santa Clara Sporting 15B Green,CA,30,60,28,2,0,0.9333333333333333,174,49,108,0.94,4,0.13333333333333333,7,0.23333333333333334,2025-10-05,2.0242794647225995,30,4,5.8,1.6333333333333333,5.199935745214762,1.9536862763238043,0.8650941790923711,0.6948116239344935,0.7297103346979464,0.7498073614241407,1.0,0.7498073614241407,33,Active
Medford Strikers 2015 Boys,NJ,30,74,27,3,0,0.9,147,44,95,0.9,0,0.0,4,0.13333333333333333,2025-10-12,2.1551793961085073,30,0,4.9,1.4666666666666666,4.489409429425288,1.8221073289553833,0.7802843691289002,0.7140721046485444,0.7507862933753772,0.7493430707807152,1.0,0.7493430707807152,34,Active
FA Euro 2015 Pre-MLS Academy,NY,30,83,24,2,0,0.8,134,46,80,0.8016666666666666,0,0.0,10,0.3333333333333333,2025-10-11,2.223272626682819,30,0,4.466666666666667,1.5333333333333334,4.147304166267394,1.8747389079027517,0.7276632471582848,0.7064555457963102,0.7650677248712293,0.7458643935136566,1.0,0.7458643935136566,35,Active
Wellesley Premier Club 2015 Boys FC,MA,30,50,23,7,0,0.7666666666666667,134,49,71,0.7683333333333333,0,0.0,0,0.0,2025-10-05,2.2162377875921364,30,0,4.466666666666667,1.6333333333333333,4.147304166267394,1.9536862763238043,0.7276632471582848,0.6948116239344935,0.7673045104153404,0.7448776804677599,1.0,0.7448776804677599,36,Active
Cobras El Paso 2015,TX,30,40,22,6,0,0.7333333333333333,116,55,54,0.7333333333333333,1,0.03333333333333333,14,0.4666666666666667,2025-10-08,2.372357368690323,30,1,3.8666666666666667,1.8333333333333333,3.673619955741078,2.1115810131659094,0.6430991499278873,0.6707705669155382,0.8023340629435533,0.744174381134817,1.0,0.744174381134817,37,Active
WRS Galaxy,PA,22,23,20,2,0,0.9090909090909091,104,25,73,0.7833333333333333,1,0.045454545454545456,3,0.13636363636363635,2025-10-05,1.963397484806998,22,1,4.7272727272727275,1.1363636363636365,4.253251943938698,1.6746692833434855,0.7447708167460761,0.7347641040647683,0.745614772139115,0.7432758474456378,1.0,0.7432758474456378,38,Active
RFA 2015's,IA,28,28,22,5,0,0.7857142857142857,100,51,37,0.7933333333333333,0,0.0,15,0.5357142857142857,2025-10-12,2.426276225472065,28,0,3.5714285714285716,1.8214285714285714,3.4332655088378043,2.1177799583417936,0.5960276607723902,0.6698071325150917,0.8168357756474222,0.7432684240459497,1.0,0.7432684240459497,39,Active
VV FC 15B Vya,TX,30,35,25,1,0,0.8333333333333334,119,29,79,0.8366666666666666,0,0.0,9,0.3,2025-10-11,2.139840214617875,30,0,3.966666666666667,0.9666666666666667,3.7525673241621305,1.42737048685012,0.6580239410095134,0.7672490507765892,0.7601024538497622,0.7411160706670779,1.0,0.7411160706670779,40,Active
Soccer United 2015,NJ,30,63,25,2,0,0.8333333333333334,135,40,85,0.8283333333333334,1,0.03333333333333333,5,0.16666666666666666,2025-08-31,2.0745980469127705,30,1,4.5,1.3333333333333333,4.173619955741078,1.7168441710606464,0.7319788191712819,0.7289438007149625,0.7471916934175136,0.740499540027757,1.0,0.740499540027757,41,Active
AZ Arsenal Pre-ECNL B15,AZ,30,59,18,6,0,0.6,151,58,68,0.5966666666666667,1,0.03333333333333333,6,0.2,2025-10-12,1.9305589576345472,30,1,5.033333333333333,1.9333333333333333,4.594672587320026,2.190528381586962,0.7949247631489699,0.6583956040666217,0.7495937044842729,0.740420296133682,1.0,0.740420296133682,42,Active
Solar Pre-ECNL 15B Rodriguez,TX,30,80,22,5,0,0.7333333333333333,165,44,91,0.74,3,0.1,6,0.2,2025-10-11,1.7720205631807255,30,3,5.5,1.4666666666666666,4.963093639951604,1.8221073289553833,0.8404100766269116,0.7140721046485444,0.7131733401862319,0.7388004403668303,1.0,0.7388004403668303,43,Active
SKY Academy Select 2015 Boys Black,KY,26,26,21,2,0,0.8076923076923077,134,32,87,0.8283333333333334,1,0.038461538461538464,10,0.38461538461538464,2025-09-28,1.799452087649087,26,1,5.153846153846154,1.2307692307692308,4.635222303475323,1.683531720597193,0.8003678990383472,0.7335477028006514,0.717531129934977,0.737301798328786,1.0,0.737301798328786,44,Active
Coppermine SC 2015 Boys Pre-Academy I,MD,30,65,19,7,0,0.6333333333333333,133,70,63,0.6333333333333333,1,0.03333333333333333,14,0.4666666666666667,2025-10-11,2.2463618158065266,30,1,4.433333333333334,2.3333333333333335,4.12098837679371,2.5063178552711727,0.7233044545443698,0.6068461041595481,0.7838555881469647,0.7363434646289624,1.0,0.7363434646289624,45,Active
WYO 307 2015 Boys,WY,30,34,19,7,0,0.6333333333333333,170,58,71,0.6366666666666666,0,0.0,16,0.5333333333333333,2025-08-31,1.7073054170206494,30,0,5.666666666666667,1.9333333333333333,5.094672587320026,2.190528381586962,0.8545465931597588,0.6583956040666217,0.7223764542505378,0.7360143119955989,1.0,0.7360143119955989,46,Active
South Shore 2015B AT Sky Blue Real,MA,30,50,21,7,0,0.7,128,54,55,0.6983333333333334,2,0.06666666666666667,3,0.1,2025-10-13,2.0658165366616354,30,2,4.266666666666667,1.8,3.9894094294252884,2.0852652236922253,0.7008774379796614,0.6748445130932719,0.7675078470107216,0.7356490984210197,1.0,0.7356490984210197,47,Active
NLSA Select B2015,NY,30,43,29,1,0,0.9666666666666667,183,51,112,0.97,4,0.13333333333333333,1,0.03333333333333333,2025-06-13,1.8676783172589526,30,4,6.1,1.7,5.43677785047792,2.0063178552711727,0.8864760740671976,0.6869069612540077,0.7015857225359045,0.7356280405857838,1.0,0.7356280405857838,48,Active
WW SURF B15 ELITE A,WA,26,26,24,0,0,0.9230769230769231,100,27,68,0.815,0,0.0,7,0.2692307692307692,2025-04-27,2.119998233146851,26,0,3.8461538461538463,1.0384615384615385,3.6352223034753224,1.5364728970677812,0.635736342193535,0.7532676252562571,0.7607118110874665,0.7342278801424383,1.0,0.7342278801424383,49,Active
Philadelphia Union -SWAG Academy 2015,PA,24,24,20,2,0,0.8333333333333334,156,43,95,0.7055555555555555,5,0.20833333333333334,12,0.5,2025-10-04,1.7545088830423743,24,5,6.5,1.7916666666666667,5.61242369744253,2.1325024531345176,0.9003682805643821,0.6675132659848293,0.700221953438299,0.7337094813728215,1.0,0.7337094813728215,50,Active
Deportivo Hijar 2015,TX,30,47,21,7,0,0.7,179,51,81,0.7,2,0.06666666666666667,14,0.4666666666666667,2025-10-03,1.6086777136488961,30,2,5.966666666666667,1.7,5.331514692583183,2.0063178552711727,0.8773632397974551,0.6869069612540077,0.701355991392343,0.7336676350456983,1.0,0.7336676350456983,51,Active
JFC 2015 Pre MLS Academy I,FL,30,122,24,1,0,0.8,171,35,103,0.795,6,0.2,9,0.3,2025-10-12,1.6358429503060448,30,6,5.7,1.1666666666666667,5.12098837679371,1.5852652236922253,0.8572459664536817,0.7468350683875565,0.6879835748817007,0.733606351897268,1.0,0.733606351897268,52,Active
SGA 2015B Premier,TX,25,25,19,2,0,0.76,110,15,81,0.6466666666666666,1,0.04,5,0.2,2025-10-04,1.7941443621713917,25,1,4.4,0.6,4.04841085812609,1.2193963181910474,0.7110626166311745,0.7923419030261744,0.7214826640757245,0.7335705023769045,1.0,0.7335705023769045,53,Active
JA Elite FC - 2015 Boys DSA (U11),CT,21,21,16,3,0,0.7619047619047619,94,31,59,0.6333333333333333,0,0.0,6,0.2857142857142857,2025-10-12,1.9238007954281366,21,0,4.476190476190476,1.4761904761904763,4.0550882178676195,1.9393130517346402,0.7122022564687008,0.6969507687805027,0.7526432486038448,0.7334165542121476,1.0,0.7334165542121476,54,Active
NEFC 2015 Pre-MLS Next Navy,MA,20,20,16,2,0,0.8,145,28,68,0.6433333333333333,0,0.0,9,0.45,2025-10-11,1.4210436589248074,20,0,7.25,1.4,6.021341368505749,1.9014313750108773,0.9269946971624327,0.7025477671670075,0.6789337311233685,0.7332687315399091,1.0,0.7332687315399091,55,Active
SLSG IL B 2015 Academy Red,IL,30,63,16,14,0,0.5333333333333333,105,92,9,0.5366666666666666,4,0.13333333333333333,18,0.6,2025-10-04,2.686001482900405,30,4,3.5,3.066666666666667,3.3841462715305517,3.0852652236922253,0.5861540224763099,0.5067321168701915,0.8569074158615282,0.7327216773862171,1.0,0.7327216773862171,56,Active
CFYSC 2015B Premier Red,IL,30,37,22,6,0,0.7333333333333333,122,44,70,0.735,0,0.0,2,0.06666666666666667,2025-10-05,2.090486918246677,30,0,4.066666666666666,1.4666666666666666,3.831514692583183,1.8221073289553833,0.6726423082068379,0.7140721046485444,0.7585226607229909,0.732456479004871,1.0,0.732456479004871,57,Active
United FC Jr NPSC,NJ,30,36,26,0,0,0.8666666666666667,156,41,111,0.8666666666666666,0,0.0,5,0.16666666666666666,2025-10-12,1.9001423384014562,30,0,5.2,1.3666666666666667,4.726251534688447,1.7431599605343306,0.8121899801531688,0.72527173622213,0.7061944034685841,0.7312089853562103,1.0,0.7312089853562103,58,Active
North Coast FC 15B Blue,CA,30,94,22,8,0,0.7333333333333333,136,58,62,0.7383333333333333,0,0.0,3,0.1,2025-10-12,1.9150297125419435,30,0,4.533333333333333,1.9333333333333333,4.199935745214762,2.190528381586962,0.7362507920810528,0.6583956040666217,0.7529969412574604,0.7307274439840111,1.0,0.7307274439840111,59,Active
Cleveland Force 15B White West,OH,30,59,22,8,0,0.7333333333333333,136,80,50,0.73,0,0.0,10,0.3333333333333333,2025-06-01,2.1510673793679715,30,0,4.533333333333333,2.6666666666666665,4.199935745214762,2.7694757500080147,0.7362507920810528,0.5619324786252,0.7843999087354828,0.7302765993825402,1.0,0.7302765993825402,60,Active
New England Force 2015 Boys Surge Black,MA,24,24,19,2,0,0.7916666666666666,111,35,66,0.6722222222222223,1,0.041666666666666664,2,0.08333333333333333,2025-10-12,1.8693235551935496,24,1,4.625,1.4583333333333333,4.20617369744253,1.8825024531345176,0.737256998688682,0.7053220589383778,0.7358527594590295,0.7300274672008296,1.0,0.7300274672008296,61,Active
ECFC 15B Black Pre-ECNL,CA,23,24,16,6,0,0.6956521739130435,80,37,38,0.5958333333333332,0,0.0,0,0.0,2025-10-05,2.2339015066997407,23,0,3.4782608695652173,1.608695652173913,3.3418567199406763,2.00774446775176,0.5775970961857053,0.6866911531678714,0.7948117204262849,0.7297446821264862,1.0,0.7297446821264862,62,Active
Southampton Vikings,PA,30,43,26,4,0,0.8666666666666667,144,40,102,0.8733333333333333,0,0.0,3,0.1,2025-10-02,1.9310663968047015,30,0,4.8,1.3333333333333333,4.410462061004236,1.7168441710606464,0.7688207779862243,0.7289438007149625,0.7156796522104967,0.7289607070665354,1.0,0.7289607070665354,63,Active
West 2015 Boys Pre-MLS Blue,MA,30,37,22,6,0,0.7333333333333333,135,39,79,0.7233333333333334,0,0.0,15,0.5,2025-10-12,1.7967834418959052,30,0,4.5,1.3,4.173619955741078,1.6905283815869623,0.7319788191712819,0.7325848806002067,0.7264713390471677,0.7287955433825983,1.0,0.7287955433825983,64,Active
Javanon 2015 Boys Black,KY,30,34,18,12,0,0.6,118,60,53,0.6116666666666667,1,0.03333333333333333,11,0.36666666666666664,2025-10-12,2.0915625690570843,30,1,3.933333333333333,2.0,3.7262515346884464,2.2431599605343306,0.6530819472381928,0.6500228276295759,0.7794774838204688,0.728307445265835,1.0,0.728307445265835,65,Active
WUFC U10 Boys Orange,ND,21,21,16,4,0,0.7619047619047619,86,47,37,0.6583333333333333,2,0.09523809523809523,12,0.5714285714285714,2025-06-08,2.126373771086435,21,2,4.095238095238095,2.238095238095238,3.779226148902102,2.4910371896656747,0.6629956171555048,0.6094069877846164,0.7892576985963403,0.7280351401458285,1.0,0.7280351401458285,66,Active
NBFC 2015 Boys Blue,ID,30,38,27,3,0,0.9,125,35,81,0.9,0,0.0,4,0.13333333333333333,2025-10-11,2.013434370728446,30,0,4.166666666666667,1.1666666666666667,3.9104620610042358,1.5852652236922253,0.6869330894020607,0.7468350683875565,0.7346425011136645,0.7275391322261221,1.0,0.7275391322261221,67,Active
AHFC 15B Pre-ECNL,TX,19,19,14,5,0,0.7368421052631579,141,26,49,0.575,0,0.0,2,0.10526315789473684,2025-08-31,1.418436692050347,19,0,7.421052631578948,1.368421052631579,6.096205863635591,1.8977806851964654,0.9310980280754961,0.7030839969903749,0.6993075252040484,0.7464209201356032,0.9746794344808963,0.7275211203224801,68,Active
Inter Connecticut 2015 Pre-NAL Boys,CT,23,23,14,8,0,0.6086956521739131,92,61,15,0.4979166666666666,2,0.08695652173913043,11,0.4782608695652174,2025-10-04,2.2083307927700275,23,2,4.0,2.652173913043478,3.728953494134225,2.7819380161388563,0.6535909087980678,0.5597739183688502,0.8077064169991884,0.7272968156328966,1.0,0.7272968156328966,69,Active
Valley Surf 15B Pre-ECNL I,CA,25,26,19,5,0,0.76,131,50,61,0.6433333333333333,2,0.08,5,0.2,2025-10-05,1.7275241916906876,25,2,5.24,2.0,4.6847744944897265,2.280002378797108,0.8068712964632069,0.6441059523632482,0.7283202142693338,0.7271875783268913,1.0,0.7271875783268913,70,Active
Greenwood 2015 Pre-MLS Next,OK,30,34,20,5,0,0.6666666666666666,137,52,66,0.6683333333333333,1,0.03333333333333333,27,0.9,2025-10-12,1.8441354651782962,30,1,4.566666666666666,1.7333333333333334,4.226251534688447,2.0326336447448567,0.7404788156646465,0.6829131358005673,0.7372547264869744,0.7270312261852274,1.0,0.7270312261852274,71,Active
Monterey Surf 15B Academy I,CA,30,77,20,8,0,0.6666666666666666,95,52,39,0.6633333333333333,0,0.0,6,0.2,2025-10-11,2.258377876413364,30,0,3.1666666666666665,1.7333333333333334,3.1209883767937097,2.0326336447448567,0.5322608966349809,0.6829131358005673,0.8066136768301082,0.7270030125851745,1.0,0.7270030125851745,72,Active
Lightning 15 Black,CA,30,92,25,5,0,0.8333333333333334,136,36,89,0.8283333333333334,0,0.0,7,0.23333333333333334,2025-10-12,1.8227876849158957,30,0,4.533333333333333,1.2,4.199935745214762,1.6115810131659096,0.7362507920810528,0.7433200339238653,0.7170593479180406,0.7261497739518079,1.0,0.7261497739518079,73,Active
2015B Pre-Regional North,MA,30,54,20,6,0,0.6666666666666666,108,38,65,0.675,2,0.06666666666666667,3,0.1,2025-10-13,2.0638545830707655,30,2,3.6,1.2666666666666666,3.4630936399516044,1.664212592113278,0.6019863350171426,0.736194750802291,0.764154360310183,0.7261288333499966,1.0,0.7261288333499966,74,Active
RU RED PRE ECNL 1 B15,VA,21,21,19,2,0,0.9047619047619048,110,37,70,0.7833333333333333,1,0.047619047619047616,2,0.09523809523809523,2025-10-05,1.7715512472796195,21,1,5.238095238095238,1.7619047619047619,4.606812355798654,2.146209603458778,0.7965657905205501,0.6653704304957779,0.7227806151529323,0.726055613295025,1.0,0.726055613295025,75,Active
Bayern,CA,30,121,21,5,0,0.7,139,68,65,0.7016666666666667,1,0.03333333333333333,5,0.16666666666666666,2025-10-11,1.973225253346919,30,1,4.633333333333334,2.2666666666666666,4.278883113635815,2.453686276323804,0.7488017536610904,0.6156410466929944,0.7530240572463093,0.7247029944186025,1.0,0.7247029944186025,76,Active
NY Red Bulls RDS Showcase B2015 Red,NJ,21,21,16,1,0,0.7619047619047619,101,25,67,0.6833333333333333,0,0.0,5,0.23809523809523808,2025-07-27,1.7046840909977339,21,0,4.809523809523809,1.1904761904761905,4.296467528212447,1.732416500010502,0.7515426171509745,0.7267745896961751,0.7150100794574363,0.7246694890438916,1.0,0.7246694890438916,77,Active
SLSG MO B 2015 Academy Green,MO,30,66,23,6,0,0.7666666666666667,107,44,57,0.76,0,0.0,9,0.3,2025-10-12,2.170483836638033,30,0,3.566666666666667,1.4666666666666666,3.4367778504779203,1.8221073289553833,0.5967308202149296,0.7140721046485444,0.7707545025076614,0.7246132864772916,1.0,0.7246132864772916,78,Active
