Team,State,Games_Played,Total_Games_History,Wins,Losses,Ties,Win_Percentage,Goals_For,Goals_Against,Goal_Differential,Recent_Win_Pct,Cross_Age_Games,Cross_Age_Pct,Cross_State_Games,Cross_State_Pct,Last_Game_Date,SOS_Score,Opponents_Count,Cross_Age_Opponents,Offense,Defense,Offense_Adj,Defense_Adj,Offense_Norm,Defense_Norm,SOS_Norm,Power_Score,Games_Penalty,Power_Score_Adj,National_Rank,Status
SWAG Academy 2016,PA,30,87,22,6,0,0.7333333333333333,152,45,81,0.7366666666666666,28,0.9333333333333333,5,0.16666666666666666,2025-10-12,0.5067609930629898,30,28,5.066666666666666,1.5,4.702982101780966,1.9014148172466845,0.7229846742307096,0.7259402268891852,0.9294448322216005,0.8474518795569392,1.224744871391589,1.0379123432385238,1,Active
B2016 Elite Red,NY,30,68,29,1,0,0.9666666666666667,237,38,146,0.97,11,0.36666666666666664,9,0.3,2025-10-05,0.348223563123671,30,11,7.9,1.2666666666666666,6.939824207044124,1.7172042909308949,0.9280316628250921,0.7495253692176274,0.8432810045191736,0.8414800091200481,1.224744871391589,1.0305983255483264,2,Active
Nationals Macomb 16 Boys Black - Premier,MI,30,48,23,7,0,0.7666666666666667,121,42,72,0.7666666666666666,12,0.4,10,0.3333333333333333,2025-10-12,0.49013734730847197,30,12,4.033333333333333,1.4,3.8871926280967557,1.8224674488256318,0.5930741971808284,0.7362155168951565,0.9248268887125274,0.8207540760427134,1.224744871391589,1.0052143453070554,3,Active
SLSG MO B 2016 Academy Green,MO,30,30,23,4,0,0.7666666666666667,133,31,76,0.7633333333333333,14,0.4666666666666667,10,0.3333333333333333,2025-10-12,0.3726037477733685,30,14,4.433333333333334,1.0333333333333334,4.202982101780966,1.5329937646151057,0.6461643864925285,0.7717190763859205,0.8758227402391457,0.8090703367191773,1.224744871391589,0.9909047454918783,4,Active
LFA Blue Star 2016B,MO,30,42,15,11,0,0.5,93,64,29,0.5033333333333334,21,0.7,11,0.36666666666666664,2025-10-12,0.6847728032902118,30,21,3.1,2.1333333333333333,3.1503505228335977,2.4014148172466845,0.46268086146502474,0.6554503233465947,0.9589919503429402,0.7990214071680879,1.224744871391589,0.9785973705612062,5,Active
16 Kraze Black,FL,30,65,26,4,0,0.8666666666666667,135,47,80,0.8633333333333334,16,0.5333333333333333,9,0.3,2025-09-28,0.3717927278644624,30,16,4.5,1.5666666666666667,4.2556136807283345,1.9540463961940528,0.654710580203802,0.718953273324877,0.8607753478770205,0.7911979794319481,1.224744871391589,0.9690156675646664,6,Active
Santa Clara Sporting 16B Green,CA,30,66,27,3,0,0.9,195,48,113,0.9033333333333333,6,0.2,10,0.3333333333333333,2025-10-11,0.22021377743641626,30,6,6.5,1.6,5.834561049149388,1.9803621856677371,0.854143330941643,0.7154193973234687,0.7877284538521128,0.7865496179642899,1.224744871391589,0.9633226106967776,7,Active
SLSG MO B 2016 Academy Navy,MO,30,31,24,3,0,0.8,133,53,66,0.8033333333333333,13,0.43333333333333335,9,0.3,2025-10-12,0.33959623694117547,30,13,4.433333333333334,1.7666666666666666,4.202982101780966,2.111941133036158,0.6461643864925285,0.6973556865333592,0.8616983985263501,0.7857230537209876,1.224744871391589,0.9623102803789175,8,Active
FC Philly,PA,30,86,23,5,0,0.7666666666666667,167,47,111,0.7683333333333333,18,0.6,14,0.4666666666666667,2025-07-27,0.20881352823612517,30,18,5.566666666666666,1.5666666666666667,5.097718943886229,1.9540463961940528,0.7757782606053685,0.718953273324877,0.7942332982052683,0.7754862857092101,1.224744871391589,0.9497728512568675,9,Active
Bethesda Pulisic 2016,MD,30,48,18,12,0,0.6,141,93,46,0.595,11,0.36666666666666664,11,0.36666666666666664,2025-10-12,0.3987250836043916,30,11,4.7,3.1,4.41350841757044,3.1645727119835265,0.6797398986223776,0.5343997985044738,0.8845868721950642,0.7735800627424088,1.224744871391589,0.9474382144545487,10,Active
