Team,State,Games_Played,Wins,Losses,Ties,Win_Percentage,Goals_For,Goals_Against,Goal_Differential,Recent_Win_Pct,Cross_Age_Games,Cross_Age_Pct,Cross_State_Games,Cross_State_Pct,Last_Game_Date,SOS_Score,Opponents_Count,Cross_Age_Opponents,Win_Pct_Norm,Goal_Diff_Norm,SOS_Norm,Power_Score,Games_Penalty,Power_Score_Adj,National_Rank,Status,State_Rank
Alabama FC Central 16B Academy South Red,AL,15,11,3,0,0.7333333333333333,83,26,57,0.6,8,0.5333333333333333,15,1.0,2025-10-05,0.5138888888888888,8,8,0.7333333333333333,0.622,0.5138888888888888,0.5793999999999999,0.8660254037844386,0.5017751189527037,1519,Active,1
Mercury Premier B16 White,AL,15,11,3,0,0.7333333333333333,62,24,38,0.7,0,0.0,15,1.0,2025-10-05,0.351984126984127,12,0,0.7333333333333333,0.584,0.351984126984127,0.4746571428571429,0.8660254037844386,0.41106514380202513,2114,Active,2
Savage Premier 2016,AL,8,5,3,0,0.625,46,34,12,0.625,4,0.5,8,1.0,2025-07-27,0.5428571428571428,7,4,0.625,0.532,0.5428571428571428,0.5571142857142857,0.6324555320336759,0.3523500119749899,2399,Active,3
AYSO United B2016 Premier,AL,4,2,2,0,0.5,18,17,1,0.5,2,0.5,4,1.0,2025-04-13,0.19444444444444442,2,2,0.5,0.51,0.19444444444444442,0.31866666666666665,0.4472135954999579,0.1425120657659866,3179,Inactive,4
NASC Gravity 16B Barca,AL,2,0,2,0,0.0,3,16,-13,0.0,0,0.0,2,1.0,2025-05-11,0.5277777777777778,2,0,0.0,0.482,0.5277777777777778,0.41306666666666664,0.31622776601683794,0.13062314921602186,3194,Provisional,5
