team_name,gotsport_team_id,state
15B TS Copa,367920,OR
FC Portland 15B Navy,625863,OR
WUFC 15B White,514275,OR
LOSC 15B Gold,624146,OR
FC Portland 15B White,625868,OR
Lake Oswego Soccer Club 2015b Royal,635792,OR
PCU 15B Red,382858,OR
ADF Deportivo rose city B2015 Leon,622112,OR
EMFC 15B Monaco Premier 2,499069,OR
OFA 15B Black,559866,OR
Saints 15B Blue,372149,OR
Umpqua United Soccer Club - U10B,486230,OR
CUSC 15B Black Venom,620498,OR
SESC 15B Warriors White,373112,OR
Basin United,639850,OR
15B Copa White,368720,OR
WOODBURN FC B15 Academy,381277,OR
Toluca 14B,669305,OR
15B TS Samba,368075,OR
EMFC 15B Monaco Premier 1,365392,OR
United PDX 2015B Grey,627265,OR
Columbia Premier SC 15B Black 3,617362,OR
PCFC Unity,614502,OR
United PDX - 15B Gorge,657594,OR
Capital FC 15B Red PA,368872,OR
CUSC 15B Red Strikers,517968,OR
EMFC 15B Monaco Comp 2,499164,OR
ADF Portland 2015B,500657,OR
ADF Portland 2015B,500657,OR
ADF Portland 2015B,500657,OR
HFSA 2015 Black,626101,OR
Bend FC 15B Select,625113,OR
Bend FC 15B Select,625113,OR
Capital FC 15B Grey,497154,OR
Columbia Premier SC 15B Black 4,626252,OR
Westside Metros 15B Samba,368721,OR
Hillsboro Rush 15B White,384455,OR
Genesis 15B,622554,OR
Rogue Valley Timbers 15B Red,613273,OR
Saints 15B Blue Premier,496525,OR
United PDX 2015B Blue,627262,OR
Genesis FC 15B,622557,OR
PCU 15B Black,382859,OR
LCYSA u11B,630009,OR
HFSA 2015,384535,OR
15B Copa Red,368719,OR
CPSC 15B White 1,632470,OR
15B Blue,511785,OR
Bend FC15B Premier,627334,OR
CFC 14B Red Pre-RL,572202,OR
ALBION SC Portland B15 Academy,383886,OR
15B Copa Blue,498509,OR
15B Mundial,498511,OR
15B White,624467,OR
Capital FC 15B Black PA,368873,OR
15B Copa Gorge,632130,OR
Bend FC 15B Premier,622739,OR
UC United SC,673044,OR
ADF Portland 2016B,500652,OR
Eastside Timbers 2015B Red II,650632,OR
Pumitas academy,388340,OR
CUSC 15B Red Snakes,386354,OR
SCA 2015B Gold,507147,OR
UNITED PDX 15B WEST,629904,OR
15B White,634806,OR
OFA 15B Blue,608918,OR
15B Elite - Pre MLS Next,511784,OR
RecStars 7v7 boys White,501310,OR
Rogue United FC 2015B - Green,622809,OR
SCA 2015 Pre MLSNext Boys,372065,OR
Bend FC 15B Competitive,622740,OR
2015B FC Piamonte,370654,OR
Apex FC 2015B White,627376,OR
Apex FC 2015 Boys Navy,636827,OR
PCFC Unity,632859,OR
Black Foxes,644236,OR
Capital FC Future Boys,646530,OR
WOODBURN FC B15 Premier,381278,OR
OVF Alliance 15B Navy,496706,OR
CCSA United 5th Coed,644027,OR
NCA 15B,631780,OR
Saints 15B Gold,368888,OR
Lincoln Youth Soccer,625096,OR
Lake Oswego SC 15B White,636389,OR
OVF Alliance 15B White,649137,OR
EST 2015B Red 1,629212,OR
15B Brazuca,493493,OR
Lake Oswego SC 2015B White,387858,OR
Hillsboro Rush 15B Pre-MLS Next,384454,OR
Woodburn B2015 Premier,632214,OR
Capital FC 15B White,368875,OR
SESC 15B Warriors Blue,373644,OR
Coras 2015,652940,OR
HellCats,652056,OR
