team_name,gotsport_team_id,state
15B Pre-Elite I,277584,CO
2015 Academy,437630,CO
2015 Boys National,20924,CO
ALBION SC Boulder County B15 Academy,452348,CO
15B Pre-Elite III,277611,CO
ALBION SC Denver B15 Academy,416528,CO
15B Pre-Elite II,559401,CO
TYSC U10 Boys Red,479545,CO
Centauros JVS,333930,CO
2015B Westy Elite,520913,CO
Colorado Rush East Zorros 16B Blue,566706,CO
Rio Rapids Durango Volt,475420,CO
CC Wolfpack 2015,656478,CO
2015 Boys Centauros Academy,433091,CO
Real CO 2015B North Olympico,443407,CO
2015,234952,CO
Real CO 2015B Olympico,441230,CO
The Snoop Doggs,581873,CO
2015B - B1,608162,CO
Real CO 2015B North Athletico,443405,CO
WSC 2014 Boys Navy,572138,CO
Pride SC United B15,630932,CO
South 15B Select II,640047,CO
Flatirons Rush 2015B Bronze,588539,CO
2016B Real CO Academy,528536,CO
Forge AC - 10uB Admiral,514658,CO
Pride SC Black B15,630925,CO
Arsenal Colorado 2015B Gold,380050,CO
Real 2015B North National,520434,CO
Flatirons Rush 2015B Gold,588538,CO
TYSC U10 Boys Black,479555,CO
2015B Blue Team,606619,CO
2015 B White,566102,CO
2015B Gold,641379,CO
Broomfield SC 2015B Extreme,479810,CO
15B Academy,374135,CO
North Rising 15B Grey,393397,CO
Grand Junction SC 2015B Premier,637414,CO
Central 15B Burgundy II,390194,CO
Albion Academy 1,580086,CO
North Rising 15B Black,393401,CO
Real Red,589049,CO
Arsenal Colorado 2015 Boys Blue,516866,CO
Gunnison P&R U10 Boys Grey,589110,CO
LFA 2015 Boys,612046,CO
Arsenal Colorado 2015B Royal,380051,CO
North Rising 15B Blue,393398,CO
Pride SC Copa B15,630926,CO
Pride SC Predators B15,630930,CO
CO Rush 15B Blue,598033,CO
Colorado Rush East 15B Blue,589124,CO
2015B White,402422,CO
15B Summit,250340,CO
ALBION SC Denver B15 Academy 1,416527,CO
Colorado EDGE Select 2015B,627805,CO
Chaffee County United 15/16 Boys Royal,607042,CO
Albion EC B15 Premier,583819,CO
CIS ACADEMY 2015B UNTIED,579147,CO
Pueblo Rangers SC 2015 Boys Elite,330226,CO
ALBION SC Boulder County B15 Academy I,452349,CO
Real Colorado JA Gold,608079,CO
Gunnison P&R U10 Boys Red,589108,CO
ALBION SC Boulder County B15 Academy II,452350,CO
North Rising 15B Gold,393400,CO
2015B - C2,607905,CO
Pride SC White B15,630934,CO
North Rising 15B White,393396,CO
Denver Kickers 2015B Red,395811,CO
Durango Rapids SC '15B Blaze,603996,CO
Grand Junction SC - Grand Junction SC - Level Up Academy Boys Gold,601809,CO
2015 B Gold,459279,CO
Arsenal Colorado 2015B Bobcats S25,397521,CO
United SC Premier 2015B,585418,CO
East 15B Blue,562396,CO
Arsenal Colorado 2015B Red,633363,CO
Arsenal Colorado 2015B Academy,380049,CO
Colorado Rush South 2015B,568500,CO
Arsenal Colorado 2015B White,503523,CO
Real Colorado 2015 Boys Black,674056,CO
Fire Hawks,493836,CO
2015B Black,654786,CO
Pride SC Gold B15,630928,CO
