team_name,gotsport_team_id,state
Savage Premier 2015,610314,AL
OWS FC 2015,486787,AL
Cottontown United 15 Boys,456779,AL
SOCA u10 Boys Jamboree White,610201,AL
AFCHSV- USC 2015 Boys Premier,411197,AL
Auburn Soccer Club 2015 Boys Blue,549637,AL
GlobalJC-B11A-Nobrega,542389,AL
SOCA u10 Boys Jamboree Red,610202,AL
"Red Bulls Regional Select, Westchester, Boys 2015 White",623861,AL
NASC Gravity 15B Barca,409154,AL
Rip City Surf 15B East,621084,AL
AL Rush 15/16 Academy DC,535622,AL
TUSC Academy Boys 2014,638666,AL
Hoover Vestavia 15B Yellow Pre-MLS NEXT,628824,AL
Alabama FC South 15B Navy,673395,AL
Dothan Shockers FC 15B,533995,AL
NASC Gravity 15B ManU,409155,AL
Phoenix FC 2015 Boys,279755,AL
Phoenix FC 2015 Boys Black,453104,AL
Auburn Soccer Club EAST 2015 Boys,627633,AL
NASC Gravity15B Chelsea,515808,AL
AFCHSV- USC 2015 Boys Elite,411198,AL
Hoover Jr Phantoms 2015 Blue,398840,AL
Auburn Soccer Club 2015 Boys White,549664,AL
DSC 2015 U10 Boys (WHITE),596902,AL
FWSC 2015B Mannheim,635027,AL
NCU FC 15B WHITE-CULLMAN,412538,AL
TFC 2015 Boys Black,527980,AL
SOCA u10 Boys Jamboree Blue,610200,AL
Fire 15 Red,383387,AL
Barca Academy Hoover 15 Boys Blue,652694,AL
AFC Central 15B North Academy Navy,678267,AL
Enterprise United 2015B,654850,AL
Fenómenos 2015,591896,AL
AFC Central 15B Academy North Red,638659,AL
Alabama FC Central 15B Academy South Red,393638,AL
Phoenix FC 2015 Boys Gold,453106,AL
Fusion FC 2014B,626882,AL
HCSC 2015 BOYS,382740,AL
Madison Blaze 2015B,245517,AL
Alabama FC Central 15B Academy South Black,393646,AL
AFCHSV- USC 2015 Boys Adidas,542254,AL
USC 15 Boys Select,411199,AL
Hoover Vestavia 15B Grey Pre MLS NEXT,635774,AL
TUSC Academy Boys 2015 Red,389152,AL
NOW FC BOYS 2015 Black,500986,AL
Steamers 15 Leverkusen,648752,AL
TFC 2015 Boys White,527983,AL
