Team,Date,Opponent,GoalsFor,GoalsAgainst,GoalDiff,expected_gd,gd_delta,impact_bucket,Opponent_BaseStrength
14B Rueda,2025-03-08,CCV STARS 14 Boys Navy PEO,0,7,-7,-0.47126436781609216,-6.528735632183908,weak,0.198
14B Rueda,2025-03-07,Amore 2014 Boys,2,2,0,-1.413793103448276,1.413793103448276,good,0.273
14B Rueda,2025-03-01,2014 Boys Yellow,0,2,-2,-0.09537784299339691,-1.904622157006603,weak,0.181
14B Rueda,2025-02-22,PRFC North Valley 14B Copa,3,2,1,-4.1146752205292705,5.1146752205292705,good,0.343
14B Rueda,2025-02-22,U-11 (2014) Boys Pre Academy,0,8,-8,-0.7261663286004059,-7.273833671399594,weak,0.223
14B Rueda,2025-02-21,Next Level Soccer Southeast 2014 Boys Green,0,2,-2,0.043887147335423204,-2.043887147335423,weak,0.201
14B Rueda,2025-02-15,Legends FC AZ 14B Black,0,3,-3,-1.1122900088417331,-1.8877099911582669,weak,0.266
14B Rueda,2025-02-08,Scottsdale 14 Sandsharks,0,3,-3,1.428735632183908,-4.428735632183908,weak,0.187
14B Rueda,2025-02-01,West Valley 2014 Boys Martinez Pre-Elite64,0,10,-10,-0.1579310344827587,-9.84206896551724,weak,0.225
14B Rueda,2025-01-25,PRFC Scottsdale 14B Pre-Academy,1,9,-8,0.0654587960257158,-8.065458796025716,weak,0.251
14B Rueda,2025-01-04,Legends FC AZ 14B Black,1,5,-4,-1.1122900088417331,-2.8877099911582667,weak,0.266
14B Rueda,2024-12-15,Next Level Soccer Northwest 2014 Boys,1,2,-1,-1.3823754789272031,0.38237547892720314,neutral,0.214
14B Rueda,2024-12-14,14B Hinds,2,1,1,-0.5318704284221527,1.5318704284221527,good,0.204
14B Rueda,2024-12-12,Scottsdale 14 Sandsharks,0,5,-5,1.428735632183908,-6.428735632183908,weak,0.187
14B Rueda,2024-10-26,PRFC West Valley 14B Pre-Academy,2,1,1,-1.2675606641123884,2.2675606641123887,good,0.226
14B Rueda,2024-10-19,PRFC North Valley 14B Copa,6,2,4,-4.1146752205292705,8.114675220529271,good,0.343
14B Rueda,2024-10-12,PRFC Scottsdale 14B Predator,9,2,7,-1.2309542902967123,8.230954290296712,good,0.25
14B Rueda,2024-09-21,14 Cityzens,4,7,-3,-0.9830014570179701,-2.01699854298203,weak,0.22
14B Rueda,2024-09-15,14 Cityzens,4,1,3,-0.9830014570179701,3.98300145701797,good,0.22
14B Rueda,2024-09-14,15B NMarkette,2,6,-4,-1.9950738916256159,-2.0049261083743843,weak,0.265
14B Rueda,2024-09-14,West Valley 2014 Boys Martinez Pre-Elite64,2,9,-7,-0.1579310344827587,-6.8420689655172415,weak,0.225
14B Rueda,2024-09-07,LAFC 14 BOYS,3,2,1,-3.0326678765880217,4.032667876588022,good,0.365
14B Velasco,2025-09-27,PRFC North Valley 14B Predator,3,0,3,-0.48120300751879697,3.481203007518797,good,0.221
14B Velasco,2025-09-20,14B Engilman,6,1,5,-0.43724696356275317,5.437246963562753,good,0.235
14B Velasco,2025-09-14,Southeast 2015 Boys Red,0,3,-3,1.5902255639097742,-4.590225563909774,weak,0.21
14B Velasco,2025-09-13,Playmaker Futbol Academy PRE-ECNL B14,1,5,-4,-0.41470054446461013,-3.58529945553539,weak,0.225
14B Velasco,2025-09-13,15B AChacon Pre-MLS Next,1,2,-1,1.614035087719298,-2.614035087719298,weak,0.196
14B Velasco,2025-08-24,City SC B14 Premier - O'Mahoney,0,0,0,2.4473684210526314,-2.4473684210526314,weak,0.0
14B Velasco,2025-08-23,Borussia Del Mar Soccer Club Boys 2014,0,2,-2,2.4473684210526314,-4.447368421052632,weak,0.083
14B Velasco,2025-08-23,B2014 Academy,0,2,-2,1.4473684210526314,-3.4473684210526314,weak,0.1
14B Velasco,2025-04-27,Phoenix Premier FC 14B CG,2,3,-1,0.7200956937799041,-1.7200956937799041,weak,0.266
14B Velasco,2025-04-26,AZ Arsenal 15 Boys Teal 1 JZ,2,1,1,-0.11263157894736864,1.1126315789473686,good,0.271
14B Velasco,2025-04-11,East Valley NSFC 14 Boys Aguirre,4,1,3,-0.2814451382694023,3.2814451382694023,good,0.233
14B Velasco,2025-04-04,NOS Santos 14 Boys Blue,2,2,0,-0.5820433436532508,0.5820433436532508,neutral,0.268
14B Velasco,2025-03-08,Next Level Soccer Southeast 2014 Boys Green,1,2,-1,0.6291866028708133,-1.6291866028708133,weak,0.201
14B Velasco,2025-03-08,14B Engilman,3,2,1,-0.43724696356275317,1.4372469635627532,good,0.235
14B Velasco,2025-03-01,Legends FC AZ 14B Gold,3,1,2,-1.0374800637958534,3.0374800637958534,good,0.262
14B Velasco,2025-02-23,14B JCFresquez Pre-MLS Next,1,3,-2,0.09022556390977421,-2.090225563909774,weak,0.184
14B Velasco,2025-02-22,AZEV B2014 (NAVY),0,1,-1,1.039961013645224,-2.039961013645224,weak,0.211
14B Velasco,2025-02-20,Legends FC AZ 14B FC,0,5,-5,1.1330827067669171,-6.133082706766917,weak,0.175
14B Velasco,2025-02-01,PRFC Southeast Valley 14B Pre-Academy,6,2,4,-1.0410036719706244,5.041003671970625,good,0.239
14B Velasco,2025-01-25,14,5,8,-3,0.06027164685908293,-3.060271646859083,weak,0.318
14B Velasco,2025-01-18,East Valley NSFC 14 Boys Aguirre,3,1,2,-0.2814451382694023,2.2814451382694023,good,0.233
14B Velasco,2025-01-12,West Valley 2014 Boys Martinez Pre-Elite64,3,2,1,0.4273684210526314,0.5726315789473686,neutral,0.225
14B Velasco,2025-01-11,AZEV B2014 (NAVY),1,1,0,1.039961013645224,-1.039961013645224,weak,0.211
14B Velasco,2025-01-11,Next Level Soccer Northwest 2014 Boys,4,1,3,-0.797076023391813,3.797076023391813,good,0.214
14B Velasco,2025-01-03,14B Engilman,7,2,5,-0.43724696356275317,5.437246963562753,good,0.235
14B Velasco,2024-12-15,AZSC 14B Perez,0,1,-1,0.4652255639097742,-1.4652255639097742,weak,0.247
14B Velasco,2024-12-15,Playmaker Futbol Academy 14B Gold,8,1,7,-1.2763157894736845,8.276315789473685,good,0.258
14B Velasco,2024-12-14,CDO 14B Premier,2,0,2,-0.5829346092503989,2.582934609250399,good,0.226
14B Velasco,2024-12-14,AZSC 14B Perez,2,2,0,0.4652255639097742,-0.4652255639097742,neutral,0.247
14B Velasco,2024-11-09,Tuzos Academy Mesa 2014,4,5,-1,-0.7390722569134702,-0.2609277430865298,neutral,0.263
14B Velasco,2024-11-02,PRFC Southeast Valley 14B Pre-Academy,2,0,2,-1.0410036719706244,3.0410036719706244,good,0.239
14B Velasco,2024-10-26,14B Engilman,6,0,6,-0.43724696356275317,6.437246963562753,good,0.235
14B Velasco,2024-10-19,Phoenix United 2014B West,0,1,-1,0.4473684210526314,-1.4473684210526314,weak,0.297
14B Velasco,2024-10-12,14B OMolina,1,0,1,-0.01417004048583026,1.0141700404858303,good,0.171
14B Velasco,2024-09-21,NOS Santos 14 Boys Blue,1,1,0,-0.5820433436532508,0.5820433436532508,neutral,0.268
14B Velasco,2024-09-15,West Valley 2014 Boys Martinez Pre-Elite64,3,1,2,0.4273684210526314,1.5726315789473686,good,0.225
14B Velasco,2024-09-14,AZ Inferno 14 Boys Black,3,0,3,-0.606203007518797,3.606203007518797,good,0.253
14B Velasco,2024-09-14,East Valley NSFC 14 Boys Aguirre,3,0,3,-0.2814451382694023,3.2814451382694023,good,0.233
14B Velasco Pre-MLS Next,2025-04-13,PRFC North Valley 14B PreAcademy,2,4,-2,1.4157509157509156,-3.4157509157509156,weak,0.204
14B Velasco Pre-MLS Next,2025-03-08,2014B West,5,1,4,1.8073593073593073,2.1926406926406927,good,0.256
14B Velasco Pre-MLS Next,2025-03-02,14B Negrete Pre MLS Next,6,2,4,1.001904761904762,2.998095238095238,good,0.25
14B Velasco Pre-MLS Next,2025-03-01,PRFC North Valley 14B PreAcademy,1,1,0,1.4157509157509156,-1.4157509157509156,weak,0.204
14B Velasco Pre-MLS Next,2025-01-12,Southeast 2014 Boys Red,2,3,-1,1.5278622087132727,-2.5278622087132727,weak,0.205
14B Velasco Pre-MLS Next,2025-01-11,2014B West,2,2,0,1.8073593073593073,-1.8073593073593073,weak,0.256
14B Velasco Pre-MLS Next,2024-12-14,PRFC North Valley 14B PreAcademy,2,2,0,1.4157509157509156,-1.4157509157509156,weak,0.204
14B Velasco Pre-MLS Next,2024-12-08,CCV Stars 14 Boys South Pre-ECNL,5,1,4,1.155844155844156,2.844155844155844,good,0.219
14B Velasco Pre-MLS Next,2024-12-07,CCV Stars 14 Boys West Pre-ECNL,10,2,8,0.5619047619047617,7.438095238095238,good,0.25
14B Velasco Pre-MLS Next,2024-11-09,Southeast 2014 Boys Red,2,3,-1,1.5278622087132727,-2.5278622087132727,weak,0.205
14B Velasco Pre-MLS Next,2024-11-09,Tuzos Royals 2014,3,3,0,1.7736694677871148,-1.7736694677871148,weak,0.195
14B Velasco Pre-MLS Next,2024-10-26,14B Antunez Pre-MLS Next,4,0,4,0.6681547619047619,3.331845238095238,good,0.208
14B Velasco Pre-MLS Next,2024-10-20,Dynamos SC 14B SC,2,1,1,2.386904761904762,-1.3869047619047619,weak,0.177
14B Velasco Pre-MLS Next,2024-10-06,Excel Soccer Academy 14B Red,2,1,1,2.0776942355889725,-1.0776942355889725,weak,0.199
14B Velasco Pre-MLS Next,2024-10-05,14 Pre-MLSN #2,5,1,4,1.575858250276855,2.424141749723145,good,0.238
14B Velasco Pre-MLS Next,2024-09-29,Playmaker Futbol Academy PRE-ECNL B14,5,3,2,0.8998357963875203,1.1001642036124797,good,0.225
14B Velasco Pre-MLS Next,2024-09-28,14 Pre-MLSN #1,1,2,-1,1.89010989010989,-2.89010989010989,weak,0.233
14B Velasco Pre-MLS Next,2024-09-22,14B Rayados Blue AL,8,1,7,0.19047619047619024,6.80952380952381,good,0.256
14B Velasco Pre-MLS Next,2024-09-20,AZ Arsenal Pre-ECNL B14,3,2,1,1.8991596638655461,-0.8991596638655461,neutral,0.229
14B Velasco Pre-MLS Next,2024-09-15,Brazas 2014 Boys Black Marcos,4,0,4,1.676190476190476,2.323809523809524,good,0.218
14B Velasco Pre-MLS Next,2024-09-14,14B Antunez Pre-MLS Next,5,0,5,0.6681547619047619,4.331845238095238,good,0.208
15 Pre-MLS Next Tier #1,2025-08-30,AZ Arsenal Pre-ECNL B15,2,8,-6,-0.4615384615384617,-5.538461538461538,weak,0.288
15B AChacon Pre-MLS Next,2025-09-28,AZ Arsenal Pre-ECNL B15,2,0,2,1.3717948717948718,0.6282051282051282,neutral,0.288
15B AChacon Pre-MLS Next,2025-09-14,CCV Stars 14 Boys South Pre-ECNL,6,2,4,1.2272727272727275,2.7727272727272725,good,0.219
15B AChacon Pre-MLS Next,2025-09-13,14B Velasco,2,1,1,2.1228070175438596,-1.1228070175438596,weak,0.177
15B AChacon Pre-MLS Next,2025-09-13,East Valley NSFC 14 Boys Aguirre,8,0,8,1.1045197740112997,6.895480225988701,good,0.233
15B AChacon Pre-MLS Next,2025-08-31,AZ Arsenal Pre-ECNL B15,0,0,0,1.3717948717948718,-1.3717948717948718,weak,0.288
15B AChacon Pre-MLS Next,2025-08-29,AZ Arsenal Pre-ECNL B15,5,2,3,1.3717948717948718,1.6282051282051282,good,0.288
15B NMarkette,2025-04-26,2014 Boys Yellow,2,4,-2,0.32826747720364735,-2.3282674772036476,weak,0.181
15B NMarkette,2025-04-13,Madison FC 14 Blue Boys,1,2,-1,-0.14565826330532206,-0.854341736694678,neutral,0.218
15B NMarkette,2025-04-12,PRFC West Valley 14B Pre-Academy,3,1,2,-0.8439153439153442,2.843915343915344,good,0.226
15B NMarkette,2025-03-09,Playmaker Futbol Academy 14B Black,2,2,0,-0.5734406438631794,0.5734406438631794,neutral,0.233
15B NMarkette,2025-03-08,East Valley NSFC 14 Boys Aguirre,2,4,-2,-0.44309927360774815,-1.5569007263922519,weak,0.233
15B NMarkette,2025-03-07,PRFC North Valley 14B Predator,2,2,0,-0.6428571428571428,0.6428571428571428,neutral,0.221
15B NMarkette,2025-03-01,14B Moyer,1,3,-2,-0.024630541871921263,-1.9753694581280787,weak,0.181
15B NMarkette,2025-02-22,CCV Stars 14 Boys North Orange,5,2,3,-0.1642857142857146,3.1642857142857146,good,0.2
15B NMarkette,2025-02-20,PRFC Scottsdale 14B Pre-Academy,2,11,-9,0.48910411622276007,-9.48910411622276,weak,0.251
15B NMarkette,2025-02-15,Madison FC 14 Gold Boys,0,8,-8,0.7755102040816326,-8.775510204081632,weak,0.231
15B NMarkette,2025-02-08,Phoenix Premier FC 14B Black,2,3,-1,-1.2724252491694354,0.27242524916943545,neutral,0.267
15B NMarkette,2025-02-01,PRFC North Valley 14B Predator,3,1,2,-0.6428571428571428,2.642857142857143,good,0.221
15B NMarkette,2025-01-25,Tuzos Halcones 2014,1,4,-3,-1.166666666666667,-1.833333333333333,weak,0.278
15B NMarkette,2025-01-11,14 Boys Navy,2,1,1,0.08571428571428541,0.9142857142857146,neutral,0.202
15B NMarkette,2025-01-10,Legends FC AZ 14B Black,3,3,0,-0.6886446886446889,0.6886446886446889,neutral,0.266
15B NMarkette,2024-12-15,Northwest 2014 Boys,1,2,-1,-0.8881987577639752,-0.11180124223602483,neutral,0.209
15B NMarkette,2024-12-15,14B Hinds,3,0,3,-0.10822510822510845,3.1082251082251084,good,0.204
15B NMarkette,2024-12-14,Northwest 2014 Boys,2,1,1,-0.8881987577639752,1.8881987577639752,good,0.209
15B NMarkette,2024-11-16,AZSC 14B Perez,2,5,-3,0.3035714285714284,-3.3035714285714284,weak,0.247
15B NMarkette,2024-11-10,Dynamos SC 14B Gold,0,2,-2,-1.1809523809523812,-0.8190476190476188,neutral,0.258
15B NMarkette,2024-11-02,Tuzos Royals 2014,0,9,-9,0.2974789915966385,-9.297478991596638,weak,0.195
15B NMarkette,2024-10-27,FC Elite Arizona 2014 Boys (ARCHIVED),3,8,-5,0.8814589665653494,-5.881458966565349,weak,0.201
15B NMarkette,2024-10-24,PRFC Scottsdale 14B Copa,8,1,7,-3.073260073260073,10.073260073260073,good,0.314
15B NMarkette,2024-10-19,PRFC Desert Foothills 14B Pre-Academy,1,10,-9,0.059299191374662996,-9.059299191374663,weak,0.237
15B NMarkette,2024-09-15,West Valley 2014 Boys Martinez Pre-Elite64,2,2,0,0.26571428571428557,-0.26571428571428557,neutral,0.225
15B NMarkette,2024-09-14,14B Rueda,6,2,4,-1.679802955665025,5.679802955665025,good,0.253
15B NMarkette,2024-09-13,14 Cityzens,5,2,3,-0.5593561368209259,3.559356136820926,good,0.22
15B NMarkette,2024-09-07,Brazas 2014 Boys Black Marcos,0,13,-13,0.19999999999999973,-13.2,weak,0.218
15B Oscar,2025-09-20,Gila Valley Ninjas,0,5,-5,-1.1666666666666667,-3.833333333333333,weak,0.233
15B Oscar,2025-09-20,VSC 2014 Boys White,0,3,-3,-2.944444444444444,-0.0555555555555558,neutral,0.216
15B Oscar,2025-09-19,Pumas Tucson 14B,1,5,-4,-1.4166666666666667,-2.583333333333333,weak,0.192
15B Vyas,2025-04-27,Milan,4,0,4,-0.20000000000000018,4.2,good,0.19
15B Vyas,2025-04-27,Verde Valley United FC,1,4,-3,0.7999999999999998,-3.8,weak,0.169
15B Vyas,2025-04-26,CCV Stars 14 Boys South Orange,4,3,1,-1.0157894736842108,2.015789473684211,good,0.246
15B Vyas,2025-04-26,Synergy FC 14 B,3,0,3,-1.2000000000000002,4.2,good,0.243
15B Vyas,2025-04-06,Tuzos 2014 Nava,1,3,-2,-1.4631578947368427,-0.5368421052631573,neutral,0.326
15B Vyas,2025-04-05,PRFC Desert Foothills 14B Predator,3,2,1,-1.3944444444444448,2.394444444444445,good,0.26
15B Vyas,2025-03-09,14B Laroussi,2,1,1,-2.552941176470588,3.552941176470588,good,0.317
15B Vyas,2025-03-08,2014 Rush Boys,3,2,1,-0.17619047619047645,1.1761904761904765,good,0.24
15B Vyas,2025-02-23,PRFC Southeast Valley 14B Predator,3,6,-3,-0.96271186440678,-2.03728813559322,weak,0.259
15B Vyas,2025-02-20,PRFC Desert Foothills 14B Predator,4,2,2,-1.3944444444444448,3.394444444444445,good,0.26
2014 Boys Blue,2025-09-20,Synergy FC 14 B,0,1,-1,-2.025,1.025,good,0.243
2014 Boys Blue,2025-09-06,AZVV B2014 (NAVY),0,4,-4,0.5750000000000002,-4.575,weak,0.17
2014 Boys Blue,2025-03-23,Real Arizona 2014,0,6,-6,-0.17393617021276597,-5.826063829787234,weak,0.288
2014 Boys Blue,2025-03-22,State 48 FC Avondale 14 Black,2,2,0,-0.44166666666666643,0.44166666666666643,neutral,0.181
2014 Boys Blue,2025-03-22,State 48 FC 14 White,2,2,0,-0.6112068965517241,0.6112068965517241,neutral,0.184
2014 Boys Blue,2025-03-21,CCV STARS 14 Boys Navy LAV,4,1,3,-2.142647058823529,5.142647058823529,good,0.247
2014 Boys Blue,2025-03-21,CCV Stars 14 Boys South Orange,4,1,3,-1.8407894736842105,4.840789473684211,good,0.246
2014 Boys Blue,2025-03-16,14 Cityzens,2,1,1,-0.8700704225352114,1.8700704225352114,good,0.22
2014 Boys Blue,2025-03-16,PRFC North Valley 14B Copa,1,4,-3,-4.001744186046512,1.001744186046512,good,0.343
2014 Boys Blue,2025-03-15,State 48 FC Avondale 14 Black,2,3,-1,-0.44166666666666643,-0.5583333333333336,neutral,0.181
2014 Boys Blue,2025-03-15,State 48 FC 14 White,2,3,-1,-0.6112068965517241,-0.3887931034482759,neutral,0.184
2014 Boys Blue,2025-03-01,AZSC 2014B Pre-NL Premier 2,1,5,-4,0.5539473684210527,-4.553947368421053,weak,0.202
2014 Boys Blue,2025-03-01,AZSC 14B Azanger,1,5,-4,0.7562500000000001,-4.75625,weak,0.193
2014 Boys Blue,2025-02-22,Select 14B,2,2,0,-1.4661764705882354,1.4661764705882354,good,0.247
2014 Boys Blue,2025-02-08,La Academia 14B,2,2,0,-2.656578947368421,2.656578947368421,good,0.356
2014 Boys Blue,2025-02-08,LAFC 14 BOYS,2,2,0,-2.9197368421052627,2.9197368421052627,good,0.365
2014 Boys Blue,2025-02-01,Tuzos Academy Mesa 2014,0,4,-4,-1.2114406779661016,-2.7885593220338984,weak,0.263
2014 Boys Blue,2025-01-25,PRFC Scottsdale 14B Copa,3,0,3,-3.3839743589743585,6.383974358974358,good,0.314
2014 Boys Blue,2025-01-12,AZ Arsenal 14 Boys Teal CB,1,3,-2,-1.5776315789473685,-0.4223684210526315,neutral,0.25
2014 Boys Blue,2025-01-12,AZ Arsenal 14 Boys Teal 2 AP,1,3,-2,-1.0939655172413794,-0.9060344827586206,neutral,0.226
2014 Boys Blue,2025-01-12,Amore 2014 Boys,3,3,0,-1.3008620689655173,1.3008620689655173,good,0.273
2014 Boys Blue,2025-01-11,Phoenix Valley Soccer Club boys 2014,1,1,0,-1.4249999999999998,1.4249999999999998,good,0.242
2014 Boys Blue,2025-01-11,CCV STARS 14 Boys Navy LAV,3,2,1,-2.142647058823529,3.142647058823529,good,0.247
2014 Boys Blue,2025-01-11,CCV Stars 14 Boys South Orange,3,2,1,-1.8407894736842105,2.8407894736842105,good,0.246
2014 Boys Blue,2024-12-14,FC Elite Arizona 2014 Boys (ARCHIVED),0,5,-5,0.5707446808510639,-5.570744680851064,weak,0.201
2014 Boys Blue,2024-12-13,AZ Arsenal 14 Boys Select,1,0,1,-0.4120967741935484,1.4120967741935484,good,0.232
2014 Boys Blue,2024-12-13,AZ Arsenal 14 Boys AYDP,1,0,1,-0.3475806451612904,1.3475806451612904,good,0.213
2014 Boys Blue,2024-12-08,PRFC West Valley 14B Predator,0,8,-8,-0.970945945945946,-7.029054054054054,weak,0.25
2014 Boys Blue,2024-12-07,CCV STARS 14 Boys Navy LAV,4,3,1,-2.142647058823529,3.142647058823529,good,0.247
2014 Boys Blue,2024-12-07,CCV Stars 14 Boys South Orange,4,3,1,-1.8407894736842105,2.8407894736842105,good,0.246
2014 Boys Blue,2024-12-07,Amore 2014 Boys,4,4,0,-1.3008620689655173,1.3008620689655173,good,0.273
2014 Boys Blue,2024-11-23,Synergy FC 14 B,2,4,-2,-2.025,0.02499999999999991,neutral,0.243
2014 Boys Blue,2024-11-16,Phoenix United 2015 Academy,0,5,-5,0.1065789473684211,-5.106578947368421,weak,0.216
2014 Boys Blue,2024-11-10,Phoenix United 2015 Academy,1,4,-3,0.1065789473684211,-3.106578947368421,weak,0.216
2014 Boys Blue,2024-11-09,Real Arizona 2014,0,5,-5,-0.17393617021276597,-4.826063829787234,weak,0.288
2014 Boys Blue,2024-11-09,Select 14B,5,2,3,-1.4661764705882354,4.466176470588236,good,0.247
2014 Boys Blue,2024-11-02,Tuzos Titanes 2014,4,1,3,-2.025,5.025,good,0.251
2014 Boys Blue,2024-10-04,Synergy FC 14 B,3,2,1,-2.025,3.025,good,0.243
2014 Boys Blue,2024-09-21,14 Boys Navy,1,3,-2,-0.2250000000000001,-1.775,weak,0.202
2014 Boys Blue,2024-09-14,East Valley NSFC 14 Boys Tiggs,7,0,7,-4.645689655172413,11.645689655172413,good,0.35
2014 Boys Yellow,2025-09-20,14 Boys Navy,6,2,4,0.07659574468085095,3.923404255319149,good,0.202
2014 Boys Yellow,2025-09-13,Scottsdale 14 Sandsharks Black,3,1,2,-0.4541734860883797,2.4541734860883797,good,0.201
2014 Boys Yellow,2025-04-26,15B NMarkette,4,2,2,-1.580547112462006,3.580547112462006,good,0.265
2014 Boys Yellow,2025-04-13,Playmaker Futbol Academy 14B Black,6,8,-2,-0.5825591848966138,-1.4174408151033862,weak,0.233
2014 Boys Yellow,2025-04-13,Playmaker Futbol Academy 14B Gold,6,8,-2,-1.4470884658454648,-0.5529115341545352,neutral,0.258
2014 Boys Yellow,2025-04-12,CCV STARS 14 Boys Orange LAV,1,4,-3,-0.3305471124620061,-2.669452887537994,weak,0.216
2014 Boys Yellow,2025-04-12,CCV Stars 14 Boys South Pre-ECNL,1,4,-3,-0.32946486137975484,-2.670535138620245,weak,0.219
2014 Boys Yellow,2025-03-23,FC Elite Arizona 2014 Boys (ARCHIVED),1,0,1,0.8723404255319149,0.12765957446808507,neutral,0.201
2014 Boys Yellow,2025-03-22,FC Elite Arizona 2014 Boys (ARCHIVED),1,2,-1,0.8723404255319149,-1.872340425531915,weak,0.201
2014 Boys Yellow,2025-03-22,Excel Soccer Academy 14B Black,6,1,5,0.08611955420466044,4.913880445795339,good,0.251
2014 Boys Yellow,2025-03-21,Phoenix United 2015 Academy,6,0,6,0.40817469204927215,5.591825307950728,good,0.216
2014 Boys Yellow,2025-03-19,U-12 (2014) Boys Pre Academy Blue,2,1,1,-0.8286674132138856,1.8286674132138856,good,0.235
2014 Boys Yellow,2025-03-19,U-11 (2014) Boys Pre Academy,2,1,1,-0.31163954943679606,1.311639549436796,good,0.223
2014 Boys Yellow,2025-03-16,CCV Stars 14 Boys North Orange,0,0,0,-0.17340425531914905,0.17340425531914905,neutral,0.2
2014 Boys Yellow,2025-03-16,CCV STARS 14 Boys Navy PEO,0,0,0,-0.05673758865248235,0.05673758865248235,neutral,0.198
2014 Boys Yellow,2025-03-15,Phoenix United 2014 Premier,4,3,1,-0.004106009705113767,1.0041060097051138,good,0.227
2014 Boys Yellow,2025-03-15,Phoenix United FC 2014 Premier,4,3,1,-0.4961315280464218,1.4961315280464218,good,0.228
2014 Boys Yellow,2025-03-15,Next Level Soccer Northwest 2015 Boys Red,1,2,-1,-0.9734042553191489,-0.02659574468085113,neutral,0.268
2014 Boys Yellow,2025-03-01,14B Rueda,2,0,2,-1.6889214966984594,3.6889214966984594,good,0.253
2014 Boys Yellow,2025-02-28,PRFC Scottsdale 14B Pre-Academy,1,2,-1,0.4799855751893256,-1.4799855751893256,weak,0.251
2014 Boys Yellow,2025-02-15,CCV Stars 14 Boys North Orange,2,3,-1,-0.17340425531914905,-0.826595744680851,neutral,0.2
2014 Boys Yellow,2025-02-15,CCV STARS 14 Boys Navy PEO,2,3,-1,-0.05673758865248235,-0.9432624113475176,neutral,0.198
2014 Boys Yellow,2025-02-08,Legends FC AZ 14B Black,2,1,1,-0.6977632296781233,1.6977632296781233,good,0.266
2014 Boys Yellow,2025-02-01,Scottsdale 14 Sandsharks Select,1,1,0,1.7604667124227866,-1.7604667124227866,weak,0.184
2014 Boys Yellow,2025-02-01,Scottsdale 14 Sandsharks,1,1,0,1.8432624113475178,-1.8432624113475178,weak,0.187
2014 Boys Yellow,2025-01-25,West Valley 2014 Boys Martinez Pre-Elite64,1,0,1,0.2565957446808511,0.7434042553191489,neutral,0.225
2014 Boys Yellow,2025-01-19,Playmaker Futbol Academy 14B White,3,1,2,-1.8613352898019078,3.8613352898019078,good,0.266
2014 Boys Yellow,2025-01-19,Playmaker Futbol Academy 14B Gold,3,1,2,-1.4470884658454648,3.447088465845465,good,0.258
2014 Boys Yellow,2025-01-18,FC Elite Arizona 2014 Boys (ARCHIVED),1,3,-2,0.8723404255319149,-2.872340425531915,weak,0.201
2014 Boys Yellow,2025-01-17,Excel Soccer Academy 14B Black,0,1,-1,0.08611955420466044,-1.0861195542046604,weak,0.251
2014 Boys Yellow,2024-12-08,CCV Stars 14 Boys North Orange,2,3,-1,-0.17340425531914905,-0.826595744680851,neutral,0.2
2014 Boys Yellow,2024-12-08,CCV STARS 14 Boys Navy PEO,2,3,-1,-0.05673758865248235,-0.9432624113475176,neutral,0.198
2014 Boys Yellow,2024-12-07,PRFC Southeast Valley 14B Predator-Central,2,1,1,-0.6581868640148012,1.6581868640148012,good,0.203
2014 Boys Yellow,2024-12-07,Tuzos Halcones 2014,3,2,1,-1.1757852077001014,2.1757852077001014,good,0.278
2014 Boys Yellow,2024-11-16,Phoenix United 2014 Premier,3,2,1,-0.004106009705113767,1.0041060097051138,good,0.227
2014 Boys Yellow,2024-11-02,U-12 (2014) Boys Pre Academy Blue,3,0,3,-0.8286674132138856,3.8286674132138856,good,0.235
2014 Boys Yellow,2024-11-02,U-11 (2014) Boys Pre Academy,3,0,3,-0.31163954943679606,3.311639549436796,good,0.223
2014 Boys Yellow,2024-10-27,PRFC Southeast Valley 14B Predator,4,1,3,-1.4861161197259287,4.486116119725929,good,0.259
2014 Boys Yellow,2024-10-26,PRFC Scottsdale 14B Pre-Academy,3,6,-3,0.4799855751893256,-3.4799855751893256,weak,0.251
2014 Boys Yellow,2024-10-25,PRFC Southeast Valley 14B Pre-Academy,1,0,1,-1.2117763483424047,2.2117763483424047,good,0.239
2014 Boys Yellow,2024-10-18,PRFC Scottsdale 14B Pre-Academy,1,5,-4,0.4799855751893256,-4.479985575189326,weak,0.251
2014 Boys Yellow,2024-10-05,Madison FC 14 Gold Boys,0,1,-1,0.7663916630481982,-1.7663916630481982,weak,0.231
2014 Boys Yellow,2024-10-05,Madison FC 14 Gold Boys Storm,0,1,-1,0.9623100303951369,-1.9623100303951369,weak,0.213
2014 Boys Yellow,2024-09-21,PRFC Southeast Valley 14B Predator-Central,3,2,1,-0.6581868640148012,1.6581868640148012,good,0.203
2014 Boys Yellow,2024-09-14,CCV Stars 14 Boys North Orange,1,2,-1,-0.17340425531914905,-0.826595744680851,neutral,0.2
2014 Boys Yellow,2024-09-14,CCV STARS 14 Boys Navy PEO,1,2,-1,-0.05673758865248235,-0.9432624113475176,neutral,0.198
2014 Boys Yellow,2024-09-07,East Valley NSFC 14 Boys Aguirre,2,2,0,-0.4522178146411826,0.4522178146411826,neutral,0.233
2014 Elite,2025-09-28,Southeast 2013 Boys Blue,3,0,3,1.6875,1.3125,good,0.132
2014 Elite,2025-09-28,Northwest 2013 Boys Black,2,0,2,2.6875,-0.6875,neutral,0.088
2014 Elite,2025-09-27,Rey Del Castillo FC Black,7,1,6,0.020833333333333037,5.979166666666667,good,0.317
