Date,Team A,Team B,Score A,Score B,Result A,Result B,Event,Competition,Division,Venue,Location,Match ID,Original Team ID,Team A Normalized,Team B Normalized,Team A Match,Team A Match Type,Team B Match,Team B Match Type
12/7/2024,14B Velasco Pre-MLS Next,CCV Stars 14 Boys West Pre-ECNL,10,2,W,L,2024-2025 ASA Advanced Leagues,ARIZONA ADVANCED LEAGUES,U11B 11U Boys APL,Red Mountain (ASA),"905 N. Sun Valley Blvd , Mesa, AZ 85207",16745237,128680,14b velasco premls next,ccv stars 14 boys west preecnl,14B Velasco,FUZZY,CCV Stars 14 Boys West Pre-ECNL,EXACT
11/24/2024,PRFC North Valley 13B Predator,CCV Stars 14 Boys West Pre-ECNL,2,3,L,W,2024 Heritage Cup ,Heritage Cup,U12B 12u Boys Silver East ,HC- Crossroads Park,"2155 E Knox Road , Gilbert, AZ 85296",18182593,128680,prfc north valley 13b predator,ccv stars 14 boys west preecnl,PRFC North Valley 14B Predator,FUZZY,CCV Stars 14 Boys West Pre-ECNL,EXACT
11/23/2024,CCV Stars 14 Boys West Pre-ECNL,PRFC Southeast Valley 13B Predator,6,4,W,L,2024 Heritage Cup ,Heritage Cup,U12B 12u Boys Silver East ,HC- Crossroads Park,"2155 E Knox Road , Gilbert, AZ 85296",18182590,128680,ccv stars 14 boys west preecnl,prfc southeast valley 13b predator,CCV Stars 14 Boys West Pre-ECNL,EXACT,PRFC Southeast Valley 14B Predator,FUZZY
10/27/2024,CCV Stars 14 Boys West Pre-ECNL,14 ECNL #1,0,7,L,W,2024-2025 ASA Advanced Leagues,ARIZONA ADVANCED LEAGUES,U11B 11U Boys APL,Reata Sports Complex,"9809 E. McDowell Mountain Ranch Road, Scottsdale, AZ 85260",16745249,128680,ccv stars 14 boys west preecnl,14 ecnl 1,CCV Stars 14 Boys West Pre-ECNL,EXACT,,NO_MATCH
10/5/2024,Playmaker Futbol Academy 14B Black,CCV Stars 14 Boys West Pre-ECNL,8,3,W,L,2024-2025 ASA Advanced Leagues,ARIZONA ADVANCED LEAGUES,U11B 11U Boys APL,Arizona Athletic Grounds,"6321 South Ellsworth Road , Mesa, AZ 85212",16745243,128680,playmaker futbol academy 14b black,ccv stars 14 boys west preecnl,Playmaker Futbol Academy 14B Black,EXACT,CCV Stars 14 Boys West Pre-ECNL,EXACT
9/28/2024,CCV Stars 14 Boys West Pre-ECNL,CCV STARS 14 Boys Orange LAV,2,3,L,W,2024-2025 ASA Advanced Leagues,ARIZONA ADVANCED LEAGUES,U11B 11U Boys APL,West Valley Events Complex - Field,"10020 N. Ball Park Blvd., Glendale, AZ 85305",16745204,128680,ccv stars 14 boys west preecnl,ccv stars 14 boys orange lav,CCV Stars 14 Boys West Pre-ECNL,EXACT,,NO_MATCH
9/22/2024,CCV Stars 14 Boys West Pre-ECNL,Excel Soccer Academy 14 Red,2,7,L,W,2024-2025 ASA Advanced Leagues,ARIZONA ADVANCED LEAGUES,U11B 11U Boys APL,Arizona Athletic Grounds,"6321 South Ellsworth Road , Mesa, AZ 85212",16745194,128680,ccv stars 14 boys west preecnl,excel soccer academy 14 red,CCV Stars 14 Boys West Pre-ECNL,EXACT,Excel Soccer Academy 14B Red,FUZZY
9/21/2024,AZ Arsenal Pre-ECNL B14,CCV Stars 14 Boys West Pre-ECNL,5,0,W,L,2024-2025 ASA Advanced Leagues,ARIZONA ADVANCED LEAGUES,U11B 11U Boys APL,Arizona Athletic Grounds,"6321 South Ellsworth Road , Mesa, AZ 85212",16745219,128680,az arsenal preecnl b14,ccv stars 14 boys west preecnl,AZ Arsenal Pre-ECNL B14,EXACT,CCV Stars 14 Boys West Pre-ECNL,EXACT
9/13/2025,PRFC Southeast Valley 14B Predator-Central,Select 14B Red,4,2,W,L,2025-26 MaxinMotion Open League Season 1,OPEN League: Season 1,U12B MaxInMotion Open League Division 4 12U Boys,Red Mountain Soccer Complex North (PRFC SEV),"7745 E Brown Rd, Mesa, AZ 85207",21792523,494072,prfc southeast valley 14b predatorcentral,select 14b red,PRFC Southeast Valley 14B Predator-Central,EXACT,Select 14B Red,EXACT
4/5/2025,CCV STARS 14 Boys Navy LAV,PRFC Southeast Valley 14B Predator-Central,1,6,L,W,Brazas - 2025 Ginga Champions,Brazas Ginga Champions ,U11B Boys U11 - Gold Division ,Arizona Athletic Grounds,"1 Legacy Dr., Mesa, AZ 85212",20233181,494072,ccv stars 14 boys navy lav,prfc southeast valley 14b predatorcentral,14 Boys Navy,FUZZY,PRFC Southeast Valley 14B Predator-Central,EXACT
3/23/2025,State 48 FC 14 White,PRFC Southeast Valley 14B Predator-Central,2,1,W,L,TFC Spring Cup 2025,TFC Spring Cup,U11B U11 Boys Silver,Rose Mofford,"9833 N 25th Ave, Phoenix, AZ 85021",19881251,494072,state 48 fc 14 white,prfc southeast valley 14b predatorcentral,State 48 FC Avondale 14 White,FUZZY,PRFC Southeast Valley 14B Predator-Central,EXACT
3/22/2025,PRFC Southeast Valley 14B Predator-Central,14 Boys Navy,0,0,T,T,TFC Spring Cup 2025,TFC Spring Cup,U11B U11 Boys Silver,Rose Mofford,"9833 N 25th Ave, Phoenix, AZ 85021",19881249,494072,prfc southeast valley 14b predatorcentral,14 boys navy,PRFC Southeast Valley 14B Predator-Central,EXACT,14 Boys Navy,EXACT
2/23/2025,CCV STARS 14 Boys Orange LAV,PRFC Southeast Valley 14B Predator-Central,6,1,W,L,2025 Max Shacknai Invitational,Phoenix Rising FC Tournaments - Max Shacknai Invitational,U11B U11B PLATINUM (ORIGINALS) - 9V9,Arizona Athletic Grounds,"6321 South Ellsworth Road , Mesa, AZ 85212",18993401,494072,ccv stars 14 boys orange lav,prfc southeast valley 14b predatorcentral,,NO_MATCH,PRFC Southeast Valley 14B Predator-Central,EXACT
2/20/2025,PRFC Southeast Valley 14B Predator-Central,AZ Arsenal 14 Boys Teal 2 SC,1,0,W,L,2025 Max Shacknai Invitational,Phoenix Rising FC Tournaments - Max Shacknai Invitational,U11B U11B PLATINUM (ORIGINALS) - 9V9,Arizona Athletic Grounds,"6321 South Ellsworth Road , Mesa, AZ 85212",18993395,494072,prfc southeast valley 14b predatorcentral,az arsenal 14 boys teal 2 sc,PRFC Southeast Valley 14B Predator-Central,EXACT,AZ Arsenal 14 Boys Teal SC,FUZZY
2/1/2025,AZ Arsenal 15 Boys Teal 1 JZ,PRFC Southeast Valley 14B Predator-Central,5,1,W,L,2024-25 MaxinMotion Open League Season 2,Futsal B and G ,U11B MaxInMotion Open League Division 5 11U Boys,Arizona Athletic Grounds,"6321 South Ellsworth Road , Mesa, AZ 85212",18569674,494072,az arsenal 15 boys teal 1 jz,prfc southeast valley 14b predatorcentral,,NO_MATCH,PRFC Southeast Valley 14B Predator-Central,EXACT
1/19/2025,14 ECNL #2,PRFC Southeast Valley 14B Predator-Central,2,0,W,L,Fort Lowell Shootout 2025,Fort Lowell Shootout,U11B U11 Boys Uraguay,Tucson Kino South Complex (ASA)," 2343 E Tournament Way , Tucson, AZ 85714",18662756,494072,14 ecnl 2,prfc southeast valley 14b predatorcentral,,NO_MATCH,PRFC Southeast Valley 14B Predator-Central,EXACT
12/7/2024,PRFC Southeast Valley 14B Predator-Central,NOS Santos 15 Boys Blue,8,1,W,L,Christmas Angel 2024,Salvation Army Christmas Angel,U11B U11 Boys Dancer,Reach 11 Sports Complex,"2425 E Deer Valley Dr , Phoenix, AZ 85050",18382227,494072,prfc southeast valley 14b predatorcentral,nos santos 15 boys blue,PRFC Southeast Valley 14B Predator-Central,EXACT,NOS Santos 14 Boys Blue,FUZZY
11/16/2024,AZ Inferno 14 Boys Black,PRFC Southeast Valley 14B Predator-Central,1,3,L,W,East Valley Patriots Cup 2024,East Valley NSFC Patriots Cup,U11B Group B (U11 Boys),Arizona Athletic Grounds (EV Tournament Series),"6321 S. Ellsworth Road , Mesa, AZ 85215",18188373,494072,az inferno 14 boys black,prfc southeast valley 14b predatorcentral,AZ Inferno 14 Boys Black,EXACT,PRFC Southeast Valley 14B Predator-Central,EXACT
11/16/2024,PRFC Southeast Valley 14B Predator-Central,U-11 (2014) Boys Pre Academy,2,2,T,T,East Valley Patriots Cup 2024,East Valley NSFC Patriots Cup,U11B Group B (U11 Boys),Arizona Athletic Grounds (EV Tournament Series),"6321 S. Ellsworth Road , Mesa, AZ 85215",18188375,494072,prfc southeast valley 14b predatorcentral,u11 2014 boys pre academy,PRFC Southeast Valley 14B Predator-Central,EXACT,,NO_MATCH
11/10/2024,PRFC Southeast Valley 14B Predator-Central,CCV STARS 14 Boys Navy PEO,1,2,L,W,Kick for the Cure 2024,Kick for the Cure,U11B U11 Boys Sargent,West Valley Events Complex - Field,"10020 N. Ball Park Blvd., Glendale, AZ 85305",18148356,494072,prfc southeast valley 14b predatorcentral,ccv stars 14 boys navy peo,PRFC Southeast Valley 14B Predator-Central,EXACT,14 Boys Navy,FUZZY
11/9/2024,PRFC Southeast Valley 14B Predator-Central,Phoenix Premier FC 14B SW,1,3,L,W,Kick for the Cure 2024,Kick for the Cure,U11B U11 Boys Sargent,Rose Mofford Sports Complex,"9833 N 25th Avenue , Phoenix, AZ 85021",18148355,494072,prfc southeast valley 14b predatorcentral,phoenix premier fc 14b sw,PRFC Southeast Valley 14B Predator-Central,EXACT,Phoenix Premier FC 14B SW Black,FUZZY
10/26/2024,Madison FC 14 Gold Boys Storm,PRFC Southeast Valley 14B Predator-Central,4,0,W,L,2024-25 MaxinMotion Open League Season 1,OPEN League: Season 1,U11B MaxInMotion Open League Division 4 11U Boys,Madison Heights Elementary (Madison FC) 9v9,"7150 N. 22nd Street , PHOENIX, AZ, AZ 85020",17064538,494072,madison fc 14 gold boys storm,prfc southeast valley 14b predatorcentral,Madison FC 14 Gold Boys,FUZZY,PRFC Southeast Valley 14B Predator-Central,EXACT
10/5/2024,CCV STARS 14 Boys Navy PEO,PRFC Southeast Valley 14B Predator-Central,4,0,W,L,2024-25 MaxinMotion Open League Season 1,OPEN League: Season 1,U11B MaxInMotion Open League Division 4 11U Boys,Stars SC - Peoria  NW - Open League ,"7007 W Happy Valley , Peoria, AZ 85383",17064552,494072,ccv stars 14 boys navy peo,prfc southeast valley 14b predatorcentral,14 Boys Navy,FUZZY,PRFC Southeast Valley 14B Predator-Central,EXACT
9/14/2024,PRFC Southeast Valley 14B Predator-Central,U-11 (2014) Boys Pre Academy,3,4,L,W,2024-25 MaxinMotion Open League Season 1,OPEN League: Season 1,U11B MaxInMotion Open League Division 4 11U Boys,Pecos Park (PHX Premier SE/SW),"17010 S 48th St , Phoenix, AZ 85048",17064541,494072,prfc southeast valley 14b predatorcentral,u11 2014 boys pre academy,PRFC Southeast Valley 14B Predator-Central,EXACT,,NO_MATCH
10/4/2025,FC Arizona 14B Black GFC Suenaga U12,AZ Arsenal 14 Boys Teal SC,2,2,T,T,2025-26 MaxinMotion Open League Season 1,OPEN League: Season 1,U12B MaxInMotion Open League Division 3 12U Boys,Copper Sky (ASA),"44345 W. Martin Luther King Jr. Blvd., Maricopa, AZ 85138",21767376,163425,fc arizona 14b black gfc suenaga u12,az arsenal 14 boys teal sc,FC Arizona 14B Black GFC Suenaga U12,EXACT,AZ Arsenal 14 Boys Teal SC,EXACT
9/21/2025,14B Hinds,AZ Arsenal 14 Boys Teal SC,0,2,L,W,46th Annual Wolfgang Weber FC Tucson Cup,Tournaments,U12B U12 Bronze 2,Kino Sports Complex,"2343 E. Tournament Way, Tucson, AZ 85713",22694963,163425,14b hinds,az arsenal 14 boys teal sc,14B Hinds,EXACT,AZ Arsenal 14 Boys Teal SC,EXACT
9/20/2025,AZ Arsenal 14 Boys Teal SC,14B Hinds,0,2,L,W,46th Annual Wolfgang Weber FC Tucson Cup,Tournaments,U12B U12 Bronze 2,Kino Sports Complex,"2343 E. Tournament Way, Tucson, AZ 85713",22694850,163425,az arsenal 14 boys teal sc,14b hinds,AZ Arsenal 14 Boys Teal SC,EXACT,14B Hinds,EXACT
9/20/2025,14B Blue #1,AZ Arsenal 14 Boys Teal SC,0,3,L,W,46th Annual Wolfgang Weber FC Tucson Cup,Tournaments,U12B U12 Bronze 2,Kino Sports Complex,"2343 E. Tournament Way, Tucson, AZ 85713",22694846,163425,14b blue 1,az arsenal 14 boys teal sc,14B Blue #1,EXACT,AZ Arsenal 14 Boys Teal SC,EXACT
9/13/2025,AZ Arsenal 14 Boys Teal SC,U-12 (2014) Boys Pre Academy Orange,2,3,L,W,2025-26 MaxinMotion Open League Season 1,OPEN League: Season 1,U12B MaxInMotion Open League Division 3 12U Boys,Arizona Athletic Grounds,"6321 S Ellsworth Road , Mesa, AZ 85212",21767364,163425,az arsenal 14 boys teal sc,u12 2014 boys pre academy orange,AZ Arsenal 14 Boys Teal SC,EXACT,,NO_MATCH
8/24/2025,AZ Arsenal 14 Boys Teal SC,Xplosion SC B14,0,2,L,W,Players Challenge Cup 2025,Players Challenge Cup,U12B Boys 2014 Tribeca,SilverLakes Soccer Complex,"5555 Hamner Ave, Norco, CA 92860",21763536,163425,az arsenal 14 boys teal sc,xplosion sc b14,AZ Arsenal 14 Boys Teal SC,EXACT,,NO_MATCH
8/24/2025,AZ Arsenal 14 Boys Teal SC,JUSA Select Oftellie B14,4,0,W,L,Players Challenge Cup 2025,Players Challenge Cup,U12B Boys 2014 Tribeca,SilverLakes Soccer Complex,"5555 Hamner Ave, Norco, CA 92860",21763534,163425,az arsenal 14 boys teal sc,jusa select oftellie b14,AZ Arsenal 14 Boys Teal SC,EXACT,,NO_MATCH
8/23/2025,United SoCal Redlands B2014 White,AZ Arsenal 14 Boys Teal SC,3,4,L,W,Players Challenge Cup 2025,Players Challenge Cup,U12B Boys 2014 Tribeca,SilverLakes Soccer Complex,"5555 Hamner Ave, Norco, CA 92860",21763532,163425,united socal redlands b2014 white,az arsenal 14 boys teal sc,,NO_MATCH,AZ Arsenal 14 Boys Teal SC,EXACT
8/23/2025,AZ Arsenal 14 Boys Teal SC,Xplosion SC B14,1,1,T,T,Players Challenge Cup 2025,Players Challenge Cup,U12B Boys 2014 Tribeca,SilverLakes Soccer Complex,"5555 Hamner Ave, Norco, CA 92860",21763530,163425,az arsenal 14 boys teal sc,xplosion sc b14,AZ Arsenal 14 Boys Teal SC,EXACT,,NO_MATCH
4/13/2025,AZ Arsenal 14 Boys Teal SC,Legends FC AZ 14B Black,1,5,L,W,Rivalries Cup 2025,Rivalries Cup,U11B 11U 2014 Boys Silver 9v9,Arizona Athletic Grounds (AASC Tournaments),"6321 S Ellsworth Rd , Mesa, AZ 85212",20360418,163425,az arsenal 14 boys teal sc,legends fc az 14b black,AZ Arsenal 14 Boys Teal SC,EXACT,Legends FC AZ 14B Black,EXACT
4/12/2025,West Valley 2014 Boys Martinez Pre-Elite64,AZ Arsenal 14 Boys Teal SC,4,0,W,L,Rivalries Cup 2025,Rivalries Cup,U11B 11U 2014 Boys Silver 9v9,Arizona Athletic Grounds (AASC Tournaments),"6321 S Ellsworth Rd , Mesa, AZ 85212",20360420,163425,west valley 2014 boys martinez preelite64,az arsenal 14 boys teal sc,West Valley 2014 Boys Martinez Pre-Elite64,EXACT,AZ Arsenal 14 Boys Teal SC,EXACT
4/11/2025,AZEV B2014 (NAVY),AZ Arsenal 14 Boys Teal SC,7,2,W,L,Rivalries Cup 2025,Rivalries Cup,U11B 11U 2014 Boys Silver 9v9,Arizona Athletic Grounds (AASC Tournaments),"6321 S Ellsworth Rd , Mesa, AZ 85212",20360415,163425,azev b2014 navy,az arsenal 14 boys teal sc,AZEV B2014 (NAVY),EXACT,AZ Arsenal 14 Boys Teal SC,EXACT
4/5/2025,14 Boys Navy,AZ Arsenal 14 Boys Teal SC,2,4,L,W,Brazas - 2025 Ginga Champions,Brazas Ginga Champions ,U11B Boys U-11 - Silver Division ,Arizona Athletic Grounds,"1 Legacy Dr., Mesa, AZ 85212",20233212,163425,14 boys navy,az arsenal 14 boys teal sc,14 Boys Navy,EXACT,AZ Arsenal 14 Boys Teal SC,EXACT
3/16/2025,AZ Inferno 14 Boys Black,AZ Arsenal 14 Boys Teal SC,6,1,W,L,INFERNO CUP 2025,INFERNO CUP,U11B U11 Boys Bracket White,West Valley Events Complex,"10020 N. Ball Park Blvd, Glendale, AZ 85305",19826513,163425,az inferno 14 boys black,az arsenal 14 boys teal sc,AZ Inferno 14 Boys Black,EXACT,AZ Arsenal 14 Boys Teal SC,EXACT
3/16/2025,AZ Arsenal 14 Boys Teal SC,Playmaker Futbol Academy 14B White,3,0,W,L,INFERNO CUP 2025,INFERNO CUP,U11B U11 Boys Bracket White,West Valley Events Complex,"10020 N. Ball Park Blvd, Glendale, AZ 85305",19826512,163425,az arsenal 14 boys teal sc,playmaker futbol academy 14b white,AZ Arsenal 14 Boys Teal SC,EXACT,,NO_MATCH
3/15/2025,CCV STARS 14 Boys White PEO,AZ Arsenal 14 Boys Teal SC,0,2,L,W,INFERNO CUP 2025,INFERNO CUP,U11B U11 Boys Bracket White,West Valley Events Complex,"10020 N. Ball Park Blvd, Glendale, AZ 85305",19826515,163425,ccv stars 14 boys white peo,az arsenal 14 boys teal sc,,NO_MATCH,AZ Arsenal 14 Boys Teal SC,EXACT
3/4/2025,PRFC Southeast Valley 14B Predator,AZ Arsenal 14 Boys Teal SC,4,3,W,L,2024-25 MaxinMotion Open League Season 2,Futsal B and G ,U11B MaxInMotion Open League Division 6 11U Boys,Arizona Athletic Grounds,"6321 South Ellsworth Road , Mesa, AZ 85212",18569691,163425,prfc southeast valley 14b predator,az arsenal 14 boys teal sc,PRFC Southeast Valley 14B Predator,EXACT,AZ Arsenal 14 Boys Teal SC,EXACT
2/22/2025,AZ Arsenal 14 Boys Teal SC,Madison FC 14 Blue Boys,2,6,L,W,2024-25 MaxinMotion Open League Season 2,Futsal B and G ,U11B MaxInMotion Open League Division 6 11U Boys,Red Mountain (ASA),"905 N. Sun Valley Blvd , Mesa, AZ 85207",18569710,163425,az arsenal 14 boys teal sc,madison fc 14 blue boys,AZ Arsenal 14 Boys Teal SC,EXACT,Madison FC 14 Blue Boys,EXACT
2/20/2025,PRFC Southeast Valley 14B Predator-Central,AZ Arsenal 14 Boys Teal SC,1,0,W,L,2025 Max Shacknai Invitational,Phoenix Rising FC Tournaments - Max Shacknai Invitational,U11B U11B PLATINUM (ORIGINALS) - 9V9,Arizona Athletic Grounds,"6321 South Ellsworth Road , Mesa, AZ 85212",18993395,163425,prfc southeast valley 14b predatorcentral,az arsenal 14 boys teal sc,PRFC Southeast Valley 14B Predator-Central,EXACT,AZ Arsenal 14 Boys Teal SC,EXACT
2/15/2025,State 48 FC 14 White,AZ Arsenal 14 Boys Teal SC,0,0,T,T,2024-25 MaxinMotion Open League Season 2,Futsal B and G ,U11B MaxInMotion Open League Division 6 11U Boys,Gateway Park,"10100 N El Mirage Rd , El Mirage, AZ 85335",18569705,163425,state 48 fc 14 white,az arsenal 14 boys teal sc,State 48 FC Avondale 14 White,FUZZY,AZ Arsenal 14 Boys Teal SC,EXACT
2/8/2025,14 Cityzens,AZ Arsenal 14 Boys Teal SC,0,2,L,W,2024-25 MaxinMotion Open League Season 2,Futsal B and G ,U11B MaxInMotion Open League Division 6 11U Boys,Power Ranch Soccer Field,"444 E Haven Crest Dr., Gilbert, AZ 85297",18569701,163425,14 cityzens,az arsenal 14 boys teal sc,14 Cityzens,EXACT,AZ Arsenal 14 Boys Teal SC,EXACT
1/26/2025,AZ Arsenal 14 Boys Teal SC,Next Level Soccer Southeast 2014 Boys Blue,0,4,L,W,2025 AZ Soccer Clash hosted by Phoenix Premier FC,AZ Soccer Clash,U11B U11 Boys - Silver 2 CROSSOVER,Arizona Athletic Grounds,"1 Legacy Dr., Mesa, AZ 85212",18702794,163425,az arsenal 14 boys teal sc,next level soccer southeast 2014 boys blue,AZ Arsenal 14 Boys Teal SC,EXACT,Southeast 2014 Boys Blue,FUZZY
1/25/2025,AZ Arsenal 14 Boys Teal SC,PRFC Southeast Valley 14B Predator,2,0,W,L,2025 AZ Soccer Clash hosted by Phoenix Premier FC,AZ Soccer Clash,U11B U11 Boys - Silver 2 CROSSOVER,Arizona Athletic Grounds,"1 Legacy Dr., Mesa, AZ 85212",18702788,163425,az arsenal 14 boys teal sc,prfc southeast valley 14b predator,AZ Arsenal 14 Boys Teal SC,EXACT,PRFC Southeast Valley 14B Predator,EXACT
1/25/2025,Playmaker Futbol Academy 14B Gold,AZ Arsenal 14 Boys Teal SC,5,1,W,L,2025 AZ Soccer Clash hosted by Phoenix Premier FC,AZ Soccer Clash,U11B U11 Boys - Silver 2 CROSSOVER,Arizona Athletic Grounds,"1 Legacy Dr., Mesa, AZ 85212",18702790,163425,playmaker futbol academy 14b gold,az arsenal 14 boys teal sc,Playmaker Futbol Academy 14B Gold,EXACT,AZ Arsenal 14 Boys Teal SC,EXACT
1/4/2025,Phoenix Premier FC 14B CG,AZ Arsenal 14 Boys Teal SC,12,2,W,L,Inside Classic 2025,Inside Classic,U11B U11 Boys Black,Arizona Athletic Grounds (AASC Tournaments),"6321 S Ellsworth Rd , Mesa, AZ 85212",18560518,163425,phoenix premier fc 14b cg,az arsenal 14 boys teal sc,Phoenix Premier FC 14B Black,FUZZY,AZ Arsenal 14 Boys Teal SC,EXACT
1/3/2025,AZ Arsenal 14 Boys Teal SC,Phoenix Premier FC 14B Black,4,5,L,W,Inside Classic 2025,Inside Classic,U11B U11 Boys Black,Arizona Athletic Grounds (AASC Tournaments),"6321 S Ellsworth Rd , Mesa, AZ 85212",18560515,163425,az arsenal 14 boys teal sc,phoenix premier fc 14b black,AZ Arsenal 14 Boys Teal SC,EXACT,Phoenix Premier FC 14B Black,EXACT
12/14/2024,AZ Arsenal 14 Boys Teal SC,Madison FC 14 Blue Boys,1,4,L,W,RSL-AZ Holiday Classic 2024,Holiday Classic,U11B U11 Boys Serbia,Reach 11 Sports Complex,"2425 E Deer Valley Dr , Phoenix, AZ 85050",18439199,163425,az arsenal 14 boys teal sc,madison fc 14 blue boys,AZ Arsenal 14 Boys Teal SC,EXACT,Madison FC 14 Blue Boys,EXACT
12/14/2024,Scottsdale 14 Sandsharks,AZ Arsenal 14 Boys Teal SC,1,0,W,L,RSL-AZ Holiday Classic 2024,Holiday Classic,U11B U11 Boys Serbia,Reach 11 Sports Complex,"2425 E Deer Valley Dr , Phoenix, AZ 85050",18439197,163425,scottsdale 14 sandsharks,az arsenal 14 boys teal sc,Scottsdale 14 Sandsharks Select,FUZZY,AZ Arsenal 14 Boys Teal SC,EXACT
11/23/2024,AZ Arsenal 14 Boys Teal SC,PRFC Southeast Valley 14B Predator,2,2,T,T,2024-25 MaxinMotion Open League Season 1,OPEN League: Season 1,U11B MaxInMotion Open League Division 7 11U Boys,Arizona Athletic Grounds,"6321 South Ellsworth Road , Mesa, AZ 85212",17071281,163425,az arsenal 14 boys teal sc,prfc southeast valley 14b predator,AZ Arsenal 14 Boys Teal SC,EXACT,PRFC Southeast Valley 14B Predator,EXACT
11/10/2024,14B Flores,AZ Arsenal 14 Boys Teal SC,5,0,W,L,Arizona Select Clubs Showcase 2024,Arizona Select Clubs Showcase,U11B U11 Boys Ream,Tucson Kino South Complex (ASA)," 2343 E Tournament Way , Tucson, AZ 85714",18166902,163425,14b flores,az arsenal 14 boys teal sc,,NO_MATCH,AZ Arsenal 14 Boys Teal SC,EXACT
10/26/2024,Tuzos 2014 Nava,AZ Arsenal 14 Boys Teal SC,2,2,T,T,2024-25 MaxinMotion Open League Season 1,OPEN League: Season 1,U11B MaxInMotion Open League Division 7 11U Boys,Phoenix Events Complex (ASA),"2209 N. 99th Ave, Phoenix, AZ 85305",17071273,163425,tuzos 2014 nava,az arsenal 14 boys teal sc,Tuzos 2014 Nava,EXACT,AZ Arsenal 14 Boys Teal SC,EXACT
10/19/2024,AZ Arsenal 14 Boys Teal SC,AZEV B2014 (WHITE),4,4,T,T,2024-25 MaxinMotion Open League Season 1,OPEN League: Season 1,U11B MaxInMotion Open League Division 7 11U Boys,Arizona Athletic Grounds,"1 Legacy Drive, Mesa, AZ 85212",17071290,163425,az arsenal 14 boys teal sc,azev b2014 white,AZ Arsenal 14 Boys Teal SC,EXACT,AZEV B2014 (WHITE),EXACT
10/18/2024,NOS Santos 14 Boys White,AZ Arsenal 14 Boys Teal SC,0,3,L,W,2024-25 MaxinMotion Open League Season 1,OPEN League: Season 1,U11B MaxInMotion Open League Division 7 11U Boys,EV- NOS Santos Soccer Complex (NOS),"12347 S. Sossaman , Mesa, AZ 85212",17071287,163425,nos santos 14 boys white,az arsenal 14 boys teal sc,NOS Santos 14 Boys White,EXACT,AZ Arsenal 14 Boys Teal SC,EXACT
10/13/2024,CCV STARS 14 Boys Navy PEO,AZ Arsenal 14 Boys Teal SC,3,1,W,L,Arsenal Challenge 2024,Arsenal Challenge,U11B 11U 2014 Boys Bronze East,Arizona Athletic Grounds (AASC Tournaments),"6321 S Ellsworth Rd , Mesa, AZ 85212",17858889,163425,ccv stars 14 boys navy peo,az arsenal 14 boys teal sc,14 Boys Navy,FUZZY,AZ Arsenal 14 Boys Teal SC,EXACT
10/12/2024,2014 Rush Boys,AZ Arsenal 14 Boys Teal SC,0,10,L,W,Arsenal Challenge 2024,Arsenal Challenge,U11B 11U 2014 Boys Bronze East,Arizona Athletic Grounds (AASC Tournaments),"6321 S Ellsworth Rd , Mesa, AZ 85212",17858881,163425,2014 rush boys,az arsenal 14 boys teal sc,2014 Rush Boys,EXACT,AZ Arsenal 14 Boys Teal SC,EXACT
10/11/2024,AZ Arsenal 14 Boys Teal SC,14B Bratcher,6,4,W,L,Arsenal Challenge 2024,Arsenal Challenge,U11B 11U 2014 Boys Bronze East,Arizona Athletic Grounds (AASC Tournaments),"6321 S Ellsworth Rd , Mesa, AZ 85212",17858873,163425,az arsenal 14 boys teal sc,14b bratcher,AZ Arsenal 14 Boys Teal SC,EXACT,,NO_MATCH
9/28/2024,2014 Rush Boys,AZ Arsenal 14 Boys Teal SC,2,3,L,W,2024-25 MaxinMotion Open League Season 1,OPEN League: Season 1,U11B MaxInMotion Open League Division 7 11U Boys,JCC (Rush),"12701 N Scottsdale Rd , Scottsdale, AZ 85254",17071280,163425,2014 rush boys,az arsenal 14 boys teal sc,2014 Rush Boys,EXACT,AZ Arsenal 14 Boys Teal SC,EXACT
9/22/2024,AZ Arsenal 14 Boys Teal SC,CAC 14/15B (Conroy),5,0,W,L,45th Annual Wolfgang Weber FC Tucson Cup (formerly FC Tucson Striker's Cup),Tournaments,U11B U11 Bronze 1,Kino Sports Complex,"2343 E. Tournament Way, Tucson, AZ 85713",17704623,163425,az arsenal 14 boys teal sc,cac 1415b conroy,AZ Arsenal 14 Boys Teal SC,EXACT,CAC 14/15B (Conroy),EXACT
9/21/2024,AZ Arsenal 14 Boys Teal SC,CDO 14B Elite,2,0,W,L,45th Annual Wolfgang Weber FC Tucson Cup (formerly FC Tucson Striker's Cup),Tournaments,U11B U11 Bronze 1,Kino Sports Complex,"2343 E. Tournament Way, Tucson, AZ 85713",17704617,163425,az arsenal 14 boys teal sc,cdo 14b elite,AZ Arsenal 14 Boys Teal SC,EXACT,CDO 14B Elite,EXACT
9/14/2024,AZ Arsenal 14 Boys Teal SC,PRFC Desert Foothills 14B Predator,6,3,W,L,2024-25 MaxinMotion Open League Season 1,OPEN League: Season 1,U11B MaxInMotion Open League Division 7 11U Boys,Arizona Athletic Grounds,"6321 South Ellsworth Road , Mesa, AZ 85212",17071271,163425,az arsenal 14 boys teal sc,prfc desert foothills 14b predator,AZ Arsenal 14 Boys Teal SC,EXACT,PRFC Desert Foothills 14B Predator,EXACT
