Team_Name,Club,State,State_Code,Region,Division,Age_Group,Age_U,Gender,Gender_Full,League,Active_Status,GotSport_Team_ID,Team_ID,Source_URL
09G AK Thorns,,Alaska,AK,West Coast,U18G,2007,18,F,Female,USYS,Active,563342,8e767896c073,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=18&search[gender]=f&search[page]=74
2008 Girls Cook Inlet SC Elite,,Alaska,AK,West Coast,U18G,2007,18,F,Female,USYS,Active,40772,20bf70c33a5e,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=18&search[gender]=f&search[page]=7
Alaska Rush 2008 Girls,,Alaska,AK,West Coast,U18G,2007,18,F,Female,USYS,Active,183162,249024807f55,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=18&search[gender]=f&search[page]=72
Alaska Rush HS Girls,,Alaska,AK,West Coast,U18G,2007,18,F,Female,USYS,Active,39598,513f2efdf03c,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=18&search[gender]=f&search[page]=63
Alaska Select Chicas 2008,,Alaska,AK,West Coast,U18G,2007,18,F,Female,USYS,Active,361840,734c1a75d2b4,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=18&search[gender]=f&search[page]=28
AL Lady Rush 08/09 Classic,,Alabama,AL,Southeast,U18G,2007,18,F,Female,USYS,Active,17834,b3cc86a4fec8,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=18&search[gender]=f&search[page]=68
AL Lady Rush 08/09 Elite,,Alabama,AL,Southeast,U18G,2007,18,F,Female,USYS,Active,518124,6b87077cba5b,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=18&search[gender]=f&search[page]=83
Alabama FC 08G ECNL,,Alabama,AL,Southeast,U18G,2007,18,F,Female,USYS,Active,284071,06f6bd26969e,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=18&search[gender]=f&search[page]=13
Alabama FC Central 08G Premier,,Alabama,AL,Southeast,U18G,2007,18,F,Female,USYS,Active,382456,8235fd177cfe,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=18&search[gender]=f&search[page]=58
Alabama FC RL G08,,Alabama,AL,Southeast,U18G,2007,18,F,Female,USYS,Active,45008,266cb9d62e97,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=18&search[gender]=f&search[page]=52
Alabama FC South 08G Grandview,,Alabama,AL,Southeast,U18G,2007,18,F,Female,USYS,Active,507137,82cfa0af990c,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=18&search[gender]=f&search[page]=83
Attack 08 White,,Alabama,AL,Southeast,U18G,2007,18,F,Female,USYS,Active,15451,a359a7bba48d,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=18&search[gender]=f&search[page]=61
Coliseum Storm,,Alabama,AL,Southeast,U18G,2007,18,F,Female,USYS,Active,39069,f52864cb9e6e,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=18&search[gender]=f&search[page]=80
FC Montgomery 08/09 Girls,,Alabama,AL,Southeast,U18G,2007,18,F,Female,USYS,Active,518337,00408545fc52,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=18&search[gender]=f&search[page]=55
Homewood Freedom 08 Girls,,Alabama,AL,Southeast,U18G,2007,18,F,Female,USYS,Active,116603,321325a6a089,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=18&search[gender]=f&search[page]=64
Phoenix FC 2008 Girls,,Alabama,AL,Southeast,U18G,2007,18,F,Female,USYS,Active,390172,b775a84e627b,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=18&search[gender]=f&search[page]=84
Prattville United FC 2008 Girls,,Alabama,AL,Southeast,U18G,2007,18,F,Female,USYS,Active,494412,12659b95214d,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=18&search[gender]=f&search[page]=77
Union 10 Baldwin County U18 Girls,,Alabama,AL,Southeast,U18G,2007,18,F,Female,USYS,Active,517488,fe701f6d4fd1,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=18&search[gender]=f&search[page]=64
Union 10 FC 2008 Girls,,Alabama,AL,Southeast,U18G,2007,18,F,Female,USYS,Active,252741,08934bb856a2,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=18&search[gender]=f&search[page]=56
ARFC 08/09G,,Arkansas,AR,Southeast,U18G,2007,18,F,Female,USYS,Active,275882,bfcb732c6fda,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=18&search[gender]=f&search[page]=59
Arkansas Comets 2007/2008G ECNL RL,,Arkansas,AR,Southeast,U18G,2007,18,F,Female,USYS,Active,17388,cef89a72b658,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=18&search[gender]=f&search[page]=5
Arkansas Rising 2008 Girls - RL,,Arkansas,AR,Southeast,U18G,2007,18,F,Female,USYS,Active,32440,067d59eccd8c,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=18&search[gender]=f&search[page]=57
Bentonville FC Prodigy 08/09 Girls,,Arkansas,AR,Southeast,U18G,2007,18,F,Female,USYS,Active,391335,03f3541e8b3f,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=18&search[gender]=f&search[page]=56
CASC 08/09 Wildcats,,Arkansas,AR,Southeast,U18G,2007,18,F,Female,USYS,Active,15065,7474fc683b9a,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=18&search[gender]=f&search[page]=19
Little Rock Rangers 2008 Girls,,Arkansas,AR,Southeast,U18G,2007,18,F,Female,USYS,Active,523033,731c7475bb42,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=18&search[gender]=f&search[page]=52
Searcy Rangers 2008-10 Girls,,Arkansas,AR,Southeast,U18G,2007,18,F,Female,USYS,Active,392855,4cc843c02473,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=18&search[gender]=f&search[page]=23
08G Ed Royals,,Arizona,AZ,Southwest,U18G,2007,18,F,Female,USYS,Active,10995,5da6d528446a,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=18&search[gender]=f&search[page]=38
09/10G Estrada Royals Nogales,,Arizona,AZ,Southwest,U18G,2007,18,F,Female,USYS,Active,547474,e9703d1e9ba0,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=18&search[gender]=f&search[page]=39
2008G Utha Royals FC-AZ ECNL,,Arizona,AZ,Southwest,U18G,2007,18,F,Female,USYS,Active,454218,0cdf9bfbe4cc,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=18&search[gender]=f&search[page]=32
AZ Arsenal 07/08G DPLO,,Arizona,AZ,Southwest,U18G,2007,18,F,Female,USYS,Active,79694,724a95cbe80a,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=18&search[gender]=f&search[page]=36
AZ Arsenal ECNL G08/07,,Arizona,AZ,Southwest,U18G,2007,18,F,Female,USYS,Active,156518,ffc0abadb937,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=18&search[gender]=f&search[page]=88
AZ Arsenal ECNL RL G08/07,,Arizona,AZ,Southwest,U18G,2007,18,F,Female,USYS,Active,149482,ebd6a4113426,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=18&search[gender]=f&search[page]=11
AZ Inferno 08 Girls Black,,Arizona,AZ,Southwest,U18G,2007,18,F,Female,USYS,Active,663165,9d3d48f5e4c8,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=18&search[gender]=f&search[page]=71
