Team_Name,Club,State,State_Code,Region,Division,Age_Group,Age_U,Gender,Gender_Full,League,Active_Status,GotSport_Team_ID,Team_ID,Source_URL
2010B Alaska Rush,,Alaska,AK,West Coast,U16B,2009,16,M,Male,USYS,Active,314281,4da79e2072a3,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=16&search[gender]=m&search[page]=32
2010B Alaska Rush White,,Alaska,AK,West Coast,U16B,2009,16,M,Male,USYS,Active,568336,427f6458ca01,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=16&search[gender]=m&search[page]=205
2010B CSC Hurricane,,Alaska,AK,West Coast,U16B,2009,16,M,Male,USYS,Active,435266,da5296854ce1,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=16&search[gender]=m&search[page]=153
2011 Boys Cook Inlet SC Elite,,Alaska,AK,West Coast,U16B,2009,16,M,Male,USYS,Active,181596,4ee67690ae98,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=16&search[gender]=m&search[page]=66
Alaska Eclipse 10 Boys,,Alaska,AK,West Coast,U16B,2009,16,M,Male,USYS,Active,50096,1d6d163f2b23,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=16&search[gender]=m&search[page]=144
Alaska Eclipse 10 Boys Tango,,Alaska,AK,West Coast,U16B,2009,16,M,Male,USYS,Active,611569,25c34c671227,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=16&search[gender]=m&search[page]=74
Alaska Rush 2010 Boys White,,Alaska,AK,West Coast,U16B,2009,16,M,Male,USYS,Active,39591,92496781c550,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=16&search[gender]=m&search[page]=34
CISC 10B Elite,,Alaska,AK,West Coast,U16B,2009,16,M,Male,USYS,Active,40583,eab13ff671d6,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=16&search[gender]=m&search[page]=132
KPSC 10/11B,,Alaska,AK,West Coast,U16B,2009,16,M,Male,USYS,Active,56199,80daac1d48de,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=16&search[gender]=m&search[page]=219
10 N2 NAL,,Alabama,AL,Southeast,U16B,2009,16,M,Male,USYS,Active,258498,c5291a5cbb13,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=16&search[gender]=m&search[page]=226
2010/11 Wetumpka United Boys,,Alabama,AL,Southeast,U16B,2009,16,M,Male,USYS,Active,390260,8b7b757eb587,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=16&search[gender]=m&search[page]=206
AFCHSV 2010 Boys ECNL RL,,Alabama,AL,Southeast,U16B,2009,16,M,Male,USYS,Active,684368,27f283ea38ab,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=16&search[gender]=m&search[page]=175
