Team_Name,Club,State,State_Code,Region,Division,Age_Group,Age_U,Gender,Gender_Full,League,Active_Status,GotSport_Team_ID,Team_ID,Source_URL
2014 Boys Cook Inlet SC Elite WYNALDA,,Alaska,AK,West Coast,U12B,2013,12,M,Male,USYS,Active,238572,cdb32a809576,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=12&search[gender]=m&search[page]=228
2014B AK Timbers,,Alaska,AK,West Coast,U12B,2013,12,M,Male,USYS,Active,357080,c298b6fef8dc,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=12&search[gender]=m&search[page]=349
2014B Alaska Rush Blue,,Alaska,AK,West Coast,U12B,2013,12,M,Male,USYS,Active,238409,72c854c6eb97,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=12&search[gender]=m&search[page]=426
2014B Alaska Rush White,,Alaska,AK,West Coast,U12B,2013,12,M,Male,USYS,Active,195346,2f5af19b5bc7,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=12&search[gender]=m&search[page]=267
2014B CSC Avalanche,,Alaska,AK,West Coast,U12B,2013,12,M,Male,USYS,Active,435785,d93c3f55aaf5,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=12&search[gender]=m&search[page]=290
2014B CSC Avalanche Blue,,Alaska,AK,West Coast,U12B,2013,12,M,Male,USYS,Active,435780,c74b7472ba4f,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=12&search[gender]=m&search[page]=352
2014B CSC Avalanche Gold,,Alaska,AK,West Coast,U12B,2013,12,M,Male,USYS,Active,435538,a9c33de8b0f6,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=12&search[gender]=m&search[page]=356
2016 Boys Cook Inlet SC Red,,Alaska,AK,West Coast,U12B,2013,12,M,Male,USYS,Active,322207,c31cfac5303f,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=12&search[gender]=m&search[page]=350
Alaska Eclipse 14B,,Alaska,AK,West Coast,U12B,2013,12,M,Male,USYS,Active,310135,400c9b53e1b2,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=12&search[gender]=m&search[page]=97
Alaska Eclipse 14B Tango,,Alaska,AK,West Coast,U12B,2013,12,M,Male,USYS,Active,310137,00385fdc7f02,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=12&search[gender]=m&search[page]=327
KPSC 2014B,,Alaska,AK,West Coast,U12B,2013,12,M,Male,USYS,Active,470262,fbd22e676d1f,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=12&search[gender]=m&search[page]=230
VR 2014 Boys,,Alaska,AK,West Coast,U12B,2013,12,M,Male,USYS,Active,563526,a30cfeb0d423,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=12&search[gender]=m&search[page]=193
VR 2015 Boys,,Alaska,AK,West Coast,U12B,2013,12,M,Male,USYS,Active,563344,d74cbd52bf6e,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=12&search[gender]=m&search[page]=233
2014/15B SYSA Storm Purple,,Alabama,AL,Southeast,U12B,2013,12,M,Male,USYS,Active,355313,76986e411140,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=12&search[gender]=m&search[page]=335
AFC 2014 SCCL1 Boys,,Alabama,AL,Southeast,U12B,2013,12,M,Male,USYS,Active,678317,40b45a532f69,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=12&search[gender]=m&search[page]=444
AFC Central 14B Academy North Black,,Alabama,AL,Southeast,U12B,2013,12,M,Male,USYS,Active,638668,f0c28d202f1e,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=12&search[gender]=m&search[page]=451
AFC Central 14B Academy North Navy,,Alabama,AL,Southeast,U12B,2013,12,M,Male,USYS,Active,625691,256b3464c7f5,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=12&search[gender]=m&search[page]=442
AFC Central 14B Academy North White,,Alabama,AL,Southeast,U12B,2013,12,M,Male,USYS,Active,626881,6997a6bd05a1,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=12&search[gender]=m&search[page]=443
AFC SCCL 2 2014 Boys,,Alabama,AL,Southeast,U12B,2013,12,M,Male,USYS,Active,670464,9350986cdb28,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=12&search[gender]=m&search[page]=285
AFCHSV 2015 Boys SCCL,,Alabama,AL,Southeast,U12B,2013,12,M,Male,USYS,Active,684358,3f862f4dc205,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=12&search[gender]=m&search[page]=265
AFCHSV- USC 2014 Boys Premier,,Alabama,AL,Southeast,U12B,2013,12,M,Male,USYS,Active,578877,3ce644537f6d,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=12&search[gender]=m&search[page]=316
AL Rush 2014 DC,,Alabama,AL,Southeast,U12B,2013,12,M,Male,USYS,Active,429567,d8898f81b5d3,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=12&search[gender]=m&search[page]=325
AR - SJ Inter 2014B,,Alabama,AL,Southeast,U12B,2013,12,M,Male,USYS,Active,496764,2f347e71548c,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=12&search[gender]=m&search[page]=165
AYSO United B2014 Navy,,Alabama,AL,Southeast,U12B,2013,12,M,Male,USYS,Active,601211,eccde71c2eb3,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=12&search[gender]=m&search[page]=437
AYSO United B2014 Premier,,Alabama,AL,Southeast,U12B,2013,12,M,Male,USYS,Active,258135,86f1810fe566,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=12&search[gender]=m&search[page]=230
Alabama FC Alabaster 14B Academy Navy,,Alabama,AL,Southeast,U12B,2013,12,M,Male,USYS,Active,394770,3cfd2689eba6,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=12&search[gender]=m&search[page]=348
Alabama FC Alabaster 14B Academy Red,,Alabama,AL,Southeast,U12B,2013,12,M,Male,USYS,Active,393751,bc28d0d057ad,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=12&search[gender]=m&search[page]=330
Alabama FC Alabaster 14B Premier,,Alabama,AL,Southeast,U12B,2013,12,M,Male,USYS,Active,624971,a2e8dd9c89b0,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=12&search[gender]=m&search[page]=335
Alabama FC Alabaster 14B Select,,Alabama,AL,Southeast,U12B,2013,12,M,Male,USYS,Active,624973,28b00b118433,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=12&search[gender]=m&search[page]=435
Alabama FC Central 14B Academy North Red,,Alabama,AL,Southeast,U12B,2013,12,M,Male,USYS,Active,606454,634d710b25ba,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=12&search[gender]=m&search[page]=448
Alabama FC Central 14B Premier,,Alabama,AL,Southeast,U12B,2013,12,M,Male,USYS,Active,624964,ac34b6f4382f,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=12&search[gender]=m&search[page]=438
Alabama FC Central 14B Select,,Alabama,AL,Southeast,U12B,2013,12,M,Male,USYS,Active,624966,95625dac0e2a,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=12&search[gender]=m&search[page]=438
Alabama FC South 14B,,Alabama,AL,Southeast,U12B,2013,12,M,Male,USYS,Active,591246,2b511aefe3e5,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=12&search[gender]=m&search[page]=435
Alabama FC South 14B Grandview Red,,Alabama,AL,Southeast,U12B,2013,12,M,Male,USYS,Active,508674,2d9e7aa5c027,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=12&search[gender]=m&search[page]=295
Auburn Soccer Club 2014 Boys Blue,,Alabama,AL,Southeast,U12B,2013,12,M,Male,USYS,Active,48612,a5a0798127b0,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=12&search[gender]=m&search[page]=232
Auburn Soccer Club 2014 Boys White,,Alabama,AL,Southeast,U12B,2013,12,M,Male,USYS,Active,497924,246778433e0f,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=12&search[gender]=m&search[page]=422
Baldwin Rush 14/15 Boys,,Alabama,AL,Southeast,U12B,2013,12,M,Male,USYS,Active,430985,a3754155b6eb,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=12&search[gender]=m&search[page]=337
Barca Academy Hoover 14 Boys White,,Alabama,AL,Southeast,U12B,2013,12,M,Male,USYS,Active,652692,868197b184bd,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=12&search[gender]=m&search[page]=418
Briarwood Boys 14 Gold,,Alabama,AL,Southeast,U12B,2013,12,M,Male,USYS,Active,409143,6bea71ff5e4d,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=12&search[gender]=m&search[page]=424
