Team_Name,Club,State,State_Code,Region,Division,Age_Group,Age_U,Gender,Gender_Full,League,Active_Status,GotSport_Team_ID,Team_ID,Source_URL
2008 Boys Cook Inlet SC,,Alaska,AK,West Coast,U18B,2007,18,M,Male,USYS,Active,39974,90ee0b9f5cd5,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=18&search[gender]=m&search[page]=63
2008B Alaska Rush,,Alaska,AK,West Coast,U18B,2007,18,M,Male,USYS,Active,39590,7336971e24ab,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=18&search[gender]=m&search[page]=15
Alaska Eclipse 08B,,Alaska,AK,West Coast,U18B,2007,18,M,Male,USYS,Active,66325,732673b5807b,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=18&search[gender]=m&search[page]=70
Alaska Eclipse 08B Tango,,Alaska,AK,West Coast,U18B,2007,18,M,Male,USYS,Active,46173,40ae9f65ddda,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=18&search[gender]=m&search[page]=103
CSC High School Boys,,Alaska,AK,West Coast,U18B,2007,18,M,Male,USYS,Active,360286,6da330f14aa0,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=18&search[gender]=m&search[page]=48
08 N2 NAL,,Alabama,AL,Southeast,U18B,2007,18,M,Male,USYS,Active,15492,515412e93998,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=18&search[gender]=m&search[page]=100
08/09 Boys,,Alabama,AL,Southeast,U18B,2007,18,M,Male,USYS,Active,393269,d8986a7d1e09,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=18&search[gender]=m&search[page]=110
AL Rush 08/09 Classic SM,,Alabama,AL,Southeast,U18B,2007,18,M,Male,USYS,Active,265650,be9b4180d664,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=18&search[gender]=m&search[page]=124
AL Rush 08/09 Elite SM,,Alabama,AL,Southeast,U18B,2007,18,M,Male,USYS,Active,389033,a0cc73844938,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=18&search[gender]=m&search[page]=84
AYSO United B2008 Premier,,Alabama,AL,Southeast,U18B,2007,18,M,Male,USYS,Active,258154,24e5ee7ef87a,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=18&search[gender]=m&search[page]=88
Alabama FC 08 Boys ECNL,,Alabama,AL,Southeast,U18B,2007,18,M,Male,USYS,Active,203475,415528d787e3,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=18&search[gender]=m&search[page]=20
Alabama FC Alabaster 08B Premier,,Alabama,AL,Southeast,U18B,2007,18,M,Male,USYS,Active,88327,0f786aa55953,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=18&search[gender]=m&search[page]=83
Alabama FC Alabaster 2008B Select,,Alabama,AL,Southeast,U18B,2007,18,M,Male,USYS,Active,88328,4665b338cf9e,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=18&search[gender]=m&search[page]=98
Alabama FC Central 08B Premier,,Alabama,AL,Southeast,U18B,2007,18,M,Male,USYS,Active,88326,5e2074235745,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=18&search[gender]=m&search[page]=99
Alabama FC RL B08,,Alabama,AL,Southeast,U18B,2007,18,M,Male,USYS,Active,481386,834f446f1a9c,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=18&search[gender]=m&search[page]=88
Alabama FC South 08B Elite,,Alabama,AL,Southeast,U18B,2007,18,M,Male,USYS,Active,78856,247bd471b150,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=18&search[gender]=m&search[page]=118
Alabama FC South 08B Grandview Premier,,Alabama,AL,Southeast,U18B,2007,18,M,Male,USYS,Active,508437,65203c89c931,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=18&search[gender]=m&search[page]=130
Auburn Soccer Club 08/09/10 Boys,,Alabama,AL,Southeast,U18B,2007,18,M,Male,USYS,Active,578755,c5877e2f99da,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=18&search[gender]=m&search[page]=108
Auburn Soccer Club 2008 Boys,,Alabama,AL,Southeast,U18B,2007,18,M,Male,USYS,Active,18139,5a477a4c515c,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=18&search[gender]=m&search[page]=135
Baldwin Rush 08/09 Boys,,Alabama,AL,Southeast,U18B,2007,18,M,Male,USYS,Active,390420,8b1cbf21ecf0,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=18&search[gender]=m&search[page]=132
Briarwood Boys 08 Gold,,Alabama,AL,Southeast,U18B,2007,18,M,Male,USYS,Active,114754,783b66b99f6e,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=18&search[gender]=m&search[page]=88
Decatur City FC 08 Boys,,Alabama,AL,Southeast,U18B,2007,18,M,Male,USYS,Active,388374,dfbb8b0509f7,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=18&search[gender]=m&search[page]=104
FCB 2008/09 B Blue,,Alabama,AL,Southeast,U18B,2007,18,M,Male,USYS,Active,516634,bde61c5ab70d,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=18&search[gender]=m&search[page]=126
Fox Soccer Academy 2008 B White,,Alabama,AL,Southeast,U18B,2007,18,M,Male,USYS,Active,512351,3c82dba5d017,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=18&search[gender]=m&search[page]=69
Hammarby - Sweden,,Alabama,AL,Southeast,U18B,2007,18,M,Male,USYS,Active,608165,27cac158752c,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=18&search[gender]=m&search[page]=9
Homewood Freedom 08 Boys,,Alabama,AL,Southeast,U18B,2007,18,M,Male,USYS,Active,19043,a6951bc39128,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=18&search[gender]=m&search[page]=105
