Team_Name,Club,State,State_Code,Region,Division,Age_Group,Age_U,Gender,Gender_Full,League,Active_Status,GotSport_Team_ID,Team_ID,Source_URL
15/16G AK Thorns,,Alaska,AK,West Coast,U11G,2014,11,F,Female,USYS,Active,199109,f2158516e7c4,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=11&search[gender]=f&search[page]=235
2015 Cook Inlet SC Girls,,Alaska,AK,West Coast,U11G,2014,11,F,Female,USYS,Active,322203,7456c7840ed2,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=11&search[gender]=f&search[page]=65
2015 Girls Cook Inlet SC Scarlet,,Alaska,AK,West Coast,U11G,2014,11,F,Female,USYS,Active,374306,99e71a7f7012,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=11&search[gender]=f&search[page]=194
2015G Alaska Rush Blue,,Alaska,AK,West Coast,U11G,2014,11,F,Female,USYS,Active,440046,cbd63dc43a6f,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=11&search[gender]=f&search[page]=44
2015G Alaska Rush White,,Alaska,AK,West Coast,U11G,2014,11,F,Female,USYS,Active,321768,33fd54839205,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=11&search[gender]=f&search[page]=167
2015G CSC Storm Blue,,Alaska,AK,West Coast,U11G,2014,11,F,Female,USYS,Active,433383,3b205ea141d1,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=11&search[gender]=f&search[page]=153
KPSC 15/16G,,Alaska,AK,West Coast,U11G,2014,11,F,Female,USYS,Active,490374,505ce3c9a3f8,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=11&search[gender]=f&search[page]=234
AFCHSV 2015 Girls SCCL,,Alabama,AL,Southeast,U11G,2014,11,F,Female,USYS,Active,684371,54dd8f1896c8,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=11&search[gender]=f&search[page]=238
AFCHSV- USC 2015 Girls Premier,,Alabama,AL,Southeast,U11G,2014,11,F,Female,USYS,Active,412282,d6936eda09fc,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=11&search[gender]=f&search[page]=109
AYSO United G2015 Premier,,Alabama,AL,Southeast,U11G,2014,11,F,Female,USYS,Active,386456,83d4067e2d9a,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=11&search[gender]=f&search[page]=109
