Team_Name,Club,State,State_Code,Region,Division,Age_Group,Age_U,Gender,Gender_Full,League,Active_Status,GotSport_Team_ID,Team_ID,Source_URL
2011 Boys Cook Inlet SC Premier -O'Brian,,Alaska,AK,West Coast,U15B,2010,15,M,Male,USYS,Active,314207,b9007c39b0cc,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=15&search[gender]=m&search[page]=314
2011B Alaska Rush,,Alaska,AK,West Coast,U15B,2010,15,M,Male,USYS,Active,35311,158bbe660129,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=15&search[gender]=m&search[page]=156
2011B CSC Tornado,,Alaska,AK,West Coast,U15B,2010,15,M,Male,USYS,Active,360288,f5840b866d11,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=15&search[gender]=m&search[page]=237
Alaska Eclipse 11B,,Alaska,AK,West Coast,U15B,2010,15,M,Male,USYS,Active,39195,3bce08190d41,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=15&search[gender]=m&search[page]=319
CSC Firestorm 2012B-BLUE,,Alaska,AK,West Coast,U15B,2010,15,M,Male,USYS,Active,435800,8366b7abab43,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=15&search[gender]=m&search[page]=278
Homer United 2012 Augustine,,Alaska,AK,West Coast,U15B,2010,15,M,Male,USYS,Active,257546,b4482df66cef,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=15&search[gender]=m&search[page]=247
Juneau Rush 2011 Boys,,Alaska,AK,West Coast,U15B,2010,15,M,Male,USYS,Active,22310,7dd0a7858660,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=15&search[gender]=m&search[page]=224
VR 2011 Boys,,Alaska,AK,West Coast,U15B,2010,15,M,Male,USYS,Active,563523,8c8c82dae9e6,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=15&search[gender]=m&search[page]=196
VR 2011 Boys Green,,Alaska,AK,West Coast,U15B,2010,15,M,Male,USYS,Active,435904,90e27fa11ef8,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=15&search[gender]=m&search[page]=301
11 N2 NAL,,Alabama,AL,Southeast,U15B,2010,15,M,Male,USYS,Active,258513,d66945130df7,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=15&search[gender]=m&search[page]=288
