Team_Name,Club,State,State_Code,Region,Division,Age_Group,Age_U,Gender,Gender_Full,League,Active_Status,GotSport_Team_ID,Team_ID,Source_URL
2013 Boys Cook Inlet SC Elite,,Alaska,AK,West Coast,U13B,2012,13,M,Male,USYS,Active,314355,16c704d5aff4,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=13&search[gender]=m&search[page]=113
2013 Boys Cook Inlet SC Elite Red,,Alaska,AK,West Coast,U13B,2012,13,M,Male,USYS,Active,182995,d4c24da273f1,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=13&search[gender]=m&search[page]=373
2013 Boys Cook Inlet SC Premier,,Alaska,AK,West Coast,U13B,2012,13,M,Male,USYS,Active,314365,cf798210648d,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=13&search[gender]=m&search[page]=371
2013B Alaska Rush Dempsey,,Alaska,AK,West Coast,U13B,2012,13,M,Male,USYS,Active,238389,6041c81b1462,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=13&search[gender]=m&search[page]=181
2013B CSC Wildfire,,Alaska,AK,West Coast,U13B,2012,13,M,Male,USYS,Active,360290,e34316d7d8e7,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=13&search[gender]=m&search[page]=114
2014 Boys Cook Inlet SC Premier,,Alaska,AK,West Coast,U13B,2012,13,M,Male,USYS,Active,480767,ccc16db484b0,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=13&search[gender]=m&search[page]=402
Alaska Eclipse,,Alaska,AK,West Coast,U13B,2012,13,M,Male,USYS,Active,16214,34a5c855fdab,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=13&search[gender]=m&search[page]=428
Alaska Eclipse 13B,,Alaska,AK,West Coast,U13B,2012,13,M,Male,USYS,Active,46167,d1a881db6f88,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=13&search[gender]=m&search[page]=124
Cook Inlet SC U-11 Boys 1,,Alaska,AK,West Coast,U13B,2012,13,M,Male,USYS,Active,616777,d50961ac6e01,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=13&search[gender]=m&search[page]=342
Cook Inlet SC U-12 Boys,,Alaska,AK,West Coast,U13B,2012,13,M,Male,USYS,Active,616780,20381a57eb8b,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=13&search[gender]=m&search[page]=241
