Team_Name,Club,State,State_Code,Region,Division,Age_Group,Age_U,Gender,Gender_Full,League,Active_Status,GotSport_Team_ID,Team_ID,Source_URL
2014 Girls Cook Inlet SC Elite,,Alaska,AK,West Coast,U12G,2013,12,F,Female,USYS,Active,314500,9f85ce91faaa,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=12&search[gender]=f&search[page]=149
2014G Alaska Rush,,Alaska,AK,West Coast,U12G,2013,12,F,Female,USYS,Active,238413,66a4d1224f49,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=12&search[gender]=f&search[page]=158
2014G Alaska Rush White,,Alaska,AK,West Coast,U12G,2013,12,F,Female,USYS,Active,255562,3a1a3907b34a,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=12&search[gender]=f&search[page]=106
2014G CSC Lightning,,Alaska,AK,West Coast,U12G,2013,12,F,Female,USYS,Active,360283,840d16299593,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=12&search[gender]=f&search[page]=108
Alaska Eclipse 14G,,Alaska,AK,West Coast,U12G,2013,12,F,Female,USYS,Active,310136,86057b529c69,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=12&search[gender]=f&search[page]=208
2014G SYSA Storm,,Alabama,AL,Southeast,U12G,2013,12,F,Female,USYS,Active,278228,ef98433f1456,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=12&search[gender]=f&search[page]=168
AFCHSV 2014 Girls SCCL,,Alabama,AL,Southeast,U12G,2013,12,F,Female,USYS,Active,684372,080774805745,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=12&search[gender]=f&search[page]=252
AFCHSV- USC 2014 Girls Premier,,Alabama,AL,Southeast,U12G,2013,12,F,Female,USYS,Active,469766,e437971cd0a1,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=12&search[gender]=f&search[page]=149
AL Lady Rush 14 Academy Crain,,Alabama,AL,Southeast,U12G,2013,12,F,Female,USYS,Active,330324,9013cfd234bf,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=12&search[gender]=f&search[page]=237
AYSO United G2014 Premier,,Alabama,AL,Southeast,U12G,2013,12,F,Female,USYS,Active,386457,2bf682689479,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=12&search[gender]=f&search[page]=210
AYSO United G2014/15 Navy,,Alabama,AL,Southeast,U12G,2013,12,F,Female,USYS,Active,513651,75798a029d83,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=12&search[gender]=f&search[page]=232
Alabama FC 14G Pre ECNL 2,,Alabama,AL,Southeast,U12G,2013,12,F,Female,USYS,Active,630249,7ba7cab7f353,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=12&search[gender]=f&search[page]=255
Alabama FC 14G Premier,,Alabama,AL,Southeast,U12G,2013,12,F,Female,USYS,Active,674936,0a8eef5339f1,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=12&search[gender]=f&search[page]=240
Alabama FC 14G SCCL 3,,Alabama,AL,Southeast,U12G,2013,12,F,Female,USYS,Active,630251,d1c976152812,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=12&search[gender]=f&search[page]=162
Alabama FC Alabaster 14G Academy,,Alabama,AL,Southeast,U12G,2013,12,F,Female,USYS,Active,399696,20ebd830fbef,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=12&search[gender]=f&search[page]=254
Alabama FC Alabaster 14G Premier,,Alabama,AL,Southeast,U12G,2013,12,F,Female,USYS,Active,624985,38e10967cc61,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=12&search[gender]=f&search[page]=238
Alabama FC Central 14 North Black,,Alabama,AL,Southeast,U12G,2013,12,F,Female,USYS,Active,591739,bc01c24bc9a5,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=12&search[gender]=f&search[page]=168
Alabama FC Central 14 North Navy,,Alabama,AL,Southeast,U12G,2013,12,F,Female,USYS,Active,353908,6e7e51f9e90e,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=12&search[gender]=f&search[page]=162
Alabama FC Central 14 North Red,,Alabama,AL,Southeast,U12G,2013,12,F,Female,USYS,Active,591441,9ccc98d2c85d,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=12&search[gender]=f&search[page]=152
Alabama FC Central 14G Academy South - Red,,Alabama,AL,Southeast,U12G,2013,12,F,Female,USYS,Active,261271,a12b1155d5de,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=12&search[gender]=f&search[page]=61
Alabama FC Central 14G Academy South Navy,,Alabama,AL,Southeast,U12G,2013,12,F,Female,USYS,Active,289379,593daaefc953,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=12&search[gender]=f&search[page]=190
Alabama FC Central 14G North White,,Alabama,AL,Southeast,U12G,2013,12,F,Female,USYS,Active,261269,075a685808b6,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=12&search[gender]=f&search[page]=254
Alabama FC Huntsville 14G SCCL,,Alabama,AL,Southeast,U12G,2013,12,F,Female,USYS,Active,636277,69ea7ac6d415,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=12&search[gender]=f&search[page]=255
Attack 14 Black,,Alabama,AL,Southeast,U12G,2013,12,F,Female,USYS,Active,288998,5a49e53e6bbf,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=12&search[gender]=f&search[page]=237
Auburn Soccer Club 14/15 Girls,,Alabama,AL,Southeast,U12G,2013,12,F,Female,USYS,Active,627635,1aba186dade4,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=12&search[gender]=f&search[page]=238
Auburn Soccer Club 2014 Girls,,Alabama,AL,Southeast,U12G,2013,12,F,Female,USYS,Active,48613,74ea49a4bd20,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=12&search[gender]=f&search[page]=152
Auburn Soccer Club EAST 14/15 Girls,,Alabama,AL,Southeast,U12G,2013,12,F,Female,USYS,Active,627636,744debdc2ccd,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=12&search[gender]=f&search[page]=191
BUSA S Cubs,,Alabama,AL,Southeast,U12G,2013,12,F,Female,USYS,Active,301536,63483163fd77,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=12&search[gender]=f&search[page]=168
Blaze 14 Red,,Alabama,AL,Southeast,U12G,2013,12,F,Female,USYS,Active,277779,a757bb6d1601,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=12&search[gender]=f&search[page]=254
Briarwood Girls 14 Gold,,Alabama,AL,Southeast,U12G,2013,12,F,Female,USYS,Active,409145,2f800f4c8774,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=12&search[gender]=f&search[page]=193
FASC G2014,,Alabama,AL,Southeast,U12G,2013,12,F,Female,USYS,Active,301332,9f4feeef840f,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=12&search[gender]=f&search[page]=228
FC Montgomery 14/15 Girls,,Alabama,AL,Southeast,U12G,2013,12,F,Female,USYS,Active,45927,febaf75f99ac,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=12&search[gender]=f&search[page]=167
GSC Academy 2014/15 Girls,,Alabama,AL,Southeast,U12G,2013,12,F,Female,USYS,Active,396639,5d17933d7a08,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=12&search[gender]=f&search[page]=242
Hartselle United 14G,,Alabama,AL,Southeast,U12G,2013,12,F,Female,USYS,Active,413819,011bcf34e129,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=12&search[gender]=f&search[page]=236
Homewood Patriots 2014 Girls,,Alabama,AL,Southeast,U12G,2013,12,F,Female,USYS,Active,284750,2ec37198c798,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=12&search[gender]=f&search[page]=187
Homewood Red 2014 Girls,,Alabama,AL,Southeast,U12G,2013,12,F,Female,USYS,Active,284754,66a9c8ecc0e9,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=12&search[gender]=f&search[page]=251
Hoover Vestavia 14 Grey Pre-GA,,Alabama,AL,Southeast,U12G,2013,12,F,Female,USYS,Active,518378,e8b146e0c6a2,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=12&search[gender]=f&search[page]=185
Hoover Vestavia 14 Yellow Pre-GA,,Alabama,AL,Southeast,U12G,2013,12,F,Female,USYS,Active,518377,d864b8c6acf4,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=12&search[gender]=f&search[page]=91
Lady Lions 2014 White,,Alabama,AL,Southeast,U12G,2013,12,F,Female,USYS,Active,620107,bb2b9d28b8fc,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=12&search[gender]=f&search[page]=107
Madison Blaze 2014G Inferno,,Alabama,AL,Southeast,U12G,2013,12,F,Female,USYS,Active,245511,954b7961e3a0,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=12&search[gender]=f&search[page]=116
NASC Gravity 14G,,Alabama,AL,Southeast,U12G,2013,12,F,Female,USYS,Active,245947,25ecbe524ef1,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=12&search[gender]=f&search[page]=255
NASC Gravity 14G Dash,,Alabama,AL,Southeast,U12G,2013,12,F,Female,USYS,Active,515791,9aa7fe521d36,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=12&search[gender]=f&search[page]=203
NASC Gravity 14G Flash,,Alabama,AL,Southeast,U12G,2013,12,F,Female,USYS,Active,nan,745c5079d188,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=12&search[gender]=f&search[page]=253
PBFC Rush 14G Black,,Alabama,AL,Southeast,U12G,2013,12,F,Female,USYS,Active,278132,a9a8fc25cf1d,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=12&search[gender]=f&search[page]=254
Phoenix FC 2014-2016 Girls Oxford,,Alabama,AL,Southeast,U12G,2013,12,F,Female,USYS,Active,402619,d3895ce95cce,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=12&search[gender]=f&search[page]=191
Revolution Navy 2014G,,Alabama,AL,Southeast,U12G,2013,12,F,Female,USYS,Active,626343,fb87af8a6617,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=12&search[gender]=f&search[page]=157
Shoals SC 14/15G,,Alabama,AL,Southeast,U12G,2013,12,F,Female,USYS,Active,275053,fd26578f470f,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=12&search[gender]=f&search[page]=258
TUSC Girls 2014,,Alabama,AL,Southeast,U12G,2013,12,F,Female,USYS,Active,23548,f0ca9003bdd9,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=12&search[gender]=f&search[page]=258
USC 2014 Girls,,Alabama,AL,Southeast,U12G,2013,12,F,Female,USYS,Active,307892,b836688c2306,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=12&search[gender]=f&search[page]=81
Union 10 Academy 2014 Girls Gold,,Alabama,AL,Southeast,U12G,2013,12,F,Female,USYS,Active,392170,6144a8176a43,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=12&search[gender]=f&search[page]=262
2014/2015 G Paragould Predators,,Arkansas,AR,Southeast,U12G,2013,12,F,Female,USYS,Active,128105,1525903f6cb7,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=12&search[gender]=f&search[page]=231
870FC 2014 Girls,,Arkansas,AR,Southeast,U12G,2013,12,F,Female,USYS,Active,649583,66d240a64893,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=12&search[gender]=f&search[page]=101
AFC Benton 2014 Classic Girls,,Arkansas,AR,Southeast,U12G,2013,12,F,Female,USYS,Active,575836,465f1813ad1b,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=12&search[gender]=f&search[page]=133
ARFC 2014G Brown/Humphries,,Arkansas,AR,Southeast,U12G,2013,12,F,Female,USYS,Active,650822,373056216d57,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=12&search[gender]=f&search[page]=249
AVSA 2014 Girls Comp,,Arkansas,AR,Southeast,U12G,2013,12,F,Female,USYS,Active,523620,e9b2cf41bc92,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=12&search[gender]=f&search[page]=223
Advantage Academy 2014 Girls,,Arkansas,AR,Southeast,U12G,2013,12,F,Female,USYS,Active,417415,57f2441faa8e,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=12&search[gender]=f&search[page]=181
Arkansas Comets 2014G Pre ECNL,,Arkansas,AR,Southeast,U12G,2013,12,F,Female,USYS,Active,146987,e5cb84d47bf1,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=12&search[gender]=f&search[page]=144
Arkansas Rising 2014 Girls - Navy,,Arkansas,AR,Southeast,U12G,2013,12,F,Female,USYS,Active,517163,583fe208e1de,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=12&search[gender]=f&search[page]=151
