Team_Name,Club,State,State_Code,Region,Division,Age_Group,Age_U,Gender,Gender_Full,League,Active_Status,GotSport_Team_ID,Team_ID,Source_URL
2009 Girls Cook Inlet SC Elite,,Alaska,AK,West Coast,U17G,2008,17,F,Female,USYS,Active,40622,fd78350f4bb4,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=17&search[gender]=f&search[page]=12
AK Thorns 2009G,,Alaska,AK,West Coast,U17G,2008,17,F,Female,USYS,Active,184163,3e2f01054aa6,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=17&search[gender]=f&search[page]=110
Cook Inlet SC Elite 09G (AK),,Alaska,AK,West Coast,U17G,2008,17,F,Female,USYS,Active,545590,a9e36956588b,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=17&search[gender]=f&search[page]=7
VR 2009/10 Girls,,Alaska,AK,West Coast,U17G,2008,17,F,Female,USYS,Active,358655,d1b44277971f,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=17&search[gender]=f&search[page]=42
09/10 Girls,,Alabama,AL,Southeast,U17G,2008,17,F,Female,USYS,Active,393270,19abea16e249,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=17&search[gender]=f&search[page]=131
09G GA,,Alabama,AL,Southeast,U17G,2008,17,F,Female,USYS,Active,65992,19df72104f0c,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=17&search[gender]=f&search[page]=101
2009G Alabama FC ECNL,,Alabama,AL,Southeast,U17G,2008,17,F,Female,USYS,Active,452533,e9f82044bf62,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=17&search[gender]=f&search[page]=74
AYSO United G2009 Premier,,Alabama,AL,Southeast,U17G,2008,17,F,Female,USYS,Active,258153,0511ea0dd117,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=17&search[gender]=f&search[page]=91
Alabama FC Alabaster 09G Premier,,Alabama,AL,Southeast,U17G,2008,17,F,Female,USYS,Active,261002,ae66f7a31d89,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=17&search[gender]=f&search[page]=110
Alabama FC Central 09G Premier,,Alabama,AL,Southeast,U17G,2008,17,F,Female,USYS,Active,88659,083e909595c4,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=17&search[gender]=f&search[page]=95
Alabama FC RL G09,,Alabama,AL,Southeast,U17G,2008,17,F,Female,USYS,Active,nan,df8f63766da6,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=17&search[gender]=f&search[page]=118
Attack 09 Black,,Alabama,AL,Southeast,U17G,2008,17,F,Female,USYS,Active,630914,327f1fbf23cb,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=17&search[gender]=f&search[page]=125
Auburn Soccer Club 09/10/11 Girls,,Alabama,AL,Southeast,U17G,2008,17,F,Female,USYS,Active,627637,e5d1bb6c9861,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=17&search[gender]=f&search[page]=127
Briarwood Girls 09 Gold,,Alabama,AL,Southeast,U17G,2008,17,F,Female,USYS,Active,16279,c7d24eff6aea,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=17&search[gender]=f&search[page]=92
