Team_Name,Club,State,State_Code,Region,Division,Age_Group,Age_U,Gender,Gender_Full,League,Active_Status,GotSport_Team_ID,Team_ID,Source_URL
2015 Cook Inlet SC Boys Premier,,Alaska,AK,West Coast,U11B,2014,12,M,Male,USYS,Active,566709.0,d2fd0dad22fb,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=11&search[gender]=m&search[page]=277
2015 Cook Inlet SC Boys RED,,Alaska,AK,West Coast,U11B,2014,12,M,Male,USYS,Active,566715.0,f4c15d96ad7b,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=11&search[gender]=m&search[page]=88
2015B AK Timbers,,Alaska,AK,West Coast,U11B,2014,12,M,Male,USYS,Active,358777.0,2659f027fd8b,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=11&search[gender]=m&search[page]=161
2015B Alaska Rush Goldstrikers,,Alaska,AK,West Coast,U11B,2014,12,M,Male,USYS,Active,360268.0,b2954069d0fd,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=11&search[gender]=m&search[page]=111
2015B CSC Riptide,,Alaska,AK,West Coast,U11B,2014,12,M,Male,USYS,Active,435786.0,db096858c8ec,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=11&search[gender]=m&search[page]=362
Alaska Eclipse 15B,,Alaska,AK,West Coast,U11B,2014,12,M,Male,USYS,Active,425269.0,8dd39a7e4996,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=11&search[gender]=m&search[page]=327
KPSC 2015B,,Alaska,AK,West Coast,U11B,2014,12,M,Male,USYS,Active,488305.0,d2670fbe5d3f,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=11&search[gender]=m&search[page]=409
VR 2015 Boys,,Alaska,AK,West Coast,U11B,2014,12,M,Male,USYS,Active,435907.0,f8a4a6405037,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=11&search[gender]=m&search[page]=363
AFC Central 15B Academy North Red,,Alabama,AL,Southeast,U11B,2014,12,M,Male,USYS,Active,638659.0,ece99b3008f8,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=11&search[gender]=m&search[page]=392
AFC Central 15B North Academy Navy,,Alabama,AL,Southeast,U11B,2014,12,M,Male,USYS,Active,678267.0,7a0bc81c6b24,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=11&search[gender]=m&search[page]=364
AFCHSV- USC 2015 Boys Adidas,,Alabama,AL,Southeast,U11B,2014,12,M,Male,USYS,Active,542254.0,65fd50712516,https://system.gotsport.com/api/v1/team_ranking_data?search[team_country]=USA&search[age]=11&search[gender]=m&search[page]=388
