team_id,opponent_team_id,date,goals_for,goals_against,result,display_name,opponent_display_name
126695.0,383405.0,2025-10-05,2.0,3.0,L,,
126695.0,bdc47d477da8,2025-09-28,4.0,3.0,W,,
126695.0,383405.0,2025-09-06,2.0,2.0,D,,
126695.0,d9d1f9038f86,2025-09-06,1.0,0.0,W,,
2d30c5f970f0,120282.0,2025-10-04,0.0,0.0,D,,
384729.0,120282.0,2025-09-27,0.0,0.0,D,,
5cb17351b478,120282.0,2025-09-13,0.0,10.0,L,,
5a1f04f57f72,533848.0,2025-10-12,0.0,0.0,D,,
521383.0,533848.0,2025-10-11,11.0,1.0,W,,
372722.0,533848.0,2025-10-11,1.0,8.0,L,,
955bf127c3df,533848.0,2025-10-10,0.0,8.0,L,,
3c738e508624,533848.0,2025-09-27,0.0,0.0,D,,
533848.0,bf76e905ac94,2025-09-13,11.0,2.0,W,,
533848.0,521426.0,2025-09-07,6.0,3.0,W,,
533848.0,646787.0,2025-09-07,0.0,4.0,L,,
533848.0,521426.0,2025-09-06,4.0,1.0,W,,
433948.0,533848.0,2025-03-30,4.0,4.0,D,,
533848.0,513881.0,2025-03-29,0.0,14.0,L,,
533848.0,319586.0,2025-03-29,3.0,5.0,L,,
189718.0,533848.0,2025-03-22,15.0,1.0,W,,
370615.0,533848.0,2025-03-21,7.0,3.0,W,,
533848.0,3794284fb470,2025-03-16,7.0,4.0,W,,
513843.0,533848.0,2025-03-16,0.0,1.0,L,,
533848.0,ca938fe7d0b7,2025-03-15,0.0,6.0,L,,
520380.0,533848.0,2025-03-01,0.0,0.0,D,,
277188.0,533848.0,2025-03-01,0.0,0.0,D,,
533848.0,232674.0,2024-11-03,0.0,6.0,L,,
533848.0,b5dbbe86a501,2024-11-03,2.0,7.0,L,,
533848.0,513881.0,2024-11-02,10.0,1.0,W,,
533848.0,405999.0,2024-11-02,1.0,7.0,L,,
658496.0,326440.0,2025-09-27,3.0,4.0,L,,
398193.0,326440.0,2025-09-27,2.0,3.0,L,,
370615.0,326440.0,2025-09-13,1.0,4.0,L,,
513843.0,326440.0,2025-09-06,3.0,2.0,W,,
761dc181c82c,326440.0,2025-05-25,0.0,7.0,L,,
326440.0,5d8bc7ebd72b,2025-05-24,0.0,5.0,L,,
289274.0,326440.0,2025-05-24,0.0,8.0,L,,
d37bd595a425,326440.0,2025-04-06,5.0,3.0,W,,
c3a88da9ffa8,326440.0,2025-04-05,0.0,3.0,L,,
326440.0,07e6c15f8052,2025-04-04,2.0,4.0,L,,
0518ac2361f0,326440.0,2025-03-16,0.0,0.0,D,,
51347f95ae36,326440.0,2025-03-16,1.0,5.0,L,,
326440.0,c5a60c0bc853,2025-03-15,5.0,1.0,W,,
761dc181c82c,326440.0,2025-03-15,5.0,0.0,W,,
f0d6fe01d989,326440.0,2025-03-01,4.0,4.0,D,,
f667d8f5b876,326440.0,2025-03-01,1.0,5.0,L,,
576789.0,326440.0,2025-02-22,1.0,5.0,L,,
bb388eebf129,326440.0,2025-02-16,5.0,6.0,L,,
c3a88da9ffa8,326440.0,2025-02-15,1.0,1.0,D,,
652e4e544468,326440.0,2025-02-14,1.0,0.0,W,,
f667d8f5b876,326440.0,2025-02-01,2.0,0.0,W,,
9429d85339e3,326440.0,2025-01-19,8.0,1.0,W,,
326440.0,1b2f2ae85809,2025-01-18,3.0,2.0,W,,
326440.0,208079ed8465,2025-01-18,2.0,5.0,L,,
120282.0,326440.0,2025-01-11,1.0,8.0,L,,
398193.0,326440.0,2024-11-14,2.0,9.0,L,,
326440.0,431fb4449fb8,2024-11-11,1.0,2.0,L,,
91330136e9b1,326440.0,2024-11-10,5.0,3.0,W,,
27658e95a8eb,326440.0,2024-10-26,3.0,3.0,D,,
9dc3e7b270d3,326440.0,2024-10-19,2.0,3.0,L,,
615217.0,521210.0,2025-10-11,0.0,0.0,D,,
492965.0,521210.0,2025-10-04,0.0,0.0,D,,
b5dbbe86a501,546274.0,2025-02-23,10.0,2.0,W,,
9f7ccd26133f,546274.0,2025-02-23,4.0,5.0,L,,
9f7ccd26133f,546274.0,2025-02-22,2.0,8.0,L,,
27658e95a8eb,546274.0,2024-10-20,0.0,7.0,L,,
ebb7e32ecd18,546274.0,2024-10-20,13.0,0.0,W,,
398193.0,546274.0,2024-10-19,1.0,11.0,L,,
275533.0,3c738e508624,2025-09-21,5.0,0.0,W,,
275533.0,398193.0,2025-08-01,0.0,0.0,D,,
82323.0,5a0744754610,2025-09-13,2.0,0.0,W,,
254492.0,305497.0,2025-10-11,8.0,1.0,W,,
558129.0,305497.0,2025-08-01,0.0,0.0,D,,
398193.0,305497.0,2025-04-06,2.0,3.0,L,,
f0d553b24db7,305497.0,2025-04-05,2.0,3.0,L,,
ef5b7143c899,305497.0,2025-04-04,3.0,1.0,W,,
91330136e9b1,305497.0,2025-03-08,4.0,3.0,W,,
d38881df162b,305497.0,2025-03-08,1.0,1.0,D,,
e71be2bb0d76,305497.0,2025-02-01,5.0,0.0,W,,
431fb4449fb8,305497.0,2025-02-01,2.0,8.0,L,,
185319.0,305497.0,2025-01-28,0.0,6.0,L,,
544458.0,305497.0,2025-01-25,4.0,0.0,W,,
e1479d117749,305497.0,2025-01-12,2.0,5.0,L,,
370615.0,305497.0,2025-01-12,2.0,1.0,W,,
9f6aeb24a12c,305497.0,2025-01-11,1.0,6.0,L,,
544458.0,305497.0,2024-12-09,1.0,10.0,L,,
185319.0,305497.0,2024-12-07,4.0,0.0,W,,
0aaa11a002e6,305497.0,2024-11-24,3.0,2.0,W,,
262790.0,305497.0,2024-11-23,1.0,4.0,L,,
3794284fb470,305497.0,2024-11-23,2.0,3.0,L,,
e134c6289c6d,305497.0,2024-11-16,5.0,2.0,W,,
e71be2bb0d76,305497.0,2024-10-26,1.0,5.0,L,,
305497.0,407089.0,2024-10-19,3.0,0.0,W,,
492965.0,305497.0,2024-10-13,2.0,6.0,L,,
9e354ef32238,305497.0,2024-10-13,4.0,2.0,W,,
562204.0,8d040727ccff,2025-04-27,3.0,1.0,W,,
562204.0,232674.0,2025-04-26,4.0,2.0,W,,
562204.0,647c5e261668,2025-04-26,4.0,5.0,L,,
562204.0,433948.0,2025-04-06,2.0,0.0,W,,
562204.0,bcc1003b7940,2025-04-05,5.0,1.0,W,,
562204.0,405999.0,2025-04-05,1.0,3.0,L,,
385774.0,562204.0,2025-03-23,8.0,4.0,W,,
562204.0,6cd8d68491f3,2025-03-22,4.0,6.0,L,,
385774.0,562204.0,2025-03-22,7.0,6.0,W,,
367902.0,562204.0,2025-03-21,3.0,8.0,L,,
506718.0,562204.0,2025-03-21,3.0,8.0,L,,
562204.0,319586.0,2024-12-08,3.0,4.0,L,,
562204.0,647c5e261668,2024-12-07,5.0,2.0,W,,
562204.0,583a5494a88c,2024-11-10,7.0,8.0,L,,
562204.0,568182.0,2024-11-10,19.0,0.0,W,,
562204.0,289274.0,2024-11-09,12.0,0.0,W,,
562204.0,c2ade777e7a2,2024-11-08,1.0,6.0,L,,
562204.0,12daa28bb7e7,2024-11-03,5.0,4.0,W,,
562204.0,ccb57efa3e03,2024-11-03,4.0,5.0,L,,
562204.0,12daa28bb7e7,2024-11-02,2.0,1.0,W,,
562204.0,6cd8d68491f3,2024-11-02,7.0,2.0,W,,
bd191ac6f2d7,319586.0,2025-09-06,1.0,5.0,L,,
319586.0,598394.0,2025-09-06,2.0,2.0,D,,
433948.0,319586.0,2025-03-30,2.0,5.0,L,,
319586.0,594010.0,2025-03-30,2.0,3.0,L,,
d6c210c4e158,319586.0,2025-03-28,2.0,3.0,L,,
9403b864434d,319586.0,2025-03-22,0.0,0.0,D,,
ca938fe7d0b7,319586.0,2025-03-21,0.0,5.0,L,,
208079ed8465,319586.0,2025-03-08,2.0,3.0,L,,
9f7ccd26133f,319586.0,2025-03-08,5.0,0.0,W,,
256479046916,319586.0,2024-12-08,4.0,6.0,L,,
b5dbbe86a501,319586.0,2024-12-07,8.0,4.0,W,,
256479046916,319586.0,2024-12-06,5.0,1.0,W,,
b6c5d98bca20,319586.0,2024-11-09,2.0,6.0,L,,
2312a618739a,319586.0,2024-11-08,3.0,4.0,L,,
e37b405b3c60,513843.0,2025-10-11,0.0,0.0,D,,
513843.0,442093.0,2025-05-25,5.0,1.0,W,,
433948.0,513843.0,2025-05-24,0.0,7.0,L,,
513843.0,207298.0,2025-04-19,5.0,2.0,W,,
8d2e8a885597,513843.0,2025-04-15,3.0,3.0,D,,
513843.0,b6c5d98bca20,2025-03-16,4.0,2.0,W,,
9f7ccd26133f,513843.0,2025-03-15,4.0,0.0,W,,
513843.0,856384dc11ab,2025-01-19,3.0,6.0,L,,
385774.0,513843.0,2025-01-18,6.0,2.0,W,,
513843.0,b6c5d98bca20,2024-11-03,1.0,0.0,W,,
513843.0,296583.0,2024-11-03,1.0,5.0,L,,
513843.0,f667d8f5b876,2024-11-02,2.0,2.0,D,,
9f6aeb24a12c,513843.0,2024-11-01,6.0,0.0,W,,
541851.0,413798.0,2025-10-11,1.0,7.0,L,,
541851.0,ebb7e32ecd18,2025-10-11,1.0,2.0,L,,
541851.0,398193.0,2025-09-28,1.0,4.0,L,,
541851.0,419446.0,2025-09-27,5.0,1.0,W,,
541851.0,d42ba2debd4f,2025-04-06,3.0,4.0,L,,
541851.0,098df790d0ed,2025-04-05,3.0,2.0,W,,
541851.0,99914e77e4ed,2025-04-05,1.0,2.0,L,,
541851.0,551993.0,2025-03-22,1.0,3.0,L,,
541851.0,185319.0,2025-03-22,2.0,2.0,D,,
541851.0,555440.0,2025-03-15,1.0,2.0,L,,
395681.0,541851.0,2025-03-15,3.0,0.0,W,,
541851.0,1c2a724d32b5,2025-02-16,5.0,6.0,L,,
541851.0,577124.0,2025-02-15,10.0,1.0,W,,
541851.0,d42ba2debd4f,2025-02-15,1.0,1.0,D,,
541851.0,25e7b13ad20c,2025-01-19,1.0,3.0,L,,
541851.0,544458.0,2025-01-18,2.0,3.0,L,,
395681.0,541851.0,2025-01-18,7.0,0.0,W,,
541851.0,b04190489fa5,2024-12-15,0.0,2.0,L,,
541851.0,47695fd3564d,2024-12-14,0.0,3.0,L,,
541851.0,9f571e972fca,2024-12-14,11.0,1.0,W,,
541851.0,551993.0,2024-11-10,0.0,5.0,L,,
541851.0,1b2f2ae85809,2024-11-09,3.0,2.0,W,,
541851.0,5a28d5ac06c8,2024-11-09,4.0,0.0,W,,
e2d39eb90748,383405.0,2025-10-12,0.0,0.0,D,,
21a7af7a53d3,383405.0,2025-10-12,0.0,0.0,D,,
492541b5cbbc,383405.0,2025-10-11,2.0,1.0,W,,
5cd59f701ef1,383405.0,2025-10-11,1.0,2.0,L,,
262790.0,521426.0,2025-10-04,5.0,2.0,W,,
494080.0,521426.0,2025-09-20,0.0,5.0,L,,
521426.0,646787.0,2025-09-06,0.0,4.0,L,,
658496.0,398193.0,2025-09-27,1.0,0.0,W,,
398193.0,407089.0,2025-09-21,3.0,1.0,W,,
492115.0,398193.0,2025-09-21,3.0,2.0,W,,
398193.0,551993.0,2025-09-20,1.0,8.0,L,,
492115.0,398193.0,2025-09-20,3.0,3.0,D,,
398193.0,bafdc721c2fb,2025-08-31,1.0,4.0,L,,
398193.0,457765.0,2025-08-30,4.0,1.0,W,,
dbab180b8363,398193.0,2025-08-30,1.0,2.0,L,,
398193.0,9403b864434d,2025-04-27,1.0,2.0,L,,
398193.0,494080.0,2025-04-26,1.0,1.0,D,,
398193.0,594010.0,2025-04-26,5.0,2.0,W,,
d37bd595a425,398193.0,2025-04-06,2.0,5.0,L,,
398193.0,ef5b7143c899,2025-04-05,3.0,2.0,W,,
f0d553b24db7,398193.0,2025-04-04,3.0,4.0,L,,
398193.0,56d097715096,2025-03-30,4.0,0.0,W,,
5b14d2cf2b3b,398193.0,2025-03-29,8.0,3.0,W,,
398193.0,16379c8251c4,2025-03-29,5.0,1.0,W,,
652e4e544468,398193.0,2025-03-08,3.0,4.0,L,,
f0d553b24db7,398193.0,2025-03-01,1.0,1.0,D,,
398193.0,ef5b7143c899,2025-02-25,3.0,1.0,W,,
c3a88da9ffa8,398193.0,2025-02-16,1.0,0.0,W,,
bb388eebf129,398193.0,2025-02-15,0.0,4.0,L,,
398193.0,07e6c15f8052,2025-02-14,0.0,1.0,L,,
bb388eebf129,398193.0,2025-02-01,2.0,5.0,L,,
91330136e9b1,398193.0,2025-01-19,0.0,2.0,L,,
398193.0,53b2cb973bd1,2025-01-18,1.0,0.0,W,,
526e11a4a4f9,398193.0,2025-01-18,3.0,2.0,W,,
398193.0,1b2f2ae85809,2025-01-11,1.0,2.0,L,,
398193.0,07e6c15f8052,2024-12-28,0.0,3.0,L,,
398193.0,208079ed8465,2024-12-07,7.0,0.0,W,,
398193.0,152588.0,2024-11-24,2.0,3.0,L,,
189718.0,398193.0,2024-11-23,5.0,1.0,W,,
520380.0,398193.0,2024-11-23,1.0,4.0,L,,
27658e95a8eb,398193.0,2024-11-02,1.0,12.0,L,,
9dc3e7b270d3,398193.0,2024-10-26,8.0,3.0,W,,
398193.0,ebb7e32ecd18,2024-10-20,6.0,0.0,W,,
27658e95a8eb,398193.0,2024-10-19,3.0,2.0,W,,
254492.0,f87ff9f59cc6,2025-07-20,0.0,5.0,L,,
254492.0,529c060de16c,2025-07-19,1.0,2.0,L,,
254492.0,a90b213a0cef,2025-07-19,4.0,2.0,W,,
250958.0,207298.0,2025-04-05,5.0,1.0,W,,
250958.0,e1479d117749,2025-04-05,4.0,2.0,W,,
250958.0,a766f8745249,2025-04-04,1.0,5.0,L,,
250958.0,856384dc11ab,2025-03-29,0.0,0.0,D,,
250958.0,259314.0,2025-03-29,0.0,0.0,D,,
250958.0,647c5e261668,2025-03-23,1.0,0.0,W,,
250958.0,c76fc79b123c,2025-03-23,9.0,2.0,W,,
3af227505c12,250958.0,2025-03-22,2.0,8.0,L,,
250958.0,647c5e261668,2025-03-22,3.0,6.0,L,,
250958.0,42dc38b0f257,2025-03-01,0.0,0.0,D,,
492404.0,250958.0,2025-03-01,0.0,0.0,D,,
47695fd3564d,250958.0,2025-01-26,2.0,1.0,W,,
cf2acd61324d,250958.0,2025-01-26,0.0,1.0,L,,
570465.0,250958.0,2025-01-25,4.0,4.0,D,,
250958.0,9ddbe87543d9,2025-01-24,13.0,0.0,W,,
d6c210c4e158,250958.0,2024-11-24,1.0,6.0,L,,
250958.0,b5dbbe86a501,2024-11-23,5.0,6.0,L,,
250958.0,e1479d117749,2024-11-23,4.0,1.0,W,,
e9d61d4bdd95,250958.0,2024-10-26,9.0,0.0,W,,
413798.0,419446.0,2025-10-11,0.0,0.0,D,,
413798.0,628124.0,2025-09-14,2.0,2.0,D,,
413798.0,559181.0,2025-09-13,1.0,6.0,L,,
413798.0,457765.0,2025-09-13,1.0,5.0,L,,
492115.0,551993.0,2025-09-21,7.0,1.0,W,,
492115.0,407089.0,2025-09-20,2.0,0.0,W,,
492115.0,185319.0,2025-08-01,0.0,0.0,D,,
404637.0,128644.0,2025-10-04,2.0,0.0,W,,
128644.0,86702.0,2025-09-20,3.0,7.0,L,,
128644.0,262802.0,2025-09-13,1.0,6.0,L,,
526663.0,128644.0,2025-09-07,8.0,2.0,W,,
404637.0,128644.0,2025-09-06,6.0,1.0,W,,
128644.0,d36b7a9e4d2b,2025-09-06,4.0,3.0,W,,
577124.0,558129.0,2025-04-06,2.0,8.0,L,,
558129.0,185319.0,2025-04-06,0.0,3.0,L,,
558129.0,185319.0,2025-04-05,0.0,5.0,L,,
558129.0,551993.0,2025-04-05,6.0,0.0,W,,
558129.0,544769.0,2025-03-08,3.0,3.0,D,,
556218.0,558129.0,2025-03-01,3.0,1.0,W,,
1c2a724d32b5,558129.0,2025-02-01,7.0,3.0,W,,
558129.0,407089.0,2025-01-25,2.0,1.0,W,,
d42ba2debd4f,558129.0,2025-01-11,3.0,1.0,W,,
f301f8da791a,558129.0,2025-01-11,0.0,7.0,L,,
558129.0,5a28d5ac06c8,2024-11-23,0.0,4.0,L,,
1c2a724d32b5,558129.0,2024-11-16,10.0,2.0,W,,
558129.0,1b2f2ae85809,2024-11-11,3.0,1.0,W,,
558129.0,c2af7dc5e919,2024-11-10,9.0,0.0,W,,
e71be2bb0d76,558129.0,2024-11-10,3.0,4.0,L,,
1c2a724d32b5,558129.0,2024-11-09,9.0,0.0,W,,
556218.0,558129.0,2024-11-02,0.0,3.0,L,,
558129.0,c2af7dc5e919,2024-10-26,5.0,1.0,W,,
558129.0,5a28d5ac06c8,2024-10-19,3.0,5.0,L,,
322193.0,624219.0,2025-09-27,6.0,1.0,W,,
642531.0,624219.0,2025-09-27,0.0,7.0,L,,
250007.0,624219.0,2025-09-07,3.0,2.0,W,,
639967.0,624219.0,2025-09-07,0.0,7.0,L,,
326387.0,624219.0,2025-09-06,0.0,4.0,L,,
250007.0,624219.0,2025-09-06,2.0,3.0,L,,
624219.0,67c11f757026,2025-08-09,0.0,9.0,L,,
72dca770d394,624219.0,2025-08-09,2.0,6.0,L,,
bad80d0ff377,624219.0,2025-08-08,3.0,3.0,D,,
370615.0,526663.0,2025-10-12,0.0,0.0,D,,
370615.0,7a2bff1a0d80,2025-10-11,1.0,1.0,D,,
364431.0,370615.0,2025-10-10,1.0,4.0,L,,
363435.0,370615.0,2025-09-20,1.0,4.0,L,,
370615.0,372722.0,2025-08-30,0.0,7.0,L,,
370615.0,47695fd3564d,2025-04-13,0.0,1.0,L,,
370615.0,232674.0,2025-04-13,6.0,3.0,W,,
370615.0,a6ec4c761dbd,2025-04-12,0.0,6.0,L,,
f301f8da791a,370615.0,2025-04-12,2.0,11.0,L,,
370615.0,9403b864434d,2025-03-29,0.0,0.0,D,,
370615.0,492965.0,2025-03-29,0.0,0.0,D,,
370615.0,df1f941c716b,2025-03-22,3.0,3.0,D,,
370615.0,e1479d117749,2025-03-22,6.0,3.0,W,,
370615.0,a6c691aa44c2,2025-03-01,0.0,0.0,D,,
370615.0,b5dbbe86a501,2025-01-25,1.0,4.0,L,,
370615.0,e1479d117749,2025-01-24,3.0,2.0,W,,
370615.0,d6c210c4e158,2025-01-12,3.0,1.0,W,,
370615.0,9f6aeb24a12c,2025-01-11,3.0,2.0,W,,
370615.0,b6c5d98bca20,2024-11-02,5.0,1.0,W,,
370615.0,259314.0,2024-10-13,1.0,1.0,D,,
556218.0,ed092a0aa4e8,2025-05-24,3.0,2.0,W,,
556218.0,a57dbc69959b,2025-05-24,15.0,0.0,W,,
556218.0,29d1f8b7dc05,2025-05-24,6.0,2.0,W,,
556218.0,544769.0,2025-03-08,3.0,6.0,L,,
556218.0,1b2f2ae85809,2025-02-15,0.0,0.0,D,,
556218.0,208079ed8465,2025-02-13,0.0,4.0,L,,
d42ba2debd4f,556218.0,2025-02-08,0.0,12.0,L,,
f301f8da791a,556218.0,2025-02-08,1.0,2.0,L,,
556218.0,407089.0,2025-02-01,2.0,4.0,L,,
1c2a724d32b5,556218.0,2025-01-11,2.0,3.0,L,,
556218.0,5a28d5ac06c8,2024-12-07,6.0,0.0,W,,
556218.0,c2af7dc5e919,2024-11-23,8.0,0.0,W,,
556218.0,5a28d5ac06c8,2024-11-16,2.0,10.0,L,,
556218.0,c2af7dc5e919,2024-10-19,0.0,4.0,L,,
81bc323ad5e9,260958.0,2025-09-20,0.0,4.0,L,,
364431.0,457765.0,2025-10-12,0.0,0.0,D,,
364431.0,7a2bff1a0d80,2025-10-11,3.0,3.0,D,,
364431.0,ff2ddd481e38,2025-09-20,0.0,0.0,D,,
364431.0,642531.0,2025-09-13,1.0,2.0,L,,
364431.0,385774.0,2025-09-06,13.0,1.0,W,,
546442.0,419446.0,2025-10-11,0.0,0.0,D,,
658496.0,419446.0,2025-09-28,2.0,0.0,W,,
385309.0,419446.0,2025-09-20,0.0,4.0,L,,
663588.0,419446.0,2025-09-20,6.0,1.0,W,,
ebb7e32ecd18,419446.0,2025-08-01,0.0,0.0,D,,
615324.0,384729.0,2025-09-12,1.0,3.0,L,,
457765.0,598394.0,2025-10-11,0.0,2.0,L,,
526663.0,457765.0,2025-10-11,2.0,5.0,L,,
559181.0,457765.0,2025-09-14,0.0,8.0,L,,
628124.0,457765.0,2025-09-14,7.0,1.0,W,,
628124.0,457765.0,2025-09-13,3.0,1.0,W,,
dbab180b8363,457765.0,2025-08-31,2.0,1.0,W,,
bafdc721c2fb,457765.0,2025-08-30,2.0,3.0,L,,
e72972481ceb,457765.0,2025-03-09,0.0,3.0,L,,
559753.0,457765.0,2025-03-09,6.0,10.0,L,,
559754.0,457765.0,2025-03-08,11.0,0.0,W,,
e72972481ceb,457765.0,2025-03-08,1.0,2.0,L,,
492965.0,457765.0,2024-10-26,2.0,2.0,D,,
457765.0,b5dbbe86a501,2024-10-26,4.0,0.0,W,,
457765.0,513881.0,2024-10-13,3.0,0.0,W,,
404637.0,254493.0,2025-10-12,0.0,0.0,D,,
90ed331e3c49,254493.0,2025-10-11,0.0,5.0,L,,
254493.0,639967.0,2025-10-11,0.0,8.0,L,,
254493.0,646787.0,2025-10-04,0.0,0.0,D,,
254493.0,372005.0,2025-09-20,1.0,0.0,W,,
254493.0,642531.0,2025-09-13,5.0,1.0,W,,
254493.0,2d30c5f970f0,2025-09-07,5.0,2.0,W,,
254493.0,a1ff684916ca,2025-09-06,1.0,2.0,L,,
254493.0,262790.0,2025-08-09,0.0,0.0,D,,
254493.0,cf5fcdac6cd7,2025-08-08,0.0,0.0,D,,
433948.0,576789.0,2025-09-27,6.0,4.0,W,,
bd191ac6f2d7,433948.0,2025-09-07,1.0,7.0,L,,
433948.0,598394.0,2025-09-06,3.0,5.0,L,,
7563f1132ee7,433948.0,2025-05-25,9.0,2.0,W,,
433948.0,bcc1003b7940,2025-04-05,3.0,2.0,W,,
433948.0,405999.0,2025-04-05,1.0,0.0,W,,
433948.0,594010.0,2025-03-29,7.0,3.0,W,,
d6c210c4e158,433948.0,2025-03-29,3.0,1.0,W,,
b47b6cfc2381,433948.0,2025-03-01,0.0,0.0,D,,
99914e77e4ed,433948.0,2025-03-01,0.0,0.0,D,,
a73f6af61b2b,433948.0,2025-02-23,2.0,3.0,L,,
433948.0,e45756a66855,2025-02-23,3.0,1.0,W,,
a73f6af61b2b,433948.0,2025-02-22,4.0,3.0,W,,
433948.0,3fc3a877c3c3,2025-02-22,5.0,2.0,W,,
433948.0,fa36c6ff8ab3,2024-12-08,1.0,1.0,D,,
433948.0,115875.0,2024-12-07,0.0,9.0,L,,
433948.0,322193.0,2024-12-06,7.0,1.0,W,,
433948.0,bb9218936501,2024-11-30,1.0,0.0,W,,
433948.0,c45ee1ab85c2,2024-11-30,8.0,0.0,W,,
433948.0,49c50c6e9912,2024-11-29,1.0,4.0,L,,
433948.0,3b184f4c5576,2024-11-29,9.0,0.0,W,,
639967.0,405999.0,2025-09-20,3.0,4.0,L,,
405999.0,c5433eeb0cbb,2025-09-13,5.0,1.0,W,,
372722.0,405999.0,2025-09-06,3.0,2.0,W,,
405999.0,bcc1003b7940,2025-04-06,1.0,0.0,W,,
5bacace838ff,405999.0,2025-03-22,3.0,0.0,W,,
2f70e5324275,405999.0,2025-03-22,3.0,0.0,W,,
405999.0,856384dc11ab,2025-03-21,0.0,0.0,D,,
570465.0,405999.0,2025-01-19,1.0,7.0,L,,
115875.0,405999.0,2025-01-18,9.0,1.0,W,,
570465.0,405999.0,2025-01-18,1.0,4.0,L,,
576105.0,405999.0,2025-01-17,7.0,2.0,W,,
405999.0,bcc1003b7940,2025-01-12,1.0,0.0,W,,
c62b2f0972a9,405999.0,2025-01-11,7.0,0.0,W,,
378e3c8fb23e,405999.0,2025-01-11,3.0,5.0,L,,
232674.0,405999.0,2024-12-08,5.0,0.0,W,,
c2ade777e7a2,405999.0,2024-12-08,4.0,3.0,W,,
519423.0,405999.0,2024-12-07,3.0,7.0,L,,
405999.0,207298.0,2024-12-07,3.0,9.0,L,,
9e354ef32238,405999.0,2024-11-10,3.0,8.0,L,,
494080.0,405999.0,2024-11-09,7.0,4.0,W,,
e1479d117749,405999.0,2024-11-09,4.0,13.0,L,,
513881.0,405999.0,2024-11-03,5.0,3.0,W,,
405999.0,b5dbbe86a501,2024-11-02,6.0,0.0,W,,
546441.0,407089.0,2025-10-11,1.0,6.0,L,,
551993.0,407089.0,2025-09-20,3.0,4.0,L,,
f301f8da791a,407089.0,2025-03-05,7.0,2.0,W,,
544769.0,407089.0,2025-03-01,0.0,4.0,L,,
407089.0,555440.0,2025-02-16,2.0,1.0,W,,
577124.0,407089.0,2025-02-16,6.0,1.0,W,,
185319.0,407089.0,2025-02-15,4.0,0.0,W,,
e71be2bb0d76,407089.0,2025-02-13,2.0,2.0,D,,
d42ba2debd4f,407089.0,2025-02-08,4.0,1.0,W,,
407089.0,7a27bdf441ff,2025-01-19,2.0,0.0,W,,
bbd2f7b9a74b,407089.0,2025-01-18,3.0,1.0,W,,
6db04f4b138c,407089.0,2025-01-18,0.0,13.0,L,,
1c2a724d32b5,407089.0,2024-12-28,0.0,0.0,D,,
e71be2bb0d76,407089.0,2024-12-07,3.0,2.0,W,,
185319.0,407089.0,2024-11-23,3.0,5.0,L,,
544458.0,407089.0,2024-11-16,3.0,2.0,W,,
431fb4449fb8,407089.0,2024-11-02,2.0,2.0,D,,
e134c6289c6d,407089.0,2024-10-26,4.0,1.0,W,,
185319.0,544769.0,2025-04-06,5.0,1.0,W,,
577124.0,544769.0,2025-04-05,4.0,3.0,W,,
544769.0,555440.0,2025-04-03,2.0,1.0,W,,
97228e4dde49,544769.0,2025-02-16,0.0,7.0,L,,
5a28d5ac06c8,544769.0,2025-02-15,0.0,3.0,L,,
551993.0,544769.0,2025-02-15,4.0,4.0,D,,
f301f8da791a,544769.0,2025-02-08,6.0,2.0,W,,
1c2a724d32b5,544769.0,2025-02-01,1.0,6.0,L,,
d42ba2debd4f,544769.0,2025-01-25,1.0,0.0,W,,
19f15d875115,544769.0,2025-01-19,2.0,8.0,L,,
544769.0,2b4eeef9099a,2025-01-18,6.0,1.0,W,,
494080.0,544769.0,2025-01-18,3.0,6.0,L,,
3af227505c12,544769.0,2025-01-12,2.0,4.0,L,,
519423.0,544769.0,2025-01-11,1.0,10.0,L,,
296583.0,544769.0,2025-01-11,0.0,5.0,L,,
bbee79d4d7d5,544769.0,2024-12-07,3.0,5.0,L,,
c8f3b7c4266e,544769.0,2024-11-23,3.0,0.0,W,,
bbee79d4d7d5,544769.0,2024-11-02,1.0,6.0,L,,
d38881df162b,544769.0,2024-10-26,4.0,11.0,L,,
c8f3b7c4266e,544769.0,2024-10-19,3.0,2.0,W,,
546442.0,663588.0,2025-10-11,0.0,0.0,D,,
546442.0,ebb7e32ecd18,2025-08-01,0.0,0.0,D,,
546442.0,d38881df162b,2025-03-01,4.0,0.0,W,,
91330136e9b1,546442.0,2025-02-08,6.0,1.0,W,,
546442.0,305497.0,2025-02-01,8.0,2.0,W,,
546442.0,544458.0,2025-01-25,1.0,2.0,L,,
e71be2bb0d76,546442.0,2025-01-25,2.0,1.0,W,,
546442.0,185319.0,2025-01-11,4.0,0.0,W,,
546442.0,1d91be1be8d7,2024-12-15,8.0,1.0,W,,
546442.0,df1f941c716b,2024-12-14,6.0,2.0,W,,
f301f8da791a,546442.0,2024-12-14,2.0,2.0,D,,
e71be2bb0d76,546442.0,2024-11-16,3.0,1.0,W,,
546442.0,326440.0,2024-11-11,1.0,2.0,L,,
546442.0,334055.0,2024-11-09,3.0,4.0,L,,
91330136e9b1,546442.0,2024-11-07,6.0,1.0,W,,
546442.0,407089.0,2024-11-02,2.0,2.0,D,,
546442.0,185319.0,2024-10-26,1.0,1.0,D,,
546442.0,544458.0,2024-10-19,5.0,1.0,W,,
385547.0,ff2ddd481e38,2025-10-11,0.0,0.0,D,,
