team_id,display_name,opponent_team_id,opponent_display_name,date,goals_for,goals_against,result
ext_1cb2a58b379f,Magnifico FC B15E,ext_58ba13120117,central coast fc 15 black,2024-10-26,6.0,2.0,W
ext_1cb2a58b379f,Magnifico FC B15E,ext_be821cec1cf1,henderson lvsa '15b silver,2024-10-19,3.0,2.0,W
ext_1cb2a58b379f,Magnifico FC B15E,ext_7c5def60b62a,albion sc las vegas b14 academy i,2024-10-13,0.0,10.0,L
ext_1cb2a58b379f,Magnifico FC B15E,ext_ba86458f5a80,las vegas sports academy u11 boys black 2014,2024-10-13,3.0,3.0,D
ext_1cb2a58b379f,Magnifico FC B15E,ext_87f99693428b,lv heat surf 14b pre np henderson,2024-10-13,6.0,2.0,W
ext_1cb2a58b379f,Magnifico FC B15E,ext_7c5def60b62a,albion sc las vegas b14 academy i,2024-10-12,2.0,1.0,W
ext_e82bdfa45907,2015 (U11) Pre MLS,ext_c2530c823c8c,weston fc 2015 future elite iii,2025-10-04,0.0,2.0,L
ext_e82bdfa45907,2015 (U11) Pre MLS,296b0b12503f,2015 Boys Blue,2025-09-27,8.0,0.0,W
ext_e82bdfa45907,2015 (U11) Pre MLS,ext_97fdf1f95e90,2015b black,2025-09-20,3.0,1.0,W
ext_e82bdfa45907,2015 (U11) Pre MLS,ext_7557b2b40bfb,fal 2015 academy,2025-09-14,7.0,1.0,W
ext_e82bdfa45907,2015 (U11) Pre MLS,ext_47124d785a21,weston fc 2015 future elite ii,2025-09-13,1.0,2.0,L
ext_e82bdfa45907,2015 (U11) Pre MLS,296b0b12503f,2015 Boys Blue,2025-09-01,1.0,2.0,L
ext_e82bdfa45907,2015 (U11) Pre MLS,ext_06d04d8afc89,florida royal fc 2015 division 1 elite,2025-08-31,5.0,1.0,W
ext_e82bdfa45907,2015 (U11) Pre MLS,ext_14b290220a2b,strikers miami fc 2015 pre ecnl,2025-08-31,4.0,1.0,W
ext_e82bdfa45907,2015 (U11) Pre MLS,ext_97fdf1f95e90,2015b black,2025-08-30,0.0,0.0,D
ext_e82bdfa45907,2015 (U11) Pre MLS,ext_fea46cfd2721,2015 (u10) blue,2025-05-25,13.0,0.0,W
ext_e82bdfa45907,2015 (U11) Pre MLS,ext_fea46cfd2721,2015 (u10) blue,2025-05-25,2.0,4.0,L
ext_e82bdfa45907,2015 (U11) Pre MLS,ext_a4966721d34a,cf 15b south black,2025-05-24,1.0,1.0,D
ext_e82bdfa45907,2015 (U11) Pre MLS,ext_fea46cfd2721,2015 (u10) blue,2025-05-24,1.0,0.0,W
ext_e82bdfa45907,2015 (U11) Pre MLS,ext_fea46cfd2721,2015 (u10) blue,2025-05-17,8.0,1.0,W
ext_e82bdfa45907,2015 (U11) Pre MLS,ext_e8ccb0cb76df,miami breakers fc 2014 black,2025-05-10,3.0,5.0,L
ext_e82bdfa45907,2015 (U11) Pre MLS,ext_fea46cfd2721,2015 (u10) blue,2025-05-04,2.0,3.0,L
ext_e82bdfa45907,2015 (U11) Pre MLS,ext_fea46cfd2721,2015 (u10) blue,2025-05-03,2.0,1.0,W
ext_e82bdfa45907,2015 (U11) Pre MLS,ext_be401b309eb8,s5a kendall u11,2025-04-26,2.0,3.0,L
ext_e82bdfa45907,2015 (U11) Pre MLS,ext_2bcd68e0060e,imcfa 2015,2025-04-24,,,D
ext_e82bdfa45907,2015 (U11) Pre MLS,ext_2bcd68e0060e,imcfa 2015,2025-04-19,3.0,1.0,W
ext_e82bdfa45907,2015 (U11) Pre MLS,ext_fea46cfd2721,2015 (u10) blue,2025-04-18,2.0,5.0,L
ext_e82bdfa45907,2015 (U11) Pre MLS,ext_fea46cfd2721,2015 (u10) blue,2025-04-18,0.0,2.0,L
ext_e82bdfa45907,2015 (U11) Pre MLS,ext_a2aea2f29611,fbs-fc 2015 orange,2025-04-17,0.0,4.0,L
ext_e82bdfa45907,2015 (U11) Pre MLS,ext_e40cd60f31e3,kbsc premier blue 2014,2025-04-13,2.0,2.0,D
ext_e82bdfa45907,2015 (U11) Pre MLS,ext_fea46cfd2721,2015 (u10) blue,2025-04-12,,,D
ext_e82bdfa45907,2015 (U11) Pre MLS,ext_fea46cfd2721,2015 (u10) blue,2025-04-12,4.0,1.0,W
ext_e82bdfa45907,2015 (U11) Pre MLS,ext_fea46cfd2721,2015 (u10) blue,2025-04-05,4.0,0.0,W
ext_e82bdfa45907,2015 (U11) Pre MLS,ext_a2aea2f29611,fbs-fc 2015 orange,2025-03-22,2.0,5.0,L
ext_e82bdfa45907,2015 (U11) Pre MLS,ext_fea46cfd2721,2015 (u10) blue,2025-03-01,5.0,5.0,D
ext_e82bdfa45907,2015 (U11) Pre MLS,ext_c554b2bc4a59,u10 elite doral,2025-02-23,4.0,5.0,L
ext_e82bdfa45907,2015 (U11) Pre MLS,ext_3304c8b1cd89,doral elite 2015,2025-02-22,2.0,8.0,L
ext_e82bdfa45907,2015 (U11) Pre MLS,ext_fea46cfd2721,2015 (u10) blue,2025-02-17,1.0,3.0,L
ext_e82bdfa45907,2015 (U11) Pre MLS,ext_fea46cfd2721,2015 (u10) blue,2025-02-16,1.0,0.0,W
ext_e82bdfa45907,2015 (U11) Pre MLS,ext_fea46cfd2721,2015 (u10) blue,2025-02-16,2.0,0.0,W
ext_e82bdfa45907,2015 (U11) Pre MLS,ext_fea46cfd2721,2015 (u10) blue,2025-02-15,3.0,0.0,W
ext_e82bdfa45907,2015 (U11) Pre MLS,ext_333c3161492b,15b fpfc dev 1,2025-02-15,1.0,2.0,L
ext_e82bdfa45907,2015 (U11) Pre MLS,ext_bdabba942b79,jam - furino,2025-02-08,2.0,2.0,D
ext_e82bdfa45907,2015 (U11) Pre MLS,ext_67a26f24b8dd,weston fc 2015 future elite i,2025-01-25,,,D
ext_e82bdfa45907,2015 (U11) Pre MLS,ext_2bcd68e0060e,imcfa 2015,2025-01-23,,,D
ext_e82bdfa45907,2015 (U11) Pre MLS,ext_705bf9f9bb02,cssa 2014b white,2025-01-19,2.0,0.0,W
ext_e82bdfa45907,2015 (U11) Pre MLS,ext_ba1080619bcf,barça academy pro miami - b2014 balde,2025-01-19,3.0,7.0,L
ext_e82bdfa45907,2015 (U11) Pre MLS,ext_fea46cfd2721,2015 (u10) blue,2025-01-19,,,D
ext_e82bdfa45907,2015 (U11) Pre MLS,ext_fea46cfd2721,2015 (u10) blue,2025-01-18,3.0,3.0,D
ext_e82bdfa45907,2015 (U11) Pre MLS,ext_fea46cfd2721,2015 (u10) blue,2024-12-08,3.0,4.0,L
ext_e82bdfa45907,2015 (U11) Pre MLS,ext_be22e017274d,one fc b2015 black,2024-12-08,3.0,0.0,W
ext_e82bdfa45907,2015 (U11) Pre MLS,ext_fea46cfd2721,2015 (u10) blue,2024-12-07,6.0,2.0,W
ext_e82bdfa45907,2015 (U11) Pre MLS,ext_325a4ee261fb,doral u10 torres,2024-12-07,2.0,6.0,L
ext_e82bdfa45907,2015 (U11) Pre MLS,ext_6d50ce5113e3,eagles 2015 blue b,2024-11-24,1.0,5.0,L
ext_e82bdfa45907,2015 (U11) Pre MLS,ext_a2aea2f29611,fbs-fc 2015 orange,2024-11-16,1.0,5.0,L
ext_e82bdfa45907,2015 (U11) Pre MLS,ext_fea46cfd2721,2015 (u10) blue,2024-10-27,1.0,4.0,L
ext_e82bdfa45907,2015 (U11) Pre MLS,ext_fea46cfd2721,2015 (u10) blue,2024-10-26,4.0,2.0,W
ext_e82bdfa45907,2015 (U11) Pre MLS,ext_3b8e643506cd,one fc b2015 blue,2024-10-26,0.0,4.0,L
ext_5b2e91452ee5,Coppermine SC 2015 Boys Pre-Academy I,ext_1a37ae1fbab4,potomac pre ecnl i 15b,2025-10-05,7.0,3.0,W
ext_5b2e91452ee5,Coppermine SC 2015 Boys Pre-Academy I,ext_3f4f8446c1fd,bethesda academy i 2015,2025-09-27,4.0,4.0,D
ext_5b2e91452ee5,Coppermine SC 2015 Boys Pre-Academy I,ext_28fb6937c637,2015 boys black,2025-09-21,3.0,1.0,W
ext_5b2e91452ee5,Coppermine SC 2015 Boys Pre-Academy I,ext_9269e67513c3,syc 2015b pre-mls next,2025-09-20,3.0,1.0,W
ext_5b2e91452ee5,Coppermine SC 2015 Boys Pre-Academy I,ext_ab5ad5bafa58,alex 2015 boys red,2025-09-13,4.0,4.0,D
ext_5b2e91452ee5,Coppermine SC 2015 Boys Pre-Academy I,ext_77d6c3146011,mclean youth soccer 2015 boys green,2025-09-06,6.0,1.0,W
ext_5b2e91452ee5,Coppermine SC 2015 Boys Pre-Academy I,ext_9f224a3a97f2,futboltech chsc - 2015 liverpool,2025-08-31,2.0,4.0,L
ext_5b2e91452ee5,Coppermine SC 2015 Boys Pre-Academy I,ext_29fa547623e8,pre mls next white '15,2025-08-31,6.0,0.0,W
ext_5b2e91452ee5,Coppermine SC 2015 Boys Pre-Academy I,ext_53d971e3a9e7,2015 boys apex,2025-08-30,6.0,0.0,W
ext_5b2e91452ee5,Coppermine SC 2015 Boys Pre-Academy I,ext_db7ec8a8764c,futboltech chsc - 2015 everton,2025-08-30,7.0,1.0,W
ext_5b2e91452ee5,Coppermine SC 2015 Boys Pre-Academy I,ext_dfbd0868ad75,north carolina fc 2015 north red,2025-08-23,6.0,2.0,W
ext_5b2e91452ee5,Coppermine SC 2015 Boys Pre-Academy I,ext_b788364e5bd2,north carolina fc 2015 south red,2025-08-23,5.0,3.0,W
ext_5b2e91452ee5,Coppermine SC 2015 Boys Pre-Academy I,ext_affabdaeaac1,2014 boys pre ecnl black,2025-08-17,1.0,6.0,L
ext_5b2e91452ee5,Coppermine SC 2015 Boys Pre-Academy I,ext_deac797b52ba,syc 2014b pre-mls next a,2025-08-16,2.0,3.0,L
ext_5b2e91452ee5,Coppermine SC 2015 Boys Pre-Academy I,ext_b57362328433,syc 2014b pre-mls next ii,2025-08-16,3.0,3.0,D
ext_5b2e91452ee5,Coppermine SC 2015 Boys Pre-Academy I,ext_622c8c4d1c1d,coppermine sc boys 2015 academy 1,2025-06-14,3.0,3.0,D
ext_5b2e91452ee5,Coppermine SC 2015 Boys Pre-Academy I,ext_622c8c4d1c1d,coppermine sc boys 2015 academy 1,2025-06-13,2.0,3.0,L
ext_5b2e91452ee5,Coppermine SC 2015 Boys Pre-Academy I,ext_a860e4f7061b,esc elite academy 2015 boys gold,2025-06-12,2.0,6.0,L
ext_5b2e91452ee5,Coppermine SC 2015 Boys Pre-Academy I,ext_622c8c4d1c1d,coppermine sc boys 2015 academy 1,2025-06-12,10.0,4.0,W
ext_5b2e91452ee5,Coppermine SC 2015 Boys Pre-Academy I,ext_622c8c4d1c1d,coppermine sc boys 2015 academy 1,2025-05-26,3.0,0.0,W
ext_5b2e91452ee5,Coppermine SC 2015 Boys Pre-Academy I,ext_e8a8d8b8acb8,syc 2014b blue,2025-05-25,1.0,1.0,D
ext_5b2e91452ee5,Coppermine SC 2015 Boys Pre-Academy I,ext_622c8c4d1c1d,coppermine sc boys 2015 academy 1,2025-05-24,4.0,2.0,W
ext_5b2e91452ee5,Coppermine SC 2015 Boys Pre-Academy I,ext_c7e1eedef7aa,bryc elite academy b14 pre-ecnl,2025-05-24,0.0,3.0,L
ext_5b2e91452ee5,Coppermine SC 2015 Boys Pre-Academy I,ext_83fe3a11bcaa,2014b,2025-05-18,1.0,5.0,L
ext_5b2e91452ee5,Coppermine SC 2015 Boys Pre-Academy I,ext_8f3fada66f9c,potomac pre-ecnl ii 14b,2025-05-17,3.0,2.0,W
ext_5b2e91452ee5,Coppermine SC 2015 Boys Pre-Academy I,ext_fe149832abfd,sac boys 2014 - premier blue,2025-05-04,0.0,3.0,L
ext_5b2e91452ee5,Coppermine SC 2015 Boys Pre-Academy I,ext_622c8c4d1c1d,coppermine sc boys 2015 academy 1,2025-04-26,7.0,0.0,W
ext_5b2e91452ee5,Coppermine SC 2015 Boys Pre-Academy I,ext_622c8c4d1c1d,coppermine sc boys 2015 academy 1,2025-04-12,3.0,0.0,W
ext_5b2e91452ee5,Coppermine SC 2015 Boys Pre-Academy I,ext_622c8c4d1c1d,coppermine sc boys 2015 academy 1,2025-04-06,3.0,1.0,W
ext_5b2e91452ee5,Coppermine SC 2015 Boys Pre-Academy I,ext_3d2177cadab3,potomac red 14b,2025-04-05,1.0,6.0,L
ext_5b2e91452ee5,Coppermine SC 2015 Boys Pre-Academy I,ext_6169804b98f8,rush 14b,2025-03-29,0.0,2.0,L
ext_5b2e91452ee5,Coppermine SC 2015 Boys Pre-Academy I,ext_622c8c4d1c1d,coppermine sc boys 2015 academy 1,2025-03-22,4.0,3.0,W
ext_5b2e91452ee5,Coppermine SC 2015 Boys Pre-Academy I,ext_622c8c4d1c1d,coppermine sc boys 2015 academy 1,2025-03-16,2.0,1.0,W
ext_5b2e91452ee5,Coppermine SC 2015 Boys Pre-Academy I,ext_e8a8d8b8acb8,syc 2014b blue,2025-03-16,1.0,2.0,L
ext_5b2e91452ee5,Coppermine SC 2015 Boys Pre-Academy I,ext_1b35818c2c17,alex 2014 boys white,2025-03-15,5.0,3.0,W
ext_5b2e91452ee5,Coppermine SC 2015 Boys Pre-Academy I,ext_622c8c4d1c1d,coppermine sc boys 2015 academy 1,2025-03-15,3.0,2.0,W
ext_5b2e91452ee5,Coppermine SC 2015 Boys Pre-Academy I,ext_622c8c4d1c1d,coppermine sc boys 2015 academy 1,2025-03-09,3.0,4.0,L
ext_5b2e91452ee5,Coppermine SC 2015 Boys Pre-Academy I,ext_d50bf6d9005b,columbus force sc ce 15b grasshoppers (black),2025-03-08,1.0,1.0,D
ext_5b2e91452ee5,Coppermine SC 2015 Boys Pre-Academy I,ext_622c8c4d1c1d,coppermine sc boys 2015 academy 1,2025-03-08,3.0,3.0,D
ext_5b2e91452ee5,Coppermine SC 2015 Boys Pre-Academy I,ext_622c8c4d1c1d,coppermine sc boys 2015 academy 1,2024-12-08,1.0,2.0,L
ext_5b2e91452ee5,Coppermine SC 2015 Boys Pre-Academy I,ext_e7c33137e9b1,sac boys 2015 - pre-academy,2024-12-07,1.0,1.0,D
ext_5b2e91452ee5,Coppermine SC 2015 Boys Pre-Academy I,ext_622c8c4d1c1d,coppermine sc boys 2015 academy 1,2024-12-07,3.0,2.0,W
ext_5b2e91452ee5,Coppermine SC 2015 Boys Pre-Academy I,ext_f258cf299234,2014 csa uptown/matts elite,2024-11-17,3.0,1.0,W
ext_5b2e91452ee5,Coppermine SC 2015 Boys Pre-Academy I,ext_88802fa03fb9,sc surf mp 14 blue,2024-11-16,3.0,4.0,L
ext_5b2e91452ee5,Coppermine SC 2015 Boys Pre-Academy I,ext_622c8c4d1c1d,coppermine sc boys 2015 academy 1,2024-11-16,4.0,2.0,W
ext_5b2e91452ee5,Coppermine SC 2015 Boys Pre-Academy I,ext_622c8c4d1c1d,coppermine sc boys 2015 academy 1,2024-11-10,3.0,0.0,W
ext_5b2e91452ee5,Coppermine SC 2015 Boys Pre-Academy I,ext_9269e67513c3,syc 2015b pre-mls next,2024-11-09,3.0,1.0,W
ext_5b2e91452ee5,Coppermine SC 2015 Boys Pre-Academy I,ext_622c8c4d1c1d,coppermine sc boys 2015 academy 1,2024-11-09,4.0,2.0,W
ext_5b2e91452ee5,Coppermine SC 2015 Boys Pre-Academy I,ext_622c8c4d1c1d,coppermine sc boys 2015 academy 1,2024-10-26,7.0,0.0,W
ext_5b2e91452ee5,Coppermine SC 2015 Boys Pre-Academy I,ext_b8a31d9d88b9,2014 maryland united fc e1,2024-10-19,4.0,3.0,W
ext_5b2e91452ee5,Coppermine SC 2015 Boys Pre-Academy I,ext_622c8c4d1c1d,coppermine sc boys 2015 academy 1,2024-10-13,4.0,3.0,W
ext_5b2e91452ee5,Coppermine SC 2015 Boys Pre-Academy I,ext_622c8c4d1c1d,coppermine sc boys 2015 academy 1,2024-10-13,5.0,3.0,W
ext_5b2e91452ee5,Coppermine SC 2015 Boys Pre-Academy I,ext_6f2f35b428f4,new york red bulls pre-academy 2015 north,2024-10-12,1.0,2.0,L
ext_5b2e91452ee5,Coppermine SC 2015 Boys Pre-Academy I,ext_622c8c4d1c1d,coppermine sc boys 2015 academy 1,2024-10-12,5.0,1.0,W
ext_180e455c215e,Henderson LVSA '15B Black,22aec5a2fc16,Southeast 2015 Boys Green,2025-09-28,7.0,1.0,W
ext_180e455c215e,Henderson LVSA '15B Black,ext_aa70423cd41b,scottsdale 15 sandsharks select,2025-09-27,2.0,1.0,W
ext_180e455c215e,Henderson LVSA '15B Black,ext_7f6e2c641569,16b gsa,2025-09-27,0.0,0.0,D
ext_180e455c215e,Henderson LVSA '15B Black,ext_a6aaedeb5180,albion sc las vegas b15 academy ii,2025-09-01,1.0,2.0,L
ext_180e455c215e,Henderson LVSA '15B Black,ext_e79819532211,b15e arredondo,2025-08-31,2.0,4.0,L
ext_180e455c215e,Henderson LVSA '15B Black,ext_33580e61ef7c,players 15 boys junior elite,2025-08-31,1.0,3.0,L
ext_180e455c215e,Henderson LVSA '15B Black,ext_74d637c2522c,fire fc 15b ad,2025-08-30,8.0,1.0,W
ext_180e455c215e,Henderson LVSA '15B Black,ext_d7ac39a5668a,b14 blue miguel,2025-07-27,4.0,2.0,W
ext_180e455c215e,Henderson LVSA '15B Black,ext_be68ff70d26f,strikers fc orange- b2014 es,2025-07-27,1.0,4.0,L
ext_180e455c215e,Henderson LVSA '15B Black,ext_d0af99b4ab4c,royal's riverside fc b2014 academy,2025-07-26,1.0,7.0,L
ext_180e455c215e,Henderson LVSA '15B Black,ext_467c14499c3e,south county b2014 yellow,2025-07-26,0.0,4.0,L
ext_180e455c215e,Henderson LVSA '15B Black,ext_a8bd86283688,las vegas alliance fc 14/15 boys,2025-05-18,3.0,0.0,W
ext_180e455c215e,Henderson LVSA '15B Black,ext_885997d5cd02,bvb ia lv 2014 yellow,2025-05-18,3.0,0.0,W
ext_180e455c215e,Henderson LVSA '15B Black,ext_d5b08b9f02ec,lv heat surf 15b select blue henderson,2025-05-17,1.0,1.0,D
ext_180e455c215e,Henderson LVSA '15B Black,ext_33580e61ef7c,players 15 boys junior elite,2025-05-17,1.0,0.0,W
ext_180e455c215e,Henderson LVSA '15B Black,ext_28671399a1c4,rayados las vegas soccer academy 2015 white,2025-05-10,4.0,2.0,W
ext_180e455c215e,Henderson LVSA '15B Black,ext_55067f38ebde,albion sc las vegas b14 academy iv,2025-04-26,5.0,1.0,W
ext_180e455c215e,Henderson LVSA '15B Black,ext_8f1e5d95ddb2,albion sc las vegas b15 academy i,2025-04-19,5.0,0.0,W
ext_180e455c215e,Henderson LVSA '15B Black,ext_33580e61ef7c,players 15 boys junior elite,2025-04-12,1.0,1.0,D
ext_180e455c215e,Henderson LVSA '15B Black,ext_cd91e4c16978,las vegas sports academy u10 boys grey 2015,2025-04-11,7.0,1.0,W
ext_180e455c215e,Henderson LVSA '15B Black,ext_d2ea0d2722e7,las vegas red stars 2014,2025-04-05,9.0,1.0,W
ext_180e455c215e,Henderson LVSA '15B Black,ext_d3f8fd8df946,magnifico fc b15e,2025-03-30,0.0,4.0,L
ext_180e455c215e,Henderson LVSA '15B Black,ext_2a0fab984b16,magnifico fc b15p,2025-03-30,1.0,1.0,D
ext_180e455c215e,Henderson LVSA '15B Black,ext_48181313e2f5,b2015 academy,2025-03-29,2.0,1.0,W
ext_180e455c215e,Henderson LVSA '15B Black,ext_6f71708f7e57,rayados las vegas soccer academy 2015 blue,2025-03-29,2.0,1.0,W
ext_180e455c215e,Henderson LVSA '15B Black,ext_0f3fb40bd73d,las vegas diversity fc '14 boys academy,2025-03-02,0.0,3.0,L
ext_180e455c215e,Henderson LVSA '15B Black,ext_91588fa77e53,las vegas elite fc b14 black,2025-03-02,3.0,1.0,W
ext_180e455c215e,Henderson LVSA '15B Black,ext_0f3fb40bd73d,las vegas diversity fc '14 boys academy,2025-03-01,0.0,2.0,L
ext_180e455c215e,Henderson LVSA '15B Black,ext_33580e61ef7c,players 15 boys junior elite,2025-03-01,1.0,0.0,W
ext_180e455c215e,Henderson LVSA '15B Black,ext_477aad4f835b,north oc b14 ea2,2025-02-17,4.0,3.0,W
ext_180e455c215e,Henderson LVSA '15B Black,ext_844e2cbacb55,15b black,2025-02-16,3.0,1.0,W
ext_180e455c215e,Henderson LVSA '15B Black,ext_24b1d0eefa67,2014 b,2025-02-17,0.0,4.0,L
ext_180e455c215e,Henderson LVSA '15B Black,ext_844e2cbacb55,15b black,2025-02-16,3.0,1.0,W
ext_180e455c215e,Henderson LVSA '15B Black,ext_e491b7edebce,bvb ia lv 14 yellow,2025-02-15,0.0,3.0,L
ext_180e455c215e,Henderson LVSA '15B Black,ext_b05dbfbca023,prime sc 15 boys nna,2025-02-08,3.0,1.0,W
ext_180e455c215e,Henderson LVSA '15B Black,ext_8047f91a1eca,lv heat surf 14b pre np summerlin,2025-02-02,4.0,0.0,W
ext_180e455c215e,Henderson LVSA '15B Black,ext_885997d5cd02,bvb ia lv 2014 yellow,2025-02-02,4.0,2.0,W
ext_180e455c215e,Henderson LVSA '15B Black,ext_d5b08b9f02ec,lv heat surf 15b select blue henderson,2025-02-01,2.0,0.0,W
ext_180e455c215e,Henderson LVSA '15B Black,ext_f95cb4d4661d,albion sc las vegas b14 academy ii,2025-02-01,1.0,3.0,L
ext_180e455c215e,Henderson LVSA '15B Black,ext_b1650d30f220,villarreal lv u11 red - ba,2025-01-25,16.0,0.0,W
ext_180e455c215e,Henderson LVSA '15B Black,ext_d3f8fd8df946,magnifico fc b15e,2024-11-23,,,D
ext_180e455c215e,Henderson LVSA '15B Black,ext_885997d5cd02,bvb ia lv 2014 yellow,2024-11-17,1.0,2.0,L
ext_180e455c215e,Henderson LVSA '15B Black,ext_91588fa77e53,las vegas elite fc b14 black,2024-11-16,3.0,0.0,W
ext_180e455c215e,Henderson LVSA '15B Black,ext_b2721845a2ea,las vegas diversity fc '14 boys white,2024-11-16,8.0,0.0,W
ext_180e455c215e,Henderson LVSA '15B Black,ext_b05dbfbca023,prime sc 15 boys nna,2024-11-09,3.0,1.0,W
ext_180e455c215e,Henderson LVSA '15B Black,ext_d5b08b9f02ec,lv heat surf 15b select blue henderson,2024-11-02,4.0,1.0,W
ext_180e455c215e,Henderson LVSA '15B Black,ext_97197ffcd395,b15 academy,2024-10-27,2.0,3.0,L
ext_180e455c215e,Henderson LVSA '15B Black,ext_974b57d9d37b,15 elite,2024-10-26,1.0,1.0,D
ext_180e455c215e,Henderson LVSA '15B Black,ext_844e2cbacb55,15b black,2024-10-26,2.0,3.0,L
ext_180e455c215e,Henderson LVSA '15B Black,ext_cb6a4105c303,lv rayados 2016 blue,2024-10-19,1.0,4.0,L
ext_180e455c215e,Henderson LVSA '15B Black,ext_aa63891f7efd,lv heat surf 15b select gray henderson,2024-10-13,6.0,1.0,W
ext_180e455c215e,Henderson LVSA '15B Black,ext_11c5fb049513,players 15 juniors academy 2,2024-10-13,7.0,0.0,W
ext_180e455c215e,Henderson LVSA '15B Black,ext_d5b08b9f02ec,lv heat surf 15b select blue henderson,2024-10-12,5.0,2.0,W
ext_180e455c215e,Henderson LVSA '15B Black,ext_cd46ea8a71c6,vegas united ‘15 boys elite,2024-10-12,2.0,0.0,W
ext_5a8c4b6a3364,SYC 2015B Pre-MLS Next,ext_28fb6937c637,2015 boys black,2025-10-04,6.0,0.0,W
ext_5a8c4b6a3364,SYC 2015B Pre-MLS Next,ext_7d47ab2e055f,black dtown '15 (b),2025-09-28,10.0,0.0,W
ext_5a8c4b6a3364,SYC 2015B Pre-MLS Next,ext_29fa547623e8,pre mls next white '15,2025-09-28,5.0,2.0,W
ext_5a8c4b6a3364,SYC 2015B Pre-MLS Next,ext_c7263cd47eea,2015 boys black - yamal,2025-09-27,7.0,0.0,W
ext_5a8c4b6a3364,SYC 2015B Pre-MLS Next,ext_55b8a3ef2206,2015 boys black - mbappe,2025-09-27,5.0,6.0,L
ext_5a8c4b6a3364,SYC 2015B Pre-MLS Next,ext_77d6c3146011,mclean youth soccer 2015 boys green,2025-09-21,4.0,4.0,D
ext_5a8c4b6a3364,SYC 2015B Pre-MLS Next,ext_20165d5330d5,coppermine sc 2015 boys pre-academy i,2025-09-20,1.0,3.0,L
ext_5a8c4b6a3364,SYC 2015B Pre-MLS Next,ext_ab5ad5bafa58,alex 2015 boys red,2025-09-14,4.0,3.0,W
ext_5a8c4b6a3364,SYC 2015B Pre-MLS Next,ext_28fb6937c637,2015 boys black,2025-09-13,5.0,2.0,W
ext_5a8c4b6a3364,SYC 2015B Pre-MLS Next,ext_dae6374a9450,loudoun 2015b pre-mls next red,2025-09-07,5.0,3.0,W
ext_5a8c4b6a3364,SYC 2015B Pre-MLS Next,ext_9f224a3a97f2,futboltech chsc - 2015 liverpool,2025-09-01,1.0,2.0,L
ext_5a8c4b6a3364,SYC 2015B Pre-MLS Next,ext_aa0a975792fb,pre mls next black '15,2025-08-31,2.0,1.0,W
ext_5a8c4b6a3364,SYC 2015B Pre-MLS Next,ext_29fa547623e8,pre mls next white '15,2025-08-31,4.0,1.0,W
ext_5a8c4b6a3364,SYC 2015B Pre-MLS Next,ext_efa1f901c98a,real fa 2015 pre-mls,2025-08-30,6.0,1.0,W
ext_5a8c4b6a3364,SYC 2015B Pre-MLS Next,ext_9f224a3a97f2,futboltech chsc - 2015 liverpool,2025-08-30,1.0,1.0,D
ext_5a8c4b6a3364,SYC 2015B Pre-MLS Next,ext_23ff2f732e15,coppermine sc 2014 boys pre-academy i,2025-08-17,4.0,6.0,L
ext_5a8c4b6a3364,SYC 2015B Pre-MLS Next,ext_b57362328433,syc 2014b pre-mls next ii,2025-08-16,7.0,0.0,W
ext_5a8c4b6a3364,SYC 2015B Pre-MLS Next,ext_51a613f7ae19,coppermine sc 2014 boys pre-academy ii,2025-08-16,1.0,1.0,D
ext_5a8c4b6a3364,SYC 2015B Pre-MLS Next,ext_3c855bc83ad4,lafc socal b2015 pre-ecnl,2025-06-15,3.0,3.0,D
ext_5a8c4b6a3364,SYC 2015B Pre-MLS Next,ext_2b46da582596,lou fusz athletic blue star 2015b,2025-06-14,4.0,4.0,D
ext_5a8c4b6a3364,SYC 2015B Pre-MLS Next,ext_65d7454d00b2,premier touch fc ie b15,2025-06-13,3.0,5.0,L
ext_5a8c4b6a3364,SYC 2015B Pre-MLS Next,ext_a65ca439cb96,tyler fc 15b,2025-06-12,4.0,4.0,D
ext_5a8c4b6a3364,SYC 2015B Pre-MLS Next,ext_beaae33e6eac,sparta united b15 premier nk,2025-06-12,4.0,0.0,W
ext_5a8c4b6a3364,SYC 2015B Pre-MLS Next,ext_d567c1b41d05,coppermine sc boys 2014 academy 2,2025-05-25,0.0,1.0,L
ext_5a8c4b6a3364,SYC 2015B Pre-MLS Next,ext_60bd7f8419a2,stafford revolution pre ecnl b2014,2025-05-24,6.0,1.0,W
ext_5a8c4b6a3364,SYC 2015B Pre-MLS Next,ext_a485efccde59,esa 2014 boys,2025-05-24,10.0,1.0,W
ext_5a8c4b6a3364,SYC 2015B Pre-MLS Next,ext_7e47eca248d2,maryland international 2014,2025-05-18,16.0,1.0,W
ext_5a8c4b6a3364,SYC 2015B Pre-MLS Next,ext_27d0e8a0db84,takoma park friends united 2014,2025-05-17,6.0,3.0,W
ext_5a8c4b6a3364,SYC 2015B Pre-MLS Next,ext_e8a8d8b8acb8,syc 2014b blue,2025-05-04,7.0,2.0,W
ext_5a8c4b6a3364,SYC 2015B Pre-MLS Next,ext_751bc09fb772,2014 maryland united fc south red,2025-04-27,8.0,3.0,W
ext_5a8c4b6a3364,SYC 2015B Pre-MLS Next,ext_352a490a2eea,dc eleven football club - boys 2014 black,2025-04-12,6.0,1.0,W
