Rank,Team,team_id,PowerScore,GamesPlayed,Wins,Losses,Draws,GoalsFor,GoalsAgainst,WinPct,GPG,GPA
376,lv heat surf 15b select gray henderson,ext_aa63891f7efd,0.05,1,0,1,0,1.0,6.0,0.0,1.0,6.0
377,fal 2015 academy,ext_7557b2b40bfb,0.044444444444444446,1,0,1,0,1.0,7.0,0.0,1.0,7.0
378,futboltech chsc - 2015 everton,ext_db7ec8a8764c,0.044444444444444446,1,0,1,0,1.0,7.0,0.0,1.0,7.0
379,lions u10 red (2015),ext_bcdeb24813d3,0.044444444444444446,1,0,1,0,1.0,7.0,0.0,1.0,7.0
380,sevilla fc 2015 elite,ext_5ff3e493c203,0.044444444444444446,1,0,1,0,1.0,7.0,0.0,1.0,7.0
381,vegas united ‘15 boys academy,ext_2d3cac169c4b,0.044444444444444446,1,0,1,0,1.0,7.0,0.0,1.0,7.0
382,busc 2015b black,ext_f7baf4d75bb9,0.044444444444444446,2,0,1,1,1.0,6.0,0.0,0.5,3.0
383,jfc 2015 pre mls academy ii,ext_b36b6985b350,0.044444444444444446,1,0,1,0,1.0,7.0,0.0,1.0,7.0
384,Southeast 2015 Boys Green,22aec5a2fc16,0.044444444444444446,1,0,1,0,1.0,7.0,0.0,1.0,7.0
385,las vegas sports academy u10 boys grey 2015,ext_cd91e4c16978,0.044444444444444446,1,0,1,0,1.0,7.0,0.0,1.0,7.0
386,2015 boys-rangers,ext_29f2a7c5419b,0.042857142857142864,3,0,3,0,3.0,22.0,0.0,1.0,7.333333333333333
387,Synergy FC 15/16B Montone,3ec01c575a79,0.04000000000000001,1,0,1,0,1.0,8.0,0.0,1.0,8.0
388,15/16b valenzuela nogales,ext_d90f56e4045e,0.04000000000000001,2,0,2,0,2.0,16.0,0.0,1.0,8.0
389,vkcobras 2015 metro green 1,ext_d5568bddc4aa,0.04000000000000001,2,0,2,0,1.0,7.0,0.0,0.5,3.5
390,fire fc 15b ad,ext_74d637c2522c,0.04000000000000001,1,0,1,0,1.0,8.0,0.0,1.0,8.0
391,roseville sc 2015b teal,ext_43ca65865666,0.04,3,0,3,0,2.0,15.0,0.0,0.6666666666666666,5.0
392,rsl-az yuma 14 boys quinonez,ext_d31914f9ed89,0.03636363636363637,2,0,2,0,1.0,8.0,0.0,0.5,4.0
393,futboltech 2015 - liverpool,ext_d91cf8f864ff,0.03636363636363637,2,0,2,0,2.0,18.0,0.0,1.0,9.0
394,las vegas red stars 2014,ext_d2ea0d2722e7,0.03636363636363637,1,0,1,0,1.0,9.0,0.0,1.0,9.0
395,bu b2015 pink-se,ext_81d82335e324,0.03636363636363637,1,0,1,0,1.0,9.0,0.0,1.0,9.0
396,placer united 15b pre-ecnl,ext_b5a5c371104f,0.03333333333333333,2,0,2,0,1.0,9.0,0.0,0.5,4.5
397,toque b15,ext_9e9c6b7563d2,0.03333333333333333,1,0,1,0,1.0,10.0,0.0,1.0,10.0
398,flfc 2015 boys premier,ext_70b65fd97056,0.03333333333333333,2,0,2,0,1.0,9.0,0.0,0.5,4.5
399,strikers miami fc 2015 black,ext_8f7165cc527f,0.03333333333333333,2,0,2,0,1.0,9.0,0.0,0.5,4.5
400,nevada rush b2015 junior academy,ext_6038ea1f553c,0.03076923076923077,1,0,1,0,1.0,11.0,0.0,1.0,11.0
401,las vegas elite fc b14 black,ext_91588fa77e53,0.02962962962962963,4,0,4,0,2.0,21.0,0.0,0.5,5.25
402,maryland international 2014,ext_7e47eca248d2,0.022222222222222223,1,0,1,0,1.0,16.0,0.0,1.0,16.0
403,15 boys national league #1,ext_7ac8f76a1da0,0.022222222222222223,1,0,1,0,1.0,16.0,0.0,1.0,16.0
404,vusc 2015 boys premier,ext_a149def95447,0.0,1,0,1,0,0.0,4.0,0.0,0.0,4.0
405,15B AChacon Pre-MLS Next,900c873ec133,0.0,1,0,0,1,0.0,0.0,0.0,0.0,0.0
406,las vegas elite fc b14 pre-ea,ext_06cdcef820e1,0.0,1,0,0,1,0.0,0.0,0.0,0.0,0.0
407,15B NMarkette Pre-MLS Next,6fc876f64815,0.0,1,0,1,0,0.0,2.0,0.0,0.0,2.0
408,AZ Inferno 15 Boys Black,a14d9d3889ea,0.0,1,0,1,0,0.0,9.0,0.0,0.0,9.0
409,albion sc merced b15 pre-mls next,ext_f5708ad96830,0.0,1,0,1,0,0.0,4.0,0.0,0.0,4.0
410,rslaz southern rayados az 2015 blue,ext_e52f1cc8f647,0.0,1,0,1,0,0.0,5.0,0.0,0.0,5.0
411,2015b pre-mls next academy,ext_211ffe80d53e,0.0,1,0,1,0,0.0,5.0,0.0,0.0,5.0
412,las vegas diversity fc '14 boys white,ext_b2721845a2ea,0.0,1,0,1,0,0.0,8.0,0.0,0.0,8.0
413,villarreal lv u11 red - ba,ext_b1650d30f220,0.0,1,0,1,0,0.0,16.0,0.0,0.0,16.0
414,rayados las vegas soccer academy 2016 blue,ext_acde5d278e45,0.0,1,0,1,0,0.0,1.0,0.0,0.0,1.0
415,jam doral - gentile,ext_af984bf8bc72,0.0,1,0,1,0,0.0,3.0,0.0,0.0,3.0
416,fce 2015 boys pre ecnl,ext_aa1527d611b7,0.0,1,0,1,0,0.0,2.0,0.0,0.0,2.0
417,las vegas alliance fc 14/15 boys,ext_a8bd86283688,0.0,1,0,1,0,0.0,3.0,0.0,0.0,3.0
418,fc hawaii 14b red,ext_543aae35925f,0.0,1,0,1,0,0.0,5.0,0.0,0.0,5.0
419,real 2015 boys national,ext_971aebca14bf,0.0,1,0,1,0,0.0,2.0,0.0,0.0,2.0
420,ravenswood juniorsc.b-2014 zorritos,ext_99f94202d99b,0.0,1,0,1,0,0.0,2.0,0.0,0.0,2.0
421,tuzos legends,ext_4ce496e442ac,0.0,1,0,1,0,0.0,7.0,0.0,0.0,7.0
422,five59 elite b15,ext_5141cfb6045e,0.0,1,0,1,0,0.0,3.0,0.0,0.0,3.0
423,las vegas elite fc b16 gold,ext_507a3086884b,0.0,1,0,1,0,0.0,3.0,0.0,0.0,3.0
424,2014 maryland united fc e2,ext_51b6ddc486c3,0.0,1,0,1,0,0.0,2.0,0.0,0.0,2.0
425,2015 boys apex,ext_53d971e3a9e7,0.0,1,0,1,0,0.0,6.0,0.0,0.0,6.0
426,syc 2015b,ext_54e8852232e3,0.0,1,0,1,0,0.0,4.0,0.0,0.0,4.0
427,albion sc merced b15 academy,ext_6219f0aaeeab,0.0,1,0,1,0,0.0,2.0,0.0,0.0,2.0
428,dixon leon sc 14 / 15 b red,ext_168dadbe7a0d,0.0,1,0,0,1,0.0,0.0,0.0,0.0,0.0
429,edhsc 15b elite,ext_9e50a8d6d110,0.0,1,0,1,0,0.0,10.0,0.0,0.0,10.0
430,players 15 juniors academy 2,ext_11c5fb049513,0.0,1,0,1,0,0.0,7.0,0.0,0.0,7.0
431,mvla nevada 2015b,ext_08e9928729e9,0.0,1,0,1,0,0.0,14.0,0.0,0.0,14.0
432,14b hinds,ext_e248c7da71cb,0.0,1,0,0,1,0.0,0.0,0.0,0.0,0.0
433,cdo 15b elite,ext_5c61bee65b7e,0.0,1,0,1,0,0.0,10.0,0.0,0.0,10.0
434,barça academy pro miami - b2014 casado,ext_4c4f88f5c55d,0.0,1,0,1,0,0.0,4.0,0.0,0.0,4.0
435,prfc west valley 15b copa,ext_4bf8a8a50fe3,0.0,1,0,1,0,0.0,13.0,0.0,0.0,13.0
436,anwsc wellington sc 2014b elite blue,ext_69bbf46c1f7d,0.0,1,0,0,1,0.0,0.0,0.0,0.0,0.0
437,juaritos mx,ext_b888cdea702a,0.0,1,0,1,0,0.0,9.0,0.0,0.0,9.0
438,valley surf 15b pre-ecnl ii,ext_864d421784d6,0.0,1,0,1,0,0.0,6.0,0.0,0.0,6.0
439,renegades 15b,ext_b854201e2e03,0.0,1,0,1,0,0.0,8.0,0.0,0.0,8.0
440,ebusc bay oaks 14b premier,ext_49efbba3bb6c,0.0,1,0,0,1,0.0,0.0,0.0,0.0,0.0
441,valley surf 16b academy i,ext_be4af5cfc0d0,0.0,1,0,1,0,0.0,6.0,0.0,0.0,6.0
442,sparta united b15 premier nk,ext_beaae33e6eac,0.0,1,0,1,0,0.0,4.0,0.0,0.0,4.0
443,fsc b2014 blue,ext_bf4c9d4fa21c,0.0,1,0,1,0,0.0,9.0,0.0,0.0,9.0
444,anwsc wellington sc 2015b elite blue,ext_74b6cfd15578,0.0,1,0,1,0,0.0,8.0,0.0,0.0,8.0
445,ccv stars 15 boys orange peo,ext_3641eeb3d363,0.0,2,0,2,0,0.0,6.0,0.0,0.0,3.0
446,fort myers athletic 2015,ext_38ee345af73d,0.0,1,0,1,0,0.0,4.0,0.0,0.0,4.0
447,cssa 2014b white,ext_705bf9f9bb02,0.0,1,0,1,0,0.0,2.0,0.0,0.0,2.0
448,2015 boys black - yamal,ext_c7263cd47eea,0.0,1,0,1,0,0.0,7.0,0.0,0.0,7.0
449,weston fc 2015 boys white,ext_c7291a954bb0,0.0,1,0,0,1,0.0,0.0,0.0,0.0,0.0
450,14/15b red,ext_c8d7eac2a39d,0.0,1,0,1,0,0.0,1.0,0.0,0.0,1.0
451,u11 elite doral,ext_34ef121f3bf4,0.0,1,0,1,0,0.0,3.0,0.0,0.0,3.0
452,richmond rayados academy 2015b,ext_3e974fa5e3d5,0.0,1,0,1,0,0.0,11.0,0.0,0.0,11.0
453,wsc crush 14 boys black,ext_42f86a1bd243,0.0,1,0,1,0,0.0,1.0,0.0,0.0,1.0
454,phoenix premier fc 15b cg,ext_3d36df5a7991,0.0,1,0,1,0,0.0,5.0,0.0,0.0,5.0
455,15 pre-mls next #1,ext_8bc8fd2a9c4e,0.0,1,0,1,0,0.0,3.0,0.0,0.0,3.0
456,2015b red,ext_bbc7c9c64200,0.0,1,0,0,1,0.0,0.0,0.0,0.0,0.0
457,sparta b15 premier nk,ext_69b5b52a1a06,0.0,1,0,1,0,0.0,1.0,0.0,0.0,1.0
458,15b hermanson,ext_69a281875ee2,0.0,1,0,1,0,0.0,14.0,0.0,0.0,14.0
459,central coast fc 14gray,ext_2cff074e2092,0.0,1,0,1,0,0.0,4.0,0.0,0.0,4.0
460,fc stars 2015 boys,ext_df2df764af3f,0.0,1,0,1,0,0.0,5.0,0.0,0.0,5.0
461,miami lakes united 2014 boys black,ext_de5df54e59b2,0.0,1,0,0,1,0.0,0.0,0.0,0.0,0.0
462,phoenix 15/16b blue,ext_d9ef4d405c67,0.0,1,0,1,0,0.0,7.0,0.0,0.0,7.0
463,ecfc 15b black pre-ecnl,ext_dad432f25e00,0.0,1,0,1,0,0.0,2.0,0.0,0.0,2.0
464,arizona brown's a,ext_2adc708a9e0a,0.0,1,0,1,0,0.0,4.0,0.0,0.0,4.0
465,psg academy fl1 2014 verratti,ext_2fd6f5557bff,0.0,1,0,1,0,0.0,3.0,0.0,0.0,3.0
466,2015 southern homestead blue,ext_2b61fc2e35cd,0.0,1,0,1,0,0.0,4.0,0.0,0.0,4.0
467,south valley united b15 black,ext_7d91dd424d1b,0.0,1,0,1,0,0.0,5.0,0.0,0.0,5.0
468,black dtown '15 (b),ext_7d47ab2e055f,0.0,1,0,1,0,0.0,10.0,0.0,0.0,10.0
469,16b gsa,ext_7f6e2c641569,0.0,1,0,0,1,0.0,0.0,0.0,0.0,0.0
470,mexico 15 elite,ext_1740d0387bad,0.0,1,0,1,0,0.0,7.0,0.0,0.0,7.0
471,jam - nedved,ext_edb9781cf258,0.0,1,0,1,0,0.0,6.0,0.0,0.0,6.0
472,ccsa 2015b premier,ext_ee9a6ec2053e,0.0,1,0,1,0,0.0,11.0,0.0,0.0,11.0
473,weston fc 2015 boys black,ext_f4af3f234657,0.0,1,0,1,0,0.0,2.0,0.0,0.0,2.0
474,henderson lvsa '15b black,ext_feab24921db3,0.0,2,0,1,1,0.0,4.0,0.0,0.0,2.0
475,15B Garza Pre MLS Next,660ffbf8bd2e,0.0,1,0,1,0,0.0,9.0,0.0,0.0,9.0
