gotsport_team_id,display_name,club,state,team_association_raw
42159362,Sierra Surf 2015B Blue,Sierra Surf SC,NV,NV
42176102,VV FC 15B Vya,VV FC,TXN,TXN
42162646,Driftwood Dragons 2015/2016,Driftwood Youth Sports Inc,FL,FL
42162215,B15 Gold,SoCal Elite FC,CAS,CAS
42162399,Villarreal NTX 2015B,Villarreal NTX,TXN,TXN
42160819,U11 Boys 2015 Black,Phoenixville Area SC,PAE,PAE
42159584,FC Lazio,Gold Coast FC,NYE,NYE
42158365,B2015 South,Nomads,CAS,CAS
42159325,South Valley Chivas 2015 Navy,South Valley Chivas Academy,CAN,CAN
42159444,San Jose Rush 16B Academy,San Jose Rush,CAN,CAN
42158939,15B Pre NPL,Bay Area Surf,CAN,CAN
42160161,Brazas 2015 Boys Gold Diego Rangel,Brazas Futebol Club,AZ,AZ
42158376,LA B15 FC,Legends FC (CA),CAS,CAS
42160940,WASA SC 2015 White,"Forge FC, Inc.",FL,FL
42175376,Ceres Rush Roma CDP Red 2015,Ceres Rush,CAN,CAN
42159999,Sharks 2015 Academy White,Merrick/South Merrick PAL,NYE,NYE
42160163,B15 Academy,ALBION SC Silicon Valley,CAN,CAN
42162625,Latinos Soccer Club 15A,Latinos Soccer Club,CAN,CAN
42162477,Rangers Blue 2015,Olney Boys and Girls Club Community Sports Association,MD,MD
42158228,North B15 Castillon,CDA Slammers,CAS,CAS
42159279,SF Glens Academy 15B Pre-MLS II Saints,San Francisco Glens Soccer Club,CAN,CAN
42158322,California Rush B15 Azul - Huntington Beach,California Rush Soccer Club,CAS,CAS
42160062,Chaos,Garden City (LIJSL),NYE,NYE
42158653,FHFC 2015 B White,Florida Hawks Futbol Club,FL,FL
42160569,DKSC 15B GUERRERO,DKSC,TXN,TXN
42160012,Stallions,Smithtown Kickers SC (LIJSL),NYE,NYE
42161331,Calexico Earthquakes 2015,Calexico Earthquakes,CAS,CAS
42162541,HSP 2015 NEXT PRO I,High Soccer Prospects,FL,FL
42160704,Lions U11 Red (2015),Miami Futbol Academy Rush ,FL,FL
42161714,chivas academy LA 2015,Chivas Academy LA,CAS,CAS
42160038,Red Inferno 2015,East Islip Soccer Club ,NYE,NYE
42161742,InterGNV 15/16 USL-Y,Inter Gainesville KF,FL,FL
42160077,KP United 2015 White,Kings Park SC,NYE,NYE
42158703,Mustang SC Tigers 15M,Mustang Soccer,CAN,CAN
42159937,Coppell FC 15B Hernandez Black,Coppell Youth SA,TXN,TXN
42160411,2015 Boys National,Real Colorado,CO,CO
42158937,2015 Black,Athletic Club Miami,FL,FL
42158190,Corona B15 Aguirre,Sporting California USA,CAS,CAS
42158918,2015B Pre-MLS Next Academy,Elk Grove Soccer,CAN,CAN
42172885,2015B Pre-Academy,Arlington SA,VA,VA
42169579,St . Louis Stars SC 15 Boys Academy White,St. Louis Stars SC,MO,MO
42159844,URUGUAYAN RENEGADES 2015,Uruguayan NY Soccer Club,NYE,NYE
42158564,2015 Rush 2 Boys,PA Rush,PAE,PAE
42160465,Hodler U10 PRE ECNL 2,Tropical Soccer,FL,FL
42176872,Pittsburgh Riverhounds 2015 Pre ECNL Boys,Pittsburgh Riverhounds,PAW,PAW
42159317,West Coast Tsunami '15,West Coast Soccer Tracy,CAN,CAN
42165255,Sharks Select,Valencia Soccer Academy,NJ,NJ
42162728,San Jose Rush 15B Blue,San Jose Rush,CAN,CAN
42160284,Vegas strong 2015,Vegas Strong SC,NV,NV
42175239,SPORTING BV Pre-MLS Next 15,Sporting Blue Valley,KS,KS
42159799,San Angelo Elite 15B,San Angelo Elite,TXN,TXN
42173247,B15 South Bay White,FASC,CAS,CAS
42158364,B15 South Bay Navy,FASC,CAS,CAS
42158856,Manteca Futbol Club 15B Red,MANTECA FUTBOL CLUB,CAN,CAN
42158595,2015 Boys Black,Radnor SC,PAE,PAE
42159588,GSA U11B Academy Green,Global Sports Academy,ID,ID
42160479,15B Echanove,RSL-AZ Southern AZ,AZ,AZ
42164560,SA United 15B,SA United Soccer Club,TXS,TXS
42158614,Marin FC B15Steel,Marin FC,CAN,CAN
42158865,City SC Kings County B2015 (Blue),City SC Kings County,CAN,CAN
42160134,Herndon 2015B FC Black,Herndon Youth Soccer,VA,VA
42160050,Arsenal,Central Islip SC (LIJSL),NYE,NYE
42158995,Almaden FC Mercury B15 Green,Almaden FC,CAN,CAN
42160282,Blades 2015B Red,Casper SC,WY,WY
42159861,WP Academy 2015 Pre-National,White Plains YS,NYE,NYE
42159108,FC Central Illinois 2015B Select,FC Central Illinois,IL,IL
42160260,Vegas United ‘15 Boys Academy,Vegas United Soccer Club,NV,NV
42159290,2015B Red,OV Toros FC,CAN,CAN
42164172,SWFL B15 BLACK,Florida Premier FC,FL,FL
42176965,Naples Elite SC 2015 MI,Naples Elite Soccer Club,FL,FL
42158027,Turlock Sports Park FC 2015 Boys Gold,TSP FC,CAN,CAN
42159631,Henderson LVSA '15B Silver,Henderson-LVSA,NV,NV
42161905,RSL El Paso 2015,El Paso Premier League,TXS,TXS
42158688,St Petersburg FC Boys 2015 SPFC Team 2,St. Petersburg Football Club,FL,FL
42159077,WSC Crush 15 Boys Black,WSC Crush,CAN,CAN
42159733,B15 White,Albertson Soccer Club,NYE,NYE
42158256,TFA-SGV B2015,TOTAL FUTBOL ACADEMY (CA),CAS,CAS
42158861,Revolution 15B Yellow,Revolution FC,CAN,CAN
42175931,SDSC Surf Pre-RL B15,SDSC Surf,CAS,CAS
42158113,Ball Masters Lions 2015,Ball Masters,NYE,NYE
42164217,ESC ELITE ACADEMY 2015 BOYS GOLD,Edmond SC,OK,OK
42159521,Met Oval Academy 2015 White,Met Oval,NYE,NYE
42158624,Washington United 2015 Boys,WTSC,NJ,NJ
42158133,2015 Boys Blue,Deep Run Valley,PAE,PAE
42176609,CUP 15B Black,Cincinnati United,OH,OH
42159495,B2015 Blue (Aces),Atlantic United SB/LGN SC,NYE,NYE
42160536,CUSM 15B AS ROMA,Cincinnati United,OH,OH
42161930,Dallas Texans Pre-ECNL 15B Mendoza,Dallas Texans,TXN,TXN
42159404,Gavilanes 2015,Real Salinas,CAN,CAN
42159134,Glen-Ed SC 15B Elite,Glen-Ed SC,IL,IL
42159815,Arsenal,Madison SC Inc.,NJ,NJ
42175483,Olimpico fc b2015,Olimpico FC,CAS,CAS
42160988,LMFC B2015 Castillon,LMFC,CAS,CAS
42158877,FLS 15B Premier III,Folsom Lake Surf,CAN,CAN
42160399,TAG 15B Gold,TAG Soccer,TXN,TXN
42159745,NSC U10 McGrenahan,Nazareth Soccer Club,PAE,PAE
42158892,B2015 Premier,JP Soccer,NYE,NYE
42158432,CVSJ 15B Ultras,Central Valley San Jose SC,CAN,CAN
42172361,2015 Boys White EDP - Osorio,Clarkstown Soccer Club,NYE,NYE
42159435,Stanford Strikers 15B Red South,Stanford Strikers FC,CAN,CAN
42158273,TFA NE B2015 Evolve Navy,TOTAL FUTBOL ACADEMY (CA),CAS,CAS
42168878,Beachside North NEAL U11 (2015),Beachside Soccer Club CT,CT,CT
42158743,Mutiny SC 2015B Black,North Manatee Soccer,FL,FL
42161884,NJ Surf Mercer 2015 Boys,New Jersey Surf,NJ,NJ
42163862,Quad Cities Rush 2015,,IL,IL
42159207,Valley Surf 15B Academy II,Valley Surf | America,CAN,CAN
42159059,Walnut Creek Surf 15B Black,Walnut Creek Surf Soccer Club,CAN,CAN
42159132,Belmont United 15B Sounders Green,Belmont United Soccer Club,CAN,CAN
42159862,FSA U11 Boys,Fox Soccer Academy Premier ,NYE,NYE
42174465,CARBA Football Club B2015,,CAS,CAS
42177003,CES - Real Betis Academy Miami - Elite 2015,Coral Estates S.C.,FL,FL
42159568,Gunners - Campos FC 2015B,Independent Teams - NTX,TXN,TXN
42158348,Santa Rosa Empire SC 15B Thunder,Santa Rosa Empire Soccer Club,CAN,CAN
42160245,CUSE 15B Arsenal,Cincinnati United,OH,OH
42161183,BRYC Academy B15 Pre-ECNL,Braddock Road Youth Club,VA,VA
42160804,Elite 2015 Red,Elite Soccer Academy (FL),FL,FL
42170117,LMYA Vipers 2015,Lower Mac Soccer,PAE,PAE
42159337,JSC 15B White,JSC Soccer Club,CAN,CAN
42174761,CF 15B North Black,Concorde Fire ,GA,GA
42159656,United FC B2015,Copiague Youth League,NYE,NYE
42158975,2015B Alliance - Lee Knights Squires,Mt Diablo Mustang Soccer,CAN,CAN
42158007,Philadelphia SC Surf 15 Blue,Philadelphia SC,PAE,PAE
42158988,JB Marine Gold 15B,JB Marine Soccer Club,MO,MO
42159929,MidState 2015 Boys,MidState Soccer Club,IL,IL
42161412,Arlington SA 2015B Red,Arlington Soccer Association,VA,VA
42160787,F.C. Horizon 2015 Boys Green,F.C. Horizon,AR,AR
42160300,Las Vegas Elite FC B15 Pre-EA,Las Vegas Elite FC,NV,NV
42160695,15B Hinds,RSL-AZ Southern AZ,AZ,AZ
42160852,SYC 2015B Blue,Springfield SYC Soccer,VA,VA
42159271,Illinois FC 2015 Boys Blue,Illinois FC,IL,IL
42160994,Sockers FC 2015 White,Sockers FC,IL,IL
42159028,Lemoore B15,Central Valley Premier FC,CAN,CAN
42158543,Parkwood Aaronson,Parkwood Youth Organization,PAE,PAE
42158451,TFA-NE B2015 Red,TOTAL FUTBOL ACADEMY (CA),CAS,CAS
42158410,LMSC 2015B Red,Lower Merion SC,PAE,PAE
42158153,2015 Boys Blue,Lehigh Valley United,PAE,PAE
42158001,B2015,South Valley Surf SC,CAS,CAS
42158061,B15 Premier Belleh,Express Soccer,CAS,CAS
42161080,Freedom Soccer Club 2015 Boys Blue,,MD,MD
42160609,2015 Boys Black,Pinecrest Premier Soccer,FL,FL
42159410,15B Gray,Sacramento United,CAN,CAN
42158669,TBU 2015B South Red WFPL,Tampa Bay United,FL,FL
42162095,Catalyst 15 NW,HTX,TXS,TXS
42162834,2015B Navy,Islandia SC PAL,NYE,NYE
42158280,ELI7E FC- LEGACY 2015,ELI7E FC ,CAS,CAS
42159931,CCV Stars 15 Boys North Navy,CCV STARS,AZ,AZ
42159322,TAHUICHI F.C. 2015B-RED,Tahuichi F.C. Youth Soccer,CAN,CAN
42160650,Shore FC 2015 Boys Black,Shore FC,MD,MD
42161210,A.S. Junior Elite 2015 Boys,AS Junior Elite,NJ,NJ
42158105,15B EA2,Sand and Surf SC,CAS,CAS
42164227,HB B15 Castaneda,City SC Southwest,CAS,CAS
42158678,Gunners 2015B Academy White,Gunners Soccer Club,MO,MO
42158418,B15 Academy 2,Rebels Soccer Club,CAS,CAS
42159247,Metro Alliance FC 2015B Southern IL Navy,Metro Alliance FC ,IL,IL
42161219,CAU Force 2015B Pre-ECNL,Canton Akron United Force,OH,OH
42161190,PFC 2015,Palacios Futbol Club (PFC),ID,ID
42158819,Kolping Kicks SC Weiss 2015,Kolping Kicks SC,MO,MO
42158259,B15,Apple Valley SC Storm,CAS,CAS
42160606,The ACDMY 15B Elite II,The ACDMY,TXS,TXS
42161754,Evolution 2015 Boys Mercurial South,Evolution SC,IL,IL
42159206,Valley Surf 15B Academy I,Valley Surf | America,CAN,CAN
42163716,2015 BOYS ECNL DEV 2,Sporting Jax Soccer Academy,FL,FL
42161286,Deportivo Mexico 15B,Renegades Soccer Club,AZ,AZ
42164268,SSC 15B Black,Sting Soccer Club,ID,ID
42160731,GSC 2015 Boys (Green),Geneseo Soccer Club,IL,IL
42171934,SLSG IL B 2015 Academy Black,St. Louis Scott Gallagher,IL,IL
42162927,Downtown SC Boys 2015,Downtown LA Soccer Club,CAS,CAS
42159468,ALBION SC IDAHO MH B15 Academy,ALBION SC Idaho,ID,ID
42161951,Catalyst 15 E,HTX,TXS,TXS
42175770,MUSC 2015 Boys Premier,Monmouth United Soccer,NJ,NJ
42161011,JAM Doral - Bonucci,,FL,FL
42160324,United FC 15B Blue,United FC Waco,TXN,TXN
42158821,Davis Legacy 15B Black,Davis Legacy Soccer Club,CAN,CAN
42159398,Audax 2015B Orange,Audax Soccer Club,CAN,CAN
42158542,Lincoln FC 15B White,Lincoln FC,CAN,CAN
42158689,OBSC 2015 Boys Red,Ormond Beach Soccer Club,FL,FL
42158412,HB B15 Sosa,CDA Slammers,CAS,CAS
42159810,Kosmos Dragons,Harborfields Soccer Club,NYE,NYE
42160572,RU ORANGE PRE ECNL 1 B15,Richmond United,VA,VA
42162685,SV6 2015B,SV6 Sports,CAN,CAN
42162623,NTX United FC 2015B Hume,NTX United FC,TXN,TXN
42161002,DC Eleven Football Club - Boys 2015 Black,DC XI Project,MD,MD
42162672,FC Prime Pre ECNL B15,FC Prime,FL,FL
42158557,2015 Rush Blue Boys,PA Rush,PAE,PAE
42158557,2015 Rush Blue Boys,PA Rush,PAE,PAE
42158175,Anaheim FC B2015 PDA II,Anaheim Futbol Club,CAS,CAS
42161992,Atletico Dallas Youth 15B Brandt,Atletico Dallas Youth,TXN,TXN
42164977,JUVENTUS AH-2015-CHIELLINI EDPL,Juventus Academy Houston (JA),TXS,TXS
42160426,Freehold SL Elite Red Bulls,Freehold SL,NJ,NJ
42161524,South Shore 2015B AT Sky Blue Real,Select,MA,MA
42164105,Zorritos,Northern Nevada Soccer Club ,NV,NV
42162316,Ocala Premier 2015/2016 Boys Grey,Big Sun YSL,FL,FL
42160557,Miami Beach Football MBFC 2015,City of Miami Beach Soccer,FL,FL
42161668,Future_SA_15_White,Future Soccer Academy,NJ,NJ
42159065,Columbia Rush 2015B Blue,Columbia Rush Soccer Club,MO,MO
42158351,TFA-SW B2015 LAX,TOTAL FUTBOL ACADEMY (CA),CAS,CAS
42158457,ALBION SC Riverside B15 Premier I Fall Only,ALBION SC Riverside,CAS,CAS
42158736,FPFC 15B TRY ELITE,Florida Premier FC,FL,FL
42159443,San Jose Rush 16B Elite,San Jose Rush,CAN,CAN
42160780,Pittsburgh Riverhounds Academy 2015 Boys,,PAW,PAW
42160229,W P B FC LIONS BOYS 2015,West Palm Beach FC Lions,FL,FL
42158910,Hawks FC Mexico 2015B,Hawks FC,MO,MO
42159239,Bay Oaks 2015B Premier,East Bay United,CAN,CAN
42160556,305 FC 2015,Tropical Soccer,FL,FL
42159086,B2015 MARC BERNAL,Barca Academy Pro NY,NYE,NYE
42159938,2015B Rangers,FC Tampa Rangers,FL,FL
42158084,B2015 SB Dodds,Beach Futbol Club,CAS,CAS
42175904,SPORTING BV Academy 15,Sporting Blue Valley,KS,KS
42158397,B2015 Premier - Suazo,City SC - San Marcos,CAS,CAS
42162557,FORCE BOYS 2015 BLACK,Indialantic Youth Soccer Association,FL,FL
42161547,Rose Tree Impact,Rose Tree SC,PAE,PAE
42163852,Demonios,,TXS,TXS
42161281,2015 Rush Boys,Phoenix Rush,AZ,AZ
42162259,DCSC Pre-ECNL B15,DC Soccer Club,MD,MD
42159969,LTSC 2015 Elite,Lutherville Timonium Soccer Club,MD,MD
42159323,SC LIONS 2015B BLACK,Santa Clara Youth Soccer League,CAN,CAN
42158700,San Ramon FC 15B Navy,San Ramon FC,CAN,CAN
42163739,Worland 10U Boys Bronze,Worland Soccer,WY,WY
42161937,PSG ACADEMY FL1 2015 LUCAS HERNANDEZ,PSG Academy FL,FL,FL
42158465,SMS 2015 Boys Premier,St. Mary's Soccer,MD,MD
42158430,BEACH FC 2015B NEYMAR,Beach FC,VA,VA
42168741,SAC Boys 2015 - Premier Blue,SAC/BA,MD,MD
42162589,JOGA B15,Joga Bonito (CA),CAS,CAS
42160162,B15 Premier,ALBION SC Silicon Valley,CAN,CAN
