gotsport_team_id,display_name,club,state,age_group,gender
42175905,WaysElite B2015Carrillo,Whittier Area Youth Soccer,AZ,U11,M
42176834,FC Central IL 2015 B Select,Central Illinois United,AZ,U11,M
42158006,QSC 2015 Tigers,Quakertown SC,AZ,U11,M
42162560,Sandy Spring SC 2015 Boys Academy 1,Sandy Spring Soccer Club,AZ,U11,M
42162137,AZSC 15B Gold,Arizona Soccer Club,AZ,U11,M
42159269,2015 Boys Bolts,Idaho Storm,AZ,U11,M
42160320,Lakota FC B15 Red,Lakota Futbol Club,AZ,U11,M
42176330,Catalyst 16 W,HTX,AZ,U11,M
42162914,Americas FC '15B - DeLa Cerda,Americas Futbol Club,AZ,U11,M
42158679,026 FC 2015 - Sidekicks,026 Futbol Club,AZ,U11,M
42158894,24 - Eclipse 2015 Boys Solar Black,East Bay Eclipse Soccer Club,AZ,U11,M
42160672,La Roca 15/16B S Thomas Red SF,La Roca FC,AZ,U11,M
42159436,Stanford Strikers 15B White,Stanford Strikers FC,AZ,U11,M
42159303,MO Rush 2015B Select Black,Missouri Rush,AZ,U11,M
42158132,Chula Vista FC B2015 Villa,Chula Vista FC,AZ,U11,M
42159241,Fall Select U11B - Areias,Walnut Creek Surf Soccer Club,AZ,U11,M
42176377,Sentinels Orange,Perk Valley Soccer,AZ,U11,M
42158737,15B FPFC ZEPH ECNLRL,Florida Premier FC,AZ,U11,M
42158326,TFA-Hollywood B2015,TOTAL FUTBOL ACADEMY (CA),AZ,U11,M
42158326,TFA-Hollywood B2015,TOTAL FUTBOL ACADEMY (CA),AZ,U11,M
42160323,Quickstrike FC B15,Quickstrike FC,AZ,U11,M
42176282,2015B Blue,AYSO United Davis,AZ,U11,M
42161452,Sporting Springfield 15 Porto,Sporting Springfield,AZ,U11,M
42160382,PSL Hurricanes FC 2015 Boys Navy,"PSL Soccer Club/Hurricanes, Inc.",AZ,U11,M
42165022,VSA 2015 Boys Black,Vision Soccer Academy,AZ,U11,M
42161287,USAI 2015B Red,USAI,AZ,U11,M
42158149,Celtic Hoops B15,Celtic Soccer Club (S-CA),AZ,U11,M
42160766,Missoula Surf 2015B,Missoula Surf,AZ,U11,M
42163289,Hi-Tempo Academy Boys 2015,South Brunswick,AZ,U11,M
42176450,Dallas Texans Pre ECNL B15 (McKinney),Dallas Texans,AZ,U11,M
42160193,Loudoun 2015B Silver,Loudoun Soccer Club,AZ,U11,M
42162059,LMVSC 2015B Red,Lee-Mt. Vernon Sports Club,AZ,U11,M
42158969,Kalamazoo SC 2015B Red,Kalamazoo SC,AZ,U11,M
42161202,Indy Eleven 2015B Red,Indy Eleven Academy,AZ,U11,M
42160239,GSC 2015B Premier,Gunston SC,AZ,U11,M
42163571,UVSF United '15 Marostica,Upper Valley Soccer Foundation,AZ,U11,M
42160664,HYSA B2015 BLUE,Helena Youth Soccer Association,AZ,U11,M
42161291,U11 GOLDEN,Paris Saint Germain Academy Orlando,AZ,U11,M
42158993,Steel United VA 2015/2016B Elite,Steel United Virginia,AZ,U11,M
42159918,FC Storm B15 White,FC Storm,AZ,U11,M
42158338,NB B2015 White,Pateadores Soccer Club,AZ,U11,M
42161023,CE 2015B Flames,Columbus Force SC,AZ,U11,M
42162389,FC Dallas Youth Pre ECNL B15 Reyes,FC Dallas Youth,AZ,U11,M
42160655,Springs SC 2015 Boys Phantom,Springs Soccer Club,AZ,U11,M
42158107,HB B2015 White,Pateadores Soccer Club,AZ,U11,M
42163547,2015/16 Teton FC Boys - Mervis,Teton FC,AZ,U11,M
42160676,Florida Keys SC 2015,Florida Keys SC,AZ,U11,M
42160034,Fire,Great Neck SC (LIJSL),AZ,U11,M
42158981,Alameda SC Islanders 15B Blue,Alameda Soccer Club,AZ,U11,M
42158347,CITY SC LE B15 Pre-Academy,City SC Southwest,AZ,U11,M
42158813,B2015 Yellow,Westchester Surf,AZ,U11,M
42159552,NEAL Academy 15 Team 1,Cedar Stars Academy - Monmouth,AZ,U11,M
42158504,SD Surf Academy Boys 2015 (Keith W),San Diego Surf Soccer Club,AZ,U11,M
42160383,Coastal Dawgs,Rumson Futbol Club,AZ,U11,M
42160039,Blue Inferno 2015,East Islip Soccer Club ,AZ,U11,M
42159875,CSA 15B Premier,Calvert Soccer Assn,AZ,U11,M
42161283,NEFC North Shore Boys 2015 Red,NEFC,AZ,U11,M
42160148,Carteret Soccer Academy Dynamo 2015-16,Carteret Soccer Academy,AZ,U11,M
42163648,Mercer United FC Dragons,Mercer United FC,AZ,U11,M
42161876,FC Dallas Youth 15B Red,FC Dallas Youth,AZ,U11,M
42161618,Chargers CLW B2015 Yellow,Chargers SC CLW,AZ,U11,M
42158444,Cobras 2015,Voorhees SA,AZ,U11,M
42175939,Grasshoppers FC - 2015B Teal,Grasshoppers FC,AZ,U11,M
42162872,Sporting Columbus Boys 2015 Pre-ECNL,Sporting Columbus,AZ,U11,M
42158929,East Coast Surf B2015 Black,East Coast Surf,AZ,U11,M
42159546,2015 Premier,Westchester Flames,AZ,U11,M
42158851,Blau Weiss Gottschee '15 White,BW Gottschee Academy,AZ,U11,M
42163749,Rock Springs Avengers U10 Boys Kirkwood,RS Avengers,AZ,U11,M
42158215,Cerritos B15 Luna White,CDA Slammers,AZ,U11,M
42159216,Michigan Jaguars Novi 2015 Boys White,Michigan Jaguars,AZ,U11,M
42159424,Hughson United Boys 2015,Hughson United,AZ,U11,M
42159274,River City FC 2015,River City FC,AZ,U11,M
42159268,GCU 2015 Boys White,Gold Country United,AZ,U11,M
42160128,B2015 Pre Academy White,SEMO Elite FC,AZ,U11,M
42175795,SF Seals 15B GTO Skibidi,San Francisco Seals,AZ,U11,M
42162797,CE 2015B Azzurri,Columbus Force SC,AZ,U11,M
42163347,FSC - 2015 Boys Black,Firebirds SC,AZ,U11,M
42161661,Forest 2015B Black,Forest Youth Athletic Association,AZ,U11,M
42160105,Syosset Lazio,Syosset Soccer Club,AZ,U11,M
42186409,Legends FC B14,,AZ,U11,M
42163458,FC Storm B15 Orange,FC Storm,AZ,U11,M
42159318,Tower Grove Soccer Club 2015,Tower Grove Soccer Club,AZ,U11,M
42158503,SD Surf Academy Boys 2015 (Anthony),San Diego Surf Soccer Club,AZ,U11,M
42160003,Rapids,Terryville (LIJSL),AZ,U11,M
42163159,Cobras FC B15 Michelsen,Cobras FC,AZ,U11,M
42161139,MONARCHY FC 2015B,Monarchy FC,AZ,U11,M
42161792,Desoto FC 15B,Desoto FC,AZ,U11,M
42160475,Beachwood SC Bulldogs,Beachwood SC,AZ,U11,M
42160528,Waco Texans 2015 Boys- Lopez,Dallas Texans,AZ,U11,M
42164267,New York Soccer Football Club,,AZ,U11,M
42160532,Knights F.C U11 - 2015 Blue,Knights Futbol Club,AZ,U11,M
42158060,B15 Select Luna,Express Soccer,AZ,U11,M
42159846,Strong Inter 2015,Uruguayan NY Soccer Club,AZ,U11,M
42159483,SF Seals 15B White,San Francisco Seals,AZ,U11,M
42158496,2015 Boys White,Patriot FC,AZ,U11,M
42163689,NTX United FC 2015 Woodard,NTX United FC,AZ,U11,M
42162412,Barca Academy Austin 15B Black,Hill Country FC / Barca Academy Austin,AZ,U11,M
42159426,Revolution 2015B JP,Revolution SC,AZ,U11,M
42177039,St . Louis Stars SC 16 Boys Academy Red South Plus,St. Louis Stars SC,AZ,U11,M
42158423,2015 Va Legacy SC Elite Black,Virginia Legacy SC,AZ,U11,M
42163080,AHFC 15B Premier 3 W,Albion Hurricanes FC,AZ,U11,M
42175759,Mission Boys 2015 Extra,,AZ,U11,M
42159651,BTSC Mandalorians,Branchburg Travel SC,AZ,U11,M
42158587,SWFL B15 GOLD,Florida Premier FC,AZ,U11,M
42160057,2015 Pre-Academy Black,Brentwood SC (LIJSL),AZ,U11,M
42176327,ALBION SC Las Vegas B15 Academy II,ALBION SC Las Vegas,AZ,U11,M
42159662,SP Academia Jr 2015,San Pablo United YSC,AZ,U11,M
42159488,AW United Boys 2015 Blue,Anthony Wayne United SC,AZ,U11,M
42159484,Freeland Force 15 Boys Green,Freeland SC,AZ,U11,M
42163198,Legends FC SJ 15B Elite,Legends FC (SJ),AZ,U11,M
42175937,Lake Oswego Soccer Club 2015b Royal,Lake Oswego SC,AZ,U11,M
42161295,2015 Maryland United FC Premier,Maryland United Football Club,AZ,U11,M
42184525,B15 White,FASC,AZ,U11,M
42158862,Cal Magic 2015B West,California Magic Soccer Club,AZ,U11,M
42160329,Oldsmar SC 2015B Blue,Oldsmar SC,AZ,U11,M
42158189,LUFC B2015 Grey,Laguna United FC,AZ,U11,M
42161595,Strikers 15B Premier North Orange,Richmond Strikers,AZ,U11,M
42158871,Evolution FC Jaguars 15B,Evolution FC,AZ,U11,M
42163936,Croatia united/mississauga croatia,,AZ,U11,M
42158312,Premier SC B2015 Blue,Premier SC,AZ,U11,M
42159084,Millville Warriors 2015,Millville SA,AZ,U11,M
42177229,SSA Swarm Marietta 15B Pre MLS-Next I,Southern Soccer Academy,AZ,U11,M
42158152,B2015 Elite,Vista Storm Soccer Club,AZ,U11,M
42159832,Avalanche,Cold Spring Harbor Huntington (LIJSL),AZ,U11,M
42162987,AYSO 216 10UB PSP Gila Valley Ninjas,AYSO 216,AZ,U11,M
42158941,Palo Alto SC 15B White,Palo Alto SC,AZ,U11,M
42158522,2015 BOYS ELITE,Sporting Jax Soccer Academy,AZ,U11,M
42163629,Eagles.S.A 2015,,AZ,U11,M
42158509,Red Fire 2015,South Parkland Youth,AZ,U11,M
42162289,Embrey Mill Fusion 15B,Embrey Mill Soccer Club,AZ,U11,M
42160387,FC3 Premier 2015 Atlas,Marple Newtown Soccer Association,AZ,U11,M
42160966,Kolping SC B15 Orange,Kolping SC,AZ,U11,M
42159419,Plymouth Reign 15 Boys White,Plymouth Soccer Club,AZ,U11,M
42165647,NY Red Bulls RDS Showcase B2015 Red,Red Bulls (NJ),AZ,U11,M
42158985,Burlingame SC 2015B Green,Burlingame Soccer Club,AZ,U11,M
42159499,Michigan Wolves 15 Pre-Academy,Michigan Wolves,AZ,U11,M
42159522,Met Oval Academy 2015 Black,Met Oval,AZ,U11,M
42160202,Liverpool '15B,Stafford Soccer Club,AZ,U11,M
42159173,MO Rush 2015B Nero,Missouri Rush,AZ,U11,M
42161919,North FC West 2015 Boys NPL,North FC,AZ,U11,M
42163440,FC Hurst United 15B USC,FC Hurst United,AZ,U11,M
42160179,2015 BOYS,Hernando SC,AZ,U11,M
42160726,Hoboken United 2015 Boys Red,Hoboken United,AZ,U11,M
42162031,AVID Soccer Club Rampage Gold 2015B,AVID Soccer Club,AZ,U11,M
42161057,NEFC Metro West Boys 2015 MLS Futures Navy,NEFC,AZ,U11,M
42160474,Mavericks Black,Middletown SC,AZ,U11,M
42163760,NLSA Select B2015 Blue,West Islip Soccer Club,AZ,U11,M
42160408,Virginia Key S.C. 2015,Miami Stars Soccer,AZ,U11,M
42163755,RSC 2015 BOYS BRANDON BLACK,Brandon Futbol Club,AZ,U11,M
42160737,Rampage Black 15 RM,,AZ,U11,M
42159817,2015 Boys,LaLiga Academy,AZ,U11,M
42160717,Pasadena SC 2015B Elite White,Pasadena Soccer Club,AZ,U11,M
42161962,GSSA 15B Scorpions,Grapevine Southlake SA,AZ,U11,M
42161298,PSG ACADEMY LEMONT U11,PSG Academy Chicago,AZ,U11,M
42158151,B2015 Red,Vista Storm Soccer Club,AZ,U11,M
42158115,Colonial Cyclones Black 15,Colonial SC ,AZ,U11,M
42158904,MVLA 15B Liverpool Black,Mountain View Los Altos Soccer Club,AZ,U11,M
42165296,Tournament Time - Atlas,Tournament Time,AZ,U11,M
42159796,Aston United SA 2015 Bulls,Aston Youth Soccer,AZ,U11,M
42159796,Aston United SA 2015 Bulls,Aston Youth Soccer,AZ,U11,M
42160380,2015 B Navy,FC Montco,AZ,U11,M
42158088,B15 White - Cerda,Cardiff Sockers,AZ,U11,M
42176138,New York Red Bulls - U11,New York Red Bulls,AZ,U11,M
42159138,15B Silver,Sunnyvale Alliance SC,AZ,U11,M
42161909,GSA 15B Premier,Gwinnett Soccer Academy,AZ,U11,M
42159647,FSA Tobar Colo Colo U11,Tobar Futbol Academy,AZ,U11,M
42160175,15B FPFC CP RED,Florida Premier FC,AZ,U11,M
42158374,B2015 Blue,South Bay Surf,AZ,U11,M
42168426,Beach FC 2015B Pre-NPL Sevilla,Beach FC,AZ,U11,M
42160103,Pumas,Plainedge (LIJSL),AZ,U11,M
42175097,Echo Premier 15 Elite I Boys,Indy Premier SC,AZ,U11,M
42158998,Bay Era FC,San Pablo United YSC,AZ,U11,M
42161993,Brooklyn City F.C. B15 Blue,Brooklyn City FC,AZ,U11,M
42159355,Flyers SC 2015 Thomure,Flyers Soccer Club,AZ,U11,M
42158708,TNT 2015 Co-Ed,Northeast United,AZ,U11,M
42158516,2015 Boys Blue,Philadelphia City Football Club,AZ,U11,M
42159238,DFA 2015 Boys Black,Delaware Futbol Academy,AZ,U11,M
42163461,2015 Boys CELTIC JW,Spirit of Liverpool USA,AZ,U11,M
42160151,2015 Southern Homestead Blue,Southern Homestead Soccer Academy ,AZ,U11,M
42160927,Skills 2015 Black N/A,Skills FC,AZ,U11,M
42158799,FRESNO HEAT FC 2015B Scorpions Red,FRESNO HEAT FC,AZ,U11,M
42160115,RVC Wolverines,Rockville Centre Soccer Club,AZ,U11,M
42159785,NPSC United 2015 Boys Royal,Northern Piedmont Sports Club,AZ,U11,M
42176447,FC Cleveland Flames U11 Boys II,FC Cleveland Flames,AZ,U11,M
42164801,SJ Elite,,AZ,U11,M
42159981,Lightning,Long Beach (LIJSL),AZ,U11,M
42162459,Fort Lauderdale FC 15 Boys White,Fort Lauderdale Select FC,AZ,U11,M
42159482,SF Seals 15B Volt,San Francisco Seals,AZ,U11,M
42159144,TKO Premier SC 2015B White,TKO Premier SC,AZ,U11,M
42164026,Javanon 2016 Boys Black,Javanon FC,AZ,U11,M
42160204,BVB IA LV 2015 Black,BVB IA Las Vegas,AZ,U11,M
42158179,B2015 Gold,SDSC Surf,AZ,U11,M
42167190,KICKERS FC - AGUILAS,,AZ,U11,M
42159916,FPFC 15B WC ELITE,Florida Premier FC,AZ,U11,M
42158434,Southern Lehigh U11 Boys Bliue - Ochs/Arnold/Yaeger,Southern Lehigh SL,AZ,U11,M
42160368,Hamilton SC Vipers,Hamilton Soccer Club,AZ,U11,M
42160813,North Port Fusion FC 2015B,North Port Fusion FC,AZ,U11,M
42162018,DS Stars 15B Maroon,Dripping Springs Soccer DSYSA,AZ,U11,M
42163083,OCLN 2015 Boys Purple,Orlando City Soccer School Lake Nona,AZ,U11,M
42162912,SP Soccer Academy 2015 Boys Blue 1,SP Soccer Academy,AZ,U11,M
42160813,North Port Fusion FC 2015B,North Port Fusion FC,AZ,U11,M
42160472,Mavericks White,Middletown SC,AZ,U11,M
42159415,SMC Seals 15B Black,San Mateo County FC,AZ,U11,M
42160594,MUSC 2015 Boys,Mountaineer United Soccer Club,AZ,U11,M
42159266,USA Stars Academy 15BII,USA Stars Academy,AZ,U11,M
42158753,Delran FC Cobras 2015,Delran FC Soccer,AZ,U11,M
42163695,RSL EP (LT 2015),El Paso Premier League,AZ,U11,M
42159062,SWM Kickers 2015B Blue,Southwest Michigan Soccer Club Inc,AZ,U11,M
42160866,Palatine Celtic 2015B Black,Palatine Celtic SC,AZ,U11,M
42158177,B2015 Black,SDSC Surf,AZ,U11,M
42176523,Wolverines,,AZ,U11,M
42160287,HamiltonSC Strikers,Hamilton Soccer Club,AZ,U11,M
42158426,Warriors-P,La Grange ,AZ,U11,M
42161140,2015 Baystars FC White Caps,Baystars,AZ,U11,M
42164035,Pre-ECNL 2015 Boys,Scorpions SC,AZ,U11,M
42175457,CAT 2015 Boys Red,Complete Athlete Training,AZ,U11,M
42159100,Red Star 15B Black,Red Star Soccer Academy,AZ,U11,M
42176066,FRESNO HEAT FC 2015B Scorpions Black,FRESNO HEAT FC,AZ,U11,M
42161475,15B Black,SJEB FC,AZ,U11,M
42159244,UCCA 2015B Navy,United Capital City Athletic,AZ,U11,M
42160053,Sporting,Bellport ,AZ,U11,M
42166226,Once fc,,AZ,U11,M
42164265,Oakwood SC 15 Pre-MLS Next Blue,Oakwood Soccer Club,AZ,U11,M
42159915,Warriors 2015,Elites United SZ,AZ,U11,M
42161169,LFA Red Star Mundial 2015B,Lou Fusz Athletic,AZ,U11,M
42159761,Predators,Brick Township SA,AZ,U11,M
42162808,PSC 15B Pre-NextUp Green EDPL,Pearland Soccer Club,AZ,U11,M
42175285,Cascade FC B15 Green,,AZ,U11,M
42163654,B2015 Legends,Valley FC,AZ,U11,M
42158524,2015 BOYS NORTH,Sporting Jax Soccer Academy,AZ,U11,M
42163382,FC Alliance South 2015B Gold,FC Alliance,AZ,U11,M
42159889,WCSC - U10 Boys Hackworth (A),County Western,AZ,U11,M
42159718,Monroe Township Soccer Club 2015 Boys Ronaldo,Monroe Township SC,AZ,U11,M
42160359,Lacey SC Lightning 2015B Orange,Lacey SC,AZ,U11,M
42159684,AJAX of West Texas 15B,Ajax of West Texas,AZ,U11,M
42161617,FPYC Dynamo Blue 15,Fairfax Police Youth Club,AZ,U11,M
42160744,Premier 15B,Keystone FC,AZ,U11,M
42158529,VE Phoenix,Vereinigung Erzgebirge SC ,AZ,U11,M
42176418,LFA Blue Star Championship 2015B,Lou Fusz Athletic,AZ,U11,M
42161713,Strikers,Mahopac,AZ,U11,M
42176418,LFA Blue Star Championship 2015B,Lou Fusz Athletic,AZ,U11,M
42173083,FC Vardar 2014 B Red,FC Vardar,AZ,U11,M
42176979,Las Vegas Eliminators 2015 Yellow,Las Vegas Eliminators FC,AZ,U11,M
42158562,Aces 2015 B,Athletic Club of Fairhill,AZ,U11,M
42158510,Vipers 2015B,South Parkland Youth,AZ,U11,M
42162475,Potomac Red 15B,Potomac Soccer Association,AZ,U11,M
42158755,Medford Strikers 2015 Boys,Medford Strikers SC,AZ,U11,M
42159818,Westchester SC 2015 Boys Pre Academy,Westchester SC,AZ,U11,M
42162496,Real La Habra FC LIONS 2015,Real La Habra FC,AZ,U11,M
42163921,Fontana Scorpions FC B2015,SM503 Fontana Scorpions FC,AZ,U11,M
42162675,Mount City Lobos,Pro Alliance FC,AZ,U11,M
42158727,JFC 2015B Storm White,Jacksonville FC,AZ,U11,M
42175167,Allegiant FC 2015,Allegiant FC,AZ,U11,M
42159692,PMYSC 2015/16B,Pocono Mountain Youth Soccer Club,AZ,U11,M
42162291,BVB 15B PreECNL White (DeSousa),BVB International Academy Texas,AZ,U11,M
42161257,Nona Soccer 2015 Boys Grey,Nona Soccer Academy,AZ,U11,M
42162795,Little Papis FC,,AZ,U11,M
42176719,NEFC Metro West Boys 2015 Elite,NEFC,AZ,U11,M
42158582,San Carlos United SC 15B White,San Carlos United Soccer Club,AZ,U11,M
42176252,NTX Celtic 15B Lopez West,NTX Celtic FC,AZ,U11,M
42158766,Tulare Force 2015 Boys Blue,Tulare Force,AZ,U11,M
42159655,COE 2015B Blue,Central Ohio Elite,AZ,U11,M
42174172,GalaxySC 15B Black,Galaxy Soccer Club,AZ,U11,M
42159223,MSC11B Purple,Monticello Soccer Club,AZ,U11,M
42161678,Mayas FC 2015,FC Mayas,AZ,U11,M
42158965,2015B Legacy (Gold),Kearny Football Club,AZ,U11,M
42163359,ISW Academy 15 Sanchez Black,ISW Academy,AZ,U11,M
42162873,Club Ohio United 2015 White,Club Ohio,AZ,U11,M
42159213,West Valley United 015B Red,West Valley Soccer Club,AZ,U11,M
42161505,B2015 Blue,Darien Soccer Association,AZ,U11,M
42160910,LFA Red Star Copa 2015B,Lou Fusz Athletic,AZ,U11,M
42162172,RYSC 2015,Roadrunners YSC,AZ,U11,M
42158240,FRAM B15 Premier,FRAM SC,AZ,U11,M
42163295,Del Rio Dynamo 2015/16,Del Rio Furia Soccer League,AZ,U11,M
42175200,Terra Bella FC 2015 Boys,Terra Bella Futbol Club,AZ,U11,M
42161924,CVSA 2015 Boys Blue,Cuyahoga Valley Soccer Academy,AZ,U11,M
42160042,Liverpool,Deer Park (LIJSL),AZ,U11,M
42159122,Michigan Jaguars Downriver 2015 Boys U11 Green,Michigan Jaguars,AZ,U11,M
42160605,Silver Lake Soccer Academy 2015 Boys Black,Silver Lake Soccer Academy,AZ,U11,M
42160605,Silver Lake Soccer Academy 2015 Boys Black,Silver Lake Soccer Academy,AZ,U11,M
42162584,Chargers LWR B2015 Pre-EA,Chargers SC LWR,AZ,U11,M
42164362,TYSC U10 Boys Red,Telluride YSA,AZ,U11,M
42159790,15 Newcastle,Piscataway SC,AZ,U11,M
42176786,Atletico Dallas Youth 15B South,Atletico Dallas Youth,AZ,U11,M
42158638,2015 Junior Premier Black Havoc,Cherry Hill FC,AZ,U11,M
42165149,STA MOSC 2015,,AZ,U11,M
42158846,HV 2015 Boys,Steel United,AZ,U11,M
42161247,TFA B15 Elite,Total Futbol Academy(OH),AZ,U11,M
42172307,2015 Boys Maroon,Goffstown United Soccer Club,AZ,U11,M
42163197,Golden Eagles 2015B Black,HTX Tiki-Taka Futsal,AZ,U11,M
42161750,Tidewater Sharks 2015B Elite Blue ECNL RL,Tidewater Sharks,AZ,U11,M
42159741,U11 NEXT GEN CENTRAL,GFI Academy,AZ,U11,M
42160037,Heat,Great Neck SC (LIJSL),AZ,U11,M
42160297,2015 Cyclone Boys Black,Cape Coral Soccer,AZ,U11,M
42158039,B15 WHITE - BM,SoCal Reds FC,AZ,U11,M
42163010,NEFC Metro West Boys 2015 Northboro Grey,NEFC,AZ,U11,M
42159994,B2015 Red (Rebels),Atlantic United SB/LGN SC,AZ,U11,M
42161317,Charlestown Surf B2015 Navy,New England Surf,AZ,U11,M
42163569,PVSC 2015 Boys- Harris,PVSC United (GCYSL),AZ,U11,M
42163583,15B Silver,Reno APEX Soccer Club,AZ,U11,M
42159180,Metro Alliance Irish FC 2015B,Metro Alliance Irish FC,AZ,U11,M
42165424,Academy East 2015 (BU9),LIJSL Academy,AZ,U11,M
42163485,NEFC New Hampshire Boys 2015 Pre-NL,NEFC,AZ,U11,M
42160430,Columbus United B'15 Lions,Columbus United,AZ,U11,M
42159201,Manteca Area Soccer Rangers United 15B Blue,Manteca Area Soccer League,AZ,U11,M
42158911,Kingdom SC 2016B Grey,Kingdom Soccer Club,AZ,U11,M
42160209,Woodbridge Hurricanes,Woodbridge Twp Youth Soccer,AZ,U11,M
42160087,Thunder,Massapequa SC,AZ,U11,M
42158728,AAYSA Roaring Tiger 15B Team,Ace Athletics Youth Soccer Academy,AZ,U11,M
42160071,United B15,Sachem Slammers,AZ,U11,M
42160651,Nido Aguila Dallas 15B,Club America (TX),AZ,U11,M
42163386,APD F.C. 2015B,APD F.C.,AZ,U11,M
42161593,Legacy 2015 Boys Black,FC Berna Legacy,AZ,U11,M
42160028,Storm,Franklin Square Raiders Soccer Club,AZ,U11,M
42159541,'15B Idaho Surf Hailey Academy,Idaho Surf SC,AZ,U11,M
42158656,U11B PCU SC 2015 BLUE,Pinellas County United SC,AZ,U11,M
42158456,ALBION SC Riverside B15 EA II,ALBION SC Riverside,AZ,U11,M
42161431,2015-2016 GSC Boys White,Gillette Edge SC,AZ,U11,M
42160466,CT Rush South 2015 Boys,CT Rush,AZ,U11,M
42162443,ECS 2015 B Elite,Elmhurst City Surf,AZ,U11,M
42165209,2015B Elite Jumale,Wave SC,AZ,U11,M
42160303,SLSG MO B 2015 Elite White,St. Louis Scott Gallagher,AZ,U11,M
42159659,Rayos FC 15B Hernandez,Rayos FC,AZ,U11,M
42158845,2015 Boys Blue,Clippers FC,AZ,U11,M
42174800,Ladera Ranch Premier - Hills,,AZ,U11,M
42160141,Valencia 2015 Boys Gray,Valencia Soccer Academy,AZ,U11,M
42159531,HV Storm 2015 Boys Silver,Huron Valley Storm SC,AZ,U11,M
42158858,Washington Soccer Academy 2015 Boys,Washington Soccer Academy,AZ,U11,M
42158881,15B Black,Clovis Crossfire ,AZ,U11,M
42159986,Blue Dragons 2015,Westbury Youth Soccer Club,AZ,U11,M
42158079,B2015 SB Montoya,Beach Futbol Club,AZ,U11,M
42158083,B2015 SB Sanchez,Beach Futbol Club,AZ,U11,M
42159506,Detroit City FC West 15B Pre ECNL-RL,Detroit City FC,AZ,U11,M
42160258,West 2015 Boys White,IFA,AZ,U11,M
42163540,Inter Legends FC 14B Capetillo,International Legends FC,AZ,U11,M
42159171,FC Milpitas Strikers 15B,Milpitas YSL,AZ,U11,M
42160160,Quincy Rush 2015-2016B,Quincy Rush Soccer Club,AZ,U11,M
42171132,Premier FA 2015B Mint,Premier Futbol Academy of San Antonio,AZ,U11,M
42176285,FC WICHITA 15B,FC Wichita,AZ,U11,M
42163162,Rangers,Saints FC,AZ,U11,M
42160044,Raiders,Little Neck (LIJSL),AZ,U11,M
42158129,2015 East Sac Thunder (White),East Sacramento Youth Soccer Club,AZ,U11,M
42159856,VIP Soccer Academy 2015 NYCSL,VIP Soccer Academy ,AZ,U11,M
42160199,Cobras 15,Plymouth City,AZ,U11,M
42163444,Jersey Stars Delfin,Jersey Stars Soccer Club,AZ,U11,M
42160533,LFA Red Star Swift 2015B,Lou Fusz Athletic,AZ,U11,M
42159978,Boys 2015 Black,Southampton Soccer Club,AZ,U11,M
42160999,2015B Locomotive EPPL Gallegos,El Paso Locomotive FC,AZ,U11,M
42161020,Sporting NJ 2015B Black,Sporting AC New Jersey,AZ,U11,M
42158615,VA Rush 2015B Blue,VA Rush Soccer Club,AZ,U11,M
42158038,2015 Boys Academy,San Diego FORCE FC,AZ,U11,M
42160864,GlenRock-B10DW-Chafetz,Glen Rock Shooting Stars,AZ,U11,M
42162058,The FA 2015 Boys Silver,The Football Academy NJ,AZ,U11,M
42161718,Solbakken 2015,SC Gjoa,AZ,U11,M
42163928,APYSL U10 Boys Warriors,Averill Park,AZ,U11,M
42164304,Sting B15 Zambrano,Sting Soccer Club,AZ,U11,M
42176612,Eristars 2015 Blue,EriStars Soccer Club,AZ,U11,M
42169097,CWS B15 Navy Lackey,Central Washington Sounders,AZ,U11,M
42159727,Rangers,New Providence SC,AZ,U11,M
42162784,Golden Eagles 2015B,,AZ,U11,M
42159714,ALBION SC Las Vegas B15 Academy V,ALBION SC Las Vegas,AZ,U11,M
42159749,TFA-VC B2015 Navy,TOTAL FUTBOL ACADEMY (CA),AZ,U11,M
42160089,Syosset Roma,Syosset Soccer Club,AZ,U11,M
42158040,B15 RED - MO*,SoCal Reds FC,AZ,U11,M
42158310,B2015 Blue,Paris Saint-Germain Academy Los Angeles,AZ,U11,M
42163215,2015 Boys Blue II,Houston Surf Soccer Club,AZ,U11,M
42160559,South 2015 Boys Blue,IFA,AZ,U11,M
42161852,15B IGerman,RSL-AZ North,AZ,U11,M
42162286,NOS Santos 15 Boys Blue,NOS Santos SC,AZ,U11,M
42160357,Sayreville Strikers,Sayreville Soccer Association,AZ,U11,M
42163430,P24Masia,Soccer Vision Academy- OH Boys,AZ,U11,M
42159373,REAL WC St. Louis Hurricanes 2015B,REAL WC St. Louis Soccer Club,AZ,U11,M
42160935,Lyndhurst-B11A-Seddiki,Lyndhurst SC,AZ,U11,M
42176869,AR - SJ Spartans 2015B,Alum Rock Futbol Club,AZ,U11,M
42159599,Dewitt SC-2015 Boys Gold NO,Dewitt Soccer Club,AZ,U11,M
42161636,Doral U10 Koke,Atletico de Madrid Academia Miami ,AZ,U11,M
42159151,MANASOTA 2015 ELITE,Manasota Youth Soccer,AZ,U11,M
42159248,Annapolis Select FC 2015 Boys,Annapolis Select Futbol Club,AZ,U11,M
42159575,Sylvania United Boys 2015 Blue,,AZ,U11,M
42161084,OBX Storm Cyclones,"OBX Storm, Inc",AZ,U11,M
42161559,TKO Premier SC 2015B Blue,TKO Premier SC,AZ,U11,M
