Rank,Team,Club,Team ID,State,Gender,Age Group,Year,Games Played,Wins,Losses,Ties,W-L-T,Goals For,Goals Against,Goal Differential,GFPG,GAPG,Off_norm,Def_norm,SOS_norm,SOS,Raw Power,Power Score
108,14B JDeutsch Pre-MLS Next,RSL-AZ South,82303,AZ,M,U12,2025,9,1,6,2,1-6-2,12,27,-15,1.3333333333333333,3.0,0.08658008658008653,0.3518948203861682,1.0,0.5928145756766133,0.4144280901123455,0.3108210675842591
109,AZ Arsenal 14 Boys Teal CB,Arizona Arsenal Soccer Club,254487,AZ,M,U12,2025,20,5,12,3,5-12-3,40,91,-51,2.2399999999999998,4.85,0.3220779220779219,0.07523260058419366,0.6186074237431252,0.48312719834718776,0.3036433019340746,0.3036433019340746
110,CCV Stars 14 Boys West Orange,CCV STARS,368675,AZ,M,U12,2025,16,5,7,4,5-7-4,27,38,-11,1.69,2.34,0.17922077922077914,0.5247695299921602,0.26908301166224796,0.38962371161913695,0.33126711887041427,0.29814040698337285
111,Phoenix Premier FC 14B White,Phoenix Premier FC,320364,AZ,M,U12,2025,15,5,8,2,5-8-2,34,42,-8,2.23,2.7800000000000002,0.31948051948051936,0.4028120628979858,0.2345231815085268,0.3803783928133237,0.3294905137690711,0.296541462392164
112,Northwest 2014 Boys,Next Level Soccer (AZ),506850,AZ,M,U12,2025,26,4,19,3,4-19-3,36,80,-44,1.23875,3.2937499999999997,0.06201298701298699,0.29204330983535753,0.6315186976948203,0.486581174924667,0.29065078574183423,0.29065078574183423
113,AZ Arsenal 14 Boys Teal MC,Arizona Arsenal Soccer Club,505309,AZ,M,U12,2025,12,6,6,0,6-6-0,27,29,-2,2.13,2.75,0.2935064935064934,0.4102182072633412,0.23619178327239598,0.38082477102751905,0.3229447086067869,0.29065023774610826
114,Phoenix Premier FC 14B Pre MLS Next AD,Phoenix Premier FC,619879,AZ,M,U12,2025,8,2,6,0,2-6-0,14,34,-20,1.75,4.25,0.19480519480519473,0.14359701011055026,0.9895885681249491,0.5823707112782286,0.3742979688746416,0.2807234766559812
115,Milan,AYSO 350 Alliance,413583,AZ,M,U12,2025,18,7,8,3,7-8-3,27,51,-24,1.4674999999999998,2.855,0.12142857142857133,0.3848010114258184,0.4856900868775146,0.4475696406660216,0.31125861528977483,0.2801327537607974
116,CDO 14B Elite,Canyon Del Oro Soccer Club,250767,AZ,M,U12,2025,16,8,4,4,8-4-4,41,48,-7,2.39,3.1399999999999997,0.36103896103896094,0.32231049370934134,0.1993077761538999,0.3709576969380457,0.3060829895690883,0.2754746906121795
117,Scottsdale 14 Sandsharks Black,North Scottsdale Soccer Club,273169,AZ,M,U12,2025,13,3,6,4,3-6-4,16,24,-8,1.3,2.01,0.0779220779220779,0.6396364466738822,0.11880193843399398,0.3494210709726124,0.2987849313319835,0.2689064381987852
118,CCV Stars 14 Boys East Pre-ECNL,CCV STARS,330680,AZ,M,U12,2025,8,3,4,1,3-4-1,28,26,2,3.5,3.25,0.6493506493506491,0.3004330084357214,0.0,0.2066133564067857,0.356168871669889,0.26712665375241673
119,2014 Boys Blue,Thunderbird FC,385776,AZ,M,U12,2025,21,6,9,6,6-9-6,38,52,-14,1.7627272727272727,2.4863636363636363,0.19811097992916166,0.48078418252020755,0.048159248050217304,0.33052299794987644,0.2666254979310678,0.2666254979310678
120,14B Blue #1,FC Tucson Youth Soccer,515152,AZ,M,U12,2025,10,2,7,1,2-7-1,16,24,-8,1.6,2.4,0.1558441558441558,0.5062802562375085,0.1904435205134041,0.3685863638322958,0.2959075346589752,0.26631678119307767
121,Jedi 14B,Renegades Soccer Club,654696,AZ,M,U12,2025,3,1,2,0,1-2-0,3,6,-3,1.0,2.0,0.0,0.6435117547720332,0.44110108956056826,0.4356413559032467,0.3515921804296545,0.2636941353222409
122,PRFC North Valley 14B Copa,Phoenix Rising FC North Valley,405148,AZ,M,U12,2025,25,5,19,1,5-19-1,60,122,-62,1.9,4.989999999999999,0.23376623376623365,0.061251565247000615,0.5995960130897326,0.47804133560836515,0.26053067790239604,0.26053067790239604
123,PRFC Desert Foothills 14B Predator,Phoenix Rising Desert Foothills,255975,AZ,M,U12,2025,15,2,11,2,2-11-2,22,61,-39,1.5,4.050000000000001,0.12987012987012983,0.16999514844250974,0.6713496665728957,0.49723660939828185,0.28028689601046375,0.2522582064094174
124,NOS Santos 14 Boys White,NOS Santos SC,136657,AZ,M,U12,2025,16,4,9,3,4-9-3,43,62,-19,2.5100000000000002,3.92,0.3922077922077921,0.18830483280385363,0.24922201919476708,0.384310571874382,0.2799977391780589,0.25199796526025303
125,Bala FC - 2014B,Bala FC,614083,AZ,M,U12,2025,3,1,1,1,1-1-1,7,9,-2,2.3333333333333335,3.0,0.34632034632034625,0.3518948203861682,0.2714016719879034,0.3902439911117654,0.32968110551191876,0.24726082913393907
126,14 Boys Navy,FC Batavia,197912,AZ,M,U12,2025,51,16,30,5,16-30-5,92,163,-71,1.3,3.8880487804878046,0.0779220779220779,0.19295406022964892,0.5520781272963745,0.46532952535976885,0.2395980836309912,0.2395980836309912
127,Sun Warriors 15/16 Boys,Sun Warriors AZFC,126086,AZ,M,U12,2025,2,0,2,0,0-2-0,2,8,-6,1.0,4.0,0.0,0.1769246597546492,1.0,0.5884904155063175,0.31634674740799346,0.23726006055599508
128,Tuzos Chandler 2014 boys,FBSL,615646,AZ,M,U12,2025,5,1,4,0,1-4-0,12,26,-14,2.4,5.2,0.3636363636363635,0.04146389023347312,0.6502354999079908,0.49158822509581723,0.31447147017818644,0.23585360263363983
129,14B Laroussi,RSL-AZ South,364430,AZ,M,U12,2025,10,1,9,0,1-9-0,24,61,-37,2.4,6.1,0.3636363636363635,0.0,0.4997240221880071,0.4513239474860652,0.26129464191063806,0.23516517771957426
130,CAC 14/15B (Conroy),Coronado Athletic Club,382297,AZ,M,U12,2025,20,5,13,2,5-13-2,49,79,-30,2.35,4.09,0.35064935064935054,0.16454955998503293,0.10622408157034288,0.34605628890970574,0.2197556118804795,0.2197556118804795
131,14B Rueda,RSL-AZ South,251060,AZ,M,U12,2025,16,3,12,1,3-12-1,19,65,-46,1.29,3.9099999999999997,0.07532467532467531,0.18975342916958737,0.5555491056909717,0.46625806874911435,0.23829156560809145,0.2144624090472823
132,CCV Stars 14 Boys South Orange,CCV STARS,128664,AZ,M,U12,2025,16,3,10,3,3-10-3,33,55,-22,2.11,3.51,0.2883116883116882,0.25296490694706103,0.10697182458305798,0.3462563223736036,0.22972167936779547,0.20674951143101594
133,PRFC Scottsdale 14B Copa,Phoenix Rising FC,179070,AZ,M,U12,2025,18,3,14,1,3-14-1,39,77,-38,2.1775,3.96,0.3058441558441558,0.18256885848469823,0.17603648001228245,0.3647322452822719,0.22716400037639087,0.20444760033875178
134,Synergy FC 14 B,Synergy FC AZ,371140,AZ,M,U12,2025,21,3,14,4,3-14-4,29,74,-45,1.1327272727272728,3.171818181818182,0.03447461629279812,0.31586370210401843,0.2451159415704689,0.38321212907216917,0.19265585479142341,0.19265585479142341
135,RSL-AZ Yuma 14 Boys Rodriguez,RSL-AZ Yuma,493827,AZ,M,U12,2025,1,0,1,0,0-1-0,1,7,-6,1.0,7.0,0.0,0.0,1.0,0.6064837522855229,0.25,0.1875
