Rank,Team,PowerScore_adj,PowerScore,GP_Mult,SAO_norm,SAD_norm,SOS_norm,GamesPlayed,GamesTotal,Status,is_active,LastGame
80,La Academia 14B La Academia FC,0.172,0.201,0.8538149682454624,0.7759863657774226,0.22915215697914396,0.0,18,0,Active,True,2025-10-04
81,Dynamos SC 14B Gold Dynamos SC,0.165,0.1648,1.0,0.45675840962571085,0.36734435483260525,0.0,30,0,Active,True,2025-10-05
82,AZ Inferno 14 Boys Black AZ Inferno,0.163,0.1634,1.0,0.5567807164402793,0.2600410001412936,0.0,30,0,Active,True,2025-10-04
83,PRFC West Valley 14B Pre-Academy Phoenix Rising FC,0.161,0.1613,1.0,0.2116234257917615,0.330692188327449,0.088,30,0,Active,True,2025-09-21
84,14B NL #1 FC Tucson Youth Soccer,0.154,0.1969,0.7836612788698953,0.4240422363524017,0.45249024446282604,0.036,17,0,Active,True,2025-09-21
85,PRFC North Valley 14B Predator Phoenix Rising FC North Valley,0.151,0.1514,1.0,0.37394080770417226,0.38294349484568346,0.0,30,0,Active,True,2025-09-27
86,14B Hermanson AL RSL-AZ Southern AZ,0.151,0.1509,1.0,0.30722181669188375,0.44710832111429905,0.0,30,0,Active,True,2025-10-04
87,Tuzos 2014 Nava FBSL,0.149,0.1904,0.7836612788698953,0.7162790121449301,0.2357596283211176,0.0,17,0,Active,True,2025-10-04
88,Verde Valley United FC,0.149,0.2077,0.7155417527999328,0.3239517361941038,0.7144923389124814,0.0,16,20,Active,True,2025-05-25
89,2014 Boys Blue Thunderbird FC,0.144,0.1444,1.0,0.28748875768178,0.43447000466261537,0.0,30,0,Active,True,2025-09-20
90,CCV Stars 14 Boys North Navy CCV STARS,0.141,0.1409,1.0,0.36459159849741735,0.3399047512505538,0.0,23,0,Active,True,2025-10-04
91,14B Hinds RSL-AZ Southern AZ,0.141,0.1407,1.0,0.3427880345847287,0.36084704268532186,0.0,30,0,Active,True,2025-09-21
92,AZ Arsenal 14 Boys Teal CB Arizona Arsenal Soccer Club,0.14,0.1396,1.0,0.4687566051852461,0.19937060517503546,0.01,30,0,Active,True,2025-09-06
93,Select 14B Yavapai Soccer,0.139,0.1387,1.0,0.42939951196826226,0.2639493453119695,0.0,30,0,Active,True,2025-10-04
94,AZ Arsenal 14 Boys Teal MC Arizona Arsenal Soccer Club,0.134,0.1337,1.0,0.29828080138003005,0.37033552094424604,0.0,23,0,Active,True,2025-09-21
95,Eagles F.C. Renegades Soccer Club,0.13,0.1305,1.0,0.2116234257917615,0.44078327398858225,0.0,28,0,Active,True,2025-09-21
96,SFC XOLOS ARIZONA 2014 Spartans FC (AZ),0.129,0.2768,0.46475800154489,0.8184350211039145,0.5657735385758514,0.0,12,0,Active,True,2025-10-04
97,FC Elite Arizona 2014 Boys - Martinez FC Elite Arizona,0.127,0.3596,0.3535533905932738,0.8925328130821067,0.9052984996148161,0.0,10,0,Active,True,2025-09-28
98,14B Felix Nogales RSL-AZ Southern AZ,0.125,0.2127,0.5856620185738528,0.6699835550453072,0.3934370891948979,0.0,14,0,Active,True,2025-09-28
99,NOS Santos 14 Boys White NOS Santos SC,0.125,0.1249,1.0,0.38393865686150236,0.2406408306569321,0.0,29,0,Active,True,2025-10-04
100,14B Blue #1 FC Tucson Youth Soccer,0.125,0.1742,0.7155417527999328,0.2797873596115648,0.5913865825116202,0.0,16,0,Active,True,2025-09-21
101,CAC 14/15B (Conroy) Coronado Athletic Club,0.123,0.123,1.0,0.40865416096304874,0.20629015637334536,0.0,30,0,Active,True,2025-09-28
102,Synergy FC 14 B Synergy FC AZ,0.122,0.1222,1.0,0.21197098769489975,0.3988937311284358,0.0,30,0,Active,True,2025-09-27
103,PRFC North Valley 14B Copa Phoenix Rising FC North Valley,0.12,0.1205,1.0,0.4032063490569554,0.19937060517503546,0.0,30,0,Active,True,2025-04-27
104,14B Rueda RSL-AZ South,0.119,0.1187,1.0,0.22429924173227034,0.27607491151487956,0.031,24,0,Active,True,2025-10-04
105,FSC United 14 Boys Flagstaff SC,0.117,0.117,1.0,0.3856287782654927,0.19937060517503546,0.0,30,0,Active,True,2025-09-28
106,PRFC Scottsdale 14B Copa Phoenix Rising FC,0.114,0.1144,1.0,0.3556221620398556,0.2164438372535237,0.0,30,0,Active,True,2025-09-20
107,Phoenix Valley Soccer Club boys 2014 Phoenix Valley,0.114,0.1142,1.0,0.2457885787742825,0.22014069743039777,0.035,30,0,Active,True,2025-09-20
108,14B Geoff RSL-AZ Southern AZ,0.111,0.111,1.0,0.2448779373771536,0.3100363650399351,0.0,24,0,Active,True,2025-09-21
109,Phoenix Premier FC 14B White Phoenix Premier FC,0.109,0.1089,1.0,0.24265951302919495,0.25696422792621243,0.015,28,0,Active,True,2025-04-19
110,Milan AYSO 350 Alliance,0.108,0.1084,1.0,0.2116234257917615,0.33026289587541485,0.0,28,0,Active,True,2025-09-28
111,Hustle Hard 2014- Boys FBSL,0.107,0.1071,1.0,0.2116234257917615,0.32376651189844485,0.0,24,0,Active,True,2025-04-13
112,CCV Stars 14 Boys South Orange CCV STARS,0.105,0.1052,1.0,0.28392623165338426,0.242120753616889,0.0,30,0,Active,True,2025-10-04
113,14B Midhaan RSL-AZ North,0.104,0.104,1.0,0.3100253384328928,0.2097862352786777,0.0,26,0,Active,True,2025-09-14
114,14B NL #2 FC Tucson Youth Soccer,0.103,0.2907,0.3535533905932738,0.5481951866064794,0.9052984996148161,0.0,10,0,Active,True,2025-09-21
115,PRFC Desert Foothills 14B Predator Phoenix Rising Desert Foothills,0.101,0.1009,1.0,0.2457652713249227,0.20485434642611455,0.018,29,0,Active,True,2025-10-04
116,East Valley NSFC 14 Boys Tiggs East Valley/NSFC,0.098,0.0975,1.0,0.28814842589628636,0.19937060517503546,0.0,27,0,Active,True,2025-09-13
117,14B Rayados Blue AL RSL-AZ Southern AZ,0.092,0.3044,0.3018691769624716,0.4715632900207595,0.45357371829487153,0.199,9,0,Active,True,2025-10-05
118,RSL-AZ Yuma 14 Boys Rodriguez RSL-AZ Yuma,0.091,0.2573,0.3535533905932738,0.4393502472915729,0.38231232314511343,0.155,10,0,Active,True,2025-08-17
119,Deportivo Mexico 14B Renegades Soccer Club,0.09,0.1256,0.7155417527999328,0.3014098486756879,0.3265771178015973,0.0,16,0,Active,True,2025-09-28
120,Monsters 2014 United Latinos SC,0.088,0.3467,0.2529822128134704,0.8925328130821067,0.8410846265126205,0.0,8,0,Active,True,2025-09-20
121,FC Arizona 14B Black GFC Suenaga U12 FC Arizona,0.086,0.2862,0.3018691769624716,0.8824104344962255,0.5484869857529119,0.0,9,0,Active,True,2025-10-04
122,FC Elite Arizona 2014 Boys - Urbina FC Elite Arizona,0.085,0.2096,0.4078909167902615,0.31022368785234805,0.6206413480977993,0.039,11,0,Active,True,2025-09-28
123,Tuzos Titanes 2014 FBSL,0.085,0.0853,1.0,0.2116234257917615,0.21496846670030123,0.0,23,0,Active,True,2025-09-20
124,VSC 2014 Boys White Vail SC,0.083,0.1415,0.5856620185738528,0.2964399166979803,0.410959955510283,0.0,14,0,Active,True,2025-09-21
125,Pima Surf 2014 B Blue Pima County Surf Soccer Club,0.073,0.1576,0.46475800154489,0.37844420763826936,0.4094664690273185,0.0,12,0,Active,True,2025-10-05
126,14B Laroussi RSL-AZ South,0.068,0.1164,0.5856620185738528,0.3825555036376579,0.19937060517503546,0.0,14,0,Active,True,2025-09-27
127,PSC 2014/15B Paladin Soccer Club,0.066,0.5251,0.125,0.2752575723924133,0.2982100132166706,0.684,5,0,Provisional,True,2025-09-20
128,Pima Surf 2014 B White Pima County Surf Soccer Club,0.063,0.7084,0.0894427190999916,0.2737746158176556,0.2682056994315887,1.0,4,0,Provisional,True,2025-09-13
129,ASA 014B Magic Arizona Soccer Academy,0.053,0.0822,0.649519052838329,0.2116234257917615,0.19937060517503546,0.0,15,0,Active,True,2025-09-20
130,Madison FC 14 White Boys Madison FC,0.049,0.2361,0.20706279240848655,0.6254466276688757,0.5548463124310675,0.0,7,0,Active,True,2025-09-13
131,America 14b Renegades Soccer Club,0.045,0.1796,0.2529822128134704,0.5570091394110444,0.30819029165146994,0.011,8,0,Active,True,2025-09-28
132,FC Sonora 14' B Dynamo FC Sonora,0.043,0.1061,0.4078909167902615,0.2549418718186612,0.2753355614254488,0.0,11,0,Active,True,2025-09-28
133,Tuzos Chandler 2014 boys FBSL,0.042,0.2555,0.1643167672515498,0.4013994993599834,0.27930414670063275,0.199,6,0,Active,True,2025-10-04
134,AZ Inferno 14 Boys Blue AZ Inferno,0.039,0.1544,0.2529822128134704,0.4346765948707594,0.33723963897652615,0.0,8,0,Active,True,2025-10-04
135,PSC 2014B Paladin Soccer Club,0.034,0.2039,0.1643167672515498,0.2546157215210793,0.663036881578767,0.034,6,0,Active,True,2025-09-27
136,FC ARIZONA PRE ECNL RL B14 FC Arizona,0.029,0.3214,0.0894427190999916,0.5510298104061278,0.8757695209306785,0.06,4,0,Provisional,True,2025-09-28
137,AZSC 2014/2015B Navy Arizona Soccer Club,0.028,0.1676,0.1643167672515498,0.4564105594146006,0.38144318372297437,0.0,6,0,Active,True,2025-10-04
138,Gila Valley Ninjas AYSO 350 Alliance,0.025,0.2785,0.0894427190999916,0.6746843791792617,0.7178224532531059,0.0,4,0,Provisional,True,2025-09-21
139,State 48 FC Avondale 14 White State 48 FC,0.024,0.1468,0.1643167672515498,0.29957788901355564,0.43450819796243967,0.0,6,0,Active,True,2025-09-27
140,Phoenix Premier FC 14B Pre MLS Next AD Phoenix Premier FC,0.023,0.1863,0.125,0.38134402072975554,0.3279288042230096,0.074,5,0,Provisional,True,2025-09-20
141,Pumas Tucson 14B Renegades Soccer Club,0.022,0.2441,0.0894427190999916,0.5184112309989656,0.6509474731895938,0.017,4,0,Provisional,True,2025-09-21
142,Spartak Academy 2014 Boys Spartak Academy,0.014,0.1563,0.0894427190999916,0.45298179984184805,0.32835083331491277,0.0,4,0,Provisional,True,2025-10-04
143,SCUM East Valley 14B Ninjas SC Union Maricopa Academy,0.014,0.0822,0.1643167672515498,0.2116234257917615,0.19937060517503546,0.0,6,0,Active,True,2025-09-06
144,Bala FC - 2014B Bala FC,0.011,0.1862,0.05809475019311125,0.4685686222483645,0.4624472281885471,0.0,3,0,Provisional,True,2025-09-14
145,Jedi 14B Renegades Soccer Club,0.011,0.1939,0.05809475019311125,0.3322112828991014,0.5800573159919,0.019,3,0,Provisional,True,2025-09-21
146,Tuzos Nogales 2014 FBSL,0.01,0.1664,0.05809475019311125,0.3012656991828158,0.5307431340210327,0.0,3,0,Provisional,True,2025-09-21
147,Milan B AYSO 350 Alliance,0.01,0.1712,0.05809475019311125,0.2720284624283556,0.290156365912575,0.098,3,0,Provisional,True,2025-09-28
148,ESC - Boys Chandler 15/16 Epic Soccer Club,0.009,0.1002,0.0894427190999916,0.24848486756856583,0.2524763920556738,0.0,4,0,Provisional,True,2025-04-27
