Rank,Team,PowerScore_adj,PowerScore,GP_Mult,SAO_norm,SAD_norm,SOS_norm,GamesPlayed,GamesTotal,Status,is_active,LastGame
24,Brazas 2014 Boys Black Marcos,0.565,0.565,1.0,0.6853622245204616,0.6460230371880199,0.329,27,35,Active,True,2025-04-27
25,14B Negrete Pre MLS Next,0.56,0.56,1.0,0.6978007109858205,0.6212073827085117,0.329,21,25,Active,True,2025-10-04
26,PRFC Desert Foothills 14B Pre-Academy,0.543,0.543,1.0,0.6286023696655918,0.5623262896437161,0.419,30,55,Active,True,2025-10-05
27,2014 Rush Boys,0.539,0.539,1.0,0.7089539353617965,0.575193076671717,0.3,30,42,Active,True,2025-10-04
28,CCV Stars 14 Boys West Pre-ECNL,0.537,0.537,1.0,0.6043382277758875,0.6270133829441391,0.355,21,25,Active,True,2025-09-13
29,Tuzos Royals 14 Pre-Academy,0.53,0.53,1.0,0.49982069497047804,0.738387115099243,0.321,30,57,Active,True,2025-09-14
30,2014 Tuzos Academy FV,0.528,0.674,0.7836612788698953,0.8926568518956367,0.7761456916495664,0.3,17,21,Active,True,2025-10-04
31,NOS Santos 14 Boys Blue,0.525,0.525,1.0,0.7417563082815306,0.416194551866456,0.4,27,37,Active,True,2025-10-04
32,2014 Boys Yellow,0.525,0.525,1.0,0.47950091264340605,0.6922264448130563,0.384,30,50,Active,True,2025-09-20
33,AZEV B2014 (NAVY),0.523,0.523,1.0,0.5651550401437209,0.6713158153109198,0.3,30,54,Active,True,2025-09-27
34,14B Velasco,0.523,0.523,1.0,0.3527470527992418,0.7170017772387912,0.494,30,38,Active,True,2025-09-27
35,2014 Elite,0.515,0.72,0.7155417527999328,0.8926568518956367,0.9075785341978954,0.3,16,16,Active,True,2025-09-28
36,14B Moyer,0.513,0.513,1.0,0.464354321295225,0.7232030281137681,0.325,26,31,Active,True,2025-09-20
37,Phoenix Premier FC 14B Black,0.507,0.507,1.0,0.7054965810849504,0.3847680378578092,0.419,30,44,Active,True,2025-10-04
38,AZ Arsenal 14 Boys Select,0.506,0.506,1.0,0.579044526191679,0.6102688097153658,0.3,29,31,Active,True,2025-10-04
39,PRFC West Valley 14B Predator,0.504,0.504,1.0,0.7268057290857616,0.45688325541977964,0.3,30,37,Active,True,2025-10-04
40,14B Engilman,0.503,0.503,1.0,0.6517015064075556,0.5157321239225553,0.313,30,52,Active,True,2025-09-20
41,West Valley 2014 Boys Martinez Pre-Elite64,0.494,0.494,1.0,0.45077351162184087,0.5998965000185257,0.421,30,50,Active,True,2025-04-27
42,RSL-AZ Yuma 14 Boys Quinonez,0.492,0.492,1.0,0.7889282251118449,0.34777516799495994,0.315,22,26,Active,True,2025-10-04
43,Tuzos Royals 2014,0.491,0.491,1.0,0.23908219169428702,0.6337261328713858,0.618,30,89,Active,True,2025-10-04
44,AZEV B2014 (WHITE),0.485,0.485,1.0,0.8926568518956367,0.2320045665424069,0.305,30,45,Active,True,2025-09-27
45,Southeast 2014 Boys Green,0.483,0.483,1.0,0.5380246672099037,0.5853992511191415,0.3,30,36,Active,True,2025-10-05
46,CCV Stars 14 Boys South Pre-ECNL,0.478,0.478,1.0,0.4810373689779446,0.5000817579232428,0.448,27,33,Active,True,2025-10-05
47,CCV Stars 14 Boys North Pre-ECNL,0.464,0.544,0.8538149682454624,0.29195397116731797,0.8528545047922339,0.479,18,22,Active,True,2025-10-04
48,Scottsdale 14 Sandsharks Black,0.457,0.457,1.0,0.2406678257582155,0.8070537487243469,0.3,23,26,Active,True,2025-09-13
49,CCV Stars 14 Boys East Pre-ECNL,0.451,0.451,1.0,0.717948094728742,0.3143945606133745,0.3,22,26,Active,True,2025-09-14
50,Southeast 2014 Boys Blue,0.45,0.45,1.0,0.4224667293430246,0.4996308661164942,0.425,30,40,Active,True,2025-10-04
51,14B JDeutsch Pre-MLS Next,0.449,0.449,1.0,0.375507806758668,0.539831986339792,0.428,21,28,Active,True,2025-09-19
52,Amore 2014 Boys,0.443,0.443,1.0,0.6454449627936834,0.3638218626866373,0.3,30,58,Active,True,2025-09-07
53,CCV Stars 14 Boys West Orange,0.442,0.442,1.0,0.3950600454331335,0.6093044159904115,0.3,22,25,Active,True,2025-09-20
54,AZ Arsenal Pre-ECNL B14,0.442,0.442,1.0,0.3436171293489379,0.4659148270543863,0.528,30,51,Active,True,2025-09-28
55,Playmaker Futbol Academy PRE-ECNL B14,0.44,0.475,0.9259454627568515,0.47813735396038,0.47937701721950593,0.467,19,31,Active,True,2025-09-28
56,PRFC North Valley 14B PreAcademy,0.438,0.438,1.0,0.26630114914684233,0.5656110272300615,0.488,30,52,Active,True,2025-10-04
57,14 Boys Navy,0.432,0.432,1.0,0.43194541611827286,0.5459531261963891,0.3,30,35,Active,True,2025-09-20
58,Madison FC 14 Blue Boys,0.428,0.428,1.0,0.43400149272165406,0.4922250384912717,0.345,30,51,Active,True,2025-09-20
59,VSC 2014 Boys Green,0.422,0.422,1.0,0.5186362589960423,0.43079775948981686,0.3,24,25,Active,True,2025-09-21
60,U-12 (2014) Boys Pre Academy Blue,0.419,0.419,1.0,0.46879737931339266,0.4123700113631806,0.368,30,40,Active,True,2025-10-05
61,PRFC Southeast Valley 14B Predator,0.417,0.417,1.0,0.6753477756282373,0.19884161110302118,0.369,30,59,Active,True,2025-10-04
62,Playmaker Futbol Academy 14B Gold,0.412,0.412,1.0,0.5920271962221851,0.2778147072519413,0.36,30,76,Active,True,2025-09-28
63,CDO 14B Premier,0.411,0.411,1.0,0.45988422823372876,0.40773567701326696,0.359,30,33,Active,True,2025-10-05
64,Tuzos Academy Mesa 2014,0.41,0.41,1.0,0.5602526067986476,0.353888910685073,0.3,30,59,Active,True,2025-10-05
65,State 48 FC Avondale 14 Black,0.398,0.398,1.0,0.2972080816795677,0.5714642122985959,0.313,30,36,Active,True,2025-10-04
66,Excel Soccer Academy 14B Black,0.396,0.554,0.7155417527999328,0.6824772217334542,0.6424935146261573,0.3,16,21,Active,True,2025-10-04
67,CDO 14B Elite,0.392,0.459,0.8538149682454624,0.542987887543441,0.5125095849680817,0.3,18,24,Active,True,2025-09-21
68,Select 14B Red,0.391,0.391,1.0,0.3763079511571688,0.484072152223358,0.3,29,31,Active,True,2025-10-04
69,CCV Stars 14 Boys North Orange,0.38,0.38,1.0,0.2343330002658742,0.4520744937275217,0.467,30,40,Active,True,2025-10-04
70,La Academia 14B,0.379,0.444,0.8538149682454624,0.7771190196181346,0.23388846096407126,0.3,18,19,Active,True,2025-10-04
71,AZ Inferno 14 Boys Black,0.377,0.377,1.0,0.5575603670336537,0.26121045571484824,0.3,30,56,Active,True,2025-10-04
72,Dynamos SC 14B Gold,0.375,0.375,1.0,0.45217677622316577,0.36208972536438977,0.3,30,45,Active,True,2025-10-05
73,PRFC Southeast Valley 14B Predator-Central,0.37,0.37,1.0,0.29440095128926497,0.47310345492257855,0.337,30,46,Active,True,2025-09-13
74,PRFC Scottsdale 14B Predator,0.367,0.367,1.0,0.4037726736167742,0.33968681509986054,0.356,30,43,Active,True,2025-09-20
75,AZ Arsenal 14 Boys Teal SC,0.363,0.363,1.0,0.320832808703829,0.4182040011950871,0.347,30,43,Active,True,2025-10-04
76,Tuzos Halcones 2014,0.361,0.361,1.0,0.5185310089245674,0.2132759123057601,0.35,30,42,Active,True,2025-10-05
77,PRFC North Valley 14B Predator,0.36,0.36,1.0,0.37555031412816803,0.39532957689208237,0.3,30,56,Active,True,2025-09-27
78,U-12 (2014) Boys Yuma Pre Academy,0.358,0.501,0.7155417527999328,0.29312874721012633,0.6993773486616147,0.511,16,20,Active,True,2025-09-07
79,14B Hermanson AL,0.352,0.352,1.0,0.30899510904607935,0.4395038682179088,0.3,30,41,Active,True,2025-10-04
80,CCV Stars 14 Boys North Navy,0.347,0.347,1.0,0.3665070409053238,0.36735466866275435,0.3,23,27,Active,True,2025-10-04
81,East Valley NSFC 14 Boys Aguirre,0.347,0.347,1.0,0.3184245646554508,0.29945364423483484,0.435,30,59,Active,True,2025-09-20
82,2014 Boys Blue,0.342,0.342,1.0,0.28807958869548544,0.4317045915695891,0.3,30,40,Active,True,2025-09-20
83,14B Antunez Pre-MLS Next,0.34,0.34,1.0,0.2442053521687373,0.26808883309360265,0.535,26,35,Active,True,2025-10-05
84,Tuzos 2014 Nava,0.335,0.427,0.7836612788698953,0.7184821612736247,0.24521980624395692,0.3,17,19,Active,True,2025-10-04
85,14B Hinds,0.335,0.335,1.0,0.3450342805901616,0.35538224905357885,0.3,30,33,Active,True,2025-09-21
86,Select 14B,0.333,0.333,1.0,0.4309443670577817,0.26369019181479125,0.3,30,34,Active,True,2025-10-04
87,Northwest 2014 Boys,0.332,0.332,1.0,0.21223810923536768,0.38088013580648555,0.415,30,46,Active,True,2025-04-26
88,AZ Arsenal 14 Boys Teal CB,0.326,0.326,1.0,0.4680753564251787,0.19884161110302118,0.31,30,38,Active,True,2025-09-06
89,Verde Valley United FC,0.326,0.456,0.7155417527999328,0.3239058600013638,0.7213606651419168,0.3,16,20,Active,True,2025-05-25
90,AZ Arsenal 14 Boys Teal MC,0.321,0.321,1.0,0.29421773002047397,0.36688061601121025,0.3,23,24,Active,True,2025-09-21
91,14B NL #1,0.319,0.407,0.7836612788698953,0.42596281068397657,0.4495099651179018,0.336,17,19,Active,True,2025-09-21
92,Eagles F.C.,0.317,0.317,1.0,0.21223810923536768,0.4363384764750105,0.3,28,29,Active,True,2025-09-21
93,PRFC Southeast Valley 14B Pre-Academy,0.311,0.311,1.0,0.2590238961738353,0.284064683423625,0.402,30,43,Active,True,2025-10-04
94,14 Cityzens,0.309,0.309,1.0,0.21531180498177963,0.32130595528442446,0.404,30,71,Active,True,2025-10-04
95,NOS Santos 14 Boys White,0.308,0.308,1.0,0.3863960653964136,0.23611681209852137,0.3,29,32,Active,True,2025-10-04
96,CAC 14/15B (Conroy),0.305,0.305,1.0,0.41003732730657005,0.20439757210760534,0.3,30,42,Active,True,2025-09-28
97,PRFC West Valley 14B Pre-Academy,0.305,0.305,1.0,0.21223810923536768,0.33087463016210433,0.384,30,54,Active,True,2025-09-21
98,Synergy FC 14 B,0.304,0.304,1.0,0.21281051179801444,0.39971295023190523,0.3,30,41,Active,True,2025-09-27
99,PRFC North Valley 14B Copa,0.301,0.301,1.0,0.40448782224104496,0.19884161110302118,0.3,30,43,Active,True,2025-04-27
100,FSC United 14 Boys,0.294,0.294,1.0,0.38503045577243306,0.19884161110302118,0.3,30,45,Active,True,2025-09-28
101,PRFC Scottsdale 14B Copa,0.289,0.289,1.0,0.3562196658320086,0.2133341739603408,0.3,30,39,Active,True,2025-09-20
102,14B Geoff,0.282,0.282,1.0,0.2438892974410156,0.30444920328823727,0.3,24,26,Active,True,2025-09-21
103,Milan,0.281,0.281,1.0,0.21223810923536768,0.3336288551002177,0.3,28,34,Active,True,2025-09-28
104,14B Blue #1,0.28,0.392,0.7155417527999328,0.28134859247331623,0.5813593784808202,0.3,16,20,Active,True,2025-09-21
105,Hustle Hard 2014- Boys,0.28,0.28,1.0,0.21223810923536768,0.330946947517012,0.3,24,29,Active,True,2025-04-13
106,14B Rueda,0.276,0.276,1.0,0.22465419649103907,0.27970893869534635,0.331,24,29,Active,True,2025-10-04
107,14B Felix Nogales,0.273,0.466,0.5856620185738528,0.6710359429797432,0.40321193105144854,0.3,14,17,Active,True,2025-09-28
108,CCV Stars 14 Boys South Orange,0.273,0.273,1.0,0.28474204970214856,0.23805648288237954,0.3,30,38,Active,True,2025-10-04
109,SFC XOLOS ARIZONA 2014,0.272,0.585,0.46475800154489,0.8201787506949527,0.5928040328475748,0.3,12,12,Active,True,2025-10-04
110,14B Midhaan,0.272,0.272,1.0,0.3106901135800781,0.2094043535176658,0.3,26,27,Active,True,2025-09-14
111,Phoenix Premier FC 14B White,0.272,0.272,1.0,0.24367375845480907,0.263473265009413,0.315,28,32,Active,True,2025-04-19
112,Phoenix Valley Soccer Club boys 2014,0.262,0.262,1.0,0.2402045190788663,0.22006375527079858,0.335,30,35,Active,True,2025-09-20
113,East Valley NSFC 14 Boys Tiggs,0.261,0.261,1.0,0.28837708261994405,0.19884161110302118,0.3,27,29,Active,True,2025-09-13
114,FC Elite Arizona 2014 Boys - Martinez,0.255,0.72,0.3535533905932738,0.8926568518956367,0.9075785341978954,0.3,10,10,Active,True,2025-09-28
115,PRFC Desert Foothills 14B Predator,0.254,0.254,1.0,0.24629319892056353,0.20595975382220238,0.318,29,36,Active,True,2025-10-04
116,Tuzos Titanes 2014,0.239,0.239,1.0,0.21223810923536768,0.2127927523165577,0.3,23,25,Active,True,2025-09-20
117,Deportivo Mexico 14B,0.222,0.31,0.7155417527999328,0.30298064620783344,0.32567962294491043,0.3,16,17,Active,True,2025-09-28
118,14B NL #2,0.212,0.6,0.3535533905932738,0.5505211953147257,0.9075785341978954,0.3,10,12,Active,True,2025-09-21
119,VSC 2014 Boys White,0.197,0.337,0.5856620185738528,0.296826440370636,0.40869577409541885,0.3,14,18,Active,True,2025-09-21
120,FC Arizona 14B Black GFC Suenaga U12,0.179,0.593,0.3018691769624716,0.882579521841985,0.5557929465407723,0.3,9,9,Active,True,2025-10-04
121,Monsters 2014,0.176,0.696,0.2529822128134704,0.8926568518956367,0.838149749690674,0.3,8,12,Active,True,2025-09-20
122,FC Elite Arizona 2014 Boys - Urbina,0.173,0.424,0.4078909167902615,0.311136755544187,0.6116729223553502,0.338,11,11,Active,True,2025-09-28
123,14B Laroussi,0.172,0.294,0.5856620185738528,0.38432211945356026,0.19884161110302118,0.3,14,17,Active,True,2025-09-27
124,Pima Surf 2014 B Blue,0.169,0.364,0.46475800154489,0.37609449035448184,0.40618986921573624,0.3,12,14,Active,True,2025-10-05
125,ASA 014B Magic,0.152,0.234,0.649519052838329,0.21223810923536768,0.19884161110302118,0.3,15,18,Active,True,2025-09-20
126,RSL-AZ Yuma 14 Boys Rodriguez,0.148,0.42,0.3535533905932738,0.4390874832779961,0.38213115030574435,0.442,10,13,Active,True,2025-08-17
127,14B Rayados Blue AL,0.141,0.467,0.3018691769624716,0.47171841915481555,0.45168738271699804,0.478,9,14,Active,True,2025-10-05
128,FC Sonora 14' B Dynamo,0.113,0.277,0.4078909167902615,0.25609046216924086,0.27930986881500847,0.3,11,13,Active,True,2025-09-28
129,Madison FC 14 White Boys,0.104,0.501,0.20706279240848655,0.6275501612486181,0.5476558954988375,0.3,7,7,Active,True,2025-09-13
130,America 14b,0.102,0.402,0.2529822128134704,0.5527183365792354,0.3300479218949432,0.311,8,11,Active,True,2025-09-28
131,AZ Inferno 14 Boys Blue,0.091,0.359,0.2529822128134704,0.43566995840450656,0.33302687167904216,0.3,8,8,Active,True,2025-10-04
132,PSC 2014B,0.071,0.43,0.1643167672515498,0.25515778836495695,0.6873579871377323,0.334,6,6,Active,True,2025-09-27
133,AZSC 2014/2015B Navy,0.063,0.382,0.1643167672515498,0.45687175419351606,0.3777656620072701,0.3,6,6,Active,True,2025-10-04
134,Tuzos Chandler 2014 boys,0.063,0.381,0.1643167672515498,0.40277937015600296,0.2769827415955502,0.478,6,6,Active,True,2025-10-04
135,State 48 FC Avondale 14 White,0.057,0.346,0.1643167672515498,0.3001248541775228,0.4316408703704715,0.3,6,6,Active,True,2025-09-27
136,PSC 2014/15B,0.056,0.445,0.125,0.2753524941682047,0.2974015038999141,0.815,5,7,Provisional,True,2025-09-20
137,FC ARIZONA PRE ECNL RL B14,0.054,0.606,0.0894427190999916,0.5525318983731065,0.871558016338415,0.358,4,4,Provisional,True,2025-09-28
138,Gila Valley Ninjas,0.051,0.575,0.0894427190999916,0.6751922510940334,0.7118966173583657,0.3,4,4,Provisional,True,2025-09-21
139,Pumas Tucson 14B,0.045,0.507,0.0894427190999916,0.5185091954717289,0.6586147138690961,0.317,4,4,Provisional,True,2025-09-21
140,Phoenix Premier FC 14B Pre MLS Next AD,0.045,0.359,0.125,0.38248391949879673,0.32477360463308147,0.371,5,5,Provisional,True,2025-09-20
141,Pima Surf 2014 B White,0.044,0.49,0.0894427190999916,0.27366231393267393,0.2678948742581393,1.0,4,4,Provisional,True,2025-09-13
142,SCUM East Valley 14B Ninjas,0.038,0.234,0.1643167672515498,0.21223810923536768,0.19884161110302118,0.3,6,6,Active,True,2025-09-06
143,Spartak Academy 2014 Boys,0.033,0.365,0.0894427190999916,0.45420120667403807,0.33197558583219156,0.3,4,4,Provisional,True,2025-10-04
144,Bala FC - 2014B,0.024,0.415,0.05809475019311125,0.4696118082295974,0.458791405509848,0.3,3,3,Provisional,True,2025-09-14
145,Jedi 14B,0.024,0.413,0.05809475019311125,0.3311668636665809,0.5752402515929763,0.319,3,3,Provisional,True,2025-09-21
146,ESC - Boys Chandler 15/16,0.024,0.265,0.0894427190999916,0.24870327623910202,0.25144973953840566,0.3,4,4,Provisional,True,2025-04-27
147,Tuzos Nogales 2014,0.022,0.38,0.05809475019311125,0.301706156509822,0.526341658037961,0.3,3,3,Provisional,True,2025-09-21
148,Milan B,0.018,0.316,0.05809475019311125,0.27235970720723607,0.29325609779207595,0.393,3,3,Provisional,True,2025-09-28
