team_name,club_name,gotsport_team_id,state
2015 - NEAL RED,Ironbound SC,127332,NJ
Water Futbol Farm,Hanford Youth Soccer League,571578,CAN
B2015 SB Dodds (x),Beach Futbol Club,218029,CAS
Steamer's Crew U11 2015B Blue,Steamer's Crew Soccer Club,239214,MO
2015B WHITE,Miami Breakers FC,234273,FL
B15 FC,Legends FC - San Diego,260633,CAS
Gt18 B15,956 United,549791,TXS
SLSG MO B 2015 Academy,St. Louis Scott Gallagher,582141,MO
Cottleville United 2015B White,Cottleville United,386211,MO
Pre-Academy 15B,Keystone FC,257696,PAE
PA Classics Academy Lancaster 15M,PA Classics,250882,PAE
Pre MLS NEXT White '15,FC DELCO,600494,PAE
FCE 2015 Boys Pre ECNL,FC Europa,24412,PAE
UST FC Real Madrid B2015,UST FC Academy,389317,NYE
Las Vegas Sports Academy U11 Boys Black 2015,Las Vegas Sports Academy,90562,NV
15 Boys Soul Warriors,FC Tucson Youth Soccer,395681,AZ
DFW Tejanos 2015 Boys,Mid Cities Tejanos,215626,TXN
Herndon 2015B VISA,Herndon Youth Soccer,649455,VA
FC Charles '15 Boys - Red,FC Charles 1658,348060,MD
Nido Aguila SD Cabrales B2015,Nido Aguila San Diego,419160,CAS
Old Line FC Boys 15 Black,Old Line Football Club,263472,MD
B2015 Academy,Empire Surf,359114,CAS
SFK ELITE U10 Randy,,301521,FL
Mustang SC 15B Elite I,Mustang Soccer,370443,CAN
Irvine 2015 Ba*,Strikers FC,239279,CAS
Sheriffs FC 2015B Pre-ECNL,Sheriffs FC,381272,CAN
MAKO 2015 BOYS GREEN SEFPL,Mako Soccer Club,497743,FL
2015 Boys Pre-MLS Next,RNY FC Youth,413930,NYW
PRFC Desert Foothills 15B Predator,Phoenix Rising Desert Foothills,255974,AZ
2015 Rush Boys,PA Rush,252744,PAE
Walnut Creek Surf 15B Blue,Walnut Creek Surf Soccer Club,251216,CAN
New York Red Bulls Pre-Academy 2015 South,Red Bulls (NJ),505782,NJ
Ajax United 15B White Pre-MLS II,Ajax United,247337,CAN
15B NJMarkette,RSL-AZ South,135022,AZ
XF 2015 RCL 2,Crossfire Premier,247385,WA
Chargers LWR B2015 Pre-EA ARCHIVED PER JUAN,Chargers SC LWR,270615,FL
FC Dallas 15B South Academy,FC Dallas Youth,569866,TXN
Synergy FC 15/16B Montone,Synergy FC AZ,497757,AZ
Deportivo Cali Pembroke 2015 Willington,Miami Stars Soccer,332929,FL
Jupiter United 2015 Boys Elite,Jupiter United Soccer,265434,FL
Dynamos SC 15B SC,Dynamos SC,126695,AZ
Mt. Diablo Mustang 2015B White,Mt Diablo Mustang Soccer,502868,CAN
B2015 SB Caldwell,Beach Futbol Club,335644,CAS
WHITE B15,San Clemente Surf Soccer,145999,CAS
SC LIONS 2015B RED,Santa Clara Youth Soccer League,210525,CAN
SLSG MO B 2015 Elite Blue,St. Louis Scott Gallagher,503000,MO
15B Black DW,Utah Avalanche,196906,UT
Castro Valley SC CVSC United 2015 Boys Green,Castro Valley Soccer Club,219639,CAN
St. Louis Stars SC 15 Boys Academy Red,St. Louis Stars SC,263806,MO
PRFC West Valley 15B Predator,Phoenix Rising FC,120282,AZ
La Piedad FC 2015,FBSL,533848,AZ
Livingston Fuego FC 15B,Livingston Fuego,335473,CAN
Fusion SC Pre ECNL RL B15,Livermore Fusion SC,284518,CAN
SASA Spirits 2015B Blue,SASA Spirits SC,512255,IL
Sting Black '15,Upper Dublin SC,251191,PAE
Carlsbad B15 Pre MLS Next II - Menezes,City SC,237293,CAS
City SC Kings County B2015,City SC Kings County,368526,CAN
Soccer United 2015,Soccer United,569139,NJ
Las Vegas Sports Academy U10 Boys Grey 2015,Las Vegas Sports Academy,90705,NV
KBSC Premier 2015,Key Biscayne SC,394832,FL
Pima Surf Academy Boys 15,Pima County Surf Soccer Club,326440,AZ
B2015 GOLD,LAFC So Cal,219961,CAS
Breakers B2015 Black Pre-NL,Oceanside,352823,CAS
VISTA HL92 Soccer Academy 2015B Yellow,Virginia Independent Soccer Team Association,428481,VA
B2015 Gold,Golden Eagles FC,232120,CAS
SF Seals 15B Black,San Francisco Seals,337315,CAN
B2015 PRE-ECNL,LAFC So Cal,219632,CAS
Lex Sporting Club 15B Green,Lexington Sporting,417282,KY
Sporting Athletic Club 2015B Red I,Sporting Athletic Club,295927,DE
Placer United 15B Black,Placer United Soccer Club,369352,CAN
North Carolina FC 2015 North Red,NCFC Youth,557318,NC
NB B2015 Blue,Pateadores Soccer Club,235278,CAS
North Marin United 15 Boys Intrepid,North Marin United,382082,CAN
ALBION SC San Diego B15 Academy II,ALBION SC San Diego,356191,CAS
Alliance 2015B Navy,Eastshore Alliance FC,372983,CAN
ALBION SC Las Vegas B15 Academy III,ALBION SC Las Vegas,137948,NV
2015B Platinum 1,Elk Grove Soccer,370337,CAN
TUSC 2015 Boys U11 Black,Trumbull United SC,391381,CT
Kaos 2015B Blue Rivera,Atwater Kaos Futbol Club,248494,CAN
2015 White,South Miami United FC,286527,FL
EMSC Super Y Vipers,East Meadow Soccer Club,584036,NYE
U11 Black 2015,International Soccer Club,479796,FL
Florida Fire West Pines United 2015 Gold,West Pines United FC,324335,FL
LFA Blue Star Major 2015B,Lou Fusz Athletic,380042,MO
STLDA 2015B Elite Red,St. Louis Development Academy,253879,MO
B2015 Navy,West Coast F.C. ,231734,CAS
West Valley 15/16B,Pima County Surf Soccer Club,521210,AZ
15B Pre Ecnl Volt,RISE Soccer Club,624031,TXS
Hauppauge Warriors BU11,Hauppauge (LIJSL),386947,NYE
WESCO 15B Blue - Wildcats,WESCO United,514166,CAN
FLS 15B Premier I,Folsom Lake Surf,217275,CAN
Central Coast FC 15Black,Real Atletico Futbol Club,498528,CAN
WSC 15B Orange,Woodland Soccer Club,386655,CAN
Forza Azzurri 2015’s,Tournament Team,541511,PAE
PA Classics Hbg 2015 Boys U11 Academy,PA Classics Harrisburg (LDSA),385155,PAE
15 Boys Inferno Copa,Idaho Inferno Soccer Club,383466,ID
Lobitos S.C. - Jaguares-15B,Lobitos Soccer Club,461222,CAN
NYSC B2015 White,New York SC,264505,NYE
South San Jose 15B Blue,South San Jose Soccer League,339271,CAN
SVU Boys 15 Green,Sonoma Valley United,382148,CAN
Napa United Pre-Academy 15B Elite l,Napa United,330439,CAN
FC Golden State B2015 Elite,FC Golden State ,627108,CAS
BUSC 2015 Elite 1,Ballistic United,377855,CAN
CSSA 2015B Blue,Coral Springs Soccer Academy & Futsal,393508,FL
Springs SC Pre-ECNL B15,Springs Soccer Club,371621,FL
TSJFC 2015B North Pre-Academy,The St. James Football Club,398124,VA
2015 Blue,FC Westchester,388670,NYE
CLW Chargers B2015 Pre-MLS (U10) Yellow,Chargers Soccer Club,499270,FL
Homestead Elite U10B,Miami Athletic Club,413641,FL
Valley United 15 Boys Orange-RR,Valley United Soccer Club Association,275224,CAN
Eastside FC B16 Red,Eastside FC (WA),526598,WA
Molano Fútbol Academy South 2015B,Molano Futbol Academy,578028,TXN
Tuzos Nogales 2015,FBSL,546274,AZ
Vamos DUKES,,437103,NM
15B White,San Jose Rush,337039,CAN
Elite B15,Central Valley Premier FC,368247,CAN
Avanti SA Pre ECNL B15 Joundi,Avanti Soccer Academy,302827,TXN
BVB 15B PreECNL Elite (Klassen),BVB International Academy Texas,352970,TXN
SIX SEVEN,Galt Futbol Club,588284,CAN
Loudoun 2015B Pre-MLS Next Red,Loudoun Soccer Club,316455,VA
FSC15B Spartans,Fruitridge Soccer Club,467705,CAN
Yardley Makefield Soccer 2015 Boys Bayern,Yardley Makefield Soccer,463106,PAE
TBU 2015B North Red WFPL,Tampa Bay United,309646,FL
B2015 Pre MLS Next I,DUSC,116364,NYE
B2015 TER STEGEN,BARCA Academy Pro Miami,524947,FL
MAFC 2015 Red,Matias Almeyda Futbol Club,555318,TXS
INACTIVE Coppell FC 15B Hernandez Red,Coppell FC,458137,TXN
EMSSC 2015 Panthers,East Moline Silvis Soccer Club,418700,IL
LV Heat Surf B15 Pre NP Summerlin,LV Heat Surf SC ,527571,NV
NW United B15 Blk,Northwest United FC,367986,WA
Deportivo 59 FC 2015B Premier,Deportivo 59 FC,282474,IL
City SC Central Valley AV-B2015,City SC Central Valley,264602,CAN
B2015 MG Pre-NPL,Slammers FC,463792,CAS
IR Academy 15B White,IR Academy,335034,CAN
2015 Boys White,Clippers FC,244974,CAN
Burlingame SC 2015B Navy,Burlingame Soccer Club,373377,CAN
15 Boys National League #1,FC Tucson Youth Soccer,275533,AZ
CE 2015B Grasshoppers (Red),Columbus Force SC,511320,OH
PBG 15 BOYS PRE-ECNL SWOOSH,Palm Beach Kicks,291120,FL
Force 15B Elite,De Anza Force,216506,CAN
B2015 ES A. Lopez,Beach Futbol Club,456102,CAS
Vipers 2015,Springfield FC,373661,PAE
Revolution 15B Blue,Revolution FC,114973,CAN
High Desert B15 EA2,SoCal Elite FC,491602,CAS
SGA 2015B Premier,SGA,655884,TXS
JAM Doral - Rugani,,171391,FL
COSC Pre-ECNL RL B15,California Odyssey Soccer Club,368891,CAN
New York Red Bulls Pre-Academy 2015 North,Red Bulls (NJ),505779,NJ
15B NMarkette Pre-MLS Next,RSL-AZ South,82323,AZ
Forza Rossoblú 2015’s,Tournament Team,476665,PAE
Eagles Black 15B,San Bruno Lowen 83,320218,CAN
Castro Valley SC CVSC United 2015 Boys Yellow,Castro Valley Soccer Club,347129,CAN
Cottleville United 2015B Red,Cottleville United,285558,MO
Marin FC B15Red,Marin FC,260095,CAN
La Masia U10,La Masia Athletic Club,589999,CAN
GC United,Garden City (LIJSL),385622,NYE
FC LEGENDS UTD 15B Black,FC LEGENDS UTD,138605,TXN
15B Blue,Sacramento Alliance SC,371601,CAN
2015 Maryland United FC PRE- ECNL,Maryland United Football Club,292531,MD
15B Blue,Azzurri FC,380272,CAN
Bury City FC 2015 Boys,Bury City FC,262426,MD
EM B15 preECNL-RL,East Meadow Soccer Club,523506,NYE
RU RED PRE ECNL 1 B15,Richmond United,592470,VA
Mutiny SC 2015B Red,North Manatee Soccer,506898,FL
NY Red Bulls RDS Showcase B2015 Red,,247078,NJ
Force 15B Elite II,De Anza Force,216507,CAN
VSC 2015 Boys Green,Vail SC,305497,AZ
TPA Chargers B2015 Pre-MLS (U10) Red,Chargers Soccer Club,512495,FL
MVLA 15B Liverpool Green,Mountain View Los Altos Soccer Club,254393,CAN
CCSA 2015B Premier,Central California Soccer Alliance,490697,CAN
San Juan South SC 2015-16 Boys Elite,San Juan South Soccer Club,364372,CAN
Real GP 15B Mancinas,Real GP,546717,TXN
2015B Pre-MLS II,Bay Area Surf,390717,CAN
Catalyst 15 S,HTX,491062,TXS
2015 Boys ULTRA,W&H America,15224,FL
AZ Thundercats 2015,FBSL,562204,AZ
Tuzos Edwin 2015,FBSL,319586,AZ
ALBION SC Santa Monica B15 Academy,ALBION SC Santa Monica,348195,CAS
Torpedoes BU11 Red 1,Torpedoes SC,394379,NJ
B15 EA,SoCal Elite FC,329281,CAS
Real Inmortales,Real Sacramento Futbol Club,502952,CAN
La Roca 15B R Rada,La Roca FC,372417,UT
North Coast FC 15B Red,North Coast Futbol Club,439567,CAN
SLSG MO B 2015 Premier White,St. Louis Scott Gallagher,503005,MO
IR Academy 15B Purple,IR Academy,253899,CAN
La U-USA 2015,El Paso Premier League,498380,TXS
San Jose Rush 15B Academy,San Jose Rush,588896,CAN
2015 Boys Blue,Philadelphia International FC,245626,PAE
Rebels SC IE- B15 EA,Rebels Soccer Club,479654,CAS
ECFC 15B White,Monterey County Soccer-ECFC Salinas,335373,CAN
FPFC 15B TRY REGIONAL,Florida Premier FC,249363,FL
Real Inland Empire,,457825,CAS
2015B Black,OV Toros FC,383540,CAN
Commack Cobras B15,Commack Soccer,245520,NYE
MIAMI UNITED FC 2015 PREMIER II,Miami Stars Soccer,579376,FL
Naples Elite SC 2015 Blue FCL,Naples Elite Soccer Club,392307,FL
FPFC 15B HERNANDO REGIONAL,Florida Premier FC,250057,FL
Morton United FC 2015 Boys RED,Morton United FC,147526,IL
Fallston Phantoms 2015,Fallston Soccer,318950,MD
2015 B Timberwolves FC,,92953,ID
ALBION SC Antelope Valley B15 EA,ALBION SC Antelope Valley,607303,CAS
STLDA 2015B Elite Silver,St. Louis Development Academy,374485,MO
2015 Elite Colo Colo,Colo Colo Soccer Academy USA,327732,FL
Bergen 2015 Boys NEAL Green,Cedar Stars Academy North,212649,NJ
2015B Atletico Canarios,Atletico United FC,460389,CAN
LODI FC 15B,Lodi FC,447389,CAN
OK Energy FC 15B Pre-ECNL,Oklahoma Energy FC,622852,OK
Alevin 2015,Pro Touch Soccer NY Academy,451668,NYE
Players 15 Boys Juniors Academy 2,Players SC,498363,NV
Loudoun 2015B Pre-MLS Next Black,Loudoun Soccer Club,386868,VA
United Silicon Valley 15B Red,AYSO United Silicon Valley,265247,CAN
MVLA 15B Liverpool White,Mountain View Los Altos Soccer Club,219703,CAN
Philadelphia SC Surf 15 Black,Philadelphia SC,241162,PAE
Pre ECNL B15 Maroon,CDA Slammers,591235,CAS
RSC '15 Boys Gold,River Soccer Club,332045,DE
STLDA 2015B Elite White,St. Louis Development Academy,253880,MO
B2015 Green,Asphalt Green,126674,NYE
B2015 Pre-NPL Black,Claremont Stars Soccer Club,227812,CAS
Valley Surf 15B Pre-ECNL I,Valley Surf | America,256870,CAN
2015 Academy,Real Colorado,437630,CO
Idaho Juniors 15B Black,Idaho Juniors FC,333704,ID
B15 Pre ECNL,Legends FC (CA),246991,CAS
Solar 15B Molano PreECNL,Solar SC,635770,TXN
A1 Academy 2015,A1 Academy ,611494,FL
Metro Alliance FC 2015B Premier,Metro Alliance FC ,203404,IL
NY Eagles SC Stars,New York Eagles Soccer Club,136582,NYE
SCU 2015 Boys Pre-ECNL,Space Coast United,366466,FL
NYCFC Boys Select 2015,New York City FC Boys Select,644732,NYE
Alliance FC 15B,Alliance FC,392570,TXN
2015 Thunder FC Premier,Idaho Thunder FC,408354,ID
Carmel FC 2015B Gold,Carmel FC,255385,IN
Revolution 15B Grey,Revolution FC,455083,CAN
PA Classics Academy Reading 15M,PA Classics,518994,PAE
Premier 2015 Boys,LMFC,392489,NYE
Atletico Dallas Youth Pre ECNL B15 Luna,Atletico Dallas Youth,442983,TXN
Sting Attack B15 Garcia -ARCHIVE,Sting Soccer Club,364608,TXN
2015 PICHI ALONSO,RCD Espanyol de Barcelona NJ,395044,NJ
Juventus 2015B,Juventus FC,604670,CAS
Dnamo FC 2015 City,Dnamo FC,581233,CAN
Surf Select Desert Region B2015,Utah Surf,580677,UT
Las Vegas Sports Academy U10 Boys Silver 2015,Las Vegas Sports Academy,311925,NV
ANBBK Boynton Beach Knights BBK-2015-B-Red,Boynton Beach Knights,404352,FL
Summer Select - 2015 Boys Red,Futboltech,356522,NJ
2015 Boys Navy,SABR - Team Boca,427088,FL
Pumas Tucson 15B,Renegades Soccer Club,419544,AZ
15B FPFC TRP ELITE,Florida Premier FC,250054,FL
FBS-FC 2015 Teal,Futbol Beach Soccer Futsal Club,520041,FL
Beachside South NEAL U11 (2015),Beachside Soccer Club CT,144043,CT
FDI 2015,South Bank SC,513843,AZ
Idaho Rush 15 Blue,Idaho Rush Soccer Club,392831,ID
FC PREMIER EAGLES,PSSLU,476188,CAS
Ajax United 15B Black,Ajax United,498762,CAN
Tournament Time - GA 2015 Boys,Tournament Time,408252,NYE
2015B pre-MLS Red,Bayside FC,363797,RI
Peninsula SC Fire Blue 15B,Peninsula Youth Soccer,322394,CAN
MFA GR 15B Elite,Michigan Futbol Academy,151135,MI
B15 ACADEMY EA2 - SP,SoCal Reds FC,343773,CAS
Premier Touch FC LB B15,,399806,CAS
15/16B Valenzuela Nogales,RSL-AZ Southern AZ,541851,AZ
B15 Acuna,FASC,301338,CAS
Santa Rosa United 15B Gold,Santa Rosa United Soccer,251733,CAN
U11 Union FC 15B JDP,Union Sacramento FC,365811,CAN
Chicago Inter Soccer 2015B Red South,Chicago Inter,288618,IL
2015 Smithfield Lightning,Smithfield Soccer Club,371688,VA
JGSA 15 Boys Black,John Gaspar Soccer Academy,280943,IL
2015B East Lake Navy,West Florida Flames,249535,FL
Ravenswood SC B15/16 Jaguars,Ravenswood Juniors Soccer Club,373915,CAN
TFA-NE B2015 White,TOTAL FUTBOL ACADEMY (CA),456905,CAS
TOROS F.C. Elite,,443848,CAS
Elk Grove United SC 15B Premier WA,Elk Grove United SC,370412,CAN
FPFC 15B CP REGIONAL GOLD,Florida Premier FC,634063,FL
Glen-Ed SC 15B United I,Glen-Ed SC,182775,IL
Stockton TLJ FC 15 white,Stockton TLJ FC,391201,CAN
MAFC 2015 Red,MAFC,234160,TXS
U-11 (2015) Boys Pre Academy Blue,SC del Sol,383405,AZ
Merak Academy U11 Gold,Merak Academy,669308,FL
VSA 15B Pre-ECNL II,Virginia Soccer Association,391735,VA
PSG ACADEMY FL2 U10 RONALDINHO,PSG Academy FL,399606,FL
ESJFC 15B White,East San Jose FC,537536,CAN
Strikers Miami FC 2015 Black,Strikers Miami FC ,458799,FL
PFCU 2015 Dortmund Boys,Central Illinois United,266867,IL
Labelle Heat U11 15/16,Boynton United FC,400525,FL
Select 15B Red,AZFC ,521426,AZ
BVB 15B Yellow South (Rivas),BVB International Academy Texas,247271,TXN
Atchison Village Lightning Force 2015B,Albany Berkeley Soccer Club,391164,CAN
JFC 2015B Elite Blue,Jacksonville FC,362531,FL
SF Glens Academy 15B Pre-MLS II Celtic,San Francisco Glens Soccer Club,370515,CAN
B2015 Academy North,Empire Surf,477465,CAS
CDO 15B Elite,Canyon Del Oro Soccer Club,398193,AZ
ABSC Lightning Bolts 2015B,Albany Berkeley Soccer Club,508182,CAN
Socal Blaze SC B15 Santa Fe Springs,Socal Blaze SC,588385,CAS
2015 Boys Academy I,Juventus Academy DC Metro,269314,MD
2015B Blue,Santa Cruz United Football Club,370847,CAN
Dublin United 15B Green,Dublin United,368305,CAN
2015Gold,Downtown Las Vegas SC,623235,NV
STLDA 2015B Elite Navy,St. Louis Development Academy,253877,MO
Solar West 15B Padilla,Solar SC,207390,TXN
SC Pro Soccer Academy 2015B Team 2,SC Pro Soccer,538888,CAN
LOS AMIGOS FC,,635560,CAS
SDA 2015 Boys Pre-MLS White,Syracuse Development Academy (SDA),479130,NYW
LASC 2015 Boys Elite,Lindenhurst Area Soccer Club,405797,IL
Inter-America Dragons F.C.,Inter-America Soccer Club,458359,CAS
2015 Boys Blue I,Houston Surf Soccer Club,398125,TXS
JHYS United Boys 2015 Black,Jackson Hole Youth Soccer,363716,WY
Ignite 2015 Boys Blue,Ignite Soccer Club(SD),371554,SD
B2015 Gold,Valley United SC,366904,CAS
Catalyst 15 W,HTX,491133,TXS
PFCU 2015 Schalke Boys,Central Illinois United,266869,IL
15B Red,Philadelphia Ukrainian Nationals,266855,PAE
AZ Arsenal Pre-ECNL RL B15,Arizona Arsenal Soccer Club,254492,AZ
West Coast Wildfires '15,West Coast Soccer,493559,CAN
Wolves 2015B,Tri-State Soccer Academy,494264,MD
HAMMERHEAD SHARKS,Greater Long Beach (LIJSL),263258,NYE
FC Scorpions B2015 Black,FC Scorpions (CA),481694,CAS
1974 NFC 2015B Orange,1974 Newark FC,326908,CAN
Richmond Latino United 2015,Richmond Latino United,363774,VA
Quakes Lightning Black 2015B,Albany Berkeley Soccer Club,389448,CAN
CUP 15B Gold,Cincinnati United,631589,OH
2015 Boys Elite Red,Western United Pioneers FC,227068,MA
AHFC 15B Elite,Albion Hurricanes FC,513071,TXS
Firebirds 2015B,South Parkland Youth,345276,PAE
Sol SC Florida 2015B FAL,Sol SC Florida ,389843,FL
DORAL WEST 2015,Doral West Soccer Academy,198936,FL
Rapids,Bayshore Soccer Club,311750,MD
BUSC 2015 Elite 2,Ballistic United,377856,CAN
Mexico 2015 Black,Ceres Rush,372984,CAN
WLUSC 2015 Boys Nolan -Warriors Gold,Western Lehigh United SC,484629,PAE
Mt. Diablo Mustang 2015B Red,Mt Diablo Mustang Soccer,502867,CAN
ALBION SC IDAHO B15 Academy,ALBION SC Idaho,394268,ID
B15 EA,ALBION SC San Diego,608185,CAS
NINJA West Little Lion,NINJA West Football Academy,590470,CAN
B2015 Elite Academy Porto,HBC Soccer Club (LIJSL),273977,NYE
Ajax St. Louis The Reds 2015,Ajax St Louis SC,370535,MO
15B Pre Ecnl White,RISE Soccer Club,252279,TXS
Sporting Springfield 15 Benfica,Sporting Springfield,400688,MO
2015 Boys South Pre-ECNL Black,Delaware Football Club,504097,DE
Real Reno,Independent Teams - Nevada Youth Soccer,626530,NV
BH Rapids 2015 Boys Burgundy,Black Hills Rapids SC,199769,SD
Sierra Surf 2015B Blue,Sierra Surf SC,513868,NV
VV FC 15B Vya,VV FC,638457,TXN
Driftwood Dragons 2015/2016,Driftwood Youth Sports Inc,557528,FL
B15 Gold,SoCal Elite FC,243537,CAS
Villarreal NTX 2015B,Villarreal NTX,533446,TXN
U11 Boys 2015 Black,Phoenixville Area SC,268235,PAE
FC Lazio,Gold Coast FC,276214,NYE
B2015 South,Nomads,482369,CAS
South Valley Chivas 2015 Navy,South Valley Chivas Academy,388933,CAN
San Jose Rush 16B Academy,San Jose Rush,462011,CAN
15B Pre NPL,Bay Area Surf,390719,CAN
Brazas 2015 Boys Gold Diego Rangel,Brazas Futebol Club,250958,AZ
LA B15 FC,Legends FC (CA),367752,CAS
WASA SC 2015 White,"Forge FC, Inc.",283574,FL
Ceres Rush Roma CDP Red 2015,Ceres Rush,613480,CAN
Sharks 2015 Academy White,Merrick/South Merrick PAL,519283,NYE
B15 Academy,ALBION SC Silicon Valley,404222,CAN
Latinos Soccer Club 15A,Latinos Soccer Club,524103,CAN
Rangers Blue 2015,Olney Boys and Girls Club Community Sports Association,404730,MD
North B15 Castillon,CDA Slammers,495212,CAS
SF Glens Academy 15B Pre-MLS II Saints,San Francisco Glens Soccer Club,510198,CAN
California Rush B15 Azul - Huntington Beach,California Rush Soccer Club,364930,CAS
FHFC 2015 B White,Florida Hawks Futbol Club,369317,FL
Chaos,Garden City (LIJSL),385623,NYE
DKSC 15B GUERRERO,DKSC,246584,TXN
Stallions,Smithtown Kickers SC (LIJSL),385017,NYE
Calexico Earthquakes 2015,Calexico Earthquakes,484370,CAS
HSP 2015 NEXT PRO I,High Soccer Prospects,330046,FL
Lions U11 Red (2015),Miami Futbol Academy Rush ,539731,FL
chivas academy LA 2015,Chivas Academy LA,383972,CAS
Red Inferno 2015,East Islip Soccer Club ,381508,NYE
InterGNV 15/16 USL-Y,Inter Gainesville KF,393576,FL
KP United 2015 White,Kings Park SC,137145,NYE
Coppell FC 15B Hernandez Black,Coppell Youth SA,145894,TXN
Mustang SC Tigers 15M,Mustang Soccer,373037,CAN
2015 Boys National,Real Colorado,20924,CO
2015 Black,Athletic Club Miami,318449,FL
Corona B15 Aguirre,Sporting California USA,380323,CAS
2015B Pre-MLS Next Academy,Elk Grove Soccer,335497,CAN
2015B Pre-Academy,Arlington SA,566233,VA
St . Louis Stars SC 15 Boys Academy White,St. Louis Stars SC,516374,MO
2015 Rush 2 Boys,PA Rush,500712,PAE
URUGUAYAN RENEGADES 2015,Uruguayan NY Soccer Club,401670,NYE
Hodler U10 PRE ECNL 2,Tropical Soccer,431500,FL
Pittsburgh Riverhounds 2015 Pre ECNL Boys,Pittsburgh Riverhounds,655871,PAW
West Coast Tsunami '15,West Coast Soccer Tracy,387166,CAN
Sharks Select,Valencia Soccer Academy,364623,NJ
San Jose Rush 15B Blue,San Jose Rush,267774,CAN
Vegas strong 2015,Vegas Strong SC,346933,NV
SPORTING BV Pre-MLS Next 15,Sporting Blue Valley,510842,KS
San Angelo Elite 15B,San Angelo Elite,221956,TXN
B15 South Bay White,FASC,359767,CAS
B15 South Bay Navy,FASC,359765,CAS
Manteca Futbol Club 15B Red,MANTECA FUTBOL CLUB,382199,CAN
2015 Boys Black,Radnor SC,257367,PAE
GSA U11B Academy Green,Global Sports Academy,392322,ID
SA United 15B,SA United Soccer Club,508605,TXS
15B Echanove,RSL-AZ Southern AZ,413798,AZ
Marin FC B15Steel,Marin FC,367188,CAN
City SC Kings County B2015 (Blue),City SC Kings County,368525,CAN
Herndon 2015B FC Black,Herndon Youth Soccer,403102,VA
Arsenal,Central Islip SC (LIJSL),390687,NYE
Almaden FC Mercury B15 Green,Almaden FC,261359,CAN
Blades 2015B Red,Casper SC,515265,WY
WP Academy 2015 Pre-National,White Plains YS,527356,NYE
FC Central Illinois 2015B Select,FC Central Illinois,266270,IL
2015B Red,OV Toros FC,383542,CAN
Vegas United ‘15 Boys Academy,Vegas United Soccer Club,529695,NV
SWFL B15 BLACK,Florida Premier FC,498203,FL
Naples Elite SC 2015 MI,Naples Elite Soccer Club,664026,FL
Turlock Sports Park FC 2015 Boys Gold,TSP FC,226441,CAN
Henderson LVSA '15B Silver,Henderson-LVSA,396832,NV
St Petersburg FC Boys 2015 SPFC Team 2,St. Petersburg Football Club,506164,FL
RSL El Paso 2015,El Paso Premier League,454990,TXS
WSC Crush 15 Boys Black,WSC Crush,216423,CAN
B15 White,Albertson Soccer Club,244982,NYE
Revolution 15B Yellow,Revolution FC,290973,CAN
