Rank,Team,PowerScore_adj,PowerScore,GP_Mult,SAO_norm,SAD_norm,SOS_norm,SOS_iterative_norm,GamesPlayed,GamesTotal,Status,is_active,LastGame
1,United Latinos SC 2015 Boys White,0.724,0.7235863308043549,1.0,0.5337324656024701,0.6432058088713828,0.8136644598493071,0.8136644598493071,30,0,Active,True,
2,Spartans FC (AZ) 2015 Boys Red,0.709,0.7085091286639844,1.0,0.6119355317201026,0.3654607334935273,0.8550497927020972,0.8550497927020972,30,0,Active,True,
3,Canyon Del Oro Soccer Club 2015 Boys White,0.686,0.686231548117371,1.0,0.5854883840645485,0.5508885175210161,0.7649269463337635,0.7649269463337635,30,0,Active,True,
4,Bala FC 2015 Boys White,0.685,0.6849112241196396,1.0,0.5,0.5111503491703864,0.8044685904759371,0.8044685904759371,30,0,Active,True,
5,Paris Saint-Germain Academy Phoenix 2015 Boys White,0.684,0.6837136173425267,1.0,0.5461644430758776,0.5217037915243534,0.7835666173708009,0.7835666173708009,30,0,Active,True,
6,FC Elite Arizona 2015 Boys Red,0.681,0.6807379036383203,1.0,0.5927572172593326,0.620270547772721,0.7302205843865159,0.7302205843865159,30,0,Active,True,
7,Amore Soccer 2015 Boys,0.67,0.6704066154666228,1.0,0.5696149370442042,0.5334067511642231,0.7496704630415623,0.7496704630415623,30,0,Active,True,
8,SC Union Maricopa Academy 2015 Boys Black,0.649,0.6491035415134263,1.0,0.6400487121847552,0.2434232166946154,0.7873485928959204,0.7873485928959204,30,0,Active,True,
9,La Academia FC 2015 Boys White,0.634,0.6343296171893912,1.0,0.5585391159347245,0.4294519390041338,0.7278856770026991,0.7278856770026991,30,0,Active,True,
10,AZ Arsenal Soccer Club 2015 Boys Red,0.629,0.6293817139959268,1.0,0.3305484156462815,0.7088546809381452,0.702501824465069,0.702501824465069,30,0,Active,True,
11,FC Sonora 2015 Boys Blue,0.627,0.6273994971623215,1.0,0.4488779651550764,0.5474008084332616,0.7135729040744231,0.7135729040744231,30,0,Active,True,
12,Phoenix Rush 2015 Boys Blue,0.624,0.6243888370804092,1.0,0.6627728706621276,0.4572566620848035,0.6673048842183715,0.6673048842183715,30,0,Active,True,
13,AYSO United (AZ) 2015 Boys Black,0.624,0.6242214430774813,1.0,0.6260985473567184,0.578582522641304,0.6388087151297946,0.6388087151297946,30,0,Active,True,
14,Scottsdale City FC 2015 Boys White,0.62,0.6200604210020955,1.0,0.7017940973232101,0.6102672569710703,0.5960802502387322,0.5960802502387322,30,0,Active,True,
15,RSL-AZ North 2015 Boys Red,0.619,0.6191736341214483,1.0,0.4072427827406673,0.734311919480112,0.6514378227954875,0.6514378227954875,30,0,Active,True,
16,RSL-AZ South 2015 Boys White,0.615,0.6151821957758952,1.0,0.4575598228833482,0.6880930374689305,0.6434193728423991,0.6434193728423991,30,0,Active,True,
17,FBSL 2015 Boys Red,0.614,0.6138729583285379,1.0,0.5150105031155001,0.5392452795338811,0.6717030029977695,0.6717030029977695,30,0,Active,True,
18,Pima County Surf Soccer Club 2015 Boys,0.613,0.6128660030405242,1.0,0.4501164503146507,0.4829847966907927,0.7104095893990592,0.7104095893990592,30,0,Active,True,
19,AYSO 350 Alliance 2015 Boys White,0.611,0.611337944330751,1.0,0.6760626761422183,0.4066091648991615,0.6580059602041249,0.6580059602041249,30,0,Active,True,
20,SC Union Maricopa Academy 2015 Boys Red,0.608,0.6079858414463208,1.0,0.3680618477193081,0.244289050671772,0.8091927696135081,0.8091927696135081,30,0,Active,True,
21,Epic Soccer Club 2015 Boys White,0.607,0.607199077716888,1.0,0.4084515300606643,0.8105069407058866,0.6056789726059629,0.6056789726059629,30,0,Active,True,
22,Arizona Soccer Club 2015 Boys Blue,0.606,0.6059744452481222,1.0,0.539954669174338,0.347155403109165,0.714254051319036,0.714254051319036,30,0,Active,True,
23,FC Tucson Youth Soccer 2015 Boys White,0.604,0.6037248147120496,1.0,0.5915484699393353,0.5099769581072662,0.6390328818378823,0.6390328818378823,30,0,Active,True,
24,Dynamos SC 2015 Boys Red,0.598,0.5976771603997955,1.0,0.5187599582520677,0.6696709488953266,0.5999849649505277,0.5999849649505277,30,0,Active,True,
25,FBSL 2015 Boys Blue,0.594,0.5944369060299893,1.0,0.3077177437473532,0.5029347552860727,0.7205106770388402,0.7205106770388402,30,0,Active,True,
26,Madison FC 2015 Boys Blue,0.594,0.5944750265321064,1.0,0.4600453308256615,0.4689313155507804,0.6811328287613633,0.6811328287613633,30,0,Active,True,
27,FC Arizona 2015 Boys White,0.588,0.5877818033362026,1.0,0.7569695228116486,0.6290776641098205,0.5176206099198479,0.5176206099198479,30,0,Active,True,
28,FC Elite Arizona 2015 Boys Blue,0.586,0.585541164183648,1.0,0.5535970893306601,0.4421513886872451,0.6439857809667782,0.6439857809667782,30,0,Active,True,
29,Synergy FC AZ 2015 Boys White,0.585,0.5851834945039066,1.0,0.631938152280692,0.4712707470379629,0.6075695244002928,0.6075695244002928,30,0,Active,True,
30,RSL-AZ South 2015 Boys Red,0.584,0.5839330265067345,1.0,0.5087578629544918,0.5263885587593378,0.6281729036066144,0.6281729036066144,30,0,Active,True,
31,Scottsdale City FC 2015 Boys Red,0.578,0.5781895953026146,1.0,0.4352997315368835,0.6442827001448541,0.6037885149437786,0.6037885149437786,30,0,Active,True,
32,Phoenix Rising FC 2015 Boys White,0.578,0.5783011021290998,1.0,0.4700060261623093,0.6475045893134637,0.5913316317232419,0.5913316317232419,30,0,Active,True,
