Team Name,Club,Team ID,Points,Wins,Losses,Ties,Games Played,Rank,State,Region,Win Percentage,State Rank,Regional Rank,Goal Ratio,Team URL,Last Activity,Gender,Age Group
14B Midhaan,RSL-AZ North,365125,365,5,21,3,29,4273,AZ,4,0.1724137931034483,135,1242,0.5269461077844312,https://rankings.gotsport.com/teams/365125,2025-10-08,M,U12
Southeast 2014 Boys Pink,Next Level Soccer (AZ),567475,340,1,1,1,3,4422,AZ,4,0.3333333333333333,136,1285,0.9090909090909091,https://rankings.gotsport.com/teams/567475,2025-10-08,M,U12
Phoenix Premier FC 14B Pre MLS Next AD,Phoenix Premier FC,619879,330,1,2,0,3,4501,AZ,4,0.3333333333333333,137,1302,0.45454545454545453,https://rankings.gotsport.com/teams/619879,2025-10-08,M,U12
PSC 2014/15B,Paladin Soccer Club,490652,317,6,11,1,18,4593,AZ,4,0.3333333333333333,138,1323,0.44155844155844154,https://rankings.gotsport.com/teams/490652,2025-10-08,M,U12
CCV Stars 14 Boys South Orange,CCV STARS,128664,309,4,24,7,35,4647,AZ,4,0.11428571428571428,139,1336,0.4258064516129032,https://rankings.gotsport.com/teams/128664,2025-10-08,M,U12
Gila Valley Ninjas,AYSO 350 Alliance,639388,309,3,1,0,4,4647,AZ,4,0.75,139,1336,2.6666666666666665,https://rankings.gotsport.com/teams/639388,2025-10-08,M,U12
14B Laroussi,RSL-AZ South,364430,301,4,17,0,21,4694,AZ,4,0.19047619047619047,141,1350,0.49557522123893805,https://rankings.gotsport.com/teams/364430,2025-10-08,M,U12
FC Elite Arizona 2014 Boys - Martinez,FC Elite Arizona,631446,300,5,2,0,7,4704,AZ,4,0.7142857142857143,142,1353,3.5,https://rankings.gotsport.com/teams/631446,2025-10-08,M,U12
AZ Thundercats 2014,FBSL,434312,141,2,3,0,5,6059,AZ,4,0.4,143,1692,1.0476190476190477,https://rankings.gotsport.com/teams/434312,2025-10-08,M,U12
Pima Surf 2014 B White,Pima County Surf Soccer Club,403789,138,2,17,2,21,6077,AZ,4,0.09523809523809523,144,1698,0.2535211267605634,https://rankings.gotsport.com/teams/403789,2025-10-08,M,U12
America 14b,Renegades Soccer Club,547554,133,2,7,0,9,6125,AZ,4,0.2222222222222222,145,1711,0.75,https://rankings.gotsport.com/teams/547554,2025-10-08,M,U12
AZ Inferno 14 Boys Blue,AZ Inferno,641417,102,1,4,0,5,6402,AZ,4,0.2,146,1774,0.4,https://rankings.gotsport.com/teams/641417,2025-10-08,M,U12
Tuzos Chandler 2014 boys,FBSL,615646,97,1,2,0,3,6455,AZ,4,0.3333333333333333,147,1790,0.6153846153846154,https://rankings.gotsport.com/teams/615646,2025-10-08,M,U12
Bala FC - 2014B,Bala FC,614083,70,1,1,1,3,6795,AZ,4,0.3333333333333333,148,1873,0.7777777777777778,https://rankings.gotsport.com/teams/614083,2025-10-08,M,U12
Scottsdale 14 Sandsharks White,North Scottsdale Soccer Club,151927,51,1,6,0,7,7124,AZ,4,0.14285714285714285,149,1951,0.07462686567164178,https://rankings.gotsport.com/teams/151927,2025-10-08,M,U12
Tuzos CR,FBSL,543225,40,1,4,1,6,7192,AZ,4,0.16666666666666666,150,1969,0.34782608695652173,https://rankings.gotsport.com/teams/543225,2025-10-08,M,U12
Phoenix Rising FC U14B,Phoenix Rising FC,571498,40,2,2,1,5,7192,AZ,4,0.4,150,1969,0.8,https://rankings.gotsport.com/teams/571498,2025-10-08,M,U12
FC Sonora 14' B Dynamo,FC Sonora,366702,40,1,22,1,24,7192,AZ,4,0.041666666666666664,150,1969,0.25862068965517243,https://rankings.gotsport.com/teams/366702,2025-10-08,M,U12
East Valley NSFC 14 Boys Tiggs,East Valley/NSFC,370050,40,0,21,1,22,7192,AZ,4,0.0,150,1969,0.17391304347826086,https://rankings.gotsport.com/teams/370050,2025-10-08,M,U12
PSC 2014B,Paladin Soccer Club,654997,30,1,2,0,3,7389,AZ,4,0.3333333333333333,154,2029,0.8,https://rankings.gotsport.com/teams/654997,2025-10-08,M,U12
Spartak Academy 2014 Boys,Spartak Academy,647534,30,1,2,0,3,7389,AZ,4,0.3333333333333333,154,2029,0.4117647058823529,https://rankings.gotsport.com/teams/647534,2025-10-08,M,U12
Jedi 14B,Renegades Soccer Club,654696,30,0,2,0,2,7389,AZ,4,0.0,154,2029,0.5,https://rankings.gotsport.com/teams/654696,2025-10-08,M,U12
ESC - Boys Chandler 15/16,Epic Soccer Club,503477,10,0,4,1,5,7770,AZ,4,0.0,157,2125,0.08163265306122448,https://rankings.gotsport.com/teams/503477,2025-10-08,M,U12
14B Moore,,309760,10,0,24,1,25,7770,AZ,4,0.0,157,2125,0.06015037593984962,https://rankings.gotsport.com/teams/309760,2025-10-08,M,U12
ASA 014B Magic,Arizona Soccer Academy,526726,0,0,13,0,13,7989,AZ,4,0.0,159,2181,0.06521739130434782,https://rankings.gotsport.com/teams/526726,2025-10-08,M,U12
Milan B,AYSO 350 Alliance,663478,0,0,3,0,3,7989,AZ,4,0.0,159,2181,0.029411764705882353,https://rankings.gotsport.com/teams/663478,2025-10-08,M,U12
PFC Danger B2014 Blue,Paris United FC,638992,0,0,0,0,0,7989,AZ,4,0.0,159,2181,0.0,https://rankings.gotsport.com/teams/638992,2025-10-08,M,U12
Gilbert United FC,G.Y.S.A.,568313,0,0,2,0,2,7989,AZ,4,0.0,159,2181,0.13043478260869565,https://rankings.gotsport.com/teams/568313,2025-10-08,M,U12
Cobre Mountain Roadrunners 4,,568181,0,0,6,0,6,7989,AZ,4,0.0,159,2181,0.01282051282051282,https://rankings.gotsport.com/teams/568181,2025-10-08,M,U12
EXCEL25WU11B2Eggleston,RSL-AZ South,559750,0,0,5,0,5,7989,AZ,4,0.0,159,2181,0.034482758620689655,https://rankings.gotsport.com/teams/559750,2025-10-08,M,U12
PFC Danger B2014,Paris United FC,681670,0,0,0,0,0,7989,AZ,4,0.0,159,2181,0.0,https://rankings.gotsport.com/teams/681670,2025-10-08,M,U12
SCUM East Valley 14B Ninjas,SC Union Maricopa Academy,492537,0,0,8,0,8,7989,AZ,4,0.0,159,2181,0.010309278350515464,https://rankings.gotsport.com/teams/492537,2025-10-08,M,U12
State 48 FC Avondale 14 White,State 48 FC,614163,0,0,3,0,3,7989,AZ,4,0.0,159,2181,0.3333333333333333,https://rankings.gotsport.com/teams/614163,2025-10-08,M,U12
Sun Warriors 15/16 Boys,Sun Warriors AZFC,126086,0,0,3,0,3,7989,AZ,4,0.0,159,2181,0.02702702702702703,https://rankings.gotsport.com/teams/126086,2025-10-08,M,U12
Tuzos Nogales 2014,FBSL,314990,0,0,2,0,2,7989,AZ,4,0.0,159,2181,0.2857142857142857,https://rankings.gotsport.com/teams/314990,2025-10-08,M,U12
AZSC 2014/2015B Navy,Arizona Soccer Club,621422,0,0,3,0,3,7989,AZ,4,0.0,159,2181,0.13333333333333333,https://rankings.gotsport.com/teams/621422,2025-10-08,M,U12
