Date,Team,Opponent,Goals For,Goals Against,Opponent_BaseStrength,Opp_Off_norm,Opp_Def_norm,Opp_Power (final),GFPG_Snapshot,GAPG_Snapshot,Recency_Weight,Result,GD,decider,pk_annotation,Team_A,GFPG_x,GAPG_x,Off_norm_A,Def_norm_A,GFPG_y,GAPG_y,Off_norm_B,Def_norm_B,EGD_raw,expected_gd,gd_delta,impact_bucket,actual_gd
2025-09-20,14 Boys Navy,2014 Boys Yellow,2,6,0.5252985103675325,0.5858297669995243,0.46476725373554084,0.5678252377969536,1.1700000000000002,3.99,0.06999999999999997,L,-4,regulation,,14 Boys Navy,1.1700000000000002,3.99,0.04526866381359965,0.13545835513418175,3.1999999999999997,2.37,0.5858297669995243,0.46476725373554084,-0.6446842958546125,-3.43,-0.57,weak,-4.0
2025-05-25,14 Boys Navy,Playmaker Futbol Academy 14B Black,1,3,0.6719516925509003,0.7615786970993815,0.582324688002419,0.6633190298409113,1.1700000000000002,3.99,0.06999999999999997,L,-2,regulation,,14 Boys Navy,1.1700000000000002,3.99,0.04526866381359965,0.13545835513418175,3.86,2.02,0.7615786970993815,0.582324688002419,-0.8501161951714192,-4.0,2.0,good,-2.0
2025-04-27,14 Boys Navy,Synergy FC 14 B,1,0,0.13201201469819962,0.018640038040893914,0.24538399135550534,0.16826563038721315,1.1700000000000002,3.99,0.06999999999999997,W,1,regulation,,14 Boys Navy,1.1700000000000002,3.99,0.04526866381359965,0.13545835513418175,1.0699999999999998,3.3000000000000003,0.018640038040893914,0.24538399135550534,-0.14170616899526178,-0.86,1.86,good,1.0
2025-04-26,14 Boys Navy,Madison FC 14 Gold Boys,0,4,0.6927181859217294,0.8068473609129813,0.5785890109304775,0.6213859877153867,1.1700000000000002,3.99,0.06999999999999997,L,-4,regulation,,14 Boys Navy,1.1700000000000002,3.99,0.04526866381359965,0.13545835513418175,4.03,2.0300000000000002,0.8068473609129813,0.5785890109304775,-0.8690148500062777,-4.0,0.0,neutral,-4.0
2025-04-26,14 Boys Navy,Milan,1,2,0.2068315193292926,0.10651450309082258,0.30714853556776267,0.2671617532850893,1.1700000000000002,3.99,0.06999999999999997,L,-1,regulation,,14 Boys Navy,1.1700000000000002,3.99,0.04526866381359965,0.13545835513418175,1.4,2.99,0.10651450309082258,0.30714853556776267,-0.24740794573248348,-1.4,0.4,neutral,-1.0
2025-04-13,14 Boys Navy,14B Negrete Pre MLS Next,0,6,0.5671749919209195,0.6417498811222061,0.4926001027196327,0.472033811007516,1.1700000000000002,3.99,0.06999999999999997,L,-6,regulation,,14 Boys Navy,1.1700000000000002,3.99,0.04526866381359965,0.13545835513418175,3.4099999999999997,2.28,0.6417498811222061,0.4926001027196327,-0.7004772019000453,-3.72,-2.28,weak,-6.0
2025-04-12,14 Boys Navy,PRFC Scottsdale 14B Pre-Academy,0,4,0.9113375420678669,0.8254873989538751,0.9971876851818586,0.8058290158768611,1.1700000000000002,3.99,0.06999999999999997,L,-4,regulation,,14 Boys Navy,1.1700000000000002,3.99,0.04526866381359965,0.13545835513418175,4.1,1.21,0.8254873989538751,0.9971876851818586,-1.2969335432781057,-4.0,0.0,neutral,-4.0
2025-04-05,14 Boys Navy,AZ Arsenal 14 Boys Teal SC,2,4,0.3277794845915655,0.15977175463623394,0.49578721454689706,0.43801347278596964,1.1700000000000002,3.99,0.06999999999999997,L,-2,regulation,,14 Boys Navy,1.1700000000000002,3.99,0.04526866381359965,0.13545835513418175,1.6,2.2700000000000005,0.15977175463623394,0.49578721454689706,-0.46267525048432345,-2.5,0.5,good,-2.0
2025-04-05,14 Boys Navy,PRFC Southeast Valley 14B Predator-Central,1,6,0.357148004337531,0.2982406086543033,0.41605540002075875,0.40039950517453204,1.1700000000000002,3.99,0.06999999999999997,L,-5,regulation,,14 Boys Navy,1.1700000000000002,3.99,0.04526866381359965,0.13545835513418175,2.12,2.54,0.2982406086543033,0.41605540002075875,-0.45217786296721985,-2.45,-2.55,weak,-5.0
2025-04-05,14 Boys Navy,AZ Arsenal 14 Boys Teal SC,2,4,0.3277794845915655,0.15977175463623394,0.49578721454689706,0.43801347278596964,1.1700000000000002,3.99,0.06999999999999997,L,-2,regulation,,14 Boys Navy,1.1700000000000002,3.99,0.04526866381359965,0.13545835513418175,1.6,2.2700000000000005,0.15977175463623394,0.49578721454689706,-0.46267525048432345,-2.5,0.5,good,-2.0
2025-04-05,14 Boys Navy,Brazas 2014 Boys Black Marcos,1,10,0.6207427801401919,0.5831669044222537,0.6583186558581301,0.6098598070533734,1.1700000000000002,3.99,0.029999999999999995,L,-9,regulation,,14 Boys Navy,1.1700000000000002,3.99,0.04526866381359965,0.13545835513418175,3.19,1.83,0.5831669044222537,0.6583186558581301,-0.8369042666885664,-4.0,-5.0,weak,-9.0
2025-03-23,14 Boys Navy,CCV Stars 14 Boys South Orange,5,1,0.23264713811904314,0.2982406086543033,0.16705366758378298,0.21212458510388393,1.1700000000000002,3.99,0.029999999999999995,W,4,regulation,,14 Boys Navy,1.1700000000000002,3.99,0.04526866381359965,0.13545835513418175,2.12,3.77,0.2982406086543033,0.16705366758378298,-0.2031761305302441,-1.18,5.18,good,4.0
2025-03-23,14 Boys Navy,14 Boys Navy,5,1,0.0903635094738907,0.04526866381359965,0.13545835513418175,0.2046631615729615,1.1700000000000002,3.99,0.029999999999999995,W,4,regulation,,14 Boys Navy,1.1700000000000002,3.99,0.04526866381359965,0.13545835513418175,1.1700000000000002,3.99,0.04526866381359965,0.13545835513418175,-0.04509484566029105,-0.37,4.37,good,4.0
2025-03-23,14 Boys Navy,14 Boys Navy,1,5,0.0903635094738907,0.04526866381359965,0.13545835513418175,0.2046631615729615,1.1700000000000002,3.99,0.029999999999999995,L,-4,regulation,,14 Boys Navy,1.1700000000000002,3.99,0.04526866381359965,0.13545835513418175,1.1700000000000002,3.99,0.04526866381359965,0.13545835513418175,-0.04509484566029105,-0.37,-3.63,weak,-4.0
2025-03-22,14 Boys Navy,PRFC Southeast Valley 14B Predator-Central,0,0,0.357148004337531,0.2982406086543033,0.41605540002075875,0.40039950517453204,1.1700000000000002,3.99,0.029999999999999995,T,0,regulation,,14 Boys Navy,1.1700000000000002,3.99,0.04526866381359965,0.13545835513418175,2.12,2.54,0.2982406086543033,0.41605540002075875,-0.45217786296721985,-2.45,2.45,good,0.0
2025-03-22,14 Boys Navy,Real Arizona 2014,0,8,0.6053062519205832,0.772230147408464,0.4383823564327025,0.5453789631092335,1.1700000000000002,3.99,0.029999999999999995,L,-8,regulation,,14 Boys Navy,1.1700000000000002,3.99,0.04526866381359965,0.13545835513418175,3.9000000000000004,2.46,0.772230147408464,0.4383823564327025,-0.711499588756244,-3.77,-4.23,weak,-8.0
2025-03-22,14 Boys Navy,State 48 FC Avondale 14 Black,1,3,0.36000308955921223,0.2929148834997622,0.42709129561866227,0.3740308974244148,1.1700000000000002,3.99,0.029999999999999995,L,-2,regulation,,14 Boys Navy,1.1700000000000002,3.99,0.04526866381359965,0.13545835513418175,2.1,2.5,0.2929148834997622,0.42709129561866227,-0.4605508959878528,-2.49,0.49,neutral,-2.0
2025-03-21,14 Boys Navy,2014 Boys Blue,1,4,0.31457853507717937,0.21036614360437464,0.4187909265499841,0.23719675780820632,1.1700000000000002,3.99,0.029999999999999995,L,-3,regulation,,14 Boys Navy,1.1700000000000002,3.99,0.04526866381359965,0.13545835513418175,1.79,2.5300000000000002,0.21036614360437464,0.4187909265499841,-0.4109761569714809,-2.24,-0.76,weak,-3.0
2025-03-16,14 Boys Navy,2014 Boys Yellow,0,0,0.5252985103675325,0.5858297669995243,0.46476725373554084,0.5678252377969536,1.1700000000000002,3.99,0.029999999999999995,T,0,regulation,,14 Boys Navy,1.1700000000000002,3.99,0.04526866381359965,0.13545835513418175,3.1999999999999997,2.37,0.5858297669995243,0.46476725373554084,-0.6446842958546125,-3.43,3.43,good,0.0
2025-03-15,14 Boys Navy,Tuzos Academy Mesa 2014,3,2,0.322001795512092,0.39676652401331425,0.24723706701086975,0.36055108981494643,1.1700000000000002,3.99,0.029999999999999995,W,1,regulation,,14 Boys Navy,1.1700000000000002,3.99,0.04526866381359965,0.13545835513418175,2.49,3.29,0.39676652401331425,0.24723706701086975,-0.33262248763683633,-1.84,2.84,good,1.0
2025-10-04,14 Cityzens,PRFC Desert Foothills 14B Predator,5,1,0.15419693794718128,0.18107465525439848,0.1273192206399641,0.2417370763179689,1.79,3.06,0.06999999999999997,W,4,regulation,,14 Cityzens,1.79,3.06,0.21036614360437464,0.29237725969942524,1.6800000000000002,4.050000000000001,0.18107465525439848,0.1273192206399641,0.13869822518692393,0.57,3.43,good,4.0
2025-09-27,14 Cityzens,14B Laroussi,5,2,0.21036614360437464,0.4207322872087493,0.0,0.2317478646544133,1.79,3.06,0.06999999999999997,W,3,regulation,,14 Cityzens,1.79,3.06,0.21036614360437464,0.29237725969942524,2.58,5.77,0.4207322872087493,0.0,0.14618862984971262,0.61,2.39,good,3.0
2025-09-14,14 Cityzens,State 48 FC Avondale 14 White,2,1,0.24637426434951995,0.15444602948169278,0.3383024992173471,0.312507570904611,1.79,3.06,0.06999999999999997,W,1,regulation,,14 Cityzens,1.79,3.06,0.21036614360437464,0.29237725969942524,1.58,2.8499999999999996,0.15444602948169278,0.3383024992173471,-0.05897074050410625,-0.44,1.44,good,1.0
2025-09-13,14 Cityzens,PRFC Southeast Valley 14B Predator,2,5,0.3893869820348699,0.5086067522586778,0.27016721181106196,0.31752060788460323,1.79,3.06,0.06999999999999997,L,-3,regulation,,14 Cityzens,1.79,3.06,0.21036614360437464,0.29237725969942524,2.9099999999999997,3.17,0.5086067522586778,0.27016721181106196,-0.1679158144863136,-1.0,-2.0,weak,-3.0
2025-09-13,14 Cityzens,PSC 2014B,2,0,0.3284487960933863,0.0,0.6568975921867726,0.2921993484233387,1.79,3.06,0.06999999999999997,W,2,regulation,,14 Cityzens,1.79,3.06,0.21036614360437464,0.29237725969942524,1.0,1.8333333333333333,0.0,0.6568975921867726,-0.3003428187326853,-1.67,3.67,good,2.0
2025-09-07,14 Cityzens,Excel Soccer Academy 14B Black,1,6,0.5796819879167213,0.6097955301949595,0.5495684456384832,0.5294741959937815,1.79,3.06,0.06999999999999997,L,-5,regulation,,14 Cityzens,1.79,3.06,0.21036614360437464,0.29237725969942524,3.29,2.11,0.6097955301949595,0.5495684456384832,-0.4979114372818756,-2.68,-2.32,weak,-5.0
2025-09-06,14 Cityzens,Madison FC 14 Blue Boys,2,7,0.3825488342228524,0.43138373751783154,0.33371393092787327,0.4469500571248788,1.79,3.06,0.06999999999999997,L,-5,regulation,,14 Cityzens,1.79,3.06,0.21036614360437464,0.29237725969942524,2.62,2.87,0.43138373751783154,0.33371393092787327,-0.19285102623270178,-1.12,-3.88,weak,-5.0
2025-09-06,14 Cityzens,Playmaker Futbol Academy 14B Black,1,6,0.6719516925509003,0.7615786970993815,0.582324688002419,0.6633190298409113,1.79,3.06,0.06999999999999997,L,-5,regulation,,14 Cityzens,1.79,3.06,0.21036614360437464,0.29237725969942524,3.86,2.02,0.7615786970993815,0.582324688002419,-0.6065592630980224,-3.24,-1.76,weak,-5.0
2025-08-31,14 Cityzens,Madison FC 14 White Boys,0,3,0.5497209547283024,0.6086543033761291,0.49078760608047556,0.30921803703467005,1.79,3.06,0.06999999999999997,L,-3,regulation,,14 Cityzens,1.79,3.06,0.21036614360437464,0.29237725969942524,3.2857142857142856,2.2857142857142856,0.6086543033761291,0.49078760608047556,-0.43855998431445287,-2.38,-0.62,weak,-3.0
2025-08-30,14 Cityzens,AZ Inferno 14 Boys Blue,3,1,0.210241288085544,0.2662862577270565,0.15419631844403145,0.11826072454811849,1.79,3.06,0.06999999999999997,W,2,regulation,,14 Cityzens,1.79,3.06,0.21036614360437464,0.29237725969942524,2.0,3.857142857142857,0.2662862577270565,0.15419631844403145,0.06921532614652756,0.21,1.79,good,2.0
2025-08-30,14 Cityzens,PRFC Scottsdale 14B Copa,0,5,0.23287358385581014,0.3275320970042795,0.13821507070734076,0.23022117925616115,1.79,3.06,0.029999999999999995,L,-5,regulation,,14 Cityzens,1.79,3.06,0.21036614360437464,0.29237725969942524,2.23,3.9699999999999998,0.3275320970042795,0.13821507070734076,0.05457365424460675,0.14,-5.14,weak,-5.0
2025-04-19,14 Cityzens,Scottsdale 14 Sandsharks Select,0,6,0.7489776509747978,0.4979553019495957,1.0,0.7154086192630205,1.79,3.06,0.029999999999999995,L,-6,regulation,,14 Cityzens,1.79,3.06,0.21036614360437464,0.29237725969942524,2.87,0.8400000000000001,0.4979553019495957,1.0,-0.8924228775207106,-4.0,-2.0,weak,-6.0
2025-04-19,14 Cityzens,Scottsdale 14 Sandsharks Select,0,6,0.7489776509747978,0.4979553019495957,1.0,0.7154086192630205,1.79,3.06,0.029999999999999995,L,-6,regulation,,14 Cityzens,1.79,3.06,0.21036614360437464,0.29237725969942524,2.87,0.8400000000000001,0.4979553019495957,1.0,-0.8924228775207106,-4.0,-2.0,weak,-6.0
2025-04-17,14 Cityzens,AZSC 2014B Pre-NL Premier 2,1,2,0.7545222444029569,0.532572515454113,0.9764719733518007,0.6553140691558984,1.79,3.06,0.029999999999999995,L,-1,regulation,,14 Cityzens,1.79,3.06,0.21036614360437464,0.29237725969942524,3.0,1.24,0.532572515454113,0.9764719733518007,-0.8862034576247699,-4.0,3.0,good,-1.0
2025-04-15,14 Cityzens,Southeast 2014 Boys Green,0,0,0.4984745905785266,0.4979553019495956,0.4989938792074576,0.5084601660456474,1.79,3.06,0.029999999999999995,T,0,regulation,,14 Cityzens,1.79,3.06,0.21036614360437464,0.29237725969942524,2.8699999999999997,2.2600000000000002,0.4979553019495956,0.4989938792074576,-0.3914167567281681,-2.14,2.14,good,0.0
2025-04-15,14 Cityzens,Southeast 2014 Boys Green,0,0,0.4984745905785266,0.4979553019495956,0.4989938792074576,0.5084601660456474,1.79,3.06,0.029999999999999995,T,0,regulation,,14 Cityzens,1.79,3.06,0.21036614360437464,0.29237725969942524,2.8699999999999997,2.2600000000000002,0.4979553019495956,0.4989938792074576,-0.3914167567281681,-2.14,2.14,good,0.0
2025-04-04,14 Cityzens,AZ Arsenal 14 Boys Select,3,0,0.4377809517395671,0.49947693770803603,0.3760849657710982,0.317442160417433,1.79,3.06,0.029999999999999995,W,3,regulation,,14 Cityzens,1.79,3.06,0.21036614360437464,0.29237725969942524,2.875714285714286,2.692857142857143,0.49947693770803603,0.3760849657710982,-0.26926866117102893,-1.51,4.51,good,3.0
2025-03-30,14 Cityzens,Scottsdale 14 Sandsharks Select,0,2,0.7489776509747978,0.4979553019495957,1.0,0.7154086192630205,1.79,3.06,0.029999999999999995,L,-2,regulation,,14 Cityzens,1.79,3.06,0.21036614360437464,0.29237725969942524,2.87,0.8400000000000001,0.4979553019495957,1.0,-0.8924228775207106,-4.0,2.0,good,-2.0
2025-03-30,14 Cityzens,Scottsdale 14 Sandsharks Select,0,0,0.7489776509747978,0.4979553019495957,1.0,0.7154086192630205,1.79,3.06,0.029999999999999995,T,0,regulation,,14 Cityzens,1.79,3.06,0.21036614360437464,0.29237725969942524,2.87,0.8400000000000001,0.4979553019495957,1.0,-0.8924228775207106,-4.0,4.0,good,0.0
2025-03-29,14 Cityzens,Real Arizona 2014,6,1,0.6053062519205832,0.772230147408464,0.4383823564327025,0.5453789631092335,1.79,3.06,0.029999999999999995,W,5,regulation,,14 Cityzens,1.79,3.06,0.21036614360437464,0.29237725969942524,3.9000000000000004,2.46,0.772230147408464,0.4383823564327025,-0.46794265668284724,-2.53,7.53,good,5.0
2025-10-04,14 Pre-MLSN #1,Tuzos Royals 2014,3,0,0.3733101381782524,0.19705183071802188,0.549568445638483,0.48286311441224306,3.4799999999999995,2.18,0.06999999999999997,W,3,regulation,,14 Pre-MLSN #1,3.4799999999999995,2.18,0.6603899191631,0.5253732337735774,1.7400000000000002,2.1100000000000003,0.19705183071802188,0.549568445638483,0.27498217505239475,1.26,1.74,good,3.0
2025-09-21,14 Pre-MLSN #1,14 Pre-MLSN #2,3,2,0.7808279823109414,0.80152163575844,0.7601343288634428,0.6668851851852945,3.4799999999999995,2.18,0.06999999999999997,W,1,regulation,,14 Pre-MLSN #1,3.4799999999999995,2.18,0.6603899191631,0.5253732337735774,4.01,1.6099999999999999,0.80152163575844,0.7601343288634428,-0.23781861069277416,-1.35,2.35,good,1.0
2025-08-31,14 Pre-MLSN #1,Southeast 2014 Boys Black,1,3,0.6845570051290395,0.631986051672214,0.7371279585858649,0.6127777184589351,3.4799999999999995,2.18,0.06999999999999997,L,-2,regulation,,14 Pre-MLSN #1,3.4799999999999995,2.18,0.6603899191631,0.5253732337735774,3.373333333333333,1.6566666666666667,0.631986051672214,0.7371279585858649,-0.13004444837208323,-0.8,-1.2,weak,-2.0
2025-08-30,14 Pre-MLSN #1,Tuzos Royals 2014,2,2,0.3733101381782524,0.19705183071802188,0.549568445638483,0.48286311441224306,3.4799999999999995,2.18,0.06999999999999997,T,0,regulation,,14 Pre-MLSN #1,3.4799999999999995,2.18,0.6603899191631,0.5253732337735774,1.7400000000000002,2.1100000000000003,0.19705183071802188,0.549568445638483,0.27498217505239475,1.26,-1.26,weak,0.0
2025-08-30,14 Pre-MLSN #1,Dynamos SC 14B SC,3,3,0.5799452550492094,0.4047551117451259,0.7551353983532928,0.6034436974400506,3.4799999999999995,2.18,0.06999999999999997,T,0,regulation,,14 Pre-MLSN #1,3.4799999999999995,2.18,0.6603899191631,0.5253732337735774,2.52,1.62,0.4047551117451259,0.7551353983532928,-0.0344364181759671,-0.32,0.32,neutral,0.0
2025-05-25,14 Pre-MLSN #1,State 48 FC Avondale 14 White,5,0,0.24637426434951995,0.15444602948169278,0.3383024992173471,0.312507570904611,3.4799999999999995,2.18,0.06999999999999997,W,5,regulation,,14 Pre-MLSN #1,3.4799999999999995,2.18,0.6603899191631,0.5253732337735774,1.58,2.8499999999999996,0.15444602948169278,0.3383024992173471,0.5075510220916951,2.45,2.55,good,5.0
2025-05-24,14 Pre-MLSN #1,FC Deportivo AZ 2014B (Gallegos),5,3,0.7225975421679336,0.9819305753685209,0.4632645089673463,0.6214480246381031,3.4799999999999995,2.18,0.06999999999999997,W,2,regulation,,14 Pre-MLSN #1,3.4799999999999995,2.18,0.6603899191631,0.5253732337735774,4.6875,2.375,0.9819305753685209,0.4632645089673463,-0.03115326060171808,-0.3,2.3,good,2.0
2025-04-26,14 Pre-MLSN #1,Legends FC AZ 14B Black,1,5,0.7123470768533077,0.617784117926771,0.8069100357798443,0.7461518744315818,3.4799999999999995,2.18,0.06999999999999997,L,-4,regulation,,14 Pre-MLSN #1,3.4799999999999995,2.18,0.6603899191631,0.5253732337735774,3.32,1.52,0.617784117926771,0.8069100357798443,-0.19272555869334118,-1.12,-2.88,weak,-4.0
2025-04-13,14 Pre-MLSN #1,Excel Soccer Academy 14B Red,1,2,0.48533819575478,0.45534950071326663,0.5153268907962933,0.562873751999598,3.4799999999999995,2.18,0.06999999999999997,L,-1,regulation,,14 Pre-MLSN #1,3.4799999999999995,2.18,0.6603899191631,0.5253732337735774,2.71,2.21,0.45534950071326663,0.5153268907962933,0.180074894896962,0.78,-1.78,weak,-1.0
2025-04-05,14 Pre-MLSN #1,CDO 14B Premier,9,0,0.41656927405343147,0.386115073704232,0.4470234744026309,0.5161104784239885,3.4799999999999995,2.18,0.06999999999999997,W,9,regulation,,14 Pre-MLSN #1,3.4799999999999995,2.18,0.6603899191631,0.5253732337735774,2.45,2.43,0.386115073704232,0.4470234744026309,0.2829955247951418,1.3,7.7,good,9.0
2025-03-22,14 Pre-MLSN #1,Eagles F.C.,9,2,0.3521156548070802,0.05858297669995249,0.6456483329142079,0.3921246842274535,3.4799999999999995,2.18,0.029999999999999995,W,7,regulation,,14 Pre-MLSN #1,3.4799999999999995,2.18,0.6603899191631,0.5253732337735774,1.2200000000000002,1.8599999999999999,0.05858297669995249,0.6456483329142079,0.24813671478570454,1.13,5.87,good,7.0
2025-03-22,14 Pre-MLSN #1,14B Hinds,12,0,0.45174985987299887,0.3781264859724202,0.5253732337735775,0.374818793731911,3.4799999999999995,2.18,0.029999999999999995,W,12,regulation,,14 Pre-MLSN #1,3.4799999999999995,2.18,0.6603899191631,0.5253732337735774,2.42,2.1799999999999997,0.3781264859724202,0.5253732337735775,0.20864005929010107,0.92,11.08,good,12.0
2025-03-02,14 Pre-MLSN #1,Legends FC AZ 14B Black,1,4,0.7123470768533077,0.617784117926771,0.8069100357798443,0.7461518744315818,3.4799999999999995,2.18,0.029999999999999995,L,-3,regulation,,14 Pre-MLSN #1,3.4799999999999995,2.18,0.6603899191631,0.5253732337735774,3.32,1.52,0.617784117926771,0.8069100357798443,-0.19272555869334118,-1.12,-1.88,weak,-3.0
2025-02-02,14 Pre-MLSN #1,Playmaker Futbol Academy 14B Black,3,0,0.6719516925509003,0.7615786970993815,0.582324688002419,0.6633190298409113,3.4799999999999995,2.18,0.029999999999999995,W,3,regulation,,14 Pre-MLSN #1,3.4799999999999995,2.18,0.6603899191631,0.5253732337735774,3.86,2.02,0.7615786970993815,0.582324688002419,-0.0400375005022211,-0.35,3.35,good,3.0
2024-12-08,14 Pre-MLSN #1,AZ Arsenal Pre-ECNL B14,1,7,0.870182486743727,1.0,0.740364973487454,0.8254359878951854,3.4799999999999995,2.18,0.029999999999999995,L,-6,regulation,,14 Pre-MLSN #1,3.4799999999999995,2.18,0.6603899191631,0.5253732337735774,5.5,1.6500000000000001,1.0,0.740364973487454,-0.31728843743756535,-1.76,-4.24,weak,-6.0
2024-11-24,14 Pre-MLSN #1,Southeast 2014 Boys Red,3,2,0.6298075393922282,0.4686638135996194,0.7909512651848369,0.6024725883568327,3.4799999999999995,2.18,0.029999999999999995,W,1,regulation,,14 Pre-MLSN #1,3.4799999999999995,2.18,0.6603899191631,0.5253732337735774,2.76,1.55,0.4686638135996194,0.7909512651848369,-0.10220663593475798,-0.66,1.66,good,1.0
2024-11-23,14 Pre-MLSN #1,PRFC North Valley 14B PreAcademy,2,1,0.4207734832807509,0.3195435092724679,0.522003457289034,0.4710360422152627,3.4799999999999995,2.18,0.029999999999999995,W,1,regulation,,14 Pre-MLSN #1,3.4799999999999995,2.18,0.6603899191631,0.5253732337735774,2.2,2.19,0.3195435092724679,0.522003457289034,0.24130132412462074,1.09,-0.09,neutral,1.0
2024-10-26,14 Pre-MLSN #1,Excel Soccer Academy 14B Red,3,4,0.48533819575478,0.45534950071326663,0.5153268907962933,0.562873751999598,3.4799999999999995,2.18,0.029999999999999995,L,-1,regulation,,14 Pre-MLSN #1,3.4799999999999995,2.18,0.6603899191631,0.5253732337735774,2.71,2.21,0.45534950071326663,0.5153268907962933,0.180074894896962,0.78,-1.78,weak,-1.0
2024-10-20,14 Pre-MLSN #1,PRFC North Valley 14B PreAcademy,2,4,0.4207734832807509,0.3195435092724679,0.522003457289034,0.4710360422152627,3.4799999999999995,2.18,0.029999999999999995,L,-2,regulation,,14 Pre-MLSN #1,3.4799999999999995,2.18,0.6603899191631,0.5253732337735774,2.2,2.19,0.3195435092724679,0.522003457289034,0.24130132412462074,1.09,-3.09,weak,-2.0
2024-10-12,14 Pre-MLSN #1,Legends FC AZ 14B Black,3,2,0.7123470768533077,0.617784117926771,0.8069100357798443,0.7461518744315818,3.4799999999999995,2.18,0.029999999999999995,W,1,regulation,,14 Pre-MLSN #1,3.4799999999999995,2.18,0.6603899191631,0.5253732337735774,3.32,1.52,0.617784117926771,0.8069100357798443,-0.19272555869334118,-1.12,2.12,good,1.0
2025-10-04,14 Pre-MLSN #2,14B Rayados Blue AL,5,1,0.3355751524707783,0.3661436043747027,0.3050067005668538,0.3762610232648128,4.01,1.6099999999999999,0.06999999999999997,W,4,regulation,,14 Pre-MLSN #2,4.01,1.6099999999999999,0.80152163575844,0.7601343288634428,2.375,3.0,0.3661436043747027,0.3050067005668538,0.6935102974359563,3.4,0.6,good,4.0
2025-10-04,14 Pre-MLSN #2,14B Rayados Blue AL,5,1,0.3355751524707783,0.3661436043747027,0.3050067005668538,0.3762610232648128,4.01,1.6099999999999999,0.06999999999999997,W,4,regulation,,14 Pre-MLSN #2,4.01,1.6099999999999999,0.80152163575844,0.7601343288634428,2.375,3.0,0.3661436043747027,0.3050067005668538,0.6935102974359563,3.4,0.6,good,4.0
2025-09-28,14 Pre-MLSN #2,PRFC Desert Foothills 14B Pre-Academy,2,1,0.446613942404957,0.4633380884450784,0.42988979636483554,0.5603501632726239,4.01,1.6099999999999999,0.06999999999999997,W,1,regulation,,14 Pre-MLSN #2,4.01,1.6099999999999999,0.80152163575844,0.7601343288634428,2.74,2.49,0.4633380884450784,0.42988979636483554,0.5200299596027866,2.51,-1.51,weak,1.0
2025-09-21,14 Pre-MLSN #2,14 Pre-MLSN #1,2,3,0.5928815764683386,0.6603899191631,0.5253732337735774,0.6721292136280018,4.01,1.6099999999999999,0.06999999999999997,L,-1,regulation,,14 Pre-MLSN #2,4.01,1.6099999999999999,0.80152163575844,0.7601343288634428,3.4799999999999995,2.18,0.6603899191631,0.5253732337735774,0.3260206068350341,1.52,-2.52,weak,-1.0
2025-08-30,14 Pre-MLSN #2,Phoenix Premier FC 14B Pre MLS Next AD,0,2,0.15062353438789927,0.19971469329529237,0.1015323754805062,0.24576171887447784,4.01,1.6099999999999999,0.06999999999999997,L,-2,regulation,,14 Pre-MLSN #2,4.01,1.6099999999999999,0.80152163575844,0.7601343288634428,1.75,4.25,0.19971469329529237,0.1015323754805062,0.9801990780620091,4.0,-6.0,weak,-2.0
2025-08-30,14 Pre-MLSN #2,Phoenix Premier FC 14B Pre MLS Next AD,0,2,0.15062353438789927,0.19971469329529237,0.1015323754805062,0.24576171887447784,4.01,1.6099999999999999,0.06999999999999997,L,-2,regulation,,14 Pre-MLSN #2,4.01,1.6099999999999999,0.80152163575844,0.7601343288634428,1.75,4.25,0.19971469329529237,0.1015323754805062,0.9801990780620091,4.0,-6.0,weak,-2.0
2025-08-30,14 Pre-MLSN #2,Playmaker Futbol Academy PRE-ECNL B14,2,4,0.42139260867414874,0.410080836899667,0.43270438044863047,0.4668549729869667,4.01,1.6099999999999999,0.06999999999999997,L,-2,regulation,,14 Pre-MLSN #2,4.01,1.6099999999999999,0.80152163575844,0.7601343288634428,2.54,2.48,0.410080836899667,0.43270438044863047,0.5438440012916974,2.63,-4.63,weak,-2.0
2025-05-25,14 Pre-MLSN #2,Phoenix United 2014 Premier,9,0,0.9295427983286456,0.8893961008083687,0.9696894958489225,0.8006949210401241,4.01,1.6099999999999999,0.06999999999999997,W,9,regulation,,14 Pre-MLSN #2,4.01,1.6099999999999999,0.80152163575844,0.7601343288634428,4.34,1.25,0.8893961008083687,0.9696894958489225,-0.23279874606294543,-1.33,10.33,good,9.0
