Date,Team A,Team B,Score A,Score B,Result A,Result B,Event,Competition,Division,Venue,Location,Match ID,Original Team ID,Original Team Rank,Team A State,Team B State,Team A Gender,Team B Gender,Team A State Corrected,Team B State Corrected,Team A State Better,Team B State Better,Team A Is Arizona,Team B Is Arizona
2024-09-14,RSL-AZ Yuma 14 Boys Quinonez,CCV Stars 14 Boys East Pre-ECNL,6,0,W,L,2024 Cactus Kick Off,Cactus Kick Off,U11B U11 Boys Paraguay,Reach 11 Sports Complex,"2425 E Deer Valley Dr , Phoenix, AZ 85050",17674686,330680,1352,AZ,Unknown,M,M,AZ,AZ,AZ,AZ,True,True
2024-09-13,CCV Stars 14 Boys East Pre-ECNL,Phoenix Premier FC 14B White,3,3,T,T,2024 Cactus Kick Off,Cactus Kick Off,U11B U11 Boys Paraguay,Reach 11 Sports Complex,"2425 E Deer Valley Dr , Phoenix, AZ 85050",17674690,330680,1352,Unknown,AZ,M,M,AZ,AZ,AZ,AZ,True,True
2025-09-20,AZVV B2014 (NAVY),Phoenix Valley Soccer Club boys 2014,0,4,L,W,2025-26 MaxinMotion Open League Season 1,OPEN League: Season 1,U12B MaxInMotion Open League Division 10 12U Boys,Mingus Union High School,"1801 E Fir St, Cottonwood, AZ 86326",21763197,492657,1359,AZ,AZ,M,M,Non-AZ,AZ,AZ,AZ,False,True
2025-08-31,Phoenix Valley Soccer Club boys 2014,Madison FC 14 White Boys,3,3,T,T,Phoenix Rising Cup 2025,Phoenix Rising Cup,U12B U12 Boys Bronze - Aaronson,Reach 11 Sports Complex (PRC),"2425 E Deer Valley Dr , Phoenix , AZ 85050",22382112,492657,1359,AZ,NY,M,M,AZ,AZ,AZ,AZ,True,True
2025-08-31,PRFC Scottsdale 14B Copa,Phoenix Valley Soccer Club boys 2014,1,3,L,W,Phoenix Rising Cup 2025,Phoenix Rising Cup,U12B U12 Boys Bronze - Aaronson,Reach 11 Sports Complex (PRC),"2425 E Deer Valley Dr , Phoenix , AZ 85050",22382110,492657,1359,AZ,AZ,M,M,AZ,AZ,AZ,AZ,True,True
2025-08-30,Madison FC 14 White Boys,Phoenix Valley Soccer Club boys 2014,5,1,W,L,Phoenix Rising Cup 2025,Phoenix Rising Cup,U12B U12 Boys Bronze - Aaronson,Reach 11 Sports Complex (PRC),"2425 E Deer Valley Dr , Phoenix , AZ 85050",22382109,492657,1359,NY,AZ,M,M,AZ,AZ,AZ,AZ,True,True
2025-08-30,Phoenix Valley Soccer Club boys 2014,PRFC Desert Foothills 14B Predator,5,3,W,L,Phoenix Rising Cup 2025,Phoenix Rising Cup,U12B U12 Boys Bronze - Aaronson,Reach 11 Sports Complex (PRC),"2425 E Deer Valley Dr , Phoenix , AZ 85050",22382108,492657,1359,AZ,Unknown,M,M,AZ,AZ,AZ,AZ,True,True
2025-04-26,PRFC Scottsdale 14B Pre-Academy,Phoenix Valley Soccer Club boys 2014,11,2,W,L,2025 Arizona Presidents Cup,Arizona Presidents Cup ,U11B 11U Boys Silver - Driven by Desert Ford Dealers,Reach 11 (ASA),"2425 E. Deer Valley Rd, Phoenix, AZ 85050",19923020,492657,1359,AZ,AZ,M,M,AZ,AZ,AZ,AZ,True,True
2025-04-13,Phoenix Valley Soccer Club boys 2014,Madison FC 14 Gold Boys Storm,0,3,L,W,2025 Arizona Presidents Cup,Arizona Presidents Cup ,U11B 11U Boys Silver - Driven by Desert Ford Dealers,Reach 11 (ASA),"2425 E. Deer Valley Rd, Phoenix, AZ 85050",19923006,492657,1359,AZ,NY,M,M,AZ,Non-AZ,AZ,Non-AZ,True,False
2025-04-12,14B Flores,Phoenix Valley Soccer Club boys 2014,10,0,W,L,2025 Arizona Presidents Cup,Arizona Presidents Cup ,U11B 11U Boys Silver - Driven by Desert Ford Dealers,Reach 11 (ASA),"2425 E. Deer Valley Rd, Phoenix, AZ 85050",19922990,492657,1359,FL,AZ,M,M,Non-AZ,AZ,Non-AZ,AZ,False,True
2025-03-23,Phoenix Valley Soccer Club boys 2014,2014 Rush Boys,1,3,L,W,2025 Copper State Challenge,Copper State Challenge,U11B U11 Boys Copper West,Arizona Athletic Grounds,"1 Legacy Drive, Mesa, AZ 85212",19867495,492657,1359,AZ,Unknown,M,M,AZ,AZ,AZ,AZ,True,True
2025-03-22,AZSC 15B White,Phoenix Valley Soccer Club boys 2014,4,0,W,L,2025 Copper State Challenge,Copper State Challenge,U11B U11 Boys Copper West,Arizona Athletic Grounds,"1 Legacy Drive, Mesa, AZ 85212",19867497,492657,1359,AZ,AZ,M,M,Non-AZ,AZ,AZ,AZ,False,True
2025-02-15,PRFC Scottsdale 14B Copa,Phoenix Valley Soccer Club boys 2014,2,3,L,W,2024-25 MaxinMotion Open League Season 2,Futsal B and G ,U11B MaxInMotion Open League Division 10 11U Boys,Scottsdale Chaparral Park ,"5401 N. Hayden Road  , Scottsdale, AZ 85250",18570093,492657,1359,AZ,AZ,M,M,AZ,AZ,AZ,AZ,True,True
2025-02-08,Phoenix Valley Soccer Club boys 2014,AZSC 14B Azanger,0,1,L,W,2024-25 MaxinMotion Open League Season 2,Futsal B and G ,U11B MaxInMotion Open League Division 10 11U Boys,Paiute Park,"3210 N 66th St, Scottsdale, AZ 85251",18570087,492657,1359,AZ,AZ,M,M,AZ,Non-AZ,AZ,AZ,True,False
2025-01-25,Select 14B,Phoenix Valley Soccer Club boys 2014,4,2,W,L,2024-25 MaxinMotion Open League Season 2,Futsal B and G ,U11B MaxInMotion Open League Division 10 11U Boys,P- Mountain Valley Park Yavapai Soccer,"8600 E. Nace Ln. , Prescott Valley , AZ 86314",18570079,492657,1359,Unknown,AZ,M,M,AZ,AZ,AZ,AZ,True,True
2025-01-11,2014 Boys Blue,Phoenix Valley Soccer Club boys 2014,1,1,T,T,2024-25 MaxinMotion Open League Season 2,Futsal B and G ,U11B MaxInMotion Open League Division 10 11U Boys,Venturoso Park,"14425 N 32nd St , Phoenix, AZ 85032",18570072,492657,1359,Unknown,AZ,M,M,AZ,AZ,AZ,AZ,True,True
2024-12-08,Phoenix Valley Soccer Club boys 2014,Playmaker Futbol Academy 14B White,3,1,W,L,Christmas Angel 2024,Salvation Army Christmas Angel,U11B U11 Boys Frosty's Broom,Reach 11 Sports Complex,"2425 E Deer Valley Dr , Phoenix, AZ 85050",18382629,492657,1359,AZ,CA,M,M,AZ,Non-AZ,AZ,Non-AZ,True,False
2024-12-07,AZ Arsenal 14 Boys AYDP,Phoenix Valley Soccer Club boys 2014,6,2,W,L,Christmas Angel 2024,Salvation Army Christmas Angel,U11B U11 Boys Frosty's Broom,Reach 11 Sports Complex,"2425 E Deer Valley Dr , Phoenix, AZ 85050",18382621,492657,1359,AZ,AZ,M,M,Non-AZ,AZ,AZ,AZ,False,True
2024-12-07,Phoenix Valley Soccer Club boys 2014,Real Arizona 2014,4,5,L,W,Christmas Angel 2024,Salvation Army Christmas Angel,U11B U11 Boys Frosty's Broom,Reach 11 Sports Complex,"2425 E Deer Valley Dr , Phoenix, AZ 85050",18382624,492657,1359,AZ,AZ,M,M,AZ,AZ,AZ,AZ,True,True
2024-11-16,Phoenix Valley Soccer Club boys 2014,Select 14B,2,3,L,W,2024-25 MaxinMotion Open League Season 1,OPEN League: Season 1,U11B MaxInMotion Open League Division 11 11U Boys,Paiute Park,"3210 N 66th St, Scottsdale, AZ 85251",17072561,492657,1359,AZ,Unknown,M,M,AZ,AZ,AZ,AZ,True,True
2024-11-09,Phoenix Valley Soccer Club boys 2014,Phoenix Premier FC 14B CG,2,6,L,W,Kick for the Cure 2024,Kick for the Cure,U11B U11 Boys Horvath,West Valley Events Complex - Field,"10020 N. Ball Park Blvd., Glendale, AZ 85305",18148390,492657,1359,AZ,AZ,M,M,AZ,Non-AZ,AZ,AZ,True,False
2024-11-09,Scottsdale 14 Sandsharks Black,Phoenix Valley Soccer Club boys 2014,2,1,W,L,Kick for the Cure 2024,Kick for the Cure,U11B U11 Boys Horvath,Scottsdale Sports Complex (ASA),"8081 E. Princess Drive, Scottsdale, AZ 85225",18148392,492657,1359,AZ,AZ,M,M,AZ,AZ,AZ,AZ,True,True
2024-11-02,Phoenix Valley Soccer Club boys 2014,CCV STARS 14 Boys Navy LAV,8,2,W,L,2024-25 MaxinMotion Open League Season 1,OPEN League: Season 1,U11B MaxInMotion Open League Division 11 11U Boys,Paiute Park,"3210 N 66th St, Scottsdale, AZ 85251",17072570,492657,1359,AZ,Unknown,M,M,AZ,Non-AZ,AZ,AZ,True,False
2024-10-26,Select 14/15B Red,Phoenix Valley Soccer Club boys 2014,2,3,L,W,2024-25 MaxinMotion Open League Season 1,OPEN League: Season 1,U11B MaxInMotion Open League Division 11 11U Boys,Phoenix Events Complex (ASA),"2209 N. 99th Ave, Phoenix, AZ 85305",17072567,492657,1359,Unknown,AZ,M,M,Non-AZ,AZ,AZ,AZ,False,True
2024-10-19,AZ Arsenal 14 Boys Teal 2 AP,Phoenix Valley Soccer Club boys 2014,1,1,T,T,2024-25 MaxinMotion Open League Season 1,OPEN League: Season 1,U11B MaxInMotion Open League Division 11 11U Boys,Arizona Athletic Grounds,"1 Legacy Drive, Mesa, AZ 85212",17072574,492657,1359,AZ,AZ,M,M,Non-AZ,AZ,AZ,AZ,False,True
2024-09-21,Phoenix Valley Soccer Club boys 2014,AZSC 14B Azanger,2,4,L,W,2024-25 MaxinMotion Open League Season 1,OPEN League: Season 1,U11B MaxInMotion Open League Division 11 11U Boys,Paiute Park,"3210 N 66th St, Scottsdale, AZ 85251",17072560,492657,1359,AZ,AZ,M,M,AZ,Non-AZ,AZ,AZ,True,False
2024-09-07,Phoenix Valley Soccer Club boys 2014,AZ Inferno 14 Boys Black,3,0,W,L,2024-25 MaxinMotion Open League Season 1,OPEN League: Season 1,U11B MaxInMotion Open League Division 11 11U Boys,Paiute Park,"3210 N 66th St, Scottsdale, AZ 85251",17072551,492657,1359,AZ,AZ,M,M,AZ,AZ,AZ,AZ,True,True
2025-10-04,State 48 FC Avondale 14 Black,Excel Soccer Academy 14B Black,0,3,L,W,2025-26 MaxinMotion Open League Season 1,OPEN League: Season 1,U12B MaxInMotion Open League Division 6 12U Boys,Gateway Park,"10100 N El Mirage Rd , El Mirage, AZ 85335",21792582,419768,1384,Unknown,CA,M,M,AZ,AZ,AZ,AZ,True,True
2025-09-20,AZEV B2014 (WHITE),Excel Soccer Academy 14B Black,0,4,L,W,2025-26 MaxinMotion Open League Season 1,OPEN League: Season 1,U12B MaxInMotion Open League Division 6 12U Boys,Quail Run (ASA),"4155 E. Virginia , Mesa, AZ 85215 ",21792575,419768,1384,AZ,CA,M,M,AZ,AZ,AZ,AZ,True,True
2025-09-13,Excel Soccer Academy 14B Black,East Valley NSFC 14 Boys Tiggs,6,2,W,L,2025-26 MaxinMotion Open League Season 1,OPEN League: Season 1,U12B MaxInMotion Open League Division 6 12U Boys,West Valley Events Complex,"10020 N. Ball Park Blvd, Glendale, AZ 85305",21792571,419768,1384,CA,Unknown,M,M,AZ,AZ,AZ,AZ,True,True
2025-09-07,14 Cityzens,Excel Soccer Academy 14B Black,1,6,L,W,FSC Champions Cup (Boys - 2025),Flagstaff Soccer United Cup,U12B U12B United (9v9),F- Thorpe Softball Complex,"191 N. Thorpe Rd, Flagstaff, AZ 86001",22366386,419768,1384,Unknown,CA,M,M,AZ,AZ,AZ,AZ,True,True
2025-09-06,Playmaker Futbol Academy 14B Black,Excel Soccer Academy 14B Black,3,3,T,T,FSC Champions Cup (Boys - 2025),Flagstaff Soccer United Cup,U12B U12B United (9v9),F- Thorpe Softball Complex,"191 N. Thorpe Rd, Flagstaff, AZ 86001",22366377,419768,1384,CA,CA,M,M,AZ,AZ,AZ,AZ,True,True
2025-09-06,Excel Soccer Academy 14B Black,Madison FC 14 Blue Boys,0,2,L,W,FSC Champions Cup (Boys - 2025),Flagstaff Soccer United Cup,U12B U12B United (9v9),F- Thorpe Softball Complex,"191 N. Thorpe Rd, Flagstaff, AZ 86001",22366382,419768,1384,CA,NY,M,M,AZ,AZ,AZ,AZ,True,True
2025-03-22,Excel Soccer Academy 14B Black,Phoenix United 2015 Academy,3,3,T,T,TFC Spring Cup 2025,TFC Spring Cup,U11B U11 Boys Gold,Rose Mofford,"9833 N 25th Ave, Phoenix, AZ 85021",19881258,419768,1384,CA,AZ,M,M,AZ,Non-AZ,AZ,Non-AZ,True,False
2025-03-22,Excel Soccer Academy 14B Black,2014 Boys Yellow,1,6,L,W,TFC Spring Cup 2025,TFC Spring Cup,U11B U11 Boys Gold,Rose Mofford,"9833 N 25th Ave, Phoenix, AZ 85021",19881256,419768,1384,CA,Unknown,M,M,AZ,AZ,AZ,AZ,True,True
2025-03-01,Excel Soccer Academy 14B Black,AZEV B2014 (WHITE),1,3,L,W,2024-25 MaxinMotion Open League Season 2,Futsal B and G ,U11B MaxInMotion Open League Division 7 11U Boys,Longview Elementary (ESA),"1209 E Indian School, Phoenix, AZ 85014",18569725,419768,1384,CA,AZ,M,M,AZ,AZ,AZ,AZ,True,True
2025-02-08,PSG 14B Blue,Excel Soccer Academy 14B Black,3,0,W,L,2024-25 MaxinMotion Open League Season 2,Futsal B and G ,U11B MaxInMotion Open League Division 7 11U Boys,West Valley Events Complex - Field,"10020 N. Ball Park Blvd., Glendale, AZ 85305",18569736,419768,1384,Unknown,CA,M,M,AZ,AZ,AZ,AZ,True,True
2025-01-25,Tuzos 2014 Nava,Excel Soccer Academy 14B Black,1,6,L,W,2024-25 MaxinMotion Open League Season 2,Futsal B and G ,U11B MaxInMotion Open League Division 7 11U Boys,West Valley Events Complex - Field,"10020 N. Ball Park Blvd., Glendale, AZ 85305",18569729,419768,1384,Unknown,CA,M,M,AZ,AZ,AZ,AZ,True,True
2025-01-19,Real Arizona 2014,Excel Soccer Academy 14B Black,6,2,W,L,North Scottsdale Sandsharks Invitational 2025,Sandsharks,U11B U11 Boys Costa Rica,Rose Mofford Sports Complex,"9833 N 25th Avenue , Phoenix, AZ 85021",18653786,419768,1384,AZ,CA,M,M,AZ,AZ,AZ,AZ,True,True
2025-01-17,2014 Boys Yellow,Excel Soccer Academy 14B Black,0,1,L,W,North Scottsdale Sandsharks Invitational 2025,Sandsharks,U11B U11 Boys Costa Rica,Rose Mofford Sports Complex,"9833 N 25th Avenue , Phoenix, AZ 85021",18653784,419768,1384,Unknown,CA,M,M,AZ,AZ,AZ,AZ,True,True
2025-01-11,PRFC North Valley 14B Copa,Excel Soccer Academy 14B Black,0,5,L,W,2024-25 MaxinMotion Open League Season 2,Futsal B and G ,U11B MaxInMotion Open League Division 7 11U Boys,Anthem Opportunity Way (ASA),"41906 N 46th Ln , Phoenix, AZ 85086",18569722,419768,1384,CO,CA,M,M,AZ,AZ,AZ,AZ,True,True
2024-11-09,Synergy FC 14 B,Excel Soccer Academy 14B Black,1,9,L,W,Kick for the Cure 2024,Kick for the Cure,U11B U11 Boys Zendejas,West Valley Events Complex - Field,"10020 N. Ball Park Blvd., Glendale, AZ 85305",18147070,419768,1384,Unknown,CA,F,M,AZ,AZ,AZ,AZ,True,True
2024-10-19,PRFC West Valley 14B Predator,Excel Soccer Academy 14B Black,2,5,L,W,2024-25 MaxinMotion Open League Season 1,OPEN League: Season 1,U11B MaxInMotion Open League Division 8 11U Boys,Festival Field (PRFC - WV),"101 E Lower Buckeye Rd, Avondale, AZ 85323",17071620,419768,1384,Unknown,CA,M,M,AZ,AZ,AZ,AZ,True,True
2024-10-05,Excel Soccer Academy 14B Black,CCV STARS 14 Boys White PEO,5,2,W,L,2024-25 MaxinMotion Open League Season 1,OPEN League: Season 1,U11B MaxInMotion Open League Division 8 11U Boys,Longview Elementary (ESA),"1209 E Indian School, Phoenix, AZ 85014",17071613,419768,1384,CA,Unknown,M,M,AZ,Non-AZ,AZ,AZ,True,False
2024-09-28,FSC United 14 Boys,Excel Soccer Academy 14B Black,2,8,L,W,2024-25 MaxinMotion Open League Season 1,OPEN League: Season 1,U11B MaxInMotion Open League Division 8 11U Boys,F- Thorpe Softball Complex,"191 N. Thorpe Rd, Flagstaff, AZ 86001",17071606,419768,1384,Unknown,CA,M,M,AZ,AZ,AZ,AZ,True,True
2024-09-14,PSG 14B Blue,Excel Soccer Academy 14B Black,2,2,T,T,2024-25 MaxinMotion Open League Season 1,OPEN League: Season 1,U11B MaxInMotion Open League Division 8 11U Boys,West Valley Events Complex - Field,"10020 N. Ball Park Blvd., Glendale, AZ 85305",17071599,419768,1384,Unknown,CA,M,M,AZ,AZ,AZ,AZ,True,True
2024-09-08,CCV STARS 14 Boys White PEO,Excel Soccer Academy 14B Black,5,6,L,W,FSC Champions Cup (Boys - 2024),Flagstaff Soccer United Cup,U11B U11B Green (9v9),F- Thorpe Softball Complex,"191 N. Thorpe Rd, Flagstaff, AZ 86001",17479114,419768,1384,Unknown,CA,M,M,Non-AZ,AZ,AZ,AZ,False,True
2024-09-07,Madison FC 14 Blue Boys,Excel Soccer Academy 14B Black,2,2,T,T,FSC Champions Cup (Boys - 2024),Flagstaff Soccer United Cup,U11B U11B Green (9v9),F- Thorpe Softball Complex,"191 N. Thorpe Rd, Flagstaff, AZ 86001",17479102,419768,1384,NY,CA,M,M,AZ,AZ,AZ,AZ,True,True
2025-08-17,B2014,RSL-AZ Yuma 14 Boys Rodriguez,7,1,W,L,Copa Revolution - Boys 2025,City SC San San Marcos Tournaments 2025,U12B Flight 3,Walnut Grove Park,"1950 Sycamore Dr , San Marcos, CA 92069",21857712,493827,1390,Unknown,AZ,M,M,Non-AZ,AZ,Unclear,AZ,False,True
2025-08-16,RSL-AZ Yuma 14 Boys Rodriguez,B-14 Hugo,2,4,L,W,Copa Revolution - Boys 2025,City SC San San Marcos Tournaments 2025,U12B Flight 3,Walnut Grove Park,"1950 Sycamore Dr , San Marcos, CA 92069",21857709,493827,1390,AZ,Unknown,M,M,AZ,Non-AZ,AZ,Unclear,True,False
2025-08-16,Carlsbad B14 White - C. Oliveira,RSL-AZ Yuma 14 Boys Rodriguez,5,1,W,L,Copa Revolution - Boys 2025,City SC San San Marcos Tournaments 2025,U12B Flight 3,Walnut Grove Park,"1950 Sycamore Dr , San Marcos, CA 92069",21857710,493827,1390,CA,AZ,M,M,Non-AZ,AZ,Non-AZ,AZ,False,True
2025-02-16,14 ECNL #2,RSL-AZ Yuma 14 Boys Rodriguez,2,1,W,L,2025 RSL Jacobs Classic,Jacobs Classic,U11B Gold,Tucson Kino South Complex (ASA)," 2343 E Tournament Way , Tucson, AZ 85714",18940764,493827,1390,Unknown,AZ,M,M,Non-AZ,AZ,Unclear,AZ,False,True
2025-02-15,14 ECNL #1,RSL-AZ Yuma 14 Boys Rodriguez,9,0,W,L,2025 RSL Jacobs Classic,Jacobs Classic,U11B Gold,Tucson Kino South Complex (ASA)," 2343 E Tournament Way , Tucson, AZ 85714",18940757,493827,1390,Unknown,AZ,M,M,Non-AZ,AZ,Unclear,AZ,False,True
2024-11-09,RSL-AZ Yuma 14 Boys Rodriguez,14B Flores,1,1,T,T,Arizona Select Clubs Showcase 2024,Arizona Select Clubs Showcase,U11B U11 Boys Ream,Tucson Kino South Complex (ASA)," 2343 E Tournament Way , Tucson, AZ 85714",18166901,493827,1390,AZ,FL,M,M,AZ,Non-AZ,AZ,Non-AZ,True,False
2024-11-09,AZ Arsenal 14 Boys Teal 2 SC,RSL-AZ Yuma 14 Boys Rodriguez,1,2,L,W,Arizona Select Clubs Showcase 2024,Arizona Select Clubs Showcase,U11B U11 Boys Ream,Tucson Kino South Complex (ASA)," 2343 E Tournament Way , Tucson, AZ 85714",18166899,493827,1390,AZ,AZ,M,M,Non-AZ,AZ,AZ,AZ,False,True
2024-10-13,RSL-AZ Yuma 14 Boys Rodriguez,Tuzos Academy Mesa 2014,3,1,W,L,Arsenal Challenge 2024,Arsenal Challenge,U11B 11U 2014 Boys Bronze West,Arizona Athletic Grounds (AASC Tournaments),"6321 S Ellsworth Rd , Mesa, AZ 85212",17858980,493827,1390,AZ,AZ,M,M,AZ,AZ,AZ,AZ,True,True
2024-10-12,AZ Arsenal 14 Boys Teal 2 PJ,RSL-AZ Yuma 14 Boys Rodriguez,0,5,L,W,Arsenal Challenge 2024,Arsenal Challenge,U11B 11U 2014 Boys Bronze West,Arizona Athletic Grounds (AASC Tournaments),"6321 S Ellsworth Rd , Mesa, AZ 85212",17858968,493827,1390,AZ,AZ,M,M,Non-AZ,AZ,AZ,AZ,False,True
2024-10-12,RSL-AZ Yuma 14 Boys Rodriguez,PRFC West Valley 14B Pre-Academy,7,2,W,L,Arsenal Challenge 2024,Arsenal Challenge,U11B 11U 2014 Boys Bronze West,Arizona Athletic Grounds (AASC Tournaments),"6321 S Ellsworth Rd , Mesa, AZ 85212",17858973,493827,1390,AZ,CA,M,M,AZ,AZ,AZ,AZ,True,True
2024-09-15,14B Jimmy,RSL-AZ Yuma 14 Boys Rodriguez,6,0,W,L,2024 Cactus Kick Off,Cactus Kick Off,U11B U11 Boys Serbia,Reach 11 Sports Complex,"2425 E Deer Valley Dr , Phoenix, AZ 85050",17674404,493827,1390,Unknown,AZ,M,M,Non-AZ,AZ,Unclear,AZ,False,True
2024-09-14,AZ Inferno 14 Boys Black,RSL-AZ Yuma 14 Boys Rodriguez,1,2,L,W,2024 Cactus Kick Off,Cactus Kick Off,U11B U11 Boys Serbia,Reach 11 Sports Complex,"2425 E Deer Valley Dr , Phoenix, AZ 85050",17674401,493827,1390,AZ,AZ,M,M,AZ,AZ,AZ,AZ,True,True
2024-09-14,RSL-AZ Yuma 14 Boys Rodriguez,East Valley NSFC 14 Boys Aguirre,2,5,L,W,2024 Cactus Kick Off,Cactus Kick Off,U11B U11 Boys Serbia,Reach 11 Sports Complex,"2425 E Deer Valley Dr , Phoenix, AZ 85050",17674397,493827,1390,AZ,Unknown,M,M,AZ,AZ,AZ,AZ,True,True
2025-09-27,AZEV B2014 (WHITE),PSC 2014B,4,1,W,L,2025 Arizona Cup AYSO United,Arizona Athletic Grounds Tournament Series,U12B U12 Boys,Arizona Athletic Grounds,"6321 S Ellsworth Road , Mesa, AZ 85212",22769774,368573,1435,AZ,Unknown,M,M,AZ,AZ,AZ,AZ,True,True
2025-09-26,AZEV B2014 (WHITE),PRFC West Valley 14B Predator,7,2,W,L,2025 Arizona Cup AYSO United,Arizona Athletic Grounds Tournament Series,U12B U12 Boys,Arizona Athletic Grounds,"6321 S Ellsworth Road , Mesa, AZ 85212",22769780,368573,1435,AZ,Unknown,M,M,AZ,AZ,AZ,AZ,True,True
2025-09-24,BRAZAS FC 2014 Boys Black,AZEV B2014 (WHITE),7,0,W,L,2025 Arizona Cup AYSO United,Arizona Athletic Grounds Tournament Series,U12B U12 Boys,Arizona Athletic Grounds,"6321 S Ellsworth Road , Mesa, AZ 85212",22769776,368573,1435,AZ,AZ,M,M,Non-AZ,AZ,AZ,AZ,False,True
2025-09-20,AZEV B2014 (WHITE),Excel Soccer Academy 14B Black,0,4,L,W,2025-26 MaxinMotion Open League Season 1,OPEN League: Season 1,U12B MaxInMotion Open League Division 6 12U Boys,Quail Run (ASA),"4155 E. Virginia , Mesa, AZ 85215 ",21792575,368573,1435,AZ,CA,M,M,AZ,AZ,AZ,AZ,True,True
2025-09-06,AZEV B2014 (WHITE),14B Rueda,5,2,W,L,2025-26 MaxinMotion Open League Season 1,OPEN League: Season 1,U12B MaxInMotion Open League Division 6 12U Boys,Quail Run (ASA),"4155 E. Virginia , Mesa, AZ 85215 ",21792569,368573,1435,AZ,Unknown,M,M,AZ,AZ,AZ,AZ,True,True
2025-07-28,AZEV B2014 (WHITE),AZSC 2015B White,2,5,L,W,2025 Indoor Soccer League at Arizona Athletic Grounds,Indoor Soccer League,U12B 2014 and 2015 Boys,Arizona Athletic Grounds,"6321 South Ellsworth Road , Mesa, AZ 85212",21373819,368573,1435,AZ,AZ,M,M,AZ,Non-AZ,AZ,AZ,True,False
2025-07-21,AZEV B2014 (WHITE),Schneider Futsal Academy 2015,5,7,L,W,2025 Indoor Soccer League at Arizona Athletic Grounds,Indoor Soccer League,U12B 2014 and 2015 Boys,Arizona Athletic Grounds,"6321 South Ellsworth Road , Mesa, AZ 85212",21138411,368573,1435,AZ,CA,M,M,AZ,Non-AZ,AZ,Non-AZ,True,False
2025-07-14,AZSC 2014B Azanger- Indoor Only,AZEV B2014 (WHITE),8,3,W,L,2025 Indoor Soccer League at Arizona Athletic Grounds,Indoor Soccer League,U12B 2014 and 2015 Boys,Arizona Athletic Grounds,"6321 South Ellsworth Road , Mesa, AZ 85212",21138408,368573,1435,AZ,AZ,M,M,Non-AZ,AZ,AZ,AZ,False,True
2025-07-14,AZEV B2014 (WHITE),PRFC Southeast Valley 14B Predator,5,2,W,L,2025 Indoor Soccer League at Arizona Athletic Grounds,Indoor Soccer League,U12B 2014 and 2015 Boys,Arizona Athletic Grounds,"6321 South Ellsworth Road , Mesa, AZ 85212",21138405,368573,1435,AZ,UT,M,M,AZ,AZ,AZ,AZ,True,True
2025-07-07,AZSC 2015B Navy,AZEV B2014 (WHITE),10,4,W,L,2025 Indoor Soccer League at Arizona Athletic Grounds,Indoor Soccer League,U12B 2014 and 2015 Boys,Arizona Athletic Grounds,"6321 South Ellsworth Road , Mesa, AZ 85212",21138403,368573,1435,AZ,AZ,M,M,Non-AZ,AZ,AZ,AZ,False,True
2025-07-07,AZEV B2014 (WHITE),AZSC 2015B White,8,1,W,L,2025 Indoor Soccer League at Arizona Athletic Grounds,Indoor Soccer League,U12B 2014 and 2015 Boys,Arizona Athletic Grounds,"6321 South Ellsworth Road , Mesa, AZ 85212",21138399,368573,1435,AZ,AZ,M,M,AZ,Non-AZ,AZ,AZ,True,False
2025-04-13,AZEV B2014 (WHITE),El Paso Football Club U11 BLUE,3,5,L,W,Rivalries Cup 2025,Rivalries Cup,U11B 11U 2014 Boys Bronze West 9v9,Arizona Athletic Grounds (AASC Tournaments),"6321 S Ellsworth Rd , Mesa, AZ 85212",20293672,368573,1435,AZ,TX,M,M,AZ,Non-AZ,AZ,Non-AZ,True,False
2025-04-12,AZ Arsenal 14 Boys Teal 2 AP,AZEV B2014 (WHITE),0,7,L,W,Rivalries Cup 2025,Rivalries Cup,U11B 11U 2014 Boys Bronze West 9v9,Arizona Athletic Grounds (AASC Tournaments),"6321 S Ellsworth Rd , Mesa, AZ 85212",20293679,368573,1435,AZ,AZ,M,M,Non-AZ,AZ,AZ,AZ,False,True
2025-04-12,LAFC 14 BOYS,AZEV B2014 (WHITE),6,7,L,W,Rivalries Cup 2025,Rivalries Cup,U11B 11U 2014 Boys Bronze West 9v9,Arizona Athletic Grounds (AASC Tournaments),"6321 S Ellsworth Rd , Mesa, AZ 85212",20293676,368573,1435,Unknown,AZ,M,M,Non-AZ,AZ,Unclear,AZ,False,True
2025-02-15,AZEV B2014 (WHITE),Tuzos 2014 Nava,8,3,W,L,2024-25 MaxinMotion Open League Season 2,Futsal B and G ,U11B MaxInMotion Open League Division 7 11U Boys,Greenfield Junior High,"101 S. Greenfield Road , Gilbert, AZ 85296",18569740,368573,1435,AZ,Unknown,M,M,AZ,AZ,AZ,AZ,True,True
2025-02-01,PRFC North Valley 14B Copa,AZEV B2014 (WHITE),1,6,L,W,2024-25 MaxinMotion Open League Season 2,Futsal B and G ,U11B MaxInMotion Open League Division 7 11U Boys,Anthem Opportunity Way (ASA),"41906 N 46th Ln , Phoenix, AZ 85086",18569732,368573,1435,CO,AZ,M,M,AZ,AZ,AZ,AZ,True,True
