Date,Team,Opponent,Goals For,Goals Against,Opponent_BaseStrength,Opp_Off_norm,Opp_Def_norm,Opp_Power (final),GFPG_Snapshot,GAPG_Snapshot,Recency_Weight,Result,GD
2025-03-30,14 Cityzens,Scottsdale 14 Sandsharks Select,0,0,0.7254093732354601,0.45081874647092024,1.0,0.7291757309448581,2.0814285714285714,2.8935714285714282,0.019480519480519477,T,0
2025-03-30,14 Cityzens,Scottsdale 14 Sandsharks Select,0,2,0.7254093732354601,0.45081874647092024,1.0,0.7291757309448581,2.0814285714285714,2.8935714285714282,0.019480519480519477,L,-2
2025-03-29,14 Cityzens,Playmaker Futbol Academy 14B Gold,4,0,0.33351923031210495,0.3818181818181817,0.2852202788060281,0.40154434876849154,2.0814285714285714,2.8935714285714282,0.019480519480519477,W,4
2025-03-29,14 Cityzens,Real Arizona 2014,6,1,0.6608358948783071,0.7777365491651204,0.5439352405914939,0.595345839198447,2.0814285714285714,2.8935714285714282,0.019480519480519477,W,5
2025-03-16,14 Cityzens,2014 Boys Blue,1,2,0.3394475812246846,0.19811097992916166,0.48078418252020755,0.2666254979310678,2.0814285714285714,2.8935714285714282,0.019480519480519477,L,-1
2025-03-15,14 Cityzens,PRFC North Valley 14B Copa,3,4,0.14750889950661714,0.23376623376623365,0.061251565247000615,0.26053067790239604,2.0814285714285714,2.8935714285714282,0.019480519480519477,L,-1
2025-03-15,14 Cityzens,Real Arizona 2014,0,4,0.6608358948783071,0.7777365491651204,0.5439352405914939,0.595345839198447,2.0814285714285714,2.8935714285714282,0.019480519480519477,L,-4
2025-03-08,14 Cityzens,State 48 FC Avondale 14 Black,2,3,0.38895952371257286,0.2562770562770562,0.5216419911480895,0.40358611927274507,2.0814285714285714,2.8935714285714282,0.019480519480519477,L,-1
2025-03-08,14 Cityzens,State 48 FC Avondale 14 White,2,3,0.2617581085186047,0.10068754774637124,0.4228286692908381,0.3398818469461397,2.0814285714285714,2.8935714285714282,0.019480519480519477,L,-1
2025-02-23,14 Cityzens,State 48 FC Avondale 14 Black,2,3,0.38895952371257286,0.2562770562770562,0.5216419911480895,0.40358611927274507,2.0814285714285714,2.8935714285714282,0.019480519480519477,L,-1
2025-02-23,14 Cityzens,State 48 FC Avondale 14 White,2,3,0.2617581085186047,0.10068754774637124,0.4228286692908381,0.3398818469461397,2.0814285714285714,2.8935714285714282,0.019480519480519477,L,-1
2025-02-22,14 Cityzens,Select 14B Red,2,1,0.5451165526975548,0.4653061224489794,0.62492698294613,0.408837414523166,2.0814285714285714,2.8935714285714282,0.019480519480519477,W,1
2025-02-22,14 Cityzens,Select 14B Red,2,1,0.5451165526975548,0.4653061224489794,0.62492698294613,0.408837414523166,2.0814285714285714,2.8935714285714282,0.019480519480519477,W,1
2025-02-22,14 Cityzens,PSG 14B Blue,1,1,0.7495046734122577,0.7999999999999997,0.6990093468245158,0.691535789305708,2.0814285714285714,2.8935714285714282,0.019480519480519477,T,0
2025-02-15,14 Cityzens,CCV Stars 14 Boys West Orange,1,2,0.3519951546064697,0.17922077922077914,0.5247695299921602,0.29814040698337285,2.0814285714285714,2.8935714285714282,0.019480519480519477,L,-1
2025-02-08,14 Cityzens,AZ Arsenal 14 Boys Teal SC,0,2,0.3681637581985002,0.17922077922077914,0.5571067371762213,0.43815642311847164,2.0814285714285714,2.8935714285714282,0.019480519480519477,L,-2
2025-02-08,14 Cityzens,AZ Arsenal 14 Boys Teal SC,0,2,0.3681637581985002,0.17922077922077914,0.5571067371762213,0.43815642311847164,2.0814285714285714,2.8935714285714282,0.019480519480519477,L,-2
2025-02-07,14 Cityzens,CCV Stars 14 Boys West Orange,3,1,0.3519951546064697,0.17922077922077914,0.5247695299921602,0.29814040698337285,2.0814285714285714,2.8935714285714282,0.019480519480519477,W,2
2025-01-25,14 Cityzens,Madison FC 14 Blue Boys,0,3,0.40103089712151707,0.42077922077922064,0.38128257346381345,0.45500149778500004,2.0814285714285714,2.8935714285714282,0.019480519480519477,L,-3
2025-01-11,14 Cityzens,PRFC Southeast Valley 14B Predator,1,1,0.4432436858362562,0.46493506493506465,0.42155230673744765,0.3863204070728365,2.0814285714285714,2.8935714285714282,0.019480519480519477,T,0
2025-01-11,14 Cityzens,Madison FC 14 Blue Boys,8,3,0.40103089712151707,0.42077922077922064,0.38128257346381345,0.45500149778500004,2.0814285714285714,2.8935714285714282,0.019480519480519477,W,5
2025-10-04,14 Pre-MLSN #1,Tuzos Royals 2014,3,0,0.36291258405720445,0.11168831168831168,0.6141368564260972,0.4934032261758452,4.185,1.85,0.08536585365853659,W,3
2025-09-21,14 Pre-MLSN #1,14 Pre-MLSN #2,3,2,0.8370931750767346,0.8207792207792205,0.8534071293742488,0.6337542949258105,4.185,1.85,0.08536585365853659,W,1
2025-08-31,14 Pre-MLSN #1,Southeast 2014 Boys Black,1,3,0.8165380920976726,0.7506493506493505,0.8824268335459947,0.7200520641485995,4.185,1.85,0.08536585365853659,L,-2
2025-08-30,14 Pre-MLSN #1,Dynamos SC 14B SC,3,3,0.6037496465952007,0.39480519480519466,0.8126940983852068,0.6434205242548148,4.185,1.85,0.08536585365853659,T,0
2025-08-30,14 Pre-MLSN #1,Tuzos Royals 2014,2,2,0.36291258405720445,0.11168831168831168,0.6141368564260972,0.4934032261758452,4.185,1.85,0.08536585365853659,T,0
2025-05-25,14 Pre-MLSN #1,State 48 FC Avondale 14 White,5,0,0.2617581085186047,0.10068754774637124,0.4228286692908381,0.3398818469461397,4.185,1.85,0.08536585365853659,W,5
2025-05-24,14 Pre-MLSN #1,FC Deportivo AZ 2014B (Gallegos),5,3,0.7687346165885867,1.0,0.5374692331771732,0.6914443900508722,4.185,1.85,0.08536585365853659,W,2
2025-04-26,14 Pre-MLSN #1,Legends FC AZ 14B Black,1,5,0.7920646543418143,0.7048701298701295,0.879259178813499,0.7613507924954501,4.185,1.85,0.08536585365853659,L,-4
2025-04-13,14 Pre-MLSN #1,Excel Soccer Academy 14B Red,1,2,0.5654422052435566,0.49744449099287785,0.6334399194942354,0.5977149974882635,4.185,1.85,0.08536585365853659,L,-1
2025-04-05,14 Pre-MLSN #1,CDO 14B Premier,9,0,0.44863540751381253,0.41753246753246737,0.4797383474951577,0.5144581291254475,4.185,1.85,0.08536585365853659,W,9
2025-03-22,14 Pre-MLSN #1,14B Hinds,12,0,0.4912311659577727,0.39567099567099556,0.5867913362445499,0.37839723647287976,4.185,1.85,0.03658536585365855,W,12
2025-03-22,14 Pre-MLSN #1,Eagles F.C.,9,2,0.3561686199569838,0.0354978354978355,0.6768394044161321,0.37058604561630315,4.185,1.85,0.03658536585365855,W,7
2025-03-02,14 Pre-MLSN #1,Legends FC AZ 14B Black,1,4,0.7920646543418143,0.7048701298701295,0.879259178813499,0.7613507924954501,4.185,1.85,0.03658536585365855,L,-3
2025-02-02,14 Pre-MLSN #1,Playmaker Futbol Academy 14B Black,3,0,0.7144071606973512,0.7094260578131543,0.7193882635815483,0.7037502585556059,4.185,1.85,0.03658536585365855,W,3
2025-10-04,14 Pre-MLSN #2,14B Rayados Blue AL,5,1,0.30059180097931204,0.3339517625231909,0.26723183943543316,0.356582888050863,4.16,1.5425,0.07446808510638296,W,4
2025-10-04,14 Pre-MLSN #2,14B Rayados Blue AL,5,1,0.30059180097931204,0.3339517625231909,0.26723183943543316,0.356582888050863,4.16,1.5425,0.07446808510638296,W,4
2025-09-28,14 Pre-MLSN #2,PRFC Desert Foothills 14B Pre-Academy,2,1,0.43179269907769086,0.39999999999999986,0.46358539815538186,0.5430453739908772,4.16,1.5425,0.07446808510638296,W,1
2025-09-21,14 Pre-MLSN #2,14 Pre-MLSN #1,2,3,0.7660887604314184,0.8272727272727268,0.70490479359011,0.740240227655303,4.16,1.5425,0.07446808510638296,L,-1
2025-08-30,14 Pre-MLSN #2,Playmaker Futbol Academy PRE-ECNL B14,2,4,0.39329356521279996,0.3428571428571427,0.4437299875684572,0.44255797613899456,4.16,1.5425,0.07446808510638296,L,-2
2025-08-30,14 Pre-MLSN #2,Phoenix Premier FC 14B Pre MLS Next AD,0,2,0.1692011024578725,0.19480519480519473,0.14359701011055026,0.2807234766559812,4.16,1.5425,0.07446808510638296,L,-2
2025-08-30,14 Pre-MLSN #2,Phoenix Premier FC 14B Pre MLS Next AD,0,2,0.1692011024578725,0.19480519480519473,0.14359701011055026,0.2807234766559812,4.16,1.5425,0.07446808510638296,L,-2
2025-05-25,14 Pre-MLSN #2,Milan,8,0,0.25311479142719484,0.12142857142857133,0.3848010114258184,0.2801327537607974,4.16,1.5425,0.07446808510638296,W,8
2025-05-25,14 Pre-MLSN #2,Phoenix United 2014 Premier,9,0,0.8722513790342492,0.7501770956316407,0.9943256624368577,0.802425490790638,4.16,1.5425,0.07446808510638296,W,9
2025-05-24,14 Pre-MLSN #2,FSC United 14 Boys,16,0,0.011688311688311694,0.023376623376623388,0.0,0.11836450164120982,4.16,1.5425,0.07446808510638296,W,16
2025-05-24,14 Pre-MLSN #2,Eagles F.C.,5,0,0.3561686199569838,0.0354978354978355,0.6768394044161321,0.37058604561630315,4.16,1.5425,0.031914893617021274,W,5
2025-04-27,14 Pre-MLSN #2,AZSC 14B Perez,1,4,0.6184923359910798,0.6045454545454543,0.6324392174367053,0.6836608154293201,4.16,1.5425,0.031914893617021274,L,-3
2025-04-26,14 Pre-MLSN #2,14B GSA,3,5,0.4972876857649803,0.480890538033395,0.5136848334965656,0.5562320408567263,4.16,1.5425,0.031914893617021274,L,-2
2025-04-06,14 Pre-MLSN #2,CDO 14B Premier,3,2,0.44863540751381253,0.41753246753246737,0.4797383474951577,0.5144581291254475,4.16,1.5425,0.031914893617021274,W,1
2025-04-05,14 Pre-MLSN #2,Deportivo Mexico 14B,5,1,0.3959972709758971,0.28571428571428564,0.5062802562375085,0.3733232717123743,4.16,1.5425,0.031914893617021274,W,4
2025-03-15,14 Pre-MLSN #2,Eagles F.C.,6,0,0.3561686199569838,0.0354978354978355,0.6768394044161321,0.37058604561630315,4.16,1.5425,0.031914893617021274,W,6
2025-02-15,14 Pre-MLSN #2,CDO 14B Premier,4,3,0.44863540751381253,0.41753246753246737,0.4797383474951577,0.5144581291254475,4.16,1.5425,0.031914893617021274,W,1
2025-01-19,14 Pre-MLSN #2,PRFC Southeast Valley 14B Predator-Central,2,0,0.3737491632181533,0.27886658795749697,0.4686317384788096,0.43890261428160005,4.16,1.5425,0.031914893617021274,W,2
2025-10-05,14B Antunez Pre-MLS Next,Excel Soccer Academy 14B Red,3,5,0.5654422052435566,0.49744449099287785,0.6334399194942354,0.5977149974882635,1.49,3.0599999999999996,0.07954545454545453,L,-2
2025-10-03,14B Antunez Pre-MLS Next,CCV Stars 14 Boys North Pre-ECNL,0,3,0.4163380214119245,0.14430014430014426,0.6883758985237047,0.3932492507740056,1.49,3.0599999999999996,0.07954545454545453,L,-3
2025-09-28,14B Antunez Pre-MLS Next,Dynamos SC 14B SC,2,6,0.6037496465952007,0.39480519480519466,0.8126940983852068,0.6434205242548148,1.49,3.0599999999999996,0.07954545454545453,L,-4
2025-09-21,14B Antunez Pre-MLS Next,Southeast 2014 Boys Blue,1,1,0.35536099268065646,0.26412897447380196,0.446593010887511,0.46336872402482454,1.49,3.0599999999999996,0.07954545454545453,T,0
2025-09-14,14B Antunez Pre-MLS Next,Southeast 2014 Boys Blue,1,3,0.35536099268065646,0.26412897447380196,0.446593010887511,0.46336872402482454,1.49,3.0599999999999996,0.07954545454545453,L,-2
2025-09-13,14B Antunez Pre-MLS Next,Southeast 2014 Boys Black,0,7,0.8165380920976726,0.7506493506493505,0.8824268335459947,0.7200520641485995,1.49,3.0599999999999996,0.07954545454545453,L,-7
2025-04-27,14B Antunez Pre-MLS Next,AZ Arsenal Pre-ECNL B14,0,1,0.9035779059697493,1.0,0.8071558119394986,0.8249710689033376,1.49,3.0599999999999996,0.07954545454545453,L,-1
2025-04-26,14B Antunez Pre-MLS Next,Brazas 2014 Boys Black Marcos,2,3,0.5880789745947604,0.5168831168831166,0.6592748323064043,0.5251128101749807,1.49,3.0599999999999996,0.07954545454545453,L,-1
2025-03-22,14B Antunez Pre-MLS Next,PRFC North Valley 14B PreAcademy,3,0,0.4417131491961576,0.3239332096474953,0.55949308874482,0.5079273973160503,1.49,3.0599999999999996,0.07954545454545453,W,3
2025-03-22,14B Antunez Pre-MLS Next,Legends FC AZ 14B Black,0,4,0.7920646543418143,0.7048701298701295,0.879259178813499,0.7613507924954501,1.49,3.0599999999999996,0.07954545454545453,L,-4
2025-03-08,14B Antunez Pre-MLS Next,Madison FC 14 Gold Boys,1,1,0.692223399306951,0.7020527859237534,0.6823940126901485,0.6132219435795043,1.49,3.0599999999999996,0.034090909090909095,T,0
2025-03-08,14B Antunez Pre-MLS Next,14B GSA,1,2,0.4972876857649803,0.480890538033395,0.5136848334965656,0.5562320408567263,1.49,3.0599999999999996,0.034090909090909095,L,-1
2025-03-02,14B Antunez Pre-MLS Next,Playmaker Futbol Academy 14B Black,3,0,0.7144071606973512,0.7094260578131543,0.7193882635815483,0.7037502585556059,1.49,3.0599999999999996,0.034090909090909095,W,3
2025-03-01,14B Antunez Pre-MLS Next,Excel Soccer Academy 14B Red,1,2,0.5654422052435566,0.49744449099287785,0.6334399194942354,0.5977149974882635,1.49,3.0599999999999996,0.034090909090909095,L,-1
2025-02-22,14B Antunez Pre-MLS Next,14B GSA,2,7,0.4972876857649803,0.480890538033395,0.5136848334965656,0.5562320408567263,1.49,3.0599999999999996,0.034090909090909095,L,-5
2025-01-04,14B Antunez Pre-MLS Next,14B GSA,5,3,0.4972876857649803,0.480890538033395,0.5136848334965656,0.5562320408567263,1.49,3.0599999999999996,0.034090909090909095,W,2
2025-09-21,14B Blue #1,Eagles F.C.,1,1,0.3561686199569838,0.0354978354978355,0.6768394044161321,0.37058604561630315,1.6,2.4,0.1,T,0
2025-09-20,14B Blue #1,AZ Arsenal 14 Boys Teal SC,0,3,0.3681637581985002,0.17922077922077914,0.5571067371762213,0.43815642311847164,1.6,2.4,0.1,L,-3
2025-09-19,14B Blue #1,14B Hinds,1,2,0.4912311659577727,0.39567099567099556,0.5867913362445499,0.37839723647287976,1.6,2.4,0.1,L,-1
2025-04-06,14B Blue #1,FC Sonora 14' B Dynamo,5,1,0.21566769995747984,0.3710575139146566,0.06027788600030311,0.1790629761840024,1.6,2.4,0.1,W,4
