Date,Team,Opponent,Goals For,Goals Against,Opponent_BaseStrength,Opp_Off_norm,Opp_Def_norm,Opp_Power (final),GFPG_Snapshot,GAPG_Snapshot,Recency_Weight,Result,GD
2025-08-29,AZ Inferno 14 Boys Black,FC Elite Arizona 2014 Boys - Urbina,0,1,0.253869488115162,0.1558441558441558,0.3518948203861682,0.37821561697850503,2.84,2.79,0.0608695652173913,L,-1
2025-04-27,AZ Inferno 14 Boys Black,Tuzos Royals 2014,1,4,0.36291258405720445,0.11168831168831168,0.6141368564260972,0.4934032261758452,2.84,2.79,0.0608695652173913,L,-3
2025-04-26,AZ Inferno 14 Boys Black,Phoenix Premier FC 14B SW Black,3,2,0.6000006213278959,0.7011459129106185,0.4988553297451733,0.5230185901852892,2.84,2.79,0.0608695652173913,W,1
2025-04-26,AZ Inferno 14 Boys Black,Phoenix Premier FC 14B SW Black,3,2,0.6000006213278959,0.7011459129106185,0.4988553297451733,0.5230185901852892,2.84,2.79,0.0608695652173913,W,1
2025-04-26,AZ Inferno 14 Boys Black,Scottsdale 14 Sandsharks Black,1,2,0.3587792622979801,0.0779220779220779,0.6396364466738822,0.2689064381987852,2.84,2.79,0.0608695652173913,L,-1
2025-03-29,AZ Inferno 14 Boys Black,Dynamos SC 14B Gold,2,7,0.4598730751896604,0.5337662337662334,0.3859799166130874,0.44391660930310256,2.84,2.79,0.026086956521739136,L,-5
2025-03-29,AZ Inferno 14 Boys Black,SFC XOLOS ARIZONA 2014,2,6,0.7122273605554872,0.8805194805194804,0.5439352405914939,0.588799544720378,2.84,2.79,0.026086956521739136,L,-4
2025-03-16,AZ Inferno 14 Boys Black,AZ Arsenal 14 Boys Teal SC,6,1,0.3681637581985002,0.17922077922077914,0.5571067371762213,0.43815642311847164,2.84,2.79,0.026086956521739136,W,5
2025-03-16,AZ Inferno 14 Boys Black,AZ Arsenal 14 Boys Teal SC,6,1,0.3681637581985002,0.17922077922077914,0.5571067371762213,0.43815642311847164,2.84,2.79,0.026086956521739136,W,5
2025-03-15,AZ Inferno 14 Boys Black,CCV Stars 14 Boys North Navy,7,1,0.40503571474387245,0.48571428571428554,0.32435714377345937,0.3341994817894203,2.84,2.79,0.026086956521739136,W,6
2025-03-15,AZ Inferno 14 Boys Black,Playmaker Futbol Academy 14B Gold,3,6,0.33351923031210495,0.3818181818181817,0.2852202788060281,0.40154434876849154,2.84,2.79,0.026086956521739136,L,-3
2025-03-01,AZ Inferno 14 Boys Black,AZ Arsenal 14 Boys Teal CB,3,0,0.1986552613310578,0.3220779220779219,0.07523260058419366,0.3036433019340746,2.84,2.79,0.026086956521739136,W,3
2025-02-22,AZ Inferno 14 Boys Black,2014 Tuzos Academy FV,0,3,0.8009260963584548,1.0,0.6018521927169096,0.5106738833444201,2.84,2.79,0.026086956521739136,L,-3
2025-02-22,AZ Inferno 14 Boys Black,East Valley NSFC 14 Boys Tiggs,17,3,0.07215007215007213,0.14430014430014426,0.0,0.14629059211339404,2.84,2.79,0.026086956521739136,W,14
2025-02-08,AZ Inferno 14 Boys Black,AZSC 14B Perez,0,9,0.6184923359910798,0.6045454545454543,0.6324392174367053,0.6836608154293201,2.84,2.79,0.026086956521739136,L,-9
2025-02-06,AZ Inferno 14 Boys Black,U-12 (2014) Boys Pre Academy Blue,1,8,0.4011636547652009,0.40519480519480494,0.3971325043355968,0.40384932091764947,2.84,2.79,0.026086956521739136,L,-7
2025-02-01,AZ Inferno 14 Boys Black,Real Arizona 2014,5,2,0.6608358948783071,0.7777365491651204,0.5439352405914939,0.595345839198447,2.84,2.79,0.026086956521739136,W,3
2025-01-25,AZ Inferno 14 Boys Black,Playmaker Futbol Academy 14B Gold,6,0,0.33351923031210495,0.3818181818181817,0.2852202788060281,0.40154434876849154,2.84,2.79,0.026086956521739136,W,6
2025-01-24,AZ Inferno 14 Boys Black,Synergy FC 14 B,7,4,0.17516915919840828,0.03447461629279812,0.31586370210401843,0.19265585479142341,2.84,2.79,0.026086956521739136,W,3
2025-01-10,AZ Inferno 14 Boys Black,PRFC West Valley 14B Pre-Academy,0,1,0.276349399580484,0.12987012987012983,0.4228286692908381,0.377222837193926,2.84,2.79,0.026086956521739136,L,-1
2025-10-04,AZ Inferno 14 Boys Blue,Spartak Academy 2014 Boys,4,2,0.18081192796237924,0.32467532467532456,0.036948531249433945,0.18549594213794685,2.0,3.857142857142857,0.14285714285714285,W,2
2025-09-07,AZ Inferno 14 Boys Blue,Tuzos Halcones 2014,1,7,0.2929104375029591,0.44055944055944046,0.14526143444647766,0.4118881772979951,2.0,3.857142857142857,0.14285714285714285,L,-6
2025-09-06,AZ Inferno 14 Boys Blue,Synergy FC 14 B,3,1,0.17516915919840828,0.03447461629279812,0.31586370210401843,0.19265585479142341,2.0,3.857142857142857,0.14285714285714285,W,2
2025-09-06,AZ Inferno 14 Boys Blue,Spartak Academy 2014 Boys,3,5,0.18081192796237924,0.32467532467532456,0.036948531249433945,0.18549594213794685,2.0,3.857142857142857,0.14285714285714285,L,-2
2025-08-31,AZ Inferno 14 Boys Blue,PRFC Desert Foothills 14B Predator,0,2,0.14993263915631977,0.12987012987012983,0.16999514844250974,0.2522582064094174,2.0,3.857142857142857,0.14285714285714285,L,-2
2025-08-30,AZ Inferno 14 Boys Blue,14 Cityzens,1,3,0.32834945500050644,0.2808905380333951,0.3758083719676178,0.362495059719533,2.0,3.857142857142857,0.14285714285714285,L,-2
2025-08-29,AZ Inferno 14 Boys Blue,PRFC Scottsdale 14B Copa,2,7,0.24420650716442702,0.3058441558441558,0.18256885848469823,0.20444760033875178,2.0,3.857142857142857,0.14285714285714285,L,-5
2025-05-24,AZ Thundercats 2014,Playmaker Futbol Academy 14B Black,3,0,0.7144071606973512,0.7094260578131543,0.7193882635815483,0.7037502585556059,3.0,0.5,0.5,W,3
2025-04-05,AZ Thundercats 2014,2014B West,3,1,0.6796931452476549,0.6961038961038959,0.6632823943914139,0.6638924416271482,3.0,0.5,0.5,W,2
2025-10-04,AZEV B2014 (NAVY),La Academia 14B,2,1,0.5139215071288319,0.8946608946608944,0.1331821195967694,0.3528117176859002,3.033846153846154,1.8976923076923078,0.04729729729729728,W,1
2025-09-27,AZEV B2014 (NAVY),PRFC West Valley 14B Predator,5,1,0.4192438326444976,0.5779220779220776,0.26056558736691754,0.4345631930019732,3.033846153846154,1.8976923076923078,0.04729729729729728,W,4
2025-09-27,AZEV B2014 (NAVY),PSC 2014B,2,1,0.35606375201964785,0.0,0.7121275040392957,0.33149816566108364,3.033846153846154,1.8976923076923078,0.04729729729729728,W,1
2025-09-26,AZEV B2014 (NAVY),PSC 2014B,0,0,0.35606375201964785,0.0,0.7121275040392957,0.33149816566108364,3.033846153846154,1.8976923076923078,0.04729729729729728,T,0
2025-09-24,AZEV B2014 (NAVY),PRFC West Valley 14B Predator,8,1,0.4192438326444976,0.5779220779220776,0.26056558736691754,0.4345631930019732,3.033846153846154,1.8976923076923078,0.04729729729729728,W,7
2025-09-20,AZEV B2014 (NAVY),Tuzos Chandler 2014 boys,6,4,0.2025501269349183,0.3636363636363635,0.04146389023347312,0.23585360263363983,3.033846153846154,1.8976923076923078,0.04729729729729728,W,2
2025-09-20,AZEV B2014 (NAVY),Phoenix Valley Soccer Club boys 2014,0,4,0.2252175394978314,0.20259740259740247,0.24783767639826038,0.32191151109809113,3.033846153846154,1.8976923076923078,0.04729729729729728,L,-4
2025-09-13,AZEV B2014 (NAVY),NOS Santos 14 Boys Blue,1,4,0.42430509606734557,0.5201298701298699,0.3284803220048213,0.4173671344543616,3.033846153846154,1.8976923076923078,0.04729729729729728,L,-3
2025-09-07,AZEV B2014 (NAVY),Madison FC 14 Gold Boys,2,4,0.692223399306951,0.7020527859237534,0.6823940126901485,0.6132219435795043,3.033846153846154,1.8976923076923078,0.04729729729729728,L,-2
2025-09-06,AZEV B2014 (NAVY),Southeast 2014 Boys Red,1,2,0.5422979763633814,0.35938606847697746,0.7252098842497854,0.5714962874842497,3.033846153846154,1.8976923076923078,0.04729729729729728,L,-1
2025-09-06,AZEV B2014 (NAVY),2014 Boys Blue,4,0,0.3394475812246846,0.19811097992916166,0.48078418252020755,0.2666254979310678,3.033846153846154,1.8976923076923078,0.020270270270270268,W,4
2025-09-06,AZEV B2014 (NAVY),PRFC Desert Foothills 14B Pre-Academy,3,2,0.43179269907769086,0.39999999999999986,0.46358539815538186,0.5430453739908772,3.033846153846154,1.8976923076923078,0.020270270270270268,W,1
2025-08-17,AZEV B2014 (NAVY),RSL-AZ Yuma 14 Boys Rodriguez,7,1,0.0,0.0,0.0,0.1875,3.033846153846154,1.8976923076923078,0.020270270270270268,W,6
2025-06-15,AZEV B2014 (NAVY),U-12 (2014) Boys Yuma Pre Academy,2,0,0.42216264923900226,0.3174603174603174,0.5268649810176872,0.4154007573542894,3.033846153846154,1.8976923076923078,0.020270270270270268,W,2
2025-04-19,AZEV B2014 (NAVY),Southeast 2014 Boys Red,0,5,0.5422979763633814,0.35938606847697746,0.7252098842497854,0.5714962874842497,3.033846153846154,1.8976923076923078,0.020270270270270268,L,-5
2025-04-19,AZEV B2014 (NAVY),Southeast 2014 Boys Red,0,5,0.5422979763633814,0.35938606847697746,0.7252098842497854,0.5714962874842497,3.033846153846154,1.8976923076923078,0.020270270270270268,L,-5
2025-04-16,AZEV B2014 (NAVY),AZ Arsenal 14 Boys Teal SC,1,0,0.3681637581985002,0.17922077922077914,0.5571067371762213,0.43815642311847164,3.033846153846154,1.8976923076923078,0.020270270270270268,W,1
2025-04-14,AZEV B2014 (NAVY),East Valley NSFC 14 Boys Aguirre,0,1,0.23483864130943094,0.22857142857142845,0.24110585404743345,0.36324648396415726,3.033846153846154,1.8976923076923078,0.020270270270270268,L,-1
2025-04-13,AZEV B2014 (NAVY),AZ Arsenal 14 Boys Teal SC,4,2,0.3681637581985002,0.17922077922077914,0.5571067371762213,0.43815642311847164,3.033846153846154,1.8976923076923078,0.020270270270270268,W,2
2025-04-13,AZEV B2014 (NAVY),PRFC Southeast Valley 14B Predator,8,1,0.4432436858362562,0.46493506493506465,0.42155230673744765,0.3863204070728365,3.033846153846154,1.8976923076923078,0.020270270270270268,W,7
2025-04-12,AZEV B2014 (NAVY),AZ Arsenal 14 Boys Teal SC,1,1,0.3681637581985002,0.17922077922077914,0.5571067371762213,0.43815642311847164,3.033846153846154,1.8976923076923078,0.020270270270270268,T,0
2025-04-11,AZEV B2014 (NAVY),AZ Arsenal 14 Boys Teal SC,7,2,0.3681637581985002,0.17922077922077914,0.5571067371762213,0.43815642311847164,3.033846153846154,1.8976923076923078,0.020270270270270268,W,5
2025-04-11,AZEV B2014 (NAVY),AZ Arsenal 14 Boys Teal SC,7,2,0.3681637581985002,0.17922077922077914,0.5571067371762213,0.43815642311847164,3.033846153846154,1.8976923076923078,0.020270270270270268,W,5
2025-03-09,AZEV B2014 (NAVY),CCV Stars 14 Boys South Pre-ECNL,1,0,0.4881986054916424,0.35361781076066773,0.6227794002226171,0.5127997109154778,3.033846153846154,1.8976923076923078,0.020270270270270268,W,1
2025-03-05,AZEV B2014 (NAVY),East Valley NSFC 14 Boys Aguirre,6,2,0.23483864130943094,0.22857142857142845,0.24110585404743345,0.36324648396415726,3.033846153846154,1.8976923076923078,0.020270270270270268,W,4
2025-03-01,AZEV B2014 (NAVY),14B GSA,8,4,0.4972876857649803,0.480890538033395,0.5136848334965656,0.5562320408567263,3.033846153846154,1.8976923076923078,0.020270270270270268,W,4
2025-03-01,AZEV B2014 (NAVY),PRFC Southeast Valley 14B Pre-Academy,7,0,0.205266324974404,0.22077922077922066,0.18975342916958737,0.34389344020801876,3.033846153846154,1.8976923076923078,0.020270270270270268,W,7
2025-02-22,AZEV B2014 (NAVY),14B Velasco,1,0,0.5161409523514227,0.47755102040816305,0.5547308842946823,0.5153430727084376,3.033846153846154,1.8976923076923078,0.020270270270270268,W,1
2025-02-15,AZEV B2014 (NAVY),14B Engilman,4,0,0.4394162211874477,0.48571428571428554,0.39311815666060984,0.4395148316084503,3.033846153846154,1.8976923076923078,0.020270270270270268,W,4
2025-02-01,AZEV B2014 (NAVY),Tuzos Titanes 2014,3,0,0.01581227902873822,0.0,0.03162455805747644,0.06442467348655855,3.033846153846154,1.8976923076923078,0.020270270270270268,W,3
2025-01-25,AZEV B2014 (NAVY),Dynamos SC 14B Gold,4,2,0.4598730751896604,0.5337662337662334,0.3859799166130874,0.44391660930310256,3.033846153846154,1.8976923076923078,0.020270270270270268,W,2
2025-01-12,AZEV B2014 (NAVY),14 Boys Navy,4,0,0.13543806907586342,0.0779220779220779,0.19295406022964892,0.2395980836309912,3.033846153846154,1.8976923076923078,0.020270270270270268,W,4
2025-01-12,AZEV B2014 (NAVY),CCV Stars 14 Boys North Orange,4,0,0.3036474888586127,0.12467532467532462,0.48261965304190074,0.4299620549795636,3.033846153846154,1.8976923076923078,0.020270270270270268,W,4
2025-01-11,AZEV B2014 (NAVY),14B Velasco,1,1,0.5161409523514227,0.47755102040816305,0.5547308842946823,0.5153430727084376,3.033846153846154,1.8976923076923078,0.020270270270270268,T,0
2025-01-10,AZEV B2014 (NAVY),Northwest 2014 Boys,1,0,0.17702814842417225,0.06201298701298699,0.29204330983535753,0.29065078574183423,3.033846153846154,1.8976923076923078,0.020270270270270268,W,1
2025-01-10,AZEV B2014 (NAVY),Northwest 2014 Boys,1,0,0.17702814842417225,0.06201298701298699,0.29204330983535753,0.29065078574183423,3.033846153846154,1.8976923076923078,0.020270270270270268,W,1
2025-09-27,AZEV B2014 (WHITE),PSC 2014B,4,1,0.35606375201964785,0.0,0.7121275040392957,0.33149816566108364,4.75,2.14,0.07954545454545453,W,3
2025-09-26,AZEV B2014 (WHITE),PRFC West Valley 14B Predator,7,2,0.4192438326444976,0.5779220779220776,0.26056558736691754,0.4345631930019732,4.75,2.14,0.07954545454545453,W,5
2025-09-20,AZEV B2014 (WHITE),Excel Soccer Academy 14B Black,0,4,0.5485885952721281,0.5038961038961038,0.5932810866481523,0.5339957075559699,4.75,2.14,0.07954545454545453,L,-4
2025-09-06,AZEV B2014 (WHITE),14B Rueda,5,2,0.13253905224713133,0.07532467532467531,0.18975342916958737,0.2144624090472823,4.75,2.14,0.07954545454545453,W,3
2025-07-14,AZEV B2014 (WHITE),PRFC Southeast Valley 14B Predator,5,2,0.4432436858362562,0.46493506493506465,0.42155230673744765,0.3863204070728365,4.75,2.14,0.07954545454545453,W,3
2025-04-12,AZEV B2014 (WHITE),AZ Arsenal 14 Boys Teal CB,7,0,0.1986552613310578,0.3220779220779219,0.07523260058419366,0.3036433019340746,4.75,2.14,0.07954545454545453,W,7
2025-04-12,AZEV B2014 (WHITE),La Academia 14B,7,6,0.5139215071288319,0.8946608946608944,0.1331821195967694,0.3528117176859002,4.75,2.14,0.07954545454545453,W,1
2025-03-01,AZEV B2014 (WHITE),Excel Soccer Academy 14B Black,3,1,0.5485885952721281,0.5038961038961038,0.5932810866481523,0.5339957075559699,4.75,2.14,0.07954545454545453,W,2
2025-02-22,AZEV B2014 (WHITE),14B Laroussi,4,1,0.18181818181818174,0.3636363636363635,0.0,0.23516517771957426,4.75,2.14,0.07954545454545453,W,3
2025-02-15,AZEV B2014 (WHITE),Tuzos 2014 Nava,8,3,0.4038310629946483,0.727272727272727,0.08038939871656973,0.35309535248210316,4.75,2.14,0.07954545454545453,W,5
2025-02-08,AZEV B2014 (WHITE),SCUM East Valley 14B Ninjas,9,1,0.0,0.0,0.0,0.08857921876162374,4.75,2.14,0.034090909090909095,W,8
2025-02-01,AZEV B2014 (WHITE),PRFC North Valley 14B Copa,6,1,0.14750889950661714,0.23376623376623365,0.061251565247000615,0.26053067790239604,4.75,2.14,0.034090909090909095,W,5
2025-01-25,AZEV B2014 (WHITE),NOS Santos 14 Boys White,3,1,0.29025631250582284,0.3922077922077921,0.18830483280385363,0.25199796526025303,4.75,2.14,0.034090909090909095,W,2
2025-01-18,AZEV B2014 (WHITE),14B Felix Nogales,5,2,0.4197490205290836,0.44155844155844143,0.3979395994997258,0.3325419986353725,4.75,2.14,0.034090909090909095,W,3
2025-01-18,AZEV B2014 (WHITE),VSC 2014 Boys White,1,1,0.17892586122749285,0.03246753246753246,0.3253841899874532,0.1740515815122567,4.75,2.14,0.034090909090909095,T,0
2025-01-11,AZEV B2014 (WHITE),PSG 14B Blue,1,6,0.7495046734122577,0.7999999999999997,0.6990093468245158,0.691535789305708,4.75,2.14,0.034090909090909095,L,-5
2025-04-27,AZSC 14B Perez,14 Pre-MLSN #2,4,1,0.8370931750767346,0.8207792207792205,0.8534071293742488,0.6337542949258105,3.3274999999999997,2.02875,0.05932203389830508,W,3
2025-04-26,AZSC 14B Perez,AZ Arsenal Pre-ECNL B14,1,2,0.9035779059697493,1.0,0.8071558119394986,0.8249710689033376,3.3274999999999997,2.02875,0.05932203389830508,L,-1
2025-04-13,AZSC 14B Perez,Brazas 2014 Boys Black Marcos,2,2,0.5880789745947604,0.5168831168831166,0.6592748323064043,0.5251128101749807,3.3274999999999997,2.02875,0.05932203389830508,T,0
2025-03-23,AZSC 14B Perez,Southeast 2014 Boys Red,1,3,0.5422979763633814,0.35938606847697746,0.7252098842497854,0.5714962874842497,3.3274999999999997,2.02875,0.05932203389830508,L,-2
2025-03-23,AZSC 14B Perez,Southeast 2014 Boys Red,1,3,0.5422979763633814,0.35938606847697746,0.7252098842497854,0.5714962874842497,3.3274999999999997,2.02875,0.05932203389830508,L,-2
2025-03-22,AZSC 14B Perez,Phoenix Premier FC 14B SW Black,5,2,0.6000006213278959,0.7011459129106185,0.4988553297451733,0.5230185901852892,3.3274999999999997,2.02875,0.05932203389830508,W,3
2025-03-22,AZSC 14B Perez,Phoenix Premier FC 14B SW Black,5,2,0.6000006213278959,0.7011459129106185,0.4988553297451733,0.5230185901852892,3.3274999999999997,2.02875,0.05932203389830508,W,3
2025-03-21,AZSC 14B Perez,Phoenix Premier FC 14B Black,7,2,0.40571303181860113,0.49202226345083466,0.3194038001863676,0.4953178087698247,3.3274999999999997,2.02875,0.05932203389830508,W,5
2025-03-01,AZSC 14B Perez,Brazas 2014 Boys Black Marcos,4,1,0.5880789745947604,0.5168831168831166,0.6592748323064043,0.5251128101749807,3.3274999999999997,2.02875,0.05932203389830508,W,3
2025-03-01,AZSC 14B Perez,NOS Santos 14 Boys Blue,2,0,0.42430509606734557,0.5201298701298699,0.3284803220048213,0.4173671344543616,3.3274999999999997,2.02875,0.05932203389830508,W,2
2025-02-27,AZSC 14B Perez,AZ Arsenal 14 Boys Teal SC,2,3,0.3681637581985002,0.17922077922077914,0.5571067371762213,0.43815642311847164,3.3274999999999997,2.02875,0.025423728813559324,L,-1
2025-02-23,AZSC 14B Perez,Southeast 2014 Boys Blue,1,4,0.35536099268065646,0.26412897447380196,0.446593010887511,0.46336872402482454,3.3274999999999997,2.02875,0.025423728813559324,L,-3
2025-02-23,AZSC 14B Perez,Southeast 2014 Boys Blue,1,4,0.35536099268065646,0.26412897447380196,0.446593010887511,0.46336872402482454,3.3274999999999997,2.02875,0.025423728813559324,L,-3
2025-02-22,AZSC 14B Perez,PRFC Scottsdale 14B Predator,7,2,0.4419013394677058,0.42824675324675304,0.45555592568865855,0.4302670442647073,3.3274999999999997,2.02875,0.025423728813559324,W,5
2025-02-21,AZSC 14B Perez,AZ Arsenal 14 Boys Teal SC,3,5,0.3681637581985002,0.17922077922077914,0.5571067371762213,0.43815642311847164,3.3274999999999997,2.02875,0.025423728813559324,L,-2
2025-02-15,AZSC 14B Perez,2014B West,1,6,0.6796931452476549,0.6961038961038959,0.6632823943914139,0.6638924416271482,3.3274999999999997,2.02875,0.025423728813559324,L,-5
2025-02-15,AZSC 14B Perez,2014B West,1,6,0.6796931452476549,0.6961038961038959,0.6632823943914139,0.6638924416271482,3.3274999999999997,2.02875,0.025423728813559324,L,-5
2025-02-09,AZSC 14B Perez,AZ Arsenal Pre-ECNL B14,7,1,0.9035779059697493,1.0,0.8071558119394986,0.8249710689033376,3.3274999999999997,2.02875,0.025423728813559324,W,6
2025-02-08,AZSC 14B Perez,AZ Inferno 14 Boys Black,9,0,0.43914574053447847,0.4779220779220777,0.40036940314687924,0.43562411936154755,3.3274999999999997,2.02875,0.025423728813559324,W,9
2025-02-08,AZSC 14B Perez,PRFC Desert Foothills 14B Pre-Academy,5,2,0.43179269907769086,0.39999999999999986,0.46358539815538186,0.5430453739908772,3.3274999999999997,2.02875,0.025423728813559324,W,3
2025-02-06,AZSC 14B Perez,AZ Arsenal Pre-ECNL B14,2,2,0.9035779059697493,1.0,0.8071558119394986,0.8249710689033376,3.3274999999999997,2.02875,0.025423728813559324,T,0
2025-01-26,AZSC 14B Perez,PRFC Desert Foothills 14B Pre-Academy,4,3,0.43179269907769086,0.39999999999999986,0.46358539815538186,0.5430453739908772,3.3274999999999997,2.02875,0.025423728813559324,W,1
2025-01-26,AZSC 14B Perez,PRFC North Valley 14B Predator,4,0,0.3141744947888443,0.3259740259740258,0.3023749636036627,0.3830084785883675,3.3274999999999997,2.02875,0.025423728813559324,W,4
2025-01-25,AZSC 14B Perez,East Valley NSFC 14 Boys Aguirre,5,0,0.23483864130943094,0.22857142857142845,0.24110585404743345,0.36324648396415726,3.3274999999999997,2.02875,0.025423728813559324,W,5
2025-01-24,AZSC 14B Perez,U-12 (2014) Boys Pre Academy Blue,4,0,0.4011636547652009,0.40519480519480494,0.3971325043355968,0.40384932091764947,3.3274999999999997,2.02875,0.025423728813559324,W,4
2025-01-11,AZSC 14B Perez,Tuzos Royals 2014,2,3,0.36291258405720445,0.11168831168831168,0.6141368564260972,0.4934032261758452,3.3274999999999997,2.02875,0.025423728813559324,L,-1
2025-09-20,AZSC 2014/2015B Navy,PSC 2014/15B,7,2,0.0,0.0,0.0,0.0016015285003413305,2.25,4.25,0.25,W,5
2025-09-13,AZSC 2014/2015B Navy,CCV Stars 14 Boys South Orange,0,7,0.27063829762937464,0.2883116883116882,0.25296490694706103,0.20674951143101594,2.25,4.25,0.25,L,-7
2025-09-13,AZSC 2014/2015B Navy,Playmaker Futbol Academy 14B Gold,1,4,0.33351923031210495,0.3818181818181817,0.2852202788060281,0.40154434876849154,2.25,4.25,0.25,L,-3
2025-09-12,AZSC 2014/2015B Navy,Madison FC 14 White Boys,1,4,0.5678858999288958,0.5936920222634506,0.5420797775943411,0.3194358187100039,2.25,4.25,0.25,L,-3
2025-09-13,AZSC 2014B Pre-NL Premier 2,Bala FC - 2014B,6,0,0.3491075833532572,0.34632034632034625,0.3518948203861682,0.24726082913393907,2.49,1.285,0.08536585365853659,W,6
2025-09-12,AZSC 2014B Pre-NL Premier 2,Playmaker Futbol Academy 14B Black,1,1,0.7144071606973512,0.7094260578131543,0.7193882635815483,0.7037502585556059,2.49,1.285,0.08536585365853659,T,0
2025-04-26,AZSC 2014B Pre-NL Premier 2,Phoenix Premier FC 14B Black,0,2,0.40571303181860113,0.49202226345083466,0.3194038001863676,0.4953178087698247,2.49,1.285,0.08536585365853659,L,-2
2025-04-19,AZSC 2014B Pre-NL Premier 2,Southeast 2014 Boys Green,2,1,0.6182956450374286,0.5708291708291706,0.6657621192456867,0.5663244659526465,2.49,1.285,0.08536585365853659,W,1
2025-04-17,AZSC 2014B Pre-NL Premier 2,14 Cityzens,2,1,0.32834945500050644,0.2808905380333951,0.3758083719676178,0.362495059719533,2.49,1.285,0.08536585365853659,W,1
2025-04-15,AZSC 2014B Pre-NL Premier 2,Scottsdale 14 Sandsharks Select,1,3,0.7254093732354601,0.45081874647092024,1.0,0.7291757309448581,2.49,1.285,0.08536585365853659,L,-2
2025-04-12,AZSC 2014B Pre-NL Premier 2,PRFC Scottsdale 14B Copa,2,1,0.24420650716442702,0.3058441558441558,0.18256885848469823,0.20444760033875178,2.49,1.285,0.08536585365853659,W,1
2025-03-23,AZSC 2014B Pre-NL Premier 2,RSL-AZ Yuma 14 Boys Quinonez,2,1,0.5767738357413915,0.7792207792207789,0.37432689226200405,0.4868899757438311,2.49,1.285,0.08536585365853659,W,1
2025-03-02,AZSC 2014B Pre-NL Premier 2,PRFC Scottsdale 14B Copa,6,2,0.24420650716442702,0.3058441558441558,0.18256885848469823,0.20444760033875178,2.49,1.285,0.08536585365853659,W,4
2025-03-01,AZSC 2014B Pre-NL Premier 2,2014 Boys Blue,5,1,0.3394475812246846,0.19811097992916166,0.48078418252020755,0.2666254979310678,2.49,1.285,0.08536585365853659,W,4
2025-02-21,AZSC 2014B Pre-NL Premier 2,PRFC Southeast Valley 14B Pre-Academy,0,1,0.205266324974404,0.22077922077922066,0.18975342916958737,0.34389344020801876,2.49,1.285,0.03658536585365855,L,-1
2025-02-08,AZSC 2014B Pre-NL Premier 2,Phoenix Valley Soccer Club boys 2014,1,0,0.2252175394978314,0.20259740259740247,0.24783767639826038,0.32191151109809113,2.49,1.285,0.03658536585365855,W,1
2025-02-01,AZSC 2014B Pre-NL Premier 2,Select 14B,7,3,0.34927929915172196,0.4415584415584413,0.25700015674500265,0.35196037351038295,2.49,1.285,0.03658536585365855,W,4
2025-01-11,AZSC 2014B Pre-NL Premier 2,Tuzos Academy Mesa 2014,0,1,0.3920156774960527,0.4470588235294116,0.33697253146269374,0.4442133099580096,2.49,1.285,0.03658536585365855,L,-1
2025-09-28,America 14b,FC Elite Arizona 2014 Boys - Martinez,0,7,1.0,1.0,1.0,0.5699241030473806,3.2857142857142856,3.5714285714285716,0.14285714285714285,L,-7
2025-09-28,America 14b,FC Sonora 14' B Dynamo,7,2,0.21566769995747984,0.3710575139146566,0.06027788600030311,0.1790629761840024,3.2857142857142856,3.5714285714285716,0.14285714285714285,W,5
2025-09-27,America 14b,Milan B,12,0,0.0,0.0,0.0,0.15907069033293034,3.2857142857142856,3.5714285714285716,0.14285714285714285,W,12
2025-09-27,America 14b,FC Elite Arizona 2014 Boys - Martinez,2,5,1.0,1.0,1.0,0.5699241030473806,3.2857142857142856,3.5714285714285716,0.14285714285714285,L,-3
2025-04-06,America 14b,14B Hinds,1,3,0.4912311659577727,0.39567099567099556,0.5867913362445499,0.37839723647287976,3.2857142857142856,3.5714285714285716,0.14285714285714285,L,-2
2025-04-03,America 14b,Eagles F.C.,1,2,0.3561686199569838,0.0354978354978355,0.6768394044161321,0.37058604561630315,3.2857142857142856,3.5714285714285716,0.14285714285714285,L,-1
2025-02-16,America 14b,CDO 14B Premier,0,6,0.44863540751381253,0.41753246753246737,0.4797383474951577,0.5144581291254475,3.2857142857142856,3.5714285714285716,0.14285714285714285,L,-6
2025-09-07,Amore 2014 Boys,CCV Stars 14 Boys West Orange,2,2,0.3519951546064697,0.17922077922077914,0.5247695299921602,0.29814040698337285,2.81,3.2699999999999996,0.0608695652173913,T,0
2025-09-07,Amore 2014 Boys,Tuzos Titanes 2014,4,1,0.01581227902873822,0.0,0.03162455805747644,0.06442467348655855,2.81,3.2699999999999996,0.0608695652173913,W,3
2025-09-06,Amore 2014 Boys,PRFC Scottsdale 14B Predator,0,6,0.4419013394677058,0.42824675324675304,0.45555592568865855,0.4302670442647073,2.81,3.2699999999999996,0.0608695652173913,L,-6
2025-08-31,Amore 2014 Boys,CAC 14/15B (Conroy),3,1,0.25759945531719175,0.35064935064935054,0.16454955998503293,0.2197556118804795,2.81,3.2699999999999996,0.0608695652173913,W,2
2025-08-31,Amore 2014 Boys,Phoenix United 2014 Premier,3,5,0.8722513790342492,0.7501770956316407,0.9943256624368577,0.802425490790638,2.81,3.2699999999999996,0.0608695652173913,L,-2
2025-08-31,Amore 2014 Boys,PRFC Southeast Valley 14B Predator,3,3,0.4432436858362562,0.46493506493506465,0.42155230673744765,0.3863204070728365,2.81,3.2699999999999996,0.0608695652173913,T,0
