Team,Date,Opponent,GoalsFor,GoalsAgainst,GoalDiff,expected_gd,gd_delta,impact_bucket,Opponent_BaseStrength,PS_A,PS_B,P_A_win,P_Draw,P_B_win,PredictedWinner,ActualWinner,A_win_actual
Phoenix United 14 Elite,2025-04-12,Southeast 2014 Boys Red,7,1,6,3.0,3.0,good,0.231,,0.3809,,,,Southeast 2014 Boys Red,Phoenix United 14 Elite,1
Phoenix United 14 Elite,2025-04-12,AZ Arsenal Pre-ECNL B14,8,1,7,3.5,3.5,good,0.293,,0.3191,,,,AZ Arsenal Pre-ECNL B14,Phoenix United 14 Elite,1
Phoenix United 14 Elite,2025-03-30,14B GSA,1,1,0,0.0,0.0,neutral,0.309,,0.4119,,,,14B GSA,Draw,0
Phoenix United 14 Elite,2025-03-23,Dynamos SC 14B SC,1,0,1,0.5,0.5,neutral,0.297,,0.3781,,,,Dynamos SC 14B SC,Phoenix United 14 Elite,1
Phoenix United 14 Elite,2025-03-22,Tuzos Royals 2014,4,0,4,2.0,2.0,good,0.243,,0.4056,,,,Tuzos Royals 2014,Phoenix United 14 Elite,1
Phoenix United 14 Elite,2025-02-14,Southeast 2014 Boys Black,0,2,-2,-1.0,-1.0,neutral,0.304,,0.5059,,,,Southeast 2014 Boys Black,Southeast 2014 Boys Black,0
Phoenix United 2014 Premier,2025-10-04,BRAZAS FC 2014 Boys Gold,1,1,0,0.0,0.0,neutral,0.137,0.3443,,,,,BRAZAS FC 2014 Boys Gold,Draw,0
Phoenix United 2014 Premier,2025-09-28,PSG 14B Blue,3,2,1,0.5,0.5,neutral,0.315,0.3443,0.3368,0.433540735568456,0.15816597580914496,0.40829328862239905,Phoenix United 2014 Premier,Phoenix United 2014 Premier,1
Phoenix United 2014 Premier,2025-09-27,FC ARIZONA PRE ECNL RL B14,0,1,-1,-0.5,-0.5,neutral,0.353,0.3443,0.3208,0.49343380377073065,0.09769968937907765,0.40886650685019177,Phoenix United 2014 Premier,FC ARIZONA PRE ECNL RL B14,0
Phoenix United 2014 Premier,2025-09-26,Playmaker Futbol Academy 14B Black,0,0,0,0.0,0.0,neutral,0.204,0.3443,0.331,0.4522623643138025,0.14112439565467963,0.40661324003151783,Phoenix United 2014 Premier,Draw,0
Phoenix United 2014 Premier,2025-09-20,Tuzos 2014 Nava,6,1,5,2.5,2.5,good,0.197,0.3443,0.1927,0.7707940017864593,1.6248336246594283e-12,0.2292059982119158,Phoenix United 2014 Premier,Phoenix United 2014 Premier,1
Phoenix United 2014 Premier,2025-09-13,PRFC West Valley 14B Pre-Academy,3,0,3,1.5,1.5,good,0.176,0.3443,0.1614,0.8120216185947663,1.4407505945768756e-17,0.1879783814052337,Phoenix United 2014 Premier,Phoenix United 2014 Premier,1
Phoenix United 2014 Premier,2025-09-07,PRFC West Valley 14B Predator,5,1,4,2.0,2.0,good,0.214,0.3443,0.2367,0.7028274062226615,5.178313597386119e-07,0.2971720759459789,Phoenix United 2014 Premier,Phoenix United 2014 Premier,1
Phoenix United 2014 Premier,2025-09-07,Synergy FC 14 B,6,0,6,3.0,3.0,good,0.134,0.3443,0.1225,0.8550040010593151,3.646659833963098e-25,0.14499599894068493,Phoenix United 2014 Premier,Phoenix United 2014 Premier,1
Phoenix United 2014 Premier,2025-09-06,Spartak Academy 2014 Boys,10,0,10,5.0,5.0,good,0.137,0.3443,0.1572,0.817096722443031,2.562754483961081e-18,0.182903277556969,Phoenix United 2014 Premier,Phoenix United 2014 Premier,1
Phoenix United 2014 Premier,2025-09-06,Tuzos Halcones 2014,3,3,0,0.0,0.0,neutral,0.204,0.3443,0.177,0.7922266988885903,6.2346807277503135e-15,0.2077733011114035,Phoenix United 2014 Premier,Draw,0
Phoenix United 2014 Premier,2025-08-31,Amore 2014 Boys,5,3,2,1.0,1.0,neutral,0.212,0.3443,0.2019,0.7575327277389429,3.2810177569650045e-11,0.24246727222824696,Phoenix United 2014 Premier,Phoenix United 2014 Premier,1
Phoenix United 2014 Premier,2025-08-31,Playmaker Futbol Academy 14B Gold,9,1,8,4.0,4.0,good,0.165,0.3443,0.2112,0.743606762044592,5.654218511863672e-10,0.2563932373899861,Phoenix United 2014 Premier,Phoenix United 2014 Premier,1
Phoenix United 2014 Premier,2025-08-30,FC Arizona 14B Black GFC Suenaga U12,6,3,3,1.5,1.5,good,0.327,0.3443,0.2877,0.6078457778842705,0.005658347220868177,0.38649587489486126,Phoenix United 2014 Premier,Phoenix United 2014 Premier,1
Phoenix United 2014 Premier,2025-08-29,PRFC North Valley 14B Predator,6,1,5,2.5,2.5,good,0.187,0.3443,0.1542,0.8206562544515165,7.288767102737308e-19,0.17934374554848354,Phoenix United 2014 Premier,Phoenix United 2014 Premier,1
Phoenix United 2014 Premier,2025-05-25,Eagles F.C.,1,0,1,0.5,0.5,neutral,0.188,0.3443,0.1297,0.8477161968073711,1.1970275577413914e-23,0.1522838031926289,Phoenix United 2014 Premier,Phoenix United 2014 Premier,1
Phoenix United 2014 Premier,2025-05-25,14 ECNL #2,0,9,-9,-4.5,-4.5,weak,0.303,0.3443,,,,,14 ECNL #2,14 ECNL #2,0
Phoenix United 2014 Premier,2025-05-24,Milan,7,0,7,3.5,3.5,good,0.146,0.3443,0.1092,0.8677029890850197,4.261410662741896e-28,0.13229701091498025,Phoenix United 2014 Premier,Phoenix United 2014 Premier,1
Phoenix United 2014 Premier,2025-05-24,Santos 15B,7,0,7,3.5,3.5,good,0.097,0.3443,,,,,Santos 15B,Phoenix United 2014 Premier,1
Phoenix United 2014 Premier,2025-04-13,Tuzos Royals 14 Pre-Academy,6,1,5,2.5,2.5,good,0.265,0.3443,0.2602,0.6620786788674496,7.727091271157094e-05,0.3378440502198387,Phoenix United 2014 Premier,Phoenix United 2014 Premier,1
Phoenix United 2014 Premier,2025-04-13,El Paso Football Club U11 BLUE,5,1,4,2.0,2.0,good,0.279,0.3443,,,,,El Paso Football Club U11 BLUE,Phoenix United 2014 Premier,1
Phoenix United 2014 Premier,2025-04-12,Las Vegas Sports Academy U11 Boys Black 2014,5,2,3,1.5,1.5,good,0.159,0.3443,,,,,Las Vegas Sports Academy U11 Boys Black 2014,Phoenix United 2014 Premier,1
Phoenix United 2014 Premier,2025-04-12,Next Level Soccer Northwest 2015 Boys Red,5,1,4,2.0,2.0,good,0.209,0.3443,,,,,Next Level Soccer Northwest 2015 Boys Red,Phoenix United 2014 Premier,1
Phoenix United 2014 Premier,2025-03-30,Verde Valley United FC,4,0,4,2.0,2.0,good,0.234,0.3443,0.2091,0.7467966488247518,3.023359325950662e-10,0.2532033508729122,Phoenix United 2014 Premier,Phoenix United 2014 Premier,1
Phoenix United 2014 Premier,2025-03-29,Tuzos Royals 14 Pre-Academy,4,1,3,1.5,1.5,good,0.265,0.3443,0.2602,0.6620786788674496,7.727091271157094e-05,0.3378440502198387,Phoenix United 2014 Premier,Phoenix United 2014 Premier,1
Phoenix United 2014 Premier,2025-03-29,PSG 14B Blue,2,2,0,0.0,0.0,neutral,0.315,0.3443,0.3368,0.433540735568456,0.15816597580914496,0.40829328862239905,Phoenix United 2014 Premier,Draw,0
Phoenix United 2014 Premier,2025-03-22,Legends FC AZ 14B Black,3,2,1,0.5,0.5,neutral,0.227,0.3443,0.279,0.626611321572539,0.0017483800587449322,0.37164029836871604,Phoenix United 2014 Premier,Phoenix United 2014 Premier,1
Phoenix United 2014 Premier,2025-03-16,Tuzos Academy Mesa 2014,0,2,-2,-1.0,-1.0,neutral,0.208,0.3443,0.1828,0.7844855175443247,5.188660709227829e-14,0.21551448245562335,Phoenix United 2014 Premier,Tuzos Academy Mesa 2014,0
Phoenix United 2014 Premier,2025-03-15,Next Level Soccer Northwest 2015 Boys Red,1,3,-2,-1.0,-1.0,neutral,0.209,0.3443,,,,,Next Level Soccer Northwest 2015 Boys Red,Next Level Soccer Northwest 2015 Boys Red,0
Phoenix United 2014 Premier,2025-03-15,2014 Boys Yellow,3,4,-1,-0.5,-0.5,neutral,0.227,0.3443,0.2871,0.6092311067688377,0.0052471163443907915,0.3855217768867715,Phoenix United 2014 Premier,2014 Boys Yellow,0
Phoenix United 2014 Premier,2025-03-08,PRFC West Valley 14B Pre-Academy,3,0,3,1.5,1.5,good,0.176,0.3443,0.1614,0.8120216185947663,1.4407505945768756e-17,0.1879783814052337,Phoenix United 2014 Premier,Phoenix United 2014 Premier,1
Phoenix United 2014 Premier,2025-02-23,Madison FC 14 Gold Boys Storm,0,3,-3,-1.5,-1.5,weak,0.346,0.3443,,,,,Madison FC 14 Gold Boys Storm,Madison FC 14 Gold Boys Storm,0
Phoenix United 2014 Premier,2025-02-22,Kingman SC B14 McGill,3,2,1,0.5,0.5,neutral,0.215,0.3443,0.2894,0.6038267527024903,0.006975592919284783,0.38919765437822496,Phoenix United 2014 Premier,Phoenix United 2014 Premier,1
Phoenix United 2014 Premier,2025-02-09,Tuzos Academy Mesa 2014,3,3,0,0.0,0.0,neutral,0.208,0.3443,0.1828,0.7844855175443247,5.188660709227829e-14,0.21551448245562335,Phoenix United 2014 Premier,Draw,0
Phoenix United 2014 Premier,2025-02-08,Select 14B,6,1,5,2.5,2.5,good,0.174,0.3443,0.1389,0.8379698917800739,8.763450227487006e-22,0.16203010821992614,Phoenix United 2014 Premier,Phoenix United 2014 Premier,1
Phoenix United 2014 Premier,2025-02-08,PRFC Scottsdale 14B Predator,2,3,-1,-0.5,-0.5,neutral,0.202,0.3443,0.1835,0.7835372285396508,6.66688936769684e-14,0.2164627714602826,Phoenix United 2014 Premier,PRFC Scottsdale 14B Predator,0
Phoenix United 2014 Premier,2025-01-22,AZ Arsenal 15 Boys Teal 1 JZ,4,7,-3,-1.5,-1.5,weak,0.267,0.3443,,,,,AZ Arsenal 15 Boys Teal 1 JZ,AZ Arsenal 15 Boys Teal 1 JZ,0
Phoenix United 2014 Premier,2025-01-11,PRFC Southeast Valley 14B Predator-Central,2,0,2,1.0,1.0,neutral,0.168,0.3443,0.1757,0.7939333736392848,3.837950432132018e-15,0.20606662636071138,Phoenix United 2014 Premier,Phoenix United 2014 Premier,1
Phoenix United 2014 Premier,2024-12-14,CCV STARS 14 Boys Navy PEO,1,2,-1,-0.5,-0.5,neutral,0.214,0.3443,,,,,CCV STARS 14 Boys Navy PEO,CCV STARS 14 Boys Navy PEO,0
Phoenix United 2014 Premier,2024-12-08,Tuzos Royals 14 Pre-Academy,1,3,-2,-1.0,-1.0,neutral,0.265,0.3443,0.2602,0.6620786788674496,7.727091271157094e-05,0.3378440502198387,Phoenix United 2014 Premier,Tuzos Royals 14 Pre-Academy,0
Phoenix United 2014 Premier,2024-12-08,U-11 (2014) Boys Pre Academy,2,2,0,0.0,0.0,neutral,0.217,0.3443,,,,,U-11 (2014) Boys Pre Academy,Draw,0
Phoenix United 2014 Premier,2024-12-06,East Valley NSFC 14 Boys Aguirre,2,5,-3,-1.5,-1.5,weak,0.215,0.3443,0.2118,0.7426905448014067,6.749500974089363e-10,0.25730945452364323,Phoenix United 2014 Premier,East Valley NSFC 14 Boys Aguirre,0
Phoenix United 2014 Premier,2024-11-24,West Valley 2014 Boys Martinez Pre-Elite64,2,5,-3,-1.5,-1.5,weak,0.272,0.3443,0.2881,0.6069129028072104,0.005947519916549453,0.38713957727624,Phoenix United 2014 Premier,West Valley 2014 Boys Martinez Pre-Elite64,0
Phoenix United 2014 Premier,2024-11-23,PSG 14B Blue,1,6,-5,-2.5,-2.5,weak,0.315,0.3443,0.3368,0.433540735568456,0.15816597580914496,0.40829328862239905,Phoenix United 2014 Premier,PSG 14B Blue,0
Phoenix United 2014 Premier,2024-11-23,CCV STARS 14 Boys Navy LAV,2,0,2,1.0,1.0,neutral,0.127,0.3443,,,,,CCV STARS 14 Boys Navy LAV,Phoenix United 2014 Premier,1
Phoenix United 2014 Premier,2024-11-16,2014 Boys Yellow,2,3,-1,-0.5,-0.5,neutral,0.227,0.3443,0.2871,0.6092311067688377,0.0052471163443907915,0.3855217768867715,Phoenix United 2014 Premier,2014 Boys Yellow,0
Phoenix United 2014 Premier,2024-10-26,East Valley NSFC 14 Boys Aguirre,2,5,-3,-1.5,-1.5,weak,0.215,0.3443,0.2118,0.7426905448014067,6.749500974089363e-10,0.25730945452364323,Phoenix United 2014 Premier,East Valley NSFC 14 Boys Aguirre,0
Phoenix United 2014 Premier,2024-10-20,Next Level Soccer Southeast 2014 Boys Green,3,5,-2,-1.0,-1.0,neutral,0.27,0.3443,,,,,Next Level Soccer Southeast 2014 Boys Green,Next Level Soccer Southeast 2014 Boys Green,0
Phoenix United 2014 Premier,2024-10-19,Phoenix United 2015 Academy,4,3,1,0.5,0.5,neutral,0.279,0.3443,,,,,Phoenix United 2015 Academy,Phoenix United 2014 Premier,1
Phoenix United 2014 Premier,2024-10-18,14 Cityzens,1,5,-4,-2.0,-2.0,weak,0.192,0.3443,0.1739,0.796279289358729,1.948263537920097e-15,0.20372071064126898,Phoenix United 2014 Premier,14 Cityzens,0
Phoenix United 2014 Premier,2024-10-12,PRFC Southeast Valley 14B Predator-Central,1,3,-2,-1.0,-1.0,neutral,0.168,0.3443,0.1757,0.7939333736392848,3.837950432132018e-15,0.20606662636071138,Phoenix United 2014 Premier,PRFC Southeast Valley 14B Predator-Central,0
Phoenix United 2014 Premier,2024-10-05,U-11 (2014) Boys Pre Academy,0,3,-3,-1.5,-1.5,weak,0.217,0.3443,,,,,U-11 (2014) Boys Pre Academy,U-11 (2014) Boys Pre Academy,0
Phoenix United 2014 Premier,2024-09-29,AZEV B2014 (NAVY),0,2,-2,-1.0,-1.0,neutral,0.331,0.3443,0.2473,0.6848134354883838,5.763946735036269e-06,0.3151808005648813,Phoenix United 2014 Premier,AZEV B2014 (NAVY),0
Phoenix United 2014 Premier,2024-09-28,AZEV B2014 (WHITE),4,1,3,1.5,1.5,good,0.262,0.3443,0.2279,0.7173186344851205,5.7941151524326114e-08,0.2826813075737279,Phoenix United 2014 Premier,Phoenix United 2014 Premier,1
Phoenix United 2014 Premier,2024-09-27,State 48 FC 14 White,4,1,3,1.5,1.5,good,0.178,0.3443,,,,,State 48 FC 14 White,Phoenix United 2014 Premier,1
Phoenix United 2014 Premier,2024-09-21,Madison FC 14 Gold Boys Storm,0,3,-3,-1.5,-1.5,weak,0.346,0.3443,,,,,Madison FC 14 Gold Boys Storm,Madison FC 14 Gold Boys Storm,0
Phoenix United 2014 Premier,2024-09-07,PRFC Scottsdale 14B Pre-Academy,0,7,-7,-3.5,-3.5,weak,0.322,0.3443,0.3666,0.40850080571784697,0.10321681397090973,0.48828238031124327,PRFC Scottsdale 14B Pre-Academy,PRFC Scottsdale 14B Pre-Academy,0
Phoenix United 2014 Premier,2024-09-01,PRFC Desert Foothills 14B Pre-Academy,2,2,0,0.0,0.0,neutral,0.257,0.3443,0.315,0.5183916784954566,0.07153700280277964,0.4100713187017636,Phoenix United 2014 Premier,Draw,0
Phoenix United 2014B West,2025-04-19,Brazas 2014 Boys Black Marcos,3,2,1,0.5,0.5,neutral,0.258,,0.2837,,,,Brazas 2014 Boys Black Marcos,Phoenix United 2014B West,1
Phoenix United 2014B West,2025-02-22,NOS Santos 14 Boys Blue,10,2,8,4.0,4.0,good,0.224,,0.2952,,,,NOS Santos 14 Boys Blue,Phoenix United 2014B West,1
Phoenix United 2014B West,2025-02-15,AZSC 14B Perez,6,1,5,2.5,2.5,good,0.298,,0.3368,,,,AZSC 14B Perez,Phoenix United 2014B West,1
Phoenix United 2014B West,2025-02-01,Tuzos Royals 2014,6,3,3,1.5,1.5,good,0.243,,0.4056,,,,Tuzos Royals 2014,Phoenix United 2014B West,1
Phoenix United 2014B West,2025-01-18,PRFC Desert Foothills 14B Pre-Academy,3,2,1,0.5,0.5,neutral,0.257,,0.315,,,,PRFC Desert Foothills 14B Pre-Academy,Phoenix United 2014B West,1
Phoenix United 2014B West,2024-11-23,14B Engilman,6,2,4,2.0,2.0,good,0.203,,0.2413,,,,14B Engilman,Phoenix United 2014B West,1
Phoenix United 2014B West,2024-11-02,14B Moyer,7,0,7,3.5,3.5,good,0.197,,0.2525,,,,14B Moyer,Phoenix United 2014B West,1
Phoenix United 2014B West,2024-10-19,14B Velasco,1,0,1,0.5,0.5,neutral,0.259,,0.3453,,,,14B Velasco,Phoenix United 2014B West,1
Phoenix United 2014B West,2024-10-12,PRFC Southeast Valley 14B Pre-Academy,9,5,4,2.0,2.0,good,0.162,,0.1734,,,,PRFC Southeast Valley 14B Pre-Academy,Phoenix United 2014B West,1
Phoenix United 2014B West,2024-10-05,NOS Santos 14 Boys Blue,6,2,4,2.0,2.0,good,0.224,,0.2952,,,,NOS Santos 14 Boys Blue,Phoenix United 2014B West,1
Phoenix United 2014B West,2024-09-21,Tuzos Academy Mesa 2014,5,2,3,1.5,1.5,good,0.208,,0.1828,,,,Tuzos Academy Mesa 2014,Phoenix United 2014B West,1
Phoenix United 2014B West,2024-09-14,Playmaker Futbol Academy 14B Black,4,0,4,2.0,2.0,good,0.204,,0.331,,,,Playmaker Futbol Academy 14B Black,Phoenix United 2014B West,1
Phoenix United 2014B West,2024-09-08,Phoenix Premier FC 14B Black,3,2,1,0.5,0.5,neutral,0.181,,0.2949,,,,Phoenix Premier FC 14B Black,Phoenix United 2014B West,1
Phoenix United 2014B West,2024-09-07,Playmaker Futbol Academy 14B Black,5,3,2,1.0,1.0,neutral,0.204,,0.331,,,,Playmaker Futbol Academy 14B Black,Phoenix United 2014B West,1
Phoenix United 2014B West,2024-09-07,Southeast 2014 Boys Blue,1,4,-3,-1.5,-1.5,weak,0.258,,0.2654,,,,Southeast 2014 Boys Blue,Southeast 2014 Boys Blue,0
Phoenix United 2015 Academy,2025-04-27,Tuzos Halcones 2014,2,2,0,0.0,0.0,neutral,0.204,,0.177,,,,Tuzos Halcones 2014,Draw,0
Phoenix United 2015 Academy,2025-04-26,FC Deportivo AZ 2014B (Gallegos),0,5,-5,-2.5,-2.5,weak,0.29,,0.3291,,,,FC Deportivo AZ 2014B (Gallegos),FC Deportivo AZ 2014B (Gallegos),0
Phoenix United 2015 Academy,2025-04-26,West Valley 2014 Boys Martinez Pre-Elite64,3,5,-2,-1.0,-1.0,neutral,0.272,,0.2881,,,,West Valley 2014 Boys Martinez Pre-Elite64,West Valley 2014 Boys Martinez Pre-Elite64,0
Phoenix United 2015 Academy,2025-03-30,State 48 FC Avondale 14 Black,2,0,2,1.0,1.0,neutral,0.189,,0.1815,,,,State 48 FC Avondale 14 Black,Phoenix United 2015 Academy,1
Phoenix United 2015 Academy,2025-03-29,Tuzos Halcones 2014,2,3,-1,-0.5,-0.5,neutral,0.204,,0.177,,,,Tuzos Halcones 2014,Tuzos Halcones 2014,0
Phoenix United 2015 Academy,2025-03-29,Tuzos Titanes 2014,4,0,4,2.0,2.0,good,0.14,,0.085,,,,Tuzos Titanes 2014,Phoenix United 2015 Academy,1
Phoenix United 2015 Academy,2025-03-22,FC Elite Arizona 2014 Boys (ARCHIVED),2,2,0,0.0,0.0,neutral,0.321,,0.3086,,,,FC Elite Arizona 2014 Boys (ARCHIVED),Draw,0
Phoenix United 2015 Academy,2025-03-22,Excel Soccer Academy 14B Black,3,3,0,0.0,0.0,neutral,0.281,,0.265,,,,Excel Soccer Academy 14B Black,Draw,0
Phoenix United 2015 Academy,2025-03-21,2014 Boys Yellow,0,6,-6,-3.0,-3.0,weak,0.227,,0.2871,,,,2014 Boys Yellow,2014 Boys Yellow,0
Phoenix United 2015 Academy,2025-03-15,Hustle Hard 2014- Boys,2,0,2,1.0,1.0,neutral,0.11,,0.1086,,,,Hustle Hard 2014- Boys,Phoenix United 2015 Academy,1
Phoenix United 2015 Academy,2025-03-01,FSC United 14 Boys,10,1,9,4.5,4.5,good,0.122,,0.1168,,,,FSC United 14 Boys,Phoenix United 2015 Academy,1
Phoenix United 2015 Academy,2025-02-23,PSG 14B Blue,2,2,0,0.0,0.0,neutral,0.315,,0.3368,,,,PSG 14B Blue,Draw,0
Phoenix United 2015 Academy,2025-02-23,State 48 FC Avondale 14 Black,2,2,0,0.0,0.0,neutral,0.189,,0.1815,,,,State 48 FC Avondale 14 Black,Draw,0
Phoenix United 2015 Academy,2025-02-15,14 Boys Navy,4,0,4,2.0,2.0,good,0.231,,0.1956,,,,14 Boys Navy,Phoenix United 2015 Academy,1
Phoenix United 2015 Academy,2025-02-08,Phoenix Premier FC 14B White,4,3,1,0.5,0.5,neutral,0.134,,0.1104,,,,Phoenix Premier FC 14B White,Phoenix United 2015 Academy,1
Phoenix United 2015 Academy,2025-02-04,Scottsdale 14 Sandsharks Black,5,1,4,2.0,2.0,good,0.182,,0.2095,,,,Scottsdale 14 Sandsharks Black,Phoenix United 2015 Academy,1
Phoenix United 2015 Academy,2025-02-01,Monsters 2014,5,3,2,1.0,1.0,neutral,0.292,,0.3462,,,,Monsters 2014,Phoenix United 2015 Academy,1
Phoenix United 2015 Academy,2025-01-24,2014 Rush Boys,1,1,0,0.0,0.0,neutral,0.202,,0.2568,,,,2014 Rush Boys,Draw,0
Phoenix United 2015 Academy,2025-01-18,PRFC West Valley 14B Predator,5,1,4,2.0,2.0,good,0.214,,0.2367,,,,PRFC West Valley 14B Predator,Phoenix United 2015 Academy,1
Phoenix United 2015 Academy,2024-12-08,Scottsdale 14 Sandsharks Black,1,2,-1,-0.5,-0.5,neutral,0.182,,0.2095,,,,Scottsdale 14 Sandsharks Black,Scottsdale 14 Sandsharks Black,0
Phoenix United 2015 Academy,2024-12-06,Scottsdale 14 Sandsharks Black,2,1,1,0.5,0.5,neutral,0.182,,0.2095,,,,Scottsdale 14 Sandsharks Black,Phoenix United 2015 Academy,1
Phoenix United 2015 Academy,2024-11-23,14 Boys Navy,1,2,-1,-0.5,-0.5,neutral,0.231,,0.1956,,,,14 Boys Navy,14 Boys Navy,0
Phoenix United 2015 Academy,2024-11-16,2014 Boys Blue,5,0,5,2.5,2.5,good,0.182,,0.144,,,,2014 Boys Blue,Phoenix United 2015 Academy,1
Phoenix United 2015 Academy,2024-11-10,2014 Boys Blue,4,1,3,1.5,1.5,good,0.182,,0.144,,,,2014 Boys Blue,Phoenix United 2015 Academy,1
Phoenix United 2015 Academy,2024-11-10,14 Boys Navy,3,0,3,1.5,1.5,good,0.231,,0.1956,,,,14 Boys Navy,Phoenix United 2015 Academy,1
Phoenix United 2015 Academy,2024-11-09,Select 14B,8,0,8,4.0,4.0,good,0.174,,0.1389,,,,Select 14B,Phoenix United 2015 Academy,1
Phoenix United 2015 Academy,2024-11-09,Real Arizona 2014,4,3,1,0.5,0.5,neutral,0.322,,0.3454,,,,Real Arizona 2014,Phoenix United 2015 Academy,1
Phoenix United 2015 Academy,2024-10-26,East Valley NSFC 14 Boys Tiggs,8,0,8,4.0,4.0,good,0.085,,0.0974,,,,East Valley NSFC 14 Boys Tiggs,Phoenix United 2015 Academy,1
Phoenix United 2015 Academy,2024-10-20,14 Cityzens,5,4,1,0.5,0.5,neutral,0.192,,0.1739,,,,14 Cityzens,Phoenix United 2015 Academy,1
Phoenix United 2015 Academy,2024-10-19,Phoenix United 2014 Premier,3,4,-1,-0.5,-0.5,neutral,0.248,,0.3443,,,,Phoenix United 2014 Premier,Phoenix United 2014 Premier,0
Phoenix United 2015 Academy,2024-10-18,Southeast 2014 Boys Green,0,3,-3,-1.5,-1.5,weak,0.258,,0.2247,,,,Southeast 2014 Boys Green,Southeast 2014 Boys Green,0
Phoenix United 2015 Academy,2024-10-13,Tuzos Royals 14 Pre-Academy,1,4,-3,-1.5,-1.5,weak,0.265,,0.2602,,,,Tuzos Royals 14 Pre-Academy,Tuzos Royals 14 Pre-Academy,0
Phoenix United 2015 Academy,2024-10-12,AZ Inferno 14 Boys Black,0,0,0,0.0,0.0,neutral,0.208,,0.1638,,,,AZ Inferno 14 Boys Black,Draw,0
Phoenix United 2015 Academy,2024-10-05,Tuzos Titanes 2014,4,1,3,1.5,1.5,good,0.14,,0.085,,,,Tuzos Titanes 2014,Phoenix United 2015 Academy,1
Phoenix United 2015 Academy,2024-09-21,Synergy FC 14 B,9,0,9,4.5,4.5,good,0.134,,0.1225,,,,Synergy FC 14 B,Phoenix United 2015 Academy,1
Phoenix United 2015 Academy,2024-09-14,14 Boys Navy,1,3,-2,-1.0,-1.0,neutral,0.231,,0.1956,,,,14 Boys Navy,14 Boys Navy,0
Phoenix United 2015 Academy,2024-08-31,Madison FC 14 Blue Boys,2,1,1,0.5,0.5,neutral,0.226,,0.2128,,,,Madison FC 14 Blue Boys,Phoenix United 2015 Academy,1
Phoenix United 2015 Academy,2024-08-30,State 48 FC Avondale 14 Black,3,2,1,0.5,0.5,neutral,0.189,,0.1815,,,,State 48 FC Avondale 14 Black,Phoenix United 2015 Academy,1
Phoenix United 2015 Elite,2025-09-28,AZ Arsenal Pre-ECNL B15,1,3,-2,-1.0,-1.0,neutral,0.293,,,,,,AZ Arsenal Pre-ECNL B15,AZ Arsenal Pre-ECNL B15,0
Phoenix United 2015 Elite,2025-09-07,14B GSA,3,4,-1,-0.5,-0.5,neutral,0.309,,0.4119,,,,14B GSA,14B GSA,0
Phoenix United 2015 Elite,2025-09-06,Tuzos Royals 2014,0,1,-1,-0.5,-0.5,neutral,0.243,,0.4056,,,,Tuzos Royals 2014,Tuzos Royals 2014,0
Phoenix United 2015 Elite,2025-09-06,Dynamos SC 14B SC,1,5,-4,-2.0,-2.0,weak,0.297,,0.3781,,,,Dynamos SC 14B SC,Dynamos SC 14B SC,0
Phoenix United 2015 Elite,2025-08-31,14 Pre-MLSN #2,4,1,3,1.5,1.5,good,0.268,,0.3148,,,,14 Pre-MLSN #2,Phoenix United 2015 Elite,1
Phoenix United 2015 Elite,2025-08-30,14B GSA,2,4,-2,-1.0,-1.0,neutral,0.309,,0.4119,,,,14B GSA,14B GSA,0
Phoenix United 2015 Elite,2025-08-29,PRFC Scottsdale 14B Pre-Academy,3,5,-2,-1.0,-1.0,neutral,0.322,,0.3666,,,,PRFC Scottsdale 14B Pre-Academy,PRFC Scottsdale 14B Pre-Academy,0
Phoenix United 2015 Elite,2025-03-30,Excel Soccer Academy 14B Red,1,2,-1,-0.5,-0.5,neutral,0.278,,0.3705,,,,Excel Soccer Academy 14B Red,Excel Soccer Academy 14B Red,0
Phoenix United 2015 Elite,2025-03-29,Tuzos Academy Mesa 2014,0,1,-1,-0.5,-0.5,neutral,0.208,,0.1828,,,,Tuzos Academy Mesa 2014,Tuzos Academy Mesa 2014,0
Phoenix United 2015 Elite,2025-03-29,2014 Tuzos Academy FV,0,3,-3,-1.5,-1.5,weak,0.439,,0.3338,,,,2014 Tuzos Academy FV,2014 Tuzos Academy FV,0
Phoenix United 2015 Elite,2025-03-23,Madison FC 14 Gold Boys,0,4,-4,-2.0,-2.0,weak,0.337,,0.3217,,,,Madison FC 14 Gold Boys,Madison FC 14 Gold Boys,0
Phoenix United 2015 Elite,2025-02-21,PRFC North Valley 14B PreAcademy,3,3,0,0.0,0.0,neutral,0.219,,0.293,,,,PRFC North Valley 14B PreAcademy,Draw,0
Phoenix United 2015 Elite,2025-02-09,AZ Inferno 14 Boys Black,9,0,9,4.5,4.5,good,0.208,,0.1638,,,,AZ Inferno 14 Boys Black,Phoenix United 2015 Elite,1
Phoenix United 2015 Elite,2025-02-08,AZ Arsenal Pre-ECNL B15,4,7,-3,-1.5,-1.5,weak,0.293,,,,,,AZ Arsenal Pre-ECNL B15,AZ Arsenal Pre-ECNL B15,0
Phoenix United 2015 Elite,2025-01-03,14B JDeutsch Pre-MLS Next,0,1,-1,-0.5,-0.5,neutral,0.241,,0.2659,,,,14B JDeutsch Pre-MLS Next,14B JDeutsch Pre-MLS Next,0
