Team,Date,Opponent,GoalsFor,GoalsAgainst,GoalDiff,expected_gd,gd_delta,impact_bucket,Opponent_BaseStrength,PS_A,PS_B,P_A_win,P_Draw,P_B_win,PredictedWinner,ActualWinner,A_win_actual
AZ Arsenal 14 Boys Select,2025-01-05,Next Level Soccer Southeast 2014 Boys Green,5,3,2,1.0,1.0,neutral,0.27,0.2379,,,,,Next Level Soccer Southeast 2014 Boys Green,AZ Arsenal 14 Boys Select,1
AZ Arsenal 14 Boys Select,2025-01-04,AZ Arsenal 14 Boys Teal 2 AP,3,1,2,1.0,1.0,neutral,0.18,0.2379,,,,,AZ Arsenal 14 Boys Teal 2 AP,AZ Arsenal 14 Boys Select,1
AZ Arsenal 14 Boys Select,2025-01-03,AZ Arsenal 14 Boys Teal 2 PJ,6,3,3,1.5,1.5,good,0.145,0.2379,,,,,AZ Arsenal 14 Boys Teal 2 PJ,AZ Arsenal 14 Boys Select,1
AZ Arsenal 14 Boys Select,2024-12-13,2014 Boys Blue,0,1,-1,-0.5,-0.5,neutral,0.182,0.2379,0.144,0.6794325584084023,1.1124629463420892e-05,0.32055631696213427,AZ Arsenal 14 Boys Select,2014 Boys Blue,0
AZ Arsenal 14 Boys Select,2024-12-08,Real Arizona 2014,1,3,-2,-1.0,-1.0,neutral,0.322,0.2379,0.3454,0.2973391879593832,5.303566031247008e-07,0.7026602816840136,Real Arizona 2014,Real Arizona 2014,0
AZ Arsenal 14 Boys Select,2024-12-07,Phoenix Valley Soccer Club boys 2014,6,2,4,2.0,2.0,good,0.171,0.2379,0.1131,0.7307438788057843,6.099628809417931e-09,0.2692561150945869,AZ Arsenal 14 Boys Select,AZ Arsenal 14 Boys Select,1
AZ Arsenal 14 Boys Select,2024-12-07,Playmaker Futbol Academy 14B White,1,7,-6,-3.0,-3.0,weak,0.145,0.2379,,,,,Playmaker Futbol Academy 14B White,Playmaker Futbol Academy 14B White,0
AZ Arsenal 14 Boys Select,2024-11-23,14B Bratcher,9,2,7,3.5,3.5,good,0.15,0.2379,,,,,14B Bratcher,AZ Arsenal 14 Boys Select,1
AZ Arsenal 14 Boys Select,2024-10-19,Real Arizona 2014,2,4,-2,-1.0,-1.0,neutral,0.322,0.2379,0.3454,0.2973391879593832,5.303566031247008e-07,0.7026602816840136,Real Arizona 2014,Real Arizona 2014,0
AZ Arsenal 14 Boys Select,2024-10-13,AZ Arsenal 14 Boys Teal 2 AP,0,0,0,0.0,0.0,neutral,0.18,0.2379,,,,,AZ Arsenal 14 Boys Teal 2 AP,Draw,0
AZ Arsenal 14 Boys Select,2024-10-12,CCV STARS 14 Boys Navy PEO,1,9,-8,-4.0,-4.0,weak,0.214,0.2379,,,,,CCV STARS 14 Boys Navy PEO,CCV STARS 14 Boys Navy PEO,0
AZ Arsenal 14 Boys Select,2024-09-28,2014 Tuzos Academy FV,0,4,-4,-2.0,-2.0,weak,0.439,0.2379,0.3338,0.317082799903254,7.296447393538976e-06,0.6829099036493524,2014 Tuzos Academy FV,2014 Tuzos Academy FV,0
AZ Arsenal 14 Boys Select,2024-09-07,ASA 014B Magic,5,0,5,2.5,2.5,good,0.054,0.2379,0.0822,0.7765372708907338,4.0071020388893627e-13,0.22346272910886547,AZ Arsenal 14 Boys Select,AZ Arsenal 14 Boys Select,1
AZ Arsenal 14 Boys Teal 1,2025-04-19,East Valley NSFC 14 Boys Aguirre,1,4,-3,-1.5,-1.5,weak,0.215,,0.2118,,,,East Valley NSFC 14 Boys Aguirre,East Valley NSFC 14 Boys Aguirre,0
AZ Arsenal 14 Boys Teal 1,2025-04-16,AZEV B2014 (NAVY),0,1,-1,-0.5,-0.5,neutral,0.331,,0.2473,,,,AZEV B2014 (NAVY),AZEV B2014 (NAVY),0
AZ Arsenal 14 Boys Teal 1,2025-04-14,Southeast 2014 Boys Red,0,2,-2,-1.0,-1.0,neutral,0.231,,0.3809,,,,Southeast 2014 Boys Red,Southeast 2014 Boys Red,0
AZ Arsenal 14 Boys Teal 1,2025-04-13,West Valley 2014 Boys Martinez Pre-Elite64,2,1,1,0.5,0.5,neutral,0.272,,0.2881,,,,West Valley 2014 Boys Martinez Pre-Elite64,AZ Arsenal 14 Boys Teal 1,1
AZ Arsenal 14 Boys Teal 1,2025-04-13,AZEV B2014 (NAVY),2,4,-2,-1.0,-1.0,neutral,0.331,,0.2473,,,,AZEV B2014 (NAVY),AZEV B2014 (NAVY),0
AZ Arsenal 14 Boys Teal 1,2025-04-12,AZEV B2014 (NAVY),1,1,0,0.0,0.0,neutral,0.331,,0.2473,,,,AZEV B2014 (NAVY),Draw,0
AZ Arsenal 14 Boys Teal 1,2025-04-11,Legends FC AZ 14B Black,5,1,4,2.0,2.0,good,0.227,,0.279,,,,Legends FC AZ 14B Black,AZ Arsenal 14 Boys Teal 1,1
AZ Arsenal 14 Boys Teal 1,2025-02-27,AZSC 14B Perez,3,2,1,0.5,0.5,neutral,0.298,,0.3368,,,,AZSC 14B Perez,AZ Arsenal 14 Boys Teal 1,1
AZ Arsenal 14 Boys Teal 1,2025-02-23,PRFC Desert Foothills 14B Pre-Academy,1,3,-2,-1.0,-1.0,neutral,0.257,,0.315,,,,PRFC Desert Foothills 14B Pre-Academy,PRFC Desert Foothills 14B Pre-Academy,0
AZ Arsenal 14 Boys Teal 1,2025-02-21,AZSC 14B Perez,5,3,2,1.0,1.0,neutral,0.298,,0.3368,,,,AZSC 14B Perez,AZ Arsenal 14 Boys Teal 1,1
AZ Arsenal 14 Boys Teal 1,2025-02-15,Tuzos Royals 2014,1,3,-2,-1.0,-1.0,neutral,0.243,,0.4056,,,,Tuzos Royals 2014,Tuzos Royals 2014,0
AZ Arsenal 14 Boys Teal 1,2025-02-08,2014B West,1,6,-5,-2.5,-2.5,weak,0.31,,0.4007,,,,2014B West,2014B West,0
AZ Arsenal 14 Boys Teal 1,2025-02-01,PRFC Desert Foothills 14B Pre-Academy,2,2,0,0.0,0.0,neutral,0.257,,0.315,,,,PRFC Desert Foothills 14B Pre-Academy,Draw,0
AZ Arsenal 14 Boys Teal 1,2025-01-18,NOS Santos 14 Boys Blue,0,4,-4,-2.0,-2.0,weak,0.224,,0.2952,,,,NOS Santos 14 Boys Blue,NOS Santos 14 Boys Blue,0
AZ Arsenal 14 Boys Teal 1,2025-01-12,Dynamos SC 14B Gold,6,2,4,2.0,2.0,good,0.182,,0.1629,,,,Dynamos SC 14B Gold,AZ Arsenal 14 Boys Teal 1,1
AZ Arsenal 14 Boys Teal 1,2025-01-11,Southeast 2014 Boys Blue,1,5,-4,-2.0,-2.0,weak,0.258,,0.2654,,,,Southeast 2014 Boys Blue,Southeast 2014 Boys Blue,0
AZ Arsenal 14 Boys Teal 1,2025-01-11,CCV Stars 14 Boys South Pre-ECNL,2,3,-1,-0.5,-0.5,neutral,0.21,,0.2934,,,,CCV Stars 14 Boys South Pre-ECNL,CCV Stars 14 Boys South Pre-ECNL,0
AZ Arsenal 14 Boys Teal 1,2025-01-03,Southeast 2014 Boys Blue,2,4,-2,-1.0,-1.0,neutral,0.258,,0.2654,,,,Southeast 2014 Boys Blue,Southeast 2014 Boys Blue,0
AZ Arsenal 14 Boys Teal 1,2024-11-23,Brazas 2014 Boys Black Marcos,0,1,-1,-0.5,-0.5,neutral,0.258,,0.2837,,,,Brazas 2014 Boys Black Marcos,Brazas 2014 Boys Black Marcos,0
AZ Arsenal 14 Boys Teal 1,2024-11-16,Tuzos Royals 2014,1,2,-1,-0.5,-0.5,neutral,0.243,,0.4056,,,,Tuzos Royals 2014,Tuzos Royals 2014,0
AZ Arsenal 14 Boys Teal 1,2024-11-09,Dynamos SC 14B Gold,5,2,3,1.5,1.5,good,0.182,,0.1629,,,,Dynamos SC 14B Gold,AZ Arsenal 14 Boys Teal 1,1
AZ Arsenal 14 Boys Teal 1,2024-10-19,AZSC 14B Perez,3,3,0,0.0,0.0,neutral,0.298,,0.3368,,,,AZSC 14B Perez,Draw,0
AZ Arsenal 14 Boys Teal 1,2024-10-13,14,4,5,-1,-0.5,-0.5,neutral,0.329,,,,,,14,14,0
AZ Arsenal 14 Boys Teal 1,2024-10-12,U-12 (2014) Boys Pre Academy Blue,7,2,5,2.5,2.5,good,0.18,,0.2188,,,,U-12 (2014) Boys Pre Academy Blue,AZ Arsenal 14 Boys Teal 1,1
AZ Arsenal 14 Boys Teal 1,2024-10-12,PRFC Scottsdale 14B Pre-Academy,6,3,3,1.5,1.5,good,0.322,,0.3666,,,,PRFC Scottsdale 14B Pre-Academy,AZ Arsenal 14 Boys Teal 1,1
AZ Arsenal 14 Boys Teal 1,2024-09-28,Northwest 2014 Boys,1,1,0,0.0,0.0,neutral,0.155,,0.1924,,,,Northwest 2014 Boys,Draw,0
AZ Arsenal 14 Boys Teal 1,2024-09-28,Southeast 2014 Boys Red,2,4,-2,-1.0,-1.0,neutral,0.231,,0.3809,,,,Southeast 2014 Boys Red,Southeast 2014 Boys Red,0
AZ Arsenal 14 Boys Teal 1,2024-09-27,Tuzos Royals 2014,2,2,0,0.0,0.0,neutral,0.243,,0.4056,,,,Tuzos Royals 2014,Draw,0
AZ Arsenal 14 Boys Teal 1,2024-09-07,PRFC Desert Foothills 14B Pre-Academy,0,5,-5,-2.5,-2.5,weak,0.257,,0.315,,,,PRFC Desert Foothills 14B Pre-Academy,PRFC Desert Foothills 14B Pre-Academy,0
AZ Arsenal 14 Boys Teal 2 AP,2025-04-13,La Academia 14B,1,6,-5,-2.5,-2.5,weak,0.204,,0.2022,,,,La Academia 14B,La Academia 14B,0
AZ Arsenal 14 Boys Teal 2 AP,2025-04-12,AZEV B2014 (WHITE),0,7,-7,-3.5,-3.5,weak,0.262,,0.2279,,,,AZEV B2014 (WHITE),AZEV B2014 (WHITE),0
AZ Arsenal 14 Boys Teal 2 AP,2025-03-01,AZ Inferno 14 Boys Black,0,3,-3,-1.5,-1.5,weak,0.208,,0.1638,,,,AZ Inferno 14 Boys Black,AZ Inferno 14 Boys Black,0
AZ Arsenal 14 Boys Teal 2 AP,2025-02-22,Synergy FC 14 B,1,1,0,0.0,0.0,neutral,0.134,,0.1225,,,,Synergy FC 14 B,Draw,0
AZ Arsenal 14 Boys Teal 2 AP,2025-02-21,Legends FC AZ 14B Black,1,9,-8,-4.0,-4.0,weak,0.227,,0.279,,,,Legends FC AZ 14B Black,Legends FC AZ 14B Black,0
AZ Arsenal 14 Boys Teal 2 AP,2025-02-15,Playmaker Futbol Academy 14B Gold,18,0,18,9.0,9.0,good,0.165,,0.2112,,,,Playmaker Futbol Academy 14B Gold,AZ Arsenal 14 Boys Teal 2 AP,1
AZ Arsenal 14 Boys Teal 2 AP,2025-02-08,East Valley NSFC 14 Boys Tiggs,4,1,3,1.5,1.5,good,0.085,,0.0974,,,,East Valley NSFC 14 Boys Tiggs,AZ Arsenal 14 Boys Teal 2 AP,1
AZ Arsenal 14 Boys Teal 2 AP,2025-02-01,Real Arizona 2014,2,4,-2,-1.0,-1.0,neutral,0.322,,0.3454,,,,Real Arizona 2014,Real Arizona 2014,0
AZ Arsenal 14 Boys Teal 2 AP,2025-01-25,2014 Tuzos Academy FV,0,6,-6,-3.0,-3.0,weak,0.439,,0.3338,,,,2014 Tuzos Academy FV,2014 Tuzos Academy FV,0
AZ Arsenal 14 Boys Teal 2 AP,2025-01-12,2014 Boys Blue,3,1,2,1.0,1.0,neutral,0.182,,0.144,,,,2014 Boys Blue,AZ Arsenal 14 Boys Teal 2 AP,1
AZ Arsenal 14 Boys Teal 2 AP,2025-01-12,CCV Stars 14 Boys South Orange,2,2,0,0.0,0.0,neutral,0.147,,0.1046,,,,CCV Stars 14 Boys South Orange,Draw,0
AZ Arsenal 14 Boys Teal 2 AP,2025-01-11,Amore 2014 Boys,0,4,-4,-2.0,-2.0,weak,0.212,,0.2019,,,,Amore 2014 Boys,Amore 2014 Boys,0
AZ Arsenal 14 Boys Teal 2 AP,2025-01-04,AZ Arsenal 14 Boys Teal MC,3,3,0,0.0,0.0,neutral,0.173,,0.1322,,,,AZ Arsenal 14 Boys Teal MC,Draw,0
AZ Arsenal 14 Boys Teal 2 AP,2025-01-04,AZ Arsenal 14 Boys Select,1,3,-2,-1.0,-1.0,neutral,0.243,,0.2379,,,,AZ Arsenal 14 Boys Select,AZ Arsenal 14 Boys Select,0
AZ Arsenal 14 Boys Teal 2 AP,2025-01-03,Southeast 2014 Boys Green,1,1,0,0.0,0.0,neutral,0.258,,0.2247,,,,Southeast 2014 Boys Green,Draw,0
AZ Arsenal 14 Boys Teal 2 AP,2024-12-14,AZ Inferno 14 Boys Black,0,4,-4,-2.0,-2.0,weak,0.208,,0.1638,,,,AZ Inferno 14 Boys Black,AZ Inferno 14 Boys Black,0
AZ Arsenal 14 Boys Teal 2 AP,2024-11-23,AZ Inferno 14 Boys Black,0,7,-7,-3.5,-3.5,weak,0.208,,0.1638,,,,AZ Inferno 14 Boys Black,AZ Inferno 14 Boys Black,0
AZ Arsenal 14 Boys Teal 2 AP,2024-11-17,AZSC 2014B Pre-NL Premier 2,2,2,0,0.0,0.0,neutral,0.32,,0.2783,,,,AZSC 2014B Pre-NL Premier 2,Draw,0
AZ Arsenal 14 Boys Teal 2 AP,2024-11-02,Phoenix Premier FC 14B White,2,4,-2,-1.0,-1.0,neutral,0.134,,0.1104,,,,Phoenix Premier FC 14B White,Phoenix Premier FC 14B White,0
AZ Arsenal 14 Boys Teal 2 AP,2024-10-19,Phoenix Valley Soccer Club boys 2014,1,1,0,0.0,0.0,neutral,0.171,,0.1131,,,,Phoenix Valley Soccer Club boys 2014,Draw,0
AZ Arsenal 14 Boys Teal 2 AP,2024-10-13,AZ Arsenal 14 Boys Select,0,0,0,0.0,0.0,neutral,0.243,,0.2379,,,,AZ Arsenal 14 Boys Select,Draw,0
AZ Arsenal 14 Boys Teal 2 AP,2024-10-12,Amore 2014 Boys,4,2,2,1.0,1.0,neutral,0.212,,0.2019,,,,Amore 2014 Boys,AZ Arsenal 14 Boys Teal 2 AP,1
AZ Arsenal 14 Boys Teal 2 AP,2024-10-12,VSC 2014 Boys Green,0,8,-8,-4.0,-4.0,weak,0.214,,0.1899,,,,VSC 2014 Boys Green,VSC 2014 Boys Green,0
AZ Arsenal 14 Boys Teal 2 AP,2024-09-20,CCV Stars 14 Boys South Orange,4,2,2,1.0,1.0,neutral,0.147,,0.1046,,,,CCV Stars 14 Boys South Orange,AZ Arsenal 14 Boys Teal 2 AP,1
AZ Arsenal 14 Boys Teal 2 AP,2024-09-14,Select 14B Red,4,2,2,1.0,1.0,neutral,0.207,,0.1721,,,,Select 14B Red,AZ Arsenal 14 Boys Teal 2 AP,1
AZ Arsenal 14 Boys Teal 2 AP,2024-09-07,Select 14B,3,0,3,1.5,1.5,good,0.174,,0.1389,,,,Select 14B,AZ Arsenal 14 Boys Teal 2 AP,1
AZ Arsenal 14 Boys Teal 2 AP,2024-09-01,AZEV B2014 (WHITE),1,6,-5,-2.5,-2.5,weak,0.262,,0.2279,,,,AZEV B2014 (WHITE),AZEV B2014 (WHITE),0
AZ Arsenal 14 Boys Teal 2 AP,2024-08-31,PRFC North Valley 14B Copa,3,0,3,1.5,1.5,good,0.113,,0.1207,,,,PRFC North Valley 14B Copa,AZ Arsenal 14 Boys Teal 2 AP,1
AZ Arsenal 14 Boys Teal 2 AP,2024-08-30,PRFC West Valley 14B Predator,2,0,2,1.0,1.0,neutral,0.214,,0.2367,,,,PRFC West Valley 14B Predator,AZ Arsenal 14 Boys Teal 2 AP,1
AZ Arsenal 14 Boys Teal 2 PJ,2025-04-13,Hustle Hard 2014- Boys,2,1,1,0.5,0.5,neutral,0.11,,0.1086,,,,Hustle Hard 2014- Boys,AZ Arsenal 14 Boys Teal 2 PJ,1
AZ Arsenal 14 Boys Teal 2 PJ,2025-04-12,Playmaker Futbol Academy 14B Gold,3,5,-2,-1.0,-1.0,neutral,0.165,,0.2112,,,,Playmaker Futbol Academy 14B Gold,Playmaker Futbol Academy 14B Gold,0
AZ Arsenal 14 Boys Teal 2 PJ,2025-04-12,2014 Rush Boys,3,4,-1,-0.5,-0.5,neutral,0.202,,0.2568,,,,2014 Rush Boys,2014 Rush Boys,0
AZ Arsenal 14 Boys Teal 2 PJ,2025-04-10,AZ Arsenal 14 Boys Select,0,3,-3,-1.5,-1.5,weak,0.243,,0.2379,,,,AZ Arsenal 14 Boys Select,AZ Arsenal 14 Boys Select,0
AZ Arsenal 14 Boys Teal 2 PJ,2025-03-08,ASA 014B Magic,6,1,5,2.5,2.5,good,0.054,,0.0822,,,,ASA 014B Magic,AZ Arsenal 14 Boys Teal 2 PJ,1
AZ Arsenal 14 Boys Teal 2 PJ,2025-03-08,CCV Stars 14 Boys South Orange,6,0,6,3.0,3.0,good,0.147,,0.1046,,,,CCV Stars 14 Boys South Orange,AZ Arsenal 14 Boys Teal 2 PJ,1
AZ Arsenal 14 Boys Teal 2 PJ,2025-02-19,AZ Arsenal 14 Boys Select,4,1,3,1.5,1.5,good,0.243,,0.2379,,,,AZ Arsenal 14 Boys Select,AZ Arsenal 14 Boys Teal 2 PJ,1
AZ Arsenal 14 Boys Teal 2 PJ,2025-02-01,Select 14B Red,2,3,-1,-0.5,-0.5,neutral,0.207,,0.1721,,,,Select 14B Red,Select 14B Red,0
AZ Arsenal 14 Boys Teal 2 PJ,2025-01-31,14B Midhaan,3,2,1,0.5,0.5,neutral,0.148,,0.104,,,,14B Midhaan,AZ Arsenal 14 Boys Teal 2 PJ,1
AZ Arsenal 14 Boys Teal 2 PJ,2025-01-25,CCV Stars 14 Boys East Pre-ECNL,1,2,-1,-0.5,-0.5,neutral,0.236,,0.2065,,,,CCV Stars 14 Boys East Pre-ECNL,CCV Stars 14 Boys East Pre-ECNL,0
AZ Arsenal 14 Boys Teal 2 PJ,2025-01-12,FSC United 14 Boys,2,0,2,1.0,1.0,neutral,0.122,,0.1168,,,,FSC United 14 Boys,AZ Arsenal 14 Boys Teal 2 PJ,1
AZ Arsenal 14 Boys Teal 2 PJ,2025-01-04,Southeast 2014 Boys Green,1,9,-8,-4.0,-4.0,weak,0.258,,0.2247,,,,Southeast 2014 Boys Green,Southeast 2014 Boys Green,0
AZ Arsenal 14 Boys Teal 2 PJ,2025-01-04,AZ Arsenal 14 Boys Teal CB,3,3,0,0.0,0.0,neutral,0.169,,0.1394,,,,AZ Arsenal 14 Boys Teal CB,Draw,0
AZ Arsenal 14 Boys Teal 2 PJ,2025-01-03,AZ Arsenal 14 Boys Select,3,6,-3,-1.5,-1.5,weak,0.243,,0.2379,,,,AZ Arsenal 14 Boys Select,AZ Arsenal 14 Boys Select,0
AZ Arsenal 14 Boys Teal 2 PJ,2024-12-08,Kingman SC B14 McGill,1,2,-1,-0.5,-0.5,neutral,0.215,,0.2894,,,,Kingman SC B14 McGill,Kingman SC B14 McGill,0
AZ Arsenal 14 Boys Teal 2 PJ,2024-12-07,AZSC 2014B Pre-NL Premier 2,2,4,-2,-1.0,-1.0,neutral,0.32,,0.2783,,,,AZSC 2014B Pre-NL Premier 2,AZSC 2014B Pre-NL Premier 2,0
AZ Arsenal 14 Boys Teal 2 PJ,2024-11-03,CCV Stars 14 Boys West Orange,0,1,-1,-0.5,-0.5,neutral,0.189,,0.2009,,,,CCV Stars 14 Boys West Orange,CCV Stars 14 Boys West Orange,0
AZ Arsenal 14 Boys Teal 2 PJ,2024-11-02,2014 Rush Boys,1,3,-2,-1.0,-1.0,neutral,0.202,,0.2568,,,,2014 Rush Boys,2014 Rush Boys,0
AZ Arsenal 14 Boys Teal 2 PJ,2024-10-19,FC Arizona 14B Black GFC Suenaga U12,0,10,-10,-5.0,-5.0,weak,0.327,,0.2877,,,,FC Arizona 14B Black GFC Suenaga U12,FC Arizona 14B Black GFC Suenaga U12,0
AZ Arsenal 14 Boys Teal 2 PJ,2024-10-13,PRFC West Valley 14B Pre-Academy,0,7,-7,-3.5,-3.5,weak,0.176,,0.1614,,,,PRFC West Valley 14B Pre-Academy,PRFC West Valley 14B Pre-Academy,0
AZ Arsenal 14 Boys Teal 2 PJ,2024-10-12,RSL-AZ Yuma 14 Boys Rodriguez,0,5,-5,-2.5,-2.5,weak,0.167,,0.2572,,,,RSL-AZ Yuma 14 Boys Rodriguez,RSL-AZ Yuma 14 Boys Rodriguez,0
AZ Arsenal 14 Boys Teal 2 PJ,2024-10-11,CCV Stars 14 Boys East Pre-ECNL,2,9,-7,-3.5,-3.5,weak,0.236,,0.2065,,,,CCV Stars 14 Boys East Pre-ECNL,CCV Stars 14 Boys East Pre-ECNL,0
AZ Arsenal 14 Boys Teal 2 PJ,2024-09-01,Amore 2014 Boys,1,5,-4,-2.0,-2.0,weak,0.212,,0.2019,,,,Amore 2014 Boys,Amore 2014 Boys,0
AZ Arsenal 14 Boys Teal 2 PJ,2024-08-31,FC Elite Arizona 2014 Boys (ARCHIVED),0,9,-9,-4.5,-4.5,weak,0.321,,0.3086,,,,FC Elite Arizona 2014 Boys (ARCHIVED),FC Elite Arizona 2014 Boys (ARCHIVED),0
AZ Arsenal 14 Boys Teal 2 SC,2025-04-13,Legends FC AZ 14B Black,1,5,-4,-2.0,-2.0,weak,0.227,,0.279,,,,Legends FC AZ 14B Black,Legends FC AZ 14B Black,0
AZ Arsenal 14 Boys Teal 2 SC,2025-04-12,West Valley 2014 Boys Martinez Pre-Elite64,0,4,-4,-2.0,-2.0,weak,0.272,,0.2881,,,,West Valley 2014 Boys Martinez Pre-Elite64,West Valley 2014 Boys Martinez Pre-Elite64,0
AZ Arsenal 14 Boys Teal 2 SC,2025-04-11,AZEV B2014 (NAVY),2,7,-5,-2.5,-2.5,weak,0.331,,0.2473,,,,AZEV B2014 (NAVY),AZEV B2014 (NAVY),0
AZ Arsenal 14 Boys Teal 2 SC,2025-04-05,14 Boys Navy,4,2,2,1.0,1.0,neutral,0.231,,0.1956,,,,14 Boys Navy,AZ Arsenal 14 Boys Teal 2 SC,1
AZ Arsenal 14 Boys Teal 2 SC,2025-03-16,Playmaker Futbol Academy 14B Gold,3,0,3,1.5,1.5,good,0.165,,0.2112,,,,Playmaker Futbol Academy 14B Gold,AZ Arsenal 14 Boys Teal 2 SC,1
AZ Arsenal 14 Boys Teal 2 SC,2025-03-16,AZ Inferno 14 Boys Black,1,6,-5,-2.5,-2.5,weak,0.208,,0.1638,,,,AZ Inferno 14 Boys Black,AZ Inferno 14 Boys Black,0
AZ Arsenal 14 Boys Teal 2 SC,2025-03-15,CCV Stars 14 Boys North Navy,2,0,2,1.0,1.0,neutral,0.189,,0.1468,,,,CCV Stars 14 Boys North Navy,AZ Arsenal 14 Boys Teal 2 SC,1
AZ Arsenal 14 Boys Teal 2 SC,2025-03-04,PRFC Southeast Valley 14B Predator,3,4,-1,-0.5,-0.5,neutral,0.163,,0.218,,,,PRFC Southeast Valley 14B Predator,PRFC Southeast Valley 14B Predator,0
AZ Arsenal 14 Boys Teal 2 SC,2025-03-01,CCV Stars 14 Boys West Orange,0,2,-2,-1.0,-1.0,neutral,0.189,,0.2009,,,,CCV Stars 14 Boys West Orange,CCV Stars 14 Boys West Orange,0
AZ Arsenal 14 Boys Teal 2 SC,2025-02-22,Madison FC 14 Blue Boys,2,6,-4,-2.0,-2.0,weak,0.226,,0.2128,,,,Madison FC 14 Blue Boys,Madison FC 14 Blue Boys,0
AZ Arsenal 14 Boys Teal 2 SC,2025-02-20,PRFC Southeast Valley 14B Predator-Central,0,1,-1,-0.5,-0.5,neutral,0.168,,0.1757,,,,PRFC Southeast Valley 14B Predator-Central,PRFC Southeast Valley 14B Predator-Central,0
AZ Arsenal 14 Boys Teal 2 SC,2025-02-15,State 48 FC Avondale 14 Black,0,0,0,0.0,0.0,neutral,0.189,,0.1815,,,,State 48 FC Avondale 14 Black,Draw,0
AZ Arsenal 14 Boys Teal 2 SC,2025-02-08,14 Cityzens,2,0,2,1.0,1.0,neutral,0.192,,0.1739,,,,14 Cityzens,AZ Arsenal 14 Boys Teal 2 SC,1
AZ Arsenal 14 Boys Teal 2 SC,2025-01-26,Southeast 2014 Boys Blue,0,4,-4,-2.0,-2.0,weak,0.258,,0.2654,,,,Southeast 2014 Boys Blue,Southeast 2014 Boys Blue,0
AZ Arsenal 14 Boys Teal 2 SC,2025-01-25,PRFC Southeast Valley 14B Predator,2,0,2,1.0,1.0,neutral,0.163,,0.218,,,,PRFC Southeast Valley 14B Predator,AZ Arsenal 14 Boys Teal 2 SC,1
AZ Arsenal 14 Boys Teal 2 SC,2025-01-25,Playmaker Futbol Academy 14B Black,1,5,-4,-2.0,-2.0,weak,0.204,,0.331,,,,Playmaker Futbol Academy 14B Black,Playmaker Futbol Academy 14B Black,0
AZ Arsenal 14 Boys Teal 2 SC,2025-01-04,Phoenix Premier FC 14B X-Factor,2,12,-10,-5.0,-5.0,weak,0.362,,0.3556,,,,Phoenix Premier FC 14B X-Factor,Phoenix Premier FC 14B X-Factor,0
AZ Arsenal 14 Boys Teal 2 SC,2025-01-03,Phoenix Premier FC 14B Black,4,5,-1,-0.5,-0.5,neutral,0.181,,0.2949,,,,Phoenix Premier FC 14B Black,Phoenix Premier FC 14B Black,0
AZ Arsenal 14 Boys Teal 2 SC,2024-12-14,Madison FC 14 Blue Boys,1,4,-3,-1.5,-1.5,weak,0.226,,0.2128,,,,Madison FC 14 Blue Boys,Madison FC 14 Blue Boys,0
AZ Arsenal 14 Boys Teal 2 SC,2024-12-14,Scottsdale 14 Sandsharks Select,0,1,-1,-0.5,-0.5,neutral,0.476,,0.3048,,,,Scottsdale 14 Sandsharks Select,Scottsdale 14 Sandsharks Select,0
AZ Arsenal 14 Boys Teal 2 SC,2024-11-23,PRFC Southeast Valley 14B Predator,2,2,0,0.0,0.0,neutral,0.163,,0.218,,,,PRFC Southeast Valley 14B Predator,Draw,0
AZ Arsenal 14 Boys Teal 2 SC,2024-11-10,14B Negrete Pre MLS Next,0,5,-5,-2.5,-2.5,weak,0.229,,0.2812,,,,14B Negrete Pre MLS Next,14B Negrete Pre MLS Next,0
AZ Arsenal 14 Boys Teal 2 SC,2024-11-09,RSL-AZ Yuma 14 Boys Rodriguez,1,2,-1,-0.5,-0.5,neutral,0.167,,0.2572,,,,RSL-AZ Yuma 14 Boys Rodriguez,RSL-AZ Yuma 14 Boys Rodriguez,0
AZ Arsenal 14 Boys Teal 2 SC,2024-10-26,Tuzos 2014 Nava,2,2,0,0.0,0.0,neutral,0.197,,0.1927,,,,Tuzos 2014 Nava,Draw,0
AZ Arsenal 14 Boys Teal 2 SC,2024-10-19,AZEV B2014 (WHITE),4,4,0,0.0,0.0,neutral,0.262,,0.2279,,,,AZEV B2014 (WHITE),Draw,0
AZ Arsenal 14 Boys Teal 2 SC,2024-10-18,NOS Santos 14 Boys White,3,0,3,1.5,1.5,good,0.173,,0.1245,,,,NOS Santos 14 Boys White,AZ Arsenal 14 Boys Teal 2 SC,1
AZ Arsenal 14 Boys Teal 2 SC,2024-10-13,CCV Stars 14 Boys North Orange,1,3,-2,-1.0,-1.0,neutral,0.205,,0.2483,,,,CCV Stars 14 Boys North Orange,CCV Stars 14 Boys North Orange,0
AZ Arsenal 14 Boys Teal 2 SC,2024-10-13,14B Hermanson AL,2,0,2,1.0,1.0,neutral,0.212,,0.1497,,,,14B Hermanson AL,AZ Arsenal 14 Boys Teal 2 SC,1
AZ Arsenal 14 Boys Teal 2 SC,2024-10-12,2014 Rush Boys,10,0,10,5.0,5.0,good,0.202,,0.2568,,,,2014 Rush Boys,AZ Arsenal 14 Boys Teal 2 SC,1
AZ Arsenal 14 Boys Teal 2 SC,2024-10-11,14B Midhaan,6,4,2,1.0,1.0,neutral,0.148,,0.104,,,,14B Midhaan,AZ Arsenal 14 Boys Teal 2 SC,1
