Team,Date,Opponent,GoalsFor,GoalsAgainst,GoalDiff,expected_gd,gd_delta,impact_bucket,Opponent_BaseStrength
15B Vyas,2025-02-20,PRFC Desert Foothills 14B Predator,4,2,2,1.0,1.0,neutral,0.136
2014 Boys Blue,2025-09-20,Synergy FC 14 B,0,1,-1,-0.5,-0.5,neutral,0.134
2014 Boys Blue,2025-09-06,AZVV B2014 (NAVY),0,4,-4,-2.0,-2.0,weak,0.291
2014 Boys Blue,2025-03-23,Real Arizona 2014,0,6,-6,-3.0,-3.0,weak,0.322
2014 Boys Blue,2025-03-22,State 48 FC Avondale 14 Black,2,2,0,0.0,0.0,neutral,0.189
2014 Boys Blue,2025-03-22,State 48 FC 14 White,2,2,0,0.0,0.0,neutral,0.178
2014 Boys Blue,2025-03-21,CCV STARS 14 Boys Navy LAV,4,1,3,1.5,1.5,good,0.127
2014 Boys Blue,2025-03-21,CCV Stars 14 Boys South Orange,4,1,3,1.5,1.5,good,0.147
2014 Boys Blue,2025-03-16,14 Cityzens,2,1,1,0.5,0.5,neutral,0.192
2014 Boys Blue,2025-03-16,PRFC North Valley 14B Copa,1,4,-3,-1.5,-1.5,weak,0.113
2014 Boys Blue,2025-03-15,State 48 FC Avondale 14 Black,2,3,-1,-0.5,-0.5,neutral,0.189
2014 Boys Blue,2025-03-15,State 48 FC 14 White,2,3,-1,-0.5,-0.5,neutral,0.178
2014 Boys Blue,2025-03-01,AZSC 2014B Pre-NL Premier 2,1,5,-4,-2.0,-2.0,weak,0.32
2014 Boys Blue,2025-03-01,AZSC 14B Azanger,1,5,-4,-2.0,-2.0,weak,0.34
2014 Boys Blue,2025-02-22,Select 14B,2,2,0,0.0,0.0,neutral,0.174
2014 Boys Blue,2025-02-08,La Academia 14B,2,2,0,0.0,0.0,neutral,0.204
2014 Boys Blue,2025-02-08,LAFC 14 BOYS,2,2,0,0.0,0.0,neutral,0.197
2014 Boys Blue,2025-02-01,Tuzos Academy Mesa 2014,0,4,-4,-2.0,-2.0,weak,0.208
2014 Boys Blue,2025-01-25,PRFC Scottsdale 14B Copa,3,0,3,1.5,1.5,good,0.119
2014 Boys Blue,2025-01-12,AZ Arsenal 14 Boys Teal CB,1,3,-2,-1.0,-1.0,neutral,0.169
2014 Boys Blue,2025-01-12,AZ Arsenal 14 Boys Teal 2 AP,1,3,-2,-1.0,-1.0,neutral,0.18
2014 Boys Blue,2025-01-12,Amore 2014 Boys,3,3,0,0.0,0.0,neutral,0.212
2014 Boys Blue,2025-01-11,Phoenix Valley Soccer Club boys 2014,1,1,0,0.0,0.0,neutral,0.171
2014 Boys Blue,2025-01-11,CCV STARS 14 Boys Navy LAV,3,2,1,0.5,0.5,neutral,0.127
2014 Boys Blue,2025-01-11,CCV Stars 14 Boys South Orange,3,2,1,0.5,0.5,neutral,0.147
2014 Boys Blue,2024-12-14,FC Elite Arizona 2014 Boys (ARCHIVED),0,5,-5,-2.5,-2.5,weak,0.321
2014 Boys Blue,2024-12-13,AZ Arsenal 14 Boys Select,1,0,1,0.5,0.5,neutral,0.243
2014 Boys Blue,2024-12-13,AZ Arsenal 14 Boys AYDP,1,0,1,0.5,0.5,neutral,0.23
2014 Boys Blue,2024-12-08,PRFC West Valley 14B Predator,0,8,-8,-4.0,-4.0,weak,0.214
2014 Boys Blue,2024-12-07,CCV STARS 14 Boys Navy LAV,4,3,1,0.5,0.5,neutral,0.127
2014 Boys Blue,2024-12-07,CCV Stars 14 Boys South Orange,4,3,1,0.5,0.5,neutral,0.147
2014 Boys Blue,2024-12-07,Amore 2014 Boys,4,4,0,0.0,0.0,neutral,0.212
2014 Boys Blue,2024-11-23,Synergy FC 14 B,2,4,-2,-1.0,-1.0,neutral,0.134
2014 Boys Blue,2024-11-16,Phoenix United 2015 Academy,0,5,-5,-2.5,-2.5,weak,0.279
2014 Boys Blue,2024-11-10,Phoenix United 2015 Academy,1,4,-3,-1.5,-1.5,weak,0.279
2014 Boys Blue,2024-11-09,Real Arizona 2014,0,5,-5,-2.5,-2.5,weak,0.322
2014 Boys Blue,2024-11-09,Select 14B,5,2,3,1.5,1.5,good,0.174
2014 Boys Blue,2024-11-02,Tuzos Titanes 2014,4,1,3,1.5,1.5,good,0.14
2014 Boys Blue,2024-10-04,Synergy FC 14 B,3,2,1,0.5,0.5,neutral,0.134
2014 Boys Blue,2024-09-21,14 Boys Navy,1,3,-2,-1.0,-1.0,neutral,0.231
2014 Boys Blue,2024-09-14,East Valley NSFC 14 Boys Tiggs,7,0,7,3.5,3.5,good,0.085
2014 Boys Yellow,2025-09-20,14 Boys Navy,6,2,4,2.0,2.0,good,0.231
2014 Boys Yellow,2025-09-13,Scottsdale 14 Sandsharks Black,3,1,2,1.0,1.0,neutral,0.182
2014 Boys Yellow,2025-04-26,15B NMarkette,4,2,2,1.0,1.0,neutral,0.163
2014 Boys Yellow,2025-04-13,Playmaker Futbol Academy 14B Black,6,8,-2,-1.0,-1.0,neutral,0.204
2014 Boys Yellow,2025-04-13,Playmaker Futbol Academy 14B Gold,6,8,-2,-1.0,-1.0,neutral,0.165
2014 Boys Yellow,2025-04-12,CCV STARS 14 Boys Orange LAV,1,4,-3,-1.5,-1.5,weak,0.207
2014 Boys Yellow,2025-04-12,CCV Stars 14 Boys South Pre-ECNL,1,4,-3,-1.5,-1.5,weak,0.21
2014 Boys Yellow,2025-03-23,FC Elite Arizona 2014 Boys (ARCHIVED),1,0,1,0.5,0.5,neutral,0.321
2014 Boys Yellow,2025-03-22,FC Elite Arizona 2014 Boys (ARCHIVED),1,2,-1,-0.5,-0.5,neutral,0.321
2014 Boys Yellow,2025-03-22,Excel Soccer Academy 14B Black,6,1,5,2.5,2.5,good,0.281
2014 Boys Yellow,2025-03-21,Phoenix United 2015 Academy,6,0,6,3.0,3.0,good,0.279
2014 Boys Yellow,2025-03-19,U-12 (2014) Boys Pre Academy Blue,2,1,1,0.5,0.5,neutral,0.18
2014 Boys Yellow,2025-03-19,U-11 (2014) Boys Pre Academy,2,1,1,0.5,0.5,neutral,0.217
2014 Boys Yellow,2025-03-16,CCV Stars 14 Boys North Orange,0,0,0,0.0,0.0,neutral,0.205
2014 Boys Yellow,2025-03-16,CCV STARS 14 Boys Navy PEO,0,0,0,0.0,0.0,neutral,0.214
2014 Boys Yellow,2025-03-15,Phoenix United 2014 Premier,4,3,1,0.5,0.5,neutral,0.248
2014 Boys Yellow,2025-03-15,Phoenix United FC 2014 Premier,4,3,1,0.5,0.5,neutral,0.206
2014 Boys Yellow,2025-03-15,Next Level Soccer Northwest 2015 Boys Red,1,2,-1,-0.5,-0.5,neutral,0.209
2014 Boys Yellow,2025-03-01,14B Rueda,2,0,2,1.0,1.0,neutral,0.143
2014 Boys Yellow,2025-02-28,PRFC Scottsdale 14B Pre-Academy,1,2,-1,-0.5,-0.5,neutral,0.322
2014 Boys Yellow,2025-02-15,CCV Stars 14 Boys North Orange,2,3,-1,-0.5,-0.5,neutral,0.205
2014 Boys Yellow,2025-02-15,CCV STARS 14 Boys Navy PEO,2,3,-1,-0.5,-0.5,neutral,0.214
2014 Boys Yellow,2025-02-08,Legends FC AZ 14B Black,2,1,1,0.5,0.5,neutral,0.227
2014 Boys Yellow,2025-02-01,Scottsdale 14 Sandsharks Select,1,1,0,0.0,0.0,neutral,0.476
2014 Boys Yellow,2025-02-01,Scottsdale 14 Sandsharks,1,1,0,0.0,0.0,neutral,0.504
2014 Boys Yellow,2025-01-25,West Valley 2014 Boys Martinez Pre-Elite64,1,0,1,0.5,0.5,neutral,0.272
2014 Boys Yellow,2025-01-19,Playmaker Futbol Academy 14B White,3,1,2,1.0,1.0,neutral,0.145
2014 Boys Yellow,2025-01-19,Playmaker Futbol Academy 14B Gold,3,1,2,1.0,1.0,neutral,0.165
2014 Boys Yellow,2025-01-18,FC Elite Arizona 2014 Boys (ARCHIVED),1,3,-2,-1.0,-1.0,neutral,0.321
2014 Boys Yellow,2025-01-17,Excel Soccer Academy 14B Black,0,1,-1,-0.5,-0.5,neutral,0.281
2014 Boys Yellow,2024-12-08,CCV Stars 14 Boys North Orange,2,3,-1,-0.5,-0.5,neutral,0.205
2014 Boys Yellow,2024-12-08,CCV STARS 14 Boys Navy PEO,2,3,-1,-0.5,-0.5,neutral,0.214
2014 Boys Yellow,2024-12-07,PRFC Southeast Valley 14B Predator-Central,2,1,1,0.5,0.5,neutral,0.168
2014 Boys Yellow,2024-12-07,Tuzos Halcones 2014,3,2,1,0.5,0.5,neutral,0.204
2014 Boys Yellow,2024-11-16,Phoenix United 2014 Premier,3,2,1,0.5,0.5,neutral,0.248
2014 Boys Yellow,2024-11-02,U-12 (2014) Boys Pre Academy Blue,3,0,3,1.5,1.5,good,0.18
2014 Boys Yellow,2024-11-02,U-11 (2014) Boys Pre Academy,3,0,3,1.5,1.5,good,0.217
2014 Boys Yellow,2024-10-27,PRFC Southeast Valley 14B Predator,4,1,3,1.5,1.5,good,0.163
2014 Boys Yellow,2024-10-26,PRFC Scottsdale 14B Pre-Academy,3,6,-3,-1.5,-1.5,weak,0.322
2014 Boys Yellow,2024-10-25,PRFC Southeast Valley 14B Pre-Academy,1,0,1,0.5,0.5,neutral,0.162
2014 Boys Yellow,2024-10-18,PRFC Scottsdale 14B Pre-Academy,1,5,-4,-2.0,-2.0,weak,0.322
2014 Boys Yellow,2024-10-05,Madison FC 14 Gold Boys,0,1,-1,-0.5,-0.5,neutral,0.337
2014 Boys Yellow,2024-10-05,Madison FC 14 Gold Boys Storm,0,1,-1,-0.5,-0.5,neutral,0.346
2014 Boys Yellow,2024-09-21,PRFC Southeast Valley 14B Predator-Central,3,2,1,0.5,0.5,neutral,0.168
2014 Boys Yellow,2024-09-14,CCV Stars 14 Boys North Orange,1,2,-1,-0.5,-0.5,neutral,0.205
2014 Boys Yellow,2024-09-14,CCV STARS 14 Boys Navy PEO,1,2,-1,-0.5,-0.5,neutral,0.214
2014 Boys Yellow,2024-09-07,East Valley NSFC 14 Boys Aguirre,2,2,0,0.0,0.0,neutral,0.215
2014 Boys Yellow,2024-04-27,Playmaker Futbol Academy PRE-ECNL B14,1,8,-7,-3.5,-3.5,weak,0.207
2014 Boys Yellow,2024-04-20,Excel Soccer Academy 14B Red,4,3,1,0.5,0.5,neutral,0.278
2014 Boys Yellow,2024-04-20,Excel Soccer Academy 14 Red,4,3,1,0.5,0.5,neutral,0.289
2014 Elite,2025-09-28,Southeast 2013 Boys Blue,3,0,3,1.5,1.5,good,0.092
2014 Elite,2025-09-28,Northwest 2013 Boys Black,2,0,2,1.0,1.0,neutral,0.137
2014 Elite,2025-09-27,Rey Del Castillo FC Black,7,1,6,3.0,3.0,good,0.163
2014 Elite,2025-09-07,FCDA 2013B Red,5,0,5,2.5,2.5,good,0.047
2014 Elite,2025-09-07,Rey Del Castillo FC Black,5,6,-1,-0.5,-0.5,neutral,0.163
2014 Elite,2025-09-06,Rey Del Castillo FC Black,2,1,1,0.5,0.5,neutral,0.163
2014 Elite,2025-09-06,Galacticos FC Sonora,5,0,5,2.5,2.5,good,0.047
2014 Elite,2025-04-13,Tuzos Royals 2014,9,0,9,4.5,4.5,good,0.243
2014 Elite,2025-04-13,Next Level Soccer Southeast 2014 Boys Blue,10,0,10,5.0,5.0,good,0.26
2014 Elite,2025-04-12,Next Level Soccer Southeast 2014 Boys Red,7,1,6,3.0,3.0,good,0.235
2014 Elite,2025-04-12,AZ Arsenal Pre-ECNL B14,8,1,7,3.5,3.5,good,0.293
2014 Elite,2025-03-30,14B GSA,1,1,0,0.0,0.0,neutral,0.309
2014 Elite,2025-03-29,Chelsea 13B,5,1,4,2.0,2.0,good,0.182
2014 Elite,2025-03-23,Legends FC AZ 14B FC,1,0,1,0.5,0.5,neutral,0.301
2014 Elite,2025-03-22,Tuzos Royals 2014,4,0,4,2.0,2.0,good,0.243
2014 Elite,2025-02-08,Playmaker Futbol Academy 13B Black,1,3,-2,-1.0,-1.0,neutral,0.334
2014 Rush Boys,2025-10-04,AZ Inferno 14 Boys Black,1,2,-1,-0.5,-0.5,neutral,0.208
2014 Rush Boys,2025-09-20,CCV Stars 14 Boys South Orange,6,3,3,1.5,1.5,good,0.147
2014 Rush Boys,2025-09-13,Select 14B,0,4,-4,-2.0,-2.0,weak,0.174
2014 Rush Boys,2025-04-13,Hustle Hard 2014- Boys,5,3,2,1.0,1.0,neutral,0.11
2014 Rush Boys,2025-04-12,AZ Arsenal 14 Boys Teal MC,4,3,1,0.5,0.5,neutral,0.173
2014 Rush Boys,2025-04-12,AZ Arsenal 14 Boys Teal 2 PJ,4,3,1,0.5,0.5,neutral,0.145
2014 Rush Boys,2025-04-12,AZ Arsenal 14 Boys Select,6,1,5,2.5,2.5,good,0.243
2014 Rush Boys,2025-04-12,AZ Arsenal 14 Boys AYDP,6,1,5,2.5,2.5,good,0.23
2014 Rush Boys,2025-04-11,Playmaker Futbol Academy 14B White,5,3,2,1.0,1.0,neutral,0.145
2014 Rush Boys,2025-04-11,Playmaker Futbol Academy 14B Gold,5,3,2,1.0,1.0,neutral,0.165
2014 Rush Boys,2025-03-23,Phoenix Valley Soccer Club boys 2014,3,1,2,1.0,1.0,neutral,0.171
2014 Rush Boys,2025-03-23,AZSC 15B White,1,3,-2,-1.0,-1.0,neutral,0.236
2014 Rush Boys,2025-03-22,Phoenix Premier FC 14B White,2,1,1,0.5,0.5,neutral,0.134
2014 Rush Boys,2025-03-22,FSC United 14 Boys,6,2,4,2.0,2.0,good,0.122
2014 Rush Boys,2025-03-08,PRFC North Valley 14B Copa,4,2,2,1.0,1.0,neutral,0.113
2014 Rush Boys,2025-03-08,15B Vyas,2,3,-1,-0.5,-0.5,neutral,0.237
2014 Rush Boys,2025-02-18,CCV Stars 14 Boys North Navy,1,2,-1,-0.5,-0.5,neutral,0.189
2014 Rush Boys,2025-02-18,CCV STARS 14 Boys White PEO,1,2,-1,-0.5,-0.5,neutral,0.207
2014 Rush Boys,2025-02-08,Tuzos Royals 14 Pre-Academy,1,4,-3,-1.5,-1.5,weak,0.265
2014 Rush Boys,2025-02-01,Phoenix Premier FC 14B SW,0,4,-4,-2.0,-2.0,weak,0.262
2014 Rush Boys,2025-02-01,Phoenix Premier FC 14B SW Black,0,4,-4,-2.0,-2.0,weak,0.303
2014 Rush Boys,2025-01-26,Phoenix Premier FC 14B White,3,1,2,1.0,1.0,neutral,0.134
2014 Rush Boys,2025-01-26,BRAZAS FC 2015 Boys Black,1,4,-3,-1.5,-1.5,weak,0.396
2014 Rush Boys,2025-01-25,Amore 2014 Boys,3,3,0,0.0,0.0,neutral,0.212
2014 Rush Boys,2025-01-24,Phoenix United 2015 Academy,1,1,0,0.0,0.0,neutral,0.279
2014 Rush Boys,2025-01-11,PRFC Desert Foothills 14B Predator,2,2,0,0.0,0.0,neutral,0.136
2014 Rush Boys,2024-12-07,Madison FC 14 Blue Boys,0,1,-1,-0.5,-0.5,neutral,0.226
2014 Rush Boys,2024-11-09,PRFC Southeast Valley 14B Predator,0,1,-1,-0.5,-0.5,neutral,0.163
2014 Rush Boys,2024-11-02,AZ Arsenal 14 Boys Teal MC,3,1,2,1.0,1.0,neutral,0.173
2014 Rush Boys,2024-11-02,AZ Arsenal 14 Boys Teal 2 PJ,3,1,2,1.0,1.0,neutral,0.145
2014 Rush Boys,2024-10-19,PRFC Desert Foothills 14B Predator,2,5,-3,-1.5,-1.5,weak,0.136
2014 Rush Boys,2024-10-13,CCV Stars 14 Boys North Navy,4,2,2,1.0,1.0,neutral,0.189
2014 Rush Boys,2024-10-13,CCV STARS 14 Boys White PEO,4,2,2,1.0,1.0,neutral,0.207
2014 Rush Boys,2024-10-12,AZ Arsenal 14 Boys Teal SC,0,10,-10,-5.0,-5.0,weak,0.21
2014 Rush Boys,2024-10-12,AZ Arsenal 14 Boys Teal 2 SC,0,10,-10,-5.0,-5.0,weak,0.201
2014 Rush Boys,2024-10-12,14B Midhaan,4,4,0,0.0,0.0,neutral,0.148
2014 Rush Boys,2024-10-12,14B Bratcher,4,4,0,0.0,0.0,neutral,0.15
2014 Rush Boys,2024-09-28,AZ Arsenal 14 Boys Teal SC,2,3,-1,-0.5,-0.5,neutral,0.21
2014 Rush Boys,2024-09-28,AZ Arsenal 14 Boys Teal 2 SC,2,3,-1,-0.5,-0.5,neutral,0.201
2014 Rush Boys,2024-09-21,AZEV B2014 (WHITE),2,6,-4,-2.0,-2.0,weak,0.262
2014 Rush Boys,2024-09-14,Tuzos 2014 Nava,4,2,2,1.0,1.0,neutral,0.197
2014 Rush Boys,2024-09-07,NOS Santos 14 Boys White,3,5,-2,-1.0,-1.0,neutral,0.173
2014 Tuzos Academy FV,2025-10-04,PSG 14B Red,3,5,-2,-1.0,-1.0,neutral,0.211
2014 Tuzos Academy FV,2025-03-30,Tuzos Royals 2014,0,0,0,0.0,0.0,neutral,0.243
2014 Tuzos Academy FV,2025-03-29,Phoenix United 2015 Elite,3,0,3,1.5,1.5,good,0.182
2014 Tuzos Academy FV,2025-03-29,2014B West,2,6,-4,-2.0,-2.0,weak,0.31
2014 Tuzos Academy FV,2025-03-16,Tuzos Royals 2014,7,8,-1,-0.5,-0.5,neutral,0.243
2014 Tuzos Academy FV,2025-03-16,2014B West,2,4,-2,-1.0,-1.0,neutral,0.31
2014 Tuzos Academy FV,2025-03-01,East Valley NSFC 14 Boys Tiggs,15,0,15,7.5,7.5,good,0.085
2014 Tuzos Academy FV,2025-02-22,AZ Inferno 14 Boys Black,3,0,3,1.5,1.5,good,0.208
2014 Tuzos Academy FV,2025-02-15,Real Arizona 2014,8,0,8,4.0,4.0,good,0.322
2014 Tuzos Academy FV,2025-02-01,Synergy FC 14 B,9,1,8,4.0,4.0,good,0.134
2014 Tuzos Academy FV,2025-01-25,AZ Arsenal 14 Boys Teal 2 AP,6,0,6,3.0,3.0,good,0.18
2014 Tuzos Academy FV,2025-01-25,AZ Arsenal 14 Boys Teal CB,6,0,6,3.0,3.0,good,0.169
2014 Tuzos Academy FV,2024-11-30,Northwest 2014 Boys,3,0,3,1.5,1.5,good,0.155
2014 Tuzos Academy FV,2024-11-30,Next Level Soccer Northwest 2014 Boys,3,0,3,1.5,1.5,good,0.155
2014 Tuzos Academy FV,2024-11-29,West Valley 2014 Boys Martinez Pre-Elite64,4,1,3,1.5,1.5,good,0.272
2014 Tuzos Academy FV,2024-10-19,14B Bratcher,12,0,12,6.0,6.0,good,0.15
2014 Tuzos Academy FV,2024-10-19,14B Midhaan,12,0,12,6.0,6.0,good,0.148
2014 Tuzos Academy FV,2024-09-28,AZ Arsenal 14 Boys AYDP,4,0,4,2.0,2.0,good,0.23
2014 Tuzos Academy FV,2024-09-28,AZ Arsenal 14 Boys Select,4,0,4,2.0,2.0,good,0.243
2014 Tuzos Academy FV,2024-09-21,CCV Stars 14 Boys East Pre-ECNL,7,1,6,3.0,3.0,good,0.236
2014 Tuzos Academy FV,2024-09-14,Real Arizona 2014,8,0,8,4.0,4.0,good,0.322
2014B West,2025-09-28,Southeast 2013 Boys Green,3,4,-1,-0.5,-0.5,neutral,0.313
2014B West,2025-09-27,AZ Arsenal Pre-ECNL B14,2,6,-4,-2.0,-2.0,weak,0.293
2014B West,2025-09-27,State 48 FC Avondale 13 Copper,0,3,-3,-1.5,-1.5,weak,0.625
2014B West,2025-09-26,SCFC 2014,0,0,0,0.0,0.0,neutral,0.174
2014B West,2025-09-26,14,0,0,0,0.0,0.0,neutral,0.329
2014B West,2025-09-14,14B JDeutsch Pre-MLS Next,2,0,2,1.0,1.0,neutral,0.241
2014B West,2025-09-14,Sun Warriors 13/14 Boys,6,1,5,2.5,2.5,good,0.208
2014B West,2025-09-13,Rey Del Castillo FC Gold,4,2,2,1.0,1.0,neutral,0.221
2014B West,2025-09-12,FCDA 13B Red NL (AZ),3,3,0,0.0,0.0,neutral,0.2
2014B West,2025-09-07,14,7,0,7,3.5,3.5,good,0.329
2014B West,2025-09-06,AZ Arsenal 13 Boys Flagstaff,5,4,1,0.5,0.5,neutral,0.217
2014B West,2025-09-06,PRFC North Valley 13B Predator,4,2,2,1.0,1.0,neutral,0.153
2014B West,2025-08-31,PRFC North Valley 13B Predator,1,5,-4,-2.0,-2.0,weak,0.153
2014B West,2025-08-30,PRFC WV 13B NL Premier 2 AZ,5,0,5,2.5,2.5,good,0.047
2014B West,2025-08-30,PSG 13B Blue E64RL,10,0,10,5.0,5.0,good,0.005
2014B West,2025-04-27,CDO 13B Elite,11,1,10,5.0,5.0,good,0.093
2014B West,2025-04-26,Juventus,5,2,3,1.5,1.5,good,0.162
2014B West,2025-04-26,Havasu Lions 13B Moran,7,0,7,3.5,3.5,good,0.024
2014B West,2025-04-25,Scottsdale 13 Sandsharks Select,5,1,4,2.0,2.0,good,0.193
2014B West,2025-04-19,Brazas 2014 Boys Black Marcos,3,2,1,0.5,0.5,neutral,0.258
2014B West,2025-04-05,AZ Thundercats 2013,1,3,-2,-1.0,-1.0,neutral,0.444
2014B West,2025-03-30,Tuzos Academy Mesa 2014,12,1,11,5.5,5.5,good,0.208
2014B West,2025-03-30,Excel Soccer Academy 14 Red,3,0,3,1.5,1.5,good,0.289
2014B West,2025-03-30,Excel Soccer Academy 14B Red,3,0,3,1.5,1.5,good,0.278
2014B West,2025-03-29,2014 Tuzos Academy FV,6,2,4,2.0,2.0,good,0.439
2014B West,2025-03-29,Excel Soccer Academy 14 Red,3,0,3,1.5,1.5,good,0.289
2014B West,2025-03-29,Excel Soccer Academy 14B Red,3,0,3,1.5,1.5,good,0.278
2014B West,2025-03-21,Excel Soccer Academy 14 Red,0,3,-3,-1.5,-1.5,weak,0.289
2014B West,2025-03-21,Excel Soccer Academy 14B Red,0,3,-3,-1.5,-1.5,weak,0.278
2014B West,2025-03-16,2014 Tuzos Academy FV,4,2,2,1.0,1.0,neutral,0.439
2014B West,2025-03-08,14B Velasco Pre-MLS Next,1,5,-4,-2.0,-2.0,weak,0.317
2014B West,2025-03-08,14B JDeutsch Pre-MLS Next,1,5,-4,-2.0,-2.0,weak,0.241
2014B West,2025-02-22,NOS Santos 14 Boys Blue,10,2,8,4.0,4.0,good,0.224
2014B West,2025-02-15,AZSC 14B Perez,6,1,5,2.5,2.5,good,0.298
2014B West,2025-02-08,AZ Arsenal 14 Boys Teal 1,6,1,5,2.5,2.5,good,0.194
2014B West,2025-02-01,Tuzos Royals 2014,6,3,3,1.5,1.5,good,0.243
2014B West,2025-01-26,Phoenix Premier FC 14B Black,3,2,1,0.5,0.5,neutral,0.181
2014B West,2025-01-24,14,3,6,-3,-1.5,-1.5,weak,0.329
2014B West,2025-01-18,PRFC Desert Foothills 14B Pre-Academy,3,2,1,0.5,0.5,neutral,0.257
2014B West,2025-01-12,Legends FC AZ 14B FC,1,2,-1,-0.5,-0.5,neutral,0.301
2014B West,2025-01-12,Dynamos SC 14B SC,1,2,-1,-0.5,-0.5,neutral,0.297
2014B West,2025-01-11,14B Velasco Pre-MLS Next,2,2,0,0.0,0.0,neutral,0.317
2014B West,2025-01-11,14B JDeutsch Pre-MLS Next,2,2,0,0.0,0.0,neutral,0.241
2014B West,2024-12-15,CCV STARS 14 Boys Orange PEO,1,3,-2,-1.0,-1.0,neutral,0.2
2014B West,2024-12-15,CCV Stars 14 Boys North Pre-ECNL,1,3,-2,-1.0,-1.0,neutral,0.229
2014B West,2024-12-14,Tuzos Royals 2014,2,2,0,0.0,0.0,neutral,0.243
2014B West,2024-12-08,14,4,1,3,1.5,1.5,good,0.329
2014B West,2024-12-07,PRFC West Valley 14B Pre-Academy,12,0,12,6.0,6.0,good,0.176
2014B West,2024-12-07,NOS Santos 14 Boys Blue,5,1,4,2.0,2.0,good,0.224
2014B West,2024-11-23,14B Engilman,6,2,4,2.0,2.0,good,0.203
2014B West,2024-11-10,Next Level Soccer Northwest 2014 Boys,7,0,7,3.5,3.5,good,0.155
2014B West,2024-11-10,Northwest 2014 Boys,7,0,7,3.5,3.5,good,0.155
2014B West,2024-11-02,14B OMolina,7,0,7,3.5,3.5,good,0.176
2014B West,2024-10-26,Southeast 2014 Boys Red,1,3,-2,-1.0,-1.0,neutral,0.231
2014B West,2024-10-19,14B Jimmy,1,0,1,0.5,0.5,neutral,0.282
2014B West,2024-10-12,PRFC Southeast Valley 14B Pre-Academy,9,5,4,2.0,2.0,good,0.162
2014B West,2024-10-05,NOS Santos 14 Boys Blue,6,2,4,2.0,2.0,good,0.224
2014B West,2024-09-21,Tuzos Academy Mesa 2014,5,2,3,1.5,1.5,good,0.208
2014B West,2024-09-14,Playmaker Futbol Academy 14B Gold,4,0,4,2.0,2.0,good,0.165
2014B West,2024-09-08,Phoenix Premier FC 14B Black,3,2,1,0.5,0.5,neutral,0.181
2014B West,2024-09-07,Playmaker Futbol Academy 14B Gold,5,3,2,1.0,1.0,neutral,0.165
2014B West,2024-09-07,Next Level Soccer Southeast 2014 Boys Blue,1,4,-3,-1.5,-1.5,weak,0.26
2014B West,2024-09-01,Tuzos Academy Mesa 2014,5,0,5,2.5,2.5,good,0.208
2014B West,2024-09-01,14 ECNL #2,0,5,-5,-2.5,-2.5,weak,0.303
2014B West,2024-08-31,Playmaker Futbol Academy 14B Gold,6,1,5,2.5,2.5,good,0.165
2014B West,2024-08-31,PRFC Scottsdale 14B Pre-Academy,8,5,3,1.5,1.5,good,0.322
ALBION SC Las Vegas B13 Academy V,2025-04-12,Southeast 2014 Boys Black,1,9,-8,-4.0,-4.0,weak,0.304
ALBION SC San Diego B14 Academy III,2025-08-09,Phoenix Premier FC 14B X-Factor,3,1,2,1.0,1.0,neutral,0.362
"ARCOS FC , CHALLENGERS",2025-06-15,U-12 (2014) Boys Yuma Pre Academy,3,0,3,1.5,1.5,good,0.23
ASA 014B Magic,2025-09-20,Phoenix Premier FC 14B SW White,1,4,-3,-1.5,-1.5,weak,0.252
ASA 014B Magic,2025-03-08,AZ Arsenal 14 Boys Teal MC,1,6,-5,-2.5,-2.5,weak,0.173
ASA 014B Magic,2025-03-08,AZ Arsenal 14 Boys Teal 2 PJ,1,6,-5,-2.5,-2.5,weak,0.145
ASA 014B Magic,2025-02-15,CCV Stars 14 Boys East Pre-ECNL,1,8,-7,-3.5,-3.5,weak,0.236
ASA 014B Magic,2025-02-08,14B Midhaan,0,5,-5,-2.5,-2.5,weak,0.148
ASA 014B Magic,2025-02-08,14B Bratcher,0,5,-5,-2.5,-2.5,weak,0.15
ASA 014B Magic,2025-02-01,CCV Stars 14 Boys South Orange,0,5,-5,-2.5,-2.5,weak,0.147
ASA 014B Magic,2025-02-01,CCV STARS 14 Boys Navy LAV,0,5,-5,-2.5,-2.5,weak,0.127
ASA 014B Magic,2025-01-25,AZ Arsenal 14 Boys Select,0,8,-8,-4.0,-4.0,weak,0.243
ASA 014B Magic,2025-01-25,AZ Arsenal 14 Boys AYDP,0,8,-8,-4.0,-4.0,weak,0.23
ASA 014B Magic,2025-01-11,Select 14B Red,0,4,-4,-2.0,-2.0,weak,0.207
ASA 014B Magic,2025-01-11,Select 14/15B Red,0,4,-4,-2.0,-2.0,weak,0.212
ASA 014B Magic,2024-12-06,14B Midhaan,3,7,-4,-2.0,-2.0,weak,0.148
ASA 014B Magic,2024-12-06,14B Bratcher,3,7,-4,-2.0,-2.0,weak,0.15
ASA 014B Magic,2024-10-19,CCV Stars 14 Boys East Pre-ECNL,0,8,-8,-4.0,-4.0,weak,0.236
ASA 014B Magic,2024-09-21,Real Arizona 2014,0,13,-13,-6.5,-6.5,weak,0.322
ASA 014B Magic,2024-09-07,AZ Arsenal 14 Boys Select,0,5,-5,-2.5,-2.5,weak,0.243
ASA 014B Magic,2024-09-07,AZ Arsenal 14 Boys AYDP,0,5,-5,-2.5,-2.5,weak,0.23
