Rank,Team,Club,Team_ID,State,Gender,Age_Group,Games Played,Wins,Losses,Ties,Goals For,Goals Against,Goal Differential,Goals For/Game,Goals Against/Game,Offense Score,Adj Defense Score,SOS,Raw Power,Power Score,Opponents_Count
119,14B Rueda,RSL-AZ South,251060,AZ,M,U12,31,10,20,1,61,115,-54,0.8483870967741937,1.5,0.8483870967741937,-0.5,1.1609319287399864,0.4208781434753192,0.4208781434753192,31
120,14B Rayados Blue AL,RSL-AZ Southern AZ,513291,AZ,M,U12,12,2,5,5,28,47,-19,1.5333333333333332,2.275,1.5333333333333332,-1.275,1.4602446497170876,0.4619361624292719,0.4157425461863447,12
121,AZ Arsenal 14 Boys Teal CB,Arizona Arsenal Soccer Club,254487,AZ,M,U12,38,14,20,4,83,150,-67,0.9500000000000001,1.5842105263157895,0.9500000000000001,-0.5842105263157895,1.0803118480630054,0.4072490146473303,0.4072490146473303,38
122,CCV Stars 14 Boys East Pre-ECNL,CCV STARS,330680,AZ,M,U12,19,5,11,3,51,66,-15,1.4157894736842105,1.8631578947368421,1.4157894736842105,-0.8631578947368421,0.9320259224806835,0.44024332272543404,0.39621899045289066,19
123,Bala FC - 2014B,Bala FC,614083,AZ,M,U12,6,2,2,2,14,18,-4,1.633333333333333,2.1,1.633333333333333,-1.1,1.301237322515213,0.5253093306288031,0.3939819979716024,6
124,NOS Santos 14 Boys White,NOS Santos SC,136657,AZ,M,U12,52,16,28,8,112,172,-60,0.7230769230769233,1.3923076923076925,0.7230769230769233,-0.39230769230769247,1.0379037523501653,0.38351439962600287,0.38351439962600287,52
125,CAC 14/15B (Conroy),Coronado Athletic Club,382297,AZ,M,U12,68,16,46,6,112,255,-143,0.6352941176470589,1.3132352941176473,0.6352941176470589,-0.3132352941176473,0.956564261241279,0.3599131241338491,0.3599131241338491,68
126,FC Elite Arizona 2014 Boys - Urbina,FC Elite Arizona,631457,AZ,M,U12,19,8,8,3,32,60,-28,0.9684210526315788,1.8105263157894735,0.9684210526315788,-0.8105263157894735,1.306878088158074,0.385930048355308,0.3473370435197772,19
127,SCFC - 2014,Scottsdale City FC,370208,AZ,M,U12,2,0,1,1,0,3,-3,0.0,1.0499999999999998,0.0,-0.04999999999999982,1.8401234567901235,0.44128086419753093,0.3309606481481482,2
128,Hustle Hard 2014- Boys,FBSL,310009,AZ,M,U12,38,8,26,4,44,138,-94,0.4421052631578948,1.3315789473684212,0.4421052631578948,-0.3315789473684212,1.1447640637684615,0.32763838436316794,0.32763838436316794,38
129,VSC 2014 Boys White,Vail SC,305500,AZ,M,U12,23,3,18,2,31,81,-50,0.6304347826086957,1.5782608695652176,0.6304347826086957,-0.5782608695652176,1.1896841341278965,0.31698625092327837,0.31698625092327837,23
130,Jedi 14B,Renegades Soccer Club,654696,AZ,M,U12,6,2,4,0,6,12,-6,0.6999999999999998,1.3999999999999997,0.6999999999999998,-0.3999999999999997,1.2165784832451498,0.4166446208112875,0.3124834656084656,6
131,Synergy FC 14 B,Synergy FC AZ,371140,AZ,M,U12,60,8,43,9,95,247,-152,0.5016666666666667,1.435,0.5016666666666667,-0.43500000000000005,1.09791026389533,0.29947756597383246,0.29947756597383246,60
132,PRFC Scottsdale 14B Copa,Phoenix Rising FC,179070,AZ,M,U12,46,7,35,4,86,241,-155,0.8217391304347827,1.841304347826087,0.8217391304347827,-0.8413043478260871,1.1903537803296325,0.29025148856066896,0.29025148856066896,46
133,14B Geoff,RSL-AZ Southern AZ,443374,AZ,M,U12,25,6,15,4,44,93,-49,0.8,1.74,0.8,-0.74,1.0120948406374088,0.2755237101593523,0.2755237101593523,25
134,Tuzos 2014 Nava,FBSL,498283,AZ,M,U12,31,10,19,2,97,146,-49,1.2096774193548387,2.1870967741935488,1.2096774193548387,-1.1870967741935488,1.0654244839122804,0.2748238629135538,0.2748238629135538,31
135,AZ Inferno 14 Boys Blue,AZ Inferno,641417,AZ,M,U12,14,4,10,0,28,54,-26,1.2285714285714284,2.1285714285714286,1.2285714285714284,-1.1285714285714286,1.0209812574915549,0.29274531437288864,0.2634707829355998,14
136,FC Sonora 14' B Dynamo,FC Sonora,366702,AZ,M,U12,23,2,19,2,41,128,-87,1.0913043478260869,2.4,1.0913043478260869,-1.4,1.4865903187496208,0.25588671012218783,0.25588671012218783,23
137,14B Midhaan,RSL-AZ North,365125,AZ,M,U12,20,5,11,4,58,102,-44,1.31,2.35,1.31,-1.35,1.0726329375618682,0.253158234390467,0.253158234390467,20
138,Tuzos Titanes 2014,FBSL,519547,AZ,M,U12,22,5,14,3,39,86,-47,0.7681818181818181,1.9727272727272727,0.7681818181818181,-0.9727272727272727,0.9757776643180331,0.16723987062496282,0.16723987062496282,22
139,Tuzos Nogales 2014,FBSL,314990,AZ,M,U12,6,0,6,0,4,14,-10,0.4666666666666666,1.633333333333333,0.4666666666666666,-0.6333333333333331,1.1177777777777778,0.21694444444444452,0.1627083333333334,6
140,PRFC North Valley 14B Copa,Phoenix Rising FC North Valley,405148,AZ,M,U12,60,12,47,1,117,346,-229,0.6583333333333333,2.1433333333333335,0.6583333333333333,-1.1433333333333335,1.148964711483374,0.10536617787084346,0.10536617787084346,60
141,AZSC 2014/2015B Navy,Arizona Soccer Club,621422,AZ,M,U12,8,2,6,0,18,34,-16,1.575,2.9749999999999996,1.575,-1.9749999999999996,1.1258719817040739,0.13146799542601856,0.09860099656951392,8
142,Phoenix Premier FC 14B Pre MLS Next AD,Phoenix Premier FC,619879,AZ,M,U12,8,2,6,0,14,34,-20,1.2249999999999999,2.9749999999999996,1.2249999999999999,-1.9749999999999996,1.4885605937846182,0.09089014844615467,0.068167611334616,8
143,Pima Surf 2014 B White,Pima County Surf Soccer Club,403789,AZ,M,U12,1,0,1,0,2,4,-2,1.4,2.8,1.4,-1.7999999999999998,0.8674418604651164,0.06686046511627908,0.05014534883720931,1
144,FSC United 14 Boys,Flagstaff SC,121797,AZ,M,U12,58,10,46,2,110,342,-232,0.6655172413793103,2.348275862068965,0.6655172413793103,-1.3482758620689652,1.0902426622978663,0.016526182815845947,0.016526182815845947,58
145,Tuzos Chandler 2014 boys,FBSL,615646,AZ,M,U12,10,2,8,0,24,52,-28,1.6799999999999997,3.6399999999999997,1.6799999999999997,-2.6399999999999997,1.2900133755133756,-0.03749665612165609,-0.03374699050949048,10
146,Spartak Academy 2014 Boys,Spartak Academy,647534,AZ,M,U12,8,2,6,0,18,42,-24,1.575,3.675,1.575,-2.675,1.2437037037037038,-0.10157407407407393,-0.07618055555555545,8
147,14B Laroussi,RSL-AZ South,364430,AZ,M,U12,17,2,15,0,32,97,-65,0.7764705882352941,3.288235294117647,0.7764705882352941,-2.288235294117647,1.2640356184229893,-0.250902860100135,-0.2258125740901215,17
148,PSC 2014/15B,Paladin Soccer Club,490652,AZ,M,U12,5,1,4,0,6,26,-20,0.8399999999999999,3.6399999999999997,0.8399999999999999,-2.6399999999999997,1.326723311155068,-0.3433191722112329,-0.2574893791584247,5
149,East Valley NSFC 14 Boys Tiggs,East Valley/NSFC,370050,AZ,M,U12,36,0,34,2,41,269,-228,0.5305555555555556,3.163888888888889,0.5305555555555556,-2.163888888888889,1.1063084953478617,-0.3359228761630346,-0.3359228761630346,36
150,ASA 014B Magic,Arizona Soccer Academy,526726,AZ,M,U12,14,0,14,0,6,95,-89,0.29999999999999993,3.6357142857142857,0.29999999999999993,-2.6357142857142857,1.213649869902859,-0.5724803896671424,-0.5152323507004282,14
151,ESC - Boys Chandler 15/16,Epic Soccer Club,503477,AZ,M,U12,5,0,5,0,1,44,-43,0.13999999999999999,6.159999999999999,0.13999999999999999,-5.159999999999999,1.2635210280373832,-1.5666197429906539,-1.1749648072429904,5
152,Milan B,AYSO 350 Alliance,663478,AZ,M,U12,6,0,6,0,2,68,-66,0.2333333333333333,7.933333333333333,0.2333333333333333,-6.933333333333333,2.949049501223414,-1.7752376246941464,-1.3314282185206099,6
153,SCUM East Valley 14B Ninjas,SC Union Maricopa Academy,492537,AZ,M,U12,7,0,7,0,1,69,-68,0.09999999999999999,6.8999999999999995,0.09999999999999999,-5.8999999999999995,1.0712129758470634,-1.907196756038234,-1.4303975670286755,7
