Team_A,Team_B,Team_A_Offensive,Team_A_Defensive,Team_B_Offensive,Team_B_Defensive,Team_A_Goals,Team_B_Goals,Date,Event
Tuzos Royals 14 Pre-Academy,14 Cityzens,3.1449275362318843,1.5942028985507246,2.2065217391304346,2.858695652173913,3,5,11/30/2024,2024 Desert Super Cup
PRFC Southeast Valley 14B Predator-Central,Tuzos Royals 14 Pre-Academy,1.8620689655172413,3.0172413793103448,3.1449275362318843,1.5942028985507246,1,0,11/29/2024,2024 Desert Super Cup
Phoenix Premier FC 14B White,Tuzos Royals 14 Pre-Academy,2.022727272727273,3.4318181818181817,3.1449275362318843,1.5942028985507246,2,3,11/9/2024,2024-25 MaxinMotion Open League Season 1
Tuzos Royals 14 Pre-Academy,Phoenix Premier FC 14B SW Black,3.1449275362318843,1.5942028985507246,4.2105263157894735,2.43859649122807,3,0,10/19/2024,2024-25 MaxinMotion Open League Season 1
Tuzos Royals 14 Pre-Academy,AZSC 14B Perez,3.1449275362318843,1.5942028985507246,3.7313432835820897,2.029850746268657,0,4,10/13/2024,2024 Scottsdale Cup
Tuzos Royals 14 Pre-Academy,Phoenix United 2014 Academy,3.1449275362318843,1.5942028985507246,3.210526315789474,1.868421052631579,4,1,10/13/2024,2024 Scottsdale Cup
AZ Inferno 14 Boys Black,Tuzos Royals 14 Pre-Academy,2.783333333333333,2.9833333333333334,3.1449275362318843,1.5942028985507246,0,4,10/12/2024,2024 Scottsdale Cup
Tuzos Royals 14 Pre-Academy,Monsters 2014,3.1449275362318843,1.5942028985507246,5.55,2.7,5,6,10/5/2024,2024-25 MaxinMotion Open League Season 1
Southeast 2014 Boys Blue,Tuzos Royals 14 Pre-Academy,3.3513513513513513,2.2837837837837838,3.1449275362318843,1.5942028985507246,5,1,9/28/2024,The Derby (2024)
Legends FC AZ 14B Black,Tuzos Royals 14 Pre-Academy,3.0,2.5,3.1449275362318843,1.5942028985507246,3,4,9/28/2024,The Derby (2024)
PRFC Scottsdale 14B Copa,Tuzos Royals 14 Pre-Academy,1.8695652173913044,5.239130434782608,3.1449275362318843,1.5942028985507246,4,6,9/21/2024,2024-25 MaxinMotion Open League Season 1
Tuzos Royals 14 Pre-Academy,Scottsdale 14 Sandsharks Black,3.1449275362318843,1.5942028985507246,2.175,2.2,4,0,9/14/2024,2024-25 MaxinMotion Open League Season 1
Hustle Hard 2014- Boys,Tuzos Royals 14 Pre-Academy,1.1578947368421053,3.6315789473684212,3.1449275362318843,1.5942028985507246,0,9,9/14/2024,2024-25 MaxinMotion Open League Season 1
PRFC North Valley 14B Predator,14B Velasco,2.263157894736842,3.263157894736842,3.2222222222222223,1.7592592592592593,0,3,9/27/2025,2025-26 MaxinMotion Open League Season 1
14B Velasco,14B Engilman,3.2222222222222223,1.7592592592592593,2.4918032786885247,2.9344262295081966,6,1,9/20/2025,2025-26 MaxinMotion Open League Season 1
14B Velasco,Southeast 2014 Boys Red,3.2222222222222223,1.7592592592592593,2.7083333333333335,1.9895833333333333,0,3,9/14/2025,2025 Cactus Kick Off
14B Velasco,Playmaker Futbol Academy PRE-ECNL B14,3.2222222222222223,1.7592592592592593,2.586206896551724,2.689655172413793,1,5,9/13/2025,2025 Cactus Kick Off
Phoenix Premier FC 14B Black,14B Velasco,3.1686746987951806,3.3493975903614457,3.2222222222222223,1.7592592592592593,3,2,4/27/2025,2025 Arizona Presidents Cup
East Valley NSFC 14 Boys Aguirre,14B Velasco,2.63768115942029,2.681159420289855,3.2222222222222223,1.7592592592592593,1,4,4/11/2025,2025 Arizona Presidents Cup
14B Velasco,NOS Santos 14 Boys Blue,3.2222222222222223,1.7592592592592593,2.8545454545454545,3.418181818181818,2,2,4/4/2025,2025 Arizona Presidents Cup
14B Engilman,14B Velasco,2.4918032786885247,2.9344262295081966,3.2222222222222223,1.7592592592592593,2,3,3/8/2025,2024-25 MaxinMotion Open League Season 2
14B Velasco,Southeast 2014 Boys Green,3.2222222222222223,1.7592592592592593,3.032258064516129,2.032258064516129,1,2,3/8/2025,2025 Ostrich Festival
14B Velasco,AZEV B2014 (NAVY),3.2222222222222223,1.7592592592592593,3.8095238095238093,1.5,0,1,2/22/2025,2024-25 MaxinMotion Open League Season 2
14B Velasco,Legends FC AZ 14B Black,3.2222222222222223,1.7592592592592593,3.0,2.5,0,5,2/20/2025,2025 Max Shacknai Invitational
PRFC Southeast Valley 14B Pre-Academy,14B Velasco,2.1636363636363636,3.727272727272727,3.2222222222222223,1.7592592592592593,2,6,2/1/2025,2024-25 MaxinMotion Open League Season 2
14B Velasco,14B GSA,3.2222222222222223,1.7592592592592593,4.601503759398496,1.962406015037594,5,8,1/25/2025,2024-25 MaxinMotion Open League Season 2
East Valley NSFC 14 Boys Aguirre,14B Velasco,2.63768115942029,2.681159420289855,3.2222222222222223,1.7592592592592593,1,3,1/18/2025,2024-25 MaxinMotion Open League Season 2
14B Velasco,West Valley 2014 Boys Martinez Pre-Elite64,3.2222222222222223,1.7592592592592593,3.457627118644068,1.88135593220339,3,2,1/12/2025,CCV Stars Champions Cup 2025
14B Velasco,AZEV B2014 (NAVY),3.2222222222222223,1.7592592592592593,3.8095238095238093,1.5,1,1,1/11/2025,CCV Stars Champions Cup 2025
14B Velasco,Northwest 2014 Boys,3.2222222222222223,1.7592592592592593,1.7435897435897436,3.2948717948717947,4,1,1/11/2025,CCV Stars Champions Cup 2025
14B Velasco,14B Engilman,3.2222222222222223,1.7592592592592593,2.4918032786885247,2.9344262295081966,7,2,1/3/2025,New Year's Futures Cup 2025
14B Velasco,AZSC 14B Perez,3.2222222222222223,1.7592592592592593,3.7313432835820897,2.029850746268657,0,1,12/15/2024,RSL-AZ Holiday Classic 2024
Playmaker Futbol Academy 14B Gold,14B Velasco,2.2278481012658227,3.481012658227848,3.2222222222222223,1.7592592592592593,1,8,12/15/2024,RSL-AZ Holiday Classic 2024
AZSC 14B Perez,14B Velasco,3.7313432835820897,2.029850746268657,3.2222222222222223,1.7592592592592593,2,2,12/14/2024,RSL-AZ Holiday Classic 2024
14B Velasco,CDO 14B Premier,3.2222222222222223,1.7592592592592593,2.3823529411764706,2.6176470588235294,2,0,12/14/2024,RSL-AZ Holiday Classic 2024
14B Velasco,Tuzos Academy Mesa 2014,3.2222222222222223,1.7592592592592593,3.0675675675675675,3.2432432432432434,4,5,11/9/2024,2024-25 MaxinMotion Open League Season 1
PRFC Southeast Valley 14B Pre-Academy,14B Velasco,2.1636363636363636,3.727272727272727,3.2222222222222223,1.7592592592592593,0,2,11/2/2024,2024-25 MaxinMotion Open League Season 1
14B Engilman,14B Velasco,2.4918032786885247,2.9344262295081966,3.2222222222222223,1.7592592592592593,0,6,10/26/2024,2024-25 MaxinMotion Open League Season 1
2014B West,14B Velasco,4.419753086419753,1.9753086419753085,3.2222222222222223,1.7592592592592593,1,0,10/19/2024,2024-25 MaxinMotion Open League Season 1
14B Velasco,NOS Santos 14 Boys Blue,3.2222222222222223,1.7592592592592593,2.8545454545454545,3.418181818181818,1,1,9/21/2024,2024-25 MaxinMotion Open League Season 1
14B Velasco,West Valley 2014 Boys Martinez Pre-Elite64,3.2222222222222223,1.7592592592592593,3.457627118644068,1.88135593220339,3,1,9/15/2024,2024 Cactus Kick Off
14B Velasco,AZ Inferno 14 Boys Black,3.2222222222222223,1.7592592592592593,2.783333333333333,2.9833333333333334,3,0,9/14/2024,2024 Cactus Kick Off
East Valley NSFC 14 Boys Aguirre,14B Velasco,2.63768115942029,2.681159420289855,3.2222222222222223,1.7592592592592593,0,3,9/14/2024,2024 Cactus Kick Off
U-12 (2014) Boys Pre Academy Blue,Southeast 2014 Boys Red,2.1951219512195124,3.1463414634146343,2.7083333333333335,1.9895833333333333,0,3,10/5/2025,2025-2026 ASA Advanced Leagues
U-12 (2014) Boys Pre Academy Blue,14B Negrete Pre MLS Next,2.1951219512195124,3.1463414634146343,3.125,2.125,1,2,10/4/2025,2025-2026 ASA Advanced Leagues
Dynamos SC 14B SC,U-12 (2014) Boys Pre Academy Blue,2.411764705882353,1.6764705882352942,2.1951219512195124,3.1463414634146343,6,1,9/21/2025,2025-2026 ASA Advanced Leagues
FC Elite Arizona 2014 Boys - Urbina,U-12 (2014) Boys Pre Academy Blue,1.6842105263157894,3.1578947368421053,2.1951219512195124,3.1463414634146343,5,5,9/7/2025,Tuzos Challenge 2025
U-12 (2014) Boys Pre Academy Blue,Tuzos Royals 14 Pre-Academy,2.1951219512195124,3.1463414634146343,3.1449275362318843,1.5942028985507246,0,3,9/6/2025,Tuzos Challenge 2025
Tuzos Academy Mesa 2014,U-12 (2014) Boys Pre Academy Blue,3.0675675675675675,3.2432432432432434,2.1951219512195124,3.1463414634146343,5,3,9/6/2025,Tuzos Challenge 2025
U-12 (2014) Boys Pre Academy Blue,PRFC Scottsdale 14B Predator,2.1951219512195124,3.1463414634146343,2.810344827586207,3.1379310344827585,4,0,4/26/2025,2025 Arizona Presidents Cup
Phoenix Premier FC 14B Black,U-12 (2014) Boys Pre Academy Blue,3.1686746987951806,3.3493975903614457,2.1951219512195124,3.1463414634146343,5,0,4/13/2025,2025 Arizona Presidents Cup
U-12 (2014) Boys Pre Academy Blue,Northwest 2014 Boys,2.1951219512195124,3.1463414634146343,1.7435897435897436,3.2948717948717947,8,1,4/12/2025,2025 Arizona Presidents Cup
U-12 (2014) Boys Pre Academy Blue,RSL-AZ Yuma 14 Boys Quinonez,2.1951219512195124,3.1463414634146343,3.9,3.1333333333333333,6,1,3/23/2025,2025 Copper State Challenge
PRFC Southeast Valley 14B Pre-Academy,U-12 (2014) Boys Pre Academy Blue,2.1636363636363636,3.727272727272727,2.1951219512195124,3.1463414634146343,0,3,3/21/2025,2025 Copper State Challenge
2014 Boys Yellow,U-12 (2014) Boys Pre Academy Blue,2.3508771929824563,2.1228070175438596,2.1951219512195124,3.1463414634146343,2,1,3/19/2025,2024-25 MaxinMotion Open League Season 2
14 Boys Navy,U-12 (2014) Boys Pre Academy Blue,2.2033898305084745,2.9237288135593222,2.1951219512195124,3.1463414634146343,2,0,3/2/2025,2024-25 MaxinMotion Open League Season 2
AZ Inferno 14 Boys Black,U-12 (2014) Boys Pre Academy Blue,2.783333333333333,2.9833333333333334,2.1951219512195124,3.1463414634146343,1,8,2/6/2025,Desert Classic 2025
U-12 (2014) Boys Pre Academy Blue,PRFC Scottsdale 14B Pre-Academy,2.1951219512195124,3.1463414634146343,4.333333333333333,1.8533333333333333,3,2,2/1/2025,2024-25 MaxinMotion Open League Season 2
Legends FC AZ 14B Black,U-12 (2014) Boys Pre Academy Blue,3.0,2.5,2.1951219512195124,3.1463414634146343,3,2,1/25/2025,2024-25 MaxinMotion Open League Season 2
PRFC Desert Foothills 14B Pre-Academy,U-12 (2014) Boys Pre Academy Blue,2.986842105263158,2.3815789473684212,2.1951219512195124,3.1463414634146343,4,1,1/25/2025,2025 AZ Soccer Clash hosted by Phoenix Premier FC
U-12 (2014) Boys Pre Academy Blue,AZSC 14B Perez,2.1951219512195124,3.1463414634146343,3.7313432835820897,2.029850746268657,0,4,1/24/2025,2025 AZ Soccer Clash hosted by Phoenix Premier FC
Scottsdale 14 Sandsharks Select,U-12 (2014) Boys Pre Academy Blue,3.5970149253731343,0.5671641791044776,2.1951219512195124,3.1463414634146343,1,0,1/11/2025,2024-25 MaxinMotion Open League Season 2
U-12 (2014) Boys Pre Academy Blue,Phoenix United 2014 Premier,2.1951219512195124,3.1463414634146343,3.2222222222222223,2.185185185185185,2,2,12/8/2024,Christmas Angel 2024
Tuzos Royals 14 Pre-Academy,U-12 (2014) Boys Pre Academy Blue,3.1449275362318843,1.5942028985507246,2.1951219512195124,3.1463414634146343,3,2,12/7/2024,Christmas Angel 2024
East Valley NSFC 14 Boys Aguirre,U-12 (2014) Boys Pre Academy Blue,2.63768115942029,2.681159420289855,2.1951219512195124,3.1463414634146343,4,2,12/7/2024,Christmas Angel 2024
U-12 (2014) Boys Pre Academy Blue,14 Boys Navy,2.1951219512195124,3.1463414634146343,2.2033898305084745,2.9237288135593222,3,2,11/23/2024,2024-25 MaxinMotion Open League Season 1
PRFC Southeast Valley 14B Predator-Central,U-12 (2014) Boys Pre Academy Blue,1.8620689655172413,3.0172413793103448,2.1951219512195124,3.1463414634146343,2,2,11/16/2024,East Valley Patriots Cup 2024
U-12 (2014) Boys Pre Academy Blue,AZ Inferno 14 Boys Black,2.1951219512195124,3.1463414634146343,2.783333333333333,2.9833333333333334,7,1,11/15/2024,East Valley Patriots Cup 2024
U-12 (2014) Boys Pre Academy Blue,2014 Boys Yellow,2.1951219512195124,3.1463414634146343,2.3508771929824563,2.1228070175438596,0,3,11/2/2024,2024-25 MaxinMotion Open League Season 1
East Valley NSFC 14 Boys Aguirre,U-12 (2014) Boys Pre Academy Blue,2.63768115942029,2.681159420289855,2.1951219512195124,3.1463414634146343,5,3,10/19/2024,2024-25 MaxinMotion Open League Season 1
PRFC Scottsdale 14B Pre-Academy,U-12 (2014) Boys Pre Academy Blue,4.333333333333333,1.8533333333333333,2.1951219512195124,3.1463414634146343,5,1,10/13/2024,Arsenal Challenge 2024
AZ Arsenal 14 Boys Teal SC,U-12 (2014) Boys Pre Academy Blue,2.36697247706422,2.6605504587155964,2.1951219512195124,3.1463414634146343,7,2,10/12/2024,Arsenal Challenge 2024
Madison FC 14 Gold Boys,U-12 (2014) Boys Pre Academy Blue,3.7160493827160495,1.5061728395061729,2.1951219512195124,3.1463414634146343,3,2,9/28/2024,2024-25 MaxinMotion Open League Season 1
U-12 (2014) Boys Pre Academy Blue,PRFC Scottsdale 14B Pre-Academy,2.1951219512195124,3.1463414634146343,4.333333333333333,1.8533333333333333,2,1,9/21/2024,2024-25 MaxinMotion Open League Season 1
PRFC Southeast Valley 14B Predator-Central,U-12 (2014) Boys Pre Academy Blue,1.8620689655172413,3.0172413793103448,2.1951219512195124,3.1463414634146343,3,4,9/14/2024,2024-25 MaxinMotion Open League Season 1
Madison FC 14 Gold Boys,U-12 (2014) Boys Pre Academy Blue,3.7160493827160495,1.5061728395061729,2.1951219512195124,3.1463414634146343,3,0,9/8/2024,FSC Champions Cup (Boys - 2024)
PRFC North Valley 14B Predator,U-12 (2014) Boys Pre Academy Blue,2.263157894736842,3.263157894736842,2.1951219512195124,3.1463414634146343,8,2,9/7/2024,FSC Champions Cup (Boys - 2024)
U-12 (2014) Boys Pre Academy Blue,NOS Santos 14 Boys Blue,2.1951219512195124,3.1463414634146343,2.8545454545454545,3.418181818181818,0,3,4/20/2024,2024 Arizona Presidents Cup
Phoenix Premier FC 14B X-Factor,14B Geoff,4.592592592592593,1.4444444444444444,1.76,3.72,8,1,9/21/2025,46th Annual Wolfgang Weber FC Tucson Cup
AZ Arsenal 14 Boys Teal MC,Phoenix Premier FC 14B X-Factor,1.6666666666666667,2.7142857142857144,4.592592592592593,1.4444444444444444,0,3,9/21/2025,46th Annual Wolfgang Weber FC Tucson Cup
Phoenix Premier FC 14B X-Factor,AZ Arsenal 14 Boys Teal MC,4.592592592592593,1.4444444444444444,1.6666666666666667,2.7142857142857144,3,0,9/20/2025,46th Annual Wolfgang Weber FC Tucson Cup
Jedi 14B,Phoenix Premier FC 14B X-Factor,1.0,2.0,4.592592592592593,1.4444444444444444,1,4,9/19/2025,46th Annual Wolfgang Weber FC Tucson Cup
Playmaker Futbol Academy 14B Gold,Phoenix Premier FC 14B X-Factor,2.2278481012658227,3.481012658227848,4.592592592592593,1.4444444444444444,2,2,5/3/2025,2025 Arizona Presidents Cup
Northwest 2014 Boys,Phoenix Premier FC 14B X-Factor,1.7435897435897436,3.2948717948717947,4.592592592592593,1.4444444444444444,1,6,4/26/2025,2025 Arizona Presidents Cup
PRFC Scottsdale 14B Predator,Phoenix Premier FC 14B X-Factor,2.810344827586207,3.1379310344827585,4.592592592592593,1.4444444444444444,2,5,4/12/2025,2025 Arizona Presidents Cup
Madison FC 14 Blue Boys,Phoenix Premier FC 14B X-Factor,2.7941176470588234,2.5294117647058822,4.592592592592593,1.4444444444444444,1,2,3/21/2025,2025 Phoenix Cup - Boys Weekend
Excel Soccer Academy 14B Red,Phoenix Premier FC 14B X-Factor,3.0833333333333335,1.7916666666666667,4.592592592592593,1.4444444444444444,4,0,2/23/2025,AZFC Select Invitational 2025
Phoenix Premier FC 14B X-Factor,Tuzos Royals 2014,4.592592592592593,1.4444444444444444,2.560747663551402,2.046728971962617,0,0,2/22/2025,AZFC Select Invitational 2025
Playmaker Futbol Academy 14B Gold,Phoenix Premier FC 14B X-Factor,2.2278481012658227,3.481012658227848,4.592592592592593,1.4444444444444444,3,1,2/22/2025,AZFC Select Invitational 2025
Phoenix Premier FC 14B X-Factor,Playmaker Futbol Academy 14B Gold,4.592592592592593,1.4444444444444444,2.2278481012658227,3.481012658227848,0,2,1/26/2025,2025 AZ Soccer Clash hosted by Phoenix Premier FC
PRFC Southeast Valley 14B Predator,Phoenix Premier FC 14B X-Factor,2.1875,3.525,4.592592592592593,1.4444444444444444,0,3,1/25/2025,2025 AZ Soccer Clash hosted by Phoenix Premier FC
Phoenix Premier FC 14B X-Factor,Southeast 2014 Boys Blue,4.592592592592593,1.4444444444444444,3.3513513513513513,2.2837837837837838,1,9,1/25/2025,2025 AZ Soccer Clash hosted by Phoenix Premier FC
Phoenix Premier FC 14B X-Factor,Phoenix Premier FC 14B Black,4.592592592592593,1.4444444444444444,3.1686746987951806,3.3493975903614457,7,3,1/4/2025,Inside Classic 2025
Phoenix Premier FC 14B X-Factor,AZ Arsenal 14 Boys Teal SC,4.592592592592593,1.4444444444444444,2.36697247706422,2.6605504587155964,12,2,1/4/2025,Inside Classic 2025
Phoenix Premier FC 14B X-Factor,Scottsdale 14 Sandsharks Black,4.592592592592593,1.4444444444444444,2.175,2.2,7,0,11/10/2024,Kick for the Cure 2024
Phoenix Valley Soccer Club boys 2014,Phoenix Premier FC 14B X-Factor,2.4390243902439024,3.292682926829268,4.592592592592593,1.4444444444444444,2,6,11/9/2024,Kick for the Cure 2024
Phoenix Premier FC 14B X-Factor,FSC United 14 Boys,4.592592592592593,1.4444444444444444,1.896551724137931,5.896551724137931,11,0,11/9/2024,Kick for the Cure 2024
Phoenix Premier FC 14B X-Factor,PRFC Desert Foothills 14B Predator,4.592592592592593,1.4444444444444444,1.94,3.9,6,0,10/27/2024,Phoenix Rising Fall Classic 2024
Phoenix Premier FC 14B X-Factor,PRFC Scottsdale 14B Predator,4.592592592592593,1.4444444444444444,2.810344827586207,3.1379310344827585,7,1,10/27/2024,Phoenix Rising Fall Classic 2024
Phoenix Premier FC 14B X-Factor,PRFC West Valley 14B Pre-Academy,4.592592592592593,1.4444444444444444,2.076923076923077,3.2,5,0,10/26/2024,Phoenix Rising Fall Classic 2024
Amore 2014 Boys,Phoenix Premier FC 14B X-Factor,2.9875,3.7125,4.592592592592593,1.4444444444444444,3,7,10/26/2024,Phoenix Rising Fall Classic 2024
Dynamos SC 14B Gold,Tuzos Halcones 2014,2.7083333333333335,3.3125,3.192982456140351,3.6842105263157894,7,3,10/5/2025,2025-2026 ASA Advanced Leagues
RSL-AZ Yuma 14 Boys Quinonez,Tuzos Halcones 2014,3.9,3.1333333333333333,3.192982456140351,3.6842105263157894,7,2,10/4/2025,2025-2026 ASA Advanced Leagues
Tuzos Halcones 2014,CDO 14B Premier,3.192982456140351,3.6842105263157894,2.3823529411764706,2.6176470588235294,1,4,9/28/2025,2025-2026 ASA Advanced Leagues
Tuzos Academy Mesa 2014,Tuzos Halcones 2014,3.0675675675675675,3.2432432432432434,3.192982456140351,3.6842105263157894,3,4,9/21/2025,2025-2026 ASA Advanced Leagues
Tuzos Halcones 2014,PRFC Scottsdale 14B Pre-Academy,3.192982456140351,3.6842105263157894,4.333333333333333,1.8533333333333333,0,10,9/20/2025,2025-2026 ASA Advanced Leagues
Tuzos Halcones 2014,AZ Inferno 14 Boys Blue,3.192982456140351,3.6842105263157894,2.0,3.857142857142857,7,1,9/7/2025,Tuzos Challenge 2025
PRFC West Valley 14B Predator,Tuzos Halcones 2014,3.142857142857143,2.8857142857142857,3.192982456140351,3.6842105263157894,5,3,9/6/2025,Tuzos Challenge 2025
Tuzos Halcones 2014,Phoenix United 2014 Premier,3.192982456140351,3.6842105263157894,3.2222222222222223,2.185185185185185,3,3,9/6/2025,Tuzos Challenge 2025
Phoenix United 2014 Academy,Tuzos Halcones 2014,3.210526315789474,1.868421052631579,3.192982456140351,3.6842105263157894,2,2,4/27/2025,AZFC Select Challenge 2025
PRFC Desert Foothills 14B Pre-Academy,Tuzos Halcones 2014,2.986842105263158,2.3815789473684212,3.192982456140351,3.6842105263157894,5,2,4/5/2025,Yavapai All Boys Tournament 2025
Tuzos Halcones 2014,Madison FC 14 Gold Boys,3.192982456140351,3.6842105263157894,3.7160493827160495,1.5061728395061729,4,8,4/5/2025,Yavapai All Boys Tournament 2025
Phoenix United 2014 Academy,Tuzos Halcones 2014,3.210526315789474,1.868421052631579,3.192982456140351,3.6842105263157894,2,3,3/29/2025,Tuzos Challenge 2025
Tuzos Halcones 2014,State 48 FC Avondale 14 White,3.192982456140351,3.6842105263157894,1.6486486486486487,2.5675675675675675,4,0,3/29/2025,Tuzos Challenge 2025
Tuzos Halcones 2014,Madison FC 14 Gold Boys,3.192982456140351,3.6842105263157894,3.7160493827160495,1.5061728395061729,3,0,3/8/2025,2024-25 MaxinMotion Open League Season 2
Phoenix Premier FC 14B Black,Tuzos Halcones 2014,3.1686746987951806,3.3493975903614457,3.192982456140351,3.6842105263157894,3,4,1/11/2025,2024-25 MaxinMotion Open League Season 2
14 Boys Navy,Tuzos Halcones 2014,2.2033898305084745,2.9237288135593222,3.192982456140351,3.6842105263157894,0,1,12/8/2024,Christmas Angel 2024
FC Deportivo AZ 2014B (Gallegos),Tuzos Halcones 2014,4.6923076923076925,2.5384615384615383,3.192982456140351,3.6842105263157894,3,4,12/7/2024,Christmas Angel 2024
Tuzos Halcones 2014,2014 Boys Yellow,3.192982456140351,3.6842105263157894,2.3508771929824563,2.1228070175438596,2,3,12/7/2024,Christmas Angel 2024
NOS Santos 14 Boys Blue,Tuzos Halcones 2014,2.8545454545454545,3.418181818181818,3.192982456140351,3.6842105263157894,1,9,12/6/2024,Christmas Angel 2024
Tuzos Halcones 2014,West Valley 2014 Boys Martinez Pre-Elite64,3.192982456140351,3.6842105263157894,3.457627118644068,1.88135593220339,4,3,11/9/2024,2024-25 MaxinMotion Open League Season 1
Legends FC AZ 14B Black,Tuzos Halcones 2014,3.0,2.5,3.192982456140351,3.6842105263157894,2,6,10/19/2024,2024-25 MaxinMotion Open League Season 1
Tuzos Halcones 2014,Phoenix Premier FC 14B Black,3.192982456140351,3.6842105263157894,3.1686746987951806,3.3493975903614457,4,4,10/12/2024,2024-25 MaxinMotion Open League Season 1
AZEV B2014 (NAVY),Tuzos Halcones 2014,3.8095238095238093,1.5,3.192982456140351,3.6842105263157894,5,6,10/5/2024,2024-25 MaxinMotion Open League Season 1
14B GSA,Tuzos Halcones 2014,4.601503759398496,1.962406015037594,3.192982456140351,3.6842105263157894,8,0,9/21/2024,2024-25 MaxinMotion Open League Season 1
Tuzos Halcones 2014,Verde Valley United FC,3.192982456140351,3.6842105263157894,2.16,1.76,3,4,5/26/2024,FSC Kickin in the Pines (Boys - 2024)
Tuzos Halcones 2014,Milan,3.192982456140351,3.6842105263157894,1.326086956521739,2.630434782608696,6,0,5/26/2024,FSC Kickin in the Pines (Boys - 2024)
Verde Valley United FC,Tuzos Halcones 2014,2.16,1.76,3.192982456140351,3.6842105263157894,2,2,5/25/2024,FSC Kickin in the Pines (Boys - 2024)
Phoenix United 2014 Premier,PSG 14B Blue,3.2222222222222223,2.185185185185185,4.1940298507462686,2.08955223880597,3,2,9/28/2025,The Derby 2025
FC ARIZONA PRE ECNL RL B14,Phoenix United 2014 Premier,3.0,1.0,3.2222222222222223,2.185185185185185,1,0,9/27/2025,The Derby 2025
Playmaker Futbol Academy 14B Black,Phoenix United 2014 Premier,2.9080459770114944,2.4827586206896552,3.2222222222222223,2.185185185185185,0,0,9/26/2025,The Derby 2025
Tuzos 2014 Nava,Phoenix United 2014 Premier,3.129032258064516,4.709677419354839,3.2222222222222223,2.185185185185185,1,6,9/20/2025,2025-26 MaxinMotion Open League Season 1
Phoenix United 2014 Premier,PRFC West Valley 14B Pre-Academy,3.2222222222222223,2.185185185185185,2.076923076923077,3.2,3,0,9/13/2025,2025-26 MaxinMotion Open League Season 1
PRFC West Valley 14B Predator,Phoenix United 2014 Premier,3.142857142857143,2.8857142857142857,3.2222222222222223,2.185185185185185,1,5,9/7/2025,Tuzos Challenge 2025
Synergy FC 14 B,Phoenix United 2014 Premier,1.5833333333333333,4.116666666666666,3.2222222222222223,2.185185185185185,0,6,9/7/2025,Tuzos Challenge 2025
Phoenix United 2014 Premier,Spartak Academy 2014 Boys,3.2222222222222223,2.185185185185185,2.25,5.25,10,0,9/6/2025,Tuzos Challenge 2025
Tuzos Halcones 2014,Phoenix United 2014 Premier,3.192982456140351,3.6842105263157894,3.2222222222222223,2.185185185185185,3,3,9/6/2025,Tuzos Challenge 2025
Phoenix United 2014 Premier,Amore 2014 Boys,3.2222222222222223,2.185185185185185,2.9875,3.7125,5,3,8/31/2025,Phoenix Rising Cup 2025
Playmaker Futbol Academy 14B Gold,Phoenix United 2014 Premier,2.2278481012658227,3.481012658227848,3.2222222222222223,2.185185185185185,1,9,8/31/2025,Phoenix Rising Cup 2025
Phoenix United 2014 Premier,FC Arizona 14B Black GFC Suenaga U12,3.2222222222222223,2.185185185185185,5.166666666666667,3.0833333333333335,6,3,8/30/2025,Phoenix Rising Cup 2025
Phoenix United 2014 Premier,PRFC North Valley 14B Predator,3.2222222222222223,2.185185185185185,2.263157894736842,3.263157894736842,6,1,8/29/2025,Phoenix Rising Cup 2025
Phoenix United 2014 Premier,Eagles F.C.,3.2222222222222223,2.185185185185185,1.9024390243902438,1.5853658536585367,1,0,5/25/2025,FSC Kickin in the Pines (Boys - 2025)
Phoenix United 2014 Premier,Milan,3.2222222222222223,2.185185185185185,1.326086956521739,2.630434782608696,7,0,5/24/2025,FSC Kickin in the Pines (Boys - 2025)
Phoenix United 2014 Premier,Tuzos Royals 14 Pre-Academy,3.2222222222222223,2.185185185185185,3.1449275362318843,1.5942028985507246,6,1,4/13/2025,Rivalries Cup 2025
Verde Valley United FC,Phoenix United 2014 Premier,2.16,1.76,3.2222222222222223,2.185185185185185,0,4,3/30/2025,Tuzos Challenge 2025
Phoenix United 2014 Premier,Tuzos Royals 14 Pre-Academy,3.2222222222222223,2.185185185185185,3.1449275362318843,1.5942028985507246,4,1,3/29/2025,Tuzos Challenge 2025
PSG 14B Blue,Phoenix United 2014 Premier,4.1940298507462686,2.08955223880597,3.2222222222222223,2.185185185185185,2,2,3/29/2025,Tuzos Challenge 2025
Legends FC AZ 14B Black,Phoenix United 2014 Premier,3.0,2.5,3.2222222222222223,2.185185185185185,2,3,3/22/2025,2025 Phoenix Cup - Boys Weekend
Tuzos Academy Mesa 2014,Phoenix United 2014 Premier,3.0675675675675675,3.2432432432432434,3.2222222222222223,2.185185185185185,2,0,3/16/2025,INFERNO CUP 2025
2014 Boys Yellow,Phoenix United 2014 Premier,2.3508771929824563,2.1228070175438596,3.2222222222222223,2.185185185185185,4,3,3/15/2025,INFERNO CUP 2025
PRFC West Valley 14B Pre-Academy,Phoenix United 2014 Premier,2.076923076923077,3.2,3.2222222222222223,2.185185185185185,0,3,3/8/2025,2024-25 MaxinMotion Open League Season 2
Madison FC 14 Gold Boys,Phoenix United 2014 Premier,3.7160493827160495,1.5061728395061729,3.2222222222222223,2.185185185185185,3,0,2/23/2025,AZFC Select Invitational 2025
