Team_A,Team_B,Team_A_Offensive,Team_A_Defensive,Team_B_Offensive,Team_B_Defensive,Team_A_Goals,Team_B_Goals,Date,Event
AZ Arsenal 14 Boys Teal SC,CCV Stars 14 Boys West Pre-ECNL,2.36697247706422,2.6605504587155964,3.2142857142857144,3.4285714285714284,1,1,8/31/2025,Phoenix Rising Cup 2025
CCV Stars 14 Boys West Pre-ECNL,Amore 2014 Boys,3.2142857142857144,3.4285714285714284,2.9875,3.7125,6,0,8/30/2025,Phoenix Rising Cup 2025
Phoenix Premier FC 14B Black,CCV Stars 14 Boys West Pre-ECNL,3.1686746987951806,3.3493975903614457,3.2142857142857144,3.4285714285714284,0,2,8/30/2025,Phoenix Rising Cup 2025
PRFC Southeast Valley 14B Predator,CCV Stars 14 Boys West Pre-ECNL,2.1875,3.525,3.2142857142857144,3.4285714285714284,1,5,4/12/2025,2025 Arizona Presidents Cup
CCV Stars 14 Boys West Pre-ECNL,14 Boys Navy,3.2142857142857144,3.4285714285714284,2.2033898305084745,2.9237288135593222,9,2,3/15/2025,INFERNO CUP 2025
Legends FC AZ 14B Black,CCV Stars 14 Boys West Pre-ECNL,3.0,2.5,3.2142857142857144,3.4285714285714284,2,0,2/28/2025,2024-2025 ASA Advanced Leagues
CCV Stars 14 Boys West Pre-ECNL,PRFC North Valley 14B PreAcademy,3.2142857142857144,3.4285714285714284,2.4423076923076925,2.25,0,6,2/2/2025,2024-2025 ASA Advanced Leagues
14B Velasco,CCV Stars 14 Boys West Pre-ECNL,3.2222222222222223,1.7592592592592593,3.2142857142857144,3.4285714285714284,10,2,12/7/2024,2024-2025 ASA Advanced Leagues
PRFC North Valley 14B Predator,CCV Stars 14 Boys West Pre-ECNL,2.263157894736842,3.263157894736842,3.2142857142857144,3.4285714285714284,2,3,11/24/2024,2024 Heritage Cup 
CCV Stars 14 Boys West Pre-ECNL,PRFC Southeast Valley 14B Predator,3.2142857142857144,3.4285714285714284,2.1875,3.525,6,4,11/23/2024,2024 Heritage Cup 
Playmaker Futbol Academy 14B Black,CCV Stars 14 Boys West Pre-ECNL,2.9080459770114944,2.4827586206896552,3.2142857142857144,3.4285714285714284,8,3,10/5/2024,2024-2025 ASA Advanced Leagues
CCV Stars 14 Boys West Pre-ECNL,Excel Soccer Academy 14B Red,3.2142857142857144,3.4285714285714284,3.0833333333333335,1.7916666666666667,2,7,9/22/2024,2024-2025 ASA Advanced Leagues
AZ Arsenal Pre-ECNL B14,CCV Stars 14 Boys West Pre-ECNL,4.012345679012346,2.074074074074074,3.2142857142857144,3.4285714285714284,5,0,9/21/2024,2024-2025 ASA Advanced Leagues
PRFC Southeast Valley 14B Predator-Central,Select 14B Red,1.8620689655172413,3.0172413793103448,2.5384615384615383,2.5,4,2,9/13/2025,2025-26 MaxinMotion Open League Season 1
Scottsdale 14 Sandsharks Select,PRFC Southeast Valley 14B Predator-Central,3.5970149253731343,0.5671641791044776,1.8620689655172413,3.0172413793103448,5,2,8/31/2025,Phoenix Rising Cup 2025
PRFC Southeast Valley 14B Predator-Central,Playmaker Futbol Academy 14B Black,1.8620689655172413,3.0172413793103448,2.9080459770114944,2.4827586206896552,2,4,8/30/2025,Phoenix Rising Cup 2025
PRFC Southeast Valley 14B Predator-Central,Tuzos Royals 14 Pre-Academy,1.8620689655172413,3.0172413793103448,3.1449275362318843,1.5942028985507246,1,6,8/29/2025,Phoenix Rising Cup 2025
14 Boys Navy,PRFC Southeast Valley 14B Predator-Central,2.2033898305084745,2.9237288135593222,1.8620689655172413,3.0172413793103448,1,6,4/5/2025,Brazas - 2025 Ginga Champions
PRFC Southeast Valley 14B Predator-Central,Brazas 2014 Boys Black Marcos,1.8620689655172413,3.0172413793103448,2.595744680851064,2.148936170212766,0,3,4/4/2025,Brazas - 2025 Ginga Champions
State 48 FC Avondale 14 White,PRFC Southeast Valley 14B Predator-Central,1.6486486486486487,2.5675675675675675,1.8620689655172413,3.0172413793103448,2,1,3/23/2025,TFC Spring Cup 2025
PRFC Southeast Valley 14B Predator-Central,14 Boys Navy,1.8620689655172413,3.0172413793103448,2.2033898305084745,2.9237288135593222,0,0,3/22/2025,TFC Spring Cup 2025
Real Arizona 2014,PRFC Southeast Valley 14B Predator-Central,4.529411764705882,2.4313725490196076,1.8620689655172413,3.0172413793103448,2,2,3/21/2025,TFC Spring Cup 2025
PRFC Southeast Valley 14B Predator-Central,AZ Arsenal 14 Boys Teal SC,1.8620689655172413,3.0172413793103448,2.36697247706422,2.6605504587155964,1,0,2/20/2025,2025 Max Shacknai Invitational
PRFC Scottsdale 14B Predator,PRFC Southeast Valley 14B Predator-Central,2.810344827586207,3.1379310344827585,1.8620689655172413,3.0172413793103448,2,3,2/15/2025,2024-25 MaxinMotion Open League Season 2
PRFC Southeast Valley 14B Predator-Central,PRFC West Valley 14B Pre-Academy,1.8620689655172413,3.0172413793103448,2.076923076923077,3.2,4,1,1/25/2025,2024-25 MaxinMotion Open League Season 2
CDO 14B Premier,PRFC Southeast Valley 14B Predator-Central,2.3823529411764706,2.6176470588235294,1.8620689655172413,3.0172413793103448,4,3,1/18/2025,Fort Lowell Shootout 2025
FC Deportivo AZ 2014B (Gallegos),PRFC Southeast Valley 14B Predator-Central,4.6923076923076925,2.5384615384615383,1.8620689655172413,3.0172413793103448,7,4,12/8/2024,Christmas Angel 2024
2014 Boys Yellow,PRFC Southeast Valley 14B Predator-Central,2.3508771929824563,2.1228070175438596,1.8620689655172413,3.0172413793103448,2,1,12/7/2024,Christmas Angel 2024
PRFC Southeast Valley 14B Predator-Central,NOS Santos 14 Boys Blue,1.8620689655172413,3.0172413793103448,2.8545454545454545,3.418181818181818,8,1,12/7/2024,Christmas Angel 2024
AZ Inferno 14 Boys Black,PRFC Southeast Valley 14B Predator-Central,2.783333333333333,2.9833333333333334,1.8620689655172413,3.0172413793103448,1,3,11/16/2024,East Valley Patriots Cup 2024
PRFC Southeast Valley 14B Predator-Central,14 Boys Navy,1.8620689655172413,3.0172413793103448,2.2033898305084745,2.9237288135593222,1,2,11/10/2024,Kick for the Cure 2024
PRFC Southeast Valley 14B Predator-Central,Phoenix Premier FC 14B SW Black,1.8620689655172413,3.0172413793103448,4.2105263157894735,2.43859649122807,1,3,11/9/2024,Kick for the Cure 2024
PRFC West Valley 14B Pre-Academy,PRFC Southeast Valley 14B Predator-Central,2.076923076923077,3.2,1.8620689655172413,3.0172413793103448,3,2,11/8/2024,Kick for the Cure 2024
PRFC Southeast Valley 14B Predator-Central,PRFC Scottsdale 14B Pre-Academy,1.8620689655172413,3.0172413793103448,4.333333333333333,1.8533333333333333,1,11,11/2/2024,2024-25 MaxinMotion Open League Season 1
Madison FC 14 Gold Boys,PRFC Southeast Valley 14B Predator-Central,3.7160493827160495,1.5061728395061729,1.8620689655172413,3.0172413793103448,4,0,10/26/2024,2024-25 MaxinMotion Open League Season 1
14 Boys Navy,PRFC Southeast Valley 14B Predator-Central,2.2033898305084745,2.9237288135593222,1.8620689655172413,3.0172413793103448,4,0,10/5/2024,2024-25 MaxinMotion Open League Season 1
PRFC Southeast Valley 14B Predator-Central,East Valley NSFC 14 Boys Aguirre,1.8620689655172413,3.0172413793103448,2.63768115942029,2.681159420289855,0,3,9/28/2024,2024-25 MaxinMotion Open League Season 1
2014 Boys Yellow,PRFC Southeast Valley 14B Predator-Central,2.3508771929824563,2.1228070175438596,1.8620689655172413,3.0172413793103448,3,2,9/21/2024,2024-25 MaxinMotion Open League Season 1
FC Arizona 14B Black GFC Suenaga U12,AZ Arsenal 14 Boys Teal SC,5.166666666666667,3.0833333333333335,2.36697247706422,2.6605504587155964,2,2,10/4/2025,2025-26 MaxinMotion Open League Season 1
PRFC West Valley 14B Pre-Academy,AZ Arsenal 14 Boys Teal SC,2.076923076923077,3.2,2.36697247706422,2.6605504587155964,0,4,9/21/2025,46th Annual Wolfgang Weber FC Tucson Cup
14B Hinds,AZ Arsenal 14 Boys Teal SC,2.608695652173913,1.8043478260869565,2.36697247706422,2.6605504587155964,0,2,9/21/2025,46th Annual Wolfgang Weber FC Tucson Cup
AZ Arsenal 14 Boys Teal SC,14B Hinds,2.36697247706422,2.6605504587155964,2.608695652173913,1.8043478260869565,0,2,9/20/2025,46th Annual Wolfgang Weber FC Tucson Cup
14B Blue #1,AZ Arsenal 14 Boys Teal SC,1.7837837837837838,2.2162162162162162,2.36697247706422,2.6605504587155964,0,3,9/20/2025,46th Annual Wolfgang Weber FC Tucson Cup
AZ Arsenal 14 Boys Teal SC,PSG 14B Blue,2.36697247706422,2.6605504587155964,4.1940298507462686,2.08955223880597,3,5,9/6/2025,2025-26 MaxinMotion Open League Season 1
AZ Arsenal 14 Boys Teal SC,Legends FC AZ 14B Black,2.36697247706422,2.6605504587155964,3.0,2.5,1,5,4/13/2025,Rivalries Cup 2025
West Valley 2014 Boys Martinez Pre-Elite64,AZ Arsenal 14 Boys Teal SC,3.457627118644068,1.88135593220339,2.36697247706422,2.6605504587155964,4,0,4/12/2025,Rivalries Cup 2025
AZEV B2014 (NAVY),AZ Arsenal 14 Boys Teal SC,3.8095238095238093,1.5,2.36697247706422,2.6605504587155964,7,2,4/11/2025,Rivalries Cup 2025
14 Boys Navy,AZ Arsenal 14 Boys Teal SC,2.2033898305084745,2.9237288135593222,2.36697247706422,2.6605504587155964,2,4,4/5/2025,Brazas - 2025 Ginga Champions
AZ Inferno 14 Boys Black,AZ Arsenal 14 Boys Teal SC,2.783333333333333,2.9833333333333334,2.36697247706422,2.6605504587155964,6,1,3/16/2025,INFERNO CUP 2025
PRFC Southeast Valley 14B Predator,AZ Arsenal 14 Boys Teal SC,2.1875,3.525,2.36697247706422,2.6605504587155964,4,3,3/4/2025,2024-25 MaxinMotion Open League Season 2
AZ Arsenal 14 Boys Teal SC,Madison FC 14 Blue Boys,2.36697247706422,2.6605504587155964,2.7941176470588234,2.5294117647058822,2,6,2/22/2025,2024-25 MaxinMotion Open League Season 2
PRFC Southeast Valley 14B Predator-Central,AZ Arsenal 14 Boys Teal SC,1.8620689655172413,3.0172413793103448,2.36697247706422,2.6605504587155964,1,0,2/20/2025,2025 Max Shacknai Invitational
State 48 FC Avondale 14 White,AZ Arsenal 14 Boys Teal SC,1.6486486486486487,2.5675675675675675,2.36697247706422,2.6605504587155964,0,0,2/15/2025,2024-25 MaxinMotion Open League Season 2
14 Cityzens,AZ Arsenal 14 Boys Teal SC,2.2065217391304346,2.858695652173913,2.36697247706422,2.6605504587155964,0,2,2/8/2025,2024-25 MaxinMotion Open League Season 2
AZ Arsenal 14 Boys Teal SC,Southeast 2014 Boys Blue,2.36697247706422,2.6605504587155964,3.3513513513513513,2.2837837837837838,0,4,1/26/2025,2025 AZ Soccer Clash hosted by Phoenix Premier FC
AZ Arsenal 14 Boys Teal SC,PRFC Southeast Valley 14B Predator,2.36697247706422,2.6605504587155964,2.1875,3.525,2,0,1/25/2025,2025 AZ Soccer Clash hosted by Phoenix Premier FC
Playmaker Futbol Academy 14B Gold,AZ Arsenal 14 Boys Teal SC,2.2278481012658227,3.481012658227848,2.36697247706422,2.6605504587155964,5,1,1/25/2025,2025 AZ Soccer Clash hosted by Phoenix Premier FC
Phoenix Premier FC 14B Black,AZ Arsenal 14 Boys Teal SC,3.1686746987951806,3.3493975903614457,2.36697247706422,2.6605504587155964,12,2,1/4/2025,Inside Classic 2025
AZ Arsenal 14 Boys Teal SC,Phoenix Premier FC 14B Black,2.36697247706422,2.6605504587155964,3.1686746987951806,3.3493975903614457,4,5,1/3/2025,Inside Classic 2025
AZ Arsenal 14 Boys Teal SC,Madison FC 14 Blue Boys,2.36697247706422,2.6605504587155964,2.7941176470588234,2.5294117647058822,1,4,12/14/2024,RSL-AZ Holiday Classic 2024
Scottsdale 14 Sandsharks Select,AZ Arsenal 14 Boys Teal SC,3.5970149253731343,0.5671641791044776,2.36697247706422,2.6605504587155964,1,0,12/14/2024,RSL-AZ Holiday Classic 2024
AZ Arsenal 14 Boys Teal SC,PRFC Southeast Valley 14B Predator,2.36697247706422,2.6605504587155964,2.1875,3.525,2,2,11/23/2024,2024-25 MaxinMotion Open League Season 1
Tuzos 2014 Nava,AZ Arsenal 14 Boys Teal SC,3.129032258064516,4.709677419354839,2.36697247706422,2.6605504587155964,2,2,10/26/2024,2024-25 MaxinMotion Open League Season 1
AZ Arsenal 14 Boys Teal SC,AZEV B2014 (WHITE),2.36697247706422,2.6605504587155964,4.148148148148148,2.3333333333333335,4,4,10/19/2024,2024-25 MaxinMotion Open League Season 1
NOS Santos 14 Boys White,AZ Arsenal 14 Boys Teal SC,2.1538461538461537,3.3076923076923075,2.36697247706422,2.6605504587155964,0,3,10/18/2024,2024-25 MaxinMotion Open League Season 1
14 Boys Navy,AZ Arsenal 14 Boys Teal SC,2.2033898305084745,2.9237288135593222,2.36697247706422,2.6605504587155964,3,1,10/13/2024,Arsenal Challenge 2024
2014 Rush Boys,AZ Arsenal 14 Boys Teal SC,2.5510204081632653,2.9183673469387754,2.36697247706422,2.6605504587155964,0,10,10/12/2024,Arsenal Challenge 2024
2014 Rush Boys,AZ Arsenal 14 Boys Teal SC,2.5510204081632653,2.9183673469387754,2.36697247706422,2.6605504587155964,2,3,9/28/2024,2024-25 MaxinMotion Open League Season 1
AZ Arsenal 14 Boys Teal SC,CAC 14/15B (Conroy),2.36697247706422,2.6605504587155964,1.6470588235294117,3.75,5,0,9/22/2024,45th Annual Wolfgang Weber FC Tucson Cup (formerly FC Tucson Striker's Cup)
AZ Arsenal 14 Boys Teal SC,CDO 14B Elite,2.36697247706422,2.6605504587155964,2.6744186046511627,2.3488372093023258,2,0,9/21/2024,45th Annual Wolfgang Weber FC Tucson Cup (formerly FC Tucson Striker's Cup)
AZ Arsenal 14 Boys Teal SC,PRFC Desert Foothills 14B Predator,2.36697247706422,2.6605504587155964,1.94,3.9,6,3,9/14/2024,2024-25 MaxinMotion Open League Season 1
Madison FC 14 Blue Boys,AZ Arsenal 14 Boys Teal SC,2.7941176470588234,2.5294117647058822,2.36697247706422,2.6605504587155964,1,5,9/13/2024,2024-25 MaxinMotion Open League Season 1
Verde Valley United FC,FSC United 14 Boys,2.16,1.76,1.896551724137931,5.896551724137931,5,0,5/25/2025,FSC Kickin in the Pines (Boys - 2025)
Kingman SC B14 McGill,Verde Valley United FC,2.5384615384615383,2.1923076923076925,2.16,1.76,2,1,5/24/2025,FSC Kickin in the Pines (Boys - 2025)
Real Arizona 2014,Verde Valley United FC,4.529411764705882,2.4313725490196076,2.16,1.76,3,4,4/26/2025,Schools Out For Summer 2025
Verde Valley United FC,Kingman SC B14 McGill,2.16,1.76,2.5384615384615383,2.1923076923076925,1,1,4/6/2025,Yavapai All Boys Tournament 2025
Verde Valley United FC,FSC United 14 Boys,2.16,1.76,1.896551724137931,5.896551724137931,6,2,4/5/2025,Yavapai All Boys Tournament 2025
Synergy FC 14 B,Verde Valley United FC,1.5833333333333333,4.116666666666666,2.16,1.76,2,2,4/5/2025,Yavapai All Boys Tournament 2025
Verde Valley United FC,Phoenix United 2014 Premier,2.16,1.76,3.2222222222222223,2.185185185185185,0,4,3/30/2025,Tuzos Challenge 2025
Tuzos Royals 14 Pre-Academy,Verde Valley United FC,3.1449275362318843,1.5942028985507246,2.16,1.76,2,0,3/29/2025,Tuzos Challenge 2025
Verde Valley United FC,PSG 14B Blue,2.16,1.76,4.1940298507462686,2.08955223880597,0,0,3/29/2025,Tuzos Challenge 2025
Tuzos Halcones 2014,Verde Valley United FC,3.192982456140351,3.6842105263157894,2.16,1.76,3,4,5/26/2024,FSC Kickin in the Pines (Boys - 2024)
Verde Valley United FC,Tuzos Halcones 2014,2.16,1.76,3.192982456140351,3.6842105263157894,2,2,5/25/2024,FSC Kickin in the Pines (Boys - 2024)
Verde Valley United FC,Milan,2.16,1.76,1.326086956521739,2.630434782608696,2,0,4/20/2024,Schools Out For Summer 2024
Dynamos SC 14B Gold,Tuzos Halcones 2014,2.7083333333333335,3.3125,3.192982456140351,3.6842105263157894,7,3,10/5/2025,2025-2026 ASA Advanced Leagues
Dynamos SC 14B Gold,RSL-AZ Yuma 14 Boys Quinonez,2.7083333333333335,3.3125,3.9,3.1333333333333333,4,6,10/4/2025,2025-2026 ASA Advanced Leagues
Dynamos SC 14B Gold,Pima Surf 2014 B Blue,2.7083333333333335,3.3125,2.4375,2.5,3,2,9/21/2025,2025-2026 ASA Advanced Leagues
RSL-AZ Yuma 14 Boys Quinonez,Dynamos SC 14B Gold,3.9,3.1333333333333333,2.7083333333333335,3.3125,3,1,9/20/2025,2025-2026 ASA Advanced Leagues
Dynamos SC 14B Gold,Select 14B Red,2.7083333333333335,3.3125,2.5384615384615383,2.5,2,0,9/7/2025,Tuzos Challenge 2025
U-12 (2014) Boys Yuma Pre Academy,Dynamos SC 14B Gold,2.611111111111111,2.111111111111111,2.7083333333333335,3.3125,4,1,9/6/2025,Tuzos Challenge 2025
Dynamos SC 14B Gold,Tuzos Chandler 2014 boys,2.7083333333333335,3.3125,2.4,5.2,4,1,9/6/2025,Tuzos Challenge 2025
Tuzos Academy Mesa 2014,Dynamos SC 14B Gold,3.0675675675675675,3.2432432432432434,2.7083333333333335,3.3125,2,2,8/31/2025,Phoenix Rising Cup 2025
14B Hermanson AL,Dynamos SC 14B Gold,2.122448979591837,2.7142857142857144,2.7083333333333335,3.3125,2,7,8/30/2025,Phoenix Rising Cup 2025
Dynamos SC 14B Gold,PRFC Desert Foothills 14B Pre-Academy,2.7083333333333335,3.3125,2.986842105263158,2.3815789473684212,0,5,8/29/2025,Phoenix Rising Cup 2025
Dynamos SC 14B Gold,14B Engilman,2.7083333333333335,3.3125,2.4918032786885247,2.9344262295081966,0,5,4/26/2025,2025 Arizona Presidents Cup
PRFC North Valley 14B Predator,Dynamos SC 14B Gold,2.263157894736842,3.263157894736842,2.7083333333333335,3.3125,2,2,4/13/2025,2025 Arizona Presidents Cup
Dynamos SC 14B Gold,PRFC Scottsdale 14B Predator,2.7083333333333335,3.3125,2.810344827586207,3.1379310344827585,2,4,4/12/2025,2025 Arizona Presidents Cup
AZ Inferno 14 Boys Black,Dynamos SC 14B Gold,2.783333333333333,2.9833333333333334,2.7083333333333335,3.3125,2,7,3/29/2025,Tuzos Challenge 2025
Dynamos SC 14B Gold,14B GSA,2.7083333333333335,3.3125,4.601503759398496,1.962406015037594,1,9,2/15/2025,2024-25 MaxinMotion Open League Season 2
Dynamos SC 14B Gold,PRFC Scottsdale 14B Pre-Academy,2.7083333333333335,3.3125,4.333333333333333,1.8533333333333333,5,1,2/9/2025,Desert Classic 2025
Dynamos SC 14B Gold,Northwest 2014 Boys,2.7083333333333335,3.3125,1.7435897435897436,3.2948717948717947,4,1,2/8/2025,Desert Classic 2025
Dynamos SC 14B Gold,14B Engilman,2.7083333333333335,3.3125,2.4918032786885247,2.9344262295081966,2,2,2/1/2025,2024-25 MaxinMotion Open League Season 2
AZEV B2014 (NAVY),Dynamos SC 14B Gold,3.8095238095238093,1.5,2.7083333333333335,3.3125,4,2,1/25/2025,2024-25 MaxinMotion Open League Season 2
AZ Arsenal 14 Boys Teal SC,Dynamos SC 14B Gold,2.36697247706422,2.6605504587155964,2.7083333333333335,3.3125,6,2,1/12/2025,CCV Stars Champions Cup 2025
Dynamos SC 14B Gold,East Valley NSFC 14 Boys Aguirre,2.7083333333333335,3.3125,2.63768115942029,2.681159420289855,0,3,1/11/2025,2024-25 MaxinMotion Open League Season 2
Brazas 2014 Boys Black Marcos,Dynamos SC 14B Gold,2.595744680851064,2.148936170212766,2.7083333333333335,3.3125,5,3,12/14/2024,2024-25 MaxinMotion Open League Season 1
Dynamos SC 14B Gold,Northwest 2014 Boys,2.7083333333333335,3.3125,1.7435897435897436,3.2948717948717947,0,2,12/7/2024,The Open (2024) SuperCopa & SuperCopa+ Qualifier
Southeast 2014 Boys Green,Dynamos SC 14B Gold,3.032258064516129,2.032258064516129,2.7083333333333335,3.3125,1,6,12/6/2024,The Open (2024) SuperCopa & SuperCopa+ Qualifier
Northwest 2014 Boys,Dynamos SC 14B Gold,1.7435897435897436,3.2948717948717947,2.7083333333333335,3.3125,1,3,11/24/2024,2024 Heritage Cup 
AZSC 14B Perez,Dynamos SC 14B Gold,3.7313432835820897,2.029850746268657,2.7083333333333335,3.3125,7,1,11/23/2024,2024 Heritage Cup 
AZSC 14B Perez,Dynamos SC 14B Gold,3.7313432835820897,2.029850746268657,2.7083333333333335,3.3125,5,3,11/17/2024,2024-25 MaxinMotion Open League Season 1
Dynamos SC 14B Gold,Tuzos Royals 2014,2.7083333333333335,3.3125,2.560747663551402,2.046728971962617,0,6,11/16/2024,2024-25 MaxinMotion Open League Season 1
Dynamos SC 14B Gold,AZ Arsenal 14 Boys Teal SC,2.7083333333333335,3.3125,2.36697247706422,2.6605504587155964,2,5,11/9/2024,2024-25 MaxinMotion Open League Season 1
Dynamos SC 14B Gold,14B GSA,2.7083333333333335,3.3125,4.601503759398496,1.962406015037594,2,5,11/3/2024,2024 Rush Cup 
Dynamos SC 14B Gold,PRFC Desert Foothills 14B Pre-Academy,2.7083333333333335,3.3125,2.986842105263158,2.3815789473684212,1,2,11/2/2024,2024 Rush Cup 
Playmaker Futbol Academy 14B Gold,Dynamos SC 14B Gold,2.2278481012658227,3.481012658227848,2.7083333333333335,3.3125,4,4,11/2/2024,2024 Rush Cup 
Southeast 2014 Boys Red,Dynamos SC 14B Gold,2.7083333333333335,1.9895833333333333,2.7083333333333335,3.3125,2,0,10/20/2024,2024 The Fiesta Cup 
Dynamos SC 14B Gold,Northwest 2014 Boys,2.7083333333333335,3.3125,1.7435897435897436,3.2948717948717947,3,1,10/19/2024,2024 The Fiesta Cup 
Dynamos SC 14B Gold,PRFC Desert Foothills 14B Pre-Academy,2.7083333333333335,3.3125,2.986842105263158,2.3815789473684212,3,9,10/5/2024,2024-25 MaxinMotion Open League Season 1
Dynamos SC 14B Gold,Southeast 2014 Boys Blue,2.7083333333333335,3.3125,3.3513513513513513,2.2837837837837838,4,2,9/29/2024,The Derby (2024)
Northwest 2014 Boys,Dynamos SC 14B Gold,1.7435897435897436,3.2948717948717947,2.7083333333333335,3.3125,2,3,9/15/2024,2024 Cactus Kick Off
14B Engilman,Dynamos SC 14B Gold,2.4918032786885247,2.9344262295081966,2.7083333333333335,3.3125,5,3,9/14/2024,2024 Cactus Kick Off
PRFC Desert Foothills 14B Pre-Academy,CCV Stars 14 Boys South Pre-ECNL,2.986842105263158,2.3815789473684212,2.2413793103448274,2.2758620689655173,2,3,10/5/2025,2025-2026 ASA Advanced Leagues
CCV Stars 14 Boys South Pre-ECNL,Southeast 2014 Boys Green,2.2413793103448274,2.2758620689655173,3.032258064516129,2.032258064516129,6,2,10/3/2025,2025-2026 ASA Advanced Leagues
Madison FC 14 Gold Boys,CCV Stars 14 Boys South Pre-ECNL,3.7160493827160495,1.5061728395061729,2.2413793103448274,2.2758620689655173,3,0,9/28/2025,2025-2026 ASA Advanced Leagues
Playmaker Futbol Academy PRE-ECNL B14,CCV Stars 14 Boys South Pre-ECNL,2.586206896551724,2.689655172413793,2.2413793103448274,2.2758620689655173,1,2,9/13/2025,2025 Cactus Kick Off
CCV Stars 14 Boys South Pre-ECNL,Southeast 2014 Boys Red,2.2413793103448274,2.2758620689655173,2.7083333333333335,1.9895833333333333,2,4,9/12/2025,2025 Cactus Kick Off
CCV Stars 14 Boys South Pre-ECNL,PRFC Scottsdale 14B Pre-Academy,2.2413793103448274,2.2758620689655173,4.333333333333333,1.8533333333333333,0,3,4/27/2025,2025 Arizona Presidents Cup
CCV Stars 14 Boys South Pre-ECNL,Madison FC 14 Blue Boys,2.2413793103448274,2.2758620689655173,2.7941176470588234,2.5294117647058822,4,3,4/26/2025,2025 Arizona Presidents Cup
PRFC West Valley 14B Pre-Academy,CCV Stars 14 Boys South Pre-ECNL,2.076923076923077,3.2,2.2413793103448274,2.2758620689655173,1,6,4/13/2025,2025 Arizona Presidents Cup
CCV Stars 14 Boys South Pre-ECNL,2014 Boys Yellow,2.2413793103448274,2.2758620689655173,2.3508771929824563,2.1228070175438596,4,1,4/12/2025,2025 Arizona Presidents Cup
Legends FC AZ 14B Black,CCV Stars 14 Boys South Pre-ECNL,3.0,2.5,2.2413793103448274,2.2758620689655173,2,0,3/30/2025,2025 Arizona Academy Cup | Powered By Rated Sports
Northwest 2014 Boys,CCV Stars 14 Boys South Pre-ECNL,1.7435897435897436,3.2948717948717947,2.2413793103448274,2.2758620689655173,1,1,3/29/2025,2025 Arizona Academy Cup | Powered By Rated Sports
AZEV B2014 (NAVY),CCV Stars 14 Boys South Pre-ECNL,3.8095238095238093,1.5,2.2413793103448274,2.2758620689655173,1,0,3/9/2025,2025 Ostrich Festival
CCV Stars 14 Boys South Pre-ECNL,PRFC Southeast Valley 14B Predator-Central,2.2413793103448274,2.2758620689655173,1.8620689655172413,3.0172413793103448,6,1,2/23/2025,2025 Max Shacknai Invitational
CCV Stars 14 Boys South Pre-ECNL,Excel Soccer Academy 14B Red,2.2413793103448274,2.2758620689655173,3.0833333333333335,1.7916666666666667,1,5,2/2/2025,2024-2025 ASA Advanced Leagues
AZ Arsenal Pre-ECNL B14,CCV Stars 14 Boys South Pre-ECNL,4.012345679012346,2.074074074074074,2.2413793103448274,2.2758620689655173,2,0,2/1/2025,2024-2025 ASA Advanced Leagues
CCV Stars 14 Boys South Pre-ECNL,Southeast 2014 Boys Blue,2.2413793103448274,2.2758620689655173,3.3513513513513513,2.2837837837837838,0,0,1/11/2025,CCV Stars Champions Cup 2025
CCV Stars 14 Boys South Pre-ECNL,AZ Arsenal 14 Boys Teal SC,2.2413793103448274,2.2758620689655173,2.36697247706422,2.6605504587155964,3,2,1/11/2025,CCV Stars Champions Cup 2025
14B Velasco,CCV Stars 14 Boys South Pre-ECNL,3.2222222222222223,1.7592592592592593,2.2413793103448274,2.2758620689655173,5,1,12/8/2024,2024-2025 ASA Advanced Leagues
CCV Stars 14 Boys South Pre-ECNL,PRFC Southeast Valley 14B Predator,2.2413793103448274,2.2758620689655173,2.1875,3.525,6,1,11/24/2024,2024 Heritage Cup 
PRFC North Valley 14B Predator,CCV Stars 14 Boys South Pre-ECNL,2.263157894736842,3.263157894736842,2.2413793103448274,2.2758620689655173,0,3,11/23/2024,2024 Heritage Cup 
CCV Stars 14 Boys South Pre-ECNL,AZEV B2014 (NAVY),2.2413793103448274,2.2758620689655173,3.8095238095238093,1.5,1,8,11/23/2024,2024 Heritage Cup 
CCV Stars 14 Boys South Pre-ECNL,Legends FC AZ 14B Black,2.2413793103448274,2.2758620689655173,3.0,2.5,1,2,11/9/2024,2024-2025 ASA Advanced Leagues
CCV Stars 14 Boys South Pre-ECNL,PRFC North Valley 14B PreAcademy,2.2413793103448274,2.2758620689655173,2.4423076923076925,2.25,3,4,9/29/2024,2024-2025 ASA Advanced Leagues
CCV Stars 14 Boys South Pre-ECNL,Playmaker Futbol Academy 14B Black,2.2413793103448274,2.2758620689655173,2.9080459770114944,2.4827586206896552,0,3,9/22/2024,2024-2025 ASA Advanced Leagues
Brazas 2014 Boys Black Marcos,CCV Stars 14 Boys South Pre-ECNL,2.595744680851064,2.148936170212766,2.2413793103448274,2.2758620689655173,1,1,9/14/2024,2024 Cactus Kick Off
Northwest 2014 Boys,Phoenix Premier FC 14B Black,1.7435897435897436,3.2948717948717947,3.1686746987951806,3.3493975903614457,1,6,4/26/2025,2025 Arizona Presidents Cup
Northwest 2014 Boys,PRFC Scottsdale 14B Predator,1.7435897435897436,3.2948717948717947,2.810344827586207,3.1379310344827585,2,3,4/13/2025,2025 Arizona Presidents Cup
