Date,Team A,Team B,Score A,Score B,Result A,Result B,Event,Competition,Division,Venue,Location,Match ID,Original Team ID,Original Team Rank
2025-09-20,14B Hermanson AL,VSC 2014 Boys Green,4,5,L,W,46th Annual Wolfgang Weber FC Tucson Cup,Tournaments,U12B U12 Silver ,Kino Sports Complex,"2343 E. Tournament Way, Tucson, AZ 85713",22693363,295846,714
2025-09-19,14B NL #1,VSC 2014 Boys Green,1,4,L,W,46th Annual Wolfgang Weber FC Tucson Cup,Tournaments,U12B U12 Silver ,Kino Sports Complex,"2343 E. Tournament Way, Tucson, AZ 85713",22693365,295846,714
2025-03-07,CDO 14B Premier,VSC 2014 Boys Green,3,0,W,L,PCJSL 2024/25 - Winter Session U9 - U15,PCJSL League Play 2024/25,U11B Gold,Lincoln Park,"4325 S Pantano Rd , Tucson, AZ 85730",18597702,295846,714
2025-03-01,VSC 2014 Boys Green,15B Garza/Bernal-1,2,2,T,T,PCJSL 2024/25 - Winter Session U9 - U15,PCJSL League Play 2024/25,U11B Gold,Lincoln Park,"4325 S Pantano Rd , Tucson, AZ 85730",18597716,295846,714
2025-02-28,VSC 2014 Boys Green,Pima Surf Academy Boys 14,1,4,L,W,PCJSL 2024/25 - Winter Session U9 - U15,PCJSL League Play 2024/25,U11B Gold,Naranja,"810 W Naranja Dr , Oro Valley, AZ 85737",18597722,295846,714
2025-02-16,Pima Surf Academy Boys 14,VSC 2014 Boys Green,1,2,L,W,2025 RSL Jacobs Classic,Jacobs Classic,U11B Bronze,Tucson Kino South Complex (ASA)," 2343 E Tournament Way , Tucson, AZ 85714",18940785,295846,714
2025-02-16,VSC 2014 Boys Green,Rayitos 14B2,6,0,W,L,2025 RSL Jacobs Classic,Jacobs Classic,U11B Bronze,Tucson Kino South Complex (ASA)," 2343 E Tournament Way , Tucson, AZ 85714",18940784,295846,714
2025-02-15,VSC 2014 Boys Green,14 Boys Soul Warriors,7,2,W,L,2025 RSL Jacobs Classic,Jacobs Classic,U11B Bronze,Tucson Kino South Complex (ASA)," 2343 E Tournament Way , Tucson, AZ 85714",18940781,295846,714
2025-02-14,Pima Surf Academy Boys 14,VSC 2014 Boys Green,1,1,T,T,2025 RSL Jacobs Classic,Jacobs Classic,U11B Bronze,Tucson Kino South Complex (ASA)," 2343 E Tournament Way , Tucson, AZ 85714",18940782,295846,714
2025-02-08,14 Boys Soul Warriors,VSC 2014 Boys Green,7,5,W,L,PCJSL 2024/25 - Winter Session U9 - U15,PCJSL League Play 2024/25,U11B Gold,Lincoln Park,"4325 S Pantano Rd , Tucson, AZ 85730",18597713,295846,714
2025-02-01,VSC 2014 Boys Green,14B E64 #2,4,2,W,L,PCJSL 2024/25 - Winter Session U9 - U15,PCJSL League Play 2024/25,U11B Gold,Lincoln Park,"4325 S Pantano Rd , Tucson, AZ 85730",18597710,295846,714
2025-01-19,ALFAES 2014,VSC 2014 Boys Green,2,1,W,L,Fort Lowell Shootout 2025,Fort Lowell Shootout,U11B U11 Boys United States,Tucson Kino North Complex (Shootout),"2817 e Ajo , Tucson, AZ 85713",18662782,295846,714
2025-01-18,VSC 2014 Boys Green,2014/15 Locomotive Blue-LC,0,5,L,W,Fort Lowell Shootout 2025,Fort Lowell Shootout,U11B U11 Boys United States,Tucson Kino South Complex (ASA)," 2343 E Tournament Way , Tucson, AZ 85714",18662785,295846,714
2025-01-18,Cobras 2015-,VSC 2014 Boys Green,5,2,W,L,Fort Lowell Shootout 2025,Fort Lowell Shootout,U11B U11 Boys United States,Tucson Kino Main Complex (ASA),"2500 East Ajo Way , Tucson, AZ 85713",18662783,295846,714
2025-01-12,West Valley 2013/2014 Boys Kerlin,VSC 2014 Boys Green,4,11,L,W,CCV Stars Champions Cup 2025,CCV Stars Champions Cup,U12B Boys U12 Copper - 9v9,Reach 11 Sports Complex (CCV STARS),"2425 E Deer Valley Rd , Phoenix, AZ 85050",18604784,295846,714
2025-01-11,Havasu Lions 13B Moran 24/25,VSC 2014 Boys Green,8,2,W,L,CCV Stars Champions Cup 2025,CCV Stars Champions Cup,U12B Boys U12 Copper - 9v9,Reach 11 Sports Complex (CCV STARS),"2425 E Deer Valley Rd , Phoenix, AZ 85050",18604781,295846,714
2025-01-11,Amore 2013 Boys,VSC 2014 Boys Green,3,0,W,L,CCV Stars Champions Cup 2025,CCV Stars Champions Cup,U12B Boys U12 Copper - 9v9,Reach 11 Sports Complex (CCV STARS),"2425 E Deer Valley Rd , Phoenix, AZ 85050",18604780,295846,714
2024-12-28,14B E64 #1,VSC 2014 Boys Green,3,0,W,L,PCJSL 2024/25 - Winter Session U9 - U15,PCJSL League Play 2024/25,U11B Gold,,,18597718,295846,714
2024-12-14,VSC 2014 Boys Green,329 Rangers 14B,4,0,W,L,PCJSL 2024/25 - Fall Session U9 - U19,PCJSL League Play 2024/25,U11B Silver,Ochoa,"3450 N Fairview , Tucson, AZ 85705",17770670,295846,714
2024-12-07,Deportivo Mexico 14B,VSC 2014 Boys Green,1,10,L,W,PCJSL 2024/25 - Fall Session U9 - U19,PCJSL League Play 2024/25,U11B Silver,Lincoln Park,"4325 S Pantano Rd , Tucson, AZ 85730",17770675,295846,714
2024-11-24,VSC 2014 Boys Green,14,2,10,L,W,2024 Heritage Cup ,Heritage Cup,U11B 11u Boys Silver West,HC- Crossroads Park,"2155 E Knox Road , Gilbert, AZ 85296",18181908,295846,714
2024-11-23,RSL-AZ Yuma 14 Boys Quinonez,VSC 2014 Boys Green,2,3,L,W,2024 Heritage Cup ,Heritage Cup,U11B 11u Boys Silver West,HC- Crossroads Park,"2155 E Knox Road , Gilbert, AZ 85296",18181904,295846,714
2024-11-23,VSC 2014 Boys Green,Next Level Soccer Southeast 2014 Boys Blue,0,7,L,W,2024 Heritage Cup ,Heritage Cup,U11B 11u Boys Silver West,HC- Crossroads Park,"2155 E Knox Road , Gilbert, AZ 85296",18181900,295846,714
2024-11-16,VSC 2014 Boys Green,14 Boys Soul Warriors,3,5,L,W,PCJSL 2024/25 - Fall Session U9 - U19,PCJSL League Play 2024/25,U11B Silver,Lincoln Park,"4325 S Pantano Rd , Tucson, AZ 85730",17770676,295846,714
2024-11-16,14B Blue #1,VSC 2014 Boys Green,4,3,W,L,PCJSL 2024/25 - Fall Session U9 - U19,PCJSL League Play 2024/25,U11B Silver,Lincoln Park,"4325 S Pantano Rd , Tucson, AZ 85730",17770685,295846,714
2024-11-02,VSC 2014 Boys Green,14B E64 #2,2,4,L,W,PCJSL 2024/25 - Fall Session U9 - U19,PCJSL League Play 2024/25,U11B Silver,Lincoln Park,"4325 S Pantano Rd , Tucson, AZ 85730",17770682,295846,714
2024-10-26,FC Sonora 14' B Dynamo,VSC 2014 Boys Green,0,3,L,W,PCJSL 2024/25 - Fall Session U9 - U19,PCJSL League Play 2024/25,U11B Silver,Lincoln Park,"4325 S Pantano Rd , Tucson, AZ 85730",17770680,295846,714
2024-10-13,VSC 2014 Boys Green,CCV STARS 14 Boys Navy PEO,3,5,L,W,Arsenal Challenge 2024,Arsenal Challenge,U11B 11U 2014 Boys Bronze East,Arizona Athletic Grounds (AASC Tournaments),"6321 S Ellsworth Rd , Mesa, AZ 85212",17858883,295846,714
2024-10-12,VSC 2014 Boys Green,AZ Arsenal 14 Boys Teal 2 AP,8,0,W,L,Arsenal Challenge 2024,Arsenal Challenge,U11B 11U 2014 Boys Bronze East,Arizona Athletic Grounds (AASC Tournaments),"6321 S Ellsworth Rd , Mesa, AZ 85212",17858879,295846,714
2024-10-12,Amore 2014 Boys,VSC 2014 Boys Green,5,10,L,W,Arsenal Challenge 2024,Arsenal Challenge,U11B 11U 2014 Boys Bronze East,Arizona Athletic Grounds (AASC Tournaments),"6321 S Ellsworth Rd , Mesa, AZ 85212",17858875,295846,714
2024-09-22,15B Garza/Bernal-1,VSC 2014 Boys Green,5,2,W,L,45th Annual Wolfgang Weber FC Tucson Cup (formerly FC Tucson Striker's Cup),Tournaments,U11B U11 Silver,Kino Sports Complex,"2343 E. Tournament Way, Tucson, AZ 85713",17704545,295846,714
2024-09-21,14B E64 #1,VSC 2014 Boys Green,4,1,W,L,45th Annual Wolfgang Weber FC Tucson Cup (formerly FC Tucson Striker's Cup),Tournaments,U11B U11 Silver,Kino Sports Complex,"2343 E. Tournament Way, Tucson, AZ 85713",17704539,295846,714
2024-09-21,VSC 2014 Boys Green,14 Boys Soul Warriors,4,3,W,L,45th Annual Wolfgang Weber FC Tucson Cup (formerly FC Tucson Striker's Cup),Tournaments,U11B U11 Silver,Kino Sports Complex,"2343 E. Tournament Way, Tucson, AZ 85713",17704537,295846,714
2024-04-07,Tuzos Nogales 2014,VSC 2014 Boys Green,5,0,W,L,CDO Challenge Cup 2024,CDO Challenge Cup,U10B Gold,Kino Sports Complex,"2343 E. Tournament Way, Tucson, AZ 85713",15316213,295846,714
2024-04-06,CDO 14B,VSC 2014 Boys Green,4,0,W,L,CDO Challenge Cup 2024,CDO Challenge Cup,U10B Gold,Kino Sports Complex,"2343 E. Tournament Way, Tucson, AZ 85713",15316207,295846,714
2024-04-06,VSC 2014 Boys Green,Chelsea 14B,3,5,L,W,CDO Challenge Cup 2024,CDO Challenge Cup,U10B Gold,Kino Sports Complex,"2343 E. Tournament Way, Tucson, AZ 85713",15316209,295846,714
2024-03-02,Chelsea 14B,VSC 2014 Boys Green,6,1,W,L,PCJSL 2023/24 U9 - 15 Winter Session,PCJSL Winter/Spring,U10B Silver,Silverlake,"2420 South Kino Pkwy, Tucson, AZ 85713",13819119,295846,714
2024-02-18,Pima Surf Academy Boys 14,VSC 2014 Boys Green,5,3,W,L,2024 TMSFC Jacob's Classic,TMSFC Jacob's Classic,U10B Brazil,Kino South,"2343 E. Tournament Way , Tucson , AZ 85714",14120383,295846,714
2024-02-17,VSC 2014 Boys Green,CDO 14B,3,5,L,W,2024 TMSFC Jacob's Classic,TMSFC Jacob's Classic,U10B Brazil,Kino South,"2343 E. Tournament Way , Tucson , AZ 85714",14120379,295846,714
2024-02-17,14B Serrano,VSC 2014 Boys Green,1,5,L,W,2024 TMSFC Jacob's Classic,TMSFC Jacob's Classic,U10B Brazil,Kino South,"2343 E. Tournament Way , Tucson , AZ 85714",14120374,295846,714
2024-01-27,VSC 2014 Boys Green,CDO 14B Blue,6,0,W,L,PCJSL 2023/24 U9 - 15 Winter Session,PCJSL Winter/Spring,U10B Silver,Himmel,"1000 N Tucson Blvd , Tucson, AZ 85716",13819110,295846,714
2024-01-20,14B Hermanson1,VSC 2014 Boys Green,1,7,L,W,PCJSL 2023/24 U9 - 15 Winter Session,PCJSL Winter/Spring,U10B Silver,Freedom Park,"5000 E 29th St , Tucson, AZ 85711",13819109,295846,714
2024-01-14,Brazas 2014 Boys Gold Pacifico,VSC 2014 Boys Green,3,0,W,L,Fort Lowell Shootout 2024,Fort Lowell Shootout,U10B U10 Boys United States,Tucson Kino Main Complex (ASA),"2500 East Ajo Way , Tucson, AZ 85713",13908145,295846,714
2024-01-13,VSC 2014 Boys Green,14 Boys OMolina,1,4,L,W,Fort Lowell Shootout 2024,Fort Lowell Shootout,U10B U10 Boys United States,Tucson Kino Main Complex (ASA),"2500 East Ajo Way , Tucson, AZ 85713",13908152,295846,714
2024-01-13,14 Boys Mendez GSA,VSC 2014 Boys Green,0,1,L,W,Fort Lowell Shootout 2024,Fort Lowell Shootout,U10B U10 Boys United States,Tucson Kino Main Complex (ASA),"2500 East Ajo Way , Tucson, AZ 85713",13908142,295846,714
2024-01-06,VSC 2014 Boys Green,Pima Surf Academy Boys 14,2,4,L,W,PCJSL 2023/24 U9 - 15 Winter Session,PCJSL Winter/Spring,U10B Silver,Himmel,"1000 N Tucson Blvd , Tucson, AZ 85716",13819104,295846,714
2023-11-19,VSC 2014 Boys Green,PRFC North Valley 14B Predator Rivas,4,0,W,L,2023 Heritage Cup ,Heritage Cup,U10B Academy 10u Boys South Region ,Mansel Carter Oasis Park (AZSC),"19535 E Appleby Road , Queen Creek, AZ 85142",13456008,295846,714
2023-11-18,AZEV B2014 (PERRY),VSC 2014 Boys Green,7,4,W,L,2023 Heritage Cup ,Heritage Cup,U10B Academy 10u Boys South Region ,Mansel Carter Oasis Park (AZSC),"19535 E Appleby Road , Queen Creek, AZ 85142",13456007,295846,714
2023-11-18,VSC 2014 Boys Green,FC ARIZONA 14 REKUC B,1,4,L,W,2023 Heritage Cup ,Heritage Cup,U10B Academy 10u Boys South Region ,Mansel Carter Oasis Park (AZSC),"19535 E Appleby Road , Queen Creek, AZ 85142",13456004,295846,714
2023-11-04,14 B. Blue East 2,VSC 2014 Boys Green,9,3,W,L,PCJSL 2023/24 - Session 2 for U9 - 10 Teams,PCJSL 2023-24,U10B Catalina,Himmel,"1000 N Tucson Blvd , Tucson, AZ 85716",13212172,295846,714
2023-10-21,VSC 2014 Boys Green,15B Garza-Bernal-2,1,3,L,W,PCJSL 2023/24 - Session 2 for U9 - 10 Teams,PCJSL 2023-24,U10B Catalina,Himmel,"1000 N Tucson Blvd , Tucson, AZ 85716",13212168,295846,714
2023-10-15,CDO 14B,VSC 2014 Boys Green,3,1,W,L,2023 FC Sonora Socctoberfest,Socctoberfest,U10B Gold,,,13103958,295846,714
2023-10-14,VSC 2014 Boys Green,Gunners FC 14B,2,7,L,W,2023 FC Sonora Socctoberfest,Socctoberfest,U10B Gold,,,13103956,295846,714
2023-10-14,Rayitos Del Desierto 14B,VSC 2014 Boys Green,1,1,T,T,2023 FC Sonora Socctoberfest,Socctoberfest,U10B Gold,,,13103953,295846,714
2023-09-23,Rayitos Del Desierto 14B,VSC 2014 Boys Green,4,2,W,L,PCJSL 2023/24 - Session 1 for U9 - 10 Teams,PCJSL 2023-24,U10B Catalina,Himmel,"1000 N Tucson Blvd , Tucson, AZ 85716",12682874,295846,714
2023-09-17,VSC 2014 Boys Green,14 B. Blue East 2,5,0,W,L,44th Annual Wolfgang Weber FC Tucson Cup (formerly FC Tucson Striker's Cup),Tournaments,U10B U-10 Silver,Kino Sports Complex,"2343 E. Tournament Way, Tucson, AZ 85713",12861224,295846,714
2023-09-16,VSC 2014 Boys Green,14 B. Blue West 2,2,0,W,L,44th Annual Wolfgang Weber FC Tucson Cup (formerly FC Tucson Striker's Cup),Tournaments,U10B U-10 Silver,Kino Sports Complex,"2343 E. Tournament Way, Tucson, AZ 85713",12861212,295846,714
2023-09-16,FC ARIZONA 14 GFC VALADEZ,VSC 2014 Boys Green,1,3,L,W,44th Annual Wolfgang Weber FC Tucson Cup (formerly FC Tucson Striker's Cup),Tournaments,U10B U-10 Silver,Kino Sports Complex,"2343 E. Tournament Way, Tucson, AZ 85713",12861216,295846,714
2023-09-15,VSC 2014 Boys Green,15 B. Blue West 1,11,2,W,L,44th Annual Wolfgang Weber FC Tucson Cup (formerly FC Tucson Striker's Cup),Tournaments,U10B U-10 Silver,Kino Sports Complex,"2343 E. Tournament Way, Tucson, AZ 85713",12861220,295846,714
2023-04-02,VSC 2014 Boys Green,Rayitos Del Desierto 14B,2,7,L,W,CDO Challenge Cup 2023,CDO Challenge Cup,U9B Silver,Kino Sports Complex,"2343 E. Tournament Way, Tucson, AZ 85713",10433860,295846,714
2023-04-01,VSC 2014 Boys Green,14 B. Blue East 2,5,0,W,L,CDO Challenge Cup 2023,CDO Challenge Cup,U9B Silver,Kino Sports Complex,"2343 E. Tournament Way, Tucson, AZ 85713",10433855,295846,714
2023-03-31,14B Hermanson,VSC 2014 Boys Green,1,6,L,W,CDO Challenge Cup 2023,CDO Challenge Cup,U9B Silver,Kino Sports Complex,"2343 E. Tournament Way, Tucson, AZ 85713",10433852,295846,714
2023-03-11,14 B. Blue West 2,VSC 2014 Boys Green,1,1,T,T,PCJSL - 2022-23 Season for U9-U10 teams - Session 3,PCJSL Winter/Spring,U9B U9B Prickly Pear,Himmel,"1000 N Tucson Blvd , Tucson, AZ 85716",9499661,295846,714
2023-03-04,14/15B Seabra/Springetti,VSC 2014 Boys Green,1,4,L,W,PCJSL - 2022-23 Season for U9-U10 teams - Session 3,PCJSL Winter/Spring,U9B U9B Prickly Pear,Mehl Park,"4000 E River Road , Tucson, AZ 85718",9499668,295846,714
2023-02-19,14 B. Blue East 2,VSC 2014 Boys Green,2,4,L,W,2023 TMSFC Jacob's Classic,TMSFC Jacob's Classic,U9B Panama,Kino South,"2343 E. Tournament Way , Tucson , AZ 85714",9905435,295846,714
2023-02-18,VSC 2014 Boys Green,Rayados AZ 2015 Blue,4,5,L,W,2023 TMSFC Jacob's Classic,TMSFC Jacob's Classic,U9B Panama,Kino South,"2343 E. Tournament Way , Tucson , AZ 85714",9905431,295846,714
2023-02-18,RSL-AZ 14/15B Garza-Bernal-2,VSC 2014 Boys Green,1,5,L,W,2023 TMSFC Jacob's Classic,TMSFC Jacob's Classic,U9B Panama,Kino South,"2343 E. Tournament Way , Tucson , AZ 85714",9905426,295846,714
2023-02-11,VSC 2014 Boys Green,14B Dachtyl,3,2,W,L,PCJSL - 2022-23 Season for U9-U10 teams - Session 3,PCJSL Winter/Spring,U9B U9B Prickly Pear,Mehl Park,"4000 E River Road , Tucson, AZ 85718",9499663,295846,714
2023-01-28,VSC 2014 Boys Green,14 B. Blue East 2,3,4,L,W,PCJSL - 2022-23 Season for U9-U10 teams - Session 3,PCJSL Winter/Spring,U9B U9B Prickly Pear,Kino South,"2343 E. Tournament Way , Tucson , AZ 85714",9499655,295846,714
2023-01-21,Clark 14/15 boys,VSC 2014 Boys Green,4,1,W,L,PCJSL - 2022-23 Season for U9-U10 teams - Session 3,PCJSL Winter/Spring,U9B U9B Prickly Pear,Freedom Park,"5000 E 29th St , Tucson, AZ 85711",9499654,295846,714
2023-01-15,VSC 2014 Boys Green,14/15B Garza/Bernal,4,4,T,T,Fort Lowell Shootout,Fort Lowell Shootout,U9B U9 Boys Ecuador,Tucson Kino North Complex (Shootout),"2817 e Ajo , Tucson, AZ 85713",9522774,295846,714
2023-01-14,PRFC Southeast Valley 14B Gonzalez-K,VSC 2014 Boys Green,1,1,T,T,Fort Lowell Shootout,Fort Lowell Shootout,U9B U9 Boys Ecuador,Tucson Kino Main Complex (ASA),"2500 East Ajo Way , Tucson, AZ 85713",9522766,295846,714
2023-01-14,VSC 2014 Boys Green,RSL El Paso 2015,2,8,L,W,Fort Lowell Shootout,Fort Lowell Shootout,U9B U9 Boys Ecuador,Tucson Kino North Complex (Shootout),"2817 e Ajo , Tucson, AZ 85713",9522769,295846,714
2023-01-07,VSC 2014 Boys Green,Pima 14 B (Selby),10,0,W,L,PCJSL - 2022-23 Season for U9-U10 teams - Session 3,PCJSL Winter/Spring,U9B U9B Prickly Pear,Kino South,"2343 E. Tournament Way , Tucson , AZ 85714",9499647,295846,714
2022-12-11,VSC 2014 Boys Green,CCV STARS 14 Boys Red PEO,4,3,W,L,RSL-AZ Holiday Classic 2022,Holiday Classic,U9B U9 Boys Croatia,Snedigar Sports Complex (RSL- S),"4511 S Alma School Rd, Chandler, AZ 85248",9295119,295846,714
2022-12-11,VSC 2014 Boys Green,901 Boys Perry,2,2,T,T,RSL-AZ Holiday Classic 2022,Holiday Classic,U9B U9 Boys Croatia,Snedigar Sports Complex (RSL- S),"4511 S Alma School Rd, Chandler, AZ 85248",9295115,295846,714
2022-12-10,14 Boys Omar,VSC 2014 Boys Green,1,9,L,W,RSL-AZ Holiday Classic 2022,Holiday Classic,U9B U9 Boys Croatia,Snedigar Sports Complex (RSL- S),"4511 S Alma School Rd, Chandler, AZ 85248",9295111,295846,714
2022-12-10,VSC 2014 Boys Green,NOS Santos 14 Boys Blue,1,4,L,W,RSL-AZ Holiday Classic 2022,Holiday Classic,U9B U9 Boys Croatia,Snedigar Sports Complex (RSL- S),"4511 S Alma School Rd, Chandler, AZ 85248",9295107,295846,714
2022-12-03,14/15B Seabra,VSC 2014 Boys Green,2,7,L,W,PCJSL - 2022-23 Season for U9-U10 teams - Session 2,PCJSL Winter/Spring,U9B U9B Barrel Cactus,Himmel,"1000 N Tucson Blvd , Tucson, AZ 85716",9191273,295846,714
2022-11-12,14 B. Blue West 1,VSC 2014 Boys Green,8,2,W,L,PCJSL - 2022-23 Season for U9-U10 teams - Session 2,PCJSL Winter/Spring,U9B U9B Barrel Cactus,Freedom Park,"5000 E 29th St , Tucson, AZ 85711",9191270,295846,714
2022-10-29,Rayitos Del Desierto 14B,VSC 2014 Boys Green,5,1,W,L,PCJSL - 2022-23 Season for U9-U10 teams - Session 1,PCJSL Fall Regular play,U9B U9B Catalina,Kino South,"2343 E. Tournament Way , Tucson , AZ 85714",8827630,295846,714
2022-10-23,14 B. Blue West 1,VSC 2014 Boys Green,6,0,W,L,2022 FC Sonora Socctoberfest,Socctoberfest,U9B Gold,Kino South,"2343 E. Tournament Way , Tucson , AZ 85714",9001128,295846,714
2022-10-23,VSC 2014 Boys Green,14/15B Garza,3,2,W,L,2022 FC Sonora Socctoberfest,Socctoberfest,U9B Gold,Kino South,"2343 E. Tournament Way , Tucson , AZ 85714",9001131,295846,714
2022-10-22,Rayitos Del Desierto 14B,VSC 2014 Boys Green,4,0,W,L,2022 FC Sonora Socctoberfest,Socctoberfest,U9B Gold,Kino South,"2343 E. Tournament Way , Tucson , AZ 85714",9001125,295846,714
2022-10-21,VSC 2014 Boys Green,CDO 14B,2,4,L,W,2022 FC Sonora Socctoberfest,Socctoberfest,U9B Gold,Kino South,"2343 E. Tournament Way , Tucson , AZ 85714",9001123,295846,714
2022-10-01,VSC 2014 Boys Green,CDO 14B,6,10,L,W,PCJSL - 2022-23 Season for U9-U10 teams - Session 1,PCJSL Fall Regular play,U9B U9B Catalina,Himmel,"1000 N Tucson Blvd , Tucson, AZ 85716",8827626,295846,714
2022-09-18,VSC 2014 Boys Green,14/15B Garza/Bernal,2,0,W,L,43rd Annual FC Tucson Striker's Cup Tournament,Tournaments,U9B U-9 Silver 1,Kino Sports Complex,"2343 E. Tournament Way, Tucson, AZ 85713",8704777,295846,714
2022-09-18,VSC 2014 Boys Green,14/15B Seabra,6,1,W,L,43rd Annual FC Tucson Striker's Cup Tournament,Tournaments,U9B U-9 Silver 1,Kino Sports Complex,"2343 E. Tournament Way, Tucson, AZ 85713",8708536,295846,714
2022-09-17,VSC 2014 Boys Green,14 B. Blue West 1,5,2,W,L,43rd Annual FC Tucson Striker's Cup Tournament,Tournaments,U9B U-9 Silver 1,Kino Sports Complex,"2343 E. Tournament Way, Tucson, AZ 85713",8704772,295846,714
2022-09-17,14 B. Blue East 2,VSC 2014 Boys Green,0,7,L,W,43rd Annual FC Tucson Striker's Cup Tournament,Tournaments,U9B U-9 Silver 1,Kino Sports Complex,"2343 E. Tournament Way, Tucson, AZ 85713",8704769,295846,714
2025-09-21,14B Hinds,AZ Arsenal 14 Boys Teal SC,0,2,L,W,46th Annual Wolfgang Weber FC Tucson Cup,Tournaments,U12B U12 Bronze 2,Kino Sports Complex,"2343 E. Tournament Way, Tucson, AZ 85713",22694963,373077,716
2025-09-21,14B Hinds,Eagles F.C.,2,0,W,L,46th Annual Wolfgang Weber FC Tucson Cup,Tournaments,U12B U12 Bronze 2,Kino Sports Complex,"2343 E. Tournament Way, Tucson, AZ 85713",22694961,373077,716
2025-09-20,AZ Arsenal 14 Boys Teal SC,14B Hinds,0,2,L,W,46th Annual Wolfgang Weber FC Tucson Cup,Tournaments,U12B U12 Bronze 2,Kino Sports Complex,"2343 E. Tournament Way, Tucson, AZ 85713",22694850,373077,716
2025-09-19,14B Hinds,14B Blue #1,2,1,W,L,46th Annual Wolfgang Weber FC Tucson Cup,Tournaments,U12B U12 Bronze 2,Kino Sports Complex,"2343 E. Tournament Way, Tucson, AZ 85713",22694848,373077,716
2025-04-06,14B Hinds,14B Hermanson 1,2,1,W,L,CDO Challenge Cup 2025,CDO Challenge Cup,U11B U11 Boys Silver,Kino Sports Complex,"2343 E. Tournament Way, Tucson, AZ 85713",20040616,373077,716
2025-04-06,Argentina 14b,14B Hinds,1,3,L,W,CDO Challenge Cup 2025,CDO Challenge Cup,U11B U11 Boys Silver,Kino Sports Complex,"2343 E. Tournament Way, Tucson, AZ 85713",20040613,373077,716
2025-04-05,14B Hinds,Eagles F.C.,1,1,T,T,CDO Challenge Cup 2025,CDO Challenge Cup,U11B U11 Boys Silver,Kino Sports Complex,"2343 E. Tournament Way, Tucson, AZ 85713",20040609,373077,716
2025-04-03,CDO 15B Premier,14B Hinds,1,2,L,W,CDO Challenge Cup 2025,CDO Challenge Cup,U11B U11 Boys Silver,Kino Sports Complex,"2343 E. Tournament Way, Tucson, AZ 85713",20040604,373077,716
2025-03-30,14B Hinds,AZ Arsenal 14 Boys Verde Valley,2,0,W,L,Southwest Cup 2025,Southwest Cup,U11B U11 Boys 2,Pacana Park,"19000 N. Porter Rd. , Maricopa, AZ 85138",20002660,373077,716
2025-03-29,PRFC Scottsdale 14B Copa,14B Hinds,5,5,T,T,Southwest Cup 2025,Southwest Cup,U11B U11 Boys 2,Pacana Park,"19000 N. Porter Rd. , Maricopa, AZ 85138",20002657,373077,716
2025-03-29,14B Hinds,14B OMolina,0,3,L,W,Southwest Cup 2025,Southwest Cup,U11B U11 Boys 2,Pacana Park,"19000 N. Porter Rd. , Maricopa, AZ 85138",20002654,373077,716
2025-03-22,14B Hinds,14 Boys Soul Warriors,2,2,T,T,PCJSL 2025 U9 - 19 Pima Cup Friendlies,Pima Cup,U11B Denmark,Ochoa,"3450 N Fairview , Tucson, AZ 85705",19825987,373077,716
2025-03-22,14 ECNL #1,14B Hinds,12,0,W,L,PCJSL 2025 U9 - 19 Pima Cup Friendlies,Pima Cup,U11B Denmark,Ochoa,"3450 N Fairview , Tucson, AZ 85705",19825986,373077,716
2025-03-15,14B Hinds,14B Blue #1,6,2,W,L,PCJSL 2025 U9 - 19 Pima Cup Friendlies,Pima Cup,U11B Denmark,Lincoln Park,"4325 S Pantano Rd , Tucson, AZ 85730",19825980,373077,716
2025-03-15,15B Garza/Bernal-1,14B Hinds,0,0,T,T,PCJSL 2025 U9 - 19 Pima Cup Friendlies,Pima Cup,U11B Denmark,Udall,"7200 E Tanque Verde , Tucson, AZ 85715",19825978,373077,716
2025-03-09,14B Hinds,Amore 2014 Boys,3,1,W,L,2025 Ostrich Festival,Ostrich Festival,U11B U11 Boys White,Reach 11 Sports Complex,"2425 E Deer Valley Dr , Phoenix, AZ 85050",19721965,373077,716
