Game_ID,Team_A,Team_B,Team_A_Match,Team_B_Match,Reason,Date,Event
19916712,AZ Arsenal Pre-ECNL B14,14B JCFresquez Pre-MLS Next,AZ Arsenal Pre-ECNL B14,,Unmatched team(s),4/27/2025,2025 Arizona Presidents Cup
20286521,AZ Arsenal Pre-ECNL B14,Phoenix United 14 Elite,AZ Arsenal Pre-ECNL B14,,Unmatched team(s),4/12/2025,Rivalries Cup 2025
16745233,AZ Arsenal Pre-ECNL B14,CCV STARS 14 Boys Orange LAV,AZ Arsenal Pre-ECNL B14,,Unmatched team(s),2/1/2025,2024-2025 ASA Advanced Leagues
16745242,14 ECNL #1,AZ Arsenal Pre-ECNL B14,,AZ Arsenal Pre-ECNL B14,Unmatched team(s),12/8/2024,2024-2025 ASA Advanced Leagues
16745182,14B Flores,AZ Arsenal Pre-ECNL B14,,AZ Arsenal Pre-ECNL B14,Unmatched team(s),10/26/2024,2024-2025 ASA Advanced Leagues
16745213,AZ Arsenal Pre-ECNL B14,14 ECNL #2,AZ Arsenal Pre-ECNL B14,,Unmatched team(s),10/20/2024,2024-2025 ASA Advanced Leagues
16745190,14B JCFresquez Pre-MLS Next,AZ Arsenal Pre-ECNL B14,,AZ Arsenal Pre-ECNL B14,Unmatched team(s),10/4/2024,2024-2025 ASA Advanced Leagues
22600470,Las Vegas Sports Academy U12 Boys Black 2014,Playmaker Futbol Academy 14B Black,,Playmaker Futbol Academy 14B Black,Unmatched team(s),9/14/2025,2025 Cactus Kick Off
20649206,Playmaker Futbol Academy 14B Black,Juventus,Playmaker Futbol Academy 14B Black,,Unmatched team(s),5/24/2025,FSC Kickin in the Pines (Boys - 2025)
20130641,14B Flores,Playmaker Futbol Academy 14B Black,,Playmaker Futbol Academy 14B Black,Unmatched team(s),4/27/2025,2025 Arizona Presidents Cup
19721865,15B NMarkette,Playmaker Futbol Academy 14B Black,,Playmaker Futbol Academy 14B Black,Unmatched team(s),3/9/2025,2025 Ostrich Festival
19721861,Playmaker Futbol Academy 14B Black,14B OMolina,Playmaker Futbol Academy 14B Black,,Unmatched team(s),3/8/2025,2025 Ostrich Festival
18438000,Playmaker Futbol Academy 14B Black,14B Jimmy,Playmaker Futbol Academy 14B Black,,Unmatched team(s),12/15/2024,RSL-AZ Holiday Classic 2024
18072120,Playmaker Futbol Academy 14B Black,Legends FC AZ 14B Gold,Playmaker Futbol Academy 14B Black,,Unmatched team(s),11/2/2024,2024 Rush Cup 
17072073,14B OMolina,Playmaker Futbol Academy 14B Black,,Playmaker Futbol Academy 14B Black,Unmatched team(s),10/19/2024,2024-25 MaxinMotion Open League Season 1
17371430,14 ECNL #2,Playmaker Futbol Academy 14B Black,,Playmaker Futbol Academy 14B Black,Unmatched team(s),9/1/2024,Phoenix Rising Cup 2024
19916706,14B JCFresquez Pre-MLS Next,Brazas 2014 Boys Black Marcos,,Brazas 2014 Boys Black Marcos,Unmatched team(s),4/26/2025,2025 Arizona Presidents Cup
17045646,Brazas 2014 Boys Black Marcos,Legends FC AZ 14B Gold,Brazas 2014 Boys Black Marcos,,Unmatched team(s),12/14/2024,2024-25 MaxinMotion Open League Season 1
17674341,Brazas 2014 Boys Black Marcos,CCV STARS 14 Boys Orange LAV,Brazas 2014 Boys Black Marcos,,Unmatched team(s),9/14/2024,2024 Cactus Kick Off
17045627,Brazas 2014 Boys Black Marcos,15B NMarkette,Brazas 2014 Boys Black Marcos,,Unmatched team(s),9/7/2024,2024-25 MaxinMotion Open League Season 1
21614328,Tuzos Royals 14 Pre-Academy,Platinum IE B14 Yanez 1037,Tuzos Royals 14 Pre-Academy,,Unmatched team(s),8/9/2025,2025 Los Angeles Cup
21614330,Tuzos Royals 14 Pre-Academy,B14 Premier,Tuzos Royals 14 Pre-Academy,,Unmatched team(s),8/8/2025,2025 Los Angeles Cup
20463961,Madison FC 2015 Boys Gold,Tuzos Royals 14 Pre-Academy,,Tuzos Royals 14 Pre-Academy,Unmatched team(s),4/27/2025,AZFC Select Challenge 2025
20293678,Tuzos Royals 14 Pre-Academy,Las Vegas Sports Academy U11 Boys Black 2014,Tuzos Royals 14 Pre-Academy,,Unmatched team(s),4/12/2025,Rivalries Cup 2025
20293682,Next Level Soccer Northwest 2015 Boys Red,Tuzos Royals 14 Pre-Academy,,Tuzos Royals 14 Pre-Academy,Unmatched team(s),4/12/2025,Rivalries Cup 2025
18569781,CCV STARS 14 Boys White PEO,Tuzos Royals 14 Pre-Academy,,Tuzos Royals 14 Pre-Academy,Unmatched team(s),1/18/2025,2024-25 MaxinMotion Open League Season 2
18393152,Tuzos Royals 14 Pre-Academy,U-11 (2014) Boys Pre Academy,Tuzos Royals 14 Pre-Academy,,Unmatched team(s),12/7/2024,Christmas Angel 2024
17816330,Tuzos Royals 14 Pre-Academy,Legends FC AZ 14B Gold,Tuzos Royals 14 Pre-Academy,,Unmatched team(s),9/29/2024,The Derby (2024)
22593626,15B AChacon Pre-MLS Next,14B Velasco,,14B Velasco,Unmatched team(s),9/13/2025,2025 Cactus Kick Off
21540873,City SC B14 Premier - O'Mahoney,14B Velasco,,14B Velasco,Unmatched team(s),8/24/2025,Coastal Classic - Boys 2025
21540869,Borussia Del Mar Soccer Club Boys 2014,14B Velasco,,14B Velasco,Unmatched team(s),8/23/2025,Coastal Classic - Boys 2025
21540871,B2014 Academy,14B Velasco,,14B Velasco,Unmatched team(s),8/23/2025,Coastal Classic - Boys 2025
19923023,14B Velasco,AZ Arsenal 15 Boys Teal 1 JZ,14B Velasco,,Unmatched team(s),4/26/2025,2025 Arizona Presidents Cup
18566349,14B Velasco,Legends FC AZ 14B Gold,14B Velasco,,Unmatched team(s),3/1/2025,2024-25 MaxinMotion Open League Season 2
18996297,14B Velasco,14B JCFresquez Pre-MLS Next,14B Velasco,,Unmatched team(s),2/23/2025,2025 Max Shacknai Invitational
17072066,14B Velasco,14B OMolina,14B Velasco,,Unmatched team(s),10/12/2024,2024-25 MaxinMotion Open League Season 1
18993390,Legends FC AZ 14B Gold,U-12 (2014) Boys Pre Academy Blue,,U-12 (2014) Boys Pre Academy Blue,Unmatched team(s),2/23/2025,2025 Max Shacknai Invitational
18993393,U-12 (2014) Boys Pre Academy Blue,CCV STARS 14 Boys Orange LAV,U-12 (2014) Boys Pre Academy Blue,,Unmatched team(s),2/21/2025,2025 Max Shacknai Invitational
18969204,AZ Arsenal 15 Boys Teal 1 JZ,U-12 (2014) Boys Pre Academy Blue,,U-12 (2014) Boys Pre Academy Blue,Unmatched team(s),2/9/2025,Desert Classic 2025
18702689,U-12 (2014) Boys Pre Academy Blue,AZ Arsenal 15 Boys Teal 1 JZ,U-12 (2014) Boys Pre Academy Blue,,Unmatched team(s),1/25/2025,2025 AZ Soccer Clash hosted by Phoenix Premier FC
15550729,U-12 (2014) Boys Pre Academy Blue,CCV STARS 14 Boys Orange PEO,U-12 (2014) Boys Pre Academy Blue,,Unmatched team(s),4/19/2024,2024 Arizona Presidents Cup
21716465,CITY SC SW B14 White MV II,Phoenix Premier FC 14B X-Factor,,Phoenix Premier FC 14B X-Factor,Unmatched team(s),8/10/2025,2025 Temecula Summer Classic
21716457,ALBION SC San Diego B14 Academy III,Phoenix Premier FC 14B X-Factor,,Phoenix Premier FC 14B X-Factor,Unmatched team(s),8/9/2025,2025 Temecula Summer Classic
21716461,Phoenix Premier FC 14B X-Factor,CITY SC SW B14 White LE Rea,Phoenix Premier FC 14B X-Factor,,Unmatched team(s),8/9/2025,2025 Temecula Summer Classic
20130642,Phoenix Premier FC 14B X-Factor,14B Jimmy,Phoenix Premier FC 14B X-Factor,,Unmatched team(s),4/27/2025,2025 Arizona Presidents Cup
19923008,Phoenix Premier FC 14B X-Factor,U-11 (2014) Boys Pre Academy,Phoenix Premier FC 14B X-Factor,,Unmatched team(s),4/13/2025,2025 Arizona Presidents Cup
20071322,Phoenix Premier FC 14B X-Factor,BRAZAS FC 2015 Boys Black,Phoenix Premier FC 14B X-Factor,,Unmatched team(s),3/23/2025,2025 Phoenix Cup - Boys Weekend
20071314,Phoenix Premier FC 14B X-Factor,AZ Arsenal 15 Boys Teal 1 JZ,Phoenix Premier FC 14B X-Factor,,Unmatched team(s),3/22/2025,2025 Phoenix Cup - Boys Weekend
20071319,Phoenix Premier FC 14B X-Factor,Madison FC 2015 Boys Gold,Phoenix Premier FC 14B X-Factor,,Unmatched team(s),3/22/2025,2025 Phoenix Cup - Boys Weekend
20463965,Next Level Soccer Northwest 2015 Boys Red,Tuzos Halcones 2014,,Tuzos Halcones 2014,Unmatched team(s),4/26/2025,AZFC Select Challenge 2025
20463966,Tuzos Halcones 2014,XOLOS ARIZONA 2014B,Tuzos Halcones 2014,,Unmatched team(s),4/26/2025,AZFC Select Challenge 2025
19950429,XOLOS ARIZONA 2014B,Tuzos Halcones 2014,,Tuzos Halcones 2014,Unmatched team(s),3/30/2025,Tuzos Challenge 2025
18561876,14B OMolina,Tuzos Halcones 2014,,Tuzos Halcones 2014,Unmatched team(s),2/8/2025,2024-25 MaxinMotion Open League Season 2
18561869,15B NMarkette,Tuzos Halcones 2014,,Tuzos Halcones 2014,Unmatched team(s),1/25/2025,2024-25 MaxinMotion Open League Season 2
21792536,BRAZAS FC 2014 Boys Gold,Phoenix United 2014 Premier,,Phoenix United 2014 Premier,Unmatched team(s),10/4/2025,2025-26 MaxinMotion Open League Season 1
20649087,14 ECNL #2,Phoenix United 2014 Premier,,Phoenix United 2014 Premier,Unmatched team(s),5/25/2025,FSC Kickin in the Pines (Boys - 2025)
20649081,Santos 15B,Phoenix United 2014 Premier,,Phoenix United 2014 Premier,Unmatched team(s),5/24/2025,FSC Kickin in the Pines (Boys - 2025)
20293683,El Paso Football Club U11 BLUE,Phoenix United 2014 Premier,,Phoenix United 2014 Premier,Unmatched team(s),4/13/2025,Rivalries Cup 2025
20293677,Next Level Soccer Northwest 2015 Boys Red,Phoenix United 2014 Premier,,Phoenix United 2014 Premier,Unmatched team(s),4/12/2025,Rivalries Cup 2025
20293681,Phoenix United 2014 Premier,Las Vegas Sports Academy U11 Boys Black 2014,Phoenix United 2014 Premier,,Unmatched team(s),4/12/2025,Rivalries Cup 2025
19826520,Phoenix United 2014 Premier,Next Level Soccer Northwest 2015 Boys Red,Phoenix United 2014 Premier,,Unmatched team(s),3/15/2025,INFERNO CUP 2025
18569669,Phoenix United 2014 Premier,AZ Arsenal 15 Boys Teal 1 JZ,Phoenix United 2014 Premier,,Unmatched team(s),1/22/2025,2024-25 MaxinMotion Open League Season 2
18393149,U-11 (2014) Boys Pre Academy,Phoenix United 2014 Premier,,Phoenix United 2014 Premier,Unmatched team(s),12/8/2024,Christmas Angel 2024
17064555,U-11 (2014) Boys Pre Academy,Phoenix United 2014 Premier,,Phoenix United 2014 Premier,Unmatched team(s),10/5/2024,2024-25 MaxinMotion Open League Season 1
18702685,PRFC Desert Foothills 14B Pre-Academy,U-11 (2014) Boys Pre Academy,PRFC Desert Foothills 14B Pre-Academy,,Unmatched team(s),1/25/2025,2025 AZ Soccer Clash hosted by Phoenix Premier FC
18072116,Legends FC AZ 14B Gold,PRFC Desert Foothills 14B Pre-Academy,,PRFC Desert Foothills 14B Pre-Academy,Unmatched team(s),11/2/2024,2024 Rush Cup 
17045651,15B NMarkette,PRFC Desert Foothills 14B Pre-Academy,,PRFC Desert Foothills 14B Pre-Academy,Unmatched team(s),10/19/2024,2024-25 MaxinMotion Open League Season 1
17045644,Legends FC AZ 14B Gold,PRFC Desert Foothills 14B Pre-Academy,,PRFC Desert Foothills 14B Pre-Academy,Unmatched team(s),10/5/2024,2024-25 MaxinMotion Open League Season 1
15600193,Juventus,PRFC Desert Foothills 14B Pre-Academy,,PRFC Desert Foothills 14B Pre-Academy,Unmatched team(s),4/21/2024,Schools Out For Summer 2024
15600188,PRFC Desert Foothills 14B Pre-Academy,Chelsea 13B,PRFC Desert Foothills 14B Pre-Academy,,Unmatched team(s),4/20/2024,Schools Out For Summer 2024
19950200,Phoenix United 2015 Elite,Tuzos Academy Mesa 2014,,Tuzos Academy Mesa 2014,Unmatched team(s),3/29/2025,Tuzos Challenge 2025
18570082,Tuzos Academy Mesa 2014,LAFC 14 BOYS,Tuzos Academy Mesa 2014,,Unmatched team(s),1/25/2025,2024-25 MaxinMotion Open League Season 2
18570073,Tuzos Academy Mesa 2014,AZSC 14B Azanger,Tuzos Academy Mesa 2014,,Unmatched team(s),1/11/2025,2024-25 MaxinMotion Open League Season 2
17072047,14B Jimmy,Tuzos Academy Mesa 2014,,Tuzos Academy Mesa 2014,Unmatched team(s),11/9/2024,2024-25 MaxinMotion Open League Season 1
18072118,Tuzos Academy Mesa 2014,AZ Arsenal 15 Boys Teal 1 JZ,Tuzos Academy Mesa 2014,,Unmatched team(s),11/2/2024,2024 Rush Cup 
17072052,Tuzos Academy Mesa 2014,14B OMolina,Tuzos Academy Mesa 2014,,Unmatched team(s),10/26/2024,2024-25 MaxinMotion Open League Season 1
17371424,14 ECNL #2,Tuzos Academy Mesa 2014,,Tuzos Academy Mesa 2014,Unmatched team(s),8/31/2024,Phoenix Rising Cup 2024
20827673,CITY SC SW B14 Premier MUR,FC Elite Arizona 2014 Boys (ARCHIVED),,FC Elite Arizona 2014 Boys (ARCHIVED),Unmatched team(s),6/1/2025,Coronado (San Diego) 25
20827667,FC Elite Arizona 2014 Boys (ARCHIVED),SWSC B2014 GOLD,FC Elite Arizona 2014 Boys (ARCHIVED),,Unmatched team(s),5/31/2025,Coronado (San Diego) 25
20827664,Temecula FC 2014 quails,FC Elite Arizona 2014 Boys (ARCHIVED),,FC Elite Arizona 2014 Boys (ARCHIVED),Unmatched team(s),5/31/2025,Coronado (San Diego) 25
20463955,Madison FC 2015 Boys Gold,FC Elite Arizona 2014 Boys (ARCHIVED),,FC Elite Arizona 2014 Boys (ARCHIVED),Unmatched team(s),4/26/2025,AZFC Select Challenge 2025
18569667,AZ Arsenal 15 Boys Teal 1 JZ,FC Elite Arizona 2014 Boys (ARCHIVED),,FC Elite Arizona 2014 Boys (ARCHIVED),Unmatched team(s),1/15/2025,2024-25 MaxinMotion Open League Season 2
18436170,AZ Arsenal 14 Boys AYDP,FC Elite Arizona 2014 Boys (ARCHIVED),,FC Elite Arizona 2014 Boys (ARCHIVED),Unmatched team(s),12/14/2024,TFC Winter Festival 2024
17980032,15B NMarkette,FC Elite Arizona 2014 Boys (ARCHIVED),,FC Elite Arizona 2014 Boys (ARCHIVED),Unmatched team(s),10/27/2024,Phoenix Rising Fall Classic 2024
17816328,Legends FC AZ 14B Gold,FC Elite Arizona 2014 Boys (ARCHIVED),,FC Elite Arizona 2014 Boys (ARCHIVED),Unmatched team(s),9/27/2024,The Derby (2024)
17704416,14 ECNL #1,FC Elite Arizona 2014 Boys (ARCHIVED),,FC Elite Arizona 2014 Boys (ARCHIVED),Unmatched team(s),9/22/2024,45th Annual Wolfgang Weber FC Tucson Cup (formerly FC Tucson Striker's Cup)
17704412,FC Elite Arizona 2014 Boys (ARCHIVED),14 ECNL #1,FC Elite Arizona 2014 Boys (ARCHIVED),,Unmatched team(s),9/21/2024,45th Annual Wolfgang Weber FC Tucson Cup (formerly FC Tucson Striker's Cup)
17066089,LAFC 14 BOYS,FC Elite Arizona 2014 Boys (ARCHIVED),,FC Elite Arizona 2014 Boys (ARCHIVED),Unmatched team(s),9/14/2024,2024-25 MaxinMotion Open League Season 1
17372812,AZ Arsenal 14 Boys Teal 2 PJ,FC Elite Arizona 2014 Boys (ARCHIVED),,FC Elite Arizona 2014 Boys (ARCHIVED),Unmatched team(s),8/31/2024,Phoenix Rising Cup 2024
21792643,BRAZAS FC 2014 Boys Black,East Valley NSFC 14 Boys Aguirre,,East Valley NSFC 14 Boys Aguirre,Unmatched team(s),9/20/2025,2025-26 MaxinMotion Open League Season 1
22593625,East Valley NSFC 14 Boys Aguirre,15B AChacon Pre-MLS Next,East Valley NSFC 14 Boys Aguirre,,Unmatched team(s),9/13/2025,2025 Cactus Kick Off
19923010,East Valley NSFC 14 Boys Aguirre,14B Jimmy,East Valley NSFC 14 Boys Aguirre,,Unmatched team(s),4/11/2025,2025 Arizona Presidents Cup
19922996,AZ Arsenal 15 Boys Teal 1 JZ,East Valley NSFC 14 Boys Aguirre,,East Valley NSFC 14 Boys Aguirre,Unmatched team(s),4/4/2025,2025 Arizona Presidents Cup
19721862,East Valley NSFC 14 Boys Aguirre,15B NMarkette,East Valley NSFC 14 Boys Aguirre,,Unmatched team(s),3/8/2025,2025 Ostrich Festival
19721857,14B OMolina,East Valley NSFC 14 Boys Aguirre,,East Valley NSFC 14 Boys Aguirre,Unmatched team(s),3/8/2025,2025 Ostrich Festival
18702681,East Valley NSFC 14 Boys Aguirre,AZ Arsenal 15 Boys Teal 1 JZ,East Valley NSFC 14 Boys Aguirre,,Unmatched team(s),1/24/2025,2025 AZ Soccer Clash hosted by Phoenix Premier FC
18566339,East Valley NSFC 14 Boys Aguirre,14B Jimmy,East Valley NSFC 14 Boys Aguirre,,Unmatched team(s),1/18/2025,2024-25 MaxinMotion Open League Season 2
18566335,Legends FC AZ 14B Gold,East Valley NSFC 14 Boys Aguirre,,East Valley NSFC 14 Boys Aguirre,Unmatched team(s),1/11/2025,2024-25 MaxinMotion Open League Season 2
18393147,East Valley NSFC 14 Boys Aguirre,U-11 (2014) Boys Pre Academy,East Valley NSFC 14 Boys Aguirre,,Unmatched team(s),12/7/2024,Christmas Angel 2024
17064562,East Valley NSFC 14 Boys Aguirre,U-11 (2014) Boys Pre Academy,East Valley NSFC 14 Boys Aguirre,,Unmatched team(s),10/19/2024,2024-25 MaxinMotion Open League Season 1
17674400,East Valley NSFC 14 Boys Aguirre,14B Jimmy,East Valley NSFC 14 Boys Aguirre,,Unmatched team(s),9/14/2024,2024 Cactus Kick Off
18996482,AZ Arsenal 14 Boys Teal 2 AP,Legends FC AZ 14B Black,,Legends FC AZ 14B Black,Unmatched team(s),2/21/2025,2025 Max Shacknai Invitational
18569618,Legends FC AZ 14B Black,U-11 (2014) Boys Pre Academy,Legends FC AZ 14B Black,,Unmatched team(s),1/25/2025,2024-25 MaxinMotion Open League Season 2
18604674,15B NMarkette,Legends FC AZ 14B Black,,Legends FC AZ 14B Black,Unmatched team(s),1/10/2025,CCV Stars Champions Cup 2025
17858886,Legends FC AZ 14B Black,14B Bratcher,Legends FC AZ 14B Black,,Unmatched team(s),10/13/2024,Arsenal Challenge 2024
17858880,CCV STARS 14 Boys White PEO,Legends FC AZ 14B Black,,Legends FC AZ 14B Black,Unmatched team(s),10/12/2024,Arsenal Challenge 2024
20256859,Scottsdale 14 Sandsharks Select,AZSC 14B Azanger,Scottsdale 14 Sandsharks Select,,Unmatched team(s),4/15/2025,East Valley Spring Invitational 2025
20183324,Playmaker Futbol Academy 14B White,Scottsdale 14 Sandsharks Select,,Scottsdale 14 Sandsharks Select,Unmatched team(s),3/29/2025,2025 Arizona Academy Cup | Powered By Rated Sports
18653781,Playmaker Futbol Academy 14B White,Scottsdale 14 Sandsharks Select,,Scottsdale 14 Sandsharks Select,Unmatched team(s),1/18/2025,North Scottsdale Sandsharks Invitational 2025
18569610,Scottsdale 14 Sandsharks Select,U-11 (2014) Boys Pre Academy,Scottsdale 14 Sandsharks Select,,Unmatched team(s),1/11/2025,2024-25 MaxinMotion Open League Season 2
17066109,Scottsdale 14 Sandsharks Select,LAFC 14 BOYS,Scottsdale 14 Sandsharks Select,,Unmatched team(s),10/19/2024,2024-25 MaxinMotion Open League Season 1
20649076,14 ECNL #1,State 48 FC Avondale 14 Black,,State 48 FC Avondale 14 Black,Unmatched team(s),5/25/2025,FSC Kickin in the Pines (Boys - 2025)
20649073,State 48 FC Avondale 14 Black,AZSC 15B White,State 48 FC Avondale 14 Black,,Unmatched team(s),5/24/2025,FSC Kickin in the Pines (Boys - 2025)
20463959,State 48 FC Avondale 14 Black,FC Elite Arizona 2014/15 Boys,State 48 FC Avondale 14 Black,,Unmatched team(s),4/27/2025,AZFC Select Challenge 2025
17069454,State 48 FC Avondale 14 Black,AZ Arsenal 15 Boys Teal 1 JZ,State 48 FC Avondale 14 Black,,Unmatched team(s),11/9/2024,2024-25 MaxinMotion Open League Season 1
22641539,Las Vegas Sports Academy U12 Boys Pre MLS Next 2014,14B Antunez Pre-MLS Next,,14B Antunez Pre-MLS Next,Unmatched team(s),9/13/2025,2025 Cactus Kick Off
19916701,14B Antunez Pre-MLS Next,14 ECNL #2,14B Antunez Pre-MLS Next,,Unmatched team(s),4/12/2025,2025 Arizona Presidents Cup
18996297,14B Jimmy,14B Antunez Pre-MLS Next,,14B Antunez Pre-MLS Next,Unmatched team(s),2/23/2025,2025 Max Shacknai Invitational
16745172,14B Antunez Pre-MLS Next,14B Flores,14B Antunez Pre-MLS Next,,Unmatched team(s),12/7/2024,2024-2025 ASA Advanced Leagues
18181894,14B Antunez Pre-MLS Next,14 ECNL #1,14B Antunez Pre-MLS Next,,Unmatched team(s),11/23/2024,2024 Heritage Cup 
16745196,14B Antunez Pre-MLS Next,CCV STARS 14 Boys Orange LAV,14B Antunez Pre-MLS Next,,Unmatched team(s),10/27/2024,2024-2025 ASA Advanced Leagues
16745189,14 ECNL #1,14B Antunez Pre-MLS Next,,14B Antunez Pre-MLS Next,Unmatched team(s),10/19/2024,2024-2025 ASA Advanced Leagues
16745245,14 ECNL #2,14B Antunez Pre-MLS Next,,14B Antunez Pre-MLS Next,Unmatched team(s),10/6/2024,2024-2025 ASA Advanced Leagues
17674344,CCV STARS 14 Boys Orange LAV,14B Antunez Pre-MLS Next,,14B Antunez Pre-MLS Next,Unmatched team(s),9/15/2024,2024 Cactus Kick Off
19923027,Legends FC AZ 14B Gold,14B Engilman,,14B Engilman,Unmatched team(s),4/26/2025,2025 Arizona Presidents Cup
19826523,14B Engilman,Next Level Soccer Northwest 2015 Boys Red,14B Engilman,,Unmatched team(s),3/16/2025,INFERNO CUP 2025
18566332,14B Engilman,14B Jimmy,14B Engilman,,Unmatched team(s),3/8/2025,2024-25 MaxinMotion Open League Season 2
18566345,Legends FC AZ 14B Gold,14B Engilman,,14B Engilman,Unmatched team(s),2/1/2025,2024-25 MaxinMotion Open League Season 2
18592444,14B Jimmy,14B Engilman,,14B Engilman,Unmatched team(s),1/3/2025,New Year's Futures Cup 2025
17072055,14B OMolina,14B Engilman,,14B Engilman,Unmatched team(s),12/7/2024,2024-25 MaxinMotion Open League Season 1
18072122,AZ Arsenal 15 Boys Teal 1 JZ,14B Engilman,,14B Engilman,Unmatched team(s),11/1/2024,2024 Rush Cup 
17072051,14B Engilman,14B Jimmy,14B Engilman,,Unmatched team(s),10/26/2024,2024-25 MaxinMotion Open League Season 1
17674374,14B Engilman,14B OMolina,14B Engilman,,Unmatched team(s),9/15/2024,2024 Cactus Kick Off
17674368,14B Engilman,Legends FC AZ 14B Gold,14B Engilman,,Unmatched team(s),9/14/2024,2024 Cactus Kick Off
19923005,CCV Stars 14 Boys North Orange,14B Flores,CCV Stars 14 Boys North Orange,,Unmatched team(s),4/13/2025,2025 Arizona Presidents Cup
18569626,CCV Stars 14 Boys North Orange,U-11 (2014) Boys Pre Academy,CCV Stars 14 Boys North Orange,,Unmatched team(s),3/2/2025,2024-25 MaxinMotion Open League Season 2
18993411,15B NMarkette,CCV Stars 14 Boys North Orange,,CCV Stars 14 Boys North Orange,Unmatched team(s),2/22/2025,2025 Max Shacknai Invitational
17064537,U-11 (2014) Boys Pre Academy,CCV Stars 14 Boys North Orange,,CCV Stars 14 Boys North Orange,Unmatched team(s),11/23/2024,2024-25 MaxinMotion Open League Season 1
17858882,CCV Stars 14 Boys North Orange,AZ Arsenal 14 Boys AYDP,CCV Stars 14 Boys North Orange,,Unmatched team(s),10/12/2024,Arsenal Challenge 2024
21767375,XOLOS ARIZONA 2014B,PRFC Southeast Valley 14B Pre-Academy,,PRFC Southeast Valley 14B Pre-Academy,Unmatched team(s),10/4/2025,2025-26 MaxinMotion Open League Season 1
19867469,PRFC Southeast Valley 14B Pre-Academy,U-11 (2014) Boys Pre Academy,PRFC Southeast Valley 14B Pre-Academy,,Unmatched team(s),3/21/2025,2025 Copper State Challenge
18996483,AZSC 14B Azanger,PRFC Southeast Valley 14B Pre-Academy,,PRFC Southeast Valley 14B Pre-Academy,Unmatched team(s),2/21/2025,2025 Max Shacknai Invitational
18566346,PRFC Southeast Valley 14B Pre-Academy,14B Jimmy,PRFC Southeast Valley 14B Pre-Academy,,Unmatched team(s),2/1/2025,2024-25 MaxinMotion Open League Season 2
18604666,Next Level Soccer Southeast 2015 Boys Blue,PRFC Southeast Valley 14B Pre-Academy,,PRFC Southeast Valley 14B Pre-Academy,Unmatched team(s),1/11/2025,CCV Stars Champions Cup 2025
18181957,PRFC Southeast Valley 14B Pre-Academy,AZSC 14B Azanger,PRFC Southeast Valley 14B Pre-Academy,,Unmatched team(s),11/23/2024,2024 Heritage Cup 
17072058,PRFC Southeast Valley 14B Pre-Academy,14B Jimmy,PRFC Southeast Valley 14B Pre-Academy,,Unmatched team(s),11/2/2024,2024-25 MaxinMotion Open League Season 1
20663591,CITY SC SW B14 Premier MUR,RSL-AZ Yuma 14 Boys Quinonez,,RSL-AZ Yuma 14 Boys Quinonez,Unmatched team(s),5/18/2025,Copa Spring Challenge - Boys 2025
20663592,B2014 Yee,RSL-AZ Yuma 14 Boys Quinonez,,RSL-AZ Yuma 14 Boys Quinonez,Unmatched team(s),5/18/2025,Copa Spring Challenge - Boys 2025
20663588,RSL-AZ Yuma 14 Boys Quinonez,B2014 Premier,RSL-AZ Yuma 14 Boys Quinonez,,Unmatched team(s),5/17/2025,Copa Spring Challenge - Boys 2025
20663586,B2014 Yee,RSL-AZ Yuma 14 Boys Quinonez,,RSL-AZ Yuma 14 Boys Quinonez,Unmatched team(s),5/17/2025,Copa Spring Challenge - Boys 2025
19867476,U-11 (2014) Boys Pre Academy,RSL-AZ Yuma 14 Boys Quinonez,,RSL-AZ Yuma 14 Boys Quinonez,Unmatched team(s),3/23/2025,2025 Copper State Challenge
19867470,AZSC 14B Azanger,RSL-AZ Yuma 14 Boys Quinonez,,RSL-AZ Yuma 14 Boys Quinonez,Unmatched team(s),3/23/2025,2025 Copper State Challenge
19867474,RSL-AZ Yuma 14 Boys Quinonez,Next Level Soccer Southeast 2015 Boys Blue,RSL-AZ Yuma 14 Boys Quinonez,,Unmatched team(s),3/22/2025,2025 Copper State Challenge
21792644,Phoenix Premier FC 14B Pre MLS ACADEMY,NOS Santos 14 Boys Blue,,NOS Santos 14 Boys Blue,Unmatched team(s),9/20/2025,2025-26 MaxinMotion Open League Season 1
21792637,BRAZAS FC 2014 Boys Black,NOS Santos 14 Boys Blue,,NOS Santos 14 Boys Blue,Unmatched team(s),9/6/2025,2025-26 MaxinMotion Open League Season 1
19923009,NOS Santos 14 Boys Blue,AZ Arsenal 15 Boys Teal 1 JZ,NOS Santos 14 Boys Blue,,Unmatched team(s),4/11/2025,2025 Arizona Presidents Cup
19922995,14B Jimmy,NOS Santos 14 Boys Blue,,NOS Santos 14 Boys Blue,Unmatched team(s),4/4/2025,2025 Arizona Presidents Cup
17072059,NOS Santos 14 Boys Blue,14B OMolina,NOS Santos 14 Boys Blue,,Unmatched team(s),9/28/2024,2024-25 MaxinMotion Open League Season 1
17072056,14B Jimmy,NOS Santos 14 Boys Blue,,NOS Santos 14 Boys Blue,Unmatched team(s),9/21/2024,2024-25 MaxinMotion Open League Season 1
20463971,Next Level Soccer Northwest 2015 Boys Red,West Valley 2014 Boys Martinez Pre-Elite64,,West Valley 2014 Boys Martinez Pre-Elite64,Unmatched team(s),4/27/2025,AZFC Select Challenge 2025
